,Spirit Of Bart,Wallys Boy,Magic Madness,Big Wednesday,Mia Grace,Princess Bride,Wildash Venus,Emerald Ability
08-01-2023 17:03:02.679797,"(3.1, 5.3, 5.14)","(4.2, 4.9, 4.718181818181819)","(91.0, 150.0, 123.33333333333333)","(3.2, 3.4, 3.215909090909091)","(91.0, 350.0, 320.0)","(5.5, 18.5, 19.0)","(10.0, 12.5, 12.1)","(8.5, 10.0, 9.866666666666667)"
08-01-2023 17:03:03.990924,"(3.1, 5.3, 5.15)","(4.2, 4.9, 4.5)","(91.0, 130.0, 126.66666666666667)","(3.2, 3.25, 3.2279411764705883)","(91.0, 350.0, 320.0)","(5.5, 20.0, 19.0)","(10.0, 12.5, 11.633333333333333)","(8.5, 10.0, 9.597959183673469)"
08-01-2023 17:03:05.213390,"(3.1, 5.3, 5.1625)","(4.2, 4.8, 4.457142857142857)","(91.0, 130.0, 126.66666666666667)","(3.2, 3.25, 3.225)","(91.0, 350.0, 320.0)","(5.5, 20.0, 17.333333333333332)","(10.0, 12.0, 11.523809523809524)","(8.5, 10.5, 9.773529411764706)"
08-01-2023 17:03:06.543066,"(3.1, 5.4, 5.1625)","(4.2, 4.8, 4.457142857142857)","(91.0, 130.0, 126.66666666666667)","(3.2, 3.25, 3.225)","(91.0, 350.0, 320.0)","(5.5, 20.0, 16.5)","(10.0, 12.0, 11.523809523809524)","(8.5, 10.5, 9.773529411764706)"
08-01-2023 17:03:07.639702,"(3.1, 5.4, 5.1625)","(4.2, 4.8, 4.457142857142857)","(91.0, 130.0, 126.66666666666667)","(3.2, 3.25, 3.225)","(91.0, 350.0, 320.0)","(5.5, 18.5, 17.333333333333332)","(10.0, 12.0, 11.523809523809524)","(8.5, 10.5, 9.773529411764706)"
08-01-2023 17:03:08.804803,"(3.1, 5.4, 5.203448275862069)","(4.2, 4.8, 4.457142857142857)","(91.0, 130.0, 130.0)","(3.2, 3.25, 3.3)","(91.0, 350.0, 320.0)","(5.5, 20.0, 17.333333333333332)","(10.0, 12.0, 11.53125)","(8.5, 10.5, 9.470833333333333)"
08-01-2023 17:03:09.919201,"(3.1, 5.4, 4.986956521739131)","(4.2, 4.8, 4.457142857142857)","(91.0, 150.0, 130.0)","(3.2, 3.4, 3.2636363636363637)","(91.0, 350.0, 320.0)","(5.5, 20.0, 16.5)","(10.0, 12.0, 11.53125)","(8.5, 10.5, 9.470833333333333)"
08-01-2023 17:03:11.091128,"(3.1, 5.4, 5.066666666666667)","(4.2, 4.8, 4.457142857142857)","(91.0, 150.0, 130.0)","(3.2, 3.4, 3.2384615384615385)","(91.0, 350.0, 304.0)","(5.5, 18.5, 17.333333333333332)","(10.0, 12.0, 11.53125)","(8.5, 10.5, 9.648275862068965)"
08-01-2023 17:03:12.286370,"(3.1, 5.4, 4.990909090909091)","(4.2, 4.8, 4.457142857142857)","(91.0, 150.0, 123.33333333333333)","(3.2, 3.4, 3.217391304347826)","(91.0, 360.0, 320.0)","(5.5, 20.0, 17.333333333333332)","(10.0, 12.0, 10.615384615384615)","(8.5, 10.5, 10.195652173913043)"
08-01-2023 17:03:13.486642,"(3.1, 5.4, 5.165217391304347)","(4.2, 4.8, 4.457142857142857)","(91.0, 130.0, 123.33333333333333)","(3.2, 3.25, 3.217391304347826)","(91.0, 350.0, 320.0)","(5.5, 20.0, 17.333333333333332)","(10.0, 11.0, 10.568181818181818)","(8.5, 10.5, 10.208333333333334)"
08-01-2023 17:03:14.710874,"(3.1, 5.4, 5.165217391304347)","(4.2, 4.8, 4.457142857142857)","(91.0, 130.0, 123.33333333333333)","(3.2, 3.25, 3.215909090909091)","(91.0, 350.0, 320.0)","(5.5, 20.0, 16.357142857142858)","(10.0, 11.0, 10.568181818181818)","(8.5, 10.5, 10.11111111111111)"
08-01-2023 17:03:15.856931,"(3.1, 5.4, 5.276470588235294)","(4.2, 4.8, 4.457142857142857)","(91.0, 130.0, 123.33333333333333)","(3.2, 3.25, 3.215909090909091)","(91.0, 350.0, 320.0)","(5.5, 18.5, 16.416666666666668)","(10.0, 11.0, 10.568181818181818)","(8.5, 10.5, 10.195652173913043)"
08-01-2023 17:03:16.988180,"(3.1, 5.4, 5.225)","(4.2, 4.8, 4.457142857142857)","(91.0, 130.0, 123.33333333333333)","(3.2, 3.25, 3.2478260869565214)","(91.0, 350.0, 261.66666666666663)","(5.5, 21.0, 18.5)","(10.0, 11.0, 10.568181818181818)","(8.5, 10.5, 10.195652173913043)"
08-01-2023 17:03:18.131465,"(3.1, 5.4, 5.225)","(4.2, 4.8, 4.457142857142857)","(91.0, 150.0, 121.42857142857143)","(3.2, 3.3, 3.2478260869565214)","(91.0, 350.0, 261.66666666666663)","(5.5, 20.0, 18.5)","(10.0, 11.0, 10.59375)","(8.5, 10.5, 10.195652173913043)"
08-01-2023 17:03:19.302998,"(3.1, 5.4, 5.2250000000000005)","(4.2, 4.8, 4.457142857142857)","(91.0, 150.0, 121.42857142857143)","(3.2, 3.3, 3.2621621621621624)","(91.0, 350.0, 261.66666666666663)","(5.5, 20.0, 17.666666666666668)","(10.0, 11.0, 10.59375)","(8.5, 10.5, 10.119047619047619)"
08-01-2023 17:03:20.482405,"(3.1, 5.4, 5.18125)","(4.2, 4.8, 4.457142857142857)","(91.0, 150.0, 130.0)","(3.2, 3.35, 3.2687500000000003)","(91.0, 350.0, 261.66666666666663)","(5.5, 20.0, 18.5)","(10.0, 11.0, 9.529411764705882)","(8.5, 10.5, 9.946153846153846)"
08-01-2023 17:03:21.653295,"(3.1, 5.4, 5.225)","(4.2, 4.7, 4.440909090909091)","(91.0, 140.0, 130.0)","(3.2, 3.35, 3.2687500000000003)","(91.0, 350.0, 261.66666666666663)","(5.5, 20.0, 17.666666666666668)","(10.0, 10.0, 9.368421052631579)","(8.5, 10.5, 9.9)"
08-01-2023 17:03:22.831542,"(3.1, 5.4, 5.276470588235294)","(4.2, 4.7, 4.4281250000000005)","(91.0, 140.0, 130.0)","(3.2, 3.35, 3.2687500000000003)","(91.0, 350.0, 261.66666666666663)","(5.5, 20.0, 17.666666666666668)","(10.0, 10.0, 9.368421052631579)","(8.5, 10.5, 10.003448275862068)"
08-01-2023 17:03:23.936569,"(3.1, 5.4, 5.373913043478261)","(4.2, 4.7, 4.4281250000000005)","(91.0, 140.0, 130.0)","(3.2, 3.35, 3.285)","(91.0, 350.0, 261.66666666666663)","(5.5, 20.0, 19.333333333333332)","(10.0, 10.0, 9.368421052631579)","(8.5, 10.5, 10.131818181818181)"
08-01-2023 17:03:25.044247,"(3.1, 5.4, 5.373913043478261)","(4.2, 4.7, 4.4281250000000005)","(91.0, 140.0, 130.0)","(3.2, 3.35, 3.2423076923076923)","(91.0, 350.0, 261.66666666666663)","(5.5, 20.0, 16.9375)","(10.0, 10.0, 9.504347826086956)","(8.5, 10.5, 10.05)"
08-01-2023 17:03:26.112773,"(3.1, 5.4, 5.363636363636364)","(4.2, 4.6, 4.42608695652174)","(91.0, 150.0, 121.42857142857143)","(3.2, 3.3, 3.20625)","(91.0, 350.0, 261.66666666666663)","(5.5, 20.0, 16.9375)","(10.0, 10.0, 9.541176470588235)","(8.5, 10.5, 9.909374999999999)"
08-01-2023 17:03:27.251904,"(3.1, 5.4, 5.28)","(4.2, 4.6, 4.42608695652174)","(91.0, 150.0, 116.66666666666667)","(3.2, 3.3, 3.2423076923076923)","(91.0, 350.0, 222.5)","(5.5, 20.0, 17.375)","(10.0, 10.0, 9.541176470588235)","(8.5, 10.5, 9.909374999999999)"
08-01-2023 17:03:28.381767,"(3.1, 5.4, 5.28)","(4.2, 4.6, 4.42608695652174)","(91.0, 150.0, 130.0)","(3.2, 3.3, 3.2423076923076923)","(91.0, 360.0, 222.5)","(5.5, 20.0, 16.9375)","(10.0, 10.0, 9.514285714285714)","(8.5, 10.5, 10.096153846153847)"
08-01-2023 17:03:29.499578,"(3.1, 5.4, 5.363636363636364)","(4.2, 4.6, 4.42608695652174)","(91.0, 140.0, 115.71428571428571)","(3.2, 3.3, 3.2333333333333334)","(91.0, 360.0, 222.5)","(5.5, 20.0, 16.9375)","(10.0, 9.6, 9.628571428571428)","(8.5, 10.5, 10.26)"
08-01-2023 17:03:30.570927,"(3.1, 5.4, 5.383333333333334)","(4.2, 4.6, 4.42608695652174)","(91.0, 130.0, 115.71428571428571)","(3.2, 3.35, 3.2333333333333334)","(91.0, 360.0, 222.5)","(5.5, 20.0, 18.6875)","(10.0, 9.8, 9.762500000000001)","(8.5, 10.5, 10.26)"
08-01-2023 17:03:31.645404,"(3.1, 5.4, 5.384615384615385)","(4.2, 4.6, 4.42608695652174)","(91.0, 130.0, 115.71428571428571)","(3.2, 3.35, 3.261111111111111)","(91.0, 360.0, 328.8888888888889)","(5.5, 20.0, 18.09090909090909)","(10.0, 9.8, 9.533333333333333)","(8.5, 10.5, 10.277777777777779)"
08-01-2023 17:03:32.726453,"(3.1, 5.4, 5.384615384615385)","(4.2, 4.6, 4.418181818181819)","(91.0, 130.0, 115.71428571428571)","(3.2, 3.35, 3.261111111111111)","(91.0, 360.0, 313.3333333333333)","(5.5, 20.0, 19.0)","(10.0, 9.6, 9.466666666666667)","(8.5, 10.5, 10.277777777777779)"
08-01-2023 17:03:33.907589,"(3.1, 5.4, 5.384615384615385)","(4.2, 4.6, 4.418181818181819)","(91.0, 130.0, 115.71428571428571)","(3.2, 3.35, 3.324193548387097)","(91.0, 360.0, 313.3333333333333)","(5.5, 19.5, 19.3125)","(10.0, 9.8, 9.466666666666667)","(8.5, 10.5, 10.125)"
08-01-2023 17:03:35.043622,"(3.1, 5.4, 5.384615384615385)","(4.2, 4.6, 4.418181818181819)","(91.0, 130.0, 115.71428571428571)","(3.2, 3.35, 3.324193548387097)","(91.0, 360.0, 313.3333333333333)","(5.5, 19.5, 19.3125)","(10.0, 9.8, 9.466666666666667)","(8.5, 10.5, 10.18421052631579)"
08-01-2023 17:03:36.132962,"(3.1, 5.4, 5.3500000000000005)","(4.2, 4.6, 4.418181818181819)","(91.0, 130.0, 115.71428571428571)","(3.2, 3.35, 3.324193548387097)","(91.0, 360.0, 305.0)","(5.5, 19.5, 19.3125)","(10.0, 9.8, 9.466666666666667)","(8.5, 10.5, 10.071428571428571)"
08-01-2023 17:03:37.345187,"(3.1, 5.4, 5.363636363636364)","(4.2, 4.6, 4.418181818181819)","(91.0, 130.0, 115.71428571428571)","(3.2, 3.35, 3.2884615384615383)","(91.0, 350.0, 305.0)","(5.5, 19.5, 19.323529411764707)","(10.0, 9.8, 9.390476190476189)","(8.5, 10.5, 10.277777777777779)"
08-01-2023 17:03:38.456587,"(3.1, 5.4, 5.375)","(4.2, 4.6, 4.418181818181819)","(91.0, 130.0, 115.71428571428571)","(3.2, 3.35, 3.2884615384615383)","(91.0, 350.0, 296.6666666666667)","(5.5, 19.5, 19.323529411764707)","(10.0, 9.6, 9.366666666666665)","(8.5, 10.5, 10.277777777777779)"
08-01-2023 17:03:39.549319,"(3.1, 5.4, 5.384615384615385)","(4.2, 4.6, 4.418181818181819)","(91.0, 130.0, 115.71428571428571)","(3.2, 3.35, 3.3)","(91.0, 340.0, 296.6666666666667)","(5.5, 19.5, 19.142857142857142)","(10.0, 9.6, 9.366666666666665)","(8.5, 10.5, 10.277777777777779)"
08-01-2023 17:03:40.699401,"(3.1, 5.4, 5.384615384615385)","(4.2, 4.6, 4.418181818181819)","(91.0, 130.0, 115.71428571428571)","(3.2, 3.35, 3.3086206896551724)","(91.0, 340.0, 296.6666666666667)","(5.5, 20.0, 18.875)","(10.0, 9.6, 9.357894736842105)","(8.5, 10.5, 10.279411764705882)"
08-01-2023 17:03:41.753220,"(3.1, 5.4, 5.384615384615385)","(4.2, 4.5, 4.421428571428572)","(91.0, 130.0, 115.71428571428571)","(3.2, 3.35, 3.316666666666667)","(91.0, 340.0, 296.6666666666667)","(5.5, 20.0, 20.53846153846154)","(10.0, 9.4, 9.314285714285715)","(8.5, 10.5, 10.279411764705882)"
08-01-2023 17:03:42.878646,"(3.1, 5.3, 5.2555555555555555)","(4.2, 4.5, 4.40625)","(91.0, 130.0, 112.85714285714286)","(3.2, 3.35, 3.338235294117647)","(91.0, 340.0, 311.1111111111111)","(5.5, 21.0, 19.136363636363637)","(10.0, 9.4, 9.17142857142857)","(8.5, 10.5, 10.211538461538462)"
08-01-2023 17:03:44.012545,"(3.1, 5.1, 5.082608695652174)","(4.2, 4.6, 4.506666666666667)","(91.0, 130.0, 112.85714285714286)","(3.2, 3.4, 3.338235294117647)","(91.0, 340.0, 311.1111111111111)","(5.5, 22.0, 19.136363636363637)","(10.0, 9.2, 9.469565217391304)","(8.5, 10.5, 10.211538461538462)"
08-01-2023 17:03:45.112594,"(3.1, 5.1, 5.0636363636363635)","(4.2, 4.6, 4.533333333333333)","(91.0, 130.0, 112.85714285714286)","(3.2, 3.4, 3.338235294117647)","(91.0, 340.0, 296.6666666666667)","(5.5, 22.0, 20.6875)","(10.0, 9.6, 9.133333333333333)","(8.5, 10.5, 10.875)"
08-01-2023 17:03:46.219656,"(3.1, 5.1, 5.025)","(4.2, 4.6, 4.5285714285714285)","(91.0, 130.0, 112.85714285714286)","(3.2, 3.4, 3.338235294117647)","(91.0, 340.0, 296.6666666666667)","(5.5, 22.0, 20.6875)","(10.0, 9.2, 9.015384615384615)","(8.5, 11.0, 10.838235294117647)"
08-01-2023 17:03:47.276256,"(3.1, 5.1, 5.071428571428571)","(4.2, 4.6, 4.5285714285714285)","(91.0, 130.0, 112.85714285714286)","(3.2, 3.4, 3.338235294117647)","(91.0, 340.0, 141.66666666666666)","(5.5, 22.0, 20.727272727272727)","(10.0, 9.2, 9.015384615384615)","(8.5, 11.0, 10.838235294117647)"
08-01-2023 17:03:48.394300,"(3.1, 5.1, 5.055)","(4.2, 4.6, 4.494736842105263)","(91.0, 130.0, 112.85714285714286)","(3.2, 3.4, 3.3125)","(91.0, 340.0, 141.66666666666666)","(5.5, 22.0, 21.38235294117647)","(10.0, 9.2, 9.052631578947368)","(8.5, 11.0, 11.264705882352942)"
08-01-2023 17:03:49.545334,"(3.1, 5.1, 5.055)","(4.2, 4.6, 4.5285714285714285)","(91.0, 130.0, 112.85714285714286)","(3.2, 3.4, 3.3125)","(91.0, 340.0, 134.0)","(5.5, 22.0, 20.5)","(10.0, 9.2, 9.052631578947368)","(8.5, 11.5, 11.305555555555555)"
08-01-2023 17:03:50.725924,"(3.1, 5.1, 5.055)","(4.2, 4.6, 4.507692307692308)","(91.0, 130.0, 112.85714285714286)","(3.2, 3.4, 3.338235294117647)","(91.0, 330.0, 117.66666666666666)","(5.5, 22.0, 20.928571428571427)","(10.0, 9.2, 9.142857142857142)","(8.5, 11.5, 11.305555555555555)"
08-01-2023 17:03:51.825568,"(3.1, 5.1, 5.055)","(4.2, 4.6, 4.46875)","(91.0, 130.0, 112.85714285714286)","(3.2, 3.4, 3.338235294117647)","(91.0, 330.0, 127.72727272727272)","(5.5, 22.0, 21.0625)","(10.0, 9.2, 9.178947368421053)","(8.5, 11.5, 11.203703703703704)"
08-01-2023 17:03:53.017863,"(3.1, 5.1, 5.021739130434782)","(4.2, 4.6, 4.476470588235294)","(91.0, 130.0, 112.85714285714286)","(3.2, 3.4, 3.3125)","(91.0, 320.0, 127.72727272727272)","(5.5, 22.0, 21.53125)","(10.0, 9.4, 9.178947368421053)","(8.5, 11.5, 11.203703703703704)"
08-01-2023 17:03:54.142446,"(3.1, 5.1, 5.021739130434782)","(4.2, 4.6, 4.476470588235294)","(91.0, 130.0, 112.85714285714286)","(3.2, 3.4, 3.338235294117647)","(91.0, 320.0, 127.72727272727272)","(5.5, 22.0, 21.53125)","(10.0, 9.4, 8.82857142857143)","(8.5, 11.5, 11.333333333333334)"
08-01-2023 17:03:55.207691,"(3.1, 5.1, 5.0)","(4.2, 4.6, 4.449999999999999)","(91.0, 130.0, 112.85714285714286)","(3.2, 3.4, 3.3125)","(91.0, 320.0, 135.0)","(5.5, 22.0, 21.53125)","(10.0, 9.0, 8.816666666666666)","(8.5, 11.5, 11.73076923076923)"
08-01-2023 17:03:56.269150,"(3.1, 5.1, 5.029411764705882)","(4.2, 4.6, 4.444444444444444)","(91.0, 130.0, 112.85714285714286)","(3.2, 3.4, 3.3125)","(91.0, 310.0, 135.0)","(5.5, 22.0, 21.047619047619047)","(10.0, 9.0, 8.816666666666666)","(8.5, 12.0, 11.6)"
08-01-2023 17:03:57.428485,"(3.4, 5.1, 5.029411764705882)","(4.0, 4.6, 4.444444444444444)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.4, 3.338235294117647)","(81.0, 310.0, 135.0)","(6.5, 22.0, 23.67857142857143)","(9.0, 9.0, 8.816666666666666)","(9.0, 12.0, 12.147058823529411)"
08-01-2023 17:03:58.574669,"(3.4, 5.1, 5.029411764705882)","(4.0, 4.6, 4.444444444444444)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.4, 3.3125)","(81.0, 310.0, 228.33333333333334)","(6.5, 24.0, 23.67857142857143)","(9.0, 9.0, 8.816666666666666)","(9.0, 12.5, 11.882352941176471)"
08-01-2023 17:03:59.736669,"(3.4, 5.1, 5.029411764705882)","(4.0, 4.6, 4.444444444444444)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.4, 3.3125)","(81.0, 300.0, 228.33333333333334)","(6.5, 24.0, 23.333333333333332)","(9.0, 9.0, 8.833333333333334)","(9.0, 12.0, 11.882352941176471)"
08-01-2023 17:04:00.872175,"(3.4, 5.1, 4.990909090909091)","(4.0, 4.4, 4.34)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.4, 3.338235294117647)","(81.0, 300.0, 228.33333333333334)","(6.5, 24.0, 23.0)","(9.0, 9.0, 8.833333333333334)","(9.0, 12.0, 11.882352941176471)"
08-01-2023 17:04:01.983920,"(3.4, 5.1, 5.021739130434782)","(4.0, 4.3, 4.28)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.4, 3.338235294117647)","(81.0, 300.0, 130.0)","(6.5, 24.0, 22.285714285714285)","(9.0, 9.0, 8.657142857142857)","(9.0, 12.0, 11.91304347826087)"
08-01-2023 17:04:03.074197,"(3.4, 5.1, 4.95)","(4.0, 4.3, 4.2823529411764705)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.4, 3.3045454545454547)","(81.0, 290.0, 127.72727272727272)","(6.5, 24.0, 23.666666666666668)","(9.0, 9.0, 8.36923076923077)","(9.0, 12.0, 11.92)"
08-01-2023 17:04:04.197744,"(3.4, 5.1, 5.045454545454545)","(4.0, 4.3, 4.2823529411764705)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.4, 3.3045454545454547)","(81.0, 290.0, 246.66666666666669)","(6.5, 24.0, 23.666666666666668)","(9.0, 8.6, 8.785714285714286)","(9.0, 12.0, 11.92)"
08-01-2023 17:04:05.304410,"(3.4, 5.2, 5.129411764705883)","(4.0, 4.3, 4.2823529411764705)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.4, 3.3045454545454547)","(81.0, 280.0, 246.66666666666669)","(6.5, 24.0, 22.22222222222222)","(9.0, 9.0, 8.785714285714286)","(9.0, 12.0, 11.935483870967742)"
08-01-2023 17:04:06.456183,"(3.4, 5.2, 5.129411764705883)","(4.0, 4.3, 4.25)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.4, 3.334375)","(81.0, 280.0, 246.66666666666669)","(6.5, 23.0, 20.75)","(9.0, 9.0, 8.85)","(9.0, 12.0, 11.935483870967742)"
08-01-2023 17:04:07.612481,"(3.4, 5.2, 5.129411764705883)","(4.0, 4.3, 4.2375)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.4, 3.35)","(81.0, 280.0, 246.66666666666669)","(6.5, 21.0, 19.5)","(9.0, 9.0, 8.866666666666667)","(9.0, 12.0, 11.92)"
08-01-2023 17:04:08.734474,"(3.4, 5.3, 5.26875)","(4.0, 4.3, 4.216666666666667)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.4, 3.373913043478261)","(81.0, 280.0, 246.66666666666669)","(6.5, 21.0, 19.0)","(9.0, 9.0, 8.866666666666667)","(9.0, 12.0, 11.916666666666666)"
08-01-2023 17:04:09.922674,"(3.4, 5.3, 5.189473684210526)","(4.0, 4.3, 4.25)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.4, 3.373913043478261)","(81.0, 280.0, 246.66666666666669)","(6.5, 21.0, 18.375)","(9.0, 9.0, 8.8)","(9.0, 12.0, 11.882352941176471)"
08-01-2023 17:04:11.060332,"(3.4, 5.3, 5.189473684210526)","(4.0, 4.3, 4.25)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.4, 3.373913043478261)","(81.0, 280.0, 246.66666666666669)","(6.5, 21.0, 18.25)","(9.0, 9.0, 8.8)","(9.0, 12.0, 11.91304347826087)"
08-01-2023 17:04:12.220210,"(3.4, 5.3, 5.199999999999999)","(4.0, 4.3, 4.25)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.4, 3.373913043478261)","(81.0, 280.0, 246.66666666666669)","(6.5, 21.0, 18.375)","(9.0, 9.0, 8.815384615384616)","(9.0, 12.0, 11.92)"
08-01-2023 17:04:13.333693,"(3.4, 5.3, 5.2555555555555555)","(4.0, 4.3, 4.208333333333334)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.4, 3.373913043478261)","(81.0, 280.0, 125.23809523809524)","(6.5, 21.0, 19.5)","(9.0, 9.0, 8.815384615384616)","(9.0, 12.0, 11.92)"
08-01-2023 17:04:14.425184,"(3.4, 5.3, 5.2555555555555555)","(4.0, 4.3, 4.205882352941177)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.4, 3.373913043478261)","(81.0, 270.0, 135.88235294117646)","(6.5, 21.0, 20.75)","(9.0, 9.0, 8.9)","(9.0, 12.0, 11.8)"
08-01-2023 17:04:15.543247,"(3.4, 5.3, 5.271428571428571)","(4.0, 4.3, 4.205882352941177)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.4, 3.373913043478261)","(81.0, 270.0, 135.88235294117646)","(6.5, 21.0, 19.77777777777778)","(8.5, 9.0, 8.9)","(9.0, 12.0, 11.76923076923077)"
08-01-2023 17:04:16.712439,"(3.4, 5.3, 5.2555555555555555)","(4.0, 4.3, 4.205)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.4, 3.373913043478261)","(81.0, 270.0, 143.33333333333334)","(6.5, 22.0, 19.77777777777778)","(8.5, 9.0, 8.92258064516129)","(9.0, 12.0, 11.689655172413794)"
08-01-2023 17:04:17.884415,"(3.4, 5.3, 5.2555555555555555)","(4.0, 4.3, 4.205)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.4, 3.373913043478261)","(81.0, 260.0, 143.33333333333334)","(6.5, 22.0, 19.77777777777778)","(8.5, 9.0, 8.97037037037037)","(9.0, 12.0, 10.964285714285714)"
08-01-2023 17:04:19.027074,"(3.4, 5.3, 5.229411764705882)","(4.0, 4.3, 4.213636363636364)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.4, 3.3875)","(81.0, 260.0, 143.33333333333334)","(6.5, 22.0, 19.77777777777778)","(8.5, 9.0, 8.766666666666667)","(9.0, 11.0, 10.25)"
08-01-2023 17:04:20.154484,"(3.4, 5.3, 5.166666666666666)","(4.0, 4.3, 4.213636363636364)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.45, 3.412962962962963)","(81.0, 260.0, 143.33333333333334)","(6.5, 22.0, 21.2)","(8.5, 8.8, 9.025)","(9.0, 10.5, 10.416666666666666)"
08-01-2023 17:04:21.267830,"(3.5, 5.3, 5.2555555555555555)","(3.8, 4.3, 4.213636363636364)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.45, 3.412962962962963)","(81.0, 260.0, 143.33333333333334)","(6.5, 22.0, 21.2)","(8.5, 9.4, 9.2125)","(9.0, 11.0, 10.416666666666666)"
08-01-2023 17:04:22.422065,"(3.5, 5.3, 5.273333333333333)","(3.8, 4.3, 4.213636363636364)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.45, 3.412962962962963)","(81.0, 260.0, 143.33333333333334)","(6.5, 22.0, 19.846153846153847)","(8.5, 9.4, 9.263636363636364)","(9.0, 11.0, 10.227272727272727)"
08-01-2023 17:04:23.548000,"(3.5, 5.3, 5.273333333333333)","(3.8, 4.3, 4.213636363636364)","(81.0, 130.0, 112.85714285714286)","(3.0, 3.45, 3.423913043478261)","(81.0, 260.0, 143.33333333333334)","(6.5, 22.0, 19.846153846153847)","(8.5, 9.4, 9.366666666666667)","(9.0, 11.0, 10.642857142857142)"
08-01-2023 17:04:24.635799,"(3.5, 5.3, 5.273333333333333)","(3.8, 4.2, 4.175)","(81.0, 130.0, 113.33333333333333)","(3.0, 3.45, 3.423913043478261)","(81.0, 260.0, 136.66666666666666)","(6.5, 22.0, 20.6875)","(8.5, 9.4, 9.35)","(9.0, 11.5, 10.642857142857142)"
08-01-2023 17:04:25.762673,"(3.5, 5.3, 5.273333333333333)","(3.8, 4.3, 4.173684210526316)","(81.0, 130.0, 113.33333333333333)","(3.0, 3.45, 3.412962962962963)","(81.0, 240.0, 133.33333333333334)","(6.5, 22.0, 20.6875)","(8.5, 9.6, 9.263157894736842)","(9.0, 11.5, 10.794117647058824)"
08-01-2023 17:04:26.921633,"(3.5, 5.3, 5.266666666666667)","(3.8, 4.3, 4.134782608695652)","(81.0, 130.0, 113.33333333333333)","(3.0, 3.45, 3.412962962962963)","(81.0, 230.0, 133.33333333333334)","(6.5, 22.0, 19.846153846153847)","(8.5, 9.6, 9.2125)","(9.0, 11.5, 10.794117647058824)"
08-01-2023 17:04:28.094693,"(3.5, 5.3, 5.266666666666667)","(3.8, 4.3, 4.159259259259259)","(81.0, 130.0, 113.33333333333333)","(3.0, 3.45, 3.412962962962963)","(81.0, 230.0, 133.33333333333334)","(6.5, 22.0, 21.416666666666668)","(8.5, 9.4, 8.94)","(9.0, 11.5, 10.966666666666667)"
08-01-2023 17:04:29.271479,"(3.5, 5.3, 5.266666666666667)","(3.8, 4.3, 4.159259259259259)","(81.0, 130.0, 113.33333333333333)","(3.0, 3.45, 3.412962962962963)","(81.0, 230.0, 139.0)","(6.5, 22.0, 21.416666666666668)","(8.5, 9.0, 8.914285714285715)","(9.0, 11.5, 11.0625)"
08-01-2023 17:04:30.370012,"(3.5, 5.3, 5.273333333333333)","(3.8, 4.2, 4.128571428571429)","(81.0, 130.0, 113.33333333333333)","(3.0, 3.45, 3.412962962962963)","(81.0, 220.0, 115.0)","(6.5, 22.0, 20.782608695652172)","(8.5, 9.0, 8.755555555555556)","(9.0, 11.5, 11.0625)"
08-01-2023 17:04:31.425065,"(3.5, 5.3, 5.273333333333333)","(3.8, 4.2, 4.128571428571429)","(81.0, 130.0, 113.33333333333333)","(3.0, 3.45, 3.4272727272727272)","(81.0, 220.0, 101.875)","(6.5, 22.0, 21.44736842105263)","(8.5, 8.8, 8.76923076923077)","(9.0, 11.5, 11.0625)"
08-01-2023 17:04:32.506127,"(3.5, 5.3, 5.273333333333333)","(3.8, 4.2, 4.084615384615384)","(81.0, 130.0, 113.33333333333333)","(3.0, 3.45, 3.4272727272727272)","(81.0, 220.0, 144.6153846153846)","(6.5, 22.0, 21.44736842105263)","(8.5, 8.8, 8.76923076923077)","(9.0, 11.5, 11.0625)"
08-01-2023 17:04:33.664077,"(3.5, 5.3, 5.273333333333333)","(3.8, 4.2, 4.084615384615384)","(81.0, 130.0, 113.33333333333333)","(3.0, 3.45, 3.4272727272727272)","(81.0, 220.0, 138.33333333333331)","(6.5, 22.0, 20.962962962962962)","(8.5, 8.8, 8.76923076923077)","(9.0, 11.5, 10.722222222222221)"
