,Anemos,Chihuly,Gronkowski,Lallegro,Rebillyous,Tolpuddle,Box Of Crackers,Lily Luella,Might Just Happen,Penelope Jane,Temple Of Gold,Penny Bazaar,Livstar
16-12-2022 12:38:29.066855,"(101.0, 210.0, 195.71428571428572)","(10.0, 11.0, 10.827380952380953)","(31.0, 50.0, 49.851851851851855)","(71.0, 150.0, 138.46153846153845)","(8.5, 13.0, 12.82258064516129)","(1.95, 2.16, 2.1314285714285717)","(7.0, 10.5, 9.831818181818182)","(51.0, 70.0, 66.0)","(13.0, 19.0, 18.708333333333332)","(8.5, 10.5, 10.04516129032258)","(19.0, 23.0, 22.23076923076923)","(61.0, 80.0, 79.0)","(81.0, 160.0, 136.0)"
16-12-2022 12:38:30.630711,"(101.0, 210.0, 195.71428571428572)","(10.0, 11.0, 10.827380952380953)","(31.0, 50.0, 49.851851851851855)","(71.0, 150.0, 138.46153846153845)","(8.5, 13.0, 13.357142857142858)","(1.9, 2.14, 2.115813953488372)","(7.0, 10.5, 9.975000000000001)","(51.0, 70.0, 66.0)","(13.0, 19.0, 18.804347826086957)","(8.5, 10.5, 10.04516129032258)","(19.0, 23.0, 22.23076923076923)","(61.0, 80.0, 79.0)","(91.0, 160.0, 136.0)"
16-12-2022 12:38:32.121359,"(101.0, 210.0, 195.71428571428572)","(10.0, 11.0, 10.827380952380953)","(31.0, 50.0, 49.851851851851855)","(71.0, 150.0, 138.46153846153845)","(8.5, 13.5, 13.476190476190476)","(1.9, 2.14, 2.1244776119402986)","(7.0, 10.5, 10.040625)","(51.0, 70.0, 66.0)","(13.0, 19.5, 18.804347826086957)","(8.5, 10.5, 10.04516129032258)","(19.0, 23.0, 22.23076923076923)","(61.0, 80.0, 79.0)","(91.0, 160.0, 136.0)"
16-12-2022 12:38:33.655675,"(101.0, 210.0, 195.71428571428572)","(10.0, 11.0, 10.885)","(31.0, 50.0, 49.851851851851855)","(71.0, 150.0, 140.625)","(8.5, 13.5, 13.14516129032258)","(1.9, 2.14, 2.1242424242424245)","(7.0, 10.5, 10.040625)","(51.0, 70.0, 66.44444444444444)","(13.0, 19.5, 19.127906976744185)","(8.5, 10.5, 10.041176470588235)","(19.0, 23.0, 22.23076923076923)","(61.0, 80.0, 79.28571428571429)","(91.0, 160.0, 142.85714285714286)"
16-12-2022 12:38:35.087733,"(101.0, 210.0, 197.5)","(10.0, 11.0, 10.853211009174313)","(31.0, 50.0, 49.851851851851855)","(71.0, 150.0, 140.625)","(8.5, 13.5, 13.328125)","(1.9, 2.14, 2.122745098039216)","(7.0, 10.5, 10.040625)","(51.0, 70.0, 66.44444444444444)","(13.0, 19.5, 19.127906976744185)","(8.5, 10.5, 10.041176470588235)","(19.0, 23.0, 22.23076923076923)","(61.0, 80.0, 79.28571428571429)","(91.0, 160.0, 142.85714285714286)"
16-12-2022 12:38:36.491456,"(101.0, 210.0, 197.5)","(10.0, 11.0, 10.853211009174313)","(31.0, 50.0, 49.851851851851855)","(71.0, 150.0, 140.625)","(8.5, 13.5, 13.319672131147541)","(1.9, 2.14, 2.1306382978723404)","(7.0, 10.5, 10.040625)","(51.0, 70.0, 66.44444444444444)","(13.0, 19.5, 19.127906976744185)","(8.5, 10.5, 10.041176470588235)","(19.0, 23.0, 22.23076923076923)","(61.0, 80.0, 79.28571428571429)","(91.0, 160.0, 142.85714285714286)"
16-12-2022 12:38:37.882800,"(101.0, 210.0, 197.5)","(10.0, 11.0, 10.853211009174313)","(31.0, 50.0, 49.851851851851855)","(71.0, 150.0, 140.625)","(8.5, 13.5, 13.319672131147541)","(1.9, 2.14, 2.1306382978723404)","(7.0, 10.5, 10.040625)","(51.0, 70.0, 66.44444444444444)","(13.0, 19.5, 19.127906976744185)","(8.5, 10.5, 10.041176470588235)","(19.0, 23.0, 22.23076923076923)","(61.0, 80.0, 81.42857142857143)","(91.0, 160.0, 142.85714285714286)"
16-12-2022 12:38:39.398285,"(101.0, 210.0, 197.5)","(10.0, 11.0, 10.885)","(31.0, 50.0, 49.851851851851855)","(71.0, 150.0, 135.71428571428572)","(8.5, 13.5, 13.176470588235293)","(1.9, 2.14, 2.11625)","(7.0, 10.5, 10.040625)","(51.0, 70.0, 66.44444444444444)","(13.0, 19.5, 19.166666666666668)","(8.5, 10.5, 10.041176470588235)","(19.0, 23.0, 22.23076923076923)","(61.0, 85.0, 81.42857142857143)","(91.0, 160.0, 142.85714285714286)"
16-12-2022 12:38:40.721759,"(101.0, 210.0, 197.5)","(10.0, 11.0, 10.885)","(31.0, 50.0, 48.53658536585366)","(71.0, 150.0, 135.71428571428572)","(8.5, 13.5, 13.26086956521739)","(1.9, 2.12, 2.098360655737705)","(7.0, 10.5, 10.040625)","(51.0, 70.0, 66.44444444444444)","(13.0, 19.5, 19.225)","(8.5, 10.5, 10.041176470588235)","(19.0, 23.0, 22.23076923076923)","(61.0, 85.0, 81.42857142857143)","(91.0, 160.0, 142.85714285714286)"
16-12-2022 12:38:42.163470,"(101.0, 210.0, 197.5)","(10.0, 11.0, 10.885)","(31.0, 55.0, 51.048780487804876)","(71.0, 150.0, 135.71428571428572)","(8.5, 13.5, 13.26086956521739)","(1.9, 2.1, 2.1075)","(7.0, 10.5, 10.040625)","(51.0, 70.0, 66.44444444444444)","(13.0, 19.5, 19.214285714285715)","(8.5, 10.5, 10.041176470588235)","(19.0, 23.0, 22.23076923076923)","(61.0, 85.0, 81.42857142857143)","(91.0, 160.0, 142.85714285714286)"
16-12-2022 12:38:43.554764,"(101.0, 210.0, 197.5)","(10.0, 11.0, 10.853211009174313)","(31.0, 55.0, 51.048780487804876)","(71.0, 150.0, 135.71428571428572)","(8.5, 13.5, 13.208333333333334)","(1.9, 2.12, 2.113258426966292)","(7.0, 10.5, 10.040625)","(51.0, 70.0, 66.44444444444444)","(13.0, 19.5, 19.214285714285715)","(8.5, 10.5, 10.041176470588235)","(19.0, 23.0, 22.23076923076923)","(61.0, 85.0, 81.42857142857143)","(91.0, 160.0, 142.85714285714286)"
16-12-2022 12:38:44.953891,"(101.0, 210.0, 197.5)","(10.0, 11.0, 10.885)","(31.0, 55.0, 51.0625)","(71.0, 150.0, 135.71428571428572)","(8.5, 13.5, 13.277777777777779)","(1.9, 2.12, 2.063768115942029)","(7.0, 10.5, 10.026315789473685)","(51.0, 70.0, 66.44444444444444)","(13.0, 19.5, 19.57051282051282)","(8.5, 10.5, 10.043859649122806)","(19.0, 23.0, 22.23076923076923)","(61.0, 85.0, 84.0)","(91.0, 160.0, 142.85714285714286)"
16-12-2022 12:38:46.363373,"(101.0, 210.0, 197.5)","(10.0, 11.0, 10.885)","(31.0, 55.0, 48.31818181818182)","(71.0, 150.0, 135.71428571428572)","(8.5, 13.5, 13.433333333333334)","(1.9, 2.08, 2.0642990654205606)","(7.0, 10.5, 10.159459459459459)","(51.0, 70.0, 67.07317073170732)","(13.0, 20.0, 19.584269662921347)","(8.5, 10.5, 10.043859649122806)","(19.0, 23.0, 22.285714285714285)","(61.0, 85.0, 84.0)","(91.0, 160.0, 142.85714285714286)"
16-12-2022 12:38:47.714719,"(101.0, 210.0, 197.5)","(10.0, 11.5, 11.180555555555555)","(31.0, 55.0, 48.31818181818182)","(71.0, 150.0, 135.71428571428572)","(8.5, 13.5, 13.433333333333334)","(1.9, 2.08, 2.083030303030303)","(7.0, 10.5, 10.212820512820514)","(51.0, 70.0, 67.07317073170732)","(13.0, 20.0, 19.6171875)","(8.5, 10.5, 10.044378698224852)","(19.0, 23.0, 22.0)","(61.0, 85.0, 79.0)","(91.0, 160.0, 149.0909090909091)"
16-12-2022 12:38:49.060159,"(101.0, 210.0, 198.57142857142858)","(10.0, 11.5, 11.421875)","(31.0, 55.0, 49.12)","(71.0, 150.0, 135.71428571428572)","(8.5, 14.0, 13.666666666666666)","(1.9, 2.1, 2.0844444444444443)","(7.0, 10.5, 10.18)","(51.0, 70.0, 67.07317073170732)","(13.0, 20.0, 19.272727272727273)","(8.5, 10.5, 10.044378698224852)","(19.0, 23.0, 22.0)","(61.0, 90.0, 79.0)","(91.0, 160.0, 149.0909090909091)"
16-12-2022 12:38:50.439005,"(101.0, 210.0, 198.57142857142858)","(10.0, 11.5, 11.421875)","(31.0, 55.0, 49.12)","(71.0, 150.0, 135.71428571428572)","(8.5, 14.0, 13.666666666666666)","(1.9, 2.1, 2.080787401574803)","(7.0, 10.5, 10.116666666666667)","(51.0, 70.0, 67.07317073170732)","(13.0, 20.0, 19.272727272727273)","(8.5, 10.5, 10.044378698224852)","(19.0, 23.0, 22.0)","(61.0, 90.0, 77.77777777777777)","(91.0, 160.0, 150.0)"
16-12-2022 12:38:51.874037,"(101.0, 210.0, 198.57142857142858)","(10.0, 11.5, 11.421875)","(31.0, 55.0, 49.96875)","(71.0, 150.0, 135.71428571428572)","(8.5, 14.0, 13.666666666666666)","(1.9, 2.1, 2.0716299559471367)","(7.0, 10.5, 10.116666666666667)","(51.0, 70.0, 65.86206896551724)","(13.0, 20.0, 19.272727272727273)","(8.5, 10.5, 10.136363636363637)","(19.0, 23.0, 22.0)","(61.0, 90.0, 77.77777777777777)","(91.0, 160.0, 150.0)"
16-12-2022 12:38:53.230845,"(101.0, 210.0, 194.0)","(10.0, 11.5, 11.421875)","(31.0, 55.0, 50.84375)","(71.0, 150.0, 140.0)","(8.5, 14.0, 14.416666666666666)","(1.9, 2.1, 2.0084615384615385)","(7.0, 10.5, 10.363636363636363)","(51.0, 70.0, 66.53846153846153)","(13.0, 20.0, 19.557377049180328)","(8.5, 10.5, 10.202127659574469)","(19.0, 23.0, 22.25)","(61.0, 90.0, 79.35483870967742)","(91.0, 160.0, 150.0)"
16-12-2022 12:38:54.603998,"(101.0, 210.0, 186.0)","(10.0, 12.0, 11.654761904761905)","(31.0, 55.0, 50.84375)","(71.0, 150.0, 140.0)","(8.5, 14.5, 14.333333333333334)","(1.9, 2.02, 2.015)","(7.0, 10.5, 10.442307692307692)","(51.0, 70.0, 66.53846153846153)","(13.0, 20.0, 19.571428571428573)","(8.5, 10.5, 10.182539682539682)","(19.0, 23.0, 22.5)","(61.0, 90.0, 80.0)","(91.0, 160.0, 150.0)"
16-12-2022 12:38:55.967928,"(101.0, 210.0, 190.0)","(10.0, 12.0, 11.671052631578947)","(31.0, 55.0, 50.074074074074076)","(71.0, 150.0, 140.0)","(8.5, 14.5, 14.1)","(1.9, 2.02, 2.015)","(7.0, 10.5, 10.442307692307692)","(51.0, 70.0, 66.53846153846153)","(13.0, 20.0, 19.571428571428573)","(8.5, 10.5, 10.182539682539682)","(19.0, 23.0, 22.5)","(61.0, 90.0, 84.0)","(91.0, 160.0, 150.0)"
16-12-2022 12:38:57.314227,"(101.0, 210.0, 178.0)","(10.0, 12.0, 11.5)","(31.0, 55.0, 50.074074074074076)","(71.0, 150.0, 140.0)","(8.5, 14.5, 14.478260869565217)","(1.9, 2.02, 2.028888888888889)","(7.0, 10.5, 10.442307692307692)","(51.0, 70.0, 65.71428571428571)","(13.0, 20.0, 19.526315789473685)","(8.5, 10.5, 10.182539682539682)","(19.0, 23.0, 22.5)","(61.0, 85.0, 84.0)","(91.0, 160.0, 150.0)"
16-12-2022 12:38:58.659454,"(101.0, 210.0, 190.0)","(10.0, 11.5, 11.152631578947368)","(31.0, 55.0, 50.25)","(71.0, 150.0, 140.0)","(8.5, 15.0, 14.458333333333334)","(1.9, 2.04, 2.0373684210526317)","(7.0, 10.5, 10.625)","(51.0, 70.0, 65.9090909090909)","(13.0, 20.0, 19.09090909090909)","(8.5, 10.5, 10.182539682539682)","(19.0, 23.0, 22.5)","(61.0, 85.0, 84.0)","(91.0, 160.0, 150.0)"
16-12-2022 12:38:59.977815,"(101.0, 210.0, 183.33333333333334)","(10.0, 11.5, 11.255555555555556)","(31.0, 55.0, 50.074074074074076)","(71.0, 150.0, 140.0)","(8.5, 15.0, 14.44)","(1.9, 2.04, 2.026415094339623)","(7.0, 11.0, 10.583333333333334)","(51.0, 70.0, 66.4)","(13.0, 19.5, 18.56)","(8.5, 10.5, 10.201492537313433)","(19.0, 23.0, 21.934782608695652)","(61.0, 85.0, 83.18181818181819)","(91.0, 160.0, 150.0)"
16-12-2022 12:39:01.344064,"(101.0, 210.0, 190.0)","(10.0, 11.5, 11.255555555555556)","(31.0, 55.0, 50.25)","(71.0, 150.0, 143.33333333333334)","(8.5, 15.0, 14.5)","(1.9, 2.04, 2.0278991596638654)","(7.0, 11.0, 10.642857142857142)","(51.0, 70.0, 65.5)","(13.0, 19.0, 18.633333333333333)","(8.5, 10.5, 10.223880597014926)","(19.0, 23.0, 21.384615384615383)","(61.0, 85.0, 82.5)","(91.0, 160.0, 150.76923076923077)"
16-12-2022 12:39:02.669562,"(101.0, 210.0, 186.0)","(10.0, 11.5, 11.288732394366198)","(31.0, 55.0, 49.63636363636363)","(71.0, 150.0, 143.33333333333334)","(8.5, 15.0, 14.5)","(1.9, 2.04, 2.0278991596638654)","(7.0, 11.0, 10.7)","(51.0, 70.0, 65.9090909090909)","(13.0, 19.0, 18.483870967741936)","(8.5, 10.5, 10.227272727272727)","(19.0, 23.0, 21.636363636363637)","(61.0, 85.0, 82.5)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:04.101949,"(101.0, 210.0, 186.0)","(10.0, 11.5, 11.288732394366198)","(31.0, 50.0, 49.4)","(71.0, 150.0, 143.33333333333334)","(8.5, 15.0, 14.433333333333334)","(1.9, 2.04, 2.0430232558139534)","(7.0, 11.0, 10.823529411764707)","(51.0, 70.0, 65.9090909090909)","(13.0, 19.0, 18.93421052631579)","(8.5, 10.5, 10.168831168831169)","(19.0, 22.0, 21.636363636363637)","(61.0, 85.0, 80.55555555555556)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:05.506972,"(101.0, 210.0, 190.0)","(10.0, 11.5, 11.288732394366198)","(31.0, 55.0, 51.666666666666664)","(71.0, 150.0, 143.33333333333334)","(8.5, 14.5, 14.433333333333334)","(1.9, 2.06, 2.0455445544554456)","(7.0, 11.0, 10.823529411764707)","(51.0, 70.0, 65.9090909090909)","(13.0, 19.0, 18.923076923076923)","(8.5, 10.5, 10.185185185185185)","(19.0, 22.0, 21.636363636363637)","(61.0, 85.0, 80.55555555555556)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:06.857917,"(101.0, 210.0, 190.0)","(10.0, 11.5, 11.288732394366198)","(31.0, 55.0, 51.666666666666664)","(71.0, 150.0, 143.33333333333334)","(8.5, 14.5, 14.433333333333334)","(1.9, 2.06, 2.0282608695652176)","(7.0, 11.0, 10.958333333333334)","(51.0, 70.0, 65.9090909090909)","(13.0, 19.0, 18.923076923076923)","(8.5, 10.5, 10.185185185185185)","(19.0, 22.0, 21.58823529411765)","(61.0, 85.0, 80.29411764705883)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:08.190990,"(101.0, 210.0, 186.0)","(10.0, 11.5, 11.288732394366198)","(31.0, 55.0, 51.666666666666664)","(71.0, 150.0, 143.33333333333334)","(8.5, 14.5, 14.433333333333334)","(1.9, 2.06, 2.0458823529411765)","(7.0, 11.0, 10.958333333333334)","(51.0, 70.0, 65.9090909090909)","(13.0, 19.0, 19.1734693877551)","(8.5, 10.5, 10.185185185185185)","(19.0, 23.0, 21.58823529411765)","(61.0, 85.0, 80.29411764705883)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:09.532261,"(101.0, 210.0, 192.85714285714286)","(10.0, 11.5, 11.288732394366198)","(31.0, 55.0, 51.666666666666664)","(71.0, 150.0, 143.33333333333334)","(8.5, 14.5, 14.433333333333334)","(1.9, 2.06, 2.0470588235294116)","(7.0, 11.0, 10.947368421052632)","(51.0, 70.0, 65.9090909090909)","(13.0, 19.5, 19.1734693877551)","(8.5, 10.5, 10.049180327868852)","(19.0, 23.0, 21.666666666666668)","(61.0, 85.0, 80.29411764705883)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:10.910819,"(101.0, 210.0, 186.0)","(10.0, 11.5, 11.288732394366198)","(31.0, 55.0, 52.64705882352941)","(71.0, 150.0, 143.33333333333334)","(8.5, 14.5, 14.433333333333334)","(1.9, 2.06, 2.0470588235294116)","(7.0, 11.0, 10.944444444444445)","(51.0, 70.0, 65.9090909090909)","(13.0, 19.5, 19.1734693877551)","(8.5, 10.5, 10.049180327868852)","(19.0, 23.0, 21.666666666666668)","(61.0, 85.0, 80.29411764705883)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:12.218730,"(101.0, 210.0, 186.0)","(10.0, 11.5, 11.288732394366198)","(31.0, 55.0, 52.64705882352941)","(71.0, 150.0, 143.33333333333334)","(8.5, 14.5, 14.433333333333334)","(1.9, 2.06, 2.0267692307692307)","(7.0, 11.0, 10.944444444444445)","(51.0, 70.0, 65.9090909090909)","(13.0, 19.5, 19.1734693877551)","(8.5, 10.5, 10.107142857142858)","(19.0, 23.0, 21.8)","(61.0, 85.0, 80.29411764705883)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:13.566811,"(101.0, 210.0, 186.0)","(10.0, 11.5, 11.288732394366198)","(31.0, 55.0, 52.8125)","(71.0, 150.0, 143.33333333333334)","(8.5, 14.5, 14.433333333333334)","(1.9, 2.06, 2.0348979591836733)","(7.0, 11.0, 10.944444444444445)","(51.0, 70.0, 65.9090909090909)","(13.0, 19.5, 19.1734693877551)","(8.5, 10.5, 10.107142857142858)","(19.0, 23.0, 22.25)","(61.0, 85.0, 80.29411764705883)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:14.845678,"(101.0, 210.0, 190.0)","(10.0, 11.5, 11.288732394366198)","(31.0, 55.0, 52.8125)","(71.0, 150.0, 143.33333333333334)","(8.5, 14.5, 14.433333333333334)","(1.9, 2.04, 2.0371428571428574)","(7.0, 11.0, 10.944444444444445)","(51.0, 70.0, 65.9090909090909)","(13.0, 19.5, 19.1734693877551)","(8.5, 10.5, 10.107142857142858)","(19.0, 23.0, 22.25)","(61.0, 85.0, 80.29411764705883)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:16.282260,"(101.0, 210.0, 178.0)","(10.0, 11.5, 11.288732394366198)","(31.0, 55.0, 53.1578947368421)","(71.0, 150.0, 143.33333333333334)","(8.5, 14.5, 14.433333333333334)","(1.9, 2.04, 2.035)","(7.0, 11.0, 10.944444444444445)","(51.0, 70.0, 65.9090909090909)","(13.0, 19.5, 19.1734693877551)","(8.5, 10.5, 10.107142857142858)","(19.0, 23.0, 22.25)","(61.0, 85.0, 80.29411764705883)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:17.652963,"(101.0, 210.0, 178.0)","(10.0, 11.5, 11.288732394366198)","(31.0, 55.0, 53.1578947368421)","(71.0, 150.0, 141.42857142857142)","(9.0, 14.5, 14.433333333333334)","(1.9, 2.04, 2.033246753246753)","(7.5, 11.0, 10.944444444444445)","(61.0, 70.0, 65.9090909090909)","(13.0, 19.5, 19.1734693877551)","(8.5, 10.5, 10.107142857142858)","(19.0, 23.0, 22.25)","(61.0, 85.0, 80.29411764705883)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:18.941420,"(101.0, 210.0, 194.0)","(10.0, 11.5, 11.288732394366198)","(31.0, 55.0, 53.1578947368421)","(71.0, 150.0, 143.33333333333334)","(9.0, 14.5, 14.433333333333334)","(1.9, 2.04, 2.033246753246753)","(7.5, 11.0, 10.944444444444445)","(61.0, 70.0, 65.9090909090909)","(13.0, 19.5, 19.1734693877551)","(8.5, 10.5, 10.107142857142858)","(19.0, 23.0, 22.25)","(61.0, 85.0, 80.29411764705883)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:20.313381,"(101.0, 210.0, 186.0)","(10.0, 11.5, 11.305970149253731)","(31.0, 55.0, 53.1578947368421)","(71.0, 150.0, 143.33333333333334)","(9.0, 14.5, 14.681818181818182)","(1.9, 2.04, 2.0000921658986175)","(7.5, 11.0, 10.944444444444445)","(61.0, 70.0, 65.9090909090909)","(13.0, 19.5, 19.166666666666668)","(8.5, 10.5, 10.128378378378379)","(19.0, 23.0, 22.5)","(61.0, 85.0, 80.29411764705883)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:21.671323,"(101.0, 210.0, 186.0)","(10.0, 11.5, 11.336065573770492)","(31.0, 55.0, 53.1578947368421)","(71.0, 150.0, 143.33333333333334)","(9.0, 15.0, 14.75609756097561)","(1.9, 2.02, 1.9972)","(7.5, 11.0, 10.95)","(61.0, 70.0, 65.9090909090909)","(13.0, 19.5, 19.166666666666668)","(8.5, 10.5, 10.140845070422536)","(19.0, 23.0, 22.5)","(61.0, 85.0, 81.81818181818181)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:23.076785,"(101.0, 210.0, 186.0)","(10.0, 11.5, 11.344961240310077)","(31.0, 55.0, 53.1578947368421)","(71.0, 150.0, 143.33333333333334)","(9.0, 15.0, 14.75609756097561)","(1.9, 2.0, 1.9928235294117647)","(7.5, 11.0, 10.944444444444445)","(61.0, 70.0, 65.9090909090909)","(13.0, 19.5, 19.166666666666668)","(8.5, 10.5, 10.120253164556962)","(19.0, 23.0, 22.77777777777778)","(61.0, 85.0, 81.36363636363636)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:24.398280,"(101.0, 210.0, 192.85714285714286)","(10.0, 12.0, 11.795918367346939)","(31.0, 55.0, 53.1578947368421)","(71.0, 150.0, 141.42857142857142)","(9.0, 15.0, 14.75)","(1.9, 2.02, 2.0019277108433733)","(7.5, 11.0, 10.944444444444445)","(61.0, 70.0, 65.9090909090909)","(13.0, 19.5, 19.166666666666668)","(8.5, 10.5, 10.115853658536585)","(19.0, 23.0, 22.966101694915253)","(61.0, 85.0, 81.36363636363636)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:25.663035,"(101.0, 210.0, 186.0)","(10.0, 12.0, 11.795918367346939)","(31.0, 55.0, 53.1578947368421)","(71.0, 150.0, 141.42857142857142)","(9.0, 15.0, 14.75)","(1.9, 2.02, 2.0019277108433733)","(7.5, 11.0, 10.944444444444445)","(61.0, 70.0, 65.9090909090909)","(13.0, 19.5, 19.166666666666668)","(8.5, 10.5, 10.115853658536585)","(19.0, 23.0, 22.963636363636365)","(61.0, 85.0, 81.36363636363636)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:26.952485,"(101.0, 210.0, 186.0)","(10.0, 12.0, 11.795918367346939)","(31.0, 55.0, 53.1578947368421)","(71.0, 150.0, 141.42857142857142)","(9.0, 15.0, 14.75)","(1.9, 2.02, 2.000919540229885)","(7.5, 11.0, 10.944444444444445)","(61.0, 70.0, 65.9090909090909)","(13.0, 19.5, 19.166666666666668)","(8.5, 10.5, 10.115853658536585)","(19.0, 23.0, 22.963636363636365)","(61.0, 85.0, 81.36363636363636)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:28.351160,"(101.0, 210.0, 186.0)","(10.0, 12.0, 11.795918367346939)","(31.0, 55.0, 53.1578947368421)","(71.0, 150.0, 143.33333333333334)","(9.0, 15.0, 14.736842105263158)","(1.9, 2.02, 2.0031472081218276)","(7.5, 11.0, 10.944444444444445)","(61.0, 70.0, 66.0)","(13.0, 19.5, 19.166666666666668)","(8.5, 10.5, 10.115853658536585)","(19.0, 23.0, 22.963636363636365)","(61.0, 85.0, 81.36363636363636)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:29.712449,"(101.0, 210.0, 178.0)","(10.0, 12.0, 11.795918367346939)","(31.0, 55.0, 53.1578947368421)","(71.0, 150.0, 140.58823529411765)","(9.0, 15.0, 14.803921568627452)","(1.9, 2.02, 2.0122772277227723)","(7.5, 11.0, 10.944444444444445)","(61.0, 70.0, 66.0)","(13.0, 19.5, 19.166666666666668)","(8.5, 10.5, 10.181818181818182)","(19.0, 23.0, 22.963636363636365)","(61.0, 85.0, 81.36363636363636)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:31.068031,"(101.0, 210.0, 187.14285714285714)","(10.0, 12.0, 11.733333333333333)","(31.0, 55.0, 53.1578947368421)","(71.0, 150.0, 140.58823529411765)","(9.0, 15.0, 14.803921568627452)","(1.9, 2.04, 2.022346368715084)","(7.5, 11.0, 10.944444444444445)","(61.0, 70.0, 66.0)","(13.0, 19.5, 19.029411764705884)","(8.5, 10.5, 10.181818181818182)","(19.0, 23.0, 22.963636363636365)","(61.0, 85.0, 81.36363636363636)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:32.434018,"(101.0, 210.0, 187.14285714285714)","(10.0, 12.0, 11.733333333333333)","(31.0, 55.0, 53.1578947368421)","(71.0, 150.0, 140.58823529411765)","(9.0, 15.0, 14.803921568627452)","(1.9, 2.04, 2.0131147540983605)","(7.5, 11.0, 10.944444444444445)","(61.0, 70.0, 66.0)","(13.0, 19.5, 19.152173913043477)","(8.5, 10.5, 10.181818181818182)","(19.0, 23.0, 22.963636363636365)","(61.0, 85.0, 81.36363636363636)","(91.0, 160.0, 144.0)"
16-12-2022 12:39:33.915245,"(101.0, 210.0, 192.22222222222223)","(10.0, 12.0, 11.733333333333333)","(31.0, 55.0, 53.1578947368421)","(71.0, 150.0, 140.58823529411765)","(9.0, 15.0, 14.595238095238095)","(1.9, 2.02, 1.997027027027027)","(7.5, 11.0, 11.045454545454545)","(61.0, 70.0, 66.0)","(13.0, 19.5, 19.152173913043477)","(8.5, 10.5, 10.181818181818182)","(19.0, 23.0, 22.8)","(61.0, 85.0, 81.36363636363636)","(101.0, 160.0, 144.0)"
16-12-2022 12:39:35.323777,"(101.0, 210.0, 190.0)","(10.0, 12.0, 11.733333333333333)","(31.0, 55.0, 53.1578947368421)","(71.0, 150.0, 140.58823529411765)","(9.0, 15.0, 14.595238095238095)","(1.9, 2.0, 1.9603588290840415)","(7.5, 12.0, 11.204545454545455)","(61.0, 70.0, 66.0)","(13.0, 19.5, 19.318181818181817)","(8.5, 10.5, 10.2)","(19.0, 24.0, 23.6)","(61.0, 85.0, 82.85714285714286)","(101.0, 160.0, 144.0)"
16-12-2022 12:39:36.653802,"(101.0, 210.0, 178.0)","(10.0, 12.0, 11.733333333333333)","(31.0, 55.0, 53.1578947368421)","(71.0, 150.0, 140.58823529411765)","(9.0, 15.0, 14.818181818181818)","(1.9, 1.98, 1.9655555555555555)","(7.5, 11.5, 10.8)","(61.0, 70.0, 66.11111111111111)","(13.0, 19.5, 19.293333333333333)","(8.5, 10.5, 10.244897959183673)","(19.0, 24.0, 24.36)","(61.0, 85.0, 83.21428571428571)","(101.0, 160.0, 144.0)"
16-12-2022 12:39:37.979007,"(101.0, 210.0, 187.14285714285714)","(10.0, 12.0, 11.76923076923077)","(31.0, 55.0, 53.333333333333336)","(71.0, 150.0, 140.58823529411765)","(9.0, 15.0, 14.926829268292684)","(1.9, 1.97, 1.9667251461988304)","(7.5, 11.0, 10.535714285714286)","(61.0, 70.0, 66.11111111111111)","(13.0, 20.0, 19.293333333333333)","(8.5, 10.5, 10.23404255319149)","(19.0, 27.0, 25.2)","(61.0, 85.0, 83.21428571428571)","(101.0, 160.0, 144.0)"
16-12-2022 12:39:39.341737,"(101.0, 210.0, 186.0)","(10.0, 12.0, 11.71875)","(31.0, 55.0, 53.333333333333336)","(71.0, 150.0, 141.11111111111111)","(9.0, 15.0, 15.88888888888889)","(1.9, 1.97, 1.9670588235294117)","(7.5, 11.0, 10.625)","(61.0, 70.0, 66.11111111111111)","(13.0, 20.0, 19.289473684210527)","(8.5, 10.5, 10.23404255319149)","(19.0, 26.0, 25.2)","(61.0, 85.0, 83.21428571428571)","(101.0, 160.0, 144.0)"
