,Anemos,Chihuly,Gronkowski,Lallegro,Rebillyous,Tolpuddle,Box Of Crackers,Lily Luella,Might Just Happen,Penelope Jane,Temple Of Gold,Penny Bazaar,Livstar
16-12-2022 12:40:14.373651,"(101.0, 250.0, 226.0)","(10.0, 12.0, 11.595238095238095)","(31.0, 70.0, 63.86363636363636)","(71.0, 150.0, 141.11111111111111)","(9.0, 18.5, 18.0)","(1.85, 1.93, 1.9220289855072463)","(7.5, 10.5, 10.1875)","(61.0, 85.0, 82.11538461538461)","(13.0, 21.0, 19.35483870967742)","(8.5, 11.0, 10.512422360248447)","(19.0, 25.0, 24.2)","(61.0, 90.0, 87.8)","(101.0, 180.0, 168.46153846153845)"
16-12-2022 12:40:15.800671,"(101.0, 250.0, 230.0)","(10.0, 12.0, 11.595238095238095)","(31.0, 70.0, 64.54545454545455)","(71.0, 150.0, 141.11111111111111)","(9.0, 18.5, 18.09259259259259)","(1.85, 1.93, 1.9131654676258991)","(7.5, 10.5, 10.1875)","(61.0, 85.0, 84.44444444444444)","(13.0, 19.5, 19.276315789473685)","(8.5, 11.0, 10.512422360248447)","(19.0, 25.0, 24.2)","(61.0, 90.0, 87.8)","(101.0, 180.0, 168.46153846153845)"
16-12-2022 12:40:17.181793,"(101.0, 250.0, 238.57142857142858)","(10.0, 12.0, 11.636363636363637)","(31.0, 70.0, 63.84615384615385)","(71.0, 150.0, 141.11111111111111)","(9.0, 18.5, 18.09259259259259)","(1.85, 1.93, 1.9146825396825395)","(7.5, 10.5, 10.1875)","(61.0, 85.0, 84.5)","(13.0, 19.5, 19.276315789473685)","(8.5, 11.0, 10.512422360248447)","(19.0, 25.0, 24.2)","(61.0, 90.0, 88.33333333333333)","(101.0, 180.0, 208.57142857142858)"
16-12-2022 12:40:18.583248,"(101.0, 250.0, 235.0)","(10.0, 12.0, 11.636363636363637)","(31.0, 70.0, 63.84615384615385)","(71.0, 150.0, 141.11111111111111)","(9.0, 18.5, 18.0)","(1.85, 1.93, 1.9180864197530862)","(7.5, 10.5, 10.1875)","(61.0, 85.0, 96.66666666666667)","(13.0, 19.5, 19.276315789473685)","(8.5, 11.0, 10.512422360248447)","(19.0, 25.0, 24.2)","(61.0, 90.0, 88.33333333333333)","(101.0, 230.0, 208.57142857142858)"
16-12-2022 12:40:19.962341,"(101.0, 250.0, 244.28571428571428)","(10.0, 12.0, 11.626373626373626)","(31.0, 70.0, 62.333333333333336)","(71.0, 150.0, 142.0)","(10.0, 18.5, 18.107142857142858)","(1.85, 1.93, 1.911592356687898)","(7.5, 10.5, 10.170454545454545)","(61.0, 100.0, 90.0)","(14.0, 19.5, 19.16)","(8.5, 11.0, 10.244131455399062)","(19.0, 25.0, 23.896551724137932)","(61.0, 90.0, 88.33333333333333)","(101.0, 230.0, 205.0)"
16-12-2022 12:40:21.359070,"(101.0, 250.0, 235.0)","(10.0, 12.0, 11.50354609929078)","(31.0, 70.0, 62.592592592592595)","(71.0, 150.0, 142.0)","(10.0, 18.5, 18.107142857142858)","(1.85, 1.92, 1.9313793103448276)","(7.5, 10.5, 10.1875)","(61.0, 100.0, 88.82352941176471)","(14.0, 19.5, 18.78125)","(8.5, 11.0, 10.375)","(19.0, 25.0, 23.8125)","(61.0, 90.0, 88.33333333333333)","(101.0, 230.0, 190.0)"
16-12-2022 12:40:22.664179,"(101.0, 250.0, 242.85714285714286)","(10.0, 12.0, 11.5)","(31.0, 70.0, 62.592592592592595)","(71.0, 150.0, 142.0)","(10.0, 18.5, 18.107142857142858)","(1.85, 1.94, 1.948)","(7.5, 10.5, 10.1875)","(61.0, 100.0, 89.44444444444444)","(14.0, 19.0, 18.3)","(8.5, 10.5, 10.327586206896552)","(19.0, 25.0, 23.8125)","(61.0, 90.0, 88.10344827586206)","(101.0, 230.0, 190.0)"
16-12-2022 12:40:23.919963,"(101.0, 250.0, 243.5)","(10.0, 11.5, 11.413385826771654)","(31.0, 70.0, 62.592592592592595)","(71.0, 150.0, 142.0)","(10.0, 18.5, 18.107142857142858)","(1.85, 1.95, 1.9545762711864407)","(7.5, 10.5, 10.1875)","(61.0, 100.0, 89.44444444444444)","(14.0, 18.5, 18.38888888888889)","(8.5, 10.5, 10.327586206896552)","(19.0, 25.0, 23.8125)","(61.0, 90.0, 88.10344827586206)","(101.0, 230.0, 186.66666666666666)"
16-12-2022 12:40:25.206947,"(101.0, 250.0, 242.66666666666666)","(10.0, 11.5, 11.413385826771654)","(31.0, 70.0, 62.592592592592595)","(71.0, 150.0, 142.0)","(10.0, 18.0, 17.833333333333332)","(1.85, 1.96, 1.9545762711864407)","(7.5, 10.5, 10.1875)","(61.0, 100.0, 89.44444444444444)","(14.0, 18.5, 18.38888888888889)","(8.5, 10.5, 10.327586206896552)","(19.0, 25.0, 23.8125)","(61.0, 90.0, 88.10344827586206)","(101.0, 220.0, 190.0)"
16-12-2022 12:40:26.472045,"(101.0, 250.0, 242.66666666666666)","(10.0, 11.5, 11.407563025210084)","(31.0, 70.0, 62.5)","(71.0, 150.0, 142.0)","(10.0, 18.0, 18.14516129032258)","(1.85, 1.96, 1.9558695652173912)","(7.5, 10.5, 10.166666666666666)","(61.0, 100.0, 89.44444444444444)","(14.0, 18.5, 18.357142857142858)","(8.5, 10.5, 10.317073170731707)","(19.0, 25.0, 24.444444444444443)","(61.0, 90.0, 94.0)","(101.0, 220.0, 190.0)"
16-12-2022 12:40:27.727138,"(101.0, 250.0, 242.66666666666666)","(10.0, 11.5, 11.407563025210084)","(31.0, 70.0, 62.5)","(71.0, 150.0, 142.0)","(10.0, 18.5, 18.14516129032258)","(1.85, 1.96, 1.9602590673575129)","(7.5, 10.5, 10.208333333333334)","(61.0, 100.0, 89.44444444444444)","(14.0, 18.5, 18.357142857142858)","(8.5, 10.5, 10.317073170731707)","(19.0, 25.0, 24.444444444444443)","(61.0, 95.0, 94.0)","(101.0, 220.0, 188.0)"
16-12-2022 12:40:29.011504,"(101.0, 250.0, 242.85714285714286)","(10.0, 11.5, 11.407563025210084)","(31.0, 70.0, 62.5)","(71.0, 150.0, 142.0)","(10.0, 18.5, 17.727272727272727)","(1.85, 1.97, 1.9621008403361344)","(7.5, 10.5, 10.1)","(61.0, 100.0, 89.44444444444444)","(14.0, 18.5, 18.357142857142858)","(8.5, 10.5, 10.310126582278482)","(19.0, 25.0, 24.285714285714285)","(61.0, 95.0, 94.0)","(101.0, 220.0, 188.0)"
16-12-2022 12:40:30.287765,"(101.0, 250.0, 242.30769230769232)","(10.0, 11.5, 11.407563025210084)","(31.0, 70.0, 61.25)","(71.0, 150.0, 142.0)","(10.0, 18.0, 17.7)","(1.85, 1.97, 1.959)","(7.5, 10.5, 10.1)","(61.0, 100.0, 88.125)","(14.0, 18.5, 18.454545454545453)","(8.5, 10.5, 10.310126582278482)","(19.0, 25.0, 24.23076923076923)","(61.0, 95.0, 94.0)","(101.0, 220.0, 188.0)"
16-12-2022 12:40:31.649503,"(101.0, 250.0, 242.30769230769232)","(10.0, 11.5, 11.438914027149321)","(31.0, 70.0, 61.25)","(71.0, 150.0, 142.0)","(10.0, 18.0, 17.7)","(1.85, 1.96, 1.9434615384615384)","(7.5, 10.5, 10.1)","(61.0, 100.0, 89.82142857142857)","(14.0, 19.0, 18.36842105263158)","(8.5, 10.5, 10.310126582278482)","(19.0, 25.0, 24.23076923076923)","(61.0, 95.0, 94.0)","(101.0, 220.0, 188.0)"
16-12-2022 12:40:33.023343,"(101.0, 250.0, 242.30769230769232)","(10.0, 12.0, 11.414529914529915)","(31.0, 70.0, 61.25)","(71.0, 150.0, 142.0)","(10.0, 18.0, 17.80952380952381)","(1.85, 1.95, 1.9279245283018867)","(7.5, 10.5, 10.083333333333334)","(61.0, 100.0, 91.66666666666667)","(14.0, 18.5, 18.451612903225808)","(8.5, 10.5, 10.38888888888889)","(19.0, 25.0, 24.333333333333332)","(61.0, 95.0, 93.18181818181819)","(101.0, 220.0, 188.0)"
16-12-2022 12:40:34.329384,"(101.0, 250.0, 242.30769230769232)","(10.0, 12.0, 11.414529914529915)","(31.0, 70.0, 61.25)","(71.0, 150.0, 142.0)","(10.0, 18.0, 17.80952380952381)","(1.85, 1.93, 1.9137953795379536)","(7.5, 10.5, 10.215909090909092)","(61.0, 100.0, 90.625)","(14.0, 19.0, 18.673076923076923)","(8.5, 10.5, 10.543715846994536)","(19.0, 25.0, 25.25)","(61.0, 95.0, 94.0909090909091)","(101.0, 220.0, 188.0)"
16-12-2022 12:40:35.892643,"(101.0, 250.0, 242.85714285714286)","(10.0, 12.0, 11.391472868217054)","(31.0, 70.0, 65.22727272727273)","(71.0, 150.0, 143.33333333333334)","(10.0, 18.0, 17.76923076923077)","(1.85, 1.92, 1.919126984126984)","(7.5, 10.5, 10.294871794871796)","(61.0, 100.0, 93.47826086956522)","(14.0, 19.0, 18.704545454545453)","(8.5, 11.0, 10.553475935828876)","(19.0, 27.0, 25.333333333333332)","(61.0, 95.0, 90.25)","(101.0, 220.0, 193.33333333333334)"
16-12-2022 12:40:37.318135,"(101.0, 250.0, 242.85714285714286)","(10.0, 11.5, 11.391472868217054)","(31.0, 70.0, 62.758620689655174)","(71.0, 150.0, 143.33333333333334)","(10.0, 18.0, 17.684210526315788)","(1.85, 1.92, 1.919153846153846)","(7.5, 10.5, 10.294871794871796)","(61.0, 100.0, 93.47826086956522)","(14.0, 19.0, 18.704545454545453)","(8.5, 11.0, 10.553475935828876)","(19.0, 27.0, 25.333333333333332)","(61.0, 95.0, 90.25)","(101.0, 220.0, 193.33333333333334)"
16-12-2022 12:40:38.733155,"(101.0, 250.0, 242.85714285714286)","(10.0, 11.5, 11.391472868217054)","(31.0, 70.0, 62.758620689655174)","(71.0, 150.0, 143.33333333333334)","(10.0, 18.0, 17.764705882352942)","(1.85, 1.92, 1.9141666666666666)","(7.5, 10.5, 9.907692307692308)","(61.0, 100.0, 93.47826086956522)","(14.0, 19.0, 18.704545454545453)","(8.5, 11.0, 10.59308510638298)","(19.0, 27.0, 25.333333333333332)","(61.0, 95.0, 90.25)","(101.0, 220.0, 193.33333333333334)"
16-12-2022 12:40:40.063017,"(101.0, 250.0, 242.85714285714286)","(10.0, 11.5, 11.203517587939698)","(31.0, 70.0, 62.758620689655174)","(71.0, 150.0, 143.33333333333334)","(10.0, 18.0, 17.764705882352942)","(1.85, 1.92, 1.9143396226415093)","(7.5, 10.0, 9.657142857142858)","(61.0, 100.0, 94.64285714285714)","(14.0, 19.0, 19.074074074074073)","(8.5, 11.0, 10.592592592592593)","(19.0, 27.0, 25.333333333333332)","(61.0, 95.0, 90.25)","(101.0, 220.0, 196.0)"
16-12-2022 12:40:41.359294,"(101.0, 250.0, 242.85714285714286)","(10.0, 11.5, 11.203517587939698)","(31.0, 70.0, 62.758620689655174)","(71.0, 150.0, 143.33333333333334)","(9.0, 18.0, 17.818181818181817)","(1.85, 1.92, 1.9128048780487803)","(7.5, 9.8, 9.966666666666667)","(61.0, 100.0, 94.64285714285714)","(13.0, 19.5, 19.133333333333333)","(8.5, 11.0, 10.59020618556701)","(19.0, 27.0, 26.09090909090909)","(61.0, 95.0, 90.25)","(101.0, 220.0, 200.0)"
16-12-2022 12:40:42.904877,"(101.0, 250.0, 242.85714285714286)","(10.0, 11.5, 11.203517587939698)","(31.0, 70.0, 62.758620689655174)","(71.0, 150.0, 144.0)","(9.0, 18.0, 17.818181818181817)","(1.85, 1.92, 1.9128048780487803)","(7.5, 10.0, 9.966666666666667)","(61.0, 100.0, 94.64285714285714)","(13.0, 19.5, 19.02173913043478)","(8.5, 11.0, 10.592105263157896)","(19.0, 27.0, 26.09090909090909)","(61.0, 95.0, 90.25)","(101.0, 220.0, 200.0)"
16-12-2022 12:40:44.225183,"(101.0, 250.0, 242.85714285714286)","(10.0, 11.5, 11.203517587939698)","(31.0, 70.0, 62.758620689655174)","(71.0, 150.0, 144.0)","(10.0, 18.0, 17.4)","(1.85, 1.92, 1.9128048780487803)","(7.5, 10.0, 10.029411764705882)","(61.0, 100.0, 95.0)","(13.0, 19.5, 19.02173913043478)","(8.5, 11.0, 10.591145833333334)","(19.0, 27.0, 26.09090909090909)","(61.0, 95.0, 90.25)","(101.0, 220.0, 200.0)"
16-12-2022 12:40:45.589929,"(101.0, 250.0, 242.85714285714286)","(10.0, 11.5, 11.203517587939698)","(31.0, 70.0, 62.758620689655174)","(71.0, 150.0, 144.0)","(10.0, 18.0, 16.90625)","(1.85, 1.92, 1.9128048780487803)","(7.5, 10.5, 10.074468085106384)","(61.0, 100.0, 95.0)","(13.0, 19.5, 18.735294117647058)","(8.5, 11.0, 10.591145833333334)","(19.0, 27.0, 25.75)","(61.0, 95.0, 90.35714285714286)","(101.0, 220.0, 200.0)"
16-12-2022 12:40:46.952416,"(101.0, 250.0, 242.85714285714286)","(10.0, 11.5, 11.245454545454546)","(31.0, 70.0, 63.63636363636363)","(71.0, 150.0, 144.0)","(10.0, 17.5, 16.916666666666668)","(1.85, 1.92, 1.9237499999999998)","(7.5, 10.5, 10.074468085106384)","(61.0, 100.0, 95.0)","(13.0, 19.0, 18.470588235294116)","(8.5, 11.0, 10.512422360248447)","(19.0, 27.0, 25.75)","(61.0, 95.0, 88.80952380952381)","(101.0, 220.0, 200.0)"
16-12-2022 12:40:48.290785,"(101.0, 250.0, 242.85714285714286)","(10.0, 11.5, 11.25294117647059)","(31.0, 70.0, 63.63636363636363)","(71.0, 150.0, 144.0)","(10.0, 17.0, 16.9)","(1.85, 1.93, 1.922)","(7.5, 10.5, 10.034883720930232)","(61.0, 100.0, 95.0)","(13.0, 19.0, 18.571428571428573)","(8.5, 11.0, 10.418604651162791)","(19.0, 27.0, 25.75)","(61.0, 95.0, 88.80952380952381)","(101.0, 220.0, 200.0)"
16-12-2022 12:40:49.603074,"(101.0, 250.0, 242.85714285714286)","(10.0, 11.5, 11.25294117647059)","(31.0, 70.0, 63.47826086956522)","(71.0, 150.0, 144.0)","(10.0, 17.0, 16.666666666666668)","(1.85, 1.93, 1.9277777777777778)","(7.5, 10.5, 9.940000000000001)","(61.0, 100.0, 108.0)","(13.0, 19.0, 18.571428571428573)","(8.5, 10.5, 10.414634146341463)","(19.0, 27.0, 25.75)","(61.0, 95.0, 90.0)","(101.0, 220.0, 200.0)"
16-12-2022 12:40:50.938293,"(101.0, 250.0, 242.85714285714286)","(10.0, 11.5, 11.25294117647059)","(31.0, 70.0, 63.47826086956522)","(71.0, 150.0, 144.0)","(10.0, 17.0, 16.666666666666668)","(1.85, 1.93, 1.9179633401221996)","(7.5, 10.5, 10.113636363636363)","(61.0, 110.0, 104.54545454545455)","(13.0, 19.0, 18.7)","(8.5, 10.5, 10.425531914893616)","(19.0, 27.0, 26.0)","(61.0, 95.0, 91.17647058823529)","(101.0, 220.0, 195.71428571428572)"
16-12-2022 12:40:52.232456,"(101.0, 250.0, 242.85714285714286)","(10.0, 11.5, 11.466346153846153)","(31.0, 65.0, 61.904761904761905)","(71.0, 150.0, 144.0)","(10.0, 17.0, 16.75)","(1.85, 1.92, 1.9294857142857142)","(7.5, 10.5, 10.101694915254237)","(61.0, 110.0, 104.85714285714286)","(13.0, 19.0, 18.6)","(8.5, 10.5, 10.422222222222222)","(19.0, 27.0, 25.88888888888889)","(61.0, 95.0, 91.75)","(101.0, 210.0, 195.71428571428572)"
16-12-2022 12:40:53.487373,"(101.0, 250.0, 242.85714285714286)","(10.0, 11.0, 10.969827586206897)","(31.0, 65.0, 61.904761904761905)","(71.0, 150.0, 145.0)","(10.0, 17.0, 16.818181818181817)","(1.85, 1.93, 1.9283333333333332)","(7.5, 10.5, 10.03921568627451)","(61.0, 110.0, 104.72222222222223)","(13.0, 19.0, 18.75)","(8.5, 10.5, 10.42134831460674)","(19.0, 27.0, 25.94736842105263)","(61.0, 95.0, 91.9047619047619)","(101.0, 210.0, 195.71428571428572)"
16-12-2022 12:40:54.922053,"(101.0, 250.0, 242.85714285714286)","(10.0, 11.5, 11.014018691588785)","(31.0, 65.0, 62.04545454545455)","(71.0, 150.0, 145.0)","(10.0, 17.0, 16.818181818181817)","(1.85, 1.93, 1.9295238095238094)","(7.5, 10.5, 9.960655737704919)","(61.0, 110.0, 104.72222222222223)","(13.0, 19.0, 18.75)","(8.5, 10.5, 10.427083333333334)","(19.0, 27.0, 25.94736842105263)","(61.0, 95.0, 91.9047619047619)","(101.0, 210.0, 195.71428571428572)"
16-12-2022 12:40:56.246421,"(101.0, 250.0, 242.85714285714286)","(10.0, 11.5, 11.014018691588785)","(31.0, 65.0, 62.04545454545455)","(71.0, 150.0, 145.0)","(10.0, 17.0, 16.818181818181817)","(1.85, 1.93, 1.9334074074074072)","(7.5, 10.5, 9.960655737704919)","(61.0, 110.0, 104.72222222222223)","(13.0, 19.0, 18.75)","(8.5, 10.5, 10.427083333333334)","(19.0, 27.0, 25.94736842105263)","(61.0, 95.0, 91.9047619047619)","(101.0, 210.0, 195.71428571428572)"
16-12-2022 12:40:57.586236,"(101.0, 250.0, 242.85714285714286)","(10.0, 11.5, 11.014018691588785)","(31.0, 65.0, 62.04545454545455)","(71.0, 150.0, 147.5)","(10.0, 17.0, 16.818181818181817)","(1.85, 1.94, 1.9334074074074072)","(7.5, 10.5, 9.946268656716418)","(61.0, 110.0, 104.72222222222223)","(13.0, 19.0, 18.75)","(8.5, 10.5, 10.427083333333334)","(19.0, 27.0, 25.94736842105263)","(61.0, 95.0, 92.5)","(101.0, 210.0, 195.71428571428572)"
16-12-2022 12:40:58.903984,"(101.0, 250.0, 242.85714285714286)","(10.0, 11.5, 11.183168316831683)","(31.0, 65.0, 62.04545454545455)","(71.0, 150.0, 147.5)","(10.0, 17.0, 16.818181818181817)","(1.85, 1.95, 1.9354446460980035)","(7.5, 10.5, 9.946268656716418)","(61.0, 110.0, 104.72222222222223)","(13.0, 19.0, 18.75)","(8.5, 10.5, 10.427083333333334)","(19.0, 27.0, 25.94736842105263)","(61.0, 95.0, 92.5)","(101.0, 210.0, 195.71428571428572)"
16-12-2022 12:41:00.289500,"(101.0, 250.0, 242.30769230769232)","(10.0, 11.5, 11.176190476190476)","(31.0, 65.0, 62.04545454545455)","(71.0, 150.0, 146.66666666666666)","(10.0, 17.0, 16.818181818181817)","(1.85, 1.95, 1.9441860465116279)","(7.5, 10.5, 9.946268656716418)","(61.0, 110.0, 104.86486486486487)","(13.0, 19.0, 18.75)","(8.5, 10.5, 10.427083333333334)","(19.0, 27.0, 24.9)","(61.0, 95.0, 92.5)","(101.0, 210.0, 195.71428571428572)"
16-12-2022 12:41:01.612303,"(101.0, 250.0, 241.66666666666666)","(10.0, 11.5, 11.183168316831683)","(31.0, 65.0, 61.81818181818182)","(71.0, 150.0, 146.66666666666666)","(10.0, 17.0, 16.666666666666668)","(1.85, 1.95, 1.9470895522388059)","(7.5, 10.5, 10.06338028169014)","(61.0, 110.0, 104.86486486486487)","(13.0, 19.0, 18.444444444444443)","(8.5, 10.5, 10.433333333333334)","(19.0, 25.0, 24.46153846153846)","(61.0, 95.0, 92.5)","(101.0, 210.0, 195.71428571428572)"
16-12-2022 12:41:02.938305,"(101.0, 250.0, 241.66666666666666)","(10.0, 11.5, 11.168181818181818)","(31.0, 65.0, 61.81818181818182)","(71.0, 150.0, 146.66666666666666)","(10.0, 17.0, 16.666666666666668)","(1.85, 1.95, 1.9470895522388059)","(7.5, 10.5, 10.044117647058824)","(61.0, 110.0, 102.6923076923077)","(13.0, 19.0, 18.444444444444443)","(8.5, 10.5, 10.433333333333334)","(19.0, 25.0, 24.413793103448278)","(61.0, 95.0, 92.5)","(101.0, 210.0, 195.71428571428572)"
16-12-2022 12:41:04.377547,"(101.0, 250.0, 241.66666666666666)","(10.0, 11.5, 11.168181818181818)","(31.0, 65.0, 61.95652173913044)","(71.0, 150.0, 146.66666666666666)","(10.0, 17.0, 16.566666666666666)","(1.85, 1.95, 1.9425)","(7.5, 10.5, 10.007936507936508)","(61.0, 110.0, 103.66666666666667)","(13.0, 19.0, 18.185185185185187)","(8.5, 10.5, 10.489247311827958)","(19.0, 25.0, 24.484848484848484)","(61.0, 95.0, 92.4074074074074)","(101.0, 210.0, 193.33333333333334)"
16-12-2022 12:41:05.761095,"(101.0, 250.0, 241.66666666666666)","(10.0, 11.5, 11.162280701754385)","(31.0, 65.0, 64.64285714285714)","(71.0, 150.0, 180.76923076923077)","(10.0, 17.0, 17.143564356435643)","(1.8, 1.95, 1.941568047337278)","(7.5, 10.5, 10.086666666666666)","(61.0, 110.0, 106.875)","(14.0, 19.0, 18.151515151515152)","(8.5, 10.5, 10.245762711864407)","(20.0, 25.0, 23.82608695652174)","(61.0, 95.0, 92.5)","(101.0, 210.0, 193.33333333333334)"
16-12-2022 12:41:07.031763,"(101.0, 250.0, 241.66666666666666)","(10.0, 11.5, 11.162280701754385)","(31.0, 65.0, 64.64285714285714)","(71.0, 190.0, 180.76923076923077)","(10.0, 17.5, 17.143564356435643)","(1.8, 1.95, 1.9435393258426965)","(7.5, 10.5, 10.06060606060606)","(61.0, 110.0, 106.875)","(14.0, 19.0, 18.151515151515152)","(8.5, 10.5, 10.245762711864407)","(20.0, 24.0, 23.82608695652174)","(61.0, 95.0, 92.5)","(101.0, 210.0, 193.33333333333334)"
16-12-2022 12:41:08.352312,"(101.0, 250.0, 241.66666666666666)","(10.0, 11.5, 11.162280701754385)","(31.0, 65.0, 64.375)","(71.0, 190.0, 180.76923076923077)","(10.0, 17.5, 17.143564356435643)","(1.8, 1.96, 1.9435393258426965)","(7.5, 10.5, 10.06060606060606)","(61.0, 110.0, 106.875)","(14.0, 19.0, 18.03448275862069)","(8.5, 10.5, 10.240331491712707)","(20.0, 24.0, 23.733333333333334)","(61.0, 95.0, 92.5)","(101.0, 210.0, 193.33333333333334)"
16-12-2022 12:41:09.651686,"(101.0, 250.0, 241.66666666666666)","(10.0, 11.5, 11.26027397260274)","(31.0, 65.0, 63.75)","(71.0, 190.0, 180.76923076923077)","(10.0, 17.5, 17.136363636363637)","(1.8, 1.96, 1.9538461538461538)","(7.5, 10.5, 10.022352941176472)","(61.0, 110.0, 106.875)","(14.0, 19.0, 18.03448275862069)","(8.5, 10.5, 10.231428571428571)","(20.0, 24.0, 23.733333333333334)","(61.0, 95.0, 92.5)","(101.0, 210.0, 193.33333333333334)"
16-12-2022 12:41:10.953473,"(101.0, 250.0, 241.66666666666666)","(10.0, 11.5, 11.243421052631579)","(31.0, 65.0, 63.75)","(71.0, 190.0, 181.42857142857142)","(10.0, 17.5, 17.14761904761905)","(1.8, 1.96, 1.956043956043956)","(7.5, 10.5, 10.022352941176472)","(61.0, 110.0, 106.875)","(14.0, 19.0, 18.125)","(8.5, 10.5, 10.257961783439491)","(20.0, 24.0, 23.53846153846154)","(61.0, 95.0, 92.5)","(101.0, 210.0, 193.33333333333334)"
16-12-2022 12:41:12.272570,"(101.0, 250.0, 241.66666666666666)","(10.0, 11.5, 11.34375)","(31.0, 65.0, 63.75)","(71.0, 190.0, 181.42857142857142)","(10.0, 17.5, 17.101769911504427)","(1.8, 1.96, 1.9695027624309391)","(7.5, 10.5, 10.022352941176472)","(61.0, 110.0, 106.875)","(14.0, 18.5, 18.1)","(8.5, 10.5, 10.257961783439491)","(20.0, 24.0, 22.8)","(61.0, 95.0, 92.5)","(101.0, 210.0, 193.33333333333334)"
16-12-2022 12:41:13.579243,"(101.0, 250.0, 241.66666666666666)","(10.0, 11.5, 11.230538922155688)","(31.0, 65.0, 63.75)","(71.0, 190.0, 181.42857142857142)","(10.0, 17.5, 17.083333333333332)","(1.8, 1.97, 1.9635576923076923)","(7.5, 10.5, 10.057142857142857)","(61.0, 110.0, 106.875)","(14.0, 18.5, 17.970588235294116)","(8.5, 10.5, 10.264705882352942)","(20.0, 23.0, 22.225352112676056)","(61.0, 95.0, 92.4074074074074)","(101.0, 210.0, 193.33333333333334)"
16-12-2022 12:41:14.917010,"(101.0, 250.0, 241.66666666666666)","(10.0, 11.5, 11.245222929936306)","(31.0, 65.0, 63.75)","(71.0, 190.0, 181.42857142857142)","(10.0, 17.5, 16.96323529411765)","(1.8, 1.97, 1.967752808988764)","(7.5, 10.5, 10.057142857142857)","(61.0, 110.0, 106.875)","(14.0, 18.0, 17.970588235294116)","(8.5, 10.5, 10.264705882352942)","(20.0, 23.0, 22.153846153846153)","(61.0, 95.0, 92.4074074074074)","(101.0, 210.0, 193.33333333333334)"
16-12-2022 12:41:16.271977,"(101.0, 250.0, 241.66666666666666)","(10.0, 11.5, 11.245222929936306)","(31.0, 65.0, 63.75)","(71.0, 190.0, 181.42857142857142)","(10.0, 17.0, 16.96323529411765)","(1.8, 1.97, 1.961908396946565)","(7.5, 10.5, 10.057142857142857)","(61.0, 110.0, 105.83333333333333)","(14.0, 18.0, 17.970588235294116)","(8.5, 10.5, 10.264705882352942)","(20.0, 23.0, 22.20863309352518)","(61.0, 95.0, 92.4074074074074)","(101.0, 210.0, 193.33333333333334)"
16-12-2022 12:41:17.574245,"(101.0, 250.0, 241.66666666666666)","(10.0, 11.5, 11.245222929936306)","(31.0, 65.0, 63.75)","(71.0, 190.0, 181.42857142857142)","(10.0, 17.0, 16.96323529411765)","(1.8, 1.97, 1.958433734939759)","(7.5, 10.5, 10.069444444444445)","(61.0, 110.0, 105.83333333333333)","(14.0, 18.0, 18.166666666666668)","(8.5, 10.5, 10.264705882352942)","(20.0, 23.0, 21.661417322834644)","(61.0, 95.0, 92.5)","(101.0, 210.0, 193.33333333333334)"
16-12-2022 12:41:19.133895,"(101.0, 250.0, 241.66666666666666)","(10.0, 11.5, 11.277070063694268)","(31.0, 65.0, 63.75)","(71.0, 190.0, 181.42857142857142)","(10.0, 17.0, 16.96323529411765)","(1.8, 1.97, 1.9600689655172414)","(7.5, 10.5, 10.126506024096386)","(61.0, 110.0, 105.83333333333333)","(14.0, 18.5, 18.166666666666668)","(8.5, 10.5, 10.264705882352942)","(20.0, 22.0, 22.53846153846154)","(61.0, 95.0, 92.5)","(101.0, 210.0, 193.33333333333334)"
16-12-2022 12:41:20.475512,"(101.0, 250.0, 241.66666666666666)","(10.0, 11.5, 11.248571428571429)","(31.0, 65.0, 63.75)","(71.0, 190.0, 174.0)","(10.0, 17.0, 16.964285714285715)","(1.8, 1.97, 1.9579141104294477)","(7.5, 10.5, 10.117283950617283)","(61.0, 110.0, 126.66666666666667)","(14.0, 18.5, 18.166666666666668)","(8.5, 10.5, 10.243827160493828)","(20.0, 23.0, 22.71875)","(61.0, 95.0, 92.5)","(101.0, 210.0, 193.33333333333334)"
16-12-2022 12:41:21.936906,"(101.0, 250.0, 241.66666666666666)","(10.0, 11.5, 11.248571428571429)","(31.0, 65.0, 63.75)","(71.0, 190.0, 174.0)","(10.0, 17.0, 17.78787878787879)","(1.8, 1.96, 1.9579141104294477)","(7.5, 10.5, 10.11046511627907)","(61.0, 130.0, 126.66666666666667)","(14.0, 18.5, 18.166666666666668)","(8.5, 10.5, 10.208994708994709)","(20.0, 23.0, 22.753846153846155)","(61.0, 95.0, 97.66666666666667)","(101.0, 210.0, 236.0)"
16-12-2022 12:41:23.366755,"(101.0, 250.0, 241.66666666666666)","(10.0, 11.5, 11.248571428571429)","(31.0, 65.0, 63.75)","(71.0, 190.0, 174.0)","(10.0, 18.0, 18.307692307692307)","(1.8, 1.96, 1.9454609929078013)","(7.5, 10.5, 10.11046511627907)","(61.0, 130.0, 126.66666666666667)","(14.0, 18.5, 17.98076923076923)","(8.5, 10.5, 10.208994708994709)","(20.0, 23.0, 22.727272727272727)","(61.0, 100.0, 97.8125)","(101.0, 240.0, 236.0)"
