,Thrax,Stac Pollaidh,Centrestone,Little Jill,Toptimistic,Tiger For Life,Carlie Eksplodes,Gold Invest
15-12-2022 14:21:12.816906,"(71.0, 180.0, 163.1578947368421)","(41.0, 90.0, 85.65217391304348)","(1.45, 1.58, 1.5775478927203066)","(7.5, 11.0, 10.842696629213483)","(71.0, 340.0, 295.0)","(5.5, 7.2, 6.943225806451613)","(8.0, 10.0, 9.695238095238095)","(51.0, 120.0, 112.90322580645162)"
15-12-2022 14:21:13.905108,"(71.0, 170.0, 157.3684210526316)","(41.0, 90.0, 85.65217391304348)","(1.45, 1.6, 1.5943)","(7.5, 11.0, 10.759562841530055)","(71.0, 340.0, 295.0)","(5.5, 7.0, 6.943225806451613)","(8.0, 9.8, 9.824657534246576)","(51.0, 120.0, 112.90322580645162)"
15-12-2022 14:21:15.002115,"(71.0, 170.0, 160.625)","(41.0, 90.0, 85.65217391304348)","(1.45, 1.59, 1.5882857142857143)","(7.5, 11.0, 10.702020202020202)","(71.0, 330.0, 306.0)","(5.5, 7.2, 7.086451612903226)","(8.0, 10.0, 9.824657534246576)","(51.0, 120.0, 112.90322580645162)"
15-12-2022 14:21:16.168695,"(71.0, 170.0, 160.625)","(41.0, 90.0, 86.0)","(1.45, 1.59, 1.5882857142857143)","(7.5, 11.0, 10.696428571428571)","(71.0, 320.0, 265.0)","(5.5, 7.2, 7.086451612903226)","(8.0, 10.0, 9.829787234042554)","(51.0, 120.0, 112.90322580645162)"
15-12-2022 14:21:17.397124,"(71.0, 170.0, 160.625)","(41.0, 90.0, 86.0)","(1.45, 1.59, 1.587945205479452)","(8.0, 11.0, 10.696428571428571)","(71.0, 320.0, 277.5)","(5.5, 7.2, 7.086451612903226)","(8.0, 10.0, 9.829787234042554)","(51.0, 120.0, 112.90322580645162)"
15-12-2022 14:21:18.609699,"(71.0, 170.0, 155.71428571428572)","(41.0, 90.0, 85.83333333333333)","(1.45, 1.59, 1.589234693877551)","(8.0, 11.0, 10.677725118483412)","(71.0, 300.0, 270.0)","(5.5, 7.2, 7.086451612903226)","(8.0, 10.0, 9.813953488372093)","(51.0, 120.0, 112.90322580645162)"
15-12-2022 14:21:19.845141,"(71.0, 170.0, 155.71428571428572)","(41.0, 90.0, 85.83333333333333)","(1.45, 1.59, 1.5890625)","(8.0, 11.0, 10.677725118483412)","(71.0, 290.0, 270.0)","(5.5, 7.2, 7.079245283018868)","(8.0, 10.0, 9.824390243902439)","(51.0, 120.0, 112.90322580645162)"
15-12-2022 14:21:21.101178,"(71.0, 170.0, 161.66666666666666)","(41.0, 90.0, 85.83333333333333)","(1.45, 1.59, 1.5890625)","(8.0, 11.0, 10.677725118483412)","(71.0, 280.0, 245.0)","(5.5, 7.2, 7.030769230769231)","(8.0, 10.0, 9.802197802197803)","(51.0, 120.0, 112.90322580645162)"
15-12-2022 14:21:22.328175,"(71.0, 170.0, 161.66666666666666)","(41.0, 90.0, 85.83333333333333)","(1.45, 1.59, 1.5892307692307692)","(8.0, 11.0, 10.677725118483412)","(71.0, 280.0, 245.0)","(5.5, 7.2, 7.030769230769231)","(8.0, 10.0, 9.802197802197803)","(51.0, 120.0, 113.125)"
15-12-2022 14:21:23.548004,"(71.0, 170.0, 161.66666666666666)","(41.0, 90.0, 85.71428571428571)","(1.45, 1.59, 1.5892307692307692)","(8.0, 11.0, 10.469594594594595)","(71.0, 280.0, 245.0)","(5.5, 7.2, 7.030769230769231)","(8.0, 10.0, 9.802197802197803)","(51.0, 120.0, 113.125)"
15-12-2022 14:21:24.825866,"(71.0, 170.0, 161.66666666666666)","(41.0, 90.0, 88.04347826086956)","(1.45, 1.59, 1.5881818181818184)","(8.0, 10.5, 10.611940298507463)","(71.0, 280.0, 245.0)","(5.5, 7.2, 6.972131147540984)","(8.0, 10.0, 9.711764705882352)","(51.0, 120.0, 113.125)"
15-12-2022 14:21:26.015549,"(71.0, 170.0, 161.66666666666666)","(51.0, 120.0, 88.04347826086956)","(1.45, 1.59, 1.5881818181818184)","(7.5, 11.0, 10.611940298507463)","(71.0, 280.0, 245.0)","(5.5, 7.0, 6.901449275362319)","(8.0, 10.0, 9.711764705882352)","(51.0, 120.0, 113.125)"
15-12-2022 14:21:27.244728,"(71.0, 170.0, 161.66666666666666)","(41.0, 120.0, 96.11111111111111)","(1.45, 1.59, 1.5897209302325581)","(7.5, 11.0, 10.858024691358025)","(81.0, 280.0, 245.0)","(5.5, 7.0, 6.777639751552795)","(8.0, 10.0, 9.842424242424244)","(51.0, 120.0, 113.125)"
15-12-2022 14:21:28.465991,"(71.0, 170.0, 161.66666666666666)","(41.0, 110.0, 96.11111111111111)","(1.45, 1.59, 1.5899052132701423)","(7.5, 11.0, 10.9875)","(81.0, 280.0, 245.0)","(5.5, 6.8, 6.750276243093922)","(8.0, 10.0, 9.842424242424244)","(51.0, 120.0, 107.77777777777777)"
15-12-2022 14:21:29.650102,"(71.0, 170.0, 161.66666666666666)","(41.0, 110.0, 94.0909090909091)","(1.45, 1.59, 1.5944636678200692)","(7.5, 11.0, 11.159574468085106)","(81.0, 280.0, 245.0)","(5.5, 6.8, 6.65)","(8.0, 10.0, 9.877777777777778)","(51.0, 120.0, 107.77777777777777)"
15-12-2022 14:21:30.931848,"(71.0, 170.0, 161.66666666666666)","(41.0, 110.0, 92.5)","(1.45, 1.6, 1.602857142857143)","(7.5, 11.5, 11.244444444444444)","(81.0, 280.0, 245.0)","(5.5, 6.8, 6.379824561403509)","(8.0, 10.0, 10.033898305084746)","(51.0, 120.0, 107.77777777777777)"
15-12-2022 14:21:32.164366,"(71.0, 170.0, 161.66666666666666)","(41.0, 110.0, 92.5)","(1.45, 1.61, 1.6090909090909091)","(7.5, 11.5, 10.909638554216867)","(81.0, 280.0, 245.0)","(5.5, 6.4, 6.361417322834646)","(8.0, 10.5, 9.965277777777779)","(51.0, 120.0, 107.77777777777777)"
15-12-2022 14:21:33.411009,"(71.0, 170.0, 161.66666666666666)","(41.0, 110.0, 94.0909090909091)","(1.45, 1.61, 1.598)","(7.5, 11.0, 11.261467889908257)","(81.0, 280.0, 245.0)","(5.5, 6.4, 6.361417322834646)","(8.0, 10.5, 10.122549019607844)","(51.0, 120.0, 107.77777777777777)"
15-12-2022 14:21:34.629642,"(71.0, 150.0, 140.0)","(41.0, 110.0, 94.0909090909091)","(1.45, 1.6, 1.5998550724637681)","(7.5, 11.5, 11.257009345794392)","(81.0, 280.0, 245.0)","(5.5, 6.4, 6.361417322834646)","(8.0, 10.5, 10.056451612903226)","(51.0, 120.0, 107.05882352941177)"
15-12-2022 14:21:35.887484,"(71.0, 150.0, 137.14285714285714)","(41.0, 110.0, 94.0909090909091)","(1.45, 1.61, 1.605808383233533)","(7.5, 11.5, 10.855072463768115)","(81.0, 280.0, 252.0)","(5.5, 6.4, 6.375665399239544)","(8.0, 10.5, 10.107142857142858)","(51.0, 120.0, 102.5)"
15-12-2022 14:21:37.129642,"(71.0, 150.0, 145.71428571428572)","(41.0, 110.0, 105.0)","(1.45, 1.61, 1.601745283018868)","(7.5, 11.0, 11.108108108108109)","(81.0, 280.0, 262.5)","(5.5, 6.4, 6.518620689655172)","(8.0, 10.5, 10.169811320754716)","(51.0, 110.0, 101.66666666666667)"
15-12-2022 14:21:38.353654,"(71.0, 160.0, 137.5)","(41.0, 110.0, 106.25)","(1.45, 1.61, 1.5858666666666668)","(7.5, 11.5, 11.330985915492958)","(81.0, 280.0, 263.3333333333333)","(5.5, 6.6, 6.557142857142857)","(8.0, 10.5, 10.36046511627907)","(51.0, 110.0, 97.5)"
15-12-2022 14:21:39.554839,"(71.0, 170.0, 155.0)","(41.0, 110.0, 107.5)","(1.45, 1.59, 1.5883823529411765)","(7.5, 11.5, 11.544117647058824)","(81.0, 280.0, 268.8888888888889)","(5.5, 6.6, 6.307865168539326)","(8.0, 10.5, 10.596153846153847)","(51.0, 110.0, 96.36363636363636)"
15-12-2022 14:21:40.676179,"(71.0, 170.0, 154.0)","(41.0, 120.0, 98.57142857142857)","(1.45, 1.59, 1.5883823529411765)","(7.5, 12.0, 11.5)","(81.0, 280.0, 271.1111111111111)","(5.5, 6.4, 6.276744186046512)","(8.0, 11.0, 10.571428571428571)","(51.0, 110.0, 96.36363636363636)"
15-12-2022 14:21:41.781104,"(71.0, 170.0, 158.57142857142858)","(41.0, 120.0, 98.57142857142857)","(1.45, 1.59, 1.5824719101123597)","(7.5, 11.5, 11.329411764705883)","(81.0, 280.0, 271.1111111111111)","(5.5, 6.4, 6.269473684210527)","(8.0, 11.0, 10.571428571428571)","(51.0, 110.0, 99.28571428571429)"
15-12-2022 14:21:42.857257,"(71.0, 170.0, 158.57142857142858)","(41.0, 120.0, 100.64516129032258)","(1.45, 1.59, 1.5824719101123597)","(7.5, 11.5, 11.184782608695652)","(81.0, 280.0, 271.1111111111111)","(5.5, 6.4, 6.269473684210527)","(8.0, 11.0, 10.571428571428571)","(51.0, 110.0, 99.28571428571429)"
15-12-2022 14:21:43.962500,"(71.0, 170.0, 158.57142857142858)","(41.0, 120.0, 100.64516129032258)","(1.45, 1.59, 1.5861538461538462)","(7.5, 11.5, 11.456521739130435)","(81.0, 280.0, 271.1111111111111)","(5.5, 6.4, 6.166666666666667)","(8.0, 11.0, 10.77450980392157)","(51.0, 110.0, 99.61538461538461)"
15-12-2022 14:21:45.106024,"(71.0, 170.0, 162.0)","(41.0, 120.0, 100.64516129032258)","(1.45, 1.59, 1.5881818181818184)","(7.5, 12.0, 11.456521739130435)","(81.0, 280.0, 271.1111111111111)","(5.5, 6.2, 6.166666666666667)","(8.0, 11.0, 10.77450980392157)","(51.0, 110.0, 100.45454545454545)"
15-12-2022 14:21:46.327071,"(71.0, 170.0, 162.0)","(41.0, 120.0, 98.94736842105263)","(1.45, 1.59, 1.589154929577465)","(7.5, 12.0, 11.464646464646465)","(81.0, 280.0, 271.1111111111111)","(5.5, 6.2, 6.148)","(8.0, 11.0, 11.00632911392405)","(51.0, 110.0, 100.45454545454545)"
15-12-2022 14:21:47.579998,"(71.0, 170.0, 162.0)","(41.0, 120.0, 98.94736842105263)","(1.45, 1.59, 1.5820481927710843)","(7.5, 12.0, 11.495145631067961)","(81.0, 280.0, 271.1111111111111)","(5.5, 6.2, 6.126966292134831)","(8.0, 11.5, 10.8)","(51.0, 110.0, 99.0)"
15-12-2022 14:21:48.863113,"(71.0, 170.0, 157.5)","(51.0, 120.0, 101.17647058823529)","(1.45, 1.59, 1.5820481927710843)","(7.5, 12.0, 11.558823529411764)","(81.0, 280.0, 271.1111111111111)","(5.5, 6.2, 6.1102439024390245)","(8.0, 11.0, 10.763157894736842)","(51.0, 110.0, 100.45454545454545)"
15-12-2022 14:21:50.118532,"(71.0, 160.0, 156.66666666666666)","(51.0, 120.0, 101.17647058823529)","(1.45, 1.59, 1.5921468926553672)","(7.5, 12.0, 11.53125)","(81.0, 280.0, 271.1111111111111)","(5.5, 6.2, 6.116182572614108)","(8.0, 11.0, 10.6875)","(51.0, 110.0, 100.45454545454545)"
15-12-2022 14:21:51.358047,"(71.0, 160.0, 156.66666666666666)","(51.0, 120.0, 101.17647058823529)","(1.45, 1.6, 1.5917674418604653)","(7.5, 12.0, 11.554455445544555)","(81.0, 280.0, 272.0)","(5.5, 6.2, 6.054838709677419)","(8.0, 11.0, 10.669491525423728)","(51.0, 110.0, 100.45454545454545)"
15-12-2022 14:21:52.576143,"(71.0, 160.0, 158.57142857142858)","(51.0, 120.0, 97.77777777777777)","(1.45, 1.6, 1.591844660194175)","(7.5, 12.0, 11.554455445544555)","(81.0, 280.0, 272.72727272727275)","(5.5, 6.2, 6.0726415094339625)","(8.0, 11.0, 10.669491525423728)","(51.0, 110.0, 99.0)"
15-12-2022 14:21:53.743851,"(71.0, 180.0, 165.0)","(51.0, 120.0, 97.77777777777777)","(1.45, 1.6, 1.591844660194175)","(7.5, 12.0, 11.538461538461538)","(81.0, 280.0, 272.72727272727275)","(5.5, 6.2, 6.0726415094339625)","(8.0, 11.0, 10.669491525423728)","(51.0, 110.0, 100.45454545454545)"
15-12-2022 14:21:54.899569,"(71.0, 180.0, 161.53846153846155)","(51.0, 120.0, 97.77777777777777)","(1.45, 1.6, 1.591844660194175)","(7.5, 12.0, 11.430769230769231)","(81.0, 280.0, 272.72727272727275)","(5.5, 6.2, 6.069565217391305)","(8.0, 11.0, 10.596153846153847)","(51.0, 110.0, 100.45454545454545)"
15-12-2022 14:21:56.030671,"(71.0, 180.0, 161.53846153846155)","(51.0, 120.0, 97.77777777777777)","(1.45, 1.6, 1.591844660194175)","(7.5, 11.5, 11.430769230769231)","(81.0, 280.0, 272.72727272727275)","(5.5, 6.2, 6.069565217391305)","(8.0, 11.0, 10.589285714285714)","(51.0, 110.0, 100.45454545454545)"
15-12-2022 14:21:57.064499,"(71.0, 180.0, 161.53846153846155)","(51.0, 120.0, 97.77777777777777)","(1.45, 1.6, 1.591844660194175)","(7.5, 11.5, 11.430769230769231)","(81.0, 280.0, 272.72727272727275)","(5.5, 6.2, 6.069565217391305)","(8.0, 11.0, 10.589285714285714)","(51.0, 110.0, 105.9090909090909)"
15-12-2022 14:21:58.163003,"(71.0, 180.0, 161.53846153846155)","(51.0, 120.0, 97.77777777777777)","(1.45, 1.6, 1.591844660194175)","(7.5, 11.5, 11.435714285714285)","(81.0, 280.0, 272.72727272727275)","(5.5, 6.2, 6.05)","(8.0, 11.0, 10.589285714285714)","(51.0, 110.0, 105.9090909090909)"
15-12-2022 14:21:59.380164,"(71.0, 180.0, 161.53846153846155)","(51.0, 120.0, 95.78125)","(1.45, 1.6, 1.5942410714285715)","(7.5, 11.5, 11.479166666666666)","(81.0, 280.0, 337.5)","(5.5, 6.2, 5.98125)","(8.0, 11.0, 10.447368421052632)","(51.0, 110.0, 105.0)"
15-12-2022 14:22:00.671179,"(71.0, 180.0, 161.53846153846155)","(51.0, 120.0, 100.64516129032258)","(1.45, 1.6, 1.6073722627737228)","(7.5, 11.5, 11.53)","(81.0, 350.0, 337.5)","(5.5, 6.0, 5.825)","(8.0, 10.5, 10.437037037037037)","(51.0, 110.0, 105.0)"
15-12-2022 14:22:02.038874,"(71.0, 180.0, 161.53846153846155)","(51.0, 120.0, 100.64516129032258)","(1.45, 1.61, 1.6198684210526317)","(7.5, 12.0, 11.4)","(81.0, 350.0, 330.0)","(5.5, 5.9, 5.870270270270271)","(8.0, 11.0, 10.427536231884059)","(51.0, 110.0, 105.0)"
15-12-2022 14:22:03.445455,"(71.0, 180.0, 161.53846153846155)","(51.0, 120.0, 100.64516129032258)","(1.45, 1.62, 1.6198684210526317)","(7.5, 11.5, 11.293577981651376)","(81.0, 350.0, 330.0)","(5.5, 5.9, 5.872093023255815)","(8.0, 10.5, 10.358823529411765)","(51.0, 110.0, 105.0)"
15-12-2022 14:22:04.787642,"(71.0, 180.0, 161.53846153846155)","(51.0, 120.0, 101.81818181818181)","(1.45, 1.63, 1.6205164319248826)","(7.5, 12.0, 11.293650793650794)","(81.0, 350.0, 330.0)","(5.5, 5.9, 5.747619047619048)","(8.0, 10.5, 10.31159420289855)","(51.0, 110.0, 103.33333333333333)"
15-12-2022 14:22:06.030773,"(71.0, 180.0, 161.53846153846155)","(51.0, 120.0, 100.64516129032258)","(1.45, 1.65, 1.6413120567375885)","(7.5, 11.5, 11.293650793650794)","(81.0, 350.0, 330.0)","(5.5, 5.8, 5.747619047619048)","(8.0, 10.5, 10.31159420289855)","(51.0, 110.0, 103.33333333333333)"
15-12-2022 14:22:07.261716,"(81.0, 180.0, 161.53846153846155)","(51.0, 120.0, 100.64516129032258)","(1.45, 1.64, 1.6340579710144927)","(8.0, 11.5, 11.263636363636364)","(91.0, 350.0, 330.0)","(5.0, 5.8, 5.738888888888889)","(8.0, 10.5, 10.31159420289855)","(51.0, 110.0, 105.0)"
15-12-2022 14:22:08.403334,"(81.0, 180.0, 161.53846153846155)","(51.0, 120.0, 100.64516129032258)","(1.45, 1.64, 1.6327918781725888)","(8.0, 11.5, 11.259615384615385)","(91.0, 340.0, 300.0)","(5.0, 5.8, 5.748837209302326)","(8.0, 10.5, 10.348837209302326)","(51.0, 110.0, 105.0)"
15-12-2022 14:22:09.689783,"(81.0, 180.0, 161.53846153846155)","(51.0, 120.0, 100.64516129032258)","(1.45, 1.64, 1.6320348837209302)","(8.0, 11.5, 11.327868852459016)","(91.0, 340.0, 313.3333333333333)","(5.0, 5.8, 5.748837209302326)","(8.0, 10.5, 10.357142857142858)","(51.0, 110.0, 102.5)"
15-12-2022 14:22:10.963906,"(81.0, 180.0, 161.53846153846155)","(51.0, 120.0, 100.64516129032258)","(1.45, 1.64, 1.6321472392638037)","(8.0, 11.5, 11.327868852459016)","(101.0, 340.0, 280.7692307692308)","(5.0, 5.8, 5.748837209302326)","(8.0, 10.5, 10.357142857142858)","(51.0, 110.0, 102.5)"
15-12-2022 14:22:12.247351,"(81.0, 180.0, 161.53846153846155)","(51.0, 120.0, 100.64516129032258)","(1.45, 1.64, 1.6146708463949844)","(8.0, 11.5, 11.654411764705882)","(101.0, 340.0, 298.0)","(5.0, 5.8, 5.864893617021277)","(8.0, 10.5, 10.52)","(51.0, 110.0, 97.72727272727273)"
15-12-2022 14:22:13.776167,"(81.0, 180.0, 161.53846153846155)","(51.0, 120.0, 100.54054054054055)","(1.45, 1.62, 1.6152777777777778)","(8.0, 12.0, 11.664335664335665)","(101.0, 340.0, 298.0)","(5.0, 5.9, 5.917977528089888)","(8.0, 11.0, 10.34433962264151)","(51.0, 110.0, 97.72727272727273)"
15-12-2022 14:22:15.244829,"(81.0, 180.0, 161.53846153846155)","(51.0, 120.0, 106.15384615384616)","(1.45, 1.62, 1.6129797979797982)","(8.0, 12.0, 11.254716981132075)","(101.0, 340.0, 298.0)","(5.0, 6.0, 5.924615384615385)","(8.0, 10.5, 10.217791411042946)","(51.0, 110.0, 104.8076923076923)"
15-12-2022 14:22:16.491614,"(81.0, 180.0, 175.0)","(51.0, 120.0, 106.15384615384616)","(1.45, 1.62, 1.6108947368421054)","(8.0, 11.5, 11.254716981132075)","(101.0, 340.0, 298.0)","(5.0, 6.0, 5.924615384615385)","(8.0, 10.5, 10.217791411042946)","(51.0, 110.0, 105.38461538461539)"
15-12-2022 14:22:17.676097,"(81.0, 180.0, 175.0)","(51.0, 120.0, 106.66666666666667)","(1.45, 1.62, 1.6108947368421054)","(8.0, 11.5, 11.254716981132075)","(101.0, 340.0, 286.0)","(5.0, 6.0, 5.946153846153846)","(8.0, 10.5, 10.227272727272727)","(51.0, 110.0, 102.0)"
15-12-2022 14:22:18.896178,"(81.0, 180.0, 176.92307692307693)","(51.0, 120.0, 110.27027027027027)","(1.45, 1.62, 1.613804347826087)","(8.0, 11.5, 11.25)","(101.0, 340.0, 286.0)","(5.0, 6.0, 5.9524271844660195)","(8.0, 10.5, 10.227272727272727)","(51.0, 110.0, 102.0)"
15-12-2022 14:22:20.060039,"(81.0, 180.0, 176.92307692307693)","(51.0, 120.0, 110.27027027027027)","(1.45, 1.62, 1.613804347826087)","(8.0, 11.5, 11.25)","(101.0, 340.0, 286.0)","(5.0, 6.0, 5.9524271844660195)","(8.0, 10.5, 10.227272727272727)","(51.0, 110.0, 105.55555555555556)"
15-12-2022 14:22:21.213586,"(81.0, 180.0, 176.92307692307693)","(51.0, 120.0, 110.27027027027027)","(1.45, 1.62, 1.613804347826087)","(8.0, 11.5, 11.25)","(101.0, 340.0, 286.0)","(5.0, 6.0, 5.9524271844660195)","(8.0, 10.5, 10.227272727272727)","(51.0, 110.0, 105.55555555555556)"
15-12-2022 14:22:22.339987,"(81.0, 180.0, 176.92307692307693)","(51.0, 120.0, 111.3953488372093)","(1.45, 1.62, 1.6140209790209792)","(8.0, 11.5, 11.25)","(101.0, 340.0, 290.5882352941176)","(5.0, 6.0, 6.013978494623656)","(8.0, 10.5, 10.227272727272727)","(51.0, 110.0, 104.0)"
15-12-2022 14:22:23.461052,"(91.0, 180.0, 176.66666666666666)","(61.0, 120.0, 111.08108108108108)","(1.45, 1.61, 1.605826446280992)","(8.0, 11.5, 11.25)","(101.0, 340.0, 290.5882352941176)","(5.0, 6.2, 6.036111111111111)","(8.0, 10.5, 10.219298245614034)","(51.0, 110.0, 104.0)"
15-12-2022 14:22:24.525755,"(91.0, 180.0, 176.66666666666666)","(61.0, 120.0, 111.08108108108108)","(1.45, 1.61, 1.605589519650655)","(8.0, 11.5, 11.25)","(101.0, 340.0, 290.5882352941176)","(5.0, 6.2, 6.036111111111111)","(8.0, 10.5, 10.219298245614034)","(51.0, 110.0, 111.66666666666666)"
15-12-2022 14:22:25.579093,"(91.0, 180.0, 176.66666666666666)","(61.0, 120.0, 111.08108108108108)","(1.45, 1.61, 1.605589519650655)","(8.0, 11.5, 11.25)","(101.0, 340.0, 290.5882352941176)","(5.0, 6.2, 6.037864077669903)","(8.0, 10.5, 10.203703703703704)","(51.0, 120.0, 102.85714285714286)"
15-12-2022 14:22:26.731286,"(91.0, 180.0, 177.33333333333334)","(61.0, 120.0, 111.08108108108108)","(1.45, 1.6, 1.5978422273781903)","(8.0, 11.5, 11.25)","(101.0, 340.0, 290.5882352941176)","(5.0, 6.2, 6.055609756097561)","(8.0, 10.5, 10.224137931034482)","(51.0, 120.0, 102.85714285714286)"
15-12-2022 14:22:27.944070,"(91.0, 180.0, 177.33333333333334)","(61.0, 120.0, 111.95121951219512)","(1.45, 1.6, 1.5953130590339895)","(8.0, 11.5, 11.325)","(101.0, 340.0, 316.6666666666667)","(5.0, 6.2, 6.056716417910448)","(8.0, 10.5, 10.224137931034482)","(51.0, 120.0, 102.85714285714286)"
15-12-2022 14:22:29.132604,"(91.0, 180.0, 177.33333333333334)","(61.0, 120.0, 112.5)","(1.4, 1.6, 1.5952877697841727)","(8.0, 11.5, 11.325)","(101.0, 330.0, 296.6666666666667)","(5.0, 6.2, 6.064150943396227)","(8.0, 10.5, 10.224137931034482)","(51.0, 120.0, 110.0)"
15-12-2022 14:22:30.323257,"(91.0, 180.0, 177.33333333333334)","(61.0, 120.0, 112.5)","(1.4, 1.6, 1.5971844660194177)","(8.0, 11.5, 11.544776119402986)","(101.0, 330.0, 293.3333333333333)","(5.0, 6.2, 6.062325581395349)","(8.0, 10.5, 10.192307692307692)","(51.0, 120.0, 112.0)"
15-12-2022 14:22:31.453692,"(91.0, 180.0, 177.33333333333334)","(61.0, 120.0, 112.5)","(1.4, 1.6, 1.5968817204301076)","(8.0, 12.0, 11.643939393939394)","(101.0, 320.0, 293.3333333333333)","(5.0, 6.2, 6.049214659685864)","(8.0, 10.5, 10.192307692307692)","(51.0, 120.0, 112.0)"
15-12-2022 14:22:32.618558,"(91.0, 180.0, 177.33333333333334)","(61.0, 120.0, 112.32558139534883)","(1.4, 1.6, 1.5916265060240964)","(8.0, 12.0, 11.732142857142858)","(101.0, 320.0, 293.3333333333333)","(5.0, 6.2, 6.075268817204301)","(8.0, 10.5, 10.192307692307692)","(51.0, 120.0, 112.0)"
15-12-2022 14:22:33.746739,"(91.0, 180.0, 177.33333333333334)","(61.0, 120.0, 112.32558139534883)","(1.4, 1.6, 1.5916265060240964)","(8.0, 12.0, 11.75)","(101.0, 320.0, 293.3333333333333)","(5.0, 6.2, 6.075268817204301)","(8.0, 10.5, 10.192307692307692)","(51.0, 120.0, 112.0)"
15-12-2022 14:22:34.831339,"(91.0, 180.0, 177.33333333333334)","(61.0, 120.0, 112.32558139534883)","(1.4, 1.6, 1.5916265060240964)","(8.0, 12.0, 11.73469387755102)","(101.0, 320.0, 293.3333333333333)","(5.0, 6.2, 6.086407766990291)","(8.0, 10.5, 10.19108280254777)","(51.0, 120.0, 112.5)"
15-12-2022 14:22:35.879764,"(91.0, 180.0, 177.33333333333334)","(61.0, 120.0, 112.32558139534883)","(1.4, 1.6, 1.5934123222748815)","(8.0, 12.0, 11.73469387755102)","(101.0, 320.0, 293.3333333333333)","(5.0, 6.2, 6.086407766990291)","(8.0, 10.5, 10.192307692307692)","(51.0, 120.0, 107.36842105263158)"
15-12-2022 14:22:36.970874,"(91.0, 180.0, 177.33333333333334)","(61.0, 120.0, 112.32558139534883)","(1.4, 1.6, 1.5934123222748815)","(8.0, 12.0, 11.712962962962964)","(101.0, 320.0, 293.3333333333333)","(5.0, 6.2, 6.074866310160428)","(8.0, 10.5, 10.192307692307692)","(51.0, 110.0, 107.36842105263158)"
15-12-2022 14:22:38.075835,"(91.0, 180.0, 177.33333333333334)","(61.0, 120.0, 112.32558139534883)","(1.4, 1.6, 1.59376)","(8.0, 12.0, 11.712962962962964)","(101.0, 320.0, 293.3333333333333)","(5.0, 6.2, 6.07)","(8.0, 10.5, 10.339805825242719)","(51.0, 110.0, 106.66666666666667)"
15-12-2022 14:22:39.245779,"(91.0, 180.0, 175.0)","(61.0, 120.0, 112.32558139534883)","(1.4, 1.6, 1.5831383737517832)","(8.0, 12.0, 11.895833333333334)","(101.0, 320.0, 293.3333333333333)","(5.0, 6.2, 6.097368421052631)","(8.0, 10.5, 10.384615384615385)","(51.0, 110.0, 106.42857142857143)"
15-12-2022 14:22:40.337882,"(91.0, 180.0, 175.0)","(61.0, 120.0, 112.5)","(1.4, 1.59, 1.5831383737517832)","(8.0, 12.0, 11.966165413533835)","(101.0, 320.0, 293.3333333333333)","(5.0, 6.2, 6.085046728971963)","(8.0, 10.5, 10.243055555555555)","(51.0, 110.0, 106.42857142857143)"
15-12-2022 14:22:41.492601,"(91.0, 180.0, 175.0)","(61.0, 120.0, 112.5)","(1.4, 1.59, 1.5803753351206435)","(8.0, 12.5, 11.966165413533835)","(101.0, 320.0, 293.3333333333333)","(5.0, 6.2, 6.036363636363637)","(8.0, 10.5, 10.243055555555555)","(51.0, 110.0, 106.42857142857143)"
15-12-2022 14:22:42.602011,"(91.0, 180.0, 175.0)","(61.0, 120.0, 112.5)","(1.4, 1.59, 1.5803753351206435)","(8.0, 12.5, 11.966165413533835)","(101.0, 320.0, 293.3333333333333)","(5.0, 6.2, 6.036363636363637)","(8.0, 10.5, 10.243055555555555)","(51.0, 110.0, 106.66666666666667)"
15-12-2022 14:22:43.682142,"(91.0, 180.0, 175.0)","(61.0, 120.0, 112.5)","(1.4, 1.59, 1.5803748326639893)","(8.0, 12.5, 11.966165413533835)","(101.0, 320.0, 293.3333333333333)","(5.0, 6.2, 6.014705882352941)","(8.0, 10.5, 10.243055555555555)","(51.0, 110.0, 106.66666666666667)"
15-12-2022 14:22:44.839465,"(91.0, 180.0, 175.0)","(61.0, 120.0, 112.5)","(1.4, 1.59, 1.5809102402022757)","(8.0, 12.5, 11.966165413533835)","(101.0, 320.0, 285.0)","(5.0, 6.2, 6.027397260273973)","(8.0, 10.5, 10.243055555555555)","(51.0, 110.0, 102.5)"
15-12-2022 14:22:45.882868,"(91.0, 180.0, 175.0)","(61.0, 120.0, 112.32558139534883)","(1.4, 1.59, 1.5805394736842107)","(8.0, 12.5, 11.940944881889763)","(101.0, 310.0, 285.0)","(5.0, 6.2, 6.027397260273973)","(8.0, 10.5, 10.5177304964539)","(51.0, 110.0, 107.0)"
15-12-2022 14:22:46.923958,"(91.0, 180.0, 176.66666666666666)","(61.0, 120.0, 112.5)","(1.4, 1.59, 1.5774953959484348)","(8.0, 12.5, 12.125)","(101.0, 330.0, 252.0)","(5.0, 6.2, 6.024210526315789)","(8.0, 11.0, 10.5177304964539)","(51.0, 110.0, 107.0)"
15-12-2022 14:22:47.946149,"(91.0, 180.0, 176.66666666666666)","(61.0, 120.0, 112.5)","(1.4, 1.59, 1.5778420038535645)","(8.0, 12.5, 12.145454545454545)","(101.0, 330.0, 286.6666666666667)","(5.0, 6.2, 6.028915662650602)","(8.0, 11.0, 10.569230769230769)","(51.0, 110.0, 106.25)"
