,Buckle Up Tahlia,Buckle Up Avery,Aston Paisley,Bedrock Cruiser,Zurhaar
10-01-2023 13:12:00.154205,"(15.0, 36.0, 33.95)","(1.3, 1.42, 1.3504347826086958)","(5.0, 9.0, 7.2)","(18.0, 48.0, 19.81818181818182)","(5.5, 23.0, 21.607142857142858)"
10-01-2023 13:12:01.096459,"(15.0, 38.0, 35.75)","(1.3, 1.42, 1.3504347826086958)","(5.0, 9.0, 7.2)","(18.0, 48.0, 19.81818181818182)","(5.5, 23.0, 21.607142857142858)"
10-01-2023 13:12:01.968834,"(15.0, 38.0, 35.75)","(1.3, 1.42, 1.3504347826086958)","(5.0, 9.0, 7.2)","(18.0, 48.0, 36.0)","(5.5, 23.0, 21.7)"
10-01-2023 13:12:02.843185,"(15.0, 38.0, 35.75)","(1.3, 1.42, 1.3504347826086958)","(5.0, 9.0, 7.2)","(18.0, 48.0, 36.0)","(5.5, 23.0, 21.7)"
10-01-2023 13:12:03.693487,"(15.0, 38.0, 35.75)","(1.3, 1.42, 1.3504347826086958)","(5.0, 9.0, 7.2)","(18.0, 48.0, 36.0)","(5.5, 23.0, 21.7)"
10-01-2023 13:12:04.575180,"(15.0, 38.0, 35.75)","(1.3, 1.42, 1.3599999999999999)","(5.0, 9.0, 7.2)","(18.0, 48.0, 36.0)","(5.5, 23.0, 21.7)"
10-01-2023 13:12:05.467097,"(15.0, 38.0, 29.964285714285715)","(1.3, 1.4, 1.3563235294117646)","(5.0, 9.0, 7.2)","(18.0, 46.0, 39.0)","(5.5, 23.0, 19.96153846153846)"
10-01-2023 13:12:06.365809,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.4, 1.3442391304347827)","(5.0, 9.0, 7.833333333333334)","(18.0, 46.0, 24.846153846153847)","(5.5, 24.0, 19.96153846153846)"
10-01-2023 13:12:07.365907,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.4, 1.3442391304347827)","(5.0, 9.0, 7.833333333333334)","(18.0, 44.0, 27.5)","(5.5, 24.0, 19.96153846153846)"
10-01-2023 13:12:08.231038,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.4, 1.3442391304347827)","(5.0, 9.0, 7.833333333333334)","(18.0, 44.0, 27.5)","(5.5, 24.0, 19.96153846153846)"
10-01-2023 13:12:09.087422,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.4, 1.3442391304347827)","(5.0, 9.0, 7.833333333333334)","(18.0, 44.0, 27.5)","(5.5, 24.0, 19.96153846153846)"
10-01-2023 13:12:10.003247,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.4, 1.3442391304347827)","(5.0, 9.0, 7.833333333333334)","(18.0, 44.0, 27.5)","(5.5, 24.0, 20.41304347826087)"
10-01-2023 13:12:11.007594,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.4, 1.3442391304347827)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 24.75)","(5.5, 24.0, 20.41304347826087)"
10-01-2023 13:12:11.975669,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.4, 1.3442391304347827)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 24.75)","(5.5, 24.0, 20.41304347826087)"
10-01-2023 13:12:12.943930,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.4, 1.3442391304347827)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 24.75)","(5.5, 24.0, 20.41304347826087)"
10-01-2023 13:12:13.934230,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.4, 1.3442391304347827)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 24.75)","(5.5, 24.0, 20.41304347826087)"
10-01-2023 13:12:14.989409,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.4, 1.3442391304347827)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 24.75)","(5.5, 24.0, 20.41304347826087)"
10-01-2023 13:12:16.007272,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.4, 1.3442391304347827)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 29.333333333333332)","(5.5, 24.0, 20.41304347826087)"
10-01-2023 13:12:16.933504,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.4, 1.3442391304347827)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 29.333333333333332)","(5.5, 24.0, 20.41304347826087)"
10-01-2023 13:12:17.830278,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.4, 1.3442391304347827)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 29.11764705882353)","(5.5, 24.0, 20.41304347826087)"
10-01-2023 13:12:18.841230,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.4, 1.3442391304347827)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 29.11764705882353)","(5.5, 24.0, 20.41304347826087)"
10-01-2023 13:12:19.764215,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.4, 1.3442391304347827)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 29.11764705882353)","(5.5, 24.0, 20.41304347826087)"
10-01-2023 13:12:20.902071,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.4, 1.3448387096774193)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.875)","(5.5, 24.0, 20.41304347826087)"
10-01-2023 13:12:21.809037,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.4, 1.3448387096774193)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.875)","(5.5, 24.0, 20.41304347826087)"
10-01-2023 13:12:22.792439,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 24.0, 20.41304347826087)"
10-01-2023 13:12:24.062495,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 24.0, 20.41304347826087)"
10-01-2023 13:12:24.979015,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 24.0, 20.41304347826087)"
10-01-2023 13:12:25.922277,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 24.0, 20.41304347826087)"
10-01-2023 13:12:26.989117,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 24.0, 20.41304347826087)"
10-01-2023 13:12:27.875924,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 24.0, 20.41304347826087)"
10-01-2023 13:12:28.835000,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 24.0, 20.41304347826087)"
10-01-2023 13:12:29.715376,"(15.0, 38.0, 27.411764705882355)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 24.0, 20.41304347826087)"
10-01-2023 13:12:30.804804,"(15.0, 36.0, 28.678571428571427)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 24.0, 22.07142857142857)"
10-01-2023 13:12:31.796993,"(15.0, 34.0, 29.375)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:32.700221,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:33.558333,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:34.365340,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:35.258733,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:36.159480,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:37.011364,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:37.883679,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:38.757968,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:39.593113,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:40.459398,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:41.337870,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:42.211231,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:43.108986,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:44.232206,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:45.228455,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:46.194753,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:47.097163,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:48.004214,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:48.968660,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:49.891328,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:50.910180,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:51.867017,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:52.971301,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:54.088348,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:55.298607,"(15.0, 34.0, 32.150000000000006)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:56.350670,"(15.0, 34.0, 31.42857142857143)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:57.455906,"(15.0, 34.0, 31.42857142857143)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:58.445131,"(15.0, 34.0, 31.8125)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:12:59.331992,"(15.0, 34.0, 31.8125)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:13:00.271092,"(15.0, 34.0, 31.8125)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 28.470588235294116)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:13:01.210861,"(15.0, 34.0, 31.8125)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 34.89655172413793)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:13:02.265913,"(15.0, 34.0, 23.705882352941174)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 29.176470588235293)","(5.5, 23.0, 22.07142857142857)"
10-01-2023 13:13:03.311452,"(15.0, 32.0, 25.541666666666668)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 26.0)","(5.5, 23.0, 21.0)"
10-01-2023 13:13:04.307730,"(15.0, 32.0, 25.541666666666668)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 26.0)","(5.5, 23.0, 21.0)"
10-01-2023 13:13:05.302488,"(15.0, 32.0, 25.541666666666668)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 26.0)","(5.5, 23.0, 21.0)"
10-01-2023 13:13:06.414794,"(15.0, 32.0, 21.666666666666668)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 35.310344827586206)","(5.5, 23.0, 21.0)"
10-01-2023 13:13:07.451644,"(15.0, 32.0, 21.666666666666668)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 35.310344827586206)","(5.5, 23.0, 21.0)"
10-01-2023 13:13:08.405830,"(15.0, 32.0, 21.666666666666668)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 35.310344827586206)","(5.5, 23.0, 21.0)"
10-01-2023 13:13:09.375754,"(15.0, 32.0, 21.666666666666668)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 35.310344827586206)","(5.5, 23.0, 21.8)"
10-01-2023 13:13:10.316210,"(15.0, 32.0, 21.666666666666668)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 35.310344827586206)","(5.5, 23.0, 21.9)"
10-01-2023 13:13:11.324934,"(15.0, 32.0, 21.666666666666668)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 35.310344827586206)","(5.5, 23.0, 21.9)"
10-01-2023 13:13:12.353342,"(15.0, 32.0, 21.666666666666668)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 35.310344827586206)","(5.5, 23.0, 21.9)"
10-01-2023 13:13:13.370777,"(15.0, 32.0, 21.666666666666668)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 35.310344827586206)","(5.5, 23.0, 22.166666666666668)"
10-01-2023 13:13:14.373438,"(15.0, 32.0, 21.666666666666668)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 35.310344827586206)","(5.5, 23.0, 22.166666666666668)"
10-01-2023 13:13:15.401306,"(15.0, 32.0, 22.136363636363637)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 35.310344827586206)","(5.5, 23.0, 20.0)"
10-01-2023 13:13:16.495143,"(15.0, 32.0, 22.136363636363637)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.5625)","(18.0, 44.0, 35.310344827586206)","(5.5, 24.0, 20.0)"
10-01-2023 13:13:17.602913,"(15.0, 32.0, 22.136363636363637)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.222222222222221)","(18.0, 44.0, 35.6)","(5.5, 24.0, 20.0)"
10-01-2023 13:13:18.648229,"(15.0, 32.0, 21.891304347826086)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.222222222222221)","(18.0, 44.0, 35.6)","(5.5, 24.0, 20.0)"
10-01-2023 13:13:19.893021,"(15.0, 32.0, 21.891304347826086)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.222222222222221)","(18.0, 44.0, 35.6)","(5.5, 24.0, 20.0)"
10-01-2023 13:13:20.905933,"(15.0, 32.0, 21.891304347826086)","(1.3, 1.39, 1.355)","(5.0, 9.0, 8.222222222222221)","(18.0, 44.0, 35.6)","(5.5, 24.0, 20.0)"
10-01-2023 13:13:22.192581,"(15.0, 32.0, 21.891304347826086)","(1.3, 1.39, 1.355)","(5.0, 8.8, 8.387500000000001)","(18.0, 44.0, 25.53846153846154)","(5.5, 24.0, 20.0)"
10-01-2023 13:13:23.262387,"(15.0, 32.0, 21.891304347826086)","(1.3, 1.39, 1.355)","(5.0, 8.8, 8.387500000000001)","(18.0, 44.0, 25.53846153846154)","(5.5, 24.0, 19.90909090909091)"
10-01-2023 13:13:24.288353,"(15.0, 32.0, 21.891304347826086)","(1.3, 1.39, 1.355)","(5.0, 8.8, 8.387500000000001)","(18.0, 44.0, 33.565217391304344)","(5.5, 24.0, 20.53846153846154)"
10-01-2023 13:13:25.207852,"(15.0, 32.0, 21.891304347826086)","(1.3, 1.39, 1.355)","(5.0, 8.8, 8.387500000000001)","(18.0, 44.0, 33.565217391304344)","(5.5, 24.0, 20.53846153846154)"
10-01-2023 13:13:26.207322,"(15.0, 32.0, 21.891304347826086)","(1.3, 1.39, 1.355)","(5.0, 8.8, 8.387500000000001)","(18.0, 44.0, 30.588235294117645)","(5.5, 24.0, 20.53846153846154)"
10-01-2023 13:13:27.280194,"(15.0, 32.0, 21.891304347826086)","(1.3, 1.39, 1.355)","(5.0, 8.8, 8.387500000000001)","(18.0, 44.0, 32.0)","(5.5, 24.0, 20.53846153846154)"
10-01-2023 13:13:28.315230,"(15.0, 32.0, 21.891304347826086)","(1.3, 1.39, 1.355)","(5.0, 8.8, 8.387500000000001)","(18.0, 44.0, 32.0)","(5.5, 24.0, 20.53846153846154)"
10-01-2023 13:13:29.343788,"(15.0, 32.0, 21.891304347826086)","(1.3, 1.39, 1.355)","(5.0, 8.8, 8.387500000000001)","(18.0, 44.0, 27.384615384615383)","(5.5, 24.0, 20.53846153846154)"
10-01-2023 13:13:30.400896,"(15.0, 32.0, 21.891304347826086)","(1.3, 1.39, 1.355)","(5.0, 8.8, 8.387500000000001)","(18.0, 44.0, 27.384615384615383)","(5.5, 24.0, 20.53846153846154)"
10-01-2023 13:13:31.371684,"(15.0, 32.0, 21.891304347826086)","(1.3, 1.39, 1.355)","(5.0, 8.8, 8.387500000000001)","(18.0, 44.0, 27.384615384615383)","(5.5, 24.0, 20.53846153846154)"
10-01-2023 13:13:32.371947,"(15.0, 32.0, 21.891304347826086)","(1.3, 1.39, 1.355)","(5.0, 8.8, 8.387500000000001)","(18.0, 44.0, 27.384615384615383)","(5.5, 24.0, 20.53846153846154)"
10-01-2023 13:13:33.415000,"(15.0, 30.0, 24.214285714285715)","(1.3, 1.38, 1.3210169491525425)","(5.0, 8.6, 8.4)","(18.0, 44.0, 35.36)","(5.5, 24.0, 20.666666666666668)"
10-01-2023 13:13:34.399075,"(15.0, 29.0, 24.192307692307693)","(1.3, 1.38, 1.321)","(5.0, 8.6, 8.4)","(18.0, 44.0, 36.27272727272727)","(5.5, 24.0, 20.666666666666668)"
10-01-2023 13:13:35.388984,"(15.0, 29.0, 20.5)","(1.3, 1.38, 1.321)","(5.0, 8.6, 8.4)","(18.0, 44.0, 39.95238095238095)","(5.5, 24.0, 20.666666666666668)"
10-01-2023 13:13:36.321031,"(15.0, 29.0, 20.346153846153847)","(1.3, 1.38, 1.321)","(5.0, 8.6, 8.4)","(18.0, 44.0, 39.95238095238095)","(5.5, 24.0, 20.8)"
10-01-2023 13:13:37.369562,"(15.0, 29.0, 20.346153846153847)","(1.3, 1.38, 1.321)","(5.0, 8.6, 7.809090909090909)","(18.0, 44.0, 39.95238095238095)","(5.5, 24.0, 21.333333333333332)"
10-01-2023 13:13:38.394278,"(15.0, 29.0, 20.346153846153847)","(1.3, 1.37, 1.3450000000000002)","(5.0, 8.6, 7.809090909090909)","(18.0, 44.0, 39.95238095238095)","(5.5, 24.0, 21.333333333333332)"
10-01-2023 13:13:39.371699,"(15.0, 29.0, 20.346153846153847)","(1.3, 1.37, 1.3450000000000002)","(5.0, 8.6, 7.809090909090909)","(18.0, 44.0, 39.95238095238095)","(5.5, 24.0, 21.333333333333332)"
10-01-2023 13:13:40.374728,"(15.0, 29.0, 20.346153846153847)","(1.3, 1.37, 1.3450000000000002)","(5.0, 8.6, 7.809090909090909)","(18.0, 44.0, 39.95238095238095)","(5.5, 24.0, 21.333333333333332)"
10-01-2023 13:13:41.338253,"(15.0, 29.0, 20.666666666666668)","(1.3, 1.37, 1.3450000000000002)","(5.0, 8.6, 7.809090909090909)","(18.0, 44.0, 39.95238095238095)","(5.5, 24.0, 21.333333333333332)"
10-01-2023 13:13:42.243033,"(15.0, 29.0, 20.666666666666668)","(1.3, 1.37, 1.3450000000000002)","(5.0, 8.6, 7.809090909090909)","(18.0, 44.0, 39.95238095238095)","(5.5, 24.0, 21.333333333333332)"
10-01-2023 13:13:43.301885,"(15.0, 29.0, 20.666666666666668)","(1.3, 1.37, 1.3450000000000002)","(5.0, 8.6, 7.809090909090909)","(18.0, 44.0, 39.95238095238095)","(5.5, 24.0, 21.333333333333332)"
10-01-2023 13:13:44.393959,"(16.0, 29.0, 20.666666666666668)","(1.3, 1.37, 1.3450000000000002)","(5.0, 8.6, 7.809090909090909)","(18.0, 44.0, 39.95238095238095)","(5.5, 24.0, 21.454545454545453)"
10-01-2023 13:13:45.324280,"(16.0, 29.0, 20.666666666666668)","(1.3, 1.37, 1.3450000000000002)","(5.0, 8.6, 7.809090909090909)","(18.0, 44.0, 39.95238095238095)","(5.5, 24.0, 21.454545454545453)"
10-01-2023 13:13:46.330943,"(16.0, 29.0, 20.666666666666668)","(1.3, 1.37, 1.3450000000000002)","(5.0, 8.6, 7.809090909090909)","(18.0, 44.0, 39.95238095238095)","(5.5, 24.0, 21.454545454545453)"
10-01-2023 13:13:47.337946,"(16.0, 29.0, 20.666666666666668)","(1.3, 1.37, 1.3450000000000002)","(5.0, 8.6, 7.809090909090909)","(18.0, 44.0, 39.95238095238095)","(5.5, 24.0, 21.454545454545453)"
10-01-2023 13:13:48.276554,"(16.0, 29.0, 20.666666666666668)","(1.3, 1.37, 1.3450000000000002)","(5.0, 8.6, 7.809090909090909)","(18.0, 44.0, 39.95238095238095)","(5.5, 24.0, 21.454545454545453)"
10-01-2023 13:13:49.271462,"(16.0, 29.0, 21.1875)","(1.3, 1.37, 1.3450000000000002)","(5.0, 8.6, 7.809090909090909)","(18.0, 44.0, 40.13636363636364)","(5.5, 24.0, 21.454545454545453)"
10-01-2023 13:13:50.286050,"(16.0, 29.0, 21.1875)","(1.3, 1.37, 1.3450000000000002)","(5.0, 8.6, 7.809090909090909)","(18.0, 44.0, 40.13636363636364)","(5.5, 24.0, 21.454545454545453)"
10-01-2023 13:13:51.182014,"(16.0, 29.0, 21.1875)","(1.3, 1.37, 1.3221739130434784)","(5.0, 8.6, 8.270588235294117)","(18.0, 44.0, 40.13636363636364)","(5.5, 24.0, 21.454545454545453)"
10-01-2023 13:13:52.066951,"(16.0, 29.0, 21.1875)","(1.3, 1.37, 1.3221739130434784)","(5.0, 8.6, 8.288888888888888)","(18.0, 44.0, 39.526315789473685)","(5.5, 24.0, 21.454545454545453)"
10-01-2023 13:13:53.063346,"(16.0, 29.0, 21.1875)","(1.3, 1.37, 1.3221739130434784)","(5.0, 8.6, 8.288888888888888)","(18.0, 44.0, 39.526315789473685)","(5.5, 24.0, 21.454545454545453)"
10-01-2023 13:13:54.107630,"(16.0, 29.0, 21.1875)","(1.3, 1.37, 1.3220833333333335)","(5.0, 8.6, 8.059999999999999)","(18.0, 44.0, 39.526315789473685)","(5.5, 24.0, 21.454545454545453)"
10-01-2023 13:13:55.056150,"(16.0, 29.0, 21.1875)","(1.3, 1.37, 1.3220833333333335)","(5.0, 8.6, 8.059999999999999)","(18.0, 44.0, 39.526315789473685)","(5.5, 24.0, 21.454545454545453)"
10-01-2023 13:13:55.987376,"(16.0, 29.0, 21.1875)","(1.3, 1.37, 1.3220833333333335)","(5.0, 8.6, 8.24)","(18.0, 44.0, 39.526315789473685)","(5.5, 24.0, 21.454545454545453)"
10-01-2023 13:13:57.001480,"(16.0, 29.0, 21.1875)","(1.3, 1.37, 1.3220833333333335)","(5.0, 8.6, 8.24)","(18.0, 44.0, 39.526315789473685)","(5.5, 24.0, 21.454545454545453)"
10-01-2023 13:13:57.915349,"(16.0, 29.0, 21.1875)","(1.3, 1.37, 1.3220833333333335)","(5.0, 8.6, 8.24)","(18.0, 44.0, 39.526315789473685)","(5.5, 24.0, 21.454545454545453)"
10-01-2023 13:13:58.833780,"(16.0, 29.0, 21.1875)","(1.3, 1.37, 1.3220833333333335)","(5.0, 8.6, 8.24)","(18.0, 44.0, 39.526315789473685)","(5.5, 24.0, 21.454545454545453)"
10-01-2023 13:13:59.807004,"(16.0, 29.0, 21.1875)","(1.3, 1.37, 1.3220833333333335)","(5.0, 8.6, 8.24)","(18.0, 44.0, 39.526315789473685)","(5.5, 24.0, 21.454545454545453)"
10-01-2023 13:14:00.749615,"(16.0, 29.0, 21.1875)","(1.3, 1.37, 1.3220833333333335)","(5.0, 8.6, 8.24)","(18.0, 44.0, 39.526315789473685)","(5.5, 24.0, 21.454545454545453)"
10-01-2023 13:14:01.774934,"(16.0, 29.0, 21.1875)","(1.3, 1.37, 1.3220833333333335)","(5.0, 8.6, 8.24)","(18.0, 44.0, 39.526315789473685)","(5.5, 24.0, 21.454545454545453)"
