,Lieutenant Jack,Hoppers Dream,Mamma Kass,Monsieur Steel,Calculating Dancer,Our Major Jack Nz,Thiswaytothebeach,Trade Whispers
07-01-2023 21:00:28.083064,"(6.5, 9.6, 9.333333333333332)","(41.0, 70.0, 54.285714285714285)","(11.0, 14.0, 13.6)","(4.8, 6.4, 6.011111111111111)","(3.8, 4.9, 4.861538461538462)","(2.25, 99999, 99990)","(12.0, 23.0, 22.333333333333332)","(101.0, 290.0, 165.0)"
07-01-2023 21:00:29.264064,"(6.5, 9.6, 9.333333333333332)","(41.0, 70.0, 54.285714285714285)","(11.0, 16.0, 14.0)","(4.8, 7.2, 6.2250000000000005)","(3.8, 5.0, 4.4)","(2.25, 99999, 99990)","(12.0, 23.0, 21.25)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:30.412402,"(6.5, 11.5, 9.857142857142856)","(41.0, 70.0, 54.285714285714285)","(11.0, 16.0, 14.5)","(4.8, 7.2, 6.2250000000000005)","(3.8, 5.0, 4.3)","(2.25, 99999, 99990)","(12.0, 22.0, 21.25)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:31.581754,"(6.5, 11.0, 9.649999999999999)","(41.0, 70.0, 54.285714285714285)","(11.0, 15.5, 13.833333333333334)","(4.8, 7.0, 6.266666666666667)","(3.8, 4.9, 4.525)","(2.25, 99999, 99990)","(12.0, 22.0, 20.0)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:32.786934,"(6.5, 11.0, 9.6)","(41.0, 70.0, 54.285714285714285)","(11.0, 15.0, 14.4)","(4.8, 7.0, 6.371428571428572)","(3.8, 4.7, 4.5125)","(2.25, 99999, 99990)","(12.0, 22.0, 19.7)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:34.052008,"(6.5, 11.0, 9.6)","(41.0, 70.0, 54.285714285714285)","(11.0, 15.0, 14.76923076923077)","(4.8, 7.0, 6.333333333333333)","(3.8, 4.7, 4.5125)","(2.25, 99999, 99990)","(12.0, 23.0, 20.416666666666668)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:35.201266,"(6.5, 10.5, 9.85)","(41.0, 70.0, 54.285714285714285)","(11.0, 15.5, 14.375)","(4.8, 6.8, 6.4)","(3.8, 4.7, 4.583333333333334)","(2.25, 99999, 99990)","(12.0, 21.0, 20.416666666666668)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:36.456607,"(6.5, 10.0, 9.6)","(41.0, 70.0, 54.285714285714285)","(11.0, 15.0, 14.642857142857142)","(4.8, 6.8, 6.4)","(3.8, 4.7, 4.583333333333334)","(2.25, 99999, 99990)","(12.0, 21.0, 20.416666666666668)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:38.072049,"(6.5, 10.0, 9.6)","(41.0, 70.0, 54.285714285714285)","(11.0, 15.0, 14.642857142857142)","(4.8, 6.8, 6.745454545454546)","(3.8, 4.7, 4.55)","(2.25, 99999, 99990)","(12.0, 21.0, 20.61111111111111)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:39.413648,"(6.5, 10.0, 11.529411764705882)","(41.0, 70.0, 54.285714285714285)","(11.0, 15.0, 14.5)","(4.8, 7.2, 6.88)","(3.8, 4.7, 4.5125)","(2.25, 99999, 99990)","(12.0, 21.0, 20.416666666666668)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:40.872663,"(6.5, 12.0, 10.833333333333334)","(41.0, 70.0, 60.0)","(11.0, 15.0, 13.9)","(4.8, 7.2, 6.733333333333333)","(3.8, 4.7, 4.5125)","(2.25, 99999, 99990)","(12.0, 21.0, 20.416666666666668)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:42.072623,"(6.5, 11.5, 10.833333333333334)","(41.0, 70.0, 60.0)","(11.0, 14.5, 13.6)","(4.8, 7.0, 6.733333333333333)","(3.8, 4.7, 4.5125)","(2.25, 99999, 99990)","(12.0, 21.0, 19.833333333333332)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:43.258796,"(6.5, 11.5, 10.833333333333334)","(41.0, 70.0, 60.0)","(11.0, 14.0, 13.6)","(4.8, 7.0, 6.8)","(3.8, 4.7, 4.5125)","(2.25, 99999, 99990)","(12.0, 21.0, 19.833333333333332)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:44.471474,"(6.5, 12.5, 10.9)","(41.0, 70.0, 54.285714285714285)","(11.0, 14.0, 13.6)","(4.8, 7.0, 6.8)","(3.8, 4.7, 4.5125)","(2.25, 99999, 99990)","(12.0, 21.0, 19.833333333333332)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:45.690052,"(6.5, 12.5, 10.9)","(41.0, 70.0, 54.285714285714285)","(11.0, 14.0, 13.6)","(4.8, 7.0, 6.8)","(3.8, 4.7, 4.5125)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:46.862374,"(6.5, 12.0, 10.714285714285714)","(41.0, 70.0, 54.285714285714285)","(11.0, 14.0, 13.6)","(4.8, 7.0, 6.514285714285714)","(3.8, 4.7, 4.575)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:47.927463,"(6.5, 12.0, 10.714285714285714)","(41.0, 70.0, 54.285714285714285)","(11.0, 14.0, 13.6)","(4.8, 7.2, 6.6000000000000005)","(3.8, 4.7, 4.575)","(2.25, 99999, 99990)","(12.0, 21.0, 20.3)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:49.040016,"(6.5, 12.0, 10.714285714285714)","(41.0, 70.0, 54.285714285714285)","(11.0, 14.0, 13.428571428571429)","(4.8, 7.0, 6.45)","(3.8, 4.7, 4.575)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5625)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:50.103438,"(6.5, 12.0, 11.0)","(41.0, 70.0, 54.285714285714285)","(11.0, 15.5, 14.071428571428571)","(4.8, 6.6, 6.6000000000000005)","(3.8, 4.7, 4.575)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5625)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:51.213142,"(6.5, 12.0, 11.0)","(41.0, 70.0, 54.285714285714285)","(11.0, 15.5, 14.5)","(4.8, 7.0, 6.6000000000000005)","(3.8, 4.7, 4.575)","(2.25, 99999, 99990)","(12.0, 21.0, 20.2)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:52.499903,"(6.5, 12.0, 11.0)","(41.0, 70.0, 54.285714285714285)","(11.0, 15.0, 13.5)","(4.8, 7.0, 6.6000000000000005)","(3.8, 4.7, 4.575)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:53.731539,"(7.0, 12.5, 11.5)","(41.0, 70.0, 56.25)","(11.0, 15.0, 14.166666666666666)","(4.8, 7.0, 6.6000000000000005)","(3.8, 4.7, 4.575)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:54.906676,"(7.0, 12.5, 11.5)","(41.0, 70.0, 56.25)","(11.0, 15.0, 14.166666666666666)","(4.8, 7.0, 6.6000000000000005)","(3.8, 4.7, 4.575)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:56.148540,"(7.0, 12.0, 10.8)","(41.0, 70.0, 56.25)","(11.0, 15.0, 14.071428571428571)","(4.8, 7.0, 6.6000000000000005)","(3.8, 4.7, 4.575)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:57.373320,"(7.0, 12.0, 10.8)","(41.0, 70.0, 56.25)","(11.0, 15.5, 14.071428571428571)","(4.8, 7.0, 6.6000000000000005)","(3.8, 4.7, 4.575)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:58.598910,"(7.0, 12.0, 10.8)","(41.0, 70.0, 56.25)","(11.0, 15.5, 14.071428571428571)","(4.8, 7.0, 6.6000000000000005)","(3.8, 4.7, 4.575)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:00:59.845701,"(7.0, 12.0, 11.0)","(41.0, 70.0, 56.25)","(11.0, 15.5, 14.071428571428571)","(4.8, 7.2, 6.75)","(3.8, 4.7, 4.60625)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:01.121416,"(7.0, 12.0, 11.0)","(41.0, 70.0, 56.25)","(11.0, 15.5, 14.071428571428571)","(4.8, 7.2, 6.75)","(3.8, 4.7, 4.575)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:02.353563,"(7.0, 11.5, 10.833333333333334)","(41.0, 70.0, 56.25)","(11.0, 15.5, 14.071428571428571)","(4.8, 7.2, 6.75)","(3.8, 4.7, 4.575)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:03.524779,"(7.0, 11.5, 10.833333333333334)","(41.0, 70.0, 56.25)","(11.0, 15.5, 12.7)","(4.8, 7.2, 6.822222222222222)","(3.8, 4.7, 4.575)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:04.700625,"(7.0, 11.5, 10.833333333333334)","(41.0, 70.0, 56.25)","(11.0, 15.5, 14.166666666666666)","(4.8, 7.6, 6.9)","(3.8, 4.7, 4.575)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:05.915364,"(7.0, 12.0, 11.0)","(41.0, 70.0, 56.25)","(11.0, 15.0, 14.166666666666666)","(4.8, 7.2, 6.666666666666667)","(3.8, 4.7, 4.671153846153846)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:07.176142,"(7.0, 12.0, 11.0)","(41.0, 70.0, 56.25)","(11.0, 15.0, 14.166666666666666)","(4.8, 7.2, 6.6000000000000005)","(3.8, 4.7, 4.68)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:08.413469,"(7.0, 11.5, 10.833333333333334)","(41.0, 70.0, 56.25)","(11.0, 15.0, 13.5)","(4.8, 7.0, 6.6000000000000005)","(3.8, 4.7, 4.533333333333333)","(2.25, 99999, 99990)","(12.0, 21.0, 20.125)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:09.619713,"(7.0, 11.5, 10.833333333333334)","(41.0, 70.0, 56.25)","(11.0, 15.0, 13.5)","(4.8, 7.0, 6.6000000000000005)","(3.8, 4.7, 4.65)","(2.25, 99999, 99990)","(12.0, 21.0, 20.125)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:10.714216,"(7.0, 11.5, 10.833333333333334)","(41.0, 70.0, 56.25)","(11.0, 15.0, 14.166666666666666)","(4.8, 7.0, 6.6000000000000005)","(3.8, 4.7, 4.65)","(2.25, 99999, 99990)","(12.0, 21.0, 20.125)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:11.765171,"(7.0, 12.5, 10.9)","(41.0, 70.0, 56.25)","(11.0, 15.0, 14.166666666666666)","(4.8, 7.4, 6.6000000000000005)","(3.8, 4.7, 4.65)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:12.901256,"(7.0, 12.0, 11.0)","(41.0, 70.0, 56.25)","(11.0, 15.0, 14.166666666666666)","(4.8, 7.2, 6.666666666666667)","(3.8, 4.7, 4.566666666666666)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:13.980717,"(7.0, 11.5, 10.833333333333334)","(41.0, 70.0, 56.25)","(11.0, 15.0, 14.166666666666666)","(4.8, 7.2, 6.9)","(3.8, 4.7, 4.566666666666666)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:15.038916,"(7.0, 11.5, 10.833333333333334)","(41.0, 70.0, 56.25)","(11.0, 15.0, 14.166666666666666)","(4.8, 7.6, 6.822222222222222)","(3.8, 4.7, 4.6000000000000005)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:16.113649,"(7.0, 11.5, 10.833333333333334)","(41.0, 70.0, 56.25)","(11.0, 15.0, 14.166666666666666)","(4.8, 7.6, 6.822222222222222)","(3.8, 4.7, 4.6000000000000005)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:17.160503,"(7.0, 11.5, 11.1)","(41.0, 70.0, 56.25)","(11.0, 15.0, 14.166666666666666)","(4.8, 7.6, 6.9)","(3.8, 4.7, 4.6000000000000005)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:18.199780,"(7.0, 12.0, 11.4)","(41.0, 70.0, 51.666666666666664)","(11.0, 15.0, 14.333333333333334)","(4.8, 7.2, 7.0)","(3.8, 4.7, 4.566666666666666)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:19.295447,"(7.0, 12.0, 11.4)","(41.0, 70.0, 51.666666666666664)","(11.0, 15.0, 14.333333333333334)","(4.8, 7.2, 7.0)","(3.8, 4.7, 4.566666666666666)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:20.346366,"(7.0, 11.5, 11.1)","(41.0, 70.0, 51.666666666666664)","(11.0, 15.0, 14.333333333333334)","(4.8, 7.0, 6.7)","(3.8, 4.7, 4.566666666666666)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:21.427475,"(7.0, 11.5, 11.1)","(41.0, 70.0, 51.666666666666664)","(11.0, 15.0, 14.333333333333334)","(4.8, 7.0, 6.7)","(3.8, 4.7, 4.566666666666666)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:22.453542,"(7.0, 11.5, 11.1)","(41.0, 70.0, 51.666666666666664)","(11.0, 15.0, 14.333333333333334)","(4.8, 7.0, 6.9)","(3.8, 4.7, 4.566666666666666)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:23.556292,"(7.0, 12.5, 11.1)","(41.0, 70.0, 51.666666666666664)","(11.0, 15.0, 14.333333333333334)","(4.8, 7.4, 6.9)","(3.8, 4.7, 4.566666666666666)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:24.725043,"(7.0, 12.5, 11.1)","(41.0, 70.0, 51.666666666666664)","(11.0, 15.0, 14.333333333333334)","(4.8, 7.4, 6.9)","(3.8, 4.7, 4.566666666666666)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:25.918843,"(7.0, 12.5, 11.1)","(41.0, 70.0, 51.666666666666664)","(11.0, 15.0, 14.333333333333334)","(4.8, 7.4, 6.96)","(3.8, 4.7, 4.6000000000000005)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:27.047086,"(7.0, 12.0, 11.666666666666666)","(41.0, 70.0, 51.666666666666664)","(11.0, 15.0, 14.6)","(4.8, 7.2, 7.0)","(3.8, 4.7, 4.5200000000000005)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:28.254634,"(7.0, 12.0, 11.666666666666666)","(41.0, 70.0, 51.666666666666664)","(11.0, 15.0, 14.8)","(4.8, 7.2, 7.0)","(3.8, 4.7, 4.4)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:29.334894,"(7.0, 12.0, 11.666666666666666)","(41.0, 70.0, 51.666666666666664)","(11.0, 15.5, 14.8)","(4.8, 7.2, 7.0)","(3.8, 4.7, 4.5125)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:30.466699,"(7.0, 12.0, 11.666666666666666)","(41.0, 70.0, 63.45454545454545)","(11.0, 15.5, 15.15)","(4.8, 7.2, 7.0)","(3.8, 4.7, 4.5125)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:31.597089,"(7.0, 12.0, 11.666666666666666)","(41.0, 70.0, 63.45454545454545)","(11.0, 15.5, 15.15)","(4.8, 7.2, 7.0)","(3.8, 4.7, 4.5125)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:32.775966,"(7.0, 11.5, 11.277777777777779)","(41.0, 70.0, 56.8)","(11.0, 15.0, 14.285714285714286)","(4.8, 7.4, 6.9714285714285715)","(3.8, 4.7, 4.342857142857143)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:33.881645,"(7.0, 11.5, 11.277777777777779)","(41.0, 70.0, 56.8)","(11.0, 15.0, 14.285714285714286)","(4.8, 7.4, 6.9714285714285715)","(3.8, 4.7, 4.466666666666667)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 165.0)"
07-01-2023 21:01:34.968980,"(7.0, 11.5, 11.277777777777779)","(41.0, 70.0, 56.8)","(11.0, 15.0, 14.285714285714286)","(4.8, 7.4, 7.117241379310345)","(3.8, 4.6, 4.5)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 155.0)"
07-01-2023 21:01:36.075821,"(7.0, 12.5, 10.944444444444445)","(41.0, 70.0, 62.8)","(11.0, 14.5, 13.5)","(4.8, 7.2, 7.111111111111111)","(3.8, 4.8, 4.3)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5)","(101.0, 170.0, 155.0)"
07-01-2023 21:01:37.180318,"(7.0, 12.5, 10.944444444444445)","(41.0, 70.0, 62.8)","(11.0, 14.5, 13.5)","(4.8, 7.2, 7.117241379310345)","(3.8, 4.9, 4.74)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5625)","(101.0, 170.0, 155.0)"
07-01-2023 21:01:38.252265,"(7.0, 12.5, 10.944444444444445)","(41.0, 70.0, 62.8)","(11.0, 14.5, 13.5)","(4.8, 7.2, 7.117241379310345)","(3.8, 4.8, 4.550000000000001)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5625)","(101.0, 170.0, 155.0)"
07-01-2023 21:01:39.404280,"(7.0, 12.5, 10.944444444444445)","(41.0, 70.0, 62.8)","(11.0, 14.5, 13.944444444444445)","(4.8, 7.2, 7.12)","(3.8, 4.9, 4.550000000000001)","(2.25, 99999, 99990)","(12.0, 21.0, 20.5625)","(101.0, 170.0, 155.0)"
07-01-2023 21:01:40.536856,"(7.5, 12.5, 10.944444444444445)","(41.0, 70.0, 62.8)","(11.0, 14.5, 13.944444444444445)","(4.8, 7.2, 7.11578947368421)","(3.8, 4.9, 4.565217391304348)","(2.25, 99999, 99990)","(12.0, 21.0, 20.0)","(101.0, 170.0, 155.0)"
07-01-2023 21:01:41.741482,"(7.5, 12.5, 10.807692307692308)","(41.0, 70.0, 62.8)","(11.0, 14.5, 13.5)","(4.8, 7.2, 7.228571428571429)","(3.8, 4.9, 4.392307692307692)","(2.25, 99999, 99990)","(12.0, 21.0, 18.0)","(101.0, 170.0, 155.0)"
07-01-2023 21:01:42.809705,"(7.5, 12.0, 11.0)","(41.0, 70.0, 56.8)","(11.0, 14.5, 13.5)","(4.8, 7.4, 7.228571428571429)","(3.8, 4.9, 4.392307692307692)","(2.25, 99999, 99990)","(12.0, 20.0, 18.0)","(101.0, 170.0, 155.0)"
07-01-2023 21:01:43.907217,"(7.5, 12.0, 10.8)","(41.0, 70.0, 56.8)","(11.0, 14.5, 14.055555555555555)","(4.8, 7.4, 7.329411764705883)","(3.8, 4.9, 4.392307692307692)","(2.25, 99999, 99990)","(12.0, 20.0, 18.0)","(101.0, 170.0, 155.0)"
07-01-2023 21:01:45.330009,"(7.5, 12.0, 10.8)","(41.0, 70.0, 56.8)","(11.0, 14.5, 14.055555555555555)","(4.8, 7.4, 7.329411764705883)","(3.8, 4.9, 4.392307692307692)","(2.25, 99999, 99990)","(12.0, 20.0, 18.0)","(101.0, 170.0, 155.0)"
07-01-2023 21:01:46.482192,"(7.5, 12.0, 10.8)","(41.0, 70.0, 56.8)","(11.0, 14.5, 14.055555555555555)","(4.8, 7.4, 7.329411764705883)","(3.8, 4.9, 4.392307692307692)","(2.25, 99999, 99990)","(12.0, 20.0, 18.0)","(101.0, 170.0, 155.0)"
07-01-2023 21:01:47.544087,"(7.5, 12.0, 10.7)","(41.0, 70.0, 56.8)","(11.0, 14.5, 14.055555555555555)","(4.8, 7.6, 7.5058823529411764)","(3.8, 4.9, 4.392307692307692)","(2.25, 99999, 99990)","(12.0, 20.0, 18.0)","(101.0, 170.0, 155.0)"
07-01-2023 21:01:48.606301,"(7.5, 12.0, 10.714285714285714)","(41.0, 70.0, 56.8)","(11.0, 14.5, 14.055555555555555)","(4.8, 7.6, 7.5058823529411764)","(3.8, 4.9, 4.392307692307692)","(2.25, 99999, 99990)","(12.0, 20.0, 18.0)","(101.0, 170.0, 155.0)"
07-01-2023 21:01:49.710229,"(7.5, 12.0, 10.714285714285714)","(41.0, 70.0, 56.8)","(11.0, 14.5, 14.055555555555555)","(4.8, 7.6, 7.379310344827585)","(3.8, 4.9, 4.515000000000001)","(2.25, 99999, 99990)","(12.0, 16.0, 15.0)","(101.0, 170.0, 155.0)"
07-01-2023 21:01:50.771940,"(7.5, 12.0, 10.714285714285714)","(41.0, 70.0, 56.8)","(11.0, 14.5, 14.055555555555555)","(4.8, 7.6, 7.379310344827585)","(3.8, 4.9, 4.3076923076923075)","(2.25, 99999, 99990)","(12.0, 16.0, 14.2)","(101.0, 170.0, 155.0)"
07-01-2023 21:01:51.926623,"(7.5, 12.0, 10.714285714285714)","(41.0, 70.0, 56.8)","(11.0, 14.5, 14.055555555555555)","(4.8, 7.6, 7.12)","(3.8, 4.9, 4.392307692307692)","(2.25, 99999, 99990)","(12.0, 16.0, 14.125)","(101.0, 170.0, 155.0)"
07-01-2023 21:01:53.059542,"(7.5, 12.0, 10.714285714285714)","(41.0, 70.0, 56.8)","(11.0, 14.5, 14.192307692307693)","(4.8, 7.6, 7.15)","(3.8, 4.9, 4.3999999999999995)","(2.25, 99999, 99990)","(12.0, 16.0, 14.125)","(101.0, 170.0, 155.0)"
07-01-2023 21:01:54.258447,"(7.5, 11.5, 11.0)","(41.0, 70.0, 56.8)","(11.0, 14.5, 14.192307692307693)","(4.8, 7.6, 7.15)","(3.8, 4.8, 4.414285714285715)","(2.25, 99999, 99990)","(12.0, 16.0, 14.125)","(101.0, 170.0, 155.0)"
07-01-2023 21:01:55.596884,"(7.5, 11.5, 11.0)","(41.0, 70.0, 52.857142857142854)","(11.0, 14.5, 14.192307692307693)","(4.8, 7.6, 7.15)","(3.8, 4.7, 4.414285714285715)","(2.25, 99999, 99990)","(12.0, 16.0, 14.125)","(101.0, 170.0, 155.0)"
07-01-2023 21:01:56.818308,"(7.5, 11.5, 11.0)","(41.0, 65.0, 52.857142857142854)","(11.0, 14.5, 14.166666666666666)","(4.8, 7.6, 7.3999999999999995)","(3.8, 4.7, 4.48)","(2.25, 99999, 99990)","(12.0, 16.0, 14.5)","(101.0, 170.0, 155.0)"
07-01-2023 21:01:57.954437,"(7.5, 11.5, 11.333333333333334)","(41.0, 65.0, 52.5)","(11.0, 14.5, 14.192307692307693)","(4.8, 7.6, 7.3999999999999995)","(3.8, 4.8, 4.48)","(2.25, 99999, 99990)","(12.0, 16.0, 15.0)","(101.0, 170.0, 155.0)"
07-01-2023 21:01:59.114204,"(7.5, 11.5, 11.333333333333334)","(41.0, 65.0, 52.5)","(11.0, 14.5, 14.192307692307693)","(4.8, 7.6, 7.446153846153846)","(3.8, 4.8, 4.533333333333333)","(2.25, 99999, 99990)","(11.0, 16.0, 15.0)","(101.0, 170.0, 155.0)"
07-01-2023 21:02:00.419820,"(7.5, 12.0, 11.25)","(41.0, 65.0, 52.5)","(11.0, 14.5, 14.136363636363637)","(4.8, 7.0, 6.961538461538462)","(3.8, 4.8, 4.533333333333333)","(2.25, 99999, 99990)","(11.0, 16.0, 15.0)","(101.0, 170.0, 155.0)"
07-01-2023 21:02:01.680388,"(7.5, 12.0, 11.25)","(41.0, 65.0, 52.5)","(11.0, 14.5, 13.642857142857142)","(4.8, 7.0, 6.96969696969697)","(3.8, 4.8, 4.4)","(2.25, 99999, 99990)","(11.0, 16.0, 15.294117647058824)","(101.0, 170.0, 155.0)"
07-01-2023 21:02:02.886393,"(7.5, 12.0, 11.363636363636363)","(41.0, 65.0, 52.5)","(11.0, 14.5, 14.7)","(4.8, 7.0, 7.24)","(3.8, 4.7, 4.207692307692308)","(2.25, 99999, 99990)","(11.0, 16.0, 13.637931034482758)","(101.0, 170.0, 155.0)"
07-01-2023 21:02:04.138178,"(7.5, 12.5, 12.0)","(41.0, 65.0, 53.0)","(11.0, 15.0, 14.5)","(4.8, 7.6, 7.359999999999999)","(3.8, 4.3, 4.199999999999999)","(2.25, 99999, 99990)","(11.0, 14.0, 13.766666666666667)","(101.0, 170.0, 160.0)"
07-01-2023 21:02:05.376588,"(7.5, 12.5, 11.928571428571429)","(41.0, 65.0, 53.0)","(11.0, 15.0, 13.571428571428571)","(4.8, 7.6, 7.4363636363636365)","(3.8, 4.3, 4.199999999999999)","(2.25, 99999, 99990)","(11.0, 14.0, 13.72)","(101.0, 170.0, 160.0)"
07-01-2023 21:02:06.589170,"(7.5, 12.5, 12.192307692307692)","(41.0, 65.0, 53.0)","(11.0, 15.5, 13.423076923076923)","(4.8, 7.6, 7.4363636363636365)","(3.8, 4.3, 4.211111111111111)","(2.25, 99999, 99990)","(11.0, 14.0, 13.72)","(101.0, 170.0, 160.0)"
07-01-2023 21:02:07.850753,"(7.5, 12.5, 12.192307692307692)","(41.0, 65.0, 53.0)","(11.0, 15.5, 13.925)","(4.8, 7.6, 7.4363636363636365)","(3.8, 4.3, 4.211111111111111)","(2.2, 99999, 99990)","(11.0, 14.0, 13.421052631578947)","(101.0, 170.0, 160.0)"
07-01-2023 21:02:09.084710,"(7.5, 12.5, 12.192307692307692)","(41.0, 65.0, 53.0)","(11.0, 15.5, 13.925)","(4.8, 7.6, 7.4363636363636365)","(3.8, 4.3, 4.211111111111111)","(2.2, 99999, 99990)","(11.0, 13.5, 13.416666666666666)","(101.0, 170.0, 160.0)"
07-01-2023 21:02:10.306801,"(7.5, 12.5, 12.192307692307692)","(41.0, 65.0, 53.0)","(11.0, 15.0, 14.4)","(4.8, 7.6, 7.4363636363636365)","(3.8, 4.3, 4.211111111111111)","(2.2, 99999, 99990)","(11.0, 13.5, 13.416666666666666)","(101.0, 170.0, 160.0)"
07-01-2023 21:02:11.600698,"(8.0, 12.5, 12.192307692307692)","(41.0, 65.0, 53.0)","(11.0, 15.0, 14.68421052631579)","(5.0, 7.6, 7.388235294117647)","(3.9, 4.3, 4.133333333333333)","(2.2, 99999, 99990)","(11.0, 13.5, 13.4)","(101.0, 170.0, 160.0)"
