,Breakaway Mae,Stonewashed,Flashback Jack,Bunt And Run,Crab,More Crackers,Ballina,Precious Honey
08-01-2023 18:46:42.846721,"(3.5, 4.9, 4.772727272727273)","(91.0, 170.0, 150.0)","(6.0, 8.4, 8.266666666666667)","(61.0, 110.0, 95.0)","(81.0, 200.0, 190.76923076923077)","(21.0, 38.0, 36.588235294117645)","(8.0, 11.5, 11.045454545454545)","(1.65, 1.88, 1.874782608695652)"
08-01-2023 18:46:44.273577,"(3.5, 4.9, 4.772727272727273)","(91.0, 170.0, 145.0)","(6.0, 8.4, 8.26)","(61.0, 130.0, 98.0)","(81.0, 200.0, 190.76923076923077)","(21.0, 38.0, 36.588235294117645)","(8.0, 11.5, 11.045454545454545)","(1.65, 1.88, 1.8783333333333332)"
08-01-2023 18:46:45.702363,"(3.6, 4.9, 4.772727272727273)","(91.0, 170.0, 145.0)","(6.0, 8.4, 8.26)","(61.0, 130.0, 98.0)","(91.0, 200.0, 190.76923076923077)","(21.0, 38.0, 36.588235294117645)","(8.5, 11.5, 10.916666666666666)","(1.6, 1.88, 1.8746153846153848)"
08-01-2023 18:46:47.643010,"(3.6, 4.9, 4.8125)","(91.0, 170.0, 150.0)","(6.0, 8.4, 8.26)","(61.0, 130.0, 98.0)","(91.0, 200.0, 190.76923076923077)","(21.0, 38.0, 36.588235294117645)","(8.5, 11.0, 10.954545454545455)","(1.6, 1.89, 1.8833333333333333)"
08-01-2023 18:46:49.210971,"(3.6, 4.9, 4.8125)","(91.0, 170.0, 162.0)","(6.0, 8.4, 8.329411764705883)","(61.0, 130.0, 98.0)","(91.0, 200.0, 190.76923076923077)","(21.0, 38.0, 36.588235294117645)","(8.5, 11.0, 10.954545454545455)","(1.6, 1.89, 1.877)"
08-01-2023 18:46:50.559116,"(3.6, 4.9, 4.83)","(91.0, 170.0, 166.36363636363637)","(6.0, 8.4, 8.311111111111112)","(61.0, 130.0, 98.0)","(91.0, 200.0, 190.76923076923077)","(21.0, 38.0, 36.6)","(8.5, 11.0, 10.954545454545455)","(1.6, 1.89, 1.87375)"
08-01-2023 18:46:52.102824,"(3.6, 4.9, 4.83)","(91.0, 170.0, 162.0)","(6.0, 8.4, 8.266666666666667)","(61.0, 130.0, 98.0)","(91.0, 200.0, 191.42857142857144)","(21.0, 38.0, 36.526315789473685)","(8.5, 11.5, 11.0)","(1.6, 1.89, 1.8776923076923078)"
08-01-2023 18:46:53.826532,"(3.6, 4.9, 4.83)","(91.0, 170.0, 166.42857142857144)","(6.0, 8.4, 8.266666666666667)","(61.0, 130.0, 98.0)","(91.0, 200.0, 191.42857142857144)","(21.0, 38.0, 36.44444444444444)","(8.5, 11.5, 11.0)","(1.6, 1.89, 1.88)"
08-01-2023 18:46:55.202537,"(3.6, 4.9, 4.83)","(91.0, 170.0, 166.66666666666669)","(6.0, 8.4, 8.25263157894737)","(61.0, 130.0, 110.0)","(91.0, 200.0, 190.76923076923077)","(21.0, 38.0, 37.03448275862069)","(8.5, 11.5, 11.0)","(1.6, 1.89, 1.8828571428571428)"
08-01-2023 18:46:56.538037,"(3.6, 4.9, 4.8130434782608695)","(91.0, 170.0, 166.66666666666669)","(6.0, 8.4, 8.25263157894737)","(61.0, 130.0, 124.16666666666666)","(91.0, 200.0, 190.76923076923077)","(21.0, 38.0, 37.03448275862069)","(8.5, 11.5, 11.0)","(1.6, 1.89, 1.8828571428571428)"
08-01-2023 18:46:57.842546,"(3.6, 4.9, 4.8130434782608695)","(91.0, 170.0, 166.66666666666669)","(6.0, 8.4, 8.26)","(61.0, 130.0, 124.16666666666666)","(91.0, 200.0, 190.76923076923077)","(21.0, 38.0, 37.03448275862069)","(8.5, 11.5, 11.0)","(1.6, 1.89, 1.8825)"
08-01-2023 18:46:59.125936,"(3.6, 4.9, 4.8130434782608695)","(91.0, 170.0, 166.66666666666669)","(6.0, 8.4, 8.25263157894737)","(61.0, 130.0, 124.16666666666666)","(91.0, 200.0, 190.76923076923077)","(21.0, 38.0, 37.03448275862069)","(8.5, 11.5, 11.0)","(1.6, 1.89, 1.9388235294117646)"
08-01-2023 18:47:00.396804,"(3.6, 4.8, 4.771428571428571)","(91.0, 170.0, 166.42857142857144)","(6.0, 8.4, 8.433333333333334)","(71.0, 130.0, 112.5)","(91.0, 200.0, 190.76923076923077)","(21.0, 38.0, 37.03448275862069)","(8.5, 11.5, 11.045454545454545)","(1.6, 1.94, 1.9137499999999998)"
08-01-2023 18:47:01.760005,"(3.6, 4.8, 4.68)","(91.0, 170.0, 166.42857142857144)","(6.0, 8.6, 8.487499999999999)","(71.0, 130.0, 116.0)","(91.0, 200.0, 190.76923076923077)","(21.0, 38.0, 37.25925925925926)","(8.5, 11.5, 11.045454545454545)","(1.6, 1.94, 1.9245454545454546)"
08-01-2023 18:47:03.019241,"(3.6, 4.8, 4.7875)","(91.0, 170.0, 164.44444444444446)","(6.0, 8.6, 8.436363636363636)","(71.0, 130.0, 116.0)","(91.0, 200.0, 190.76923076923077)","(21.0, 38.0, 37.142857142857146)","(8.5, 11.5, 11.045454545454545)","(1.6, 1.93, 1.922)"
08-01-2023 18:47:04.338954,"(3.6, 4.8, 4.7875)","(91.0, 170.0, 160.0)","(6.0, 8.6, 8.155555555555555)","(71.0, 130.0, 103.33333333333333)","(91.0, 200.0, 190.76923076923077)","(21.0, 38.0, 37.111111111111114)","(8.5, 11.5, 10.653846153846153)","(1.6, 1.93, 1.9226315789473682)"
08-01-2023 18:47:05.632364,"(3.6, 5.0, 4.9)","(91.0, 170.0, 163.33333333333334)","(6.0, 8.2, 8.378947368421052)","(71.0, 130.0, 98.0)","(91.0, 200.0, 190.76923076923077)","(21.0, 38.0, 37.0)","(8.5, 11.5, 10.958333333333334)","(1.6, 1.94, 1.8917857142857142)"
08-01-2023 18:47:06.885839,"(3.6, 4.9, 4.833333333333334)","(91.0, 170.0, 163.33333333333334)","(6.0, 8.8, 8.333333333333334)","(71.0, 130.0, 98.0)","(91.0, 200.0, 190.76923076923077)","(21.0, 38.0, 37.0)","(8.5, 11.0, 11.0)","(1.6, 1.9, 1.8733333333333335)"
08-01-2023 18:47:08.114195,"(3.6, 5.0, 4.91)","(91.0, 170.0, 154.66666666666666)","(6.0, 8.4, 8.3)","(71.0, 130.0, 98.0)","(91.0, 200.0, 190.76923076923077)","(21.0, 38.0, 37.0)","(8.5, 11.5, 11.0)","(1.6, 1.9, 1.8733333333333335)"
08-01-2023 18:47:09.359041,"(3.6, 5.0, 4.91)","(91.0, 160.0, 154.66666666666666)","(6.0, 8.4, 8.3)","(71.0, 130.0, 98.0)","(91.0, 200.0, 190.76923076923077)","(21.0, 38.0, 37.0)","(8.5, 11.5, 11.0)","(1.6, 1.9, 1.873)"
08-01-2023 18:47:10.531214,"(3.6, 5.0, 4.91)","(91.0, 160.0, 154.66666666666666)","(6.0, 8.4, 8.3375)","(71.0, 130.0, 98.0)","(91.0, 200.0, 190.76923076923077)","(21.0, 38.0, 37.0)","(8.5, 11.5, 11.0)","(1.6, 1.9, 1.8729268292682928)"
08-01-2023 18:47:11.757158,"(3.6, 5.0, 4.905263157894737)","(91.0, 160.0, 154.66666666666666)","(6.0, 8.6, 8.4)","(71.0, 130.0, 98.0)","(91.0, 200.0, 185.0)","(21.0, 38.0, 37.23076923076923)","(8.5, 11.5, 11.0)","(1.6, 1.9, 1.8744444444444444)"
08-01-2023 18:47:13.060332,"(3.6, 5.0, 4.905263157894737)","(91.0, 160.0, 154.66666666666666)","(6.0, 8.6, 8.458823529411765)","(71.0, 130.0, 110.0)","(91.0, 200.0, 190.76923076923077)","(21.0, 38.0, 37.23076923076923)","(8.5, 11.5, 11.0)","(1.6, 1.88, 1.8707692307692307)"
08-01-2023 18:47:14.323356,"(3.6, 5.0, 4.905263157894737)","(91.0, 160.0, 154.66666666666666)","(6.0, 8.6, 8.354545454545454)","(71.0, 130.0, 116.66666666666667)","(91.0, 200.0, 190.76923076923077)","(21.0, 38.0, 36.8)","(8.5, 11.5, 10.9)","(1.6, 1.88, 1.869655172413793)"
08-01-2023 18:47:15.589295,"(3.6, 5.0, 4.921739130434783)","(91.0, 160.0, 154.66666666666666)","(6.0, 8.6, 8.354545454545454)","(71.0, 130.0, 124.28571428571428)","(91.0, 200.0, 190.76923076923077)","(21.0, 38.0, 37.4)","(8.5, 11.0, 10.742424242424242)","(1.6, 1.88, 1.88)"
08-01-2023 18:47:16.751258,"(3.6, 5.0, 4.929411764705883)","(91.0, 160.0, 154.66666666666666)","(6.0, 8.6, 8.458823529411765)","(71.0, 130.0, 124.28571428571428)","(91.0, 200.0, 190.76923076923077)","(21.0, 38.0, 37.4)","(8.5, 11.0, 10.722222222222221)","(1.6, 1.89, 1.88)"
08-01-2023 18:47:17.926766,"(3.6, 5.0, 4.929411764705883)","(91.0, 160.0, 154.66666666666666)","(6.0, 8.6, 8.458823529411765)","(71.0, 130.0, 124.28571428571428)","(91.0, 200.0, 185.0)","(21.0, 38.0, 37.473684210526315)","(8.5, 11.0, 10.75)","(1.6, 1.89, 1.8851666666666667)"
08-01-2023 18:47:19.202536,"(3.6, 5.0, 4.929411764705883)","(91.0, 160.0, 155.29411764705884)","(6.0, 8.6, 8.354545454545454)","(71.0, 130.0, 125.0)","(91.0, 200.0, 188.57142857142858)","(21.0, 38.0, 37.294117647058826)","(8.5, 11.0, 10.710526315789474)","(1.6, 1.9, 1.8709375000000001)"
08-01-2023 18:47:20.503153,"(3.6, 5.0, 4.929411764705883)","(91.0, 160.0, 155.29411764705884)","(6.0, 8.6, 8.354545454545454)","(71.0, 130.0, 125.0)","(91.0, 200.0, 188.57142857142858)","(21.0, 38.0, 37.5)","(8.5, 11.0, 10.541666666666666)","(1.6, 1.9, 1.8709375000000001)"
08-01-2023 18:47:21.743472,"(3.6, 5.0, 4.929411764705883)","(91.0, 160.0, 155.29411764705884)","(6.0, 8.6, 8.458823529411765)","(71.0, 130.0, 125.0)","(91.0, 200.0, 182.22222222222223)","(21.0, 38.0, 37.5)","(8.5, 11.0, 10.633333333333333)","(1.6, 1.9, 1.8808602150537634)"
08-01-2023 18:47:22.980852,"(3.6, 5.0, 4.929411764705883)","(91.0, 160.0, 155.29411764705884)","(6.0, 8.6, 8.458823529411765)","(71.0, 130.0, 120.0)","(91.0, 200.0, 185.0)","(21.0, 38.0, 37.5)","(8.5, 11.0, 10.633333333333333)","(1.6, 1.9, 1.8812121212121211)"
08-01-2023 18:47:24.028020,"(3.6, 5.0, 4.970731707317073)","(91.0, 160.0, 155.29411764705884)","(6.0, 8.6, 8.458823529411765)","(71.0, 130.0, 120.0)","(91.0, 190.0, 185.0)","(21.0, 38.0, 37.5)","(8.5, 11.0, 10.942857142857143)","(1.6, 1.9, 1.8771428571428572)"
08-01-2023 18:47:25.092305,"(3.6, 5.0, 4.9818181818181815)","(91.0, 160.0, 148.57142857142858)","(6.0, 8.6, 8.458823529411765)","(71.0, 130.0, 124.16666666666666)","(91.0, 190.0, 187.27272727272728)","(21.0, 38.0, 37.5)","(8.5, 11.0, 10.818181818181818)","(1.6, 1.9, 1.8812328767123287)"
08-01-2023 18:47:26.245309,"(3.6, 5.0, 4.9818181818181815)","(91.0, 160.0, 153.84615384615384)","(6.0, 8.6, 8.354545454545454)","(71.0, 130.0, 124.16666666666666)","(91.0, 190.0, 185.0)","(21.0, 38.0, 37.5)","(8.5, 11.0, 10.8)","(1.6, 1.9, 1.8714285714285714)"
08-01-2023 18:47:27.388776,"(3.6, 5.0, 4.9818181818181815)","(91.0, 160.0, 153.84615384615384)","(6.0, 8.6, 8.458823529411765)","(71.0, 130.0, 124.16666666666666)","(91.0, 190.0, 185.0)","(21.0, 38.0, 37.5)","(8.5, 11.0, 10.75)","(1.6, 1.88, 1.8812121212121211)"
08-01-2023 18:47:28.594649,"(3.6, 5.0, 4.9818181818181815)","(91.0, 160.0, 146.66666666666666)","(6.0, 8.6, 8.458823529411765)","(71.0, 130.0, 124.0)","(91.0, 190.0, 187.27272727272728)","(21.0, 38.0, 37.5)","(8.5, 11.0, 10.75)","(1.6, 1.9, 1.8811267605633801)"
08-01-2023 18:47:29.767398,"(3.6, 5.0, 4.9818181818181815)","(91.0, 160.0, 146.66666666666666)","(6.0, 8.6, 8.354545454545454)","(71.0, 130.0, 118.0)","(91.0, 190.0, 185.0)","(21.0, 38.0, 37.5)","(8.5, 11.0, 10.9375)","(1.6, 1.9, 1.862542372881356)"
08-01-2023 18:47:30.910659,"(3.7, 5.0, 4.9818181818181815)","(91.0, 160.0, 146.66666666666666)","(6.0, 8.6, 8.52)","(71.0, 130.0, 118.0)","(91.0, 190.0, 185.0)","(21.0, 38.0, 37.36363636363637)","(8.0, 11.0, 11.136363636363637)","(1.65, 1.87, 1.8678947368421053)"
08-01-2023 18:47:32.044887,"(3.7, 5.0, 4.986666666666666)","(91.0, 160.0, 153.84615384615384)","(6.0, 8.6, 8.52)","(71.0, 130.0, 124.0)","(91.0, 190.0, 187.27272727272728)","(21.0, 38.0, 37.36363636363637)","(8.0, 11.5, 11.178571428571429)","(1.65, 1.89, 1.87)"
08-01-2023 18:47:33.188741,"(3.7, 5.0, 4.986666666666666)","(91.0, 160.0, 153.84615384615384)","(6.0, 8.6, 8.533333333333333)","(71.0, 130.0, 110.0)","(91.0, 190.0, 175.0)","(21.0, 38.0, 37.36363636363637)","(8.0, 11.5, 11.125)","(1.65, 1.89, 1.8636363636363638)"
08-01-2023 18:47:34.380385,"(3.7, 5.0, 4.955555555555556)","(91.0, 160.0, 153.84615384615384)","(6.0, 8.6, 8.452631578947368)","(71.0, 130.0, 110.0)","(91.0, 190.0, 180.0)","(21.0, 38.0, 37.36363636363637)","(8.0, 11.5, 11.125)","(1.65, 1.88, 1.8644444444444446)"
08-01-2023 18:47:35.530227,"(3.7, 5.0, 4.925)","(91.0, 160.0, 153.84615384615384)","(6.0, 8.6, 8.542857142857143)","(71.0, 130.0, 117.14285714285714)","(91.0, 190.0, 180.0)","(21.0, 38.0, 37.36363636363637)","(8.0, 11.5, 11.2)","(1.65, 1.88, 1.8666666666666667)"
08-01-2023 18:47:36.778886,"(3.7, 5.0, 4.9399999999999995)","(91.0, 160.0, 153.84615384615384)","(6.0, 8.6, 8.24705882352941)","(71.0, 130.0, 110.0)","(91.0, 190.0, 175.0)","(21.0, 38.0, 37.36363636363637)","(8.0, 11.5, 11.289473684210526)","(1.65, 1.88, 1.862857142857143)"
08-01-2023 18:47:37.938932,"(3.7, 5.0, 4.9399999999999995)","(91.0, 160.0, 153.84615384615384)","(6.0, 8.6, 8.284210526315789)","(71.0, 130.0, 110.0)","(91.0, 190.0, 185.0)","(21.0, 38.0, 37.36363636363637)","(8.0, 11.5, 11.347826086956522)","(1.65, 1.87, 1.8672222222222223)"
08-01-2023 18:47:39.171168,"(3.7, 5.0, 4.97)","(91.0, 160.0, 153.84615384615384)","(6.0, 8.6, 8.1)","(71.0, 130.0, 117.14285714285714)","(91.0, 190.0, 180.0)","(21.0, 38.0, 37.76470588235294)","(8.0, 11.5, 11.363636363636363)","(1.65, 1.87, 1.871627906976744)"
08-01-2023 18:47:40.348313,"(3.7, 5.0, 4.9523809523809526)","(91.0, 160.0, 153.84615384615384)","(6.0, 8.6, 8.17142857142857)","(71.0, 130.0, 110.0)","(91.0, 190.0, 175.0)","(21.0, 38.0, 39.2)","(8.0, 11.5, 11.369565217391305)","(1.65, 1.88, 1.8698305084745763)"
08-01-2023 18:47:41.471336,"(3.7, 5.0, 4.937931034482759)","(91.0, 160.0, 153.84615384615384)","(6.0, 8.6, 8.17142857142857)","(71.0, 130.0, 117.14285714285714)","(91.0, 190.0, 187.27272727272728)","(21.0, 40.0, 39.27272727272727)","(8.0, 11.5, 11.166666666666666)","(1.65, 1.88, 1.8616129032258066)"
08-01-2023 18:47:42.634966,"(3.7, 5.0, 4.929032258064516)","(91.0, 160.0, 153.84615384615384)","(6.0, 8.4, 8.35)","(71.0, 130.0, 110.0)","(91.0, 190.0, 175.0)","(21.0, 40.0, 39.27272727272727)","(8.0, 11.5, 11.038461538461538)","(1.65, 1.87, 1.8536363636363637)"
08-01-2023 18:47:44.042895,"(3.7, 5.0, 4.929032258064516)","(91.0, 160.0, 153.84615384615384)","(6.0, 8.4, 7.818181818181818)","(71.0, 130.0, 110.0)","(91.0, 190.0, 170.0)","(21.0, 40.0, 38.54545454545455)","(8.0, 11.5, 11.0)","(1.65, 1.86, 1.8616666666666668)"
08-01-2023 18:47:45.426971,"(3.7, 5.1, 5.03)","(91.0, 160.0, 153.84615384615384)","(6.0, 8.0, 7.879069767441861)","(71.0, 130.0, 115.88235294117646)","(91.0, 190.0, 165.0)","(21.0, 40.0, 38.5)","(8.0, 11.5, 10.892857142857142)","(1.65, 1.87, 1.8571428571428572)"
08-01-2023 18:47:46.931543,"(3.7, 5.1, 5.044)","(91.0, 160.0, 153.84615384615384)","(6.0, 8.0, 8.18)","(71.0, 130.0, 109.0)","(91.0, 180.0, 165.0)","(21.0, 40.0, 38.5)","(8.0, 11.5, 11.071428571428571)","(1.65, 1.86, 1.8493023255813954)"
08-01-2023 18:47:48.345504,"(3.7, 5.1, 5.009090909090909)","(91.0, 160.0, 153.84615384615384)","(6.0, 8.4, 7.966666666666666)","(71.0, 130.0, 109.0)","(91.0, 180.0, 158.0)","(21.0, 40.0, 38.5)","(8.0, 11.5, 11.013513513513514)","(1.65, 1.85, 1.855)"
08-01-2023 18:47:49.686944,"(3.7, 5.1, 5.009090909090909)","(91.0, 160.0, 153.84615384615384)","(6.0, 8.2, 7.966666666666666)","(71.0, 130.0, 109.0)","(91.0, 190.0, 158.0)","(21.0, 40.0, 36.8)","(8.0, 11.5, 10.985714285714286)","(1.65, 1.86, 1.8518750000000002)"
08-01-2023 18:47:50.973350,"(3.7, 5.1, 5.009090909090909)","(91.0, 160.0, 153.84615384615384)","(6.0, 8.2, 8.044444444444444)","(71.0, 130.0, 118.46153846153845)","(91.0, 190.0, 158.0)","(21.0, 40.0, 36.8)","(8.0, 11.5, 11.271428571428572)","(1.65, 1.86, 1.86375)"
08-01-2023 18:47:52.318432,"(3.9, 5.2, 5.073684210526316)","(91.0, 160.0, 153.84615384615384)","(6.5, 8.2, 8.044444444444444)","(71.0, 130.0, 111.25)","(91.0, 190.0, 176.66666666666666)","(26.0, 40.0, 38.285714285714285)","(8.5, 11.5, 11.166666666666666)","(1.6, 1.87, 1.85125)"
08-01-2023 18:47:53.683864,"(3.9, 5.1, 4.961363636363637)","(91.0, 160.0, 153.84615384615384)","(6.5, 8.2, 7.911111111111111)","(71.0, 130.0, 111.25)","(91.0, 190.0, 176.66666666666666)","(26.0, 40.0, 38.0)","(8.5, 11.5, 11.314285714285715)","(1.6, 1.87, 1.8555555555555556)"
08-01-2023 18:47:55.058195,"(3.9, 5.2, 5.138461538461539)","(91.0, 160.0, 153.84615384615384)","(6.5, 8.0, 7.707692307692308)","(71.0, 130.0, 120.0)","(91.0, 190.0, 167.14285714285714)","(26.0, 40.0, 39.625)","(8.5, 11.5, 11.423076923076923)","(1.6, 1.86, 1.874516129032258)"
08-01-2023 18:47:56.412445,"(3.9, 5.1, 5.024137931034483)","(91.0, 160.0, 140.0)","(6.5, 7.8, 7.68)","(71.0, 130.0, 120.0)","(91.0, 190.0, 180.0)","(26.0, 40.0, 39.625)","(8.5, 11.5, 11.26923076923077)","(1.6, 1.88, 1.8698823529411766)"
08-01-2023 18:47:57.699427,"(3.9, 5.1, 5.024137931034483)","(91.0, 160.0, 155.3846153846154)","(6.5, 7.8, 7.55)","(71.0, 130.0, 119.28571428571428)","(91.0, 200.0, 186.15384615384616)","(26.0, 40.0, 38.0)","(8.5, 11.5, 11.293103448275861)","(1.6, 1.87, 1.8777514792899408)"
08-01-2023 18:47:58.942363,"(3.9, 5.1, 4.992307692307692)","(91.0, 160.0, 153.84615384615384)","(6.5, 7.6, 7.55)","(71.0, 130.0, 119.28571428571428)","(91.0, 200.0, 174.28571428571428)","(26.0, 40.0, 38.0)","(8.5, 11.5, 10.923076923076923)","(1.6, 1.88, 1.875873015873016)"
08-01-2023 18:48:00.247049,"(3.9, 5.1, 4.992307692307692)","(91.0, 160.0, 152.72727272727272)","(6.5, 7.6, 7.574999999999999)","(71.0, 130.0, 108.57142857142857)","(91.0, 200.0, 177.5)","(26.0, 40.0, 38.0)","(8.5, 11.5, 11.095238095238095)","(1.6, 1.88, 1.876)"
08-01-2023 18:48:01.472563,"(3.9, 5.1, 4.992307692307692)","(91.0, 160.0, 152.72727272727272)","(6.5, 7.6, 7.541935483870968)","(71.0, 130.0, 108.57142857142857)","(91.0, 200.0, 177.5)","(26.0, 40.0, 39.625)","(8.5, 11.5, 11.0625)","(1.6, 1.88, 1.8664285714285715)"
08-01-2023 18:48:02.755043,"(3.9, 5.1, 5.033333333333333)","(91.0, 160.0, 148.57142857142858)","(6.5, 7.6, 7.541935483870968)","(71.0, 130.0, 117.5)","(91.0, 200.0, 186.15384615384616)","(26.0, 40.0, 39.7)","(8.5, 11.5, 11.035714285714286)","(1.6, 1.87, 1.8656493506493508)"
08-01-2023 18:48:04.070694,"(3.9, 5.1, 5.08235294117647)","(91.0, 160.0, 153.33333333333334)","(6.5, 7.6, 7.5375)","(71.0, 130.0, 108.57142857142857)","(91.0, 200.0, 165.33333333333334)","(26.0, 40.0, 39.6)","(8.5, 11.5, 11.035714285714286)","(1.6, 1.87, 1.8646853146853148)"
08-01-2023 18:48:05.400948,"(3.9, 5.2, 5.109090909090909)","(91.0, 160.0, 152.72727272727272)","(6.5, 7.6, 7.562962962962962)","(71.0, 130.0, 108.57142857142857)","(91.0, 170.0, 145.0)","(26.0, 40.0, 40.15384615384615)","(8.5, 11.5, 11.077777777777778)","(1.6, 1.87, 1.8574683544303798)"
08-01-2023 18:48:06.614260,"(3.9, 5.2, 5.113043478260869)","(91.0, 160.0, 152.72727272727272)","(6.5, 7.6, 7.562962962962962)","(71.0, 130.0, 121.66666666666667)","(91.0, 160.0, 145.0)","(26.0, 42.0, 39.6)","(8.5, 11.5, 10.975409836065573)","(1.6, 1.86, 1.862)"
08-01-2023 18:48:07.804380,"(3.9, 5.2, 5.101639344262296)","(91.0, 160.0, 152.72727272727272)","(6.5, 7.8, 7.633898305084745)","(71.0, 130.0, 121.66666666666667)","(91.0, 160.0, 144.0)","(26.0, 40.0, 39.69230769230769)","(8.5, 11.5, 11.084615384615384)","(1.6, 1.87, 1.8575641025641028)"
08-01-2023 18:48:09.088971,"(3.9, 5.1, 5.066666666666666)","(91.0, 160.0, 148.57142857142858)","(6.5, 7.8, 7.638461538461538)","(71.0, 130.0, 108.57142857142857)","(91.0, 160.0, 144.0)","(26.0, 40.0, 39.69230769230769)","(8.5, 11.5, 11.24561403508772)","(1.6, 1.86, 1.8625)"
08-01-2023 18:48:10.403013,"(3.9, 5.1, 5.051666666666667)","(91.0, 160.0, 152.72727272727272)","(6.5, 7.8, 7.638461538461538)","(71.0, 130.0, 108.57142857142857)","(91.0, 160.0, 144.0)","(26.0, 40.0, 39.6)","(8.5, 11.5, 11.433333333333334)","(1.6, 1.87, 1.8628971962616823)"
08-01-2023 18:48:11.672501,"(3.9, 5.1, 5.046835443037975)","(91.0, 160.0, 153.33333333333334)","(6.5, 7.8, 7.56271186440678)","(71.0, 130.0, 108.57142857142857)","(91.0, 160.0, 144.0)","(26.0, 40.0, 40.10526315789474)","(8.5, 11.5, 11.36111111111111)","(1.6, 1.87, 1.8575757575757577)"
08-01-2023 18:48:12.944979,"(3.9, 5.1, 5.073863636363636)","(91.0, 160.0, 153.33333333333334)","(6.5, 7.8, 7.56271186440678)","(71.0, 130.0, 117.5)","(91.0, 160.0, 144.0)","(26.0, 42.0, 40.10526315789474)","(8.5, 11.5, 11.36111111111111)","(1.6, 1.87, 1.8575187969924813)"
08-01-2023 18:48:14.110049,"(3.9, 5.1, 5.069148936170213)","(91.0, 160.0, 152.72727272727272)","(6.5, 7.8, 7.566666666666666)","(81.0, 130.0, 117.5)","(91.0, 160.0, 144.0)","(26.0, 42.0, 40.15384615384615)","(8.5, 11.5, 11.447368421052632)","(1.6, 1.87, 1.859)"
08-01-2023 18:48:15.376552,"(3.9, 5.1, 5.067415730337078)","(91.0, 160.0, 155.0)","(6.5, 7.8, 7.56271186440678)","(81.0, 130.0, 110.55555555555556)","(91.0, 160.0, 144.0)","(26.0, 42.0, 40.333333333333336)","(8.5, 11.5, 11.447368421052632)","(1.6, 1.86, 1.8562937062937064)"
08-01-2023 18:48:16.654289,"(3.9, 5.1, 5.067045454545454)","(91.0, 160.0, 155.0)","(6.5, 7.8, 7.623255813953488)","(81.0, 130.0, 116.53846153846155)","(91.0, 160.0, 144.0)","(26.0, 42.0, 41.6)","(8.5, 11.5, 11.462264150943396)","(1.6, 1.87, 1.8559863945578232)"
08-01-2023 18:48:17.871939,"(3.9, 5.1, 5.069148936170213)","(91.0, 160.0, 156.1904761904762)","(6.5, 7.8, 7.623255813953488)","(81.0, 130.0, 116.53846153846155)","(91.0, 160.0, 144.0)","(26.0, 44.0, 41.6)","(8.5, 11.5, 11.462264150943396)","(1.6, 1.87, 1.8559863945578232)"
08-01-2023 18:48:19.121133,"(3.9, 5.1, 5.069148936170213)","(91.0, 160.0, 156.1904761904762)","(6.5, 7.8, 7.6)","(81.0, 130.0, 116.53846153846155)","(91.0, 160.0, 144.0)","(26.0, 44.0, 41.45454545454545)","(8.5, 11.5, 11.462264150943396)","(1.6, 1.86, 1.8561538461538463)"
08-01-2023 18:48:20.422551,"(3.9, 5.1, 5.047311827956989)","(91.0, 160.0, 156.0)","(6.5, 7.8, 7.6)","(81.0, 130.0, 108.125)","(91.0, 160.0, 144.0)","(26.0, 44.0, 41.45454545454545)","(8.5, 11.5, 11.466101694915254)","(1.6, 1.86, 1.8591891891891892)"
08-01-2023 18:48:21.695521,"(3.9, 5.1, 4.964285714285714)","(91.0, 160.0, 156.1904761904762)","(6.5, 7.8, 7.604081632653061)","(81.0, 130.0, 108.125)","(91.0, 160.0, 144.0)","(26.0, 44.0, 41.45454545454545)","(8.5, 11.5, 11.466101694915254)","(1.6, 1.86, 1.8591891891891892)"
08-01-2023 18:48:22.931936,"(3.9, 5.1, 4.961728395061728)","(91.0, 160.0, 156.1904761904762)","(6.5, 7.8, 7.6)","(81.0, 130.0, 116.53846153846155)","(91.0, 160.0, 187.4074074074074)","(26.0, 44.0, 40.76923076923077)","(8.5, 11.5, 11.466101694915254)","(1.6, 1.87, 1.8616326530612246)"
08-01-2023 18:48:24.148407,"(3.9, 5.1, 4.956410256410257)","(91.0, 160.0, 156.1904761904762)","(6.5, 7.8, 7.6)","(81.0, 130.0, 120.27777777777777)","(91.0, 190.0, 175.86206896551724)","(26.0, 44.0, 39.8)","(8.5, 11.5, 11.462264150943396)","(1.6, 1.87, 1.8618604651162791)"
08-01-2023 18:48:25.357407,"(3.9, 5.1, 4.961728395061728)","(91.0, 160.0, 156.0)","(6.5, 7.8, 7.6)","(81.0, 130.0, 120.27777777777777)","(91.0, 180.0, 174.0)","(26.0, 44.0, 40.18181818181818)","(8.5, 11.5, 11.466101694915254)","(1.6, 1.87, 1.8616326530612246)"
08-01-2023 18:48:26.618754,"(3.9, 5.1, 5.0562499999999995)","(91.0, 160.0, 156.1904761904762)","(6.5, 7.8, 7.7)","(81.0, 130.0, 120.27777777777777)","(91.0, 180.0, 165.0)","(26.0, 42.0, 40.666666666666664)","(8.5, 11.5, 11.41044776119403)","(1.6, 1.87, 1.8762962962962964)"
