,Mystical Charm,Magic Nitro,Bahamas Miss,Feel Your Way,Montana One,Atomic Pete,Financially Stable,Just Call Me Harry,Batman Jujon
11-01-2023 21:20:58.513738,"(10.0, 16.0, 15.222222222222221)","(15.0, 24.0, 23.333333333333332)","(3.2, 3.45, 3.3990909090909094)","(17.0, 30.0, 29.643564356435643)","(101.0, 190.0, 148.33333333333334)","(61.0, 90.0, 84.11764705882354)","(1.5, 1.98, 1.9793939393939395)","(51.0, 100.0, 85.0)","(41.0, 65.0, 52.5)"
11-01-2023 21:20:59.844800,"(10.0, 16.5, 15.704545454545455)","(15.0, 24.0, 23.333333333333332)","(3.2, 3.45, 3.3990909090909094)","(17.0, 30.0, 29.643564356435643)","(101.0, 190.0, 148.33333333333334)","(61.0, 90.0, 84.11764705882354)","(1.5, 1.98, 1.9793939393939395)","(51.0, 100.0, 85.0)","(41.0, 65.0, 52.5)"
11-01-2023 21:21:01.115343,"(10.0, 16.5, 15.704545454545455)","(15.0, 24.0, 23.333333333333332)","(3.2, 3.45, 3.3990909090909094)","(17.0, 30.0, 29.643564356435643)","(101.0, 190.0, 148.33333333333334)","(61.0, 90.0, 84.11764705882354)","(1.5, 1.98, 1.9793939393939395)","(51.0, 100.0, 85.0)","(41.0, 65.0, 52.5)"
11-01-2023 21:21:02.417586,"(10.0, 16.5, 15.704545454545455)","(15.0, 24.0, 23.333333333333332)","(3.2, 3.45, 3.3990909090909094)","(17.0, 30.0, 28.4)","(101.0, 190.0, 148.33333333333334)","(61.0, 90.0, 84.11764705882354)","(1.5, 1.98, 1.963081395348837)","(51.0, 100.0, 85.0)","(41.0, 65.0, 51.111111111111114)"
11-01-2023 21:21:03.711467,"(10.0, 16.0, 15.630434782608695)","(15.0, 24.0, 23.2)","(3.2, 3.45, 3.3990909090909094)","(17.0, 30.0, 28.153846153846153)","(101.0, 190.0, 156.66666666666666)","(61.0, 90.0, 84.11764705882354)","(1.5, 1.97, 1.978987341772152)","(51.0, 100.0, 85.0)","(41.0, 60.0, 51.111111111111114)"
11-01-2023 21:21:05.134239,"(10.0, 16.5, 15.547619047619047)","(15.0, 24.0, 23.2)","(3.2, 3.45, 3.3990909090909094)","(17.0, 30.0, 28.153846153846153)","(101.0, 190.0, 156.66666666666666)","(61.0, 90.0, 84.11764705882354)","(1.5, 1.98, 1.9976)","(51.0, 100.0, 85.0)","(41.0, 60.0, 51.111111111111114)"
11-01-2023 21:21:06.756265,"(10.0, 16.0, 15.428571428571429)","(15.0, 24.0, 22.714285714285715)","(3.2, 3.45, 3.3990909090909094)","(17.0, 30.0, 28.153846153846153)","(101.0, 190.0, 156.66666666666666)","(61.0, 90.0, 84.11764705882354)","(1.5, 2.02, 2.0067567567567566)","(51.0, 100.0, 85.0)","(41.0, 60.0, 51.666666666666664)"
11-01-2023 21:21:08.237953,"(10.0, 16.0, 15.304347826086957)","(15.0, 24.0, 23.0)","(3.2, 3.45, 3.3990909090909094)","(17.0, 30.0, 28.153846153846153)","(101.0, 190.0, 156.66666666666666)","(61.0, 90.0, 84.11764705882354)","(1.5, 2.02, 2.0067567567567566)","(51.0, 100.0, 85.0)","(41.0, 55.0, 50.833333333333336)"
11-01-2023 21:21:09.698018,"(10.0, 16.0, 15.304347826086957)","(15.0, 24.0, 22.714285714285715)","(3.2, 3.45, 3.3990909090909094)","(17.0, 30.0, 28.153846153846153)","(101.0, 190.0, 156.66666666666666)","(61.0, 90.0, 84.11764705882354)","(1.5, 2.02, 1.9694736842105263)","(51.0, 100.0, 85.0)","(41.0, 55.0, 51.25)"
11-01-2023 21:21:11.164500,"(10.0, 16.0, 15.304347826086957)","(15.0, 24.0, 22.333333333333332)","(3.2, 3.45, 3.3207317073170732)","(17.0, 30.0, 28.153846153846153)","(101.0, 190.0, 156.66666666666666)","(61.0, 90.0, 84.11764705882354)","(1.5, 2.02, 1.9983333333333333)","(51.0, 100.0, 85.0)","(41.0, 55.0, 51.25)"
11-01-2023 21:21:12.597966,"(10.0, 16.0, 15.304347826086957)","(16.0, 24.0, 22.333333333333332)","(3.0, 3.35, 3.3207317073170732)","(18.0, 30.0, 28.153846153846153)","(101.0, 190.0, 156.66666666666666)","(61.0, 90.0, 84.11764705882354)","(1.5, 2.02, 1.9825)","(51.0, 100.0, 85.0)","(41.0, 55.0, 51.25)"
11-01-2023 21:21:13.959733,"(10.0, 16.0, 15.304347826086957)","(16.0, 24.0, 22.333333333333332)","(3.0, 3.35, 3.329310344827586)","(18.0, 30.0, 28.153846153846153)","(101.0, 190.0, 156.66666666666666)","(61.0, 90.0, 84.11764705882354)","(1.5, 1.99, 1.9961904761904763)","(51.0, 100.0, 92.5)","(41.0, 55.0, 51.25)"
11-01-2023 21:21:15.223528,"(10.0, 16.0, 15.304347826086957)","(16.0, 24.0, 22.333333333333332)","(3.0, 3.35, 3.329310344827586)","(18.0, 30.0, 28.153846153846153)","(101.0, 190.0, 156.66666666666666)","(61.0, 90.0, 84.11764705882354)","(1.5, 2.0, 2.055873015873016)","(51.0, 100.0, 92.5)","(41.0, 55.0, 51.25)"
11-01-2023 21:21:16.588362,"(10.0, 16.0, 15.304347826086957)","(16.0, 23.0, 22.428571428571427)","(3.0, 3.35, 3.2952830188679245)","(18.0, 30.0, 28.153846153846153)","(101.0, 190.0, 156.66666666666666)","(61.0, 90.0, 84.11764705882354)","(1.5, 2.06, 2.055873015873016)","(51.0, 100.0, 92.5)","(41.0, 55.0, 51.25)"
11-01-2023 21:21:17.965396,"(10.0, 16.0, 15.071428571428571)","(16.0, 23.0, 22.428571428571427)","(3.0, 3.35, 3.276923076923077)","(18.0, 30.0, 28.153846153846153)","(101.0, 190.0, 154.28571428571428)","(61.0, 90.0, 84.11764705882354)","(1.5, 2.06, 2.0576785714285717)","(51.0, 100.0, 92.5)","(41.0, 55.0, 51.25)"
11-01-2023 21:21:19.327577,"(10.0, 16.0, 15.071428571428571)","(16.0, 23.0, 22.428571428571427)","(3.0, 3.3, 3.276923076923077)","(18.0, 30.0, 28.153846153846153)","(101.0, 190.0, 152.5)","(61.0, 90.0, 84.11764705882354)","(1.5, 2.06, 2.0545454545454547)","(51.0, 100.0, 92.5)","(41.0, 55.0, 51.25)"
11-01-2023 21:21:20.701253,"(10.0, 16.0, 15.25)","(16.0, 23.0, 21.235294117647058)","(3.0, 3.3, 3.2286585365853657)","(18.0, 30.0, 29.653846153846153)","(101.0, 190.0, 152.5)","(61.0, 90.0, 84.11764705882354)","(1.5, 2.08, 2.068235294117647)","(51.0, 100.0, 91.66666666666666)","(41.0, 55.0, 46.75)"
11-01-2023 21:21:21.996801,"(10.0, 15.5, 15.25)","(16.0, 23.0, 21.235294117647058)","(3.0, 3.3, 3.2224719101123593)","(18.0, 30.0, 29.653846153846153)","(101.0, 190.0, 152.5)","(61.0, 90.0, 84.11764705882354)","(1.5, 2.12, 2.083076923076923)","(51.0, 100.0, 91.66666666666666)","(41.0, 55.0, 46.75)"
11-01-2023 21:21:23.417582,"(10.0, 15.5, 15.055555555555555)","(16.0, 23.0, 21.235294117647058)","(3.0, 3.3, 3.2327586206896552)","(18.0, 30.0, 29.653846153846153)","(101.0, 190.0, 152.5)","(61.0, 90.0, 84.11764705882354)","(1.5, 2.12, 2.0663829787234045)","(51.0, 100.0, 91.66666666666666)","(41.0, 55.0, 46.75)"
11-01-2023 21:21:24.776068,"(10.0, 15.5, 15.18)","(16.0, 23.0, 21.235294117647058)","(3.0, 3.25, 3.1964285714285716)","(18.0, 30.0, 29.653846153846153)","(101.0, 190.0, 152.5)","(61.0, 90.0, 83.57142857142857)","(1.5, 2.08, 2.1129411764705885)","(51.0, 100.0, 91.66666666666666)","(41.0, 55.0, 47.2)"
11-01-2023 21:21:26.252078,"(10.0, 15.5, 15.18)","(16.0, 23.0, 21.235294117647058)","(3.0, 3.25, 3.1421875)","(18.0, 30.0, 29.653846153846153)","(101.0, 190.0, 152.5)","(61.0, 85.0, 83.57142857142857)","(1.5, 2.12, 2.1103030303030303)","(51.0, 100.0, 81.25)","(41.0, 55.0, 47.2)"
11-01-2023 21:21:27.698294,"(10.0, 15.5, 15.18)","(16.0, 23.0, 21.235294117647058)","(3.0, 3.25, 3.0680555555555555)","(18.0, 30.0, 29.653846153846153)","(101.0, 190.0, 152.5)","(61.0, 85.0, 83.57142857142857)","(1.5, 2.12, 2.102222222222222)","(51.0, 100.0, 77.85714285714286)","(41.0, 55.0, 47.2)"
11-01-2023 21:21:28.942503,"(10.0, 15.5, 15.233333333333334)","(16.0, 23.0, 21.235294117647058)","(3.0, 3.1, 3.0680555555555555)","(18.0, 30.0, 29.653846153846153)","(101.0, 190.0, 152.5)","(61.0, 85.0, 83.57142857142857)","(1.5, 2.12, 2.114)","(51.0, 95.0, 77.85714285714286)","(41.0, 55.0, 47.2)"
11-01-2023 21:21:30.248795,"(10.0, 15.5, 15.233333333333334)","(16.0, 23.0, 21.5)","(2.9, 3.1, 3.01)","(19.0, 30.0, 29.653846153846153)","(101.0, 190.0, 152.5)","(61.0, 85.0, 83.57142857142857)","(1.55, 2.12, 2.114827586206897)","(51.0, 95.0, 82.5)","(41.0, 55.0, 47.2)"
11-01-2023 21:21:31.630319,"(10.0, 15.5, 15.257575757575758)","(16.0, 23.0, 21.5)","(2.9, 3.1, 3.01)","(19.0, 30.0, 29.653846153846153)","(101.0, 190.0, 152.5)","(61.0, 85.0, 83.57142857142857)","(1.55, 2.12, 2.114827586206897)","(51.0, 90.0, 78.75)","(41.0, 55.0, 47.2)"
11-01-2023 21:21:32.950964,"(10.0, 15.5, 15.257575757575758)","(16.0, 23.0, 21.5)","(2.9, 3.1, 3.01)","(19.0, 30.0, 29.653846153846153)","(101.0, 190.0, 152.5)","(61.0, 85.0, 83.57142857142857)","(1.55, 2.12, 2.1335483870967744)","(51.0, 90.0, 78.75)","(41.0, 55.0, 47.2)"
11-01-2023 21:21:34.436173,"(10.0, 15.5, 15.257575757575758)","(16.0, 23.0, 21.5)","(2.9, 3.1, 3.0052631578947366)","(19.0, 30.0, 29.653846153846153)","(101.0, 190.0, 152.5)","(61.0, 85.0, 83.57142857142857)","(1.55, 2.14, 2.1944827586206896)","(51.0, 90.0, 78.75)","(41.0, 55.0, 47.2)"
11-01-2023 21:21:36.010162,"(10.0, 15.5, 14.25)","(16.0, 23.0, 20.75)","(2.9, 3.1, 2.975263157894737)","(19.0, 30.0, 28.956989247311828)","(101.0, 190.0, 147.14285714285714)","(61.0, 85.0, 82.14285714285714)","(1.55, 2.22, 2.2538636363636364)","(51.0, 90.0, 78.0)","(41.0, 48.0, 46.0)"
11-01-2023 21:21:37.623052,"(10.0, 14.5, 14.25)","(16.0, 21.0, 20.75)","(2.9, 2.98, 2.943157894736842)","(19.0, 29.0, 29.966292134831463)","(101.0, 190.0, 147.14285714285714)","(61.0, 85.0, 83.33333333333334)","(1.55, 2.26, 2.294285714285714)","(51.0, 90.0, 83.75)","(41.0, 48.0, 45.333333333333336)"
11-01-2023 21:21:39.319856,"(10.0, 14.5, 14.653846153846153)","(16.0, 22.0, 21.32608695652174)","(2.9, 2.96, 2.8851999999999998)","(19.0, 30.0, 29.966292134831463)","(101.0, 190.0, 147.14285714285714)","(61.0, 85.0, 83.33333333333334)","(1.55, 2.3, 2.2370731707317075)","(51.0, 90.0, 78.33333333333333)","(41.0, 55.0, 46.0)"
11-01-2023 21:21:40.903899,"(10.0, 15.0, 14.571428571428571)","(16.0, 23.0, 21.625)","(2.9, 2.9, 2.8409677419354837)","(19.0, 30.0, 29.966292134831463)","(101.0, 190.0, 147.14285714285714)","(61.0, 85.0, 83.33333333333334)","(1.55, 2.3, 2.2580487804878047)","(51.0, 85.0, 73.75)","(41.0, 55.0, 50.0)"
11-01-2023 21:21:42.575010,"(10.0, 15.0, 14.68421052631579)","(16.0, 23.0, 19.363636363636363)","(2.9, 2.92, 2.8627027027027028)","(19.0, 30.0, 29.966292134831463)","(101.0, 190.0, 147.14285714285714)","(61.0, 85.0, 72.5)","(1.55, 2.3, 2.3764)","(51.0, 85.0, 73.75)","(41.0, 55.0, 50.0)"
11-01-2023 21:21:43.984589,"(10.0, 15.0, 14.478260869565217)","(15.0, 23.0, 18.9)","(2.8, 2.88, 2.73)","(19.0, 30.0, 29.966292134831463)","(101.0, 190.0, 147.14285714285714)","(51.0, 90.0, 58.75)","(1.6, 2.38, 2.394285714285714)","(51.0, 85.0, 73.75)","(31.0, 55.0, 50.0)"
11-01-2023 21:21:45.433542,"(10.0, 15.0, 14.0)","(15.0, 21.0, 19.285714285714285)","(2.8, 2.78, 2.750909090909091)","(19.0, 30.0, 29.333333333333332)","(101.0, 190.0, 147.14285714285714)","(51.0, 85.0, 63.333333333333336)","(1.6, 2.44, 2.4266666666666667)","(51.0, 85.0, 73.75)","(31.0, 55.0, 50.5)"
11-01-2023 21:21:46.760987,"(10.0, 15.0, 14.0)","(15.0, 21.0, 19.285714285714285)","(2.7, 2.78, 2.722153846153846)","(19.0, 30.0, 29.333333333333332)","(101.0, 190.0, 147.14285714285714)","(51.0, 80.0, 59.166666666666664)","(1.65, 2.44, 2.4358139534883723)","(51.0, 85.0, 73.75)","(31.0, 55.0, 43.75)"
11-01-2023 21:21:48.170610,"(10.0, 15.0, 13.666666666666666)","(15.0, 21.0, 19.5)","(2.7, 2.78, 2.716)","(19.0, 30.0, 29.666666666666668)","(101.0, 190.0, 147.14285714285714)","(51.0, 80.0, 59.166666666666664)","(1.65, 2.44, 2.4366355140186915)","(51.0, 85.0, 73.75)","(31.0, 55.0, 43.75)"
11-01-2023 21:21:49.557584,"(10.0, 15.0, 13.545454545454545)","(15.0, 20.0, 18.40909090909091)","(2.7, 2.78, 2.7260526315789475)","(19.0, 30.0, 29.666666666666668)","(101.0, 190.0, 147.14285714285714)","(51.0, 80.0, 60.0)","(1.65, 2.44, 2.4154128440366973)","(51.0, 85.0, 73.75)","(31.0, 55.0, 48.625)"
11-01-2023 21:21:50.957788,"(10.0, 15.0, 13.4)","(15.0, 20.0, 18.055555555555557)","(2.7, 2.76, 2.7260526315789475)","(19.0, 30.0, 29.714285714285715)","(101.0, 190.0, 157.27272727272728)","(51.0, 75.0, 60.0)","(1.65, 2.42, 2.3085271317829457)","(51.0, 85.0, 73.75)","(31.0, 55.0, 43.75)"
11-01-2023 21:21:52.417696,"(10.0, 15.0, 14.2)","(14.0, 20.0, 17.86111111111111)","(2.7, 2.74, 2.735675675675676)","(19.0, 30.0, 29.81818181818182)","(101.0, 190.0, 157.27272727272728)","(51.0, 70.0, 52.857142857142854)","(1.65, 2.32, 2.408888888888889)","(51.0, 85.0, 73.75)","(31.0, 55.0, 46.85714285714286)"
11-01-2023 21:21:53.906663,"(10.0, 15.0, 13.8)","(14.0, 20.0, 17.973684210526315)","(2.7, 2.74, 2.735675675675676)","(19.0, 30.0, 29.81818181818182)","(101.0, 190.0, 157.27272727272728)","(51.0, 70.0, 52.857142857142854)","(1.65, 2.42, 2.408888888888889)","(51.0, 85.0, 73.75)","(31.0, 55.0, 47.875)"
11-01-2023 21:21:55.511260,"(10.0, 15.0, 13.8)","(14.0, 20.0, 17.973684210526315)","(2.7, 2.74, 2.735675675675676)","(19.0, 30.0, 29.857142857142858)","(101.0, 190.0, 157.27272727272728)","(51.0, 70.0, 52.142857142857146)","(1.65, 2.42, 2.408888888888889)","(51.0, 85.0, 73.75)","(31.0, 55.0, 47.875)"
11-01-2023 21:21:56.962213,"(10.0, 15.0, 13.5)","(14.0, 20.0, 17.9375)","(2.7, 2.74, 2.7324590163934426)","(19.0, 30.0, 29.81818181818182)","(101.0, 190.0, 157.27272727272728)","(51.0, 65.0, 65.0)","(1.65, 2.42, 2.4610526315789474)","(51.0, 85.0, 73.75)","(31.0, 55.0, 49.81818181818182)"
11-01-2023 21:21:58.441869,"(10.0, 15.0, 13.5)","(14.0, 20.0, 17.9375)","(2.7, 2.76, 2.7324590163934426)","(19.0, 30.0, 29.81818181818182)","(91.0, 190.0, 157.27272727272728)","(51.0, 80.0, 62.5)","(1.7, 2.48, 2.4491428571428573)","(51.0, 85.0, 73.75)","(31.0, 55.0, 47.714285714285715)"
11-01-2023 21:21:59.820233,"(10.0, 15.0, 13.5)","(14.0, 20.0, 18.333333333333332)","(2.7, 2.76, 2.7324590163934426)","(19.0, 30.0, 29.81818181818182)","(91.0, 190.0, 157.27272727272728)","(51.0, 75.0, 58.33333333333333)","(1.7, 2.48, 2.4496103896103896)","(51.0, 85.0, 73.75)","(31.0, 55.0, 47.714285714285715)"
11-01-2023 21:22:01.254984,"(10.0, 15.0, 13.5)","(14.0, 20.0, 18.9)","(2.7, 2.76, 2.71)","(19.0, 30.0, 29.81818181818182)","(91.0, 190.0, 154.0)","(51.0, 75.0, 63.46153846153846)","(1.7, 2.46, 2.4496103896103896)","(51.0, 85.0, 73.75)","(31.0, 55.0, 47.714285714285715)"
11-01-2023 21:22:02.578534,"(10.0, 15.0, 13.5)","(14.0, 19.5, 18.891304347826086)","(2.7, 2.74, 2.704)","(19.0, 30.0, 29.833333333333332)","(91.0, 190.0, 154.0)","(51.0, 75.0, 61.36363636363637)","(1.7, 2.46, 2.4496103896103896)","(51.0, 85.0, 73.75)","(31.0, 55.0, 47.714285714285715)"
11-01-2023 21:22:03.992624,"(10.0, 15.0, 13.5)","(14.0, 19.5, 19.184210526315788)","(2.7, 2.74, 2.704)","(19.0, 30.0, 29.833333333333332)","(91.0, 190.0, 154.0)","(51.0, 75.0, 61.36363636363637)","(1.7, 2.46, 2.4496103896103896)","(51.0, 85.0, 73.75)","(31.0, 55.0, 47.714285714285715)"
11-01-2023 21:22:05.309071,"(10.0, 15.0, 13.5)","(14.0, 19.5, 19.184210526315788)","(2.7, 2.74, 2.704)","(19.0, 30.0, 29.833333333333332)","(91.0, 190.0, 154.0)","(51.0, 75.0, 61.36363636363637)","(1.7, 2.46, 2.4496103896103896)","(51.0, 85.0, 73.75)","(31.0, 55.0, 47.714285714285715)"
11-01-2023 21:22:06.679849,"(10.0, 15.0, 13.5)","(14.0, 19.5, 19.125)","(2.7, 2.74, 2.704)","(19.0, 30.0, 29.833333333333332)","(91.0, 190.0, 154.0)","(51.0, 75.0, 60.41666666666667)","(1.7, 2.46, 2.3863694267515925)","(51.0, 85.0, 73.75)","(31.0, 55.0, 47.714285714285715)"
11-01-2023 21:22:08.083325,"(10.0, 15.0, 13.5)","(13.0, 19.5, 19.2)","(2.5, 2.74, 2.6820000000000004)","(19.0, 30.0, 29.666666666666668)","(91.0, 190.0, 154.0)","(41.0, 75.0, 66.66666666666667)","(1.75, 2.42, 2.3794029850746266)","(51.0, 85.0, 73.75)","(31.0, 55.0, 47.714285714285715)"
11-01-2023 21:22:09.452471,"(10.0, 15.0, 13.5)","(13.0, 19.5, 19.2)","(2.5, 2.7, 2.6820000000000004)","(19.0, 32.0, 29.857142857142858)","(91.0, 190.0, 154.0)","(41.0, 70.0, 66.66666666666667)","(1.75, 2.38, 2.3794520547945206)","(51.0, 85.0, 73.75)","(31.0, 55.0, 47.714285714285715)"
11-01-2023 21:22:10.861334,"(10.0, 15.0, 13.5)","(13.0, 19.5, 19.2)","(2.5, 2.7, 2.6820000000000004)","(19.0, 32.0, 29.857142857142858)","(91.0, 190.0, 154.0)","(41.0, 70.0, 66.66666666666667)","(1.75, 2.38, 2.3794285714285714)","(51.0, 85.0, 73.75)","(31.0, 55.0, 47.714285714285715)"
11-01-2023 21:22:12.235615,"(10.0, 15.0, 13.5)","(13.0, 20.0, 18.608695652173914)","(2.5, 2.7, 2.685316455696203)","(19.0, 32.0, 29.857142857142858)","(91.0, 190.0, 162.22222222222223)","(41.0, 70.0, 66.0)","(1.75, 2.38, 2.4006593406593404)","(51.0, 85.0, 76.66666666666667)","(31.0, 55.0, 50.0)"
11-01-2023 21:22:13.724473,"(10.0, 14.0, 12.8)","(13.0, 20.0, 18.8)","(2.5, 2.7, 2.685316455696203)","(19.0, 32.0, 30.125)","(91.0, 190.0, 162.22222222222223)","(41.0, 70.0, 62.5)","(1.75, 2.42, 2.3931297709923665)","(51.0, 110.0, 76.0)","(31.0, 70.0, 60.0)"
11-01-2023 21:22:15.116994,"(10.0, 14.0, 13.272727272727273)","(13.0, 20.0, 19.3)","(2.5, 2.7, 2.581449893390192)","(19.0, 32.0, 30.615384615384617)","(91.0, 190.0, 165.0)","(41.0, 70.0, 65.0)","(1.75, 2.42, 2.4056880733944954)","(51.0, 100.0, 76.66666666666667)","(31.0, 65.0, 56.111111111111114)"
11-01-2023 21:22:16.545953,"(10.0, 13.5, 13.272727272727273)","(13.0, 20.0, 19.857142857142858)","(2.5, 2.6, 2.520919540229885)","(19.0, 32.0, 30.666666666666668)","(91.0, 190.0, 180.0)","(41.0, 70.0, 67.5)","(1.75, 2.42, 2.4379999999999997)","(51.0, 100.0, 86.15384615384616)","(31.0, 65.0, 54.38461538461539)"
11-01-2023 21:22:17.926915,"(10.0, 13.5, 12.264705882352942)","(13.0, 23.0, 21.2)","(2.5, 2.6, 2.5628571428571427)","(19.0, 32.0, 30.8)","(91.0, 190.0, 163.33333333333334)","(41.0, 75.0, 67.5)","(1.75, 2.44, 2.4382608695652173)","(51.0, 100.0, 93.33333333333334)","(31.0, 65.0, 53.0)"
11-01-2023 21:22:19.400376,"(10.0, 13.5, 12.75)","(13.0, 23.0, 20.8)","(2.5, 2.58, 2.5408333333333335)","(19.0, 32.0, 33.6)","(91.0, 190.0, 163.33333333333334)","(41.0, 75.0, 66.11111111111111)","(1.75, 2.44, 2.425)","(51.0, 100.0, 93.33333333333334)","(31.0, 65.0, 59.166666666666664)"
11-01-2023 21:22:20.827150,"(10.0, 13.5, 12.75)","(13.0, 21.0, 20.25)","(2.45, 2.56, 2.518082191780822)","(19.0, 34.0, 33.69230769230769)","(91.0, 190.0, 163.33333333333334)","(41.0, 75.0, 66.11111111111111)","(1.8, 2.46, 2.453913043478261)","(51.0, 100.0, 95.45454545454545)","(31.0, 70.0, 54.705882352941174)"
11-01-2023 21:22:22.181107,"(10.0, 13.5, 12.9)","(13.0, 21.0, 20.5)","(2.45, 2.56, 2.5202597402597404)","(19.0, 34.0, 33.69230769230769)","(91.0, 190.0, 163.33333333333334)","(41.0, 75.0, 66.11111111111111)","(1.8, 2.46, 2.4546153846153844)","(51.0, 100.0, 86.66666666666667)","(31.0, 70.0, 54.705882352941174)"
11-01-2023 21:22:23.573018,"(10.0, 13.5, 12.875)","(13.0, 21.0, 20.5)","(2.4, 2.56, 2.5205263157894735)","(19.0, 34.0, 33.69230769230769)","(91.0, 190.0, 163.33333333333334)","(41.0, 75.0, 66.11111111111111)","(1.8, 2.46, 2.4546153846153844)","(51.0, 100.0, 86.66666666666667)","(31.0, 70.0, 54.705882352941174)"
11-01-2023 21:22:24.939903,"(10.0, 13.5, 12.875)","(13.0, 21.0, 20.5)","(2.4, 2.56, 2.524516129032258)","(19.0, 34.0, 33.69230769230769)","(91.0, 190.0, 163.33333333333334)","(41.0, 75.0, 66.11111111111111)","(1.8, 2.46, 2.471304347826087)","(51.0, 100.0, 86.66666666666667)","(31.0, 70.0, 54.705882352941174)"
11-01-2023 21:22:26.303976,"(10.0, 13.5, 12.78125)","(13.0, 21.0, 20.5)","(2.4, 2.54, 2.5290909090909093)","(19.0, 34.0, 33.714285714285715)","(91.0, 190.0, 163.33333333333334)","(41.0, 75.0, 67.0)","(1.8, 2.48, 2.4523529411764704)","(51.0, 100.0, 86.66666666666667)","(31.0, 70.0, 50.0)"
11-01-2023 21:22:27.649631,"(10.0, 13.5, 12.78125)","(13.0, 21.0, 20.5)","(2.4, 2.54, 2.5290909090909093)","(19.0, 34.0, 33.714285714285715)","(91.0, 190.0, 163.33333333333334)","(41.0, 75.0, 67.0)","(1.8, 2.46, 2.4523529411764704)","(51.0, 100.0, 86.66666666666667)","(31.0, 70.0, 54.6)"
11-01-2023 21:22:29.105570,"(10.0, 13.5, 12.615384615384615)","(13.0, 21.0, 21.25)","(2.4, 2.54, 2.521818181818182)","(19.0, 34.0, 33.69230769230769)","(91.0, 190.0, 163.33333333333334)","(41.0, 75.0, 66.11111111111111)","(1.8, 2.46, 2.448695652173913)","(51.0, 100.0, 86.66666666666667)","(31.0, 70.0, 58.15384615384615)"
11-01-2023 21:22:30.475792,"(10.0, 13.5, 12.615384615384615)","(13.0, 22.0, 21.25)","(2.4, 2.56, 2.525)","(19.0, 34.0, 33.69230769230769)","(91.0, 190.0, 175.0)","(41.0, 75.0, 65.0)","(1.8, 2.46, 2.48)","(51.0, 100.0, 95.0)","(31.0, 70.0, 58.15384615384615)"
11-01-2023 21:22:31.928384,"(10.0, 13.5, 12.615384615384615)","(13.0, 22.0, 21.11111111111111)","(2.4, 2.56, 2.5323943661971833)","(19.0, 34.0, 33.6)","(91.0, 200.0, 175.0)","(41.0, 75.0, 65.0)","(1.8, 2.5, 2.484516129032258)","(51.0, 110.0, 106.25)","(31.0, 70.0, 46.8235294117647)"
11-01-2023 21:22:33.389685,"(10.0, 13.5, 12.615384615384615)","(13.0, 22.0, 21.11111111111111)","(2.4, 2.56, 2.5323943661971833)","(19.0, 34.0, 33.6)","(91.0, 200.0, 175.0)","(41.0, 75.0, 65.0)","(1.8, 2.5, 2.4828571428571427)","(51.0, 110.0, 106.25)","(31.0, 60.0, 46.8235294117647)"
11-01-2023 21:22:34.899606,"(10.0, 13.5, 12.625)","(13.0, 22.0, 21.11111111111111)","(2.4, 2.56, 2.5323943661971833)","(19.0, 34.0, 33.6)","(91.0, 200.0, 166.66666666666666)","(41.0, 75.0, 65.0)","(1.8, 2.5, 2.4828571428571427)","(51.0, 110.0, 106.25)","(31.0, 60.0, 46.8235294117647)"
11-01-2023 21:22:36.342116,"(10.0, 13.5, 12.875)","(13.0, 22.0, 20.4)","(2.4, 2.56, 2.5275213675213677)","(19.0, 34.0, 33.6)","(91.0, 200.0, 166.66666666666666)","(41.0, 75.0, 65.0)","(1.8, 2.5, 2.482608695652174)","(51.0, 110.0, 106.25)","(31.0, 60.0, 46.8235294117647)"
11-01-2023 21:22:37.727355,"(10.0, 13.0, 12.607142857142858)","(14.0, 22.0, 21.0)","(2.4, 2.56, 2.534666666666667)","(21.0, 34.0, 27.333333333333332)","(91.0, 200.0, 166.66666666666666)","(41.0, 75.0, 66.66666666666667)","(1.9, 2.5, 2.492156862745098)","(51.0, 110.0, 97.5)","(31.0, 60.0, 46.8235294117647)"
11-01-2023 21:22:39.107147,"(10.0, 13.5, 12.607142857142858)","(14.0, 22.0, 21.0)","(2.4, 2.56, 2.5433333333333334)","(21.0, 32.0, 28.266666666666666)","(91.0, 200.0, 192.5)","(41.0, 75.0, 65.9090909090909)","(1.9, 2.5, 2.494418604651163)","(51.0, 110.0, 97.5)","(31.0, 60.0, 46.8235294117647)"
11-01-2023 21:22:40.541074,"(10.0, 13.5, 12.051724137931034)","(14.0, 22.0, 21.77777777777778)","(2.4, 2.56, 2.5275)","(21.0, 32.0, 28.266666666666666)","(91.0, 200.0, 196.0)","(41.0, 75.0, 67.0)","(1.9, 2.5, 2.494418604651163)","(51.0, 110.0, 107.5)","(31.0, 60.0, 46.8235294117647)"
11-01-2023 21:22:41.893208,"(10.0, 13.5, 12.051724137931034)","(14.0, 22.0, 21.77777777777778)","(2.4, 2.54, 2.550909090909091)","(21.0, 32.0, 28.266666666666666)","(91.0, 200.0, 196.0)","(41.0, 75.0, 67.0)","(1.9, 2.5, 2.494418604651163)","(51.0, 130.0, 123.57142857142857)","(31.0, 60.0, 47.0)"
