,Mi Gusto Es,Sweet T,Runaway Road,Tricky Strong,Ridunculous,Astral Ride,My Slick Nick,Brotherfromanother,A Thousand Idols
16-12-2022 11:55:19.231923,"(2.25, 3.4, 3.12)","(16.0, 120.0, 70.5)","(2.9, 3.35, 3.3346153846153848)","(15.0, 75.0, 48.5)","(26.0, 240.0, 105.33333333333333)","(2.9, 5.1, 4.928571428571428)","(15.0, 38.0, 26.666666666666668)","(21.0, 44.0, 41.714285714285715)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:20.412665,"(2.25, 3.4, 3.12)","(16.0, 120.0, 70.5)","(2.9, 3.35, 3.3346153846153848)","(15.0, 75.0, 48.5)","(26.0, 240.0, 105.33333333333333)","(2.9, 5.1, 4.928571428571428)","(15.0, 38.0, 26.666666666666668)","(21.0, 44.0, 41.714285714285715)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:21.571091,"(2.25, 3.4, 3.12)","(16.0, 120.0, 70.5)","(2.9, 3.35, 3.3346153846153848)","(15.0, 75.0, 48.5)","(26.0, 240.0, 105.33333333333333)","(2.9, 5.1, 4.928571428571428)","(15.0, 38.0, 26.666666666666668)","(21.0, 44.0, 41.714285714285715)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:22.726762,"(2.25, 3.4, 3.12)","(16.0, 120.0, 70.5)","(2.9, 3.35, 3.325)","(15.0, 75.0, 48.5)","(26.0, 240.0, 171.33333333333334)","(2.9, 5.1, 4.928571428571428)","(15.0, 38.0, 26.666666666666668)","(21.0, 44.0, 41.714285714285715)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:23.875205,"(2.25, 3.4, 3.1)","(16.0, 120.0, 70.5)","(2.9, 3.35, 3.325)","(15.0, 75.0, 48.5)","(26.0, 240.0, 104.0)","(2.9, 5.1, 4.928571428571428)","(15.0, 38.0, 26.666666666666668)","(21.0, 44.0, 40.285714285714285)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:24.995850,"(2.25, 3.4, 3.16)","(16.0, 120.0, 70.5)","(2.9, 3.35, 3.325)","(15.0, 75.0, 48.5)","(26.0, 240.0, 104.0)","(2.9, 5.1, 4.928571428571428)","(15.0, 38.0, 26.666666666666668)","(21.0, 42.0, 40.285714285714285)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:26.181972,"(2.25, 3.35, 3.1276470588235297)","(16.0, 120.0, 70.5)","(2.9, 3.35, 3.3930555555555553)","(15.0, 75.0, 48.5)","(26.0, 240.0, 104.0)","(2.9, 5.1, 4.928571428571428)","(15.0, 38.0, 26.666666666666668)","(21.0, 42.0, 40.285714285714285)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:27.308229,"(2.25, 3.35, 3.210714285714286)","(16.0, 120.0, 70.5)","(2.9, 3.4, 3.3930555555555553)","(15.0, 75.0, 48.5)","(26.0, 240.0, 104.0)","(2.9, 5.1, 4.928571428571428)","(15.0, 38.0, 26.666666666666668)","(21.0, 42.0, 40.285714285714285)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:28.455392,"(2.25, 3.35, 3.210714285714286)","(16.0, 120.0, 70.5)","(2.9, 3.4, 3.3930555555555553)","(15.0, 75.0, 48.5)","(26.0, 240.0, 104.0)","(2.9, 5.1, 4.928571428571428)","(15.0, 38.0, 26.666666666666668)","(21.0, 42.0, 40.285714285714285)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:29.551744,"(2.25, 3.35, 3.059230769230769)","(16.0, 120.0, 70.5)","(2.9, 3.4, 3.3930555555555553)","(15.0, 75.0, 48.5)","(26.0, 240.0, 104.0)","(2.9, 5.1, 4.928571428571428)","(15.0, 38.0, 26.666666666666668)","(21.0, 42.0, 40.285714285714285)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:30.645340,"(2.25, 3.35, 3.1925)","(16.0, 120.0, 70.5)","(2.9, 3.4, 3.3930555555555553)","(15.0, 75.0, 48.5)","(26.0, 240.0, 104.0)","(2.9, 5.1, 4.928571428571428)","(15.0, 38.0, 26.666666666666668)","(21.0, 42.0, 42.25)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:31.754525,"(2.2, 3.35, 3.1212500000000003)","(16.0, 120.0, 70.5)","(2.9, 3.4, 3.3930555555555553)","(15.0, 75.0, 48.5)","(26.0, 240.0, 104.0)","(2.9, 5.1, 4.928571428571428)","(15.0, 38.0, 26.666666666666668)","(21.0, 46.0, 42.25)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:32.949917,"(2.2, 3.35, 3.1276470588235297)","(16.0, 120.0, 70.5)","(2.9, 3.4, 3.3930555555555553)","(15.0, 75.0, 48.5)","(26.0, 240.0, 104.0)","(2.9, 5.1, 4.928571428571428)","(15.0, 38.0, 26.666666666666668)","(21.0, 46.0, 42.25)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:34.151280,"(2.2, 3.35, 3.1276470588235297)","(16.0, 120.0, 70.5)","(2.9, 3.4, 3.3833333333333333)","(15.0, 75.0, 48.5)","(26.0, 240.0, 104.0)","(2.9, 5.1, 4.928571428571428)","(15.0, 38.0, 26.666666666666668)","(21.0, 46.0, 42.25)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:35.318272,"(2.2, 3.35, 2.984)","(16.0, 120.0, 70.5)","(2.9, 3.4, 3.3833333333333333)","(15.0, 75.0, 48.5)","(26.0, 240.0, 104.0)","(2.9, 5.1, 4.928571428571428)","(15.0, 38.0, 26.666666666666668)","(21.0, 46.0, 41.714285714285715)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:36.574719,"(2.2, 3.35, 3.1757142857142857)","(16.0, 110.0, 73.66666666666666)","(2.9, 3.4, 3.375)","(15.0, 75.0, 48.5)","(26.0, 240.0, 104.0)","(2.9, 5.1, 4.928571428571428)","(15.0, 38.0, 26.666666666666668)","(21.0, 44.0, 40.285714285714285)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:37.805542,"(2.2, 3.35, 2.984)","(16.0, 100.0, 73.66666666666666)","(2.9, 3.4, 3.375)","(15.0, 75.0, 48.5)","(26.0, 240.0, 104.0)","(2.9, 5.1, 4.928571428571428)","(15.0, 38.0, 26.666666666666668)","(21.0, 42.0, 40.285714285714285)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:39.039352,"(2.2, 3.35, 3.223793103448276)","(16.0, 100.0, 60.5)","(2.9, 3.4, 3.375)","(15.0, 75.0, 46.0)","(26.0, 240.0, 104.0)","(2.9, 5.1, 4.928571428571428)","(15.0, 38.0, 26.666666666666668)","(21.0, 42.0, 40.285714285714285)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:40.199012,"(2.2, 3.35, 3.1212500000000003)","(16.0, 100.0, 60.5)","(2.9, 3.4, 3.375)","(15.0, 70.0, 38.0)","(26.0, 240.0, 104.0)","(2.9, 5.1, 5.1979343863912515)","(15.0, 38.0, 26.666666666666668)","(21.0, 42.0, 40.285714285714285)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:41.316154,"(2.2, 3.35, 2.993913043478261)","(16.0, 100.0, 60.5)","(2.9, 3.4, 3.375)","(15.0, 70.0, 38.0)","(26.0, 240.0, 104.0)","(2.9, 5.2, 5.492727272727273)","(15.0, 38.0, 26.666666666666668)","(21.0, 42.0, 40.285714285714285)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:42.446074,"(2.2, 3.35, 2.997916666666667)","(16.0, 100.0, 47.33333333333333)","(2.9, 3.4, 3.375)","(15.0, 70.0, 38.0)","(26.0, 240.0, 104.0)","(2.9, 5.5, 5.44)","(15.0, 38.0, 26.666666666666668)","(21.0, 42.0, 41.714285714285715)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:43.608033,"(2.2, 3.35, 2.997916666666667)","(16.0, 100.0, 47.33333333333333)","(2.9, 3.4, 3.375)","(15.0, 65.0, 43.5)","(26.0, 240.0, 157.60000000000002)","(2.9, 5.8, 5.372727272727273)","(15.0, 38.0, 30.8)","(21.0, 44.0, 41.714285714285715)","(21.0, 28.0, 22.0)"
16-12-2022 11:55:44.744466,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 77.14285714285714)","(2.9, 3.4, 3.375)","(15.0, 65.0, 50.33333333333333)","(26.0, 240.0, 157.60000000000002)","(2.9, 5.7, 5.372727272727273)","(15.0, 38.0, 30.8)","(21.0, 44.0, 41.714285714285715)","(21.0, 28.0, 22.0)"
16-12-2022 11:55:45.906864,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 77.14285714285714)","(2.9, 3.4, 3.375)","(15.0, 65.0, 50.33333333333333)","(26.0, 240.0, 151.0)","(2.9, 5.7, 5.372727272727273)","(15.0, 38.0, 30.8)","(21.0, 44.0, 41.714285714285715)","(21.0, 28.0, 22.0)"
16-12-2022 11:55:47.079182,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 77.14285714285714)","(2.9, 3.4, 3.375)","(15.0, 65.0, 50.33333333333333)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.372727272727273)","(15.0, 38.0, 30.8)","(21.0, 44.0, 41.714285714285715)","(21.0, 28.0, 22.0)"
16-12-2022 11:55:48.379021,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 77.14285714285714)","(2.9, 3.4, 3.375)","(15.0, 65.0, 50.33333333333333)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.372727272727273)","(15.0, 38.0, 30.8)","(21.0, 44.0, 40.285714285714285)","(21.0, 28.0, 22.0)"
16-12-2022 11:55:49.699452,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 47.33333333333333)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 43.5)","(26.0, 190.0, 113.0)","(2.9, 5.7, 5.372727272727273)","(15.0, 38.0, 26.666666666666668)","(21.0, 42.0, 40.285714285714285)","(21.0, 28.0, 22.0)"
16-12-2022 11:55:51.047363,"(2.2, 3.35, 2.8213333333333335)","(16.0, 100.0, 47.33333333333333)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 43.5)","(26.0, 190.0, 113.0)","(2.9, 5.7, 5.372727272727273)","(15.0, 38.0, 26.666666666666668)","(21.0, 42.0, 40.285714285714285)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:52.309500,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 47.33333333333333)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 43.5)","(26.0, 190.0, 113.0)","(2.9, 5.7, 5.332)","(15.0, 38.0, 26.666666666666668)","(21.0, 42.0, 39.6)","(21.0, 28.0, 22.3)"
16-12-2022 11:55:53.539068,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 47.33333333333333)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 43.5)","(26.0, 190.0, 113.0)","(2.9, 5.7, 5.372727272727273)","(15.0, 38.0, 26.666666666666668)","(21.0, 42.0, 40.285714285714285)","(21.0, 28.0, 22.0)"
16-12-2022 11:55:55.020640,"(2.2, 3.35, 3.005217391304348)","(16.0, 100.0, 47.33333333333333)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 43.5)","(26.0, 190.0, 113.0)","(2.9, 5.7, 5.372727272727273)","(15.0, 38.0, 26.666666666666668)","(21.0, 46.0, 40.285714285714285)","(21.0, 28.0, 22.0)"
16-12-2022 11:55:56.522413,"(2.2, 3.35, 3.005217391304348)","(16.0, 100.0, 47.33333333333333)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 43.5)","(26.0, 190.0, 113.0)","(2.9, 5.7, 5.372727272727273)","(15.0, 38.0, 26.666666666666668)","(21.0, 46.0, 40.285714285714285)","(21.0, 28.0, 22.0)"
16-12-2022 11:55:57.838719,"(2.2, 3.35, 3.005217391304348)","(16.0, 100.0, 47.33333333333333)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 43.5)","(26.0, 190.0, 113.0)","(2.9, 5.7, 5.372727272727273)","(15.0, 38.0, 26.666666666666668)","(21.0, 46.0, 40.285714285714285)","(21.0, 28.0, 22.0)"
16-12-2022 11:55:59.113301,"(2.2, 3.35, 3.005217391304348)","(16.0, 100.0, 47.33333333333333)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 43.5)","(26.0, 190.0, 113.0)","(2.9, 5.7, 5.372727272727273)","(15.0, 38.0, 26.666666666666668)","(21.0, 46.0, 40.8)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:00.523297,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 47.33333333333333)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 43.5)","(26.0, 190.0, 113.0)","(2.9, 5.7, 5.372727272727273)","(15.0, 38.0, 26.666666666666668)","(21.0, 44.0, 39.6)","(21.0, 28.0, 22.3)"
16-12-2022 11:56:01.843033,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 47.33333333333333)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 43.5)","(26.0, 190.0, 113.0)","(2.9, 5.7, 5.4)","(15.0, 38.0, 26.666666666666668)","(21.0, 42.0, 39.6)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:03.111215,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 47.33333333333333)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 43.5)","(26.0, 190.0, 113.0)","(2.9, 5.7, 5.4)","(15.0, 38.0, 26.666666666666668)","(21.0, 42.0, 39.6)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:04.480176,"(2.2, 3.35, 3.005217391304348)","(16.0, 100.0, 47.33333333333333)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 43.5)","(26.0, 190.0, 113.0)","(2.9, 5.7, 5.4)","(15.0, 38.0, 26.666666666666668)","(21.0, 42.0, 39.6)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:05.906724,"(2.2, 3.35, 3.005217391304348)","(16.0, 100.0, 47.33333333333333)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 43.5)","(26.0, 190.0, 113.0)","(2.9, 5.7, 5.4)","(15.0, 38.0, 40.857142857142854)","(21.0, 42.0, 40.285714285714285)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:07.313884,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 77.14285714285714)","(2.9, 3.4, 3.3884615384615384)","(15.0, 65.0, 50.33333333333333)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.4)","(15.0, 42.0, 40.857142857142854)","(21.0, 46.0, 40.285714285714285)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:08.635348,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 77.14285714285714)","(2.9, 3.4, 3.3884615384615384)","(15.0, 65.0, 50.33333333333333)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.4)","(15.0, 42.0, 40.857142857142854)","(21.0, 46.0, 40.285714285714285)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:09.894017,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 77.14285714285714)","(2.9, 3.4, 3.3884615384615384)","(15.0, 65.0, 50.33333333333333)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.4)","(15.0, 42.0, 41.07692307692308)","(21.0, 46.0, 40.285714285714285)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:11.177499,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 77.14285714285714)","(2.9, 3.4, 3.3884615384615384)","(15.0, 65.0, 50.33333333333333)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.4)","(15.0, 42.0, 41.07692307692308)","(21.0, 46.0, 40.285714285714285)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:12.512843,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 77.14285714285714)","(2.9, 3.4, 3.3884615384615384)","(15.0, 65.0, 60.449999999999996)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.34)","(15.0, 42.0, 41.07692307692308)","(21.0, 46.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:13.843610,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 77.14285714285714)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 60.449999999999996)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.34)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:15.196716,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 77.14285714285714)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 60.449999999999996)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.34)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:16.502592,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 77.14285714285714)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 60.449999999999996)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.34)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:17.830636,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 77.14285714285714)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 60.449999999999996)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.34)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:19.130675,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 77.14285714285714)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 60.449999999999996)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.34)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:20.365646,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 77.14285714285714)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 60.449999999999996)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.34)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:21.652447,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 77.14285714285714)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 60.449999999999996)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.34)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:22.947937,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 77.14285714285714)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 50.0)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.34)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:24.202026,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 77.14285714285714)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 50.0)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.34)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:25.484670,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 77.14285714285714)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 50.0)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.34)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:26.701801,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 77.14285714285714)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 50.0)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.34)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:28.074710,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 46.66666666666667)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 50.0)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.34)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:29.358411,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 46.66666666666667)","(2.9, 3.4, 3.3874999999999997)","(15.0, 65.0, 46.25)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.34)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:30.682422,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 46.66666666666667)","(2.9, 3.4, 3.3874999999999997)","(15.0, 55.0, 37.5)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.34)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:32.017499,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 46.66666666666667)","(2.9, 3.4, 3.3874999999999997)","(15.0, 55.0, 37.5)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.34)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:33.444025,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 46.66666666666667)","(2.9, 3.4, 3.3874999999999997)","(15.0, 55.0, 40.0)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.34)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:34.819841,"(2.2, 3.35, 2.8040000000000003)","(16.0, 100.0, 46.66666666666667)","(2.9, 3.4, 3.3874999999999997)","(15.0, 50.0, 40.0)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.34)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:36.108268,"(2.2, 3.35, 3.202)","(16.0, 100.0, 46.66666666666667)","(2.9, 3.4, 3.386842105263158)","(15.0, 50.0, 40.0)","(26.0, 190.0, 151.0)","(2.9, 5.7, 5.34)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:37.386914,"(2.2, 3.4, 3.202)","(16.0, 100.0, 40.0)","(2.9, 3.4, 3.386842105263158)","(15.0, 50.0, 40.0)","(26.0, 190.0, 138.0)","(2.9, 5.7, 5.34)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:38.591973,"(2.2, 3.4, 3.202)","(16.0, 100.0, 40.0)","(2.9, 3.4, 3.386842105263158)","(15.0, 50.0, 40.0)","(26.0, 190.0, 138.0)","(2.9, 5.7, 5.34)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.0)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:39.860927,"(2.2, 3.4, 2.8514285714285714)","(16.0, 100.0, 40.0)","(2.9, 3.4, 3.386842105263158)","(15.0, 50.0, 40.0)","(26.0, 190.0, 138.0)","(2.9, 5.7, 5.34)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.0)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:41.074353,"(2.2, 3.4, 2.8514285714285714)","(16.0, 100.0, 40.0)","(2.9, 3.4, 3.386842105263158)","(15.0, 50.0, 40.0)","(26.0, 190.0, 138.0)","(2.9, 5.7, 5.99835466179159)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.0)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:42.365404,"(2.2, 3.4, 3.1866666666666665)","(16.0, 100.0, 40.0)","(2.9, 3.4, 3.386842105263158)","(15.0, 50.0, 40.0)","(26.0, 190.0, 138.0)","(2.9, 6.0, 6.1882671480144404)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.0)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:43.834036,"(2.2, 3.4, 3.1866666666666665)","(16.0, 95.0, 66.66666666666666)","(2.9, 3.4, 3.386842105263158)","(15.0, 50.0, 40.0)","(26.0, 190.0, 138.0)","(2.9, 6.2, 6.1882671480144404)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.0)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:45.447500,"(2.2, 3.4, 3.1866666666666665)","(16.0, 90.0, 55.0)","(2.9, 3.4, 3.388)","(15.0, 50.0, 40.0)","(26.0, 190.0, 138.0)","(2.9, 6.2, 6.1882671480144404)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.0)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:47.014585,"(2.2, 3.4, 3.272)","(16.0, 90.0, 55.0)","(2.9, 3.4, 3.388)","(15.0, 50.0, 40.0)","(26.0, 190.0, 112.0)","(2.9, 6.2, 6.1882671480144404)","(19.0, 42.0, 41.07692307692308)","(21.0, 44.0, 39.0)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:48.547529,"(2.15, 3.4, 3.272)","(15.0, 90.0, 43.0)","(2.9, 3.4, 3.388)","(15.0, 50.0, 40.0)","(26.0, 190.0, 112.0)","(3.0, 6.2, 6.1882671480144404)","(19.0, 42.0, 41.07692307692308)","(20.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:50.093931,"(2.15, 3.4, 2.92)","(15.0, 90.0, 43.0)","(2.9, 3.4, 3.23953488372093)","(15.0, 50.0, 40.0)","(26.0, 190.0, 112.0)","(3.0, 6.2, 6.1882671480144404)","(19.0, 42.0, 41.07692307692308)","(20.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:51.634310,"(2.15, 3.4, 2.92)","(15.0, 90.0, 43.0)","(2.9, 3.5, 3.23953488372093)","(15.0, 50.0, 40.0)","(26.0, 190.0, 112.0)","(3.0, 6.2, 6.1882671480144404)","(19.0, 42.0, 41.07692307692308)","(20.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:53.265128,"(2.15, 3.4, 2.92)","(15.0, 90.0, 43.0)","(2.9, 3.5, 3.325)","(15.0, 50.0, 40.0)","(26.0, 190.0, 112.0)","(3.0, 6.2, 6.1882671480144404)","(19.0, 42.0, 41.07692307692308)","(20.0, 44.0, 39.42857142857143)","(21.0, 28.0, 22.0)"
16-12-2022 11:56:54.738086,"(2.2, 3.4, 2.92)","(15.0, 90.0, 43.0)","(2.9, 3.45, 3.416666666666667)","(13.0, 50.0, 40.0)","(26.0, 190.0, 112.0)","(3.0, 6.2, 6.1882671480144404)","(19.0, 42.0, 41.07692307692308)","(20.0, 44.0, 39.42857142857143)","(18.0, 28.0, 22.0)"
16-12-2022 11:56:56.424317,"(2.2, 3.4, 2.92)","(15.0, 90.0, 43.0)","(2.9, 3.45, 3.416666666666667)","(13.0, 50.0, 40.0)","(26.0, 190.0, 112.0)","(3.0, 6.2, 6.1882671480144404)","(19.0, 42.0, 41.07692307692308)","(20.0, 44.0, 39.42857142857143)","(18.0, 28.0, 22.0)"
