,Ben Stars,Bold Smuggler,Ikigai Star,Mias Dream,Aleaco,Doom Diva,Bettalatethannever,Noise Works,Sweet Jina,Azure De Lago,Readyentime,Rose Alice,Cashway
10-01-2023 16:08:37.065491,"(20.0, 27.0, 26.684210526315788)","(12.0, 14.5, 14.163461538461538)","(13.0, 14.5, 14.279411764705882)","(2.6, 2.8, 2.7859999999999996)","(9.0, 11.0, 10.64622641509434)","(13.0, 19.5, 19.07777777777778)","(101.0, 190.0, 184.0)","(41.0, 70.0, 66.25)","(3.6, 4.4, 4.336)","(101.0, 380.0, 350.0)","(13.0, 17.5, 17.0625)","(101.0, 220.0, 217.0)","(101.0, 390.0, 366.0)"
10-01-2023 16:08:39.014611,"(20.0, 27.0, 26.684210526315788)","(12.0, 14.5, 14.43421052631579)","(13.0, 14.5, 14.38)","(2.6, 2.8, 2.7867924528301886)","(9.0, 11.0, 10.596774193548388)","(13.0, 19.5, 19.036585365853657)","(101.0, 190.0, 184.0)","(41.0, 70.0, 66.22448979591837)","(3.6, 4.4, 4.331306306306306)","(101.0, 350.0, 336.6666666666667)","(13.0, 17.5, 16.470588235294116)","(101.0, 220.0, 217.0)","(101.0, 390.0, 374.61538461538464)"
10-01-2023 16:08:40.987985,"(20.0, 27.0, 26.684210526315788)","(12.0, 14.5, 14.559322033898304)","(13.0, 14.5, 14.240506329113924)","(2.6, 2.8, 2.785858585858586)","(9.0, 11.0, 10.596774193548388)","(13.0, 19.5, 19.036585365853657)","(101.0, 190.0, 184.0)","(41.0, 65.0, 62.99107142857143)","(3.6, 4.4, 4.330839002267574)","(101.0, 340.0, 281.7647058823529)","(13.0, 17.0, 16.794117647058822)","(101.0, 220.0, 216.25)","(101.0, 390.0, 374.61538461538464)"
10-01-2023 16:08:42.802047,"(20.0, 27.0, 26.684210526315788)","(12.0, 15.0, 14.559322033898304)","(13.0, 15.0, 14.25)","(2.6, 2.8, 2.785858585858586)","(9.0, 11.0, 10.596774193548388)","(13.0, 19.5, 19.0609756097561)","(101.0, 190.0, 184.0)","(41.0, 65.0, 62.70161290322581)","(3.6, 4.4, 4.314325842696629)","(101.0, 340.0, 292.85714285714283)","(13.0, 17.0, 16.794117647058822)","(101.0, 220.0, 215.71428571428572)","(101.0, 390.0, 374.61538461538464)"
10-01-2023 16:08:45.068670,"(20.0, 27.0, 26.444444444444443)","(12.0, 15.0, 14.617647058823529)","(13.0, 15.0, 14.574712643678161)","(2.6, 2.8, 2.7849462365591395)","(9.0, 11.0, 10.628140703517587)","(13.0, 19.5, 19.142857142857142)","(101.0, 190.0, 184.28571428571428)","(41.0, 65.0, 62.76)","(3.6, 4.4, 4.27469244288225)","(101.0, 340.0, 278.0)","(13.0, 17.0, 16.818181818181817)","(101.0, 220.0, 210.0)","(101.0, 390.0, 374.61538461538464)"
10-01-2023 16:08:47.069046,"(20.0, 27.0, 26.444444444444443)","(12.0, 15.0, 14.421052631578947)","(13.0, 15.0, 14.597826086956522)","(2.6, 2.8, 2.7849462365591395)","(9.0, 11.0, 10.663594470046084)","(13.0, 19.5, 19.125)","(101.0, 190.0, 184.28571428571428)","(41.0, 65.0, 62.65151515151515)","(3.6, 4.3, 4.272332015810276)","(101.0, 300.0, 286.0)","(13.0, 17.0, 16.818181818181817)","(101.0, 220.0, 210.0)","(101.0, 390.0, 374.61538461538464)"
10-01-2023 16:08:48.937972,"(20.0, 27.0, 26.444444444444443)","(12.0, 15.0, 14.431818181818182)","(13.0, 15.0, 14.597826086956522)","(2.6, 2.8, 2.8197619047619047)","(9.0, 11.0, 10.705645161290322)","(14.0, 19.5, 18.825)","(101.0, 190.0, 184.28571428571428)","(41.0, 65.0, 62.65151515151515)","(3.6, 4.3, 4.272332015810276)","(101.0, 300.0, 273.0769230769231)","(13.0, 17.0, 16.6)","(101.0, 220.0, 210.0)","(101.0, 390.0, 374.61538461538464)"
10-01-2023 16:08:50.778295,"(20.0, 27.0, 26.71212121212121)","(12.0, 14.5, 14.395833333333334)","(13.0, 15.0, 14.597826086956522)","(2.6, 2.82, 2.8112765957446806)","(9.0, 11.0, 10.754273504273504)","(14.0, 19.0, 19.22222222222222)","(101.0, 190.0, 184.28571428571428)","(41.0, 65.0, 62.63358778625954)","(3.6, 4.3, 4.272166998011929)","(101.0, 300.0, 262.0)","(13.0, 17.0, 16.775862068965516)","(101.0, 220.0, 210.0)","(101.0, 390.0, 374.61538461538464)"
10-01-2023 16:08:52.572610,"(20.0, 27.0, 26.545454545454547)","(12.0, 15.0, 14.448275862068966)","(13.0, 15.0, 14.626262626262626)","(2.6, 2.82, 2.8099999999999996)","(9.0, 11.0, 10.939597315436242)","(14.0, 19.5, 19.282608695652172)","(101.0, 190.0, 184.28571428571428)","(41.0, 65.0, 62.669172932330824)","(3.6, 4.3, 4.273434535104364)","(101.0, 290.0, 257.77777777777777)","(13.0, 17.0, 16.8)","(101.0, 220.0, 216.25)","(101.0, 390.0, 375.18518518518516)"
10-01-2023 16:08:54.475118,"(21.0, 27.0, 26.545454545454547)","(12.0, 15.0, 14.448275862068966)","(13.0, 15.0, 14.626262626262626)","(2.6, 2.82, 2.8099999999999996)","(9.0, 11.0, 10.939597315436242)","(14.0, 19.5, 19.285714285714285)","(101.0, 190.0, 184.28571428571428)","(41.0, 65.0, 62.76978417266187)","(3.7, 4.3, 4.2729206963249515)","(101.0, 280.0, 257.77777777777777)","(13.0, 17.0, 16.8)","(101.0, 220.0, 216.25)","(101.0, 390.0, 375.18518518518516)"
10-01-2023 16:08:56.308858,"(21.0, 27.0, 25.805555555555557)","(12.0, 14.5, 14.318181818181818)","(13.0, 14.5, 14.574468085106384)","(2.6, 2.86, 2.843972602739726)","(9.0, 11.0, 10.716216216216216)","(14.0, 19.5, 19.22222222222222)","(101.0, 190.0, 185.2)","(41.0, 65.0, 60.833333333333336)","(3.7, 4.3, 4.251310043668123)","(101.0, 280.0, 255.0)","(13.0, 17.0, 16.782608695652176)","(101.0, 220.0, 216.25)","(101.0, 390.0, 375.18518518518516)"
10-01-2023 16:08:58.214437,"(20.0, 26.0, 25.5)","(12.0, 14.5, 14.375)","(13.0, 15.0, 14.4)","(2.6, 2.86, 2.8251063829787233)","(9.0, 11.0, 10.748554913294798)","(14.0, 19.5, 19.404761904761905)","(101.0, 190.0, 185.86206896551724)","(41.0, 65.0, 60.333333333333336)","(3.7, 4.3, 4.270431211498973)","(101.0, 270.0, 358.57142857142856)","(13.0, 17.0, 16.75)","(101.0, 220.0, 217.0)","(101.0, 390.0, 375.18518518518516)"
10-01-2023 16:09:00.115997,"(21.0, 26.0, 25.76923076923077)","(12.0, 14.5, 14.383333333333333)","(13.0, 14.5, 14.271428571428572)","(2.6, 2.86, 2.832695652173913)","(9.0, 11.0, 10.826754385964913)","(14.0, 19.5, 19.876470588235293)","(101.0, 190.0, 185.86206896551724)","(41.0, 65.0, 58.020833333333336)","(3.7, 4.3, 4.276293103448276)","(101.0, 410.0, 376.6666666666667)","(13.0, 17.0, 16.9)","(101.0, 220.0, 210.76923076923077)","(101.0, 390.0, 375.18518518518516)"
10-01-2023 16:09:01.955407,"(21.0, 26.0, 25.53846153846154)","(12.0, 14.5, 14.38888888888889)","(13.0, 14.5, 14.224137931034482)","(2.6, 2.84, 2.8404819277108433)","(9.0, 11.0, 10.826754385964913)","(14.0, 20.0, 19.90506329113924)","(101.0, 190.0, 181.42857142857142)","(41.0, 60.0, 56.8)","(3.7, 4.3, 4.281904761904761)","(101.0, 390.0, 316.8421052631579)","(13.0, 17.0, 16.8)","(101.0, 220.0, 214.54545454545453)","(101.0, 390.0, 375.18518518518516)"
10-01-2023 16:09:04.506917,"(20.0, 26.0, 25.35)","(12.0, 14.5, 14.3125)","(13.0, 14.5, 14.242424242424242)","(2.6, 2.86, 2.8539226519337015)","(9.0, 11.0, 10.834033613445378)","(14.0, 20.0, 20.469026548672566)","(101.0, 190.0, 150.0)","(41.0, 55.0, 53.333333333333336)","(3.7, 4.4, 4.346419098143236)","(101.0, 330.0, 322.3076923076923)","(13.0, 17.0, 16.8)","(101.0, 220.0, 215.3846153846154)","(101.0, 390.0, 375.18518518518516)"
10-01-2023 16:09:06.595087,"(21.0, 26.0, 25.2)","(12.0, 14.5, 14.196428571428571)","(13.0, 14.5, 14.121951219512194)","(2.6, 2.86, 2.848732394366197)","(9.0, 11.0, 10.820454545454545)","(14.0, 21.0, 20.130434782608695)","(101.0, 160.0, 141.11111111111111)","(31.0, 55.0, 51.93333333333333)","(3.7, 4.4, 4.3526908635794745)","(101.0, 330.0, 293.52941176470586)","(13.0, 17.0, 16.704545454545453)","(101.0, 180.0, 170.71428571428572)","(101.0, 390.0, 327.0)"
10-01-2023 16:09:08.648093,"(21.0, 26.0, 25.2)","(12.0, 14.5, 14.102941176470589)","(13.0, 14.5, 14.3375)","(2.6, 2.86, 2.8312426035502956)","(9.0, 11.0, 11.149606299212598)","(14.0, 21.0, 20.136363636363637)","(101.0, 150.0, 141.11111111111111)","(31.0, 55.0, 51.80434782608695)","(3.7, 4.4, 4.3549608355091385)","(101.0, 310.0, 278.0)","(13.0, 17.0, 16.903225806451612)","(101.0, 180.0, 175.0)","(101.0, 390.0, 327.0)"
10-01-2023 16:09:10.524740,"(21.0, 26.0, 24.833333333333332)","(12.0, 14.5, 14.212765957446809)","(13.0, 14.5, 14.283333333333333)","(2.6, 2.84, 2.8308359133126935)","(9.0, 11.5, 11.294701986754967)","(14.0, 21.0, 20.361702127659573)","(101.0, 150.0, 131.42857142857142)","(31.0, 55.0, 51.388888888888886)","(3.7, 4.4, 4.2697183098591545)","(101.0, 310.0, 280.9090909090909)","(13.0, 17.0, 16.949152542372882)","(101.0, 180.0, 207.5)","(101.0, 390.0, 327.0)"
10-01-2023 16:09:12.464064,"(21.0, 25.0, 25.666666666666668)","(12.0, 14.5, 14.783333333333333)","(13.0, 14.5, 14.495798319327731)","(2.6, 2.84, 2.812715789473684)","(9.0, 11.5, 11.303088803088803)","(14.0, 21.0, 20.696202531645568)","(101.0, 140.0, 131.8181818181818)","(31.0, 55.0, 52.5)","(3.7, 4.3, 4.26602086438152)","(101.0, 310.0, 305.29411764705884)","(13.0, 16.5, 16.431818181818183)","(101.0, 250.0, 236.0)","(101.0, 390.0, 355.0)"
10-01-2023 16:09:14.294971,"(21.0, 26.0, 25.666666666666668)","(12.0, 15.0, 14.813953488372093)","(13.0, 15.0, 14.760416666666666)","(2.6, 2.82, 2.7606666666666664)","(9.0, 11.5, 11.293023255813953)","(14.0, 21.0, 20.77777777777778)","(101.0, 140.0, 132.94117647058823)","(31.0, 55.0, 52.33870967741935)","(3.7, 4.3, 4.270618556701031)","(101.0, 310.0, 286.47058823529414)","(13.0, 16.5, 16.452380952380953)","(101.0, 240.0, 218.57142857142856)","(101.0, 390.0, 355.0)"
10-01-2023 16:09:16.201036,"(21.0, 26.0, 25.833333333333332)","(12.0, 15.0, 14.820754716981131)","(13.0, 15.0, 14.79646017699115)","(2.6, 2.78, 2.7403389830508478)","(9.0, 11.5, 11.301339285714286)","(14.0, 21.0, 20.983870967741936)","(101.0, 140.0, 131.11111111111111)","(31.0, 55.0, 52.131147540983605)","(3.7, 4.3, 4.3144607843137255)","(101.0, 290.0, 298.57142857142856)","(13.0, 17.0, 16.444444444444443)","(101.0, 240.0, 216.0)","(101.0, 390.0, 355.0)"
10-01-2023 16:09:18.199171,"(21.0, 26.0, 25.92)","(12.0, 15.0, 14.833333333333334)","(13.0, 15.0, 15.107843137254902)","(2.6, 2.76, 2.735505617977528)","(9.0, 11.5, 11.273279352226721)","(14.0, 21.0, 20.983870967741936)","(101.0, 140.0, 123.33333333333333)","(31.0, 55.0, 52.131147540983605)","(3.7, 4.4, 4.330891089108911)","(101.0, 310.0, 305.29411764705884)","(13.0, 16.5, 16.41304347826087)","(101.0, 230.0, 217.5)","(101.0, 390.0, 355.0)"
10-01-2023 16:09:21.340360,"(21.0, 26.0, 25.967741935483872)","(12.0, 15.0, 14.873563218390805)","(13.0, 15.5, 15.1875)","(2.6, 2.74, 2.7344444444444447)","(9.0, 11.5, 11.28957528957529)","(14.0, 21.0, 21.56578947368421)","(101.0, 130.0, 123.75)","(31.0, 55.0, 52.13235294117647)","(3.7, 4.4, 4.3388671875)","(101.0, 300.0, 292.63157894736844)","(13.0, 17.0, 16.666666666666668)","(101.0, 220.0, 215.33333333333334)","(101.0, 390.0, 364.54545454545456)"
10-01-2023 16:09:23.494356,"(21.0, 26.0, 25.952380952380953)","(12.0, 15.0, 14.87912087912088)","(13.0, 15.5, 14.92)","(2.6, 2.74, 2.716597510373444)","(9.0, 11.5, 11.323843416370106)","(14.0, 22.0, 21.558441558441558)","(101.0, 130.0, 121.42857142857143)","(31.0, 55.0, 52.16417910447761)","(3.7, 4.4, 4.338703339882122)","(101.0, 310.0, 301.57894736842104)","(13.0, 17.5, 17.08653846153846)","(101.0, 210.0, 206.25)","(101.0, 390.0, 364.54545454545456)"
10-01-2023 16:09:25.551516,"(21.0, 26.0, 25.952380952380953)","(12.0, 15.0, 15.00632911392405)","(13.0, 15.0, 14.921052631578947)","(2.6, 2.72, 2.7143169398907108)","(9.0, 11.5, 11.323843416370106)","(14.0, 22.0, 21.558441558441558)","(101.0, 130.0, 121.42857142857143)","(31.0, 55.0, 52.16417910447761)","(3.7, 4.4, 4.339558232931727)","(101.0, 310.0, 305.55555555555554)","(13.0, 17.5, 17.08653846153846)","(101.0, 200.0, 180.0)","(101.0, 390.0, 364.54545454545456)"
10-01-2023 16:09:27.709257,"(21.0, 26.0, 25.952380952380953)","(12.0, 15.5, 15.00632911392405)","(13.0, 15.0, 15.057377049180328)","(2.6, 2.72, 2.713903743315508)","(9.0, 11.5, 11.323843416370106)","(14.0, 22.0, 21.558441558441558)","(91.0, 130.0, 121.42857142857143)","(31.0, 55.0, 52.16417910447761)","(3.7, 4.4, 4.3391919191919195)","(101.0, 310.0, 305.0)","(13.0, 17.5, 17.10909090909091)","(101.0, 200.0, 164.44444444444446)","(101.0, 390.0, 364.54545454545456)"
10-01-2023 16:09:30.282970,"(21.0, 26.0, 26.192307692307693)","(12.0, 15.5, 14.8)","(13.0, 15.5, 15.221649484536082)","(2.6, 2.7, 2.688633540372671)","(9.0, 11.5, 11.38910505836576)","(14.0, 22.0, 21.753623188405797)","(91.0, 130.0, 121.42857142857143)","(31.0, 55.0, 52.72727272727273)","(3.7, 4.4, 4.3531490015360985)","(101.0, 330.0, 324.11764705882354)","(13.0, 17.5, 17.242424242424242)","(101.0, 200.0, 171.42857142857142)","(101.0, 390.0, 342.0)"
10-01-2023 16:09:32.356222,"(21.0, 27.0, 26.814814814814813)","(12.0, 15.0, 14.823529411764707)","(13.0, 15.5, 15.319148936170214)","(2.6, 2.7, 2.6741428571428574)","(9.0, 11.5, 11.640287769784173)","(14.0, 22.0, 22.265625)","(91.0, 130.0, 124.78260869565217)","(31.0, 55.0, 52.78481012658228)","(3.7, 4.4, 4.352336448598131)","(101.0, 330.0, 307.5)","(13.0, 17.0, 16.236842105263158)","(101.0, 190.0, 175.0)","(101.0, 390.0, 382.0)"
10-01-2023 16:09:34.525753,"(21.0, 27.0, 27.486486486486488)","(12.0, 15.0, 15.098214285714286)","(13.0, 15.5, 15.38265306122449)","(2.6, 2.68, 2.6370731707317074)","(10.0, 12.0, 11.732044198895027)","(14.0, 23.0, 22.430379746835442)","(91.0, 130.0, 121.11111111111111)","(31.0, 55.0, 52.64705882352941)","(3.7, 4.4, 4.313028169014085)","(101.0, 390.0, 362.72727272727275)","(13.0, 17.0, 16.737704918032787)","(101.0, 210.0, 195.0)","(101.0, 390.0, 383.3333333333333)"
10-01-2023 16:09:36.694168,"(21.0, 28.0, 26.52)","(12.0, 15.5, 15.303571428571429)","(13.0, 15.5, 15.954545454545455)","(2.6, 2.64, 2.637378048780488)","(10.0, 12.0, 11.934977578475337)","(14.0, 23.0, 24.183673469387756)","(91.0, 130.0, 126.8)","(31.0, 55.0, 53.59756097560975)","(3.7, 4.3, 4.289827586206896)","(101.0, 410.0, 350.0)","(13.0, 16.5, 16.46)","(101.0, 210.0, 208.75)","(101.0, 400.0, 387.5)"
10-01-2023 16:09:38.654107,"(21.0, 27.0, 26.22222222222222)","(12.0, 15.5, 15.326315789473684)","(13.0, 16.5, 15.483870967741936)","(2.6, 2.64, 2.6413455657492357)","(10.0, 12.0, 11.95905172413793)","(14.0, 25.0, 23.46268656716418)","(91.0, 130.0, 126.8)","(31.0, 55.0, 53.3125)","(3.7, 4.3, 4.332400932400933)","(101.0, 410.0, 350.0)","(13.0, 16.5, 16.474358974358974)","(101.0, 210.0, 197.5)","(101.0, 400.0, 388.8888888888889)"
10-01-2023 16:09:40.532307,"(21.0, 27.0, 26.22222222222222)","(12.0, 15.5, 15.333333333333334)","(13.0, 16.0, 15.46875)","(2.6, 2.66, 2.640130293159609)","(10.0, 12.0, 12.119266055045872)","(15.0, 24.0, 23.307692307692307)","(91.0, 130.0, 126.92307692307692)","(31.0, 55.0, 53.3125)","(3.7, 4.4, 4.337226277372263)","(101.0, 410.0, 380.0)","(13.0, 16.5, 15.985074626865671)","(101.0, 210.0, 190.76923076923077)","(101.0, 400.0, 388.8888888888889)"
10-01-2023 16:09:42.531397,"(21.0, 27.0, 26.153846153846153)","(12.0, 15.5, 15.243421052631579)","(13.0, 16.0, 15.661764705882353)","(2.6, 2.66, 2.637696629213483)","(10.0, 12.5, 12.200757575757576)","(15.0, 24.0, 23.294117647058822)","(91.0, 130.0, 119.16666666666667)","(31.0, 55.0, 53.785714285714285)","(3.7, 4.4, 4.299159663865546)","(101.0, 410.0, 380.0)","(13.0, 16.5, 16.357142857142858)","(101.0, 190.0, 186.25)","(101.0, 400.0, 388.8888888888889)"
10-01-2023 16:09:44.420932,"(20.0, 27.0, 23.244897959183675)","(12.0, 15.5, 14.961904761904762)","(13.0, 16.0, 15.680555555555555)","(2.5, 2.64, 2.6336170212765957)","(10.0, 12.5, 12.175182481751825)","(15.0, 24.0, 23.295454545454547)","(91.0, 120.0, 119.0909090909091)","(31.0, 55.0, 53.785714285714285)","(3.7, 4.3, 4.34589800443459)","(101.0, 410.0, 366.0)","(13.0, 16.5, 16.375)","(101.0, 190.0, 178.46153846153845)","(101.0, 400.0, 388.8888888888889)"
10-01-2023 16:09:46.359749,"(20.0, 24.0, 24.285714285714285)","(12.0, 15.0, 14.829931972789115)","(13.0, 16.0, 15.90625)","(2.5, 2.64, 2.6449261083743845)","(10.0, 12.5, 12.18359375)","(15.0, 24.0, 23.46551724137931)","(91.0, 120.0, 120.83333333333333)","(31.0, 55.0, 53.9041095890411)","(3.7, 4.4, 4.353937947494034)","(101.0, 410.0, 390.0)","(13.0, 16.5, 16.28)","(101.0, 190.0, 184.54545454545453)","(101.0, 400.0, 390.0)"
10-01-2023 16:09:48.343351,"(20.0, 26.0, 24.91304347826087)","(12.0, 15.0, 14.932692307692308)","(13.0, 16.0, 16.03448275862069)","(2.5, 2.66, 2.6473858921161826)","(10.0, 12.5, 12.257861635220126)","(15.0, 24.0, 23.38)","(91.0, 130.0, 123.33333333333333)","(31.0, 55.0, 57.241379310344826)","(3.7, 4.4, 4.364143426294821)","(101.0, 450.0, 346.0)","(13.0, 16.0, 15.76086956521739)","(101.0, 250.0, 215.0)","(101.0, 400.0, 392.85714285714283)"
10-01-2023 16:09:50.166417,"(20.0, 26.0, 24.8)","(12.0, 15.0, 14.912037037037036)","(13.0, 16.5, 15.887755102040817)","(2.5, 2.66, 2.6519617224880383)","(10.0, 12.5, 12.257861635220126)","(15.0, 24.0, 23.38)","(91.0, 130.0, 126.66666666666667)","(31.0, 60.0, 58.333333333333336)","(3.7, 4.4, 4.360444444444445)","(101.0, 450.0, 370.0)","(13.0, 16.0, 15.592105263157896)","(101.0, 250.0, 145.0)","(101.0, 400.0, 392.85714285714283)"
10-01-2023 16:09:52.065003,"(20.0, 26.0, 24.727272727272727)","(12.0, 15.0, 14.911214953271028)","(13.0, 16.0, 15.887755102040817)","(2.5, 2.66, 2.64620253164557)","(10.0, 12.5, 12.274285714285714)","(15.0, 24.0, 23.43859649122807)","(91.0, 130.0, 126.8)","(31.0, 60.0, 58.333333333333336)","(3.7, 4.4, 4.360356347438753)","(101.0, 420.0, 340.0)","(13.0, 16.0, 15.706521739130435)","(101.0, 150.0, 141.42857142857142)","(101.0, 400.0, 392.85714285714283)"
10-01-2023 16:09:53.906939,"(20.0, 26.0, 25.6)","(12.0, 15.0, 10.333333333333334)","(13.0, 16.0, 15.153846153846153)","(2.5, 2.66, 2.8629545454545453)","(10.0, 12.5, 12.59433962264151)","(15.0, 24.0, 23.89855072463768)","(91.0, 130.0, 137.5)","(31.0, 60.0, 60.46153846153846)","(3.7, 4.4, 4.458391608391609)","(101.0, 410.0, 373.3333333333333)","(13.0, 16.0, 15.716417910447761)","(101.0, 270.0, 166.0)","(101.0, 500.0, 450.0)"
10-01-2023 16:09:55.827490,"(20.0, 26.0, 25.210526315789473)","(12.0, 11.0, 10.274038461538462)","(13.0, 16.0, 15.46875)","(2.45, 2.88, 2.9022727272727273)","(10.0, 13.0, 12.482608695652173)","(15.0, 25.0, 23.55)","(91.0, 140.0, 126.66666666666666)","(31.0, 65.0, 59.38775510204081)","(3.8, 4.5, 4.385077519379845)","(101.0, 410.0, 341.25)","(13.0, 16.0, 15.746666666666666)","(101.0, 260.0, 150.9090909090909)","(101.0, 480.0, 453.3333333333333)"
10-01-2023 16:09:57.709229,"(20.0, 26.0, 24.783783783783782)","(12.0, 10.5, 10.3130081300813)","(13.0, 15.5, 15.3125)","(2.45, 2.92, 2.936)","(10.0, 12.5, 12.412946428571429)","(15.0, 24.0, 23.557377049180328)","(91.0, 130.0, 126.875)","(31.0, 60.0, 59.375)","(3.8, 4.4, 4.381066176470588)","(101.0, 400.0, 371.2)","(13.0, 15.5, 15.292079207920793)","(101.0, 250.0, 199.23076923076923)","(101.0, 490.0, 460.0)"
10-01-2023 16:09:59.545941,"(20.0, 25.0, 24.483870967741936)","(12.0, 10.5, 10.919811320754716)","(13.0, 15.5, 15.27027027027027)","(2.45, 2.94, 2.892876712328767)","(10.0, 12.5, 12.4375)","(15.0, 24.0, 23.557377049180328)","(91.0, 130.0, 126.36363636363636)","(31.0, 60.0, 59.30232558139535)","(3.8, 4.4, 4.3892703862660944)","(101.0, 400.0, 379.54545454545456)","(13.0, 15.5, 14.686813186813186)","(101.0, 250.0, 180.0)","(101.0, 490.0, 460.0)"
10-01-2023 16:10:01.363022,"(20.0, 25.0, 24.483870967741936)","(11.0, 11.0, 10.776315789473685)","(13.0, 15.5, 15.339622641509434)","(2.5, 2.9, 2.877391304347826)","(10.0, 12.5, 12.729166666666666)","(15.0, 24.0, 23.63013698630137)","(91.0, 130.0, 125.55555555555556)","(31.0, 60.0, 59.375)","(3.8, 4.4, 4.415625)","(101.0, 400.0, 370.0)","(13.0, 15.0, 14.729166666666666)","(101.0, 240.0, 165.0)","(101.0, 490.0, 469.2307692307692)"
10-01-2023 16:10:03.270742,"(20.0, 25.0, 24.785714285714285)","(11.0, 11.0, 10.907692307692308)","(13.0, 15.5, 14.912698412698413)","(2.5, 2.88, 2.8545454545454545)","(10.0, 13.0, 12.718518518518518)","(15.0, 24.0, 23.784615384615385)","(91.0, 130.0, 129.1304347826087)","(31.0, 60.0, 59.42307692307692)","(3.8, 4.5, 4.434146341463415)","(101.0, 390.0, 380.4)","(13.0, 14.5, 14.337837837837839)","(101.0, 230.0, 212.0)","(101.0, 500.0, 463.1578947368421)"
10-01-2023 16:10:05.145761,"(20.0, 25.0, 24.74418604651163)","(11.0, 11.0, 10.70703125)","(13.0, 15.0, 15.102150537634408)","(2.5, 2.86, 2.843611111111111)","(10.0, 13.0, 12.726618705035971)","(15.0, 24.0, 23.52873563218391)","(91.0, 130.0, 123.51351351351352)","(31.0, 60.0, 58.671875)","(3.8, 4.5, 4.480516431924883)","(101.0, 390.0, 380.4)","(13.0, 14.5, 14.36046511627907)","(101.0, 230.0, 191.42857142857144)","(101.0, 500.0, 481.25)"
10-01-2023 16:10:06.970130,"(20.0, 25.0, 25.285714285714285)","(11.0, 11.0, 11.283185840707965)","(13.0, 15.5, 15.191666666666666)","(2.5, 2.86, 2.9264102564102563)","(10.0, 13.0, 13.014563106796116)","(15.0, 24.0, 23.714285714285715)","(91.0, 130.0, 121.25)","(31.0, 60.0, 59.152542372881356)","(3.8, 4.5, 4.282692307692308)","(101.0, 390.0, 380.7692307692308)","(13.0, 15.0, 14.903846153846153)","(101.0, 230.0, 195.3846153846154)","(101.0, 500.0, 486.3636363636364)"
10-01-2023 16:10:09.300995,"(20.0, 26.0, 25.32)","(11.0, 11.5, 11.138613861386139)","(13.0, 15.5, 15.303571428571429)","(2.5, 2.94, 2.9638095238095237)","(10.0, 13.5, 12.902597402597403)","(15.0, 24.0, 22.58139534883721)","(91.0, 130.0, 126.5)","(31.0, 60.0, 58.83116883116883)","(3.8, 4.3, 4.156978233034571)","(101.0, 390.0, 394.19354838709677)","(13.0, 14.0, 13.687845303867404)","(101.0, 230.0, 208.8235294117647)","(101.0, 500.0, 488.46153846153845)"
10-01-2023 16:10:11.424180,"(20.0, 26.0, 25.5625)","(11.0, 11.5, 10.926724137931034)","(13.0, 15.5, 15.2109375)","(2.5, 3.0, 2.9824817518248175)","(10.0, 13.0, 12.920212765957446)","(15.0, 23.0, 22.666666666666668)","(91.0, 130.0, 124.28571428571429)","(31.0, 60.0, 58.78378378378378)","(3.8, 4.2, 4.15796178343949)","(101.0, 400.0, 373.3333333333333)","(13.0, 14.5, 14.26271186440678)","(101.0, 230.0, 185.55555555555554)","(101.0, 500.0, 461.42857142857144)"
10-01-2023 16:10:13.311787,"(20.0, 26.0, 25.5625)","(11.0, 11.0, 10.975961538461538)","(13.0, 15.5, 15.323809523809524)","(2.45, 3.0, 2.965793103448276)","(10.0, 13.0, 12.926829268292684)","(15.0, 23.0, 22.673076923076923)","(91.0, 130.0, 123.20754716981132)","(31.0, 60.0, 58.61538461538461)","(3.8, 4.2, 4.156091676718939)","(101.0, 400.0, 373.3333333333333)","(13.0, 14.5, 14.722222222222221)","(101.0, 230.0, 185.0)","(101.0, 500.0, 465.7142857142857)"
10-01-2023 16:10:15.182278,"(20.0, 26.0, 25.303030303030305)","(11.0, 11.5, 11.211640211640212)","(13.0, 15.5, 15.323809523809524)","(2.5, 3.0, 2.965793103448276)","(10.0, 13.0, 12.926829268292684)","(15.0, 23.0, 22.813953488372093)","(91.0, 130.0, 124.28571428571429)","(31.0, 60.0, 58.5)","(3.7, 4.2, 3.9811494252873563)","(101.0, 400.0, 373.3333333333333)","(13.0, 15.0, 14.722222222222221)","(101.0, 230.0, 190.0)","(101.0, 500.0, 461.42857142857144)"
10-01-2023 16:10:17.048632,"(20.0, 26.0, 25.59090909090909)","(11.0, 11.5, 11.272435897435898)","(13.0, 16.0, 15.859375)","(2.5, 3.0, 3.0019871794871795)","(10.0, 13.5, 13.183333333333334)","(15.0, 23.0, 22.813953488372093)","(91.0, 130.0, 124.28571428571429)","(31.0, 60.0, 58.5)","(3.7, 3.95, 3.9155759162303663)","(101.0, 400.0, 373.3333333333333)","(13.0, 15.0, 14.765625)","(101.0, 230.0, 190.0)","(101.0, 500.0, 465.7142857142857)"
