,Yoha Nz,Brevity,Smooth Overarm Nz,Reactor Factor,Full Brother,Arabella Star,Atomicstar
10-01-2023 15:14:38.172263,"(101.0, 99999, 99990)","(71.0, 210.0, 158.0)","(4.8, 99999, 99990)","(2.25, 3.6, 3.36)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:14:39.372892,"(101.0, 99999, 99990)","(71.0, 210.0, 158.0)","(4.8, 99999, 99990)","(2.25, 3.6, 3.36)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:14:40.632662,"(101.0, 99999, 99990)","(71.0, 210.0, 158.0)","(4.8, 99999, 99990)","(2.25, 3.6, 3.36)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:14:41.868210,"(101.0, 99999, 99990)","(71.0, 210.0, 158.0)","(4.8, 99999, 99990)","(2.25, 3.6, 3.36)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:14:43.094003,"(101.0, 99999, 99990)","(71.0, 210.0, 158.0)","(4.8, 99999, 99990)","(2.25, 3.6, 3.36)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:14:44.283258,"(101.0, 99999, 99990)","(71.0, 210.0, 158.0)","(4.8, 99999, 99990)","(2.25, 3.6, 3.36)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:14:45.380582,"(101.0, 99999, 99990)","(71.0, 210.0, 158.0)","(4.8, 99999, 99990)","(2.25, 3.6, 3.36)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:14:46.652405,"(101.0, 99999, 99990)","(71.0, 210.0, 158.0)","(4.8, 99999, 99990)","(2.25, 3.6, 3.36)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:14:47.940475,"(101.0, 99999, 99990)","(71.0, 210.0, 158.0)","(4.8, 99999, 99990)","(2.25, 3.6, 3.3499999999999996)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:14:49.171938,"(101.0, 99999, 99990)","(71.0, 210.0, 158.0)","(4.8, 99999, 99990)","(2.25, 3.55, 3.3555555555555556)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 5.933333333333334)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:14:50.603536,"(101.0, 99999, 99990)","(71.0, 210.0, 158.0)","(4.8, 99999, 99990)","(2.25, 3.55, 3.3555555555555556)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.158823529411764)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:14:51.976751,"(101.0, 99999, 99990)","(71.0, 210.0, 158.0)","(4.8, 99999, 99990)","(2.25, 3.55, 3.3555555555555556)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.158823529411764)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:14:53.223289,"(101.0, 99999, 99990)","(71.0, 210.0, 158.0)","(4.8, 99999, 99990)","(2.25, 3.55, 3.3555555555555556)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.158823529411764)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:14:54.331803,"(101.0, 99999, 99990)","(71.0, 210.0, 158.0)","(4.8, 99999, 99990)","(2.25, 3.55, 3.3555555555555556)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.158823529411764)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:14:55.489758,"(101.0, 99999, 99990)","(71.0, 210.0, 158.0)","(4.8, 99999, 99990)","(2.25, 3.55, 3.3555555555555556)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.158823529411764)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:14:56.650323,"(101.0, 99999, 99990)","(71.0, 210.0, 158.0)","(4.8, 99999, 99990)","(2.25, 3.55, 3.3555555555555556)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.158823529411764)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:14:57.803464,"(101.0, 99999, 99990)","(71.0, 210.0, 158.0)","(4.8, 99999, 99990)","(2.25, 3.55, 3.3555555555555556)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.158823529411764)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:14:59.083473,"(101.0, 99999, 99990)","(71.0, 210.0, 174.28571428571428)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.225)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:00.415296,"(101.0, 99999, 99990)","(71.0, 210.0, 174.28571428571428)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:01.677588,"(101.0, 99999, 99990)","(71.0, 210.0, 174.28571428571428)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:02.988805,"(101.0, 99999, 99990)","(71.0, 210.0, 160.0)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:04.351307,"(101.0, 99999, 99990)","(71.0, 210.0, 162.0)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:05.560748,"(101.0, 99999, 99990)","(71.0, 210.0, 162.0)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:06.779581,"(101.0, 99999, 99990)","(71.0, 210.0, 162.0)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:08.000264,"(101.0, 99999, 99990)","(71.0, 210.0, 176.25)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:09.127334,"(101.0, 99999, 99990)","(71.0, 210.0, 165.0)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:10.307229,"(101.0, 99999, 99990)","(71.0, 210.0, 166.66666666666669)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:11.529674,"(101.0, 99999, 99990)","(71.0, 210.0, 166.66666666666669)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:12.715129,"(101.0, 99999, 99990)","(71.0, 210.0, 166.66666666666669)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:13.904416,"(101.0, 99999, 99990)","(71.0, 210.0, 166.66666666666669)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.042857142857143)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:15.119883,"(101.0, 99999, 99990)","(71.0, 210.0, 166.66666666666669)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:16.258376,"(101.0, 99999, 99990)","(71.0, 210.0, 166.66666666666669)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:17.392918,"(101.0, 99999, 99990)","(71.0, 210.0, 166.66666666666669)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:18.447244,"(101.0, 99999, 99990)","(71.0, 210.0, 166.66666666666669)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:19.646411,"(101.0, 99999, 99990)","(71.0, 210.0, 166.66666666666669)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:20.799270,"(101.0, 99999, 99990)","(71.0, 210.0, 166.66666666666669)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:21.950318,"(101.0, 99999, 99990)","(71.0, 210.0, 166.66666666666669)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:23.156281,"(101.0, 99999, 99990)","(71.0, 210.0, 166.66666666666669)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:24.361655,"(101.0, 99999, 99990)","(71.0, 210.0, 166.66666666666669)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:25.444682,"(101.0, 99999, 99990)","(71.0, 210.0, 166.66666666666669)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:26.555357,"(101.0, 99999, 99990)","(71.0, 210.0, 166.66666666666669)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:27.735232,"(101.0, 99999, 99990)","(71.0, 210.0, 166.66666666666669)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:28.860146,"(101.0, 99999, 99990)","(71.0, 210.0, 174.28571428571428)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:29.968462,"(101.0, 99999, 99990)","(71.0, 210.0, 174.28571428571428)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:30.970892,"(101.0, 99999, 99990)","(71.0, 210.0, 174.28571428571428)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:32.085064,"(101.0, 99999, 99990)","(71.0, 210.0, 174.28571428571428)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:33.210333,"(101.0, 99999, 99990)","(71.0, 210.0, 174.28571428571428)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:34.319318,"(101.0, 99999, 99990)","(71.0, 210.0, 162.0)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.9, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:35.482201,"(101.0, 99999, 99990)","(71.0, 210.0, 162.0)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:36.693108,"(101.0, 99999, 99990)","(71.0, 210.0, 162.0)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:37.764547,"(101.0, 99999, 99990)","(71.0, 210.0, 162.0)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:38.886249,"(101.0, 99999, 99990)","(71.0, 210.0, 168.33333333333331)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:39.998419,"(101.0, 99999, 99990)","(71.0, 210.0, 168.33333333333331)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:41.005561,"(101.0, 99999, 99990)","(71.0, 210.0, 168.33333333333331)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:42.115585,"(101.0, 99999, 99990)","(71.0, 210.0, 168.33333333333331)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:43.307057,"(101.0, 99999, 99990)","(71.0, 210.0, 186.36363636363637)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:44.483824,"(101.0, 99999, 99990)","(71.0, 210.0, 186.36363636363637)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:45.639990,"(101.0, 99999, 99990)","(71.0, 210.0, 186.36363636363637)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:46.844341,"(101.0, 99999, 99990)","(71.0, 210.0, 186.36363636363637)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:48.083923,"(101.0, 99999, 99990)","(71.0, 210.0, 186.36363636363637)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:49.319507,"(101.0, 99999, 99990)","(71.0, 210.0, 186.36363636363637)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:50.500625,"(101.0, 99999, 99990)","(71.0, 210.0, 186.36363636363637)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:51.653175,"(101.0, 99999, 99990)","(71.0, 210.0, 186.36363636363637)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:52.782263,"(101.0, 99999, 99990)","(71.0, 210.0, 186.36363636363637)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:53.924196,"(101.0, 99999, 99990)","(71.0, 210.0, 186.36363636363637)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:54.965631,"(101.0, 99999, 99990)","(71.0, 210.0, 186.36363636363637)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:56.050155,"(101.0, 99999, 99990)","(71.0, 210.0, 186.36363636363637)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:57.186261,"(101.0, 99999, 99990)","(71.0, 210.0, 186.36363636363637)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:58.271539,"(101.0, 99999, 99990)","(71.0, 210.0, 186.36363636363637)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:15:59.404187,"(101.0, 99999, 99990)","(71.0, 210.0, 186.36363636363637)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:00.595599,"(101.0, 99999, 99990)","(71.0, 210.0, 186.36363636363637)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:01.778994,"(101.0, 99999, 99990)","(71.0, 210.0, 186.36363636363637)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:03.016696,"(101.0, 99999, 99990)","(71.0, 210.0, 186.36363636363637)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:04.243398,"(101.0, 99999, 99990)","(71.0, 210.0, 186.36363636363637)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:05.654520,"(101.0, 99999, 99990)","(71.0, 210.0, 188.33333333333334)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:06.971302,"(101.0, 99999, 99990)","(71.0, 210.0, 188.33333333333334)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:08.200695,"(101.0, 99999, 99990)","(71.0, 210.0, 188.33333333333334)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:09.547840,"(101.0, 99999, 99990)","(71.0, 210.0, 188.33333333333334)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:10.896232,"(101.0, 99999, 99990)","(71.0, 210.0, 188.33333333333334)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:12.282678,"(101.0, 99999, 99990)","(71.0, 210.0, 188.33333333333334)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 6.217647058823529)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:13.659718,"(101.0, 99999, 99990)","(71.0, 210.0, 188.33333333333334)","(4.8, 99999, 99990)","(2.25, 3.55, 3.216666666666667)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 5.466666666666667)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:15.120798,"(101.0, 99999, 99990)","(71.0, 210.0, 188.33333333333334)","(4.8, 99999, 99990)","(2.25, 3.55, 3.31)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.0, 5.38)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:16.444853,"(101.0, 99999, 99990)","(71.0, 210.0, 188.33333333333334)","(4.8, 99999, 99990)","(2.25, 3.95, 3.25)","(5.0, 5.9, 5.233333333333333)","(3.8, 5.9, 7.0)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:17.689777,"(101.0, 99999, 99990)","(71.0, 210.0, 186.36363636363637)","(4.8, 99999, 99990)","(2.25, 3.95, 3.25)","(5.0, 5.9, 5.233333333333333)","(3.8, 7.8, 5.425)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:18.962091,"(101.0, 99999, 99990)","(71.0, 210.0, 188.33333333333334)","(4.8, 99999, 99990)","(2.25, 3.95, 3.4)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.8, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:20.249444,"(101.0, 99999, 99990)","(71.0, 210.0, 188.33333333333334)","(4.8, 99999, 99990)","(2.25, 3.65, 3.61875)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.6, 5.68)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:21.580896,"(101.0, 99999, 99990)","(71.0, 210.0, 188.33333333333334)","(4.8, 99999, 99990)","(2.25, 3.65, 3.425)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.4, 5.68)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:22.741329,"(101.0, 99999, 99990)","(71.0, 210.0, 188.33333333333334)","(4.8, 99999, 99990)","(2.25, 3.65, 3.6125)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.4, 5.8)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:23.996771,"(101.0, 99999, 99990)","(71.0, 210.0, 104.0)","(4.8, 99999, 99990)","(2.25, 3.65, 3.6277777777777778)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.2, 5.5600000000000005)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:25.213535,"(101.0, 99999, 99990)","(71.0, 110.0, 104.0)","(4.8, 99999, 99990)","(2.25, 3.65, 3.5625)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.2, 5.4399999999999995)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:26.447985,"(101.0, 99999, 99990)","(71.0, 110.0, 104.0)","(4.8, 99999, 99990)","(2.25, 4.0, 3.5625)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.0, 5.4399999999999995)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:27.652648,"(101.0, 99999, 99990)","(71.0, 120.0, 112.0)","(4.8, 99999, 99990)","(2.25, 4.0, 3.525)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.0, 5.4399999999999995)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:28.853110,"(101.0, 99999, 99990)","(71.0, 110.0, 104.0)","(4.8, 99999, 99990)","(2.25, 3.9, 3.525)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.0, 5.4399999999999995)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:30.153638,"(101.0, 99999, 99990)","(71.0, 110.0, 104.0)","(4.8, 99999, 99990)","(2.25, 3.9, 3.525)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.0, 5.4399999999999995)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:16:31.386267,"(101.0, 99999, 99990)","(71.0, 110.0, 104.0)","(4.8, 99999, 99990)","(2.25, 3.9, 3.525)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.0, 5.4399999999999995)","(6.5, 9.2, 8.350000000000001)"
10-01-2023 15:16:32.570211,"(101.0, 99999, 99990)","(71.0, 110.0, 92.6923076923077)","(4.8, 99999, 99990)","(2.25, 3.9, 3.525)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.0, 5.4399999999999995)","(6.5, 8.8, 7.9)"
10-01-2023 15:16:33.836798,"(101.0, 99999, 99990)","(71.0, 110.0, 87.10526315789474)","(4.8, 99999, 99990)","(2.25, 3.9, 3.6)","(5.0, 5.9, 5.233333333333333)","(3.8, 6.0, 5.5125)","(6.5, 8.8, 7.969230769230769)"
