,Bandit Butch,Turbulence,Star Present,Start Packing,Nangar Molly,Apollos Fire,Rocking Jewel
09-01-2023 18:31:41.361011,"(2.3, 2.58, 2.56)","(31.0, 100.0, 84.0)","(10.0, 19.5, 17.944444444444443)","(3.7, 4.3, 4.275)","(3.5, 3.95, 3.8352941176470585)","(8.0, 25.0, 23.0)","(41.0, 120.0, 105.41666666666666)"
09-01-2023 18:31:42.540330,"(2.3, 2.6, 2.52)","(31.0, 100.0, 84.0)","(10.0, 19.5, 17.82)","(3.7, 4.3, 4.275)","(3.5, 4.0, 3.8666666666666667)","(8.0, 24.0, 23.555555555555557)","(41.0, 120.0, 105.41666666666666)"
09-01-2023 18:31:43.712127,"(2.3, 2.6, 2.5714285714285716)","(31.0, 100.0, 84.0)","(10.0, 19.5, 17.82)","(3.7, 4.3, 4.275)","(3.5, 3.95, 3.8071428571428574)","(8.0, 24.0, 23.555555555555557)","(41.0, 120.0, 105.41666666666666)"
09-01-2023 18:31:44.876198,"(2.3, 2.6, 2.52)","(31.0, 100.0, 84.0)","(10.0, 19.5, 17.82)","(3.7, 4.3, 4.273333333333333)","(3.5, 3.95, 3.86304347826087)","(8.0, 24.0, 23.0)","(41.0, 120.0, 105.41666666666666)"
09-01-2023 18:31:46.014275,"(2.3, 2.62, 2.5933333333333333)","(31.0, 100.0, 80.0)","(10.0, 19.5, 17.82)","(3.7, 4.3, 4.273333333333333)","(3.5, 3.95, 3.8590909090909093)","(8.0, 24.0, 23.555555555555557)","(41.0, 120.0, 105.41666666666666)"
09-01-2023 18:31:47.143630,"(2.3, 2.62, 2.6028571428571428)","(31.0, 100.0, 80.0)","(10.0, 19.5, 17.82)","(3.7, 4.3, 4.273333333333333)","(3.5, 3.95, 3.8590909090909093)","(8.0, 24.0, 23.555555555555557)","(41.0, 120.0, 105.41666666666666)"
09-01-2023 18:31:48.226103,"(2.3, 2.62, 2.5933333333333333)","(31.0, 100.0, 80.0)","(10.0, 19.5, 17.82)","(3.7, 4.3, 4.273333333333333)","(3.5, 3.95, 3.796153846153846)","(8.0, 24.0, 23.0)","(41.0, 120.0, 105.41666666666666)"
09-01-2023 18:31:49.373981,"(2.3, 2.62, 2.5933333333333333)","(31.0, 100.0, 80.0)","(10.0, 19.5, 17.82)","(3.7, 4.3, 4.273333333333333)","(3.5, 3.95, 3.838888888888889)","(8.0, 24.0, 23.0)","(41.0, 120.0, 100.55555555555556)"
09-01-2023 18:31:50.546799,"(2.3, 2.62, 2.6028571428571428)","(31.0, 100.0, 80.0)","(10.0, 19.5, 17.82)","(3.7, 4.3, 4.273333333333333)","(3.5, 3.95, 3.8323529411764707)","(8.0, 24.0, 23.0)","(41.0, 120.0, 104.0909090909091)"
09-01-2023 18:31:51.672572,"(2.3, 2.62, 2.524)","(31.0, 100.0, 80.0)","(10.0, 19.5, 17.82)","(3.7, 4.3, 4.273333333333333)","(3.5, 3.95, 3.8590909090909093)","(8.0, 24.0, 22.444444444444443)","(41.0, 120.0, 105.41666666666666)"
09-01-2023 18:31:52.846280,"(2.3, 2.62, 2.5654545454545454)","(31.0, 100.0, 80.0)","(10.0, 19.5, 17.82)","(3.7, 4.3, 4.273333333333333)","(3.5, 3.95, 3.87)","(8.0, 24.0, 23.0)","(41.0, 120.0, 105.41666666666666)"
09-01-2023 18:31:53.996072,"(2.3, 2.56, 2.51)","(31.0, 100.0, 80.0)","(10.0, 19.5, 18.166666666666668)","(3.7, 4.3, 4.273333333333333)","(3.5, 3.95, 3.8590909090909093)","(8.0, 24.0, 22.444444444444443)","(41.0, 120.0, 98.57142857142857)"
09-01-2023 18:31:55.145246,"(2.3, 2.62, 2.5836363636363635)","(31.0, 100.0, 80.0)","(10.0, 19.0, 18.166666666666668)","(3.7, 4.3, 4.273333333333333)","(3.5, 3.95, 3.8590909090909093)","(8.0, 24.0, 22.444444444444443)","(41.0, 120.0, 98.57142857142857)"
09-01-2023 18:31:56.321063,"(2.3, 2.62, 2.6042105263157898)","(31.0, 100.0, 80.0)","(10.0, 19.0, 17.75)","(3.7, 4.3, 4.273333333333333)","(3.5, 3.95, 3.8590909090909093)","(8.0, 24.0, 23.0)","(41.0, 120.0, 98.57142857142857)"
09-01-2023 18:31:57.495849,"(2.3, 2.64, 2.622608695652174)","(31.0, 100.0, 80.0)","(10.0, 19.0, 17.75)","(3.7, 4.3, 4.2846153846153845)","(3.5, 3.95, 3.8318181818181816)","(8.0, 24.0, 22.5)","(41.0, 120.0, 99.16666666666667)"
09-01-2023 18:31:58.586745,"(2.3, 2.64, 2.630588235294118)","(31.0, 100.0, 80.0)","(10.0, 19.0, 17.714285714285715)","(3.7, 4.4, 4.399319727891156)","(3.5, 3.9, 3.795)","(8.0, 24.0, 22.384615384615383)","(41.0, 120.0, 99.16666666666667)"
09-01-2023 18:31:59.732886,"(2.3, 2.64, 2.616)","(31.0, 100.0, 80.0)","(10.0, 19.0, 17.714285714285715)","(3.7, 4.4, 4.399319727891156)","(3.5, 3.9, 3.769565217391304)","(8.0, 24.0, 21.94736842105263)","(41.0, 120.0, 95.0)"
09-01-2023 18:32:00.854579,"(2.3, 2.64, 2.628)","(31.0, 100.0, 80.0)","(10.0, 19.0, 17.714285714285715)","(3.7, 4.4, 4.399319727891156)","(3.5, 3.9, 3.7928571428571427)","(8.0, 24.0, 22.0)","(41.0, 120.0, 95.0)"
09-01-2023 18:32:01.989291,"(2.3, 2.64, 2.626666666666667)","(31.0, 100.0, 80.0)","(10.0, 19.0, 17.714285714285715)","(3.7, 4.4, 4.399319727891156)","(3.5, 3.9, 3.7736842105263158)","(8.0, 24.0, 21.545454545454547)","(41.0, 120.0, 95.0)"
09-01-2023 18:32:03.083416,"(2.3, 2.64, 2.6100000000000003)","(31.0, 100.0, 80.0)","(10.0, 19.0, 17.75)","(3.7, 4.4, 4.394805194805195)","(3.5, 3.9, 3.7736842105263158)","(8.0, 24.0, 22.8)","(41.0, 120.0, 95.0)"
09-01-2023 18:32:04.321496,"(2.3, 2.64, 2.6100000000000003)","(31.0, 100.0, 80.0)","(10.0, 19.0, 17.714285714285715)","(3.7, 4.4, 4.394805194805195)","(3.5, 3.9, 3.798)","(8.0, 24.0, 21.4)","(41.0, 120.0, 95.0)"
09-01-2023 18:32:05.531192,"(2.3, 2.66, 2.64)","(31.0, 100.0, 80.0)","(10.0, 19.0, 17.714285714285715)","(3.7, 4.4, 4.394805194805195)","(3.5, 3.9, 3.7725)","(8.0, 24.0, 22.0)","(41.0, 120.0, 95.0)"
09-01-2023 18:32:06.715616,"(2.3, 2.66, 2.6500000000000004)","(31.0, 100.0, 80.0)","(10.0, 19.0, 17.714285714285715)","(3.7, 4.4, 4.394805194805195)","(3.5, 3.9, 3.7736842105263158)","(8.0, 24.0, 22.857142857142858)","(41.0, 120.0, 90.83333333333333)"
09-01-2023 18:32:08.011381,"(2.3, 2.66, 2.6500000000000004)","(31.0, 100.0, 80.0)","(10.0, 19.0, 17.714285714285715)","(3.7, 4.4, 4.394805194805195)","(3.5, 3.9, 3.8833333333333333)","(8.0, 24.0, 22.105263157894736)","(41.0, 120.0, 96.66666666666667)"
09-01-2023 18:32:09.266955,"(2.3, 2.64, 2.6392105263157895)","(31.0, 100.0, 80.0)","(10.0, 19.0, 17.714285714285715)","(3.7, 4.4, 4.399319727891156)","(3.5, 3.9, 3.8842105263157896)","(8.0, 24.0, 22.857142857142858)","(41.0, 120.0, 96.66666666666667)"
09-01-2023 18:32:10.413435,"(2.3, 2.64, 2.638983050847458)","(31.0, 100.0, 76.0)","(10.0, 19.0, 17.714285714285715)","(3.7, 4.4, 4.399319727891156)","(3.5, 3.9, 3.8842105263157896)","(8.0, 24.0, 21.73913043478261)","(41.0, 120.0, 96.66666666666667)"
09-01-2023 18:32:11.581156,"(2.3, 2.64, 2.6392105263157895)","(31.0, 100.0, 76.0)","(10.0, 19.0, 17.714285714285715)","(3.7, 4.4, 4.396052631578947)","(3.5, 3.9, 3.8842105263157896)","(8.0, 24.0, 21.4)","(41.0, 120.0, 96.66666666666667)"
09-01-2023 18:32:12.661138,"(2.3, 2.64, 2.6392105263157895)","(31.0, 100.0, 76.0)","(10.0, 19.0, 17.714285714285715)","(3.7, 4.4, 4.396052631578947)","(3.5, 3.9, 3.8842105263157896)","(8.0, 24.0, 21.263157894736842)","(41.0, 120.0, 96.66666666666667)"
09-01-2023 18:32:13.732545,"(2.3, 2.68, 2.6452173913043477)","(31.0, 100.0, 76.0)","(10.0, 19.0, 17.657894736842106)","(3.7, 4.4, 4.390123456790124)","(3.5, 3.9, 3.876190476190476)","(8.0, 24.0, 22.20689655172414)","(41.0, 120.0, 96.66666666666667)"
09-01-2023 18:32:14.894585,"(2.3, 2.68, 2.6133333333333333)","(31.0, 100.0, 76.0)","(10.0, 19.0, 17.657894736842106)","(3.7, 4.4, 4.387951807228916)","(3.5, 3.9, 3.876190476190476)","(8.0, 24.0, 22.823529411764707)","(41.0, 120.0, 96.66666666666667)"
09-01-2023 18:32:16.146161,"(2.3, 2.68, 2.6329411764705886)","(31.0, 100.0, 76.0)","(10.0, 19.0, 17.657894736842106)","(3.7, 4.4, 4.387951807228916)","(3.5, 3.9, 3.876190476190476)","(8.0, 23.0, 22.823529411764707)","(41.0, 120.0, 96.66666666666667)"
09-01-2023 18:32:17.390359,"(2.3, 2.68, 2.669247311827957)","(31.0, 100.0, 76.0)","(10.0, 19.0, 17.676470588235293)","(3.7, 4.4, 4.389024390243903)","(3.5, 3.9, 3.876190476190476)","(8.5, 23.0, 22.823529411764707)","(41.0, 120.0, 96.66666666666667)"
09-01-2023 18:32:18.581335,"(2.3, 2.68, 2.669247311827957)","(31.0, 100.0, 76.0)","(10.0, 19.0, 17.676470588235293)","(3.7, 4.4, 4.393589743589744)","(3.5, 3.9, 3.876190476190476)","(8.5, 23.0, 22.823529411764707)","(41.0, 120.0, 96.66666666666667)"
09-01-2023 18:32:19.825281,"(2.3, 2.68, 2.6621428571428574)","(31.0, 100.0, 76.0)","(10.0, 19.0, 17.676470588235293)","(3.7, 4.4, 4.3933333333333335)","(3.5, 3.9, 3.876190476190476)","(10.0, 23.0, 22.823529411764707)","(41.0, 120.0, 96.66666666666667)"
09-01-2023 18:32:20.972241,"(2.25, 2.68, 2.6621428571428574)","(31.0, 100.0, 76.0)","(10.0, 19.0, 17.676470588235293)","(3.7, 4.4, 4.3933333333333335)","(3.5, 3.9, 3.876190476190476)","(10.0, 23.0, 22.823529411764707)","(41.0, 120.0, 102.5)"
09-01-2023 18:32:22.082810,"(2.25, 2.68, 2.6621428571428574)","(31.0, 100.0, 76.0)","(10.0, 19.0, 17.676470588235293)","(3.7, 4.4, 4.3933333333333335)","(3.5, 3.9, 3.876190476190476)","(10.0, 23.0, 22.823529411764707)","(41.0, 120.0, 114.28571428571428)"
09-01-2023 18:32:23.199168,"(2.25, 2.68, 2.6621428571428574)","(31.0, 100.0, 76.0)","(10.0, 19.0, 17.676470588235293)","(3.7, 4.4, 4.3933333333333335)","(3.5, 3.9, 3.876190476190476)","(10.0, 23.0, 22.823529411764707)","(41.0, 120.0, 93.75)"
09-01-2023 18:32:24.351052,"(2.25, 2.68, 2.6621428571428574)","(31.0, 100.0, 76.0)","(10.0, 19.0, 17.70689655172414)","(3.7, 4.4, 4.3933333333333335)","(3.5, 3.9, 3.876190476190476)","(10.0, 23.0, 22.56)","(41.0, 120.0, 105.0)"
09-01-2023 18:32:25.459124,"(2.25, 2.68, 2.6621428571428574)","(31.0, 100.0, 76.0)","(10.0, 19.0, 17.657894736842106)","(3.7, 4.4, 4.3933333333333335)","(3.5, 3.9, 3.876190476190476)","(10.0, 24.0, 22.666666666666668)","(41.0, 120.0, 93.75)"
09-01-2023 18:32:26.564937,"(2.25, 2.68, 2.6621428571428574)","(31.0, 100.0, 76.0)","(10.0, 19.0, 17.657894736842106)","(3.7, 4.4, 4.3933333333333335)","(3.5, 3.9, 3.876190476190476)","(10.0, 24.0, 22.375)","(41.0, 120.0, 96.66666666666667)"
09-01-2023 18:32:27.728904,"(2.25, 2.68, 2.6621428571428574)","(31.0, 100.0, 76.0)","(10.0, 19.0, 17.676470588235293)","(3.7, 4.4, 4.3933333333333335)","(3.5, 3.9, 3.876190476190476)","(10.0, 24.0, 22.375)","(41.0, 120.0, 96.66666666666667)"
09-01-2023 18:32:28.883983,"(2.25, 2.68, 2.6621428571428574)","(31.0, 100.0, 76.0)","(10.0, 19.0, 17.676470588235293)","(3.7, 4.4, 4.393288590604027)","(3.5, 3.9, 3.876190476190476)","(10.0, 24.0, 23.36842105263158)","(41.0, 120.0, 96.66666666666667)"
09-01-2023 18:32:30.055171,"(2.25, 2.68, 2.6621428571428574)","(31.0, 100.0, 76.0)","(10.0, 19.0, 17.676470588235293)","(3.7, 4.4, 4.393288590604027)","(3.5, 3.9, 3.876190476190476)","(10.0, 24.0, 22.814814814814817)","(41.0, 120.0, 96.66666666666667)"
09-01-2023 18:32:31.296672,"(2.25, 2.68, 2.6621428571428574)","(31.0, 100.0, 76.0)","(10.0, 19.0, 17.676470588235293)","(3.7, 4.4, 4.393288590604027)","(3.5, 3.9, 3.876190476190476)","(10.0, 24.0, 22.620689655172413)","(41.0, 120.0, 96.66666666666667)"
09-01-2023 18:32:32.489511,"(2.25, 2.68, 2.6397402597402597)","(31.0, 100.0, 76.0)","(10.0, 19.0, 17.676470588235293)","(3.7, 4.4, 4.393288590604027)","(3.5, 3.9, 3.876190476190476)","(10.0, 24.0, 22.37037037037037)","(41.0, 120.0, 96.66666666666667)"
09-01-2023 18:32:33.671936,"(2.25, 2.68, 2.643013698630137)","(31.0, 100.0, 80.0)","(10.0, 19.0, 17.75)","(3.7, 4.4, 4.386363636363637)","(3.5, 3.9, 3.8423529411764705)","(10.0, 24.0, 20.875)","(41.0, 120.0, 97.5)"
09-01-2023 18:32:34.762087,"(2.25, 2.7, 2.6895652173913045)","(31.0, 90.0, 80.0)","(10.0, 18.0, 17.657894736842106)","(3.7, 4.4, 4.393006993006994)","(3.5, 3.85, 3.8742268041237113)","(10.0, 21.0, 22.074074074074073)","(41.0, 110.0, 90.83333333333333)"
09-01-2023 18:32:35.880324,"(2.25, 2.7, 2.665714285714286)","(31.0, 100.0, 73.33333333333333)","(10.0, 19.0, 18.3)","(3.7, 4.4, 4.393006993006994)","(3.5, 3.9, 3.8742268041237113)","(10.0, 24.0, 22.074074074074073)","(41.0, 120.0, 90.83333333333333)"
09-01-2023 18:32:36.960898,"(2.25, 2.7, 2.6935483870967745)","(31.0, 100.0, 73.33333333333333)","(10.0, 18.0, 17.821428571428573)","(3.7, 4.4, 4.393006993006994)","(3.5, 3.9, 3.8742268041237113)","(10.0, 24.0, 21.75)","(41.0, 120.0, 90.83333333333333)"
09-01-2023 18:32:38.116100,"(2.25, 2.7, 2.695744680851064)","(31.0, 100.0, 76.0)","(10.0, 18.0, 16.515625)","(3.7, 4.4, 4.393006993006994)","(3.5, 3.9, 3.8742268041237113)","(10.0, 24.0, 21.75)","(41.0, 120.0, 90.83333333333333)"
09-01-2023 18:32:39.200754,"(2.25, 2.7, 2.684)","(31.0, 100.0, 76.0)","(10.0, 18.0, 16.515625)","(3.7, 4.4, 4.393006993006994)","(3.5, 3.9, 3.8742268041237113)","(10.0, 24.0, 21.75)","(41.0, 120.0, 90.83333333333333)"
09-01-2023 18:32:40.321614,"(2.25, 2.7, 2.684)","(31.0, 100.0, 76.0)","(10.0, 18.0, 16.515625)","(3.7, 4.4, 4.393006993006994)","(3.5, 3.9, 3.8742268041237113)","(10.0, 24.0, 21.75)","(41.0, 120.0, 90.83333333333333)"
09-01-2023 18:32:41.479753,"(2.25, 2.7, 2.686666666666667)","(31.0, 100.0, 73.33333333333333)","(10.0, 18.0, 17.821428571428573)","(3.7, 4.4, 4.393006993006994)","(3.5, 3.9, 3.8742268041237113)","(10.0, 24.0, 21.75)","(41.0, 120.0, 90.83333333333333)"
09-01-2023 18:32:42.691803,"(2.25, 2.64, 2.636)","(31.0, 100.0, 73.33333333333333)","(10.0, 17.5, 17.31818181818182)","(3.7, 4.4, 4.393006993006994)","(3.5, 3.9, 3.875247524752475)","(10.0, 24.0, 21.75)","(41.0, 120.0, 90.83333333333333)"
09-01-2023 18:32:43.887644,"(2.25, 2.64, 2.637777777777778)","(31.0, 100.0, 73.33333333333333)","(10.0, 17.5, 17.31818181818182)","(3.7, 4.4, 4.392592592592593)","(3.5, 3.9, 3.875247524752475)","(10.0, 24.0, 21.75)","(41.0, 120.0, 90.83333333333333)"
09-01-2023 18:32:45.093080,"(2.25, 2.64, 2.6380645161290324)","(31.0, 100.0, 73.33333333333333)","(10.0, 17.5, 17.31818181818182)","(3.7, 4.4, 4.392592592592593)","(3.5, 3.9, 3.875247524752475)","(10.0, 24.0, 22.105263157894736)","(41.0, 120.0, 90.83333333333333)"
09-01-2023 18:32:46.299714,"(2.25, 2.64, 2.637692307692308)","(31.0, 95.0, 72.5)","(10.0, 17.5, 16.892857142857142)","(3.7, 4.4, 4.584)","(3.5, 3.9, 3.875247524752475)","(10.0, 24.0, 22.105263157894736)","(41.0, 120.0, 88.18181818181819)"
09-01-2023 18:32:47.741131,"(2.25, 2.64, 2.637692307692308)","(31.0, 95.0, 72.5)","(10.0, 17.0, 16.863636363636363)","(3.7, 4.6, 4.559756097560975)","(3.5, 3.9, 3.875247524752475)","(10.0, 24.0, 22.105263157894736)","(41.0, 120.0, 88.18181818181819)"
09-01-2023 18:32:49.050531,"(2.25, 2.64, 2.6366666666666667)","(31.0, 95.0, 72.5)","(10.0, 17.0, 16.863636363636363)","(3.7, 4.6, 4.558181818181818)","(3.5, 3.9, 3.875247524752475)","(10.0, 24.0, 22.105263157894736)","(41.0, 120.0, 88.18181818181819)"
09-01-2023 18:32:50.296386,"(2.25, 2.64, 2.6366666666666667)","(31.0, 95.0, 72.5)","(10.0, 17.0, 16.863636363636363)","(3.7, 4.6, 4.547674418604651)","(3.5, 3.9, 3.875247524752475)","(10.0, 24.0, 22.105263157894736)","(41.0, 120.0, 88.18181818181819)"
09-01-2023 18:32:51.642590,"(2.25, 2.64, 2.6366666666666667)","(31.0, 95.0, 72.5)","(10.0, 17.0, 16.863636363636363)","(3.7, 4.6, 4.55207100591716)","(3.5, 3.9, 3.875247524752475)","(10.0, 24.0, 22.105263157894736)","(41.0, 120.0, 88.18181818181819)"
09-01-2023 18:32:53.020354,"(2.25, 2.64, 2.6366666666666667)","(31.0, 95.0, 87.5)","(10.0, 17.0, 16.863636363636363)","(3.7, 4.6, 4.55207100591716)","(3.5, 3.9, 3.875247524752475)","(10.0, 24.0, 22.105263157894736)","(41.0, 120.0, 88.18181818181819)"
09-01-2023 18:32:54.121208,"(2.25, 2.64, 2.6366666666666667)","(31.0, 90.0, 87.5)","(10.0, 17.0, 16.863636363636363)","(3.7, 4.6, 4.571337579617834)","(3.5, 3.9, 3.8742268041237113)","(10.0, 24.0, 22.105263157894736)","(41.0, 120.0, 88.18181818181819)"
09-01-2023 18:32:55.193365,"(2.25, 2.64, 2.63)","(31.0, 90.0, 82.5)","(10.0, 17.0, 16.863636363636363)","(3.7, 4.6, 4.397202797202797)","(3.5, 3.9, 3.8742268041237113)","(10.0, 24.0, 22.105263157894736)","(41.0, 120.0, 103.82352941176471)"
09-01-2023 18:32:56.191759,"(2.25, 2.7, 2.637777777777778)","(31.0, 90.0, 82.5)","(10.0, 17.0, 16.863636363636363)","(3.7, 4.4, 4.397202797202797)","(3.5, 3.9, 3.8742268041237113)","(10.0, 24.0, 22.105263157894736)","(41.0, 120.0, 103.82352941176471)"
09-01-2023 18:32:57.238299,"(2.25, 2.7, 2.6578947368421053)","(31.0, 90.0, 82.5)","(10.0, 17.0, 16.863636363636363)","(3.6, 4.4, 4.395205479452055)","(3.4, 3.9, 3.875247524752475)","(11.0, 24.0, 22.105263157894736)","(41.0, 120.0, 107.5)"
09-01-2023 18:32:58.255322,"(2.25, 2.7, 2.6352380952380954)","(31.0, 90.0, 82.5)","(10.0, 17.0, 16.38235294117647)","(3.6, 4.4, 4.395205479452055)","(3.4, 3.9, 3.875247524752475)","(11.0, 24.0, 22.105263157894736)","(41.0, 120.0, 113.75)"
09-01-2023 18:32:59.289667,"(2.25, 2.7, 2.6352380952380954)","(31.0, 90.0, 82.5)","(10.0, 17.0, 16.181818181818183)","(3.6, 4.4, 4.397931034482759)","(3.4, 3.9, 3.875247524752475)","(11.0, 24.0, 22.16216216216216)","(41.0, 120.0, 113.75)"
09-01-2023 18:33:00.340753,"(2.25, 2.62, 2.6048275862068966)","(31.0, 90.0, 87.5)","(10.0, 17.0, 16.181818181818183)","(3.6, 4.4, 4.397931034482759)","(3.4, 3.9, 3.875247524752475)","(11.0, 24.0, 22.16216216216216)","(41.0, 120.0, 116.42857142857143)"
09-01-2023 18:33:01.398010,"(2.25, 2.62, 2.6048275862068966)","(31.0, 90.0, 88.125)","(10.0, 17.0, 16.181818181818183)","(3.6, 4.5, 4.4958620689655175)","(3.4, 3.9, 3.875247524752475)","(11.0, 24.0, 22.5)","(41.0, 120.0, 117.5)"
09-01-2023 18:33:02.446955,"(2.25, 2.62, 2.5992592592592594)","(31.0, 90.0, 88.125)","(10.0, 17.0, 16.181818181818183)","(3.6, 4.5, 4.498601398601399)","(3.4, 3.9, 3.875247524752475)","(11.0, 24.0, 21.63157894736842)","(41.0, 120.0, 117.5)"
09-01-2023 18:33:03.499859,"(2.25, 2.62, 2.5992592592592594)","(31.0, 90.0, 88.125)","(10.0, 17.0, 16.181818181818183)","(3.6, 4.5, 4.4958620689655175)","(3.4, 3.9, 3.875247524752475)","(11.0, 24.0, 21.75)","(41.0, 120.0, 117.5)"
09-01-2023 18:33:04.531226,"(2.25, 2.6, 2.5893333333333333)","(31.0, 90.0, 88.125)","(10.0, 17.0, 16.181818181818183)","(3.6, 4.5, 4.4958620689655175)","(3.4, 3.9, 3.875247524752475)","(11.0, 24.0, 22.363636363636363)","(41.0, 120.0, 117.5)"
09-01-2023 18:33:05.564358,"(2.25, 2.6, 2.5976119402985076)","(31.0, 90.0, 88.125)","(10.0, 17.0, 16.181818181818183)","(3.6, 4.5, 4.498601398601399)","(3.4, 3.9, 3.875247524752475)","(11.0, 24.0, 22.5)","(41.0, 120.0, 115.45454545454545)"
09-01-2023 18:33:06.640112,"(2.25, 2.6, 2.5976119402985076)","(31.0, 90.0, 88.125)","(10.0, 17.0, 16.181818181818183)","(3.6, 4.5, 4.4958620689655175)","(3.4, 3.9, 3.875247524752475)","(11.0, 23.0, 22.666666666666668)","(41.0, 120.0, 115.45454545454545)"
09-01-2023 18:33:07.749482,"(2.25, 2.6, 2.5976119402985076)","(31.0, 90.0, 88.125)","(10.0, 17.0, 16.181818181818183)","(3.6, 4.5, 4.4958620689655175)","(3.4, 3.9, 3.875247524752475)","(11.0, 23.0, 22.444444444444443)","(41.0, 120.0, 115.45454545454545)"
09-01-2023 18:33:08.809800,"(2.25, 2.6, 2.599344262295082)","(31.0, 95.0, 92.5)","(10.0, 17.0, 16.181818181818183)","(3.6, 4.5, 4.498601398601399)","(3.4, 3.9, 3.875247524752475)","(11.0, 23.0, 22.285714285714285)","(41.0, 120.0, 115.45454545454545)"
09-01-2023 18:33:09.852483,"(2.25, 2.6, 2.598139534883721)","(41.0, 95.0, 92.5)","(11.0, 17.0, 16.181818181818183)","(3.6, 4.5, 4.498601398601399)","(3.3, 3.9, 3.875247524752475)","(13.0, 23.0, 22.444444444444443)","(51.0, 120.0, 115.45454545454545)"
09-01-2023 18:33:10.950078,"(2.25, 2.6, 2.598139534883721)","(41.0, 95.0, 87.5)","(11.0, 17.0, 16.181818181818183)","(3.6, 4.5, 4.4958620689655175)","(3.3, 3.9, 3.875247524752475)","(13.0, 23.0, 22.285714285714285)","(51.0, 120.0, 115.45454545454545)"
09-01-2023 18:33:11.988125,"(2.25, 2.6, 2.598139534883721)","(41.0, 95.0, 87.5)","(11.0, 17.0, 16.181818181818183)","(3.6, 4.5, 4.498601398601399)","(3.3, 3.9, 3.875247524752475)","(13.0, 23.0, 22.285714285714285)","(51.0, 120.0, 115.45454545454545)"
09-01-2023 18:33:13.023845,"(2.25, 2.6, 2.599148936170213)","(41.0, 95.0, 87.5)","(11.0, 17.0, 16.181818181818183)","(3.6, 4.5, 4.498601398601399)","(3.3, 3.9, 3.875247524752475)","(13.0, 23.0, 22.166666666666668)","(51.0, 120.0, 115.45454545454545)"
09-01-2023 18:33:14.086718,"(2.25, 2.6, 2.599148936170213)","(41.0, 95.0, 87.5)","(11.0, 17.0, 16.181818181818183)","(3.6, 4.5, 4.4958620689655175)","(3.3, 3.9, 3.875247524752475)","(13.0, 23.0, 22.5)","(51.0, 120.0, 115.45454545454545)"
09-01-2023 18:33:15.110320,"(2.25, 2.6, 2.597241379310345)","(41.0, 95.0, 87.5)","(11.0, 17.0, 16.181818181818183)","(3.6, 4.5, 4.498601398601399)","(3.3, 3.9, 3.875247524752475)","(13.0, 26.0, 22.333333333333332)","(51.0, 120.0, 115.45454545454545)"
09-01-2023 18:33:16.134116,"(2.25, 2.6, 2.5985185185185187)","(41.0, 95.0, 87.5)","(11.0, 17.0, 16.181818181818183)","(3.6, 4.5, 4.4958620689655175)","(3.3, 3.9, 3.875247524752475)","(13.0, 24.0, 22.571428571428573)","(51.0, 120.0, 115.45454545454545)"
09-01-2023 18:33:17.171405,"(2.25, 2.6, 2.5985185185185187)","(41.0, 95.0, 87.5)","(11.0, 17.0, 16.181818181818183)","(3.6, 4.5, 4.498601398601399)","(3.3, 3.9, 3.875247524752475)","(13.0, 24.0, 22.333333333333332)","(51.0, 120.0, 115.45454545454545)"
09-01-2023 18:33:18.231952,"(2.25, 2.6, 2.5985185185185187)","(41.0, 95.0, 87.5)","(11.0, 17.0, 16.181818181818183)","(3.6, 4.5, 4.4958620689655175)","(3.3, 3.9, 3.875247524752475)","(13.0, 24.0, 22.571428571428573)","(51.0, 120.0, 115.45454545454545)"
09-01-2023 18:33:19.290165,"(2.25, 2.6, 2.598095238095238)","(41.0, 95.0, 87.5)","(11.0, 17.0, 16.055555555555557)","(3.6, 4.5, 4.491891891891892)","(3.3, 3.9, 3.8764150943396225)","(13.0, 24.0, 22.235294117647058)","(51.0, 120.0, 114.28571428571429)"
09-01-2023 18:33:20.355858,"(2.25, 2.6, 2.5984615384615384)","(41.0, 95.0, 92.85714285714286)","(11.0, 17.0, 16.01923076923077)","(3.6, 4.5, 4.498601398601399)","(3.3, 3.9, 3.8764150943396225)","(13.0, 24.0, 22.235294117647058)","(51.0, 120.0, 114.28571428571429)"
09-01-2023 18:33:21.409768,"(2.25, 2.6, 2.59875)","(41.0, 100.0, 82.22222222222223)","(11.0, 17.0, 16.01923076923077)","(3.6, 4.5, 4.4958620689655175)","(3.3, 3.9, 3.8764150943396225)","(13.0, 24.0, 22.235294117647058)","(51.0, 120.0, 116.66666666666667)"
09-01-2023 18:33:22.466598,"(2.25, 2.62, 2.606086956521739)","(41.0, 100.0, 77.77777777777777)","(11.0, 17.0, 16.01923076923077)","(3.6, 4.5, 4.491891891891892)","(3.3, 3.9, 3.8764150943396225)","(13.0, 24.0, 22.235294117647058)","(51.0, 120.0, 116.66666666666667)"
09-01-2023 18:33:23.495962,"(2.25, 2.62, 2.606086956521739)","(41.0, 100.0, 77.77777777777777)","(11.0, 17.0, 16.01923076923077)","(3.6, 4.5, 4.491891891891892)","(3.3, 3.9, 3.8764150943396225)","(13.0, 24.0, 22.235294117647058)","(51.0, 120.0, 116.66666666666667)"
