,Jungle Warrior,Never Compromise,Uncle Jerome,Sir Rockport,Elvirus,Classy Solution,Positive Phil
06-01-2023 12:27:47.310678,"(10.0, 16.5, 15.961538461538462)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 42.57142857142857)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 11.0, 9.742857142857144)","(2.7, 3.55, 3.4904761904761905)"
06-01-2023 12:27:48.687275,"(10.0, 16.5, 15.961538461538462)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 42.57142857142857)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 11.0, 9.742857142857144)","(2.7, 3.55, 3.4904761904761905)"
06-01-2023 12:27:49.908696,"(10.0, 16.5, 15.961538461538462)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 40.0)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 11.0, 9.742857142857144)","(2.7, 3.55, 3.5142857142857142)"
06-01-2023 12:27:51.051657,"(10.0, 16.5, 15.961538461538462)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 40.0)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 11.0, 10.266666666666667)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:27:52.109767,"(10.0, 16.5, 15.961538461538462)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 40.0)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 11.0, 10.266666666666667)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:27:53.082381,"(10.0, 16.5, 15.961538461538462)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 40.0)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 11.0, 10.492307692307692)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:27:54.197725,"(10.0, 16.5, 15.961538461538462)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 40.0)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 11.0, 10.0)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:27:55.293671,"(10.0, 16.5, 15.961538461538462)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 40.0)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 11.0, 10.0)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:27:56.361741,"(10.0, 16.5, 15.961538461538462)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 40.0)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 11.166666666666666)","(9.0, 11.0, 10.0)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:27:57.437188,"(10.0, 16.5, 15.961538461538462)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 40.0)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 11.166666666666666)","(9.0, 11.0, 10.0)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:27:58.539761,"(10.0, 16.5, 15.961538461538462)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 40.0)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 11.166666666666666)","(9.0, 11.0, 10.0)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:27:59.737516,"(10.0, 16.5, 15.961538461538462)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 40.0)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 11.166666666666666)","(9.0, 11.0, 10.0)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:00.849878,"(10.0, 16.5, 15.961538461538462)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 40.0)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 11.166666666666666)","(9.0, 11.0, 10.0)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:02.112979,"(10.0, 16.5, 14.5)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 40.0)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 11.166666666666666)","(9.0, 11.0, 9.8)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:03.412492,"(10.0, 16.5, 14.5)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 40.0)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 11.0, 9.8)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:04.764312,"(10.0, 16.5, 14.5)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 40.0)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 11.0, 9.8)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:06.157430,"(10.0, 16.5, 14.5)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 40.0)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 11.0, 9.8)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:07.442380,"(10.0, 16.5, 14.5)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 40.0)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 11.0, 9.8)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:08.609360,"(10.0, 16.5, 14.5)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 41.333333333333336)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 11.0, 9.8)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:09.791575,"(10.0, 16.5, 14.5)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 41.333333333333336)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 11.0, 9.8)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:11.000366,"(10.0, 16.5, 14.5)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 41.333333333333336)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 11.0, 9.8)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:12.239189,"(10.0, 16.5, 14.5)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 41.333333333333336)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 11.0, 9.8)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:13.383716,"(10.0, 16.5, 14.5)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 41.333333333333336)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 11.0, 9.8)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:14.450136,"(10.0, 16.5, 14.5)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 41.333333333333336)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 11.0, 10.285714285714285)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:15.574325,"(10.0, 16.5, 15.863636363636363)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 41.333333333333336)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.24)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:16.800168,"(10.0, 16.5, 15.863636363636363)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 41.333333333333336)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.24)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:17.910568,"(10.0, 16.5, 15.863636363636363)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 41.333333333333336)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.28)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:18.940268,"(10.0, 16.5, 15.863636363636363)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 41.333333333333336)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.28)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:19.995956,"(10.0, 16.5, 15.863636363636363)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 36.666666666666664)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.28)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:21.122599,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.780952380952381)","(31.0, 46.0, 36.666666666666664)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.28)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:22.315014,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.778378378378378)","(31.0, 46.0, 36.666666666666664)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.28)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:23.482925,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.778378378378378)","(31.0, 46.0, 35.5)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.28)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:24.645858,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.778378378378378)","(31.0, 46.0, 36.666666666666664)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.28)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:25.874961,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.778378378378378)","(31.0, 46.0, 36.666666666666664)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.28)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:27.103654,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.778378378378378)","(31.0, 46.0, 36.666666666666664)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.28)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:28.193883,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.778378378378378)","(31.0, 46.0, 36.666666666666664)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.28)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:29.260066,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.778378378378378)","(31.0, 46.0, 36.666666666666664)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.28)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:30.477425,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.778378378378378)","(31.0, 46.0, 36.666666666666664)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.377777777777778)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:31.646392,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.778378378378378)","(31.0, 46.0, 35.5)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.377777777777778)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:33.002150,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.778378378378378)","(31.0, 46.0, 35.5)","(3.3, 4.0, 3.8714285714285714)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.377777777777778)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:34.394782,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.783333333333333)","(31.0, 46.0, 35.5)","(3.3, 4.0, 3.94375)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.4)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:35.699376,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 35.5)","(3.3, 4.0, 3.94375)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.4)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:36.970199,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 35.5)","(3.3, 4.0, 3.94375)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.4)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:38.097736,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 35.5)","(3.3, 4.0, 3.94375)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.4)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:39.295841,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 35.5)","(3.3, 4.0, 3.94375)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.4)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:40.495795,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 35.5)","(3.3, 4.0, 3.94375)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.4)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:41.694725,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 35.5)","(3.3, 4.0, 3.94375)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.4)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:42.776158,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 35.5)","(3.3, 4.0, 3.94375)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.4)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:43.935873,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 35.5)","(3.3, 4.0, 3.94375)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.4)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:45.114558,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 35.5)","(3.3, 4.0, 3.94375)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.4)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:46.314367,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 35.5)","(3.3, 4.0, 3.94375)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.4)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:47.308988,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 35.5)","(3.3, 4.0, 3.94375)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.4)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:48.481717,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 35.5)","(3.3, 4.0, 3.94375)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.4)","(2.7, 3.55, 3.459090909090909)"
06-01-2023 12:28:49.799395,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.696969696969697)","(31.0, 46.0, 35.5)","(3.3, 4.0, 3.94375)","(8.5, 12.0, 10.75)","(9.0, 10.5, 10.4)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:28:51.202391,"(10.0, 16.0, 14.75)","(5.5, 5.7, 5.782857142857143)","(31.0, 46.0, 36.666666666666664)","(3.3, 4.0, 3.788235294117647)","(8.5, 12.0, 11.0)","(9.0, 10.5, 10.4)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:28:52.322466,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 36.666666666666664)","(3.3, 4.0, 3.788235294117647)","(8.5, 12.0, 11.09090909090909)","(9.0, 10.5, 10.4)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:28:53.350784,"(10.0, 16.0, 14.75)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 36.666666666666664)","(3.3, 4.0, 3.788235294117647)","(8.5, 12.0, 11.09090909090909)","(9.0, 10.5, 10.426666666666666)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:28:54.406666,"(10.0, 16.0, 15.5)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 39.0)","(3.3, 4.0, 3.788235294117647)","(8.5, 12.0, 11.09090909090909)","(9.0, 10.5, 10.426666666666666)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:28:55.526373,"(10.0, 16.0, 15.5)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 39.0)","(3.3, 4.0, 3.788235294117647)","(8.5, 12.0, 11.09090909090909)","(9.0, 10.5, 10.275)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:28:56.893954,"(10.0, 16.0, 15.5)","(5.5, 6.2, 6.0875)","(31.0, 46.0, 40.0)","(3.3, 4.0, 3.85)","(8.5, 12.0, 11.09090909090909)","(9.0, 10.5, 10.275)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:28:58.181959,"(10.0, 16.0, 15.5)","(5.5, 6.2, 6.0875)","(31.0, 46.0, 40.0)","(3.3, 4.0, 3.85)","(8.5, 12.0, 10.857142857142858)","(9.0, 10.5, 10.275)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:28:59.346710,"(10.0, 16.0, 15.5)","(5.5, 6.2, 6.0875)","(31.0, 46.0, 40.0)","(3.3, 4.0, 3.874)","(8.5, 12.0, 10.857142857142858)","(9.0, 10.5, 10.275)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:00.416317,"(10.0, 16.0, 15.5)","(5.5, 6.2, 6.0875)","(31.0, 46.0, 40.0)","(3.3, 4.0, 3.874)","(8.5, 12.0, 10.857142857142858)","(9.0, 10.5, 10.275)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:01.571069,"(10.0, 16.0, 15.5)","(5.5, 6.2, 6.0875)","(31.0, 46.0, 40.0)","(3.3, 4.0, 3.874)","(8.5, 12.0, 10.857142857142858)","(9.0, 10.5, 10.275)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:02.667055,"(10.0, 16.0, 15.5)","(5.5, 6.0, 5.966666666666667)","(31.0, 46.0, 40.0)","(3.3, 4.0, 3.7750000000000004)","(8.5, 12.0, 11.333333333333334)","(9.0, 10.5, 10.275)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:03.842306,"(10.0, 16.0, 15.6875)","(5.5, 6.0, 5.966666666666667)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.7750000000000004)","(8.5, 12.0, 11.333333333333334)","(9.0, 10.5, 10.275)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:04.940228,"(10.0, 16.0, 15.6875)","(5.5, 6.0, 5.966666666666667)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.7750000000000004)","(8.5, 12.0, 11.333333333333334)","(9.0, 10.5, 10.275)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:05.999561,"(10.0, 16.0, 15.6875)","(5.5, 6.0, 5.966666666666667)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.7750000000000004)","(8.5, 12.0, 11.333333333333334)","(9.0, 10.5, 10.3875)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:07.213770,"(10.0, 16.0, 15.6875)","(5.5, 6.0, 5.966666666666667)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.333333333333334)","(9.0, 10.5, 10.3875)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:08.428694,"(10.0, 16.0, 15.6875)","(5.5, 6.0, 5.966666666666667)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.333333333333334)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:09.512502,"(10.0, 16.0, 15.6875)","(5.5, 6.0, 5.966666666666667)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.0)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:10.598776,"(10.0, 16.0, 15.6875)","(5.5, 6.0, 5.966666666666667)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.11111111111111)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:11.808989,"(10.0, 16.0, 15.6875)","(5.5, 6.0, 5.776923076923077)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.11111111111111)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:12.907141,"(10.0, 16.0, 15.6875)","(5.5, 5.8, 5.776923076923077)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.538461538461538)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:14.101377,"(10.0, 16.0, 15.6875)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.538461538461538)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:15.232391,"(10.0, 16.0, 15.6875)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.538461538461538)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:16.343619,"(10.0, 16.0, 15.6875)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.538461538461538)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:17.358489,"(10.0, 16.0, 15.6875)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.538461538461538)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:18.514776,"(10.0, 16.0, 15.6875)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.538461538461538)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:19.654380,"(10.0, 16.0, 15.6875)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.538461538461538)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:20.693488,"(10.0, 16.0, 15.6875)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.571428571428571)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:21.710742,"(10.0, 16.0, 15.6875)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.571428571428571)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:22.868229,"(10.0, 16.0, 15.6875)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.571428571428571)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:24.274513,"(10.0, 16.0, 15.6875)","(5.5, 5.8, 5.782857142857143)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.571428571428571)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:25.704024,"(10.0, 16.0, 15.6875)","(5.5, 5.8, 5.786046511627907)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.571428571428571)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:26.913174,"(10.0, 16.0, 15.6875)","(5.5, 5.8, 5.786046511627907)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.571428571428571)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:28.371032,"(10.0, 16.0, 15.6875)","(5.5, 6.2, 6.011764705882353)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.571428571428571)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:29.694246,"(10.0, 16.0, 15.6875)","(5.5, 6.2, 6.011764705882353)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.571428571428571)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:31.085839,"(10.0, 16.0, 15.6875)","(5.5, 6.2, 6.011764705882353)","(31.0, 46.0, 42.5)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.7)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:32.428685,"(10.0, 16.0, 15.6875)","(5.5, 6.2, 6.011764705882353)","(31.0, 46.0, 44.35294117647059)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.466666666666667)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:33.658453,"(10.0, 16.0, 15.6875)","(5.5, 6.2, 6.011764705882353)","(31.0, 46.0, 44.35294117647059)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.466666666666667)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:34.840850,"(10.0, 16.0, 15.6875)","(5.5, 6.2, 6.011764705882353)","(31.0, 46.0, 44.35294117647059)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.466666666666667)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:36.007438,"(10.0, 16.0, 15.6875)","(5.5, 6.2, 6.011764705882353)","(31.0, 46.0, 44.35294117647059)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.466666666666667)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
06-01-2023 12:29:37.203787,"(10.0, 16.0, 15.6875)","(5.5, 6.2, 6.011764705882353)","(31.0, 46.0, 44.35294117647059)","(3.3, 4.0, 3.8411764705882354)","(8.5, 12.0, 11.466666666666667)","(9.0, 10.5, 10.255555555555556)","(2.7, 3.55, 3.4388888888888887)"
