,Yamasaki Bale,Crackerjack Nick,Flash Banner,Denominator,Naughty Shorty,Maximum Gracie
10-01-2023 17:01:08.680278,"(2.2, 2.44, 2.4352542372881354)","(3.2, 3.7, 3.674193548387097)","(5.5, 7.8, 7.56)","(5.0, 7.0, 6.96)","(41.0, 170.0, 143.0769230769231)","(15.0, 32.0, 30.09090909090909)"
10-01-2023 17:01:09.767604,"(2.2, 2.44, 2.436)","(3.2, 3.7, 3.6724137931034484)","(5.5, 7.8, 7.523076923076923)","(5.0, 7.0, 6.96)","(41.0, 170.0, 120.0)","(15.0, 32.0, 30.09090909090909)"
10-01-2023 17:01:10.907590,"(2.2, 2.44, 2.4361290322580644)","(3.2, 3.7, 3.6724137931034484)","(5.5, 7.8, 7.4625)","(5.0, 7.0, 6.828571428571428)","(41.0, 170.0, 120.0)","(15.0, 32.0, 30.444444444444443)"
10-01-2023 17:01:12.068726,"(2.2, 2.5, 2.478823529411765)","(3.2, 3.7, 3.6724137931034484)","(5.5, 7.8, 7.25)","(5.0, 7.0, 6.76)","(41.0, 170.0, 152.0)","(15.0, 32.0, 30.52173913043478)"
10-01-2023 17:01:13.208519,"(2.2, 2.5, 2.471282051282051)","(3.2, 3.7, 3.6724137931034484)","(5.5, 7.8, 7.368)","(5.0, 7.0, 6.955555555555556)","(41.0, 170.0, 148.1818181818182)","(15.0, 32.0, 30.363636363636363)"
10-01-2023 17:01:14.294203,"(2.2, 2.5, 2.4810526315789474)","(3.2, 3.7, 3.6724137931034484)","(5.5, 7.8, 7.368)","(5.0, 7.0, 6.955555555555556)","(41.0, 170.0, 148.1818181818182)","(15.0, 32.0, 30.363636363636363)"
10-01-2023 17:01:15.359411,"(2.2, 2.5, 2.473953488372093)","(3.2, 3.7, 3.6724137931034484)","(5.5, 7.8, 7.375)","(5.0, 7.2, 6.85)","(41.0, 170.0, 148.1818181818182)","(15.0, 32.0, 30.41176470588235)"
10-01-2023 17:01:16.472196,"(2.2, 2.5, 2.473953488372093)","(3.2, 3.7, 3.6724137931034484)","(5.5, 7.8, 7.375)","(5.0, 7.2, 6.842105263157895)","(41.0, 170.0, 148.1818181818182)","(15.0, 32.0, 30.41176470588235)"
10-01-2023 17:01:17.570559,"(2.2, 2.5, 2.4673469387755103)","(3.2, 3.7, 3.6724137931034484)","(5.5, 7.8, 7.2631578947368425)","(5.0, 7.2, 6.842105263157895)","(41.0, 170.0, 150.0)","(15.0, 32.0, 30.06896551724138)"
10-01-2023 17:01:18.740730,"(2.2, 2.5, 2.4673469387755103)","(3.2, 3.7, 3.6724137931034484)","(5.5, 7.8, 7.3090909090909095)","(5.0, 7.2, 6.992)","(41.0, 170.0, 151.53846153846155)","(15.0, 32.0, 30.06896551724138)"
10-01-2023 17:01:20.319174,"(2.2, 2.46, 2.44)","(3.2, 3.7, 3.6724137931034484)","(5.5, 7.8, 7.53)","(5.0, 7.2, 7.176470588235294)","(41.0, 170.0, 138.0)","(15.0, 32.0, 30.3125)"
10-01-2023 17:01:21.397660,"(2.2, 2.46, 2.44)","(3.2, 3.7, 3.6724137931034484)","(5.5, 7.8, 7.53)","(5.0, 7.2, 7.0)","(41.0, 170.0, 138.0)","(15.0, 32.0, 30.3125)"
10-01-2023 17:01:22.484679,"(2.2, 2.46, 2.44)","(3.2, 3.7, 3.6724137931034484)","(5.5, 7.8, 7.5600000000000005)","(5.0, 7.2, 7.166666666666667)","(41.0, 170.0, 138.0)","(15.0, 32.0, 30.3125)"
10-01-2023 17:01:23.512800,"(2.2, 2.46, 2.433333333333333)","(3.2, 3.7, 3.6724137931034484)","(5.5, 7.8, 7.5600000000000005)","(5.0, 7.2, 7.1454545454545455)","(41.0, 170.0, 138.0)","(15.0, 32.0, 30.3125)"
10-01-2023 17:01:24.599377,"(2.2, 2.46, 2.433333333333333)","(3.2, 3.7, 3.6724137931034484)","(5.5, 7.8, 7.714285714285714)","(5.0, 7.2, 7.140000000000001)","(41.0, 170.0, 130.0)","(15.0, 32.0, 30.071428571428573)"
10-01-2023 17:01:25.661321,"(2.2, 2.46, 2.4323076923076923)","(3.2, 3.7, 3.6666666666666665)","(5.5, 7.8, 7.7384615384615385)","(5.0, 7.2, 7.08)","(41.0, 170.0, 130.0)","(15.0, 32.0, 30.0625)"
10-01-2023 17:01:26.747743,"(2.2, 2.46, 2.4323076923076923)","(3.2, 3.7, 3.6666666666666665)","(5.5, 7.8, 7.766666666666667)","(5.0, 7.2, 7.08)","(41.0, 170.0, 130.0)","(15.0, 32.0, 30.06896551724138)"
10-01-2023 17:01:27.799471,"(2.2, 2.46, 2.4323076923076923)","(3.2, 3.7, 3.6724137931034484)","(5.5, 8.0, 7.653846153846154)","(5.0, 7.2, 6.927272727272727)","(41.0, 170.0, 140.0)","(15.0, 32.0, 30.3125)"
10-01-2023 17:01:28.819263,"(2.2, 2.44, 2.4341176470588235)","(3.2, 3.7, 3.6724137931034484)","(5.5, 8.0, 7.653846153846154)","(5.0, 7.2, 6.7894736842105265)","(41.0, 170.0, 138.0)","(15.0, 32.0, 30.3125)"
10-01-2023 17:01:29.874329,"(2.2, 2.44, 2.4341176470588235)","(3.2, 3.7, 3.6724137931034484)","(5.5, 8.0, 7.653846153846154)","(5.0, 7.2, 6.818181818181818)","(41.0, 170.0, 138.0)","(15.0, 32.0, 30.3125)"
10-01-2023 17:01:31.009212,"(2.2, 2.44, 2.4309090909090907)","(3.2, 3.7, 3.6724137931034484)","(5.5, 8.0, 7.653846153846154)","(5.0, 7.0, 6.8)","(41.0, 170.0, 138.0)","(16.0, 32.0, 30.3125)"
10-01-2023 17:01:32.036317,"(2.2, 2.44, 2.4341176470588235)","(3.2, 3.7, 3.6724137931034484)","(5.5, 8.0, 7.653846153846154)","(5.0, 7.0, 6.666666666666666)","(41.0, 170.0, 140.0)","(16.0, 32.0, 30.3125)"
10-01-2023 17:01:33.093580,"(2.2, 2.44, 2.4341176470588235)","(3.2, 3.75, 3.726470588235294)","(5.5, 8.0, 7.653846153846154)","(5.0, 7.0, 6.714285714285714)","(41.0, 160.0, 128.0)","(16.0, 32.0, 27.757575757575758)"
10-01-2023 17:01:34.191567,"(2.2, 2.46, 2.4135)","(3.2, 3.75, 3.7423076923076923)","(5.5, 8.0, 7.714285714285714)","(5.0, 7.0, 6.95)","(41.0, 160.0, 128.0)","(16.0, 32.0, 28.125)"
10-01-2023 17:01:35.294293,"(2.2, 2.46, 2.3979999999999997)","(3.2, 3.75, 3.7423076923076923)","(5.5, 8.0, 7.714285714285714)","(5.0, 7.0, 6.742857142857143)","(41.0, 160.0, 128.0)","(16.0, 32.0, 28.125)"
10-01-2023 17:01:36.366511,"(2.2, 2.46, 2.4068571428571426)","(3.2, 3.75, 3.7423076923076923)","(5.5, 8.0, 7.714285714285714)","(5.0, 7.0, 6.742857142857143)","(41.0, 160.0, 128.0)","(16.0, 32.0, 28.125)"
10-01-2023 17:01:37.501149,"(2.2, 2.46, 2.4068571428571426)","(3.2, 3.75, 3.7375)","(5.5, 8.0, 7.963636363636364)","(5.0, 7.0, 6.517647058823529)","(41.0, 160.0, 133.33333333333334)","(16.0, 32.0, 28.125)"
10-01-2023 17:01:38.522997,"(2.2, 2.48, 2.4553846153846153)","(3.2, 3.75, 3.7375)","(5.5, 8.0, 7.933333333333334)","(5.0, 6.8, 6.495238095238095)","(41.0, 160.0, 133.33333333333334)","(16.0, 32.0, 28.125)"
10-01-2023 17:01:39.635045,"(2.2, 2.48, 2.4246153846153846)","(3.2, 3.75, 3.7375)","(5.5, 8.0, 7.96)","(5.0, 6.8, 6.511111111111111)","(41.0, 160.0, 133.33333333333334)","(16.0, 32.0, 28.125)"
10-01-2023 17:01:40.752563,"(2.2, 2.48, 2.4246153846153846)","(3.2, 3.75, 3.7423076923076923)","(5.5, 8.0, 8.1)","(5.0, 6.6, 6.1)","(41.0, 160.0, 128.0)","(16.0, 32.0, 28.125)"
10-01-2023 17:01:41.836698,"(2.2, 2.48, 2.44)","(3.2, 3.85, 3.7666666666666666)","(5.5, 8.4, 8.166666666666666)","(5.0, 6.4, 6.171428571428572)","(41.0, 160.0, 128.0)","(16.0, 32.0, 28.125)"
10-01-2023 17:01:43.000052,"(2.2, 2.48, 2.4246153846153846)","(3.2, 3.85, 3.783333333333333)","(5.5, 8.2, 8.125925925925925)","(5.0, 6.4, 6.052173913043478)","(41.0, 160.0, 128.0)","(16.0, 32.0, 27.441176470588236)"
10-01-2023 17:01:44.129323,"(2.2, 2.48, 2.4246153846153846)","(3.2, 3.85, 3.7794117647058822)","(5.5, 8.6, 8.166666666666666)","(5.0, 6.4, 6.124137931034483)","(51.0, 160.0, 128.0)","(16.0, 32.0, 27.441176470588236)"
10-01-2023 17:01:45.146207,"(2.2, 2.44, 2.4266666666666667)","(3.2, 3.85, 3.79)","(5.5, 8.6, 8.166666666666666)","(5.0, 6.4, 6.124137931034483)","(51.0, 160.0, 128.0)","(16.0, 32.0, 27.441176470588236)"
10-01-2023 17:01:46.177268,"(2.2, 2.48, 2.4466666666666668)","(3.2, 3.85, 3.788095238095238)","(5.5, 8.6, 8.166666666666666)","(5.0, 6.4, 6.222222222222222)","(51.0, 160.0, 128.0)","(16.0, 32.0, 27.15625)"
10-01-2023 17:01:47.225910,"(2.2, 2.48, 2.447)","(3.2, 3.85, 3.788095238095238)","(5.5, 8.6, 8.125925925925925)","(5.0, 6.4, 6.217391304347826)","(51.0, 160.0, 128.0)","(16.0, 32.0, 27.15625)"
10-01-2023 17:01:48.312119,"(2.2, 2.46, 2.455)","(3.2, 3.85, 3.788095238095238)","(5.5, 8.6, 8.166666666666666)","(5.0, 6.4, 6.088888888888889)","(51.0, 160.0, 128.0)","(16.0, 32.0, 27.15625)"
10-01-2023 17:01:49.657305,"(2.2, 2.46, 2.453333333333333)","(3.2, 3.85, 3.7727272727272725)","(5.5, 8.6, 8.189473684210526)","(5.0, 6.4, 6.2444444444444445)","(51.0, 160.0, 128.0)","(16.0, 32.0, 27.15625)"
10-01-2023 17:01:50.733609,"(2.2, 2.46, 2.452)","(3.2, 3.8, 3.7727272727272725)","(5.5, 8.6, 8.257142857142856)","(5.0, 6.4, 6.2444444444444445)","(51.0, 160.0, 136.0)","(16.0, 32.0, 27.15625)"
10-01-2023 17:01:51.798261,"(2.2, 2.46, 2.425)","(3.2, 3.8, 3.7727272727272725)","(5.5, 8.6, 8.257142857142856)","(5.0, 6.4, 6.217391304347826)","(51.0, 160.0, 143.33333333333334)","(16.0, 32.0, 27.15625)"
10-01-2023 17:01:52.947124,"(2.2, 2.46, 2.45)","(3.2, 3.8, 3.772222222222222)","(5.5, 8.6, 8.257142857142856)","(5.0, 6.4, 6.217391304347826)","(51.0, 160.0, 128.0)","(16.0, 32.0, 27.15625)"
10-01-2023 17:01:54.278365,"(2.2, 2.46, 2.451111111111111)","(3.2, 3.7, 3.677777777777778)","(5.5, 8.6, 8.28)","(5.0, 6.4, 6.252173913043478)","(51.0, 160.0, 128.0)","(16.0, 32.0, 27.15625)"
10-01-2023 17:01:55.551621,"(2.2, 2.46, 2.454285714285714)","(3.2, 3.7, 3.6954545454545453)","(5.5, 8.6, 8.06)","(5.0, 6.4, 6.122222222222223)","(51.0, 160.0, 128.0)","(16.0, 32.0, 27.15625)"
10-01-2023 17:01:56.720799,"(2.2, 2.46, 2.4571428571428573)","(3.2, 3.75, 3.7705882352941176)","(5.5, 8.6, 8.046153846153846)","(5.0, 6.4, 6.122222222222223)","(51.0, 160.0, 128.0)","(16.0, 32.0, 27.15625)"
10-01-2023 17:01:57.853418,"(2.2, 2.46, 2.4525)","(3.2, 3.8, 3.7705882352941176)","(5.5, 8.6, 8.046153846153846)","(5.0, 6.4, 6.136842105263158)","(51.0, 160.0, 128.0)","(16.0, 32.0, 27.15625)"
10-01-2023 17:01:59.040385,"(2.2, 2.46, 2.441176470588235)","(3.2, 3.85, 3.783333333333333)","(5.5, 8.6, 8.046153846153846)","(5.0, 6.4, 6.136842105263158)","(51.0, 160.0, 143.33333333333334)","(16.0, 32.0, 27.15625)"
10-01-2023 17:02:00.124686,"(2.2, 2.46, 2.4428571428571426)","(3.2, 3.85, 3.7884615384615383)","(5.5, 8.6, 8.49090909090909)","(5.0, 6.4, 6.15)","(51.0, 160.0, 143.33333333333334)","(16.0, 32.0, 27.15625)"
10-01-2023 17:02:01.246918,"(2.2, 2.46, 2.4428571428571426)","(3.2, 3.85, 3.7884615384615383)","(5.5, 8.6, 8.49090909090909)","(5.0, 6.2, 5.955555555555556)","(51.0, 160.0, 128.0)","(16.0, 32.0, 27.15625)"
10-01-2023 17:02:02.298564,"(2.2, 2.46, 2.4507692307692306)","(3.2, 3.85, 3.7884615384615383)","(5.5, 8.6, 8.485714285714286)","(5.0, 6.0, 6.00909090909091)","(51.0, 160.0, 128.0)","(16.0, 32.0, 27.15625)"
10-01-2023 17:02:03.374876,"(2.2, 2.48, 2.4623529411764706)","(3.2, 3.8, 3.7874999999999996)","(5.5, 8.6, 8.533333333333333)","(5.0, 6.2, 6.0)","(51.0, 160.0, 128.0)","(16.0, 32.0, 27.81081081081081)"
10-01-2023 17:02:04.522945,"(2.2, 2.48, 2.4425)","(3.2, 3.75, 3.6678571428571427)","(5.5, 8.6, 8.377777777777776)","(5.0, 6.2, 6.778885630498533)","(51.0, 160.0, 128.0)","(16.0, 32.0, 28.46153846153846)"
10-01-2023 17:02:05.558566,"(2.2, 2.46, 2.44)","(3.2, 3.7, 3.6678571428571427)","(5.5, 8.6, 8.377777777777776)","(5.0, 6.8, 6.581818181818182)","(51.0, 160.0, 128.0)","(16.0, 30.0, 27.333333333333332)"
10-01-2023 17:02:06.574933,"(2.2, 2.44, 2.428)","(3.2, 3.7, 3.6767123287671235)","(5.5, 8.6, 8.355555555555554)","(5.0, 6.8, 6.625)","(51.0, 160.0, 128.0)","(16.0, 28.0, 26.333333333333332)"
10-01-2023 17:02:07.663638,"(2.2, 2.44, 2.434705882352941)","(3.2, 3.7, 3.6767123287671235)","(5.5, 8.6, 8.355555555555554)","(5.0, 6.8, 6.625)","(61.0, 160.0, 128.0)","(18.0, 27.0, 25.533333333333335)"
10-01-2023 17:02:08.780243,"(2.1, 2.44, 2.434705882352941)","(3.2, 3.7, 3.6767123287671235)","(5.5, 8.6, 8.52)","(5.0, 6.8, 6.625)","(61.0, 160.0, 128.0)","(18.0, 26.0, 25.294117647058822)"
10-01-2023 17:02:09.905407,"(2.1, 2.44, 2.435)","(3.2, 3.7, 3.6767123287671235)","(5.5, 8.6, 8.52)","(5.0, 6.8, 6.625)","(61.0, 160.0, 128.0)","(18.0, 26.0, 24.814814814814813)"
10-01-2023 17:02:11.125413,"(2.1, 2.44, 2.4266666666666667)","(3.2, 3.7, 3.6767123287671235)","(5.5, 8.6, 8.3)","(5.0, 6.8, 6.633333333333333)","(61.0, 160.0, 136.0)","(18.0, 26.0, 24.814814814814813)"
10-01-2023 17:02:12.285120,"(2.1, 2.44, 2.4266666666666667)","(3.2, 3.7, 3.6767123287671235)","(5.5, 8.6, 8.3)","(5.0, 6.8, 6.633333333333333)","(61.0, 160.0, 136.0)","(18.0, 26.0, 24.814814814814813)"
10-01-2023 17:02:13.377823,"(2.1, 2.44, 2.435)","(3.2, 3.7, 3.682352941176471)","(5.5, 8.6, 8.12)","(5.0, 6.8, 6.633333333333333)","(61.0, 160.0, 136.0)","(18.0, 26.0, 24.594594594594593)"
10-01-2023 17:02:14.481217,"(2.1, 2.44, 2.433333333333333)","(3.2, 3.65, 3.6222222222222222)","(5.5, 8.6, 8.415384615384616)","(5.0, 6.8, 6.778947368421052)","(61.0, 160.0, 136.0)","(18.0, 26.0, 24.424242424242426)"
10-01-2023 17:02:15.845620,"(2.1, 2.44, 2.435)","(3.2, 3.65, 3.617741935483871)","(5.5, 8.6, 8.514285714285714)","(5.0, 7.0, 6.788888888888889)","(61.0, 160.0, 143.33333333333334)","(18.0, 26.0, 24.266666666666666)"
10-01-2023 17:02:16.996882,"(2.1, 2.44, 2.435)","(3.2, 3.65, 3.617741935483871)","(5.5, 8.6, 8.514285714285714)","(5.0, 6.8, 6.666666666666666)","(61.0, 160.0, 145.0)","(18.0, 26.0, 24.266666666666666)"
10-01-2023 17:02:18.148010,"(2.1, 2.44, 2.435)","(3.2, 3.65, 3.625)","(5.5, 8.6, 8.225)","(5.0, 6.8, 6.7830028328611895)","(61.0, 160.0, 137.5)","(18.0, 26.0, 24.727272727272727)"
10-01-2023 17:02:19.484412,"(2.1, 2.44, 2.4384615384615382)","(3.2, 3.65, 3.621875)","(5.5, 8.6, 8.4)","(5.0, 6.8, 6.782954545454546)","(61.0, 160.0, 136.0)","(18.0, 25.0, 30.666666666666668)"
10-01-2023 17:02:20.795043,"(2.1, 2.44, 2.4366666666666665)","(3.2, 3.65, 3.62906976744186)","(5.5, 8.8, 8.54)","(5.0, 6.8, 6.688235294117646)","(61.0, 160.0, 136.0)","(18.0, 34.0, 31.0)"
10-01-2023 17:02:21.992901,"(2.1, 2.44, 2.42)","(3.2, 3.65, 3.62906976744186)","(5.5, 8.6, 8.54)","(5.0, 6.8, 6.716666666666667)","(61.0, 160.0, 136.0)","(18.0, 32.0, 31.5)"
10-01-2023 17:02:23.106209,"(2.1, 2.44, 2.434285714285714)","(3.2, 3.65, 3.6256756756756756)","(5.5, 8.6, 8.54)","(5.0, 6.8, 6.697142857142857)","(61.0, 160.0, 136.0)","(18.0, 32.0, 31.0)"
10-01-2023 17:02:24.352356,"(2.1, 2.44, 2.434285714285714)","(3.2, 3.65, 3.6256756756756756)","(5.5, 8.6, 8.54)","(5.0, 6.8, 6.626086956521739)","(61.0, 160.0, 143.33333333333334)","(18.0, 32.0, 29.263157894736842)"
10-01-2023 17:02:25.572213,"(2.1, 2.44, 2.4266666666666667)","(3.2, 3.65, 3.6256756756756756)","(5.5, 8.6, 8.54)","(5.0, 6.8, 6.774444444444445)","(61.0, 160.0, 143.33333333333334)","(18.0, 34.0, 29.263157894736842)"
10-01-2023 17:02:26.988423,"(2.1, 2.44, 2.4371428571428573)","(3.2, 3.65, 3.623529411764706)","(5.5, 8.6, 8.54)","(5.0, 6.8, 6.774444444444445)","(61.0, 160.0, 136.0)","(18.0, 34.0, 29.263157894736842)"
10-01-2023 17:02:28.260917,"(2.1, 2.46, 2.433333333333333)","(3.2, 3.65, 3.6256756756756756)","(5.5, 8.6, 8.54)","(5.0, 6.8, 6.771349862258953)","(61.0, 160.0, 136.0)","(18.0, 34.0, 29.263157894736842)"
10-01-2023 17:02:29.718039,"(2.1, 2.46, 2.4371428571428573)","(3.2, 3.65, 3.6256756756756756)","(5.5, 8.6, 8.54)","(5.0, 6.8, 6.771349862258953)","(61.0, 160.0, 136.0)","(18.0, 34.0, 29.263157894736842)"
10-01-2023 17:02:30.983401,"(2.1, 2.42, 2.4109090909090907)","(3.2, 3.65, 3.6256756756756756)","(5.5, 8.6, 8.533333333333333)","(5.0, 6.8, 6.771349862258953)","(61.0, 160.0, 136.0)","(18.0, 34.0, 29.263157894736842)"
10-01-2023 17:02:32.076096,"(2.1, 2.46, 2.444)","(3.2, 3.65, 3.6256756756756756)","(5.5, 8.6, 8.533333333333333)","(5.0, 6.8, 6.552380952380952)","(61.0, 160.0, 136.0)","(18.0, 34.0, 29.263157894736842)"
10-01-2023 17:02:33.167558,"(2.1, 2.48, 2.4584615384615383)","(3.2, 3.65, 3.6128571428571425)","(5.5, 8.6, 8.342857142857143)","(5.0, 6.8, 6.52)","(61.0, 160.0, 143.33333333333334)","(18.0, 34.0, 30.08695652173913)"
10-01-2023 17:02:34.358201,"(2.1, 2.48, 2.46625)","(3.2, 3.6, 3.582051282051282)","(5.5, 8.6, 8.549999999999999)","(5.0, 6.6, 6.307692307692308)","(61.0, 160.0, 141.8181818181818)","(18.0, 34.0, 30.08695652173913)"
10-01-2023 17:02:35.700811,"(2.1, 2.5, 2.49125)","(3.2, 3.55, 3.5795454545454546)","(5.5, 8.6, 8.549999999999999)","(5.0, 6.4, 6.298591549295775)","(61.0, 160.0, 136.0)","(18.0, 34.0, 30.764705882352942)"
10-01-2023 17:02:36.944619,"(2.1, 2.5, 2.4892307692307694)","(3.2, 3.6, 3.5795454545454546)","(5.5, 8.6, 8.549999999999999)","(5.0, 6.4, 6.305263157894737)","(61.0, 160.0, 136.0)","(18.0, 34.0, 31.105263157894736)"
10-01-2023 17:02:38.148300,"(2.1, 2.48, 2.474285714285714)","(3.2, 3.6, 3.5875)","(5.5, 8.6, 8.549999999999999)","(5.0, 6.4, 6.305263157894737)","(61.0, 160.0, 136.0)","(18.0, 34.0, 31.105263157894736)"
10-01-2023 17:02:39.412569,"(2.1, 2.44, 2.435)","(3.2, 3.65, 3.625)","(5.5, 8.6, 8.549999999999999)","(5.0, 6.4, 6.243478260869566)","(61.0, 160.0, 136.0)","(18.0, 34.0, 31.066666666666666)"
10-01-2023 17:02:40.861268,"(2.1, 2.44, 2.4518181818181817)","(3.2, 3.65, 3.63)","(5.5, 8.6, 8.549999999999999)","(5.0, 6.4, 6.28)","(61.0, 160.0, 136.0)","(18.0, 34.0, 31.066666666666666)"
10-01-2023 17:02:42.126342,"(2.1, 2.46, 2.4518181818181817)","(3.2, 3.65, 3.6399999999999997)","(5.5, 8.6, 8.549999999999999)","(5.0, 6.4, 6.283870967741936)","(61.0, 160.0, 143.33333333333334)","(18.0, 34.0, 31.066666666666666)"
10-01-2023 17:02:43.308236,"(2.1, 2.46, 2.450357142857143)","(3.2, 3.65, 3.588888888888889)","(5.5, 8.6, 8.549999999999999)","(5.0, 6.4, 6.386666666666667)","(61.0, 160.0, 143.33333333333334)","(18.0, 34.0, 31.066666666666666)"
10-01-2023 17:02:44.446996,"(2.1, 2.46, 2.456923076923077)","(3.2, 3.6, 3.591304347826087)","(5.5, 8.6, 8.549999999999999)","(5.0, 6.4, 6.353191489361702)","(61.0, 160.0, 144.6153846153846)","(18.0, 34.0, 32.0)"
10-01-2023 17:02:45.567194,"(2.1, 2.46, 2.457333333333333)","(3.2, 3.6, 3.591304347826087)","(5.5, 8.6, 8.549999999999999)","(5.0, 6.6, 6.344)","(61.0, 160.0, 167.27272727272725)","(18.0, 34.0, 32.0)"
10-01-2023 17:02:46.793766,"(2.1, 2.46, 2.4415384615384617)","(3.2, 3.6, 3.5764705882352943)","(5.5, 8.6, 8.375)","(5.0, 6.6, 6.344)","(61.0, 180.0, 167.27272727272725)","(18.0, 34.0, 32.0)"
10-01-2023 17:02:48.166179,"(2.1, 2.48, 2.4523076923076923)","(3.2, 3.6, 3.5764705882352943)","(5.5, 8.4, 8.366666666666667)","(5.0, 6.6, 6.344)","(61.0, 180.0, 140.0)","(19.0, 34.0, 32.0)"
10-01-2023 17:02:49.384921,"(2.1, 2.48, 2.4523076923076923)","(3.2, 3.6, 3.5764705882352943)","(5.5, 8.4, 8.366666666666667)","(5.0, 6.6, 6.338775510204082)","(61.0, 180.0, 140.0)","(19.0, 34.0, 32.0)"
10-01-2023 17:02:50.458792,"(2.1, 2.48, 2.4523076923076923)","(3.2, 3.6, 3.5764705882352943)","(5.5, 8.4, 8.366666666666667)","(5.0, 6.6, 6.327659574468085)","(61.0, 180.0, 140.0)","(19.0, 34.0, 31.925925925925927)"
10-01-2023 17:02:51.686210,"(2.1, 2.48, 2.4512)","(3.2, 3.6, 3.5764705882352943)","(5.5, 8.4, 8.366666666666667)","(5.0, 6.6, 6.326666666666666)","(61.0, 180.0, 140.0)","(19.0, 34.0, 31.925925925925927)"
10-01-2023 17:02:52.913341,"(2.1, 2.48, 2.4512)","(3.2, 3.6, 3.5764705882352943)","(5.5, 8.4, 8.555555555555555)","(5.0, 6.6, 6.326666666666666)","(61.0, 180.0, 140.0)","(19.0, 34.0, 32.26086956521739)"
10-01-2023 17:02:54.024129,"(2.1, 2.48, 2.456)","(3.2, 3.6, 3.5764705882352943)","(5.5, 8.6, 8.566666666666666)","(5.0, 6.6, 6.326666666666666)","(61.0, 180.0, 140.0)","(19.0, 34.0, 32.26086956521739)"
10-01-2023 17:02:55.200032,"(2.1, 2.48, 2.456)","(3.2, 3.6, 3.5764705882352943)","(5.5, 8.6, 8.566666666666666)","(5.0, 6.6, 6.326666666666666)","(61.0, 180.0, 140.0)","(19.0, 34.0, 31.925925925925927)"
10-01-2023 17:02:56.399055,"(2.1, 2.48, 2.456)","(3.2, 3.6, 3.57)","(5.5, 8.6, 8.48)","(5.0, 6.6, 6.148514851485149)","(61.0, 180.0, 140.0)","(19.0, 34.0, 31.925925925925927)"
10-01-2023 17:02:57.572092,"(2.1, 2.48, 2.4755555555555557)","(3.2, 3.6, 3.585714285714286)","(5.5, 8.8, 8.56)","(5.0, 6.2, 6.145098039215687)","(61.0, 180.0, 140.0)","(19.0, 34.0, 32.26086956521739)"
10-01-2023 17:02:58.582548,"(2.1, 2.5, 2.4872727272727273)","(3.2, 3.6, 3.5714285714285716)","(5.5, 8.6, 8.56)","(5.0, 6.2, 6.160526315789474)","(61.0, 180.0, 140.0)","(19.0, 34.0, 32.26086956521739)"
10-01-2023 17:02:59.711668,"(2.1, 2.5, 2.4825)","(3.2, 3.6, 3.5529411764705885)","(5.5, 9.0, 8.700000000000001)","(5.0, 6.2, 6.160526315789474)","(61.0, 180.0, 140.0)","(19.0, 34.0, 32.26086956521739)"
10-01-2023 17:03:00.916626,"(2.1, 2.5, 2.465)","(3.2, 3.6, 3.5529411764705885)","(5.5, 8.8, 8.700000000000001)","(5.0, 6.2, 6.160526315789474)","(61.0, 180.0, 140.0)","(19.0, 34.0, 32.26086956521739)"
10-01-2023 17:03:02.244666,"(2.1, 2.5, 2.465)","(3.2, 3.6, 3.564285714285714)","(5.5, 8.8, 8.540000000000001)","(5.0, 6.2, 6.160526315789474)","(61.0, 180.0, 140.0)","(19.0, 34.0, 32.36363636363637)"
10-01-2023 17:03:03.413095,"(2.1, 2.5, 2.495)","(3.2, 3.65, 3.6125)","(5.5, 8.6, 8.368421052631579)","(5.0, 6.2, 6.153086419753087)","(61.0, 180.0, 140.0)","(19.0, 34.0, 31.77777777777778)"
10-01-2023 17:03:04.548947,"(2.1, 2.52, 2.5111764705882353)","(3.2, 3.6, 3.5371428571428574)","(5.5, 8.4, 8.366666666666667)","(5.0, 6.4, 6.219354838709678)","(61.0, 180.0, 140.0)","(19.0, 34.0, 31.916666666666668)"
10-01-2023 17:03:05.793628,"(2.1, 2.52, 2.5094736842105263)","(3.2, 3.55, 3.5294117647058822)","(5.5, 8.4, 8.275862068965518)","(5.0, 6.4, 6.273684210526316)","(61.0, 180.0, 140.0)","(19.0, 34.0, 30.176470588235293)"
10-01-2023 17:03:06.923289,"(2.1, 2.52, 2.5094736842105263)","(3.2, 3.55, 3.5294117647058822)","(5.5, 8.4, 8.275862068965518)","(5.0, 6.4, 6.273684210526316)","(61.0, 180.0, 140.0)","(19.0, 34.0, 30.666666666666668)"
10-01-2023 17:03:08.028137,"(2.1, 2.52, 2.508888888888889)","(3.2, 3.55, 3.5294117647058822)","(5.5, 8.4, 8.275862068965518)","(5.0, 6.4, 6.2956521739130435)","(61.0, 180.0, 167.27272727272725)","(19.0, 34.0, 31.22222222222222)"
10-01-2023 17:03:09.163468,"(2.1, 2.52, 2.508888888888889)","(3.2, 3.55, 3.519230769230769)","(5.5, 8.4, 8.23529411764706)","(5.0, 6.4, 6.362962962962963)","(61.0, 180.0, 140.0)","(19.0, 34.0, 31.22222222222222)"
10-01-2023 17:03:10.345902,"(2.1, 2.52, 2.511304347826087)","(3.2, 3.55, 3.5078947368421054)","(5.5, 8.4, 8.23529411764706)","(5.0, 6.4, 6.3375)","(61.0, 180.0, 140.0)","(19.0, 34.0, 30.666666666666668)"
