,Gethsemane,Shes Miss Orson,Maddie Odd Sock,Boom Boom Ciao,Aston Cristiano,Aussie Annie,Targan Bale,Persuasion
15-12-2022 14:54:36.775242,"(51.0, 210.0, 175.0)","(16.0, 28.0, 24.923076923076923)","(26.0, 48.0, 43.78947368421053)","(21.0, 48.0, 44.0)","(4.6, 6.2, 6.0)","(41.0, 110.0, 107.3076923076923)","(2.0, 2.42, 2.386153846153846)","(2.8, 3.25, 3.240625)"
15-12-2022 14:54:37.776996,"(51.0, 210.0, 182.0)","(16.0, 28.0, 24.923076923076923)","(26.0, 48.0, 43.78947368421053)","(21.0, 48.0, 44.0)","(4.6, 6.2, 5.909090909090909)","(41.0, 110.0, 107.3076923076923)","(2.0, 2.42, 2.393333333333333)","(2.8, 3.25, 3.240625)"
15-12-2022 14:54:38.767914,"(51.0, 210.0, 180.83333333333331)","(16.0, 28.0, 24.923076923076923)","(26.0, 48.0, 43.78947368421053)","(21.0, 48.0, 44.0)","(4.6, 6.2, 5.909090909090909)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.42, 2.36)","(2.7, 3.25, 3.240625)"
15-12-2022 14:54:39.735852,"(51.0, 210.0, 189.0)","(16.0, 28.0, 24.923076923076923)","(26.0, 48.0, 43.78947368421053)","(21.0, 48.0, 44.0)","(4.6, 6.2, 6.0)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.42, 2.388)","(2.7, 3.25, 3.183333333333333)"
15-12-2022 14:54:40.821352,"(51.0, 210.0, 189.0)","(16.0, 28.0, 24.923076923076923)","(26.0, 48.0, 43.78947368421053)","(21.0, 48.0, 44.0)","(4.6, 6.2, 6.073684210526316)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.42, 2.384)","(2.7, 3.25, 3.164285714285714)"
15-12-2022 14:54:41.845317,"(51.0, 210.0, 189.0)","(16.0, 28.0, 24.923076923076923)","(26.0, 48.0, 43.78947368421053)","(21.0, 48.0, 44.0)","(4.6, 6.2, 5.933333333333334)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.42, 2.373333333333333)","(2.7, 3.25, 3.183333333333333)"
15-12-2022 14:54:42.895066,"(51.0, 210.0, 186.66666666666666)","(16.0, 28.0, 24.923076923076923)","(26.0, 48.0, 43.78947368421053)","(21.0, 48.0, 44.0)","(4.6, 6.2, 6.325)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.4, 2.363076923076923)","(2.7, 3.25, 3.183333333333333)"
15-12-2022 14:54:43.917973,"(51.0, 210.0, 186.66666666666666)","(16.0, 28.0, 24.923076923076923)","(26.0, 48.0, 43.78947368421053)","(21.0, 48.0, 44.0)","(4.6, 6.4, 6.325)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.4, 2.363076923076923)","(2.7, 3.25, 3.183333333333333)"
15-12-2022 14:54:44.947121,"(51.0, 210.0, 177.27272727272728)","(16.0, 28.0, 25.09090909090909)","(26.0, 48.0, 43.78947368421053)","(21.0, 48.0, 44.0)","(4.6, 6.4, 6.177777777777778)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.4, 2.363076923076923)","(2.7, 3.25, 3.1928571428571426)"
15-12-2022 14:54:46.035192,"(51.0, 210.0, 182.30769230769232)","(16.0, 28.0, 25.09090909090909)","(26.0, 48.0, 43.78947368421053)","(21.0, 48.0, 44.0)","(4.6, 6.4, 6.177777777777778)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.4, 2.363076923076923)","(2.7, 3.25, 3.2136363636363634)"
15-12-2022 14:54:47.025142,"(51.0, 210.0, 190.0)","(16.0, 28.0, 25.09090909090909)","(26.0, 48.0, 43.78947368421053)","(21.0, 48.0, 44.0)","(4.6, 6.4, 6.105882352941177)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.4, 2.363076923076923)","(2.7, 3.2, 3.16)"
15-12-2022 14:54:48.036733,"(51.0, 210.0, 198.0)","(16.0, 28.0, 25.09090909090909)","(26.0, 48.0, 43.78947368421053)","(21.0, 48.0, 44.0)","(4.6, 6.4, 6.182608695652174)","(41.0, 110.0, 104.0)","(2.0, 2.44, 2.4299999999999997)","(2.7, 3.2, 3.138235294117647)"
15-12-2022 14:54:48.987981,"(51.0, 210.0, 187.89473684210526)","(16.0, 28.0, 25.09090909090909)","(26.0, 48.0, 43.78947368421053)","(21.0, 48.0, 44.0)","(4.6, 6.4, 6.182608695652174)","(41.0, 110.0, 105.71428571428572)","(2.0, 2.44, 2.4285714285714284)","(2.7, 3.15, 3.138235294117647)"
15-12-2022 14:54:49.961738,"(51.0, 210.0, 187.89473684210526)","(16.0, 28.0, 25.09090909090909)","(26.0, 55.0, 48.333333333333336)","(21.0, 48.0, 44.0)","(4.6, 6.2, 6.183333333333334)","(41.0, 110.0, 105.71428571428572)","(2.0, 2.46, 2.432)","(2.7, 3.15, 3.118181818181818)"
15-12-2022 14:54:50.904801,"(51.0, 210.0, 187.89473684210526)","(16.0, 28.0, 25.09090909090909)","(26.0, 55.0, 48.4)","(21.0, 48.0, 44.0)","(4.6, 6.2, 6.1863636363636365)","(41.0, 110.0, 105.71428571428572)","(2.0, 2.44, 2.4274999999999998)","(2.7, 3.15, 3.0964285714285715)"
15-12-2022 14:54:51.954021,"(51.0, 210.0, 187.89473684210526)","(16.0, 28.0, 25.09090909090909)","(26.0, 55.0, 49.54545454545455)","(21.0, 48.0, 44.0)","(4.6, 6.4, 6.2823529411764705)","(41.0, 110.0, 105.71428571428572)","(2.0, 2.44, 2.45)","(2.7, 3.15, 3.09)"
15-12-2022 14:54:52.942329,"(51.0, 210.0, 187.89473684210526)","(16.0, 28.0, 25.09090909090909)","(26.0, 55.0, 49.54545454545455)","(21.0, 48.0, 44.0)","(4.6, 6.4, 6.333333333333334)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.46, 2.447)","(2.7, 3.15, 3.0785714285714283)"
15-12-2022 14:54:53.984718,"(51.0, 210.0, 187.89473684210526)","(16.0, 28.0, 25.09090909090909)","(26.0, 55.0, 49.54545454545455)","(21.0, 48.0, 44.0)","(4.6, 6.4, 6.333333333333334)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.48, 2.4433333333333334)","(2.7, 3.15, 3.0785714285714283)"
15-12-2022 14:54:54.996374,"(51.0, 210.0, 187.89473684210526)","(16.0, 28.0, 25.09090909090909)","(26.0, 55.0, 49.54545454545455)","(21.0, 48.0, 44.0)","(4.6, 6.4, 6.333333333333334)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.48, 2.4433333333333334)","(2.7, 3.15, 3.0634615384615382)"
15-12-2022 14:54:55.971352,"(51.0, 210.0, 182.72727272727272)","(16.0, 28.0, 25.09090909090909)","(26.0, 55.0, 49.54545454545455)","(21.0, 48.0, 44.0)","(4.6, 6.4, 6.288888888888889)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.48, 2.4433333333333334)","(2.7, 3.15, 3.0634615384615382)"
15-12-2022 14:54:56.930190,"(51.0, 210.0, 182.72727272727272)","(16.0, 28.0, 25.09090909090909)","(26.0, 55.0, 49.54545454545455)","(21.0, 48.0, 44.0)","(4.6, 6.4, 6.288888888888889)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.48, 2.4433333333333334)","(2.7, 3.15, 3.0634615384615382)"
15-12-2022 14:54:57.874522,"(51.0, 210.0, 182.72727272727272)","(16.0, 28.0, 25.09090909090909)","(26.0, 55.0, 49.54545454545455)","(21.0, 48.0, 44.0)","(4.6, 6.4, 6.288888888888889)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.48, 2.439090909090909)","(2.7, 3.15, 3.0785714285714283)"
15-12-2022 14:54:58.857377,"(51.0, 210.0, 187.89473684210526)","(16.0, 28.0, 25.09090909090909)","(26.0, 55.0, 49.54545454545455)","(21.0, 48.0, 44.57142857142857)","(4.6, 6.4, 6.375)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.48, 2.424)","(2.7, 3.15, 3.002222222222222)"
15-12-2022 14:54:59.946623,"(51.0, 210.0, 187.89473684210526)","(16.0, 28.0, 24.8)","(26.0, 55.0, 47.85)","(21.0, 48.0, 44.57142857142857)","(4.6, 6.6, 6.533333333333333)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.44, 2.428)","(2.7, 3.1, 3.048235294117647)"
15-12-2022 14:55:01.036246,"(51.0, 210.0, 180.0)","(16.0, 28.0, 24.8)","(26.0, 55.0, 48.88235294117647)","(21.0, 48.0, 44.57142857142857)","(4.6, 6.6, 6.538461538461538)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.44, 2.424)","(2.7, 3.1, 2.99)"
15-12-2022 14:55:02.157727,"(51.0, 210.0, 180.0)","(16.0, 28.0, 24.8)","(26.0, 55.0, 48.88235294117647)","(21.0, 48.0, 44.57142857142857)","(4.6, 6.6, 6.538461538461538)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.44, 2.4285714285714284)","(2.7, 3.1, 3.002222222222222)"
15-12-2022 14:55:03.252113,"(51.0, 210.0, 180.0)","(16.0, 28.0, 24.8)","(26.0, 55.0, 48.88235294117647)","(21.0, 48.0, 44.57142857142857)","(4.6, 6.6, 6.525925925925925)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.44, 2.4385492227979273)","(2.7, 3.1, 3.0371428571428574)"
15-12-2022 14:55:04.280134,"(51.0, 210.0, 186.0)","(16.0, 28.0, 24.8)","(26.0, 55.0, 50.27272727272727)","(21.0, 48.0, 44.57142857142857)","(4.6, 6.6, 6.525925925925925)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.44, 2.4385492227979273)","(2.7, 3.1, 3.0472)"
15-12-2022 14:55:05.323669,"(51.0, 210.0, 172.10526315789474)","(16.0, 28.0, 24.761904761904763)","(26.0, 55.0, 50.27272727272727)","(21.0, 48.0, 44.57142857142857)","(4.6, 6.6, 6.4559999999999995)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.44, 2.4323076923076923)","(2.7, 3.1, 3.026923076923077)"
15-12-2022 14:55:06.321485,"(51.0, 210.0, 172.10526315789474)","(16.0, 28.0, 25.043478260869566)","(26.0, 55.0, 50.27272727272727)","(21.0, 48.0, 44.57142857142857)","(4.6, 6.6, 6.4559999999999995)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.5, 2.4323076923076923)","(2.7, 3.1, 3.026923076923077)"
15-12-2022 14:55:07.287726,"(51.0, 210.0, 172.10526315789474)","(16.0, 28.0, 25.043478260869566)","(26.0, 55.0, 49.28)","(21.0, 48.0, 44.57142857142857)","(4.6, 6.6, 6.466666666666667)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.46, 2.4371428571428573)","(2.7, 3.1, 3.026923076923077)"
15-12-2022 14:55:08.218607,"(51.0, 210.0, 172.10526315789474)","(16.0, 28.0, 25.043478260869566)","(26.0, 55.0, 50.27272727272727)","(21.0, 48.0, 44.57142857142857)","(4.6, 6.6, 6.4399999999999995)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.48, 2.4786324786324787)","(2.7, 3.1, 3.0095238095238095)"
15-12-2022 14:55:09.199908,"(51.0, 210.0, 180.0)","(16.0, 28.0, 25.043478260869566)","(26.0, 55.0, 50.27272727272727)","(21.0, 48.0, 44.57142857142857)","(4.6, 6.6, 6.4399999999999995)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.46, 2.458823529411765)","(2.7, 3.1, 3.0083333333333333)"
15-12-2022 14:55:10.241016,"(51.0, 210.0, 190.9090909090909)","(16.0, 28.0, 25.043478260869566)","(26.0, 55.0, 50.27272727272727)","(21.0, 48.0, 44.57142857142857)","(4.6, 6.6, 6.4399999999999995)","(41.0, 110.0, 106.11111111111111)","(2.0, 2.46, 2.4588172043010754)","(2.7, 3.1, 2.988780487804878)"
15-12-2022 14:55:11.320541,"(51.0, 210.0, 200.0)","(16.0, 28.0, 25.043478260869566)","(26.0, 55.0, 50.27272727272727)","(21.0, 48.0, 45.473684210526315)","(4.6, 6.6, 6.58)","(41.0, 110.0, 100.0)","(2.0, 2.46, 2.458324607329843)","(2.7, 3.1, 2.999746835443038)"
15-12-2022 14:55:12.378613,"(51.0, 210.0, 202.17391304347825)","(16.0, 28.0, 25.571428571428573)","(26.0, 55.0, 50.233333333333334)","(21.0, 48.0, 45.473684210526315)","(4.6, 6.8, 6.546938775510204)","(41.0, 110.0, 107.08333333333333)","(2.0, 2.46, 2.458617021276596)","(2.7, 3.1, 2.999746835443038)"
15-12-2022 14:55:13.525327,"(51.0, 210.0, 202.17391304347825)","(16.0, 28.0, 25.571428571428573)","(26.0, 55.0, 50.233333333333334)","(21.0, 48.0, 43.2)","(4.6, 6.8, 6.605714285714286)","(41.0, 110.0, 107.08333333333333)","(2.0, 2.46, 2.458918918918919)","(2.7, 3.1, 3.005714285714286)"
15-12-2022 14:55:14.615654,"(51.0, 210.0, 202.17391304347825)","(16.0, 28.0, 25.571428571428573)","(26.0, 55.0, 50.233333333333334)","(21.0, 48.0, 42.666666666666664)","(4.6, 6.8, 6.618181818181818)","(41.0, 110.0, 107.08333333333333)","(2.0, 2.46, 2.458617021276596)","(2.7, 3.1, 2.9992592592592593)"
15-12-2022 14:55:15.706506,"(51.0, 210.0, 202.5)","(16.0, 28.0, 25.571428571428573)","(26.0, 55.0, 49.71875)","(21.0, 48.0, 42.666666666666664)","(4.6, 6.8, 6.618181818181818)","(41.0, 110.0, 107.08333333333333)","(2.0, 2.46, 2.4414285714285713)","(2.7, 3.1, 3.0154545454545456)"
15-12-2022 14:55:16.827399,"(51.0, 210.0, 202.17391304347825)","(16.0, 28.0, 25.62962962962963)","(26.0, 55.0, 50.233333333333334)","(21.0, 48.0, 42.666666666666664)","(4.6, 6.8, 6.721739130434782)","(41.0, 110.0, 107.66666666666667)","(2.0, 2.46, 2.2600412087912085)","(2.7, 3.1, 3.1516129032258067)"
15-12-2022 14:55:17.851893,"(51.0, 210.0, 202.17391304347825)","(16.0, 28.0, 26.074074074074073)","(26.0, 55.0, 50.233333333333334)","(21.0, 48.0, 42.666666666666664)","(4.6, 6.8, 6.728)","(41.0, 110.0, 107.66666666666667)","(2.0, 2.28, 2.2411894882434304)","(2.7, 3.2, 3.131521739130435)"
15-12-2022 14:55:18.906791,"(51.0, 210.0, 202.17391304347825)","(16.0, 28.0, 26.153846153846153)","(26.0, 55.0, 51.88)","(21.0, 48.0, 42.666666666666664)","(4.6, 6.8, 6.728)","(41.0, 110.0, 107.66666666666667)","(2.0, 2.28, 2.241730382293763)","(2.7, 3.2, 3.1611111111111114)"
15-12-2022 14:55:19.946152,"(51.0, 210.0, 200.0)","(16.0, 28.0, 26.5)","(26.0, 55.0, 51.7)","(21.0, 48.0, 42.666666666666664)","(4.6, 6.8, 6.728)","(41.0, 110.0, 107.66666666666667)","(2.0, 2.28, 2.2600851063829785)","(2.7, 3.2, 3.1611111111111114)"
15-12-2022 14:55:20.944416,"(51.0, 210.0, 190.9090909090909)","(16.0, 28.0, 26.551724137931036)","(26.0, 55.0, 51.333333333333336)","(21.0, 48.0, 42.666666666666664)","(4.6, 6.8, 6.781818181818181)","(41.0, 110.0, 107.66666666666667)","(2.0, 2.28, 2.242857142857143)","(2.7, 3.2, 3.19)"
15-12-2022 14:55:21.904111,"(51.0, 210.0, 190.9090909090909)","(16.0, 28.0, 26.63157894736842)","(26.0, 55.0, 53.8421052631579)","(21.0, 48.0, 42.75)","(4.6, 6.8, 6.781818181818181)","(41.0, 110.0, 107.66666666666667)","(2.0, 2.3, 2.2641666666666667)","(2.7, 3.25, 3.1735294117647057)"
15-12-2022 14:55:22.879003,"(51.0, 210.0, 190.9090909090909)","(16.0, 28.0, 26.916666666666668)","(26.0, 55.0, 52.5)","(21.0, 48.0, 42.75)","(4.6, 6.8, 6.781818181818181)","(41.0, 110.0, 107.66666666666667)","(2.0, 2.3, 2.2494117647058824)","(2.7, 3.25, 3.1735294117647057)"
15-12-2022 14:55:23.890795,"(51.0, 210.0, 190.9090909090909)","(16.0, 28.0, 26.916666666666668)","(26.0, 55.0, 53.8421052631579)","(21.0, 48.0, 42.75)","(4.6, 6.8, 6.781818181818181)","(41.0, 110.0, 107.66666666666667)","(2.0, 2.3, 2.256551724137931)","(2.7, 3.25, 3.1735294117647057)"
15-12-2022 14:55:24.934156,"(51.0, 210.0, 190.9090909090909)","(15.0, 28.0, 27.142857142857142)","(26.0, 55.0, 53.8421052631579)","(21.0, 48.0, 42.75)","(4.8, 7.0, 6.913043478260869)","(41.0, 110.0, 107.66666666666667)","(2.05, 2.28, 2.245)","(2.7, 3.25, 3.1735294117647057)"
15-12-2022 14:55:26.028010,"(51.0, 210.0, 190.9090909090909)","(15.0, 28.0, 27.2)","(26.0, 55.0, 52.5)","(21.0, 48.0, 42.75)","(4.8, 7.0, 6.925925925925926)","(41.0, 110.0, 105.0)","(2.05, 2.28, 2.244137931034483)","(2.7, 3.25, 3.3023809523809526)"
15-12-2022 14:55:27.086610,"(51.0, 210.0, 192.0)","(15.0, 28.0, 26.736842105263158)","(26.0, 60.0, 52.22222222222222)","(21.0, 48.0, 44.57142857142857)","(4.8, 7.0, 6.888888888888888)","(41.0, 110.0, 103.84615384615384)","(2.05, 2.16, 2.1402158273381295)","(2.7, 3.35, 3.3023809523809526)"
15-12-2022 14:55:28.157524,"(51.0, 200.0, 196.66666666666669)","(15.0, 28.0, 26.22222222222222)","(26.0, 55.0, 51.142857142857146)","(21.0, 48.0, 44.57142857142857)","(4.8, 7.0, 6.991666666666666)","(41.0, 110.0, 100.45454545454545)","(2.05, 2.16, 2.140137931034483)","(2.7, 3.35, 3.4)"
15-12-2022 14:55:29.248306,"(51.0, 200.0, 196.66666666666669)","(15.0, 28.0, 27.25925925925926)","(26.0, 55.0, 49.42857142857143)","(21.0, 48.0, 44.57142857142857)","(4.8, 7.0, 7.045454545454546)","(41.0, 110.0, 99.0909090909091)","(2.05, 2.16, 2.140141176470588)","(2.7, 3.45, 3.4108695652173915)"
15-12-2022 14:55:30.303173,"(51.0, 200.0, 196.66666666666669)","(15.0, 28.0, 27.25925925925926)","(26.0, 50.0, 49.42857142857143)","(21.0, 48.0, 44.57142857142857)","(4.8, 7.2, 7.127272727272727)","(41.0, 110.0, 99.0909090909091)","(2.05, 2.16, 2.140141176470588)","(2.7, 3.45, 3.4108695652173915)"
15-12-2022 14:55:31.338899,"(51.0, 200.0, 196.66666666666669)","(15.0, 28.0, 25.2)","(26.0, 50.0, 48.285714285714285)","(21.0, 48.0, 44.57142857142857)","(4.8, 7.2, 7.090909090909091)","(41.0, 110.0, 98.57142857142857)","(2.05, 2.16, 2.1400860215053763)","(2.7, 3.45, 3.4117647058823533)"
15-12-2022 14:55:32.400573,"(51.0, 200.0, 196.66666666666669)","(15.0, 28.0, 26.048780487804876)","(26.0, 50.0, 48.61538461538461)","(21.0, 48.0, 44.57142857142857)","(4.8, 7.2, 7.270588235294118)","(41.0, 110.0, 98.57142857142857)","(2.05, 2.16, 2.1280487804878048)","(2.7, 3.45, 3.4117647058823533)"
15-12-2022 14:55:33.466874,"(51.0, 200.0, 196.66666666666669)","(15.0, 28.0, 26.046511627906977)","(26.0, 50.0, 48.08)","(21.0, 48.0, 44.57142857142857)","(4.8, 7.4, 7.341463414634147)","(41.0, 110.0, 98.57142857142857)","(2.0, 2.14, 2.1324528301886794)","(2.7, 3.45, 3.403846153846154)"
15-12-2022 14:55:34.487751,"(51.0, 200.0, 196.66666666666669)","(15.0, 28.0, 26.046511627906977)","(26.0, 50.0, 48.08)","(21.0, 48.0, 44.57142857142857)","(4.8, 7.4, 7.394444444444445)","(41.0, 110.0, 98.57142857142857)","(2.0, 2.14, 2.1265346534653466)","(2.7, 3.45, 3.4071428571428575)"
15-12-2022 14:55:35.534731,"(51.0, 200.0, 196.66666666666669)","(15.0, 28.0, 25.22222222222222)","(26.0, 50.0, 48.08)","(21.0, 48.0, 44.57142857142857)","(4.8, 7.4, 7.397222222222222)","(41.0, 110.0, 98.57142857142857)","(2.0, 2.14, 2.1251562500000003)","(2.7, 3.45, 3.4026315789473687)"
15-12-2022 14:55:36.568199,"(51.0, 200.0, 196.66666666666669)","(15.0, 27.0, 26.157894736842106)","(26.0, 50.0, 48.08)","(21.0, 48.0, 44.57142857142857)","(4.8, 7.4, 7.397222222222222)","(41.0, 110.0, 80.0)","(2.0, 2.14, 2.1234782608695655)","(2.7, 3.45, 3.4013513513513516)"
15-12-2022 14:55:37.608227,"(51.0, 200.0, 196.66666666666669)","(15.0, 27.0, 26.157894736842106)","(26.0, 50.0, 47.833333333333336)","(21.0, 48.0, 44.57142857142857)","(4.8, 7.4, 7.397222222222222)","(41.0, 110.0, 80.0)","(2.0, 2.14, 2.133246753246753)","(2.7, 3.45, 3.4013513513513516)"
15-12-2022 14:55:38.655931,"(51.0, 200.0, 196.66666666666669)","(15.0, 25.0, 24.181818181818183)","(26.0, 50.0, 48.0)","(21.0, 48.0, 44.57142857142857)","(4.8, 7.4, 7.542168674698795)","(41.0, 110.0, 80.0)","(2.0, 2.14, 2.135111111111111)","(2.7, 3.45, 3.4075757575757577)"
15-12-2022 14:55:39.663222,"(51.0, 200.0, 196.66666666666669)","(15.0, 25.0, 24.266666666666666)","(26.0, 50.0, 48.0)","(21.0, 48.0, 44.57142857142857)","(4.8, 7.6, 7.485714285714286)","(41.0, 110.0, 80.0)","(2.0, 2.14, 2.1314606741573034)","(2.7, 3.45, 3.4075757575757577)"
15-12-2022 14:55:40.644316,"(51.0, 200.0, 165.0)","(15.0, 25.0, 24.266666666666666)","(26.0, 50.0, 48.0)","(21.0, 48.0, 44.57142857142857)","(4.8, 7.6, 7.444444444444445)","(41.0, 110.0, 80.0)","(2.0, 2.14, 2.1314606741573034)","(2.7, 3.45, 3.3884615384615384)"
15-12-2022 14:55:41.628487,"(51.0, 200.0, 196.52173913043478)","(15.0, 25.0, 24.125)","(26.0, 50.0, 48.0)","(21.0, 48.0, 44.57142857142857)","(4.8, 7.6, 7.558536585365854)","(41.0, 110.0, 93.84615384615384)","(2.0, 2.14, 2.1281481481481483)","(2.7, 3.45, 3.4333333333333336)"
15-12-2022 14:55:42.655700,"(51.0, 210.0, 188.27586206896552)","(15.0, 25.0, 24.105263157894736)","(26.0, 50.0, 48.0)","(21.0, 48.0, 44.57142857142857)","(4.8, 7.6, 7.507692307692308)","(41.0, 110.0, 100.0)","(2.0, 2.14, 2.125867620751342)","(2.7, 3.45, 3.4403846153846156)"
15-12-2022 14:55:43.606733,"(51.0, 210.0, 188.27586206896552)","(15.0, 23.0, 22.708333333333332)","(26.0, 50.0, 48.0)","(21.0, 48.0, 44.57142857142857)","(4.8, 7.6, 7.507692307692308)","(41.0, 110.0, 100.0)","(2.0, 2.16, 2.125867620751342)","(2.7, 3.45, 3.4403846153846156)"
15-12-2022 14:55:44.628795,"(51.0, 210.0, 188.27586206896552)","(15.0, 23.0, 22.708333333333332)","(26.0, 50.0, 48.0)","(21.0, 48.0, 44.57142857142857)","(4.8, 7.6, 7.507692307692308)","(41.0, 110.0, 100.0)","(2.0, 2.16, 2.125867620751342)","(2.7, 3.45, 3.4403846153846156)"
15-12-2022 14:55:45.626619,"(51.0, 200.0, 196.52173913043478)","(15.0, 23.0, 22.68)","(26.0, 50.0, 48.0)","(21.0, 48.0, 46.588235294117645)","(4.8, 7.6, 7.572413793103448)","(41.0, 110.0, 98.33333333333333)","(2.0, 2.14, 2.130935251798561)","(2.7, 3.5, 3.445945945945946)"
15-12-2022 14:55:46.681334,"(51.0, 200.0, 196.52173913043478)","(15.0, 23.0, 22.133333333333333)","(26.0, 50.0, 48.0)","(21.0, 48.0, 46.588235294117645)","(4.8, 7.6, 7.572413793103448)","(41.0, 110.0, 95.0)","(2.0, 2.14, 2.129559748427673)","(2.7, 3.5, 3.445945945945946)"
15-12-2022 14:55:47.726743,"(51.0, 190.0, 177.5)","(15.0, 23.0, 22.055555555555557)","(26.0, 50.0, 48.0)","(21.0, 48.0, 46.588235294117645)","(4.8, 7.6, 7.572413793103448)","(41.0, 100.0, 97.5)","(2.0, 2.14, 2.1263405088062624)","(2.7, 3.5, 3.4653846153846155)"
15-12-2022 14:55:48.801412,"(51.0, 190.0, 177.5)","(15.0, 23.0, 22.058823529411764)","(26.0, 46.0, 42.57142857142857)","(21.0, 48.0, 46.588235294117645)","(5.0, 7.6, 7.337142857142857)","(41.0, 100.0, 97.5)","(1.95, 2.16, 2.1417842323651453)","(2.7, 3.5, 3.4560975609756097)"
15-12-2022 14:55:49.810116,"(51.0, 190.0, 177.5)","(16.0, 23.0, 22.058823529411764)","(26.0, 44.0, 42.57142857142857)","(26.0, 48.0, 46.588235294117645)","(5.0, 7.4, 7.35483870967742)","(41.0, 100.0, 97.5)","(1.95, 2.16, 2.125684210526316)","(2.7, 3.5, 3.524)"
15-12-2022 14:55:50.818007,"(51.0, 190.0, 174.375)","(16.0, 23.0, 22.058823529411764)","(26.0, 42.0, 41.84615384615385)","(26.0, 48.0, 46.588235294117645)","(5.0, 7.4, 7.342105263157895)","(41.0, 100.0, 96.36363636363636)","(1.95, 2.14, 2.1251428571428574)","(2.7, 3.6, 3.55)"
15-12-2022 14:55:51.814377,"(51.0, 190.0, 172.3529411764706)","(16.0, 23.0, 22.058823529411764)","(26.0, 44.0, 42.30769230769231)","(26.0, 48.0, 46.588235294117645)","(5.0, 7.4, 7.342105263157895)","(41.0, 110.0, 96.36363636363636)","(1.95, 2.14, 2.1251428571428574)","(2.7, 3.6, 3.5594594594594593)"
15-12-2022 14:55:52.851605,"(51.0, 190.0, 172.3529411764706)","(16.0, 23.0, 22.066666666666666)","(26.0, 44.0, 43.75)","(26.0, 48.0, 46.588235294117645)","(5.0, 7.4, 7.351111111111112)","(41.0, 110.0, 96.36363636363636)","(1.95, 2.14, 2.125684210526316)","(2.7, 3.6, 3.5511627906976746)"
15-12-2022 14:55:53.861089,"(51.0, 190.0, 172.3529411764706)","(16.0, 23.0, 22.047619047619047)","(26.0, 42.0, 41.875)","(26.0, 48.0, 46.588235294117645)","(5.0, 7.4, 7.384615384615384)","(41.0, 110.0, 93.33333333333333)","(1.95, 2.14, 2.0765853658536586)","(2.7, 3.6, 3.625)"
15-12-2022 14:55:54.968177,"(51.0, 190.0, 162.72727272727272)","(16.0, 23.0, 22.25)","(26.0, 42.0, 41.45454545454545)","(26.0, 48.0, 45.77777777777778)","(5.0, 7.6, 7.45531914893617)","(41.0, 110.0, 96.15384615384616)","(1.95, 2.08, 2.075810810810811)","(2.7, 3.65, 3.626315789473684)"
15-12-2022 14:55:56.043366,"(51.0, 190.0, 160.0)","(16.0, 24.0, 23.333333333333332)","(26.0, 42.0, 41.45454545454545)","(26.0, 48.0, 45.6)","(5.0, 7.6, 7.526666666666666)","(41.0, 110.0, 88.57142857142857)","(1.95, 2.08, 2.083888888888889)","(2.7, 3.65, 3.6075757575757574)"
15-12-2022 14:55:57.156145,"(51.0, 190.0, 170.0)","(16.0, 25.0, 24.4)","(26.0, 42.0, 40.0)","(26.0, 48.0, 43.0)","(5.0, 7.6, 7.511111111111111)","(41.0, 110.0, 88.57142857142857)","(1.95, 2.1, 2.0814379084967323)","(2.7, 3.65, 3.6075757575757574)"
15-12-2022 14:55:58.203825,"(51.0, 190.0, 162.72727272727272)","(16.0, 26.0, 25.1)","(26.0, 42.0, 40.0)","(26.0, 44.0, 43.0)","(5.0, 7.6, 7.4625)","(41.0, 110.0, 88.57142857142857)","(1.95, 2.1, 2.0652873563218392)","(2.7, 3.65, 3.6914285714285717)"
