,Pentegra,San Marino,Francine,Pill Box,Zouhope,The Superintendent,California Blaze,Tsushima,Adament,Last Zerprise,Simply Sparklez,Arachnattack
06-01-2023 16:35:30.749425,"(3.3, 3.75, 3.7257512520868112)","(12.0, 15.5, 15.45054945054945)","(5.0, 5.5, 5.5628787878787875)","(81.0, 130.0, 123.07692307692308)","(31.0, 44.0, 43.04109589041096)","(13.0, 14.5, 14.338129496402878)","(31.0, 38.0, 37.111111111111114)","(101.0, 140.0, 139.2)","(2.8, 3.35, 3.330746089049338)","(51.0, 80.0, 78.52941176470588)","(18.0, 28.0, 28.647058823529413)","(101.0, 210.0, 205.0)"
06-01-2023 16:35:32.656548,"(3.3, 3.75, 3.7436507936507937)","(12.0, 15.5, 15.472477064220184)","(5.0, 5.6, 5.674691358024692)","(81.0, 130.0, 128.0952380952381)","(31.0, 44.0, 43.13157894736842)","(13.0, 14.5, 14.703389830508474)","(31.0, 38.0, 38.56603773584906)","(101.0, 140.0, 145.0)","(2.8, 3.25, 3.22969696969697)","(51.0, 85.0, 79.66666666666667)","(18.0, 29.0, 28.967741935483872)","(101.0, 210.0, 207.69230769230768)"
06-01-2023 16:35:34.235085,"(3.3, 3.75, 3.7436507936507937)","(12.0, 15.5, 15.472477064220184)","(5.0, 5.7, 5.6)","(81.0, 130.0, 127.64705882352942)","(31.0, 44.0, 43.16883116883117)","(13.0, 15.0, 14.61320754716981)","(31.0, 40.0, 37.51724137931034)","(101.0, 150.0, 147.14285714285714)","(2.8, 3.25, 3.1773026315789474)","(51.0, 85.0, 79.57142857142857)","(18.0, 29.0, 28.772727272727273)","(101.0, 210.0, 207.85714285714286)"
06-01-2023 16:35:35.687952,"(3.3, 3.95, 3.9186528497409325)","(12.0, 15.0, 14.955357142857142)","(5.0, 5.6, 5.559090909090909)","(81.0, 130.0, 127.64705882352942)","(31.0, 44.0, 43.16883116883117)","(13.0, 15.0, 14.61320754716981)","(31.0, 38.0, 37.51724137931034)","(101.0, 150.0, 147.14285714285714)","(2.8, 3.2, 3.1773026315789474)","(51.0, 85.0, 79.57142857142857)","(18.0, 29.0, 28.772727272727273)","(101.0, 210.0, 207.85714285714286)"
06-01-2023 16:35:37.135287,"(3.3, 3.95, 3.9274809160305346)","(12.0, 15.0, 14.923236514522822)","(5.0, 5.6, 5.548372093023255)","(81.0, 130.0, 106.0)","(31.0, 42.0, 41.23809523809524)","(13.0, 15.0, 14.652542372881356)","(31.0, 40.0, 38.75)","(101.0, 150.0, 146.25)","(2.8, 3.2, 3.183170731707317)","(51.0, 80.0, 79.44444444444444)","(19.0, 29.0, 28.97142857142857)","(101.0, 210.0, 207.85714285714286)"
06-01-2023 16:35:38.694497,"(3.3, 3.95, 3.9210900473933648)","(12.0, 15.0, 14.931330472103005)","(5.0, 5.5, 5.469035532994924)","(81.0, 110.0, 107.77777777777777)","(26.0, 42.0, 41.483870967741936)","(12.0, 15.0, 14.797752808988765)","(31.0, 42.0, 38.77777777777778)","(101.0, 150.0, 148.1818181818182)","(2.8, 3.2, 3.1968428781204112)","(51.0, 80.0, 79.58333333333333)","(19.0, 29.0, 28.7)","(101.0, 210.0, 208.125)"
06-01-2023 16:35:40.165283,"(3.3, 4.0, 3.9600694444444446)","(12.0, 15.5, 15.251037344398341)","(5.0, 5.6, 5.559171597633136)","(81.0, 110.0, 107.77777777777777)","(26.0, 42.0, 41.76923076923077)","(12.0, 15.0, 14.772727272727273)","(31.0, 40.0, 38.44444444444444)","(101.0, 150.0, 148.1818181818182)","(2.8, 3.2, 3.164388489208633)","(51.0, 80.0, 79.75)","(19.0, 29.0, 28.7)","(101.0, 210.0, 208.125)"
06-01-2023 16:35:41.649856,"(3.3, 4.0, 3.9519607843137257)","(12.0, 15.0, 14.906896551724138)","(5.0, 5.6, 5.52)","(81.0, 120.0, 113.33333333333333)","(26.0, 42.0, 41.8)","(12.0, 15.0, 15.07865168539326)","(31.0, 40.0, 38.44444444444444)","(101.0, 150.0, 148.1818181818182)","(2.8, 3.2, 3.159099437148218)","(51.0, 80.0, 79.75)","(19.0, 29.0, 28.77777777777778)","(101.0, 210.0, 208.0)"
06-01-2023 16:35:43.278746,"(3.3, 3.95, 4.075438596491228)","(12.0, 15.0, 15.364705882352942)","(5.0, 5.6, 5.3428571428571425)","(81.0, 120.0, 111.42857142857143)","(26.0, 42.0, 44.421052631578945)","(12.0, 15.5, 15.4375)","(31.0, 40.0, 37.529411764705884)","(101.0, 150.0, 153.33333333333334)","(2.8, 3.2, 3.1565159574468087)","(51.0, 80.0, 78.75)","(19.0, 29.0, 25.266666666666666)","(101.0, 210.0, 207.14285714285714)"
06-01-2023 16:35:44.933557,"(3.3, 4.3, 4.110526315789474)","(12.0, 16.0, 19.25)","(5.0, 5.6, 3.978571428571428)","(81.0, 120.0, 202.5)","(26.0, 46.0, 64.5)","(12.0, 15.5, 19.57142857142857)","(31.0, 40.0, 43.0)","(101.0, 170.0, 212.5)","(2.8, 3.2, 2.905)","(51.0, 90.0, 113.33333333333334)","(19.0, 29.0, 39.33333333333333)","(101.0, 210.0, 605.0)"
06-01-2023 16:35:46.328351,"(3.3, 5.9, 3.9763157894736842)","(12.0, 24.0, 17.333333333333332)","(5.0, 4.3, 3.8267441860465117)","(81.0, 340.0, 280.0)","(26.0, 95.0, 42.0)","(12.0, 22.0, 15.6)","(31.0, 60.0, 39.333333333333336)","(101.0, 340.0, 202.5)","(2.8, 3.0, 2.8447619047619046)","(51.0, 200.0, 120.0)","(19.0, 48.0, 31.333333333333336)","(101.0, 640.0, 572.0)"
06-01-2023 16:35:47.784045,"(3.3, 5.9, 5.0052631578947375)","(12.0, 22.0, 17.333333333333332)","(5.0, 3.9, 2.3348837209302324)","(81.0, 300.0, 280.0)","(26.0, 50.0, 35.2)","(12.0, 22.0, 14.3)","(31.0, 46.0, 39.333333333333336)","(101.0, 320.0, 202.5)","(2.8, 2.86, 4.935443037974683)","(51.0, 170.0, 106.66666666666666)","(19.0, 36.0, 30.0)","(101.0, 620.0, 537.7777777777778)"
06-01-2023 16:35:49.232651,"(3.3, 5.9, 5.1347826086956525)","(12.0, 22.0, 18.5)","(5.0, 3.5, 2.7727272727272725)","(81.0, 300.0, 252.30769230769232)","(26.0, 40.0, 36.4)","(12.0, 20.0, 9.805263157894737)","(31.0, 46.0, 34.0)","(101.0, 320.0, 166.66666666666669)","(2.8, 5.2, 4.666666666666667)","(51.0, 180.0, 103.33333333333334)","(19.0, 34.0, 28.5)","(101.0, 610.0, 273.33333333333337)"
06-01-2023 16:35:50.606216,"(3.3, 5.9, 4.158333333333333)","(12.0, 24.0, 17.2)","(5.0, 3.4, 2.5454545454545454)","(81.0, 320.0, 246.66666666666666)","(26.0, 40.0, 32.0)","(12.0, 10.0, 9.808695652173913)","(31.0, 48.0, 37.0)","(101.0, 330.0, 141.25)","(2.8, 5.2, 4.557142857142857)","(51.0, 170.0, 92.5)","(19.0, 34.0, 29.0)","(101.0, 600.0, 270.0)"
06-01-2023 16:35:51.973324,"(3.3, 7.4, 7.13)","(12.0, 24.0, 17.6)","(5.0, 3.0, 3.3875)","(81.0, 320.0, 286.66666666666663)","(26.0, 40.0, 32.0)","(12.0, 10.0, 18.954545454545453)","(31.0, 46.0, 37.0)","(101.0, 310.0, 192.5)","(2.8, 5.2, 4.375)","(51.0, 160.0, 115.0)","(19.0, 34.0, 27.0)","(101.0, 590.0, 270.0)"
06-01-2023 16:35:53.536652,"(3.3, 4.7, 7.296946564885497)","(12.0, 19.5, 18.52325581395349)","(5.0, 3.65, 2.678571428571429)","(81.0, 310.0, 143.33333333333331)","(26.0, 40.0, 31.6)","(12.0, 19.5, 12.214285714285714)","(31.0, 46.0, 29.5)","(101.0, 300.0, 192.5)","(2.8, 4.6, 4.986861313868613)","(51.0, 160.0, 78.75)","(19.0, 36.0, 23.666666666666668)","(101.0, 590.0, 345.0)"
