,Miracle Mikey,My Maddy,Perseus,Exit Sign,Vlasta Bale,London Berry,Pyrenees Chateau
09-01-2023 10:48:47.886564,"(3.9, 4.9, 4.386666666666667)","(3.2, 6.2, 6.066666666666666)","(31.0, 100.0, 95.5)","(8.0, 8.2, 7.8)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 5.3525)","(6.5, 11.5, 10.225000000000001)"
09-01-2023 10:48:48.920420,"(3.9, 4.9, 4.386666666666667)","(3.2, 6.2, 6.066666666666666)","(31.0, 100.0, 95.5)","(8.0, 8.2, 7.8)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 5.3525)","(6.5, 11.5, 10.225000000000001)"
09-01-2023 10:48:50.030653,"(3.9, 4.9, 4.386666666666667)","(3.2, 6.2, 6.066666666666666)","(31.0, 100.0, 95.5)","(8.0, 8.2, 7.9230769230769225)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 5.3585365853658535)","(6.5, 11.5, 10.48)"
09-01-2023 10:48:51.109820,"(3.9, 4.9, 4.375)","(3.2, 6.2, 6.066666666666666)","(31.0, 100.0, 95.5)","(8.0, 8.2, 7.9230769230769225)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 11.5, 10.48)"
09-01-2023 10:48:52.118682,"(3.9, 4.9, 4.375)","(3.2, 6.2, 6.0588235294117645)","(31.0, 100.0, 94.6)","(8.0, 8.2, 7.9230769230769225)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 11.5, 10.48)"
09-01-2023 10:48:53.036391,"(3.9, 4.9, 4.375)","(3.2, 6.2, 6.0588235294117645)","(31.0, 100.0, 86.5)","(8.0, 8.2, 7.9230769230769225)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 11.5, 10.48)"
09-01-2023 10:48:53.992141,"(3.9, 4.9, 4.375)","(3.2, 6.2, 6.05)","(31.0, 100.0, 92.57142857142857)","(8.0, 8.2, 7.9230769230769225)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 11.5, 10.48)"
09-01-2023 10:48:54.961012,"(3.9, 4.9, 4.375)","(3.2, 6.2, 6.05)","(31.0, 100.0, 92.57142857142857)","(8.0, 8.2, 7.9230769230769225)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 11.5, 10.48)"
09-01-2023 10:48:55.993101,"(3.9, 4.9, 4.375)","(3.2, 6.2, 6.05)","(31.0, 100.0, 92.57142857142857)","(8.0, 8.2, 7.9230769230769225)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 11.5, 10.48)"
09-01-2023 10:48:57.037153,"(3.9, 4.9, 4.375)","(3.2, 6.2, 6.05)","(31.0, 100.0, 92.57142857142857)","(8.0, 8.2, 7.9230769230769225)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 11.5, 10.48)"
09-01-2023 10:48:58.114742,"(3.9, 4.9, 4.375)","(3.2, 6.2, 6.05)","(31.0, 100.0, 92.57142857142857)","(8.0, 8.2, 7.9230769230769225)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 11.5, 10.48)"
09-01-2023 10:48:59.178332,"(3.9, 4.9, 4.375)","(3.2, 6.2, 6.05)","(31.0, 100.0, 92.57142857142857)","(8.0, 8.2, 7.9230769230769225)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 11.5, 10.48)"
09-01-2023 10:49:00.181842,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 94.5)","(8.0, 8.2, 7.9230769230769225)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 11.5, 10.48)"
09-01-2023 10:49:01.132069,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 94.5)","(8.0, 8.2, 7.9230769230769225)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 11.5, 10.48)"
09-01-2023 10:49:02.094431,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 94.5)","(8.0, 8.2, 7.9230769230769225)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 11.5, 10.48)"
09-01-2023 10:49:02.987578,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 94.5)","(8.0, 8.2, 7.9230769230769225)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 11.5, 10.48)"
09-01-2023 10:49:03.930938,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 94.5)","(8.0, 8.2, 7.9230769230769225)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 11.5, 10.48)"
09-01-2023 10:49:04.976004,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 94.5)","(8.0, 8.2, 7.9230769230769225)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 11.5, 10.48)"
09-01-2023 10:49:06.021379,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 94.5)","(8.0, 8.2, 7.9230769230769225)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 11.5, 10.48)"
09-01-2023 10:49:07.094375,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 94.5)","(8.0, 8.2, 7.9230769230769225)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 11.5, 10.48)"
09-01-2023 10:49:08.166724,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 100.0, 92.57142857142857)","(8.0, 8.2, 7.9230769230769225)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 11.5, 10.48)"
09-01-2023 10:49:09.198110,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 100.0, 92.57142857142857)","(8.0, 8.2, 7.9230769230769225)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 11.5, 10.48)"
09-01-2023 10:49:10.243915,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 100.0, 92.57142857142857)","(8.0, 8.2, 7.9230769230769225)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 11.5, 10.8625)"
09-01-2023 10:49:11.172129,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 101.14285714285714)","(8.0, 8.2, 7.9230769230769225)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 11.5, 10.8625)"
09-01-2023 10:49:12.125166,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 101.14285714285714)","(8.0, 8.2, 7.75)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.977777777777778)","(6.5, 12.0, 11.472)"
09-01-2023 10:49:13.112403,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 101.14285714285714)","(8.0, 8.2, 7.45)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.977777777777778)","(6.5, 12.0, 11.790476190476191)"
09-01-2023 10:49:14.159883,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 101.14285714285714)","(8.0, 8.2, 7.45)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.977777777777778)","(6.5, 12.0, 11.790476190476191)"
09-01-2023 10:49:15.229469,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 101.14285714285714)","(8.0, 8.2, 7.45)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 12.0, 11.790476190476191)"
09-01-2023 10:49:16.281220,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 101.14285714285714)","(8.0, 8.2, 7.45)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 12.0, 11.790476190476191)"
09-01-2023 10:49:17.366990,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 101.14285714285714)","(8.0, 8.2, 7.542857142857143)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 12.0, 11.790476190476191)"
09-01-2023 10:49:18.421895,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 101.14285714285714)","(8.0, 8.0, 7.4)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.977777777777778)","(6.5, 12.0, 11.790476190476191)"
09-01-2023 10:49:19.426390,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 101.14285714285714)","(8.0, 7.8, 7.4)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 5.066666666666666)","(6.5, 12.0, 11.790476190476191)"
09-01-2023 10:49:20.432721,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 101.14285714285714)","(8.0, 7.8, 7.4)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.96)","(6.5, 12.0, 11.741176470588236)"
09-01-2023 10:49:21.358816,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 102.5)","(8.0, 7.8, 7.4)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.96)","(6.5, 12.0, 11.741176470588236)"
09-01-2023 10:49:22.305729,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 102.5)","(8.0, 7.8, 7.56)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.96)","(6.5, 12.0, 11.560869565217391)"
09-01-2023 10:49:23.287896,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 120.0, 102.5)","(8.0, 7.8, 7.56)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 5.066666666666666)","(6.5, 12.5, 11.3)"
09-01-2023 10:49:24.330275,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 120.0, 99.41176470588235)","(8.0, 7.8, 7.56)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 5.066666666666666)","(6.5, 12.5, 11.560869565217391)"
09-01-2023 10:49:25.423870,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 120.0, 110.0)","(8.0, 7.8, 7.56)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.96)","(6.5, 12.5, 11.560869565217391)"
09-01-2023 10:49:26.516221,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 101.42857142857143)","(8.0, 7.8, 7.56)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.96)","(6.5, 12.5, 11.560869565217391)"
09-01-2023 10:49:27.684718,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 101.42857142857143)","(8.0, 7.8, 7.56)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.96)","(6.5, 12.5, 11.560869565217391)"
09-01-2023 10:49:28.749023,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 101.42857142857143)","(8.0, 7.8, 7.56)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.96)","(6.5, 12.5, 11.560869565217391)"
09-01-2023 10:49:29.860130,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 101.42857142857143)","(8.0, 7.8, 7.56)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.96)","(6.5, 12.5, 11.560869565217391)"
09-01-2023 10:49:30.923757,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 102.0)","(8.0, 7.8, 7.56)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.96)","(6.5, 12.5, 11.560869565217391)"
09-01-2023 10:49:31.885254,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 102.0)","(8.0, 7.8, 7.56)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.977777777777778)","(6.5, 12.5, 11.560869565217391)"
09-01-2023 10:49:32.811297,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 102.0)","(8.0, 7.8, 7.56)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.977777777777778)","(6.5, 12.5, 11.560869565217391)"
09-01-2023 10:49:33.762728,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 102.0)","(8.0, 7.8, 7.56)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.977777777777778)","(6.5, 12.5, 11.560869565217391)"
09-01-2023 10:49:34.850214,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 102.0)","(8.0, 7.8, 7.56)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.977777777777778)","(6.5, 12.5, 11.560869565217391)"
09-01-2023 10:49:35.891335,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 102.0)","(8.0, 7.8, 7.56)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.977777777777778)","(6.5, 12.5, 11.560869565217391)"
09-01-2023 10:49:36.968050,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 6.05)","(31.0, 110.0, 102.0)","(8.0, 7.8, 7.56)","(5.0, 7.6, 6.378571428571428)","(4.2, 5.6, 4.9230769230769225)","(6.5, 12.5, 10.681818181818182)"
09-01-2023 10:49:38.044812,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.2, 5.769230769230769)","(31.0, 110.0, 88.0)","(8.0, 7.8, 7.56)","(5.0, 7.6, 6.3538461538461535)","(4.2, 5.6, 4.9230769230769225)","(6.5, 12.5, 11.25)"
09-01-2023 10:49:39.155125,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.0, 5.625)","(41.0, 110.0, 102.14285714285714)","(7.0, 7.8, 7.622222222222222)","(5.5, 7.6, 6.378571428571428)","(4.4, 5.6, 4.977777777777778)","(7.0, 12.5, 11.25)"
09-01-2023 10:49:40.235043,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.0, 5.590909090909091)","(41.0, 110.0, 96.25)","(7.0, 7.8, 7.622222222222222)","(5.5, 7.6, 6.2846153846153845)","(4.4, 5.6, 5.066666666666666)","(7.0, 12.5, 11.875)"
09-01-2023 10:49:41.277036,"(3.9, 4.9, 4.433333333333334)","(3.2, 6.0, 5.590909090909091)","(41.0, 110.0, 101.53846153846155)","(7.0, 7.8, 7.466666666666667)","(5.5, 7.6, 6.594117647058823)","(4.4, 5.6, 5.333333333333333)","(7.0, 12.5, 11.9)"
09-01-2023 10:49:42.251312,"(3.9, 4.9, 4.253846153846154)","(3.2, 6.0, 5.571428571428571)","(41.0, 110.0, 100.0)","(7.0, 7.8, 7.666666666666666)","(5.5, 7.6, 7.218181818181818)","(4.4, 5.6, 5.199999999999999)","(7.0, 12.5, 11.166666666666666)"
09-01-2023 10:49:43.201397,"(3.9, 4.7, 4.22)","(3.2, 6.0, 5.6869565217391305)","(41.0, 110.0, 90.0)","(7.0, 7.8, 7.666666666666666)","(5.5, 7.6, 6.858823529411764)","(4.4, 5.6, 5.199999999999999)","(7.0, 12.5, 11.166666666666666)"
09-01-2023 10:49:44.139783,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 93.33333333333334)","(7.0, 7.8, 7.666666666666666)","(5.5, 7.6, 5.9799999999999995)","(4.4, 5.6, 5.199999999999999)","(7.0, 12.5, 11.166666666666666)"
09-01-2023 10:49:45.119089,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 93.33333333333334)","(7.0, 7.8, 7.533333333333333)","(5.5, 7.6, 5.9799999999999995)","(4.4, 5.6, 5.199999999999999)","(7.0, 12.5, 11.166666666666666)"
09-01-2023 10:49:46.137683,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 94.28571428571428)","(7.0, 7.8, 7.533333333333333)","(5.5, 7.6, 5.9799999999999995)","(4.4, 5.6, 5.199999999999999)","(7.0, 12.5, 11.954545454545455)"
09-01-2023 10:49:47.173109,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 97.14285714285714)","(7.0, 7.8, 7.533333333333333)","(5.5, 7.6, 5.9799999999999995)","(4.4, 5.6, 5.199999999999999)","(7.0, 12.5, 12.625)"
09-01-2023 10:49:48.272109,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 97.14285714285714)","(7.0, 7.8, 7.533333333333333)","(5.5, 7.6, 5.9799999999999995)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.625)"
09-01-2023 10:49:49.349917,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 97.14285714285714)","(7.0, 7.8, 7.533333333333333)","(5.5, 7.6, 5.9799999999999995)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.270833333333334)"
09-01-2023 10:49:50.409396,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 97.14285714285714)","(7.0, 7.8, 7.533333333333333)","(5.5, 7.6, 5.848648648648648)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.270833333333334)"
09-01-2023 10:49:51.454036,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 97.14285714285714)","(7.0, 7.8, 7.533333333333333)","(5.5, 7.6, 6.6)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.270833333333334)"
09-01-2023 10:49:52.422951,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 97.14285714285714)","(7.0, 7.8, 7.533333333333333)","(5.5, 7.4, 6.6)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.270833333333334)"
09-01-2023 10:49:53.374050,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 97.14285714285714)","(7.0, 7.8, 7.533333333333333)","(5.5, 7.2, 6.15)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.270833333333334)"
09-01-2023 10:49:54.292462,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 97.14285714285714)","(7.0, 7.8, 7.533333333333333)","(5.5, 7.2, 6.033333333333333)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.270833333333334)"
09-01-2023 10:49:55.285255,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 97.14285714285714)","(7.0, 7.8, 7.533333333333333)","(5.5, 7.2, 6.033333333333333)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.270833333333334)"
09-01-2023 10:49:56.312333,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 97.14285714285714)","(7.0, 7.8, 7.05)","(5.5, 7.2, 6.033333333333333)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.347826086956522)"
09-01-2023 10:49:57.350422,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 97.14285714285714)","(7.0, 7.8, 7.153846153846154)","(5.5, 7.2, 6.033333333333333)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.736842105263158)"
09-01-2023 10:49:58.419495,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 97.14285714285714)","(7.0, 7.8, 7.4222222222222225)","(5.5, 7.2, 6.033333333333333)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.444444444444445)"
09-01-2023 10:49:59.525476,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 97.14285714285714)","(7.0, 7.6, 7.319999999999999)","(5.5, 7.2, 6.033333333333333)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.347826086956522)"
09-01-2023 10:50:00.615502,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 97.14285714285714)","(7.0, 7.6, 7.319999999999999)","(5.5, 7.2, 6.033333333333333)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.347826086956522)"
09-01-2023 10:50:01.702234,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 96.66666666666667)","(7.0, 7.6, 7.319999999999999)","(5.5, 7.2, 6.033333333333333)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.347826086956522)"
09-01-2023 10:50:02.747038,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 96.66666666666667)","(8.0, 7.6, 7.319999999999999)","(5.5, 7.2, 6.033333333333333)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.347826086956522)"
09-01-2023 10:50:03.768963,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 96.66666666666667)","(8.0, 7.6, 7.319999999999999)","(5.5, 7.2, 6.033333333333333)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.347826086956522)"
09-01-2023 10:50:04.754894,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 96.66666666666667)","(8.0, 7.6, 7.319999999999999)","(5.5, 7.2, 6.033333333333333)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.347826086956522)"
09-01-2023 10:50:05.705143,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 96.66666666666667)","(8.0, 7.6, 7.319999999999999)","(5.5, 7.2, 6.033333333333333)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.347826086956522)"
09-01-2023 10:50:06.657298,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 96.66666666666667)","(8.0, 7.6, 7.319999999999999)","(5.5, 7.2, 6.033333333333333)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.347826086956522)"
09-01-2023 10:50:07.661547,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 96.66666666666667)","(8.0, 7.6, 7.319999999999999)","(5.5, 7.2, 6.4363636363636365)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.347826086956522)"
09-01-2023 10:50:08.695557,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 96.66666666666667)","(8.0, 7.6, 7.319999999999999)","(5.5, 7.2, 6.333333333333334)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.625)"
09-01-2023 10:50:09.730133,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 96.66666666666667)","(8.0, 7.6, 7.319999999999999)","(5.5, 7.2, 6.6000000000000005)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.625)"
09-01-2023 10:50:10.782814,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 96.66666666666667)","(8.0, 7.6, 7.319999999999999)","(5.5, 7.2, 6.6000000000000005)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.625)"
09-01-2023 10:50:11.893797,"(3.9, 4.7, 4.475)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 87.77777777777777)","(8.0, 7.6, 7.04)","(5.5, 7.2, 6.145945945945947)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.625)"
09-01-2023 10:50:12.981321,"(3.9, 4.7, 4.314285714285714)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 87.77777777777777)","(8.0, 7.6, 7.0)","(5.5, 7.2, 6.285)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.625)"
09-01-2023 10:50:13.989235,"(3.9, 4.7, 4.276470588235294)","(3.2, 5.9, 5.766666666666667)","(41.0, 110.0, 87.77777777777777)","(8.0, 7.6, 7.0)","(5.5, 7.0, 6.285)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.625)"
09-01-2023 10:50:14.916128,"(3.9, 4.7, 4.276470588235294)","(3.2, 5.9, 5.5)","(41.0, 110.0, 87.77777777777777)","(7.0, 7.6, 7.0)","(5.5, 7.0, 6.097435897435898)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.625)"
09-01-2023 10:50:15.845724,"(3.9, 4.7, 4.276470588235294)","(3.2, 5.9, 5.5)","(41.0, 110.0, 87.77777777777777)","(7.0, 7.6, 7.0)","(5.5, 7.0, 6.8625)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.625)"
09-01-2023 10:50:16.823863,"(3.9, 4.7, 4.276470588235294)","(3.2, 5.9, 5.5)","(41.0, 110.0, 87.77777777777777)","(7.0, 7.6, 7.28421052631579)","(5.5, 6.8, 6.62)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.625)"
09-01-2023 10:50:17.868442,"(3.9, 4.7, 4.276470588235294)","(3.2, 5.9, 5.5)","(41.0, 110.0, 85.0)","(7.0, 7.6, 7.288888888888889)","(5.5, 6.8, 6.62)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.625)"
09-01-2023 10:50:18.989535,"(3.9, 4.7, 4.276470588235294)","(3.2, 5.9, 5.5)","(41.0, 110.0, 85.0)","(7.0, 7.6, 7.306666666666667)","(5.5, 6.8, 6.62)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.625)"
09-01-2023 10:50:20.050065,"(3.9, 4.7, 4.276470588235294)","(3.2, 5.9, 5.5)","(41.0, 110.0, 85.0)","(7.0, 7.6, 7.314285714285714)","(5.5, 6.8, 6.62)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.625)"
09-01-2023 10:50:21.115984,"(3.9, 4.7, 4.276470588235294)","(3.2, 5.9, 5.5)","(41.0, 110.0, 85.0)","(7.0, 7.6, 7.314285714285714)","(5.5, 6.8, 6.62)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.625)"
09-01-2023 10:50:22.166149,"(3.9, 4.7, 4.276470588235294)","(3.2, 5.9, 5.5)","(41.0, 110.0, 85.0)","(7.0, 7.6, 7.314285714285714)","(5.5, 6.8, 6.62)","(4.4, 5.6, 5.199999999999999)","(7.0, 13.0, 12.625)"
