,Lord Sundowner,Mygirlgladys,Debatable,Twelve Bells,Heroic Chief,Our Foxwedge,Diamatti,Sparkling Blue,Adki,Star Waltz,Oronoco,Secret Way
10-01-2023 15:56:59.000938,"(7.5, 9.4, 9.235294117647058)","(4.6, 5.0, 5.071812080536913)","(14.0, 16.5, 16.743243243243242)","(10.0, 13.0, 12.792792792792794)","(16.0, 23.0, 22.375)","(19.0, 25.0, 24.43661971830986)","(19.0, 28.0, 27.428571428571427)","(6.5, 7.6, 7.336)","(10.0, 14.5, 14.47872340425532)","(3.8, 4.6, 4.473684210526316)","(71.0, 200.0, 198.75)","(101.0, 300.0, 284.0)"
10-01-2023 15:57:00.568373,"(7.5, 9.4, 9.235294117647058)","(4.6, 5.1, 5.0313782991202345)","(14.0, 17.0, 16.8)","(10.0, 13.0, 12.792792792792794)","(16.0, 23.0, 22.375)","(19.0, 25.0, 24.43661971830986)","(19.0, 28.0, 27.428571428571427)","(6.5, 7.4, 7.330357142857143)","(10.0, 14.5, 14.357142857142858)","(3.8, 4.5, 4.474534161490683)","(71.0, 200.0, 198.75)","(101.0, 300.0, 286.6666666666667)"
10-01-2023 15:57:02.204528,"(7.5, 9.2, 9.117307692307692)","(4.6, 5.1, 5.036413043478261)","(14.0, 17.0, 16.238636363636363)","(10.0, 13.0, 12.745454545454546)","(16.0, 23.0, 22.6875)","(19.0, 25.0, 24.444444444444443)","(19.0, 28.0, 27.923076923076923)","(6.5, 7.4, 7.335537190082645)","(10.0, 14.5, 14.407894736842104)","(3.8, 4.5, 4.534965034965035)","(71.0, 200.0, 210.0)","(101.0, 300.0, 286.6666666666667)"
10-01-2023 15:57:03.904873,"(7.5, 9.2, 9.117703349282296)","(4.6, 5.1, 5.040601503759398)","(14.0, 16.5, 16.403508771929825)","(10.0, 13.0, 12.722772277227723)","(16.0, 23.0, 22.785714285714285)","(19.0, 25.0, 24.444444444444443)","(21.0, 29.0, 27.923076923076923)","(6.5, 7.4, 7.325190839694657)","(11.0, 14.5, 14.407894736842104)","(3.8, 4.6, 4.455921052631579)","(71.0, 220.0, 225.0)","(101.0, 300.0, 288.0)"
10-01-2023 15:57:05.493163,"(7.5, 9.2, 9.126180257510729)","(4.6, 5.1, 5.041044776119403)","(14.0, 16.5, 16.256944444444443)","(10.0, 13.0, 12.779527559055119)","(16.0, 23.0, 22.41509433962264)","(19.0, 25.0, 24.444444444444443)","(21.0, 29.0, 27.923076923076923)","(6.5, 7.4, 7.325190839694657)","(11.0, 14.5, 14.407894736842104)","(3.8, 4.5, 4.4665)","(71.0, 220.0, 211.0)","(101.0, 400.0, 370.0)"
10-01-2023 15:57:07.095960,"(7.5, 9.2, 9.126180257510729)","(4.4, 5.1, 5.04064039408867)","(14.0, 16.5, 16.256944444444443)","(10.0, 13.0, 12.779527559055119)","(17.0, 23.0, 22.41509433962264)","(19.0, 25.0, 24.444444444444443)","(21.0, 29.0, 28.066666666666666)","(6.5, 7.4, 7.309333333333334)","(11.0, 14.5, 14.313725490196079)","(3.8, 4.5, 4.4665)","(91.0, 220.0, 225.0)","(101.0, 400.0, 360.0)"
10-01-2023 15:57:08.675479,"(7.5, 9.2, 9.126180257510729)","(4.4, 5.1, 5.04064039408867)","(14.0, 16.5, 16.263513513513512)","(10.0, 13.0, 12.806034482758621)","(17.0, 23.0, 22.41509433962264)","(19.0, 25.0, 24.49230769230769)","(21.0, 29.0, 28.3125)","(6.5, 7.4, 7.151388888888889)","(11.0, 14.5, 13.15)","(3.8, 4.5, 4.553956834532374)","(91.0, 230.0, 213.33333333333334)","(101.0, 400.0, 360.0)"
10-01-2023 15:57:10.258821,"(7.5, 9.4, 9.241121495327102)","(4.4, 5.1, 5.058662092624356)","(14.0, 16.5, 16.263513513513512)","(10.0, 13.0, 12.77734375)","(17.0, 23.0, 22.41509433962264)","(19.0, 25.0, 24.49230769230769)","(21.0, 29.0, 28.2)","(6.5, 7.2, 7.139310344827586)","(11.0, 13.5, 13.263157894736842)","(3.8, 4.6, 4.604761904761904)","(91.0, 230.0, 213.33333333333334)","(101.0, 400.0, 385.0)"
10-01-2023 15:57:11.778877,"(7.5, 9.4, 9.233333333333334)","(4.4, 5.1, 5.058662092624356)","(14.0, 16.5, 15.909090909090908)","(10.0, 13.0, 13.220430107526882)","(17.0, 23.0, 22.41509433962264)","(19.0, 25.0, 24.49230769230769)","(21.0, 29.0, 28.066666666666666)","(6.5, 7.2, 7.120720720720721)","(11.0, 13.5, 13.456521739130435)","(3.8, 4.7, 4.604761904761904)","(91.0, 220.0, 211.0)","(101.0, 400.0, 360.0)"
10-01-2023 15:57:13.327068,"(7.5, 9.4, 9.233333333333334)","(4.4, 5.1, 5.058662092624356)","(14.0, 16.0, 15.984615384615385)","(10.0, 13.5, 13.235632183908045)","(17.0, 23.0, 22.46551724137931)","(19.0, 25.0, 24.52857142857143)","(21.0, 29.0, 28.066666666666666)","(6.5, 7.2, 7.120720720720721)","(11.0, 13.5, 13.162790697674419)","(3.8, 4.7, 4.609150326797385)","(91.0, 220.0, 225.0)","(101.0, 400.0, 360.0)"
10-01-2023 15:57:14.916503,"(7.5, 9.4, 9.219095477386935)","(4.4, 5.1, 5.058662092624356)","(14.0, 16.0, 15.985915492957746)","(10.0, 13.5, 13.235632183908045)","(17.0, 23.0, 22.333333333333332)","(19.0, 25.0, 24.48051948051948)","(21.0, 29.0, 28.066666666666666)","(6.5, 7.2, 7.103076923076923)","(11.0, 13.5, 13.162790697674419)","(3.8, 4.7, 4.609150326797385)","(91.0, 230.0, 213.33333333333334)","(101.0, 860.0, 660.0)"
10-01-2023 15:57:16.560147,"(8.0, 9.4, 9.219095477386935)","(4.4, 5.1, 5.063799283154122)","(14.0, 16.0, 15.985915492957746)","(10.0, 13.5, 13.317708333333334)","(17.0, 23.0, 22.375)","(19.0, 25.0, 24.52857142857143)","(21.0, 29.0, 27.714285714285715)","(6.5, 7.2, 7.103076923076923)","(11.0, 13.5, 13.092511013215859)","(3.8, 4.7, 4.619078947368421)","(91.0, 230.0, 211.0)","(101.0, 860.0, 586.6666666666666)"
10-01-2023 15:57:18.221707,"(8.0, 9.0, 8.771641791044777)","(4.4, 5.1, 5.109610389610389)","(14.0, 16.0, 15.985915492957746)","(10.0, 13.5, 13.31958762886598)","(17.0, 23.0, 22.329268292682926)","(19.0, 25.0, 24.52857142857143)","(21.0, 29.0, 28.130434782608695)","(6.5, 7.2, 7.0744444444444445)","(11.0, 13.5, 13.050970873786408)","(3.8, 4.7, 4.6437125748503)","(91.0, 220.0, 211.0)","(101.0, 830.0, 645.0)"
10-01-2023 15:57:19.946224,"(7.5, 8.8, 8.76984126984127)","(4.4, 5.2, 5.109610389610389)","(14.0, 16.0, 15.985915492957746)","(10.0, 13.5, 13.29646017699115)","(17.0, 23.0, 22.25581395348837)","(19.0, 25.0, 24.49230769230769)","(21.0, 29.0, 28.130434782608695)","(6.5, 7.2, 7.139634146341463)","(11.0, 13.5, 13.075688073394495)","(3.8, 4.7, 4.646285714285714)","(91.0, 220.0, 213.33333333333334)","(101.0, 820.0, 580.0)"
10-01-2023 15:57:21.612369,"(7.5, 8.8, 8.76984126984127)","(4.4, 5.2, 5.113216957605985)","(14.0, 16.0, 15.8)","(10.0, 13.5, 13.260416666666666)","(17.0, 23.0, 22.25581395348837)","(19.0, 25.0, 24.49230769230769)","(21.0, 29.0, 28.130434782608695)","(6.5, 7.2, 7.154208754208755)","(11.0, 13.5, 13.075688073394495)","(3.8, 4.7, 4.632857142857143)","(91.0, 230.0, 225.0)","(101.0, 800.0, 630.0)"
10-01-2023 15:57:23.248798,"(7.5, 8.8, 8.76984126984127)","(4.4, 5.2, 5.108787878787879)","(14.0, 16.0, 15.8)","(10.0, 13.5, 13.627777777777778)","(17.0, 23.0, 22.25581395348837)","(19.0, 25.0, 24.49230769230769)","(21.0, 29.0, 28.15)","(6.5, 7.2, 6.877777777777777)","(11.0, 13.5, 13.11036036036036)","(3.8, 4.7, 4.725748502994012)","(91.0, 230.0, 225.0)","(101.0, 800.0, 743.3333333333333)"
10-01-2023 15:57:24.944257,"(7.5, 8.8, 8.76984126984127)","(4.4, 5.2, 5.117704918032787)","(14.0, 16.0, 15.8)","(10.0, 14.0, 13.625)","(17.0, 23.0, 22.25581395348837)","(19.0, 25.0, 24.49230769230769)","(21.0, 29.0, 28.15)","(6.5, 7.0, 6.898148148148148)","(11.0, 13.5, 13.11036036036036)","(3.8, 4.8, 4.7564935064935066)","(91.0, 230.0, 225.0)","(101.0, 790.0, 695.7142857142858)"
10-01-2023 15:57:26.608530,"(7.5, 8.8, 8.843103448275862)","(4.4, 5.2, 5.108132530120482)","(14.0, 16.0, 16.059701492537314)","(10.0, 14.0, 13.625)","(17.0, 23.0, 22.25581395348837)","(19.0, 25.0, 24.49230769230769)","(21.0, 29.0, 28.15)","(6.5, 7.0, 6.898412698412699)","(11.0, 13.5, 13.11036036036036)","(3.8, 4.8, 4.690476190476191)","(91.0, 230.0, 225.0)","(101.0, 790.0, 695.7142857142858)"
10-01-2023 15:57:28.310001,"(7.5, 9.0, 8.843103448275862)","(4.4, 5.2, 5.108787878787879)","(14.0, 16.5, 16.024193548387096)","(10.0, 14.0, 13.625)","(17.0, 23.0, 22.25581395348837)","(19.0, 25.0, 24.393939393939394)","(21.0, 29.0, 27.666666666666668)","(6.5, 7.0, 6.905035971223022)","(11.0, 13.5, 13.047826086956523)","(3.8, 4.7, 4.746623794212218)","(91.0, 230.0, 223.33333333333334)","(101.0, 790.0, 695.7142857142858)"
10-01-2023 15:57:30.008684,"(7.5, 9.0, 8.8)","(4.4, 5.2, 5.044607843137255)","(14.0, 16.5, 15.385185185185184)","(10.0, 14.0, 14.122641509433961)","(17.0, 23.0, 22.35483870967742)","(19.0, 25.0, 24.5)","(21.0, 29.0, 27.7)","(6.5, 7.0, 6.786840202458423)","(11.0, 13.5, 13.094262295081966)","(3.8, 4.8, 4.791228070175438)","(91.0, 230.0, 211.42857142857142)","(101.0, 790.0, 680.0)"
10-01-2023 15:57:31.819462,"(7.5, 8.8, 8.797385620915033)","(4.4, 5.1, 5.126649746192893)","(14.0, 15.5, 15.872093023255815)","(10.0, 14.5, 14.291666666666666)","(17.0, 23.0, 22.209302325581394)","(19.0, 25.0, 24.5)","(21.0, 28.0, 27.583333333333332)","(6.5, 6.8, 7.067213114754098)","(11.0, 13.5, 13.090909090909092)","(3.8, 4.8, 4.791911764705882)","(91.0, 220.0, 206.66666666666666)","(101.0, 790.0, 695.7142857142858)"
10-01-2023 15:57:33.607401,"(7.5, 8.8, 8.764331210191083)","(4.4, 5.2, 5.129723502304147)","(14.0, 16.5, 15.935897435897436)","(10.0, 14.5, 13.875)","(17.0, 23.0, 22.103448275862068)","(19.0, 25.0, 24.565217391304348)","(21.0, 28.0, 27.583333333333332)","(6.5, 7.2, 6.902222222222222)","(11.0, 13.5, 13.054054054054054)","(3.8, 4.8, 4.768306010928962)","(91.0, 220.0, 215.0)","(101.0, 790.0, 695.7142857142858)"
10-01-2023 15:57:35.391479,"(7.5, 8.8, 8.764331210191083)","(4.4, 5.2, 5.129723502304147)","(14.0, 16.0, 15.935897435897436)","(10.0, 14.0, 13.771739130434783)","(17.0, 23.0, 22.103448275862068)","(20.0, 25.0, 24.49056603773585)","(21.0, 28.0, 27.583333333333332)","(6.5, 7.0, 6.893055555555556)","(11.0, 13.5, 13.586330935251798)","(3.9, 4.8, 4.766473988439306)","(91.0, 230.0, 220.0)","(101.0, 790.0, 695.7142857142858)"
10-01-2023 15:57:37.119381,"(7.5, 8.8, 8.745121951219513)","(4.4, 5.2, 5.208866995073892)","(14.0, 16.0, 15.429203539823009)","(10.0, 14.0, 13.773809523809524)","(17.0, 23.0, 22.166666666666668)","(20.0, 25.0, 24.49056603773585)","(21.0, 28.0, 27.583333333333332)","(6.5, 7.0, 6.676923076923076)","(11.0, 14.0, 13.61231884057971)","(3.9, 4.8, 4.819847328244275)","(91.0, 230.0, 220.0)","(101.0, 790.0, 606.6666666666666)"
10-01-2023 15:57:38.814541,"(7.5, 8.8, 8.745121951219513)","(4.4, 5.3, 5.208866995073892)","(14.0, 15.5, 15.275974025974026)","(10.0, 14.0, 13.705357142857142)","(17.0, 23.0, 22.366197183098592)","(19.0, 25.0, 24.49056603773585)","(21.0, 28.0, 27.583333333333332)","(6.5, 6.8, 6.757251908396946)","(11.0, 14.0, 13.377011494252873)","(3.9, 4.9, 4.737546468401487)","(91.0, 230.0, 220.0)","(101.0, 790.0, 732.0)"
10-01-2023 15:57:40.522685,"(7.5, 9.0, 8.892753623188407)","(4.4, 5.3, 5.132686980609418)","(14.0, 15.5, 15.267295597484276)","(10.0, 14.0, 13.705357142857142)","(17.0, 23.0, 22.366197183098592)","(19.0, 25.0, 24.49056603773585)","(21.0, 28.0, 27.583333333333332)","(6.5, 6.8, 6.780208333333333)","(11.0, 13.5, 13.460674157303371)","(3.9, 4.8, 4.724669603524229)","(91.0, 230.0, 220.0)","(101.0, 800.0, 715.0)"
10-01-2023 15:57:42.219079,"(7.5, 9.0, 8.892753623188407)","(4.4, 5.2, 5.13224043715847)","(14.0, 15.5, 15.166666666666666)","(10.0, 14.0, 13.705357142857142)","(17.0, 23.0, 22.42622950819672)","(19.0, 25.0, 24.49056603773585)","(21.0, 28.0, 27.785714285714285)","(6.5, 6.8, 6.7974683544303796)","(11.0, 13.5, 13.417293233082706)","(3.9, 4.8, 4.706875)","(91.0, 230.0, 220.0)","(101.0, 800.0, 715.0)"
10-01-2023 15:57:43.997921,"(7.5, 9.0, 8.896969696969697)","(4.4, 5.2, 5.144029850746269)","(14.0, 15.5, 15.192708333333334)","(10.0, 14.0, 13.705357142857142)","(17.0, 23.0, 22.49056603773585)","(19.0, 25.0, 24.49056603773585)","(21.0, 28.0, 27.785714285714285)","(6.5, 6.8, 6.825278810408922)","(11.0, 13.5, 13.328402366863905)","(3.9, 4.8, 4.72319587628866)","(91.0, 230.0, 220.0)","(101.0, 800.0, 715.0)"
10-01-2023 15:57:45.702243,"(7.5, 9.0, 8.898507462686567)","(4.4, 5.2, 5.146183953033268)","(14.0, 15.5, 15.039473684210526)","(10.0, 14.0, 13.705357142857142)","(17.0, 23.0, 22.36111111111111)","(19.0, 25.0, 24.49056603773585)","(21.0, 28.0, 27.6875)","(6.5, 7.0, 6.755434782608695)","(11.0, 13.5, 13.27295918367347)","(3.9, 4.8, 4.732272727272727)","(91.0, 230.0, 220.0)","(101.0, 800.0, 715.0)"
10-01-2023 15:57:47.402524,"(7.5, 9.0, 8.784397163120568)","(4.4, 5.2, 5.146640316205533)","(14.0, 15.5, 15.131578947368421)","(10.0, 14.0, 13.705357142857142)","(17.0, 23.0, 22.36111111111111)","(19.0, 25.0, 24.49056603773585)","(21.0, 28.0, 27.6875)","(6.5, 7.0, 6.832089552238806)","(11.0, 13.5, 13.27295918367347)","(3.9, 4.8, 4.732272727272727)","(91.0, 230.0, 220.0)","(101.0, 800.0, 705.0)"
10-01-2023 15:57:49.065371,"(7.5, 9.0, 8.75)","(4.4, 5.2, 5.146640316205533)","(13.0, 15.5, 15.131578947368421)","(10.0, 14.0, 13.7)","(17.0, 23.0, 22.36111111111111)","(19.0, 25.0, 24.602941176470587)","(21.0, 28.0, 27.6875)","(6.5, 7.0, 6.852459016393443)","(11.0, 13.5, 13.27295918367347)","(3.9, 4.8, 4.732272727272727)","(91.0, 230.0, 220.0)","(101.0, 790.0, 318.57142857142856)"
10-01-2023 15:57:51.234182,"(7.5, 8.8, 8.778494623655915)","(4.4, 5.2, 5.161824953445065)","(13.0, 15.5, 15.131578947368421)","(10.0, 14.0, 13.633333333333333)","(17.0, 23.0, 22.36111111111111)","(19.0, 25.0, 24.602941176470587)","(21.0, 28.0, 27.5)","(6.5, 7.0, 6.836363636363636)","(11.0, 13.5, 13.27295918367347)","(3.9, 4.8, 4.732272727272727)","(91.0, 230.0, 220.0)","(101.0, 790.0, 350.0)"
10-01-2023 15:57:53.740644,"(7.5, 8.8, 8.776470588235295)","(4.4, 5.2, 5.159605026929982)","(13.0, 15.5, 15.131578947368421)","(11.0, 14.0, 13.617021276595745)","(17.0, 23.0, 22.36111111111111)","(19.0, 26.0, 25.214285714285715)","(21.0, 28.0, 27.454545454545453)","(6.5, 6.8, 6.769047619047619)","(11.0, 13.5, 13.010989010989011)","(3.9, 4.8, 4.735416666666667)","(91.0, 230.0, 220.0)","(101.0, 770.0, 416.66666666666663)"
10-01-2023 15:57:55.568781,"(7.5, 8.8, 8.826966292134832)","(4.4, 5.2, 5.161940298507463)","(13.0, 15.5, 15.15)","(11.0, 14.0, 13.672727272727272)","(17.0, 23.0, 22.407894736842106)","(19.0, 26.0, 25.6046511627907)","(21.0, 28.0, 27.53846153846154)","(6.5, 6.8, 6.779182156133829)","(11.0, 13.5, 12.980676328502415)","(3.9, 4.8, 4.7467353951890034)","(91.0, 230.0, 220.0)","(101.0, 760.0, 350.9090909090909)"
10-01-2023 15:57:57.290637,"(7.5, 9.0, 8.724137931034482)","(4.4, 5.2, 5.164521739130435)","(13.0, 15.5, 15.171875)","(11.0, 14.0, 13.76923076923077)","(17.0, 23.0, 22.58730158730159)","(19.0, 26.0, 25.563636363636363)","(21.0, 28.0, 27.636363636363637)","(6.5, 6.8, 6.779182156133829)","(11.0, 13.0, 12.9816091954023)","(3.9, 4.8, 4.7520123839009285)","(91.0, 230.0, 220.0)","(101.0, 750.0, 423.3333333333333)"
10-01-2023 15:57:59.119970,"(7.5, 8.8, 8.861904761904762)","(4.4, 5.2, 5.158041958041958)","(13.0, 15.5, 15.229508196721312)","(11.0, 14.0, 13.719696969696969)","(17.0, 23.0, 21.415384615384614)","(19.0, 26.0, 25.62)","(21.0, 28.0, 27.529411764705884)","(6.5, 6.8, 6.939068100358423)","(11.0, 13.0, 13.149572649572649)","(3.9, 4.8, 4.745323741007194)","(91.0, 230.0, 220.0)","(101.0, 730.0, 495.0)"
10-01-2023 15:58:01.954515,"(7.5, 9.0, 8.704545454545455)","(4.4, 5.2, 5.158041958041958)","(14.0, 15.5, 15.134615384615385)","(11.0, 14.0, 13.7109375)","(17.0, 22.0, 21.360655737704917)","(20.0, 26.0, 25.62)","(21.0, 29.0, 27.275862068965516)","(6.5, 7.2, 6.938571428571429)","(11.0, 13.5, 13.219178082191782)","(3.9, 4.8, 4.76231884057971)","(91.0, 230.0, 220.0)","(101.0, 720.0, 382.5)"
10-01-2023 15:58:04.027024,"(7.5, 8.8, 8.841441441441441)","(4.4, 5.2, 5.139603960396039)","(14.0, 15.5, 15.682432432432432)","(11.0, 14.0, 13.237113402061855)","(17.0, 22.0, 21.360655737704917)","(20.0, 26.0, 25.677966101694913)","(21.0, 29.0, 27.4375)","(6.5, 7.2, 7.02488038277512)","(11.0, 13.5, 13.370967741935484)","(3.9, 4.7, 4.695681063122923)","(91.0, 230.0, 220.0)","(101.0, 700.0, 356.0)"
10-01-2023 15:58:05.891062,"(7.5, 9.0, 8.837096774193549)","(4.4, 5.2, 5.136292428198433)","(14.0, 16.0, 16.20731707317073)","(11.0, 13.5, 13.222772277227723)","(17.0, 22.0, 21.417910447761194)","(20.0, 26.0, 25.74074074074074)","(21.0, 29.0, 27.8)","(6.0, 7.2, 7.017910447761194)","(11.0, 13.5, 13.21523178807947)","(3.9, 4.7, 4.713846153846154)","(91.0, 230.0, 223.33333333333334)","(101.0, 690.0, 330.0)"
10-01-2023 15:58:07.732852,"(7.5, 9.0, 8.837096774193549)","(4.4, 5.2, 5.1465116279069765)","(13.0, 16.5, 16.442307692307693)","(11.0, 13.5, 13.24074074074074)","(17.0, 22.0, 21.417910447761194)","(20.0, 26.0, 26.246575342465754)","(21.0, 28.0, 27.8)","(6.0, 7.2, 7.055335968379446)","(11.0, 13.5, 13.20748299319728)","(3.9, 4.8, 4.681382978723405)","(91.0, 230.0, 223.33333333333334)","(101.0, 680.0, 321.25)"
10-01-2023 15:58:09.532060,"(7.5, 9.0, 8.837096774193549)","(4.4, 5.2, 5.1465116279069765)","(13.0, 16.5, 16.46153846153846)","(11.0, 13.5, 13.208333333333334)","(17.0, 22.0, 21.49122807017544)","(20.0, 27.0, 26.246575342465754)","(21.0, 28.0, 27.8)","(6.0, 7.2, 7.0588235294117645)","(11.0, 13.5, 13.20748299319728)","(3.9, 4.7, 4.678978978978979)","(91.0, 230.0, 223.33333333333334)","(101.0, 670.0, 327.14285714285717)"
10-01-2023 15:58:11.319268,"(7.5, 9.0, 8.83931623931624)","(4.4, 5.2, 5.136036036036036)","(13.0, 17.0, 16.46153846153846)","(11.0, 13.5, 13.208333333333334)","(17.0, 22.0, 21.595744680851062)","(20.0, 27.0, 26.243243243243242)","(21.0, 28.0, 27.8)","(6.0, 7.2, 6.977622377622378)","(11.0, 13.5, 13.154040404040405)","(3.9, 4.7, 4.6656593406593405)","(91.0, 230.0, 223.33333333333334)","(101.0, 650.0, 396.6666666666667)"
10-01-2023 15:58:13.079184,"(7.5, 9.0, 8.83931623931624)","(4.4, 5.2, 5.136036036036036)","(14.0, 17.0, 16.46153846153846)","(10.0, 13.5, 13.158653846153847)","(17.0, 22.0, 21.833333333333332)","(20.0, 27.0, 26.202247191011235)","(21.0, 28.0, 27.444444444444443)","(6.5, 7.0, 6.977385159010601)","(11.0, 13.5, 13.145077720207254)","(3.9, 4.7, 4.669733656174334)","(91.0, 230.0, 223.33333333333334)","(101.0, 650.0, 317.5)"
10-01-2023 15:58:14.900144,"(7.5, 8.8, 8.764516129032259)","(4.4, 5.3, 5.24279379157428)","(14.0, 17.0, 16.46153846153846)","(10.0, 13.5, 13.158653846153847)","(17.0, 22.0, 21.833333333333332)","(20.0, 27.0, 26.202247191011235)","(21.0, 28.0, 27.444444444444443)","(6.5, 7.0, 6.977385159010601)","(11.0, 13.5, 13.145077720207254)","(3.9, 4.7, 4.669733656174334)","(91.0, 230.0, 223.33333333333334)","(101.0, 650.0, 365.0)"
10-01-2023 15:58:16.661406,"(7.5, 8.8, 8.764516129032259)","(4.4, 5.3, 5.237226277372263)","(13.0, 17.0, 15.557377049180328)","(11.0, 13.5, 13.185840707964601)","(18.0, 22.0, 22.708333333333332)","(20.0, 26.0, 25.625)","(21.0, 28.0, 27.444444444444443)","(6.0, 7.0, 6.977385159010601)","(11.0, 13.5, 13.145077720207254)","(3.9, 4.7, 4.67007299270073)","(101.0, 230.0, 222.5)","(101.0, 650.0, 390.0)"
10-01-2023 15:58:18.408086,"(7.5, 8.8, 8.729113924050633)","(4.4, 5.3, 5.237270341207349)","(13.0, 16.0, 15.704545454545455)","(11.0, 13.5, 13.216)","(18.0, 23.0, 22.724409448818896)","(20.0, 26.0, 24.869565217391305)","(21.0, 28.0, 27.666666666666668)","(6.0, 7.0, 7.073981191222571)","(11.0, 13.5, 13.022184300341298)","(3.9, 4.7, 4.67)","(101.0, 230.0, 225.71428571428572)","(101.0, 630.0, 367.5)"
10-01-2023 15:58:20.217140,"(7.5, 9.0, 8.74970760233918)","(4.4, 5.3, 5.23525641025641)","(14.0, 16.0, 15.666666666666666)","(10.0, 13.5, 13.237037037037037)","(17.0, 23.0, 22.99462365591398)","(20.0, 25.0, 24.754716981132077)","(21.0, 28.0, 27.736842105263158)","(6.0, 7.2, 7.0456)","(11.0, 13.5, 12.910433070866143)","(3.9, 4.7, 4.674333333333333)","(101.0, 230.0, 226.25)","(101.0, 270.0, 265.3333333333333)"
10-01-2023 15:58:22.020572,"(7.5, 9.0, 8.797260273972602)","(4.4, 5.3, 5.23525641025641)","(14.0, 16.0, 15.439024390243903)","(11.0, 13.5, 13.25)","(18.0, 23.0, 23.125)","(20.0, 25.0, 24.729166666666668)","(21.0, 28.0, 28.25)","(6.0, 7.2, 7.049137931034482)","(11.0, 13.0, 12.884761904761906)","(3.9, 4.7, 4.674333333333333)","(101.0, 230.0, 226.25)","(101.0, 270.0, 265.38461538461536)"
10-01-2023 15:58:23.798734,"(7.5, 9.0, 8.8126582278481)","(4.4, 5.3, 5.276795580110497)","(13.0, 15.5, 15.555555555555555)","(11.0, 13.5, 13.262962962962963)","(18.0, 24.0, 23.075949367088608)","(20.0, 25.0, 24.829787234042552)","(21.0, 29.0, 28.41176470588235)","(6.0, 7.2, 7.067857142857143)","(11.0, 13.0, 12.916161616161617)","(3.9, 4.7, 4.66989247311828)","(101.0, 230.0, 226.25)","(101.0, 270.0, 265.38461538461536)"
10-01-2023 15:58:25.488956,"(7.5, 9.0, 8.914)","(4.4, 5.3, 5.285410334346505)","(13.0, 16.0, 15.045454545454545)","(11.0, 13.5, 13.214876033057852)","(18.0, 24.0, 23.166666666666668)","(20.0, 25.0, 25.36842105263158)","(21.0, 29.0, 28.375)","(6.0, 7.2, 7.0793478260869565)","(11.0, 13.0, 12.571428571428571)","(3.9, 4.7, 4.679591836734694)","(101.0, 230.0, 235.0)","(101.0, 270.0, 265.7142857142857)"
10-01-2023 15:58:28.153610,"(7.5, 9.0, 8.909473684210527)","(4.4, 5.3, 5.289333333333333)","(13.0, 15.5, 15.040816326530612)","(11.0, 13.5, 13.26978417266187)","(18.0, 24.0, 22.748031496062993)","(20.0, 26.0, 25.454545454545453)","(21.0, 29.0, 28.047619047619047)","(6.0, 7.2, 7.163736263736264)","(11.0, 13.0, 12.58675799086758)","(3.9, 4.7, 4.675308641975309)","(101.0, 230.0, 170.0)","(101.0, 270.0, 265.7142857142857)"
10-01-2023 15:58:30.015718,"(7.5, 9.0, 8.836111111111112)","(4.4, 5.3, 5.289333333333333)","(13.0, 15.5, 14.957575757575757)","(11.0, 13.5, 13.226618705035971)","(18.0, 23.0, 23.352112676056336)","(20.0, 26.0, 25.64)","(21.0, 29.0, 28.266666666666666)","(6.0, 7.2, 7.077248677248678)","(11.0, 13.0, 12.621212121212121)","(3.9, 4.7, 4.648695652173913)","(101.0, 210.0, 197.14285714285714)","(101.0, 270.0, 265.7142857142857)"
10-01-2023 15:58:31.817672,"(7.5, 9.0, 8.83132530120482)","(4.4, 5.3, 5.288363636363636)","(13.0, 15.0, 14.912568306010929)","(11.0, 13.5, 13.248031496062993)","(18.0, 24.0, 22.76595744680851)","(20.0, 26.0, 26.022727272727273)","(21.0, 29.0, 28.266666666666666)","(6.0, 7.2, 7.058682634730539)","(11.0, 13.0, 12.8625)","(3.9, 4.7, 4.6878453038674035)","(101.0, 210.0, 196.36363636363637)","(101.0, 270.0, 268.0)"
10-01-2023 15:58:33.593325,"(7.5, 9.0, 8.869696969696971)","(4.4, 5.3, 5.261737089201878)","(13.0, 15.0, 15.037735849056604)","(11.0, 13.5, 13.282312925170068)","(18.0, 23.0, 22.794444444444444)","(20.0, 27.0, 25.62)","(21.0, 29.0, 28.541666666666668)","(6.0, 7.2, 7.051546391752577)","(11.0, 13.0, 12.76896551724138)","(3.9, 4.7, 4.699453551912568)","(101.0, 240.0, 233.84615384615387)","(101.0, 270.0, 268.0)"
10-01-2023 15:58:35.338354,"(7.5, 9.0, 8.889320388349516)","(4.4, 5.3, 5.261737089201878)","(13.0, 15.5, 15.292134831460674)","(11.0, 13.5, 13.282312925170068)","(18.0, 23.0, 22.792134831460675)","(20.0, 26.0, 25.62)","(21.0, 29.0, 28.5)","(6.0, 7.2, 7.115568862275449)","(11.0, 13.0, 12.96987951807229)","(3.9, 4.7, 4.681218274111675)","(91.0, 240.0, 236.0)","(101.0, 270.0, 268.8235294117647)"
