,Wild About Town,Artistic Humma,Hesluvable,Office Bad Boy,Sarie Marais,Always At Night,Sonny Orlando Nz,Golden Grin,Rocco Variety
05-01-2023 13:16:30.558799,"(5.0, 7.0, 6.25)","(101.0, 230.0, 227.5)","(2.4, 2.96, 2.82)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 116.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:31.654194,"(5.0, 7.0, 6.25)","(101.0, 230.0, 211.66666666666666)","(2.4, 2.96, 2.82)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 116.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:32.887809,"(5.0, 7.0, 6.25)","(101.0, 220.0, 191.42857142857144)","(2.4, 2.96, 2.82)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 116.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:34.057799,"(5.0, 7.0, 6.25)","(101.0, 220.0, 191.42857142857144)","(2.4, 2.96, 2.82)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 116.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:35.135753,"(5.0, 7.0, 6.25)","(101.0, 220.0, 191.42857142857144)","(2.4, 2.96, 2.82)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 116.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:36.209670,"(5.0, 7.0, 6.25)","(101.0, 220.0, 191.42857142857144)","(2.4, 2.96, 2.82)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 116.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:37.328831,"(5.0, 7.0, 6.25)","(101.0, 220.0, 191.42857142857144)","(2.4, 2.96, 2.82)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 116.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:38.494254,"(5.0, 7.0, 6.25)","(101.0, 220.0, 191.42857142857144)","(2.4, 2.96, 2.82)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 116.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:39.746622,"(5.0, 7.0, 6.25)","(101.0, 220.0, 191.42857142857144)","(2.4, 2.96, 2.82)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 116.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:40.914617,"(5.0, 7.0, 6.25)","(101.0, 360.0, 245.0)","(2.4, 2.96, 2.897777777777778)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 116.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:42.231752,"(5.0, 7.0, 6.25)","(101.0, 390.0, 216.66666666666669)","(2.4, 2.96, 2.897777777777778)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 116.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:43.555707,"(5.0, 7.0, 6.25)","(101.0, 500.0, 340.0)","(2.4, 2.96, 2.897777777777778)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 116.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:45.083636,"(5.0, 7.0, 6.25)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.96, 2.832)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 116.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:46.270597,"(5.0, 7.0, 6.25)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.94, 2.832)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 116.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:47.333631,"(5.0, 7.0, 6.25)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.94, 2.832)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 116.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:48.515375,"(5.0, 7.0, 6.25)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.94, 2.832)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 116.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:49.622557,"(5.0, 7.0, 6.25)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.94, 2.832)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 116.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:50.738362,"(5.0, 7.0, 6.25)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.94, 2.832)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 116.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:51.799244,"(5.0, 7.0, 6.25)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.94, 2.832)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 116.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:52.955520,"(5.0, 7.0, 6.25)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.94, 2.832)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 116.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:54.273447,"(5.0, 7.0, 6.25)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.94, 2.832)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 116.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:55.453354,"(5.0, 7.0, 6.25)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.94, 2.832)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:56.702315,"(5.0, 7.0, 6.25)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.94, 2.832)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:57.908515,"(5.0, 7.0, 6.25)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.94, 2.832)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:16:59.155364,"(5.0, 7.0, 6.25)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.94, 2.832)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:00.639497,"(5.0, 7.0, 6.25)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.94, 2.832)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:01.764085,"(5.0, 7.0, 6.25)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.94, 2.832)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:02.917103,"(5.0, 7.0, 6.25)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.94, 2.88)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:04.076996,"(5.0, 7.0, 6.25)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.94, 2.88)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:05.163195,"(5.0, 7.0, 6.25)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.94, 2.836)","(5.0, 7.4, 6.300000000000001)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:06.242967,"(5.0, 7.0, 6.25)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.94, 2.69)","(5.0, 7.4, 6.666666666666667)","(13.0, 20.0, 16.333333333333332)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:07.274062,"(5.0, 7.0, 6.566666666666666)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.6, 2.466666666666667)","(5.0, 7.4, 6.9)","(13.0, 20.0, 16.333333333333332)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:08.374789,"(5.0, 7.0, 6.566666666666666)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.6, 2.466666666666667)","(5.0, 7.4, 6.9)","(13.0, 20.0, 16.333333333333332)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:09.411346,"(5.0, 7.0, 6.566666666666666)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.6, 2.466666666666667)","(5.0, 7.4, 6.9)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:10.519141,"(5.0, 7.0, 6.566666666666666)","(101.0, 490.0, 283.3333333333333)","(2.4, 2.6, 2.466666666666667)","(5.0, 7.4, 6.9)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:11.617994,"(5.0, 7.0, 6.566666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.6, 2.466666666666667)","(5.0, 7.4, 6.9)","(13.0, 20.0, 16.333333333333332)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:12.689838,"(5.0, 7.0, 6.566666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.6, 2.466666666666667)","(5.0, 7.4, 6.9)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:13.822086,"(5.0, 7.0, 6.566666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.6, 2.466666666666667)","(5.0, 7.4, 6.9)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:14.948065,"(5.0, 7.0, 6.566666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.6, 2.466666666666667)","(5.0, 7.4, 6.9)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:16.108649,"(5.0, 7.0, 6.566666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.6, 2.466666666666667)","(5.0, 7.4, 6.9)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:17.205862,"(5.0, 7.0, 6.566666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.6, 2.466666666666667)","(5.0, 7.4, 6.9)","(13.0, 20.0, 16.333333333333332)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:18.290486,"(5.0, 7.0, 6.566666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.6, 2.466666666666667)","(5.0, 7.4, 6.9)","(13.0, 20.0, 16.333333333333332)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:19.638072,"(5.0, 7.0, 6.566666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.6, 2.466666666666667)","(5.0, 7.4, 6.9)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:20.881525,"(5.0, 7.0, 6.566666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.6, 2.466666666666667)","(5.0, 7.4, 6.9)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:22.128386,"(5.0, 7.0, 6.566666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.6, 2.466666666666667)","(5.0, 7.4, 6.9)","(13.0, 20.0, 16.333333333333332)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:23.544531,"(5.0, 7.0, 6.566666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.6, 2.466666666666667)","(5.0, 7.4, 6.9)","(13.0, 20.0, 16.333333333333332)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:24.837951,"(5.0, 7.0, 6.566666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.6, 2.466666666666667)","(5.0, 7.4, 6.9)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:26.049776,"(5.0, 7.0, 6.566666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.6, 2.466666666666667)","(5.0, 7.4, 6.9)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:27.268720,"(5.0, 7.0, 6.566666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.6, 2.466666666666667)","(5.0, 7.4, 6.9)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:28.564344,"(5.0, 7.0, 6.566666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.6, 2.466666666666667)","(5.0, 7.4, 6.9)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:29.921624,"(5.0, 7.0, 6.566666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.6, 2.4575)","(5.0, 7.4, 6.933333333333334)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:31.232444,"(5.0, 7.0, 6.6)","(101.0, 490.0, 290.0)","(2.4, 2.58, 2.4575)","(5.0, 7.4, 6.933333333333334)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 118.33333333333333)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:32.611394,"(5.0, 7.0, 6.6)","(101.0, 490.0, 290.0)","(2.4, 2.58, 2.4575)","(5.0, 7.4, 6.933333333333334)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 110.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:34.354531,"(5.0, 7.0, 6.6)","(101.0, 490.0, 290.0)","(2.4, 2.58, 2.4575)","(5.0, 7.4, 6.933333333333334)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 110.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:35.999732,"(5.0, 7.0, 6.6)","(101.0, 490.0, 290.0)","(2.4, 2.58, 2.4983333333333335)","(5.0, 7.4, 6.933333333333334)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 110.0)","(5.5, 8.0, 7.2)"
05-01-2023 13:17:37.450018,"(5.0, 7.0, 6.6)","(101.0, 490.0, 290.0)","(2.4, 2.58, 2.606666666666667)","(5.0, 7.4, 7.222222222222222)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 110.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:17:38.958860,"(5.0, 7.0, 6.1)","(101.0, 490.0, 290.0)","(2.4, 2.64, 2.6)","(5.0, 7.4, 7.222222222222222)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 110.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:17:40.210401,"(5.0, 6.8, 6.684615384615384)","(101.0, 490.0, 290.0)","(2.4, 2.64, 2.6)","(5.0, 7.4, 7.222222222222222)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 110.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:17:41.581730,"(5.0, 6.8, 6.663636363636363)","(101.0, 490.0, 290.0)","(2.4, 2.64, 2.6)","(5.0, 7.4, 7.222222222222222)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 110.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:17:43.048123,"(5.0, 7.0, 6.845454545454546)","(101.0, 490.0, 290.0)","(2.4, 2.64, 2.6)","(5.0, 7.4, 6.4)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 110.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:17:44.287106,"(5.0, 7.0, 6.845454545454546)","(101.0, 490.0, 290.0)","(2.4, 2.64, 2.6)","(5.0, 7.4, 6.4)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 110.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:17:45.506798,"(5.0, 7.0, 6.68)","(101.0, 490.0, 290.0)","(2.4, 2.64, 2.56)","(5.0, 7.4, 6.4)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 110.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:17:46.854014,"(5.0, 7.0, 6.5)","(101.0, 490.0, 290.0)","(2.4, 2.64, 2.71)","(5.0, 7.4, 6.4)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 95.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:17:48.117674,"(5.0, 7.0, 6.5)","(101.0, 490.0, 290.0)","(2.4, 2.94, 2.71)","(5.0, 7.4, 6.4)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 95.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:17:49.430285,"(5.0, 7.0, 6.5)","(101.0, 490.0, 290.0)","(2.4, 2.94, 2.71)","(5.0, 7.4, 6.4)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 95.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:17:50.689911,"(5.0, 7.0, 6.5)","(101.0, 490.0, 290.0)","(2.4, 2.94, 2.71)","(5.0, 7.4, 6.4)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 95.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:17:51.897207,"(5.0, 7.0, 6.5)","(101.0, 490.0, 290.0)","(2.4, 2.94, 2.71)","(5.0, 7.4, 6.4)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 95.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:17:53.115156,"(5.0, 7.0, 6.5)","(101.0, 490.0, 290.0)","(2.4, 2.94, 2.71)","(5.0, 7.4, 6.4)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 95.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:17:54.330986,"(5.0, 7.0, 6.5)","(101.0, 490.0, 290.0)","(2.4, 2.94, 2.71)","(5.0, 7.4, 6.4)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 95.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:17:55.518075,"(5.0, 7.0, 6.5)","(101.0, 490.0, 290.0)","(2.4, 2.94, 2.71)","(5.0, 7.4, 6.4)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 95.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:17:56.747931,"(5.0, 6.8, 6.366666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.94, 2.71)","(5.0, 7.4, 6.4)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 95.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:17:57.988854,"(5.0, 6.8, 6.366666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.94, 2.71)","(5.0, 7.4, 6.4)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 95.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:17:59.436435,"(5.0, 6.8, 6.366666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.94, 2.71)","(5.0, 7.4, 6.4)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 95.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:18:00.803246,"(5.0, 6.8, 6.366666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.94, 2.71)","(5.0, 7.4, 6.4)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 130.0, 90.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:18:02.140949,"(5.0, 6.8, 6.366666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.94, 2.71)","(5.0, 7.4, 6.4)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 120.0, 90.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:18:03.482183,"(5.0, 6.8, 6.366666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.94, 2.71)","(5.0, 7.4, 6.4)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 120.0, 90.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:18:04.806768,"(5.0, 6.8, 6.366666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.94, 2.71)","(5.0, 7.4, 6.4)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 120.0, 90.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:18:06.115034,"(5.0, 6.8, 6.366666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.94, 2.71)","(5.0, 7.4, 6.4)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 120.0, 80.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:18:07.482950,"(5.0, 6.8, 6.366666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.94, 2.71)","(5.0, 7.4, 6.4)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 120.0, 80.0)","(5.5, 8.0, 7.28)"
05-01-2023 13:18:08.698617,"(5.0, 6.8, 6.366666666666666)","(101.0, 490.0, 290.0)","(2.4, 2.94, 2.71)","(5.0, 7.4, 6.4)","(13.0, 20.0, 17.25)","(26.0, 48.0, 45.42857142857143)","(7.0, 99999, 99990)","(51.0, 120.0, 80.0)","(5.5, 8.0, 7.28)"
