,Reggies Brother,Speed Badke,Calder,Muttons Mates,Desleys Girl,White Snake,Moment Of Glory,Aces Up
07-01-2023 19:24:44.697932,"(3.9, 4.4, 4.31219512195122)","(2.9, 3.2, 3.104008016032064)","(5.5, 7.2, 7.062857142857143)","(20.0, 36.0, 31.555555555555557)","(6.0, 8.8, 8.341176470588234)","(8.0, 19.5, 23.076923076923077)","(17.0, 19.5, 17.5)","(11.0, 18.0, 15.23076923076923)"
07-01-2023 19:24:45.803528,"(3.9, 4.4, 4.31219512195122)","(2.9, 3.2, 3.104008016032064)","(5.5, 7.2, 7.093333333333334)","(20.0, 36.0, 31.555555555555557)","(6.0, 8.8, 8.511111111111111)","(8.0, 24.0, 22.833333333333332)","(17.0, 19.5, 17.09259259259259)","(11.0, 18.0, 15.23076923076923)"
07-01-2023 19:24:46.952878,"(3.9, 4.4, 4.31219512195122)","(2.9, 3.4, 3.2541666666666664)","(5.5, 7.2, 7.093333333333334)","(20.0, 36.0, 31.555555555555557)","(6.0, 8.8, 8.526315789473685)","(8.0, 25.0, 24.0)","(17.0, 19.5, 17.089285714285715)","(11.0, 18.0, 15.157894736842106)"
07-01-2023 19:24:48.062388,"(3.9, 4.4, 4.31219512195122)","(2.9, 3.45, 3.438)","(5.5, 7.2, 7.093333333333334)","(20.0, 36.0, 31.555555555555557)","(6.0, 8.8, 8.526315789473685)","(8.0, 25.0, 24.076923076923077)","(17.0, 19.5, 17.089285714285715)","(11.0, 18.0, 15.157894736842106)"
07-01-2023 19:24:49.231855,"(3.9, 4.4, 4.31219512195122)","(2.9, 3.45, 3.3666666666666667)","(5.5, 7.2, 7.093333333333334)","(20.0, 36.0, 31.555555555555557)","(6.0, 8.8, 8.526315789473685)","(8.0, 25.0, 24.076923076923077)","(17.0, 19.5, 17.181818181818183)","(11.0, 18.0, 15.157894736842106)"
07-01-2023 19:24:50.342778,"(3.9, 4.4, 4.31219512195122)","(2.9, 3.45, 3.4250000000000003)","(5.5, 7.2, 7.093333333333334)","(20.0, 36.0, 31.555555555555557)","(6.0, 8.8, 8.618181818181819)","(8.0, 25.0, 23.8)","(17.0, 19.0, 16.727272727272727)","(11.0, 18.0, 15.157894736842106)"
07-01-2023 19:24:51.330071,"(3.9, 4.4, 4.31219512195122)","(2.9, 3.45, 3.417857142857143)","(5.5, 7.2, 7.093333333333334)","(20.0, 36.0, 31.428571428571427)","(6.0, 9.4, 8.945454545454545)","(8.0, 25.0, 23.8)","(17.0, 19.0, 16.727272727272727)","(11.0, 18.0, 15.157894736842106)"
07-01-2023 19:24:52.392565,"(3.9, 4.4, 4.31219512195122)","(2.9, 3.4, 3.3066666666666666)","(5.5, 7.2, 6.7555555555555555)","(20.0, 36.0, 31.428571428571427)","(6.0, 10.0, 8.815384615384614)","(8.0, 25.0, 23.8)","(17.0, 19.0, 16.678571428571427)","(11.0, 18.0, 15.157894736842106)"
07-01-2023 19:24:53.547296,"(3.9, 4.4, 4.31219512195122)","(2.9, 3.4, 3.19)","(5.5, 7.2, 6.977777777777778)","(20.0, 36.0, 31.428571428571427)","(6.0, 9.8, 9.333333333333334)","(8.0, 25.0, 23.75)","(17.0, 19.0, 16.596153846153847)","(11.0, 18.0, 15.157894736842106)"
07-01-2023 19:24:54.863722,"(3.9, 4.4, 4.31219512195122)","(2.9, 3.4, 3.3066666666666666)","(5.5, 7.2, 6.977777777777778)","(20.0, 36.0, 31.428571428571427)","(6.0, 9.8, 9.333333333333334)","(8.0, 25.0, 24.23076923076923)","(17.0, 19.0, 16.685185185185187)","(11.0, 18.0, 15.157894736842106)"
07-01-2023 19:24:55.980902,"(3.9, 4.4, 4.31219512195122)","(2.9, 3.4, 3.26)","(5.5, 7.2, 6.4)","(20.0, 36.0, 31.675675675675677)","(6.0, 9.8, 9.114285714285714)","(8.0, 25.0, 23.0)","(17.0, 19.0, 16.59259259259259)","(11.0, 18.0, 15.157894736842106)"
07-01-2023 19:24:57.108441,"(3.9, 4.4, 4.31219512195122)","(2.9, 3.4, 3.19)","(5.5, 7.2, 6.72)","(20.0, 36.0, 31.675675675675677)","(6.0, 9.8, 9.114285714285714)","(8.0, 25.0, 23.0)","(17.0, 19.0, 16.59259259259259)","(11.0, 18.0, 15.073170731707318)"
07-01-2023 19:24:58.256596,"(3.9, 4.4, 4.302702702702703)","(2.9, 3.4, 3.3066666666666666)","(5.5, 7.2, 6.72)","(20.0, 36.0, 31.675675675675677)","(6.0, 9.8, 9.072727272727272)","(8.0, 25.0, 23.0)","(17.0, 19.0, 16.59259259259259)","(11.0, 18.0, 15.073170731707318)"
07-01-2023 19:24:59.387059,"(3.9, 4.4, 4.302702702702703)","(2.9, 3.4, 3.1462499999999998)","(5.5, 7.2, 6.699999999999999)","(20.0, 36.0, 31.675675675675677)","(6.0, 9.8, 9.072727272727272)","(8.0, 25.0, 23.0)","(17.0, 19.0, 16.59259259259259)","(11.0, 18.0, 15.833333333333334)"
07-01-2023 19:25:00.543484,"(3.9, 4.4, 4.302702702702703)","(2.9, 3.35, 3.131818181818182)","(5.5, 7.2, 6.699999999999999)","(20.0, 36.0, 31.675675675675677)","(6.0, 9.8, 8.527272727272727)","(8.0, 25.0, 23.5)","(17.0, 19.0, 16.59259259259259)","(11.0, 17.5, 16.75)"
07-01-2023 19:25:01.602792,"(3.9, 4.4, 4.302702702702703)","(2.9, 3.3, 3.1809523809523808)","(5.5, 7.2, 6.866666666666666)","(20.0, 36.0, 31.675675675675677)","(6.0, 9.8, 8.527272727272727)","(8.0, 26.0, 23.5)","(17.0, 19.0, 16.59259259259259)","(11.0, 17.0, 16.75)"
07-01-2023 19:25:02.610135,"(3.9, 4.4, 4.305263157894737)","(2.9, 3.25, 3.172222222222222)","(5.5, 7.2, 6.947368421052632)","(20.0, 36.0, 31.675675675675677)","(6.0, 9.8, 8.8)","(8.0, 26.0, 23.5)","(17.0, 19.0, 16.59259259259259)","(11.0, 17.0, 15.0)"
07-01-2023 19:25:03.706858,"(3.9, 4.4, 4.305263157894737)","(2.9, 3.25, 3.1346153846153846)","(5.5, 7.2, 7.022222222222222)","(20.0, 36.0, 31.675675675675677)","(6.0, 9.6, 9.25)","(8.0, 26.0, 23.5)","(17.0, 19.0, 16.59259259259259)","(11.0, 17.0, 15.0)"
07-01-2023 19:25:04.816916,"(3.9, 4.4, 4.3076923076923075)","(2.9, 3.2, 3.178571428571429)","(5.5, 7.2, 7.133333333333334)","(20.0, 36.0, 31.675675675675677)","(6.0, 9.4, 9.25)","(8.0, 26.0, 23.5)","(17.0, 19.0, 16.589285714285715)","(11.0, 17.0, 15.0)"
07-01-2023 19:25:05.850551,"(3.9, 4.4, 4.228571428571429)","(2.9, 3.25, 3.19)","(5.5, 7.2, 7.085714285714285)","(20.0, 36.0, 31.675675675675677)","(6.0, 9.4, 9.25)","(8.0, 26.0, 23.5)","(17.0, 19.0, 16.589285714285715)","(11.0, 17.0, 15.0)"
07-01-2023 19:25:06.935263,"(3.9, 4.4, 4.228571428571429)","(2.9, 3.25, 3.175)","(5.5, 7.2, 7.060869565217391)","(20.0, 36.0, 31.675675675675677)","(6.0, 9.4, 9.25)","(8.0, 26.0, 25.0)","(17.0, 19.0, 16.833333333333332)","(11.0, 17.0, 15.0)"
07-01-2023 19:25:07.992752,"(3.7, 4.3, 4.223809523809524)","(2.7, 3.25, 3.175)","(5.5, 7.2, 6.909090909090909)","(21.0, 36.0, 31.675675675675677)","(6.0, 9.4, 9.25)","(10.0, 26.0, 26.545454545454547)","(15.0, 18.5, 16.833333333333332)","(11.0, 17.0, 15.0)"
07-01-2023 19:25:09.092735,"(3.7, 4.3, 4.2384615384615385)","(2.7, 3.25, 3.19)","(5.5, 7.2, 7.007142857142857)","(21.0, 36.0, 31.675675675675677)","(6.0, 9.4, 9.0)","(10.0, 27.0, 26.545454545454547)","(15.0, 18.5, 16.59090909090909)","(11.0, 17.0, 15.0)"
07-01-2023 19:25:10.121309,"(3.7, 4.3, 4.25)","(2.7, 3.25, 3.175)","(5.5, 7.2, 7.05)","(21.0, 36.0, 31.675675675675677)","(6.0, 9.4, 9.0)","(10.0, 27.0, 26.545454545454547)","(15.0, 18.5, 16.59090909090909)","(11.0, 17.0, 15.0)"
07-01-2023 19:25:11.270057,"(3.7, 4.3, 4.25)","(2.7, 3.25, 3.1375)","(5.5, 7.2, 7.056)","(21.0, 36.0, 31.384615384615383)","(6.0, 9.4, 8.733333333333334)","(10.0, 27.0, 26.545454545454547)","(15.0, 18.5, 16.5625)","(11.0, 17.0, 15.0)"
07-01-2023 19:25:12.363169,"(3.7, 4.3, 4.25)","(2.7, 3.25, 3.16)","(5.5, 7.2, 7.056)","(21.0, 36.0, 31.714285714285715)","(6.0, 9.4, 8.7)","(10.0, 27.0, 26.545454545454547)","(15.0, 18.5, 16.5625)","(11.0, 17.0, 15.0)"
07-01-2023 19:25:13.547361,"(3.7, 4.3, 4.25)","(2.7, 3.25, 3.16)","(5.5, 7.2, 6.872727272727273)","(21.0, 36.0, 32.36363636363637)","(6.0, 9.4, 8.706666666666667)","(10.0, 27.0, 26.545454545454547)","(15.0, 18.5, 16.5625)","(11.0, 17.0, 15.0)"
07-01-2023 19:25:14.722078,"(3.7, 4.3, 4.25)","(2.8, 3.25, 3.16)","(5.5, 7.2, 6.988235294117647)","(21.0, 36.0, 32.36363636363637)","(6.0, 9.4, 8.706666666666667)","(10.0, 27.0, 21.357142857142858)","(15.0, 18.5, 16.560606060606062)","(11.0, 17.0, 15.0)"
07-01-2023 19:25:15.803617,"(3.7, 4.6, 4.587272727272727)","(2.8, 3.25, 3.1724137931034484)","(5.5, 7.2, 6.872727272727273)","(21.0, 36.0, 32.36363636363637)","(6.0, 9.4, 8.706666666666667)","(10.0, 22.0, 19.545454545454547)","(15.0, 18.5, 16.566666666666666)","(11.0, 17.0, 15.0)"
07-01-2023 19:25:16.855763,"(3.7, 4.6, 4.473684210526316)","(2.8, 3.25, 3.16)","(5.5, 7.2, 6.872727272727273)","(21.0, 36.0, 32.36363636363637)","(6.0, 9.4, 8.706666666666667)","(10.0, 22.0, 19.0)","(15.0, 18.5, 16.566666666666666)","(11.0, 17.0, 15.0)"
07-01-2023 19:25:17.859857,"(3.7, 4.6, 4.466666666666667)","(2.8, 3.25, 3.16)","(5.5, 7.2, 7.010526315789473)","(21.0, 36.0, 32.36363636363637)","(6.0, 9.4, 8.186666666666667)","(10.0, 21.0, 18.714285714285715)","(15.0, 18.5, 16.566666666666666)","(11.0, 17.0, 15.0)"
07-01-2023 19:25:18.930847,"(3.7, 4.6, 4.466666666666667)","(2.8, 3.25, 3.15625)","(5.5, 7.2, 6.942857142857143)","(21.0, 36.0, 32.36363636363637)","(6.0, 9.4, 8.186666666666667)","(10.0, 19.0, 19.22222222222222)","(15.0, 18.5, 16.566666666666666)","(11.0, 17.0, 15.0)"
07-01-2023 19:25:19.993407,"(3.7, 4.6, 4.466666666666667)","(2.8, 3.25, 3.1785714285714284)","(5.5, 7.2, 6.942857142857143)","(21.0, 36.0, 32.36363636363637)","(6.0, 9.4, 8.6)","(10.0, 19.5, 19.22222222222222)","(15.0, 18.5, 16.566666666666666)","(11.0, 17.0, 15.0)"
07-01-2023 19:25:21.102804,"(3.7, 4.6, 4.508333333333333)","(2.8, 3.25, 3.19)","(5.5, 7.2, 6.942857142857143)","(21.0, 36.0, 32.36363636363637)","(6.0, 9.4, 8.6)","(10.0, 19.5, 19.22222222222222)","(15.0, 18.5, 16.566666666666666)","(11.0, 17.0, 15.0)"
07-01-2023 19:25:22.218111,"(3.7, 4.5, 4.444444444444445)","(2.8, 3.25, 3.15)","(5.5, 7.2, 7.11578947368421)","(21.0, 36.0, 32.8421052631579)","(6.0, 9.4, 8.879999999999999)","(10.0, 19.5, 19.321428571428573)","(15.0, 18.5, 17.064102564102566)","(11.0, 17.0, 15.263157894736842)"
07-01-2023 19:25:23.414400,"(3.7, 4.5, 4.366666666666666)","(2.8, 3.25, 3.15)","(5.5, 7.2, 7.386666666666667)","(21.0, 36.0, 32.8421052631579)","(6.0, 9.4, 8.723076923076922)","(10.0, 19.5, 19.321428571428573)","(15.0, 18.5, 17.051724137931036)","(11.0, 17.0, 15.263157894736842)"
07-01-2023 19:25:24.639025,"(3.7, 4.4, 4.366666666666667)","(2.8, 3.25, 3.16375)","(5.5, 7.6, 7.288)","(21.0, 36.0, 32.8421052631579)","(6.0, 9.4, 8.914285714285715)","(10.0, 19.5, 20.3)","(15.0, 18.5, 17.466666666666665)","(11.0, 17.0, 15.75)"
07-01-2023 19:25:25.743317,"(3.7, 4.7, 4.687857142857143)","(2.8, 3.25, 3.16375)","(5.5, 7.4, 7.288)","(21.0, 36.0, 32.8421052631579)","(6.0, 9.2, 8.688888888888888)","(10.0, 21.0, 20.57142857142857)","(15.0, 18.5, 17.466666666666665)","(11.0, 16.5, 15.5)"
07-01-2023 19:25:26.778674,"(3.8, 4.7, 4.656410256410257)","(2.8, 3.2, 3.134375)","(5.5, 7.4, 7.288)","(21.0, 36.0, 32.8421052631579)","(6.0, 9.0, 8.74736842105263)","(10.0, 21.0, 18.5)","(15.0, 18.5, 17.466666666666665)","(11.0, 16.0, 15.34375)"
07-01-2023 19:25:27.847986,"(3.8, 4.8, 4.712195121951219)","(2.8, 3.15, 3.122)","(5.5, 7.4, 7.173333333333334)","(21.0, 36.0, 32.8421052631579)","(6.0, 9.0, 8.435294117647059)","(10.0, 21.0, 19.846153846153847)","(15.0, 18.5, 17.456521739130434)","(11.0, 16.0, 15.61111111111111)"
07-01-2023 19:25:28.994980,"(3.8, 4.7, 4.642857142857142)","(2.8, 3.15, 3.1086206896551722)","(5.5, 7.2, 7.1466666666666665)","(21.0, 36.0, 32.8421052631579)","(6.0, 9.0, 8.4)","(10.0, 21.0, 19.125)","(15.0, 18.5, 17.47872340425532)","(11.0, 16.0, 15.423076923076923)"
07-01-2023 19:25:30.101336,"(3.8, 4.7, 4.64)","(2.8, 3.15, 3.1086206896551722)","(5.5, 7.2, 7.1466666666666665)","(21.0, 36.0, 32.8421052631579)","(6.0, 9.0, 8.4)","(10.0, 21.0, 19.125)","(15.0, 18.5, 17.47872340425532)","(11.0, 16.0, 15.35483870967742)"
07-01-2023 19:25:31.228276,"(3.8, 4.7, 4.64)","(2.8, 3.15, 3.1086206896551722)","(5.5, 7.2, 7.111111111111111)","(21.0, 36.0, 32.8421052631579)","(6.0, 9.0, 8.466666666666667)","(10.0, 21.0, 20.375)","(15.0, 18.5, 17.52325581395349)","(11.0, 16.0, 15.35483870967742)"
07-01-2023 19:25:32.324737,"(3.8, 4.7, 4.64)","(2.8, 3.15, 3.1086206896551722)","(5.5, 7.2, 7.111111111111111)","(21.0, 36.0, 32.8421052631579)","(6.0, 9.0, 8.466666666666667)","(10.0, 21.0, 20.375)","(15.0, 18.5, 17.52325581395349)","(11.0, 16.0, 15.35483870967742)"
07-01-2023 19:25:33.471108,"(3.8, 4.7, 4.627586206896551)","(2.8, 3.15, 3.1086206896551722)","(5.5, 7.2, 6.985714285714286)","(21.0, 36.0, 32.8421052631579)","(6.0, 9.0, 8.466666666666667)","(10.0, 21.0, 20.40909090909091)","(15.0, 18.5, 17.52325581395349)","(11.0, 16.0, 15.35483870967742)"
07-01-2023 19:25:34.563046,"(3.8, 4.6, 4.522222222222222)","(2.8, 3.15, 3.1086206896551722)","(5.5, 7.2, 7.090909090909091)","(21.0, 36.0, 32.8421052631579)","(6.0, 9.0, 8.582608695652175)","(10.0, 22.0, 20.115384615384617)","(15.0, 18.5, 17.52325581395349)","(11.0, 16.0, 15.35483870967742)"
07-01-2023 19:25:35.637277,"(3.8, 4.6, 4.522222222222222)","(2.8, 3.15, 3.1086206896551722)","(5.5, 7.2, 7.090909090909091)","(21.0, 36.0, 32.8421052631579)","(6.0, 9.0, 8.466666666666667)","(10.0, 22.0, 18.9375)","(15.0, 18.5, 17.576923076923077)","(11.0, 16.0, 15.35483870967742)"
07-01-2023 19:25:36.712073,"(3.8, 4.6, 4.519230769230769)","(2.7, 3.2, 3.166666666666667)","(5.5, 7.0, 6.975)","(21.0, 36.0, 32.8421052631579)","(6.0, 9.0, 8.542857142857143)","(10.0, 22.0, 18.733333333333334)","(15.0, 18.5, 17.576923076923077)","(11.0, 16.0, 15.35483870967742)"
07-01-2023 19:25:37.807545,"(3.8, 4.6, 4.52)","(2.7, 3.25, 3.147727272727273)","(5.5, 7.0, 6.98)","(21.0, 36.0, 32.8421052631579)","(6.0, 9.0, 8.35)","(10.0, 22.0, 19.529411764705884)","(15.0, 18.5, 17.576923076923077)","(11.0, 16.0, 15.35483870967742)"
07-01-2023 19:25:38.975877,"(3.8, 4.6, 4.52)","(2.7, 3.25, 3.1525)","(5.5, 7.0, 6.961904761904762)","(21.0, 36.0, 32.8421052631579)","(6.0, 8.8, 8.379999999999999)","(10.0, 22.0, 20.25)","(15.0, 18.5, 17.576923076923077)","(11.0, 16.0, 15.35483870967742)"
07-01-2023 19:25:40.076297,"(3.8, 4.6, 4.5058823529411764)","(2.7, 3.25, 3.1525)","(5.5, 7.0, 6.961904761904762)","(21.0, 36.0, 32.91891891891892)","(6.0, 8.6, 8.450000000000001)","(10.0, 22.0, 20.363636363636363)","(15.0, 18.5, 17.833333333333332)","(11.0, 16.0, 14.7)"
07-01-2023 19:25:41.161919,"(3.8, 4.6, 4.504545454545455)","(2.7, 3.25, 3.169)","(5.5, 7.2, 7.0)","(21.0, 36.0, 33.21951219512195)","(6.0, 8.8, 8.533333333333333)","(10.0, 22.0, 20.47826086956522)","(15.0, 18.0, 17.8)","(11.0, 15.0, 14.208333333333334)"
07-01-2023 19:25:42.191671,"(3.8, 4.6, 4.504545454545455)","(2.7, 3.25, 3.1825)","(5.5, 7.2, 7.035294117647059)","(21.0, 36.0, 33.21951219512195)","(6.0, 8.8, 8.450000000000001)","(10.0, 22.0, 20.703703703703702)","(15.0, 18.0, 17.8)","(11.0, 14.5, 14.61111111111111)"
07-01-2023 19:25:43.241675,"(3.8, 4.5, 4.391228070175439)","(2.7, 3.25, 3.165625)","(5.5, 7.4, 7.257142857142857)","(21.0, 36.0, 33.21951219512195)","(6.0, 9.0, 8.4375)","(10.0, 22.0, 20.703703703703702)","(15.0, 18.0, 17.666666666666668)","(11.0, 15.0, 14.65)"
07-01-2023 19:25:44.312305,"(3.8, 4.4, 4.386666666666667)","(2.7, 3.25, 3.1866666666666665)","(5.5, 7.2, 6.966666666666667)","(21.0, 36.0, 33.21951219512195)","(6.0, 9.0, 8.446153846153846)","(10.0, 22.0, 20.703703703703702)","(15.0, 18.0, 18.875)","(11.0, 15.0, 14.03448275862069)"
07-01-2023 19:25:45.420585,"(3.8, 4.5, 4.355813953488372)","(2.7, 3.25, 3.2416666666666667)","(5.5, 7.2, 7.04)","(21.0, 36.0, 33.21951219512195)","(6.0, 9.0, 8.54782608695652)","(10.0, 22.0, 20.703703703703702)","(15.0, 20.0, 19.357142857142858)","(11.0, 15.0, 14.03448275862069)"
07-01-2023 19:25:46.561639,"(3.8, 4.5, 4.3585365853658535)","(2.7, 3.25, 3.188095238095238)","(5.5, 7.2, 7.0)","(21.0, 36.0, 33.21951219512195)","(6.0, 9.0, 8.54782608695652)","(10.0, 22.0, 20.818181818181817)","(15.0, 20.0, 19.307692307692307)","(11.0, 15.0, 14.03448275862069)"
07-01-2023 19:25:47.753745,"(3.8, 4.5, 4.355813953488372)","(2.7, 3.25, 3.188095238095238)","(5.5, 7.2, 6.825)","(21.0, 36.0, 33.21951219512195)","(6.0, 9.0, 8.507692307692308)","(10.0, 22.0, 20.470588235294116)","(15.0, 20.0, 19.454545454545453)","(11.0, 15.0, 14.03448275862069)"
07-01-2023 19:25:48.993299,"(3.8, 4.5, 4.3533333333333335)","(2.7, 3.25, 3.188095238095238)","(5.5, 7.2, 6.825)","(21.0, 36.0, 33.21951219512195)","(6.0, 9.0, 8.63076923076923)","(10.0, 22.0, 20.470588235294116)","(15.0, 20.0, 19.11111111111111)","(11.0, 15.0, 14.03448275862069)"
07-01-2023 19:25:50.160896,"(3.8, 4.5, 4.3510638297872335)","(2.7, 3.25, 3.188095238095238)","(5.5, 7.2, 6.93)","(21.0, 36.0, 33.21951219512195)","(6.0, 9.0, 8.63076923076923)","(10.0, 22.0, 20.818181818181817)","(15.0, 20.0, 19.11111111111111)","(11.0, 15.0, 14.03448275862069)"
07-01-2023 19:25:51.251778,"(3.8, 4.5, 4.3510638297872335)","(2.7, 3.25, 3.1863636363636365)","(5.5, 7.2, 6.925)","(21.0, 36.0, 33.21951219512195)","(6.0, 9.0, 8.63076923076923)","(10.0, 22.0, 20.470588235294116)","(15.0, 20.0, 19.454545454545453)","(11.0, 15.0, 14.03448275862069)"
07-01-2023 19:25:52.323744,"(3.8, 4.5, 4.3510638297872335)","(2.7, 3.3, 3.198)","(5.5, 7.2, 6.954545454545454)","(21.0, 36.0, 33.21951219512195)","(6.0, 9.0, 8.63076923076923)","(10.0, 22.0, 20.470588235294116)","(15.0, 20.0, 19.454545454545453)","(11.0, 15.0, 14.03448275862069)"
07-01-2023 19:25:53.449218,"(3.8, 4.5, 4.3510638297872335)","(2.7, 3.2, 3.1708333333333334)","(5.5, 7.0, 6.946666666666666)","(21.0, 36.0, 33.21951219512195)","(6.0, 9.0, 8.63076923076923)","(10.0, 22.0, 20.818181818181817)","(15.0, 20.0, 19.307692307692307)","(11.0, 14.5, 14.185714285714285)"
07-01-2023 19:25:54.606854,"(3.8, 4.5, 4.3510638297872335)","(2.7, 3.2, 3.1454545454545455)","(5.5, 7.0, 6.963636363636364)","(21.0, 36.0, 33.21951219512195)","(6.0, 9.0, 8.63076923076923)","(10.0, 22.0, 20.470588235294116)","(15.0, 20.0, 19.454545454545453)","(11.0, 14.5, 13.96)"
07-01-2023 19:25:55.743832,"(3.8, 4.5, 4.359259259259259)","(2.7, 3.2, 3.148936170212766)","(5.5, 7.2, 7.032258064516129)","(21.0, 36.0, 33.21951219512195)","(6.0, 9.0, 8.714285714285714)","(10.0, 22.0, 20.470588235294116)","(15.0, 20.0, 19.11111111111111)","(11.0, 14.5, 13.96)"
07-01-2023 19:25:56.862265,"(3.8, 4.5, 4.359259259259259)","(2.7, 3.2, 3.145098039215686)","(5.5, 7.2, 6.9523809523809526)","(21.0, 36.0, 33.21951219512195)","(6.0, 9.2, 8.861538461538462)","(10.0, 22.0, 20.470588235294116)","(15.0, 20.0, 19.11111111111111)","(11.0, 14.5, 13.925531914893616)"
07-01-2023 19:25:58.028425,"(3.8, 4.5, 4.359259259259259)","(2.7, 3.2, 3.145098039215686)","(5.5, 7.2, 6.9523809523809526)","(21.0, 36.0, 33.21951219512195)","(6.5, 9.2, 8.988235294117647)","(10.0, 22.0, 20.818181818181817)","(16.0, 20.0, 19.11111111111111)","(11.0, 14.5, 13.9375)"
07-01-2023 19:25:59.213647,"(3.7, 4.4, 4.323404255319149)","(2.7, 3.2, 3.148936170212766)","(5.5, 7.0, 6.9904761904761905)","(21.0, 36.0, 32.63414634146341)","(6.5, 9.2, 9.200000000000001)","(10.0, 22.0, 20.916666666666668)","(16.0, 20.0, 19.11111111111111)","(11.0, 14.5, 13.9375)"
07-01-2023 19:26:00.330720,"(3.7, 4.4, 4.32)","(2.7, 3.2, 3.148936170212766)","(5.5, 7.2, 6.9904761904761905)","(21.0, 36.0, 32.63414634146341)","(6.5, 9.4, 9.1)","(10.0, 22.0, 20.916666666666668)","(16.0, 20.0, 19.11111111111111)","(11.0, 14.5, 13.9375)"
07-01-2023 19:26:01.447583,"(3.7, 4.4, 4.3100000000000005)","(2.7, 3.2, 3.148936170212766)","(5.5, 7.2, 7.0181818181818185)","(21.0, 36.0, 32.63414634146341)","(6.5, 9.2, 9.1)","(10.0, 22.0, 20.916666666666668)","(16.0, 20.0, 19.11111111111111)","(11.0, 14.5, 13.9375)"
07-01-2023 19:26:02.636262,"(3.7, 4.4, 4.3100000000000005)","(2.7, 3.2, 3.148936170212766)","(5.5, 7.2, 7.0181818181818185)","(21.0, 36.0, 32.63414634146341)","(6.5, 9.2, 9.133333333333333)","(10.0, 22.0, 20.785714285714285)","(16.0, 20.0, 19.11111111111111)","(11.0, 14.5, 14.052631578947368)"
07-01-2023 19:26:03.904879,"(3.7, 4.4, 4.3100000000000005)","(2.7, 3.2, 3.153846153846154)","(5.5, 7.2, 6.9904761904761905)","(21.0, 36.0, 32.63414634146341)","(6.5, 9.2, 9.16)","(10.0, 22.0, 20.785714285714285)","(16.0, 20.0, 19.11111111111111)","(11.0, 14.5, 14.052631578947368)"
07-01-2023 19:26:05.194231,"(3.7, 4.4, 4.316279069767442)","(2.7, 3.2, 3.154901960784314)","(5.5, 7.2, 6.88421052631579)","(21.0, 36.0, 32.63414634146341)","(6.5, 9.2, 8.968421052631578)","(10.0, 22.0, 20.9375)","(16.0, 20.0, 19.428571428571427)","(11.0, 14.5, 13.872093023255815)"
07-01-2023 19:26:06.433151,"(3.7, 4.4, 4.339130434782609)","(2.7, 3.2, 3.16)","(5.5, 7.2, 7.0)","(21.0, 36.0, 32.714285714285715)","(6.5, 9.0, 8.86)","(10.0, 22.0, 20.9375)","(16.0, 20.0, 19.428571428571427)","(11.0, 14.5, 13.91304347826087)"
07-01-2023 19:26:07.582744,"(3.7, 4.4, 4.303225806451613)","(2.7, 3.25, 3.19)","(5.5, 7.2, 6.825)","(21.0, 36.0, 32.714285714285715)","(6.5, 9.2, 8.89090909090909)","(10.0, 22.0, 20.9375)","(16.0, 20.0, 19.36842105263158)","(11.0, 14.5, 13.91304347826087)"
07-01-2023 19:26:08.818804,"(3.7, 4.4, 4.318518518518519)","(2.7, 3.25, 3.206818181818182)","(5.5, 7.2, 6.9)","(21.0, 36.0, 32.714285714285715)","(6.5, 9.0, 8.875862068965517)","(10.0, 22.0, 20.9375)","(16.0, 20.0, 19.217391304347824)","(11.0, 14.5, 13.922222222222222)"
07-01-2023 19:26:10.018236,"(3.7, 4.4, 4.331250000000001)","(2.7, 3.25, 3.2)","(5.5, 7.2, 6.96)","(21.0, 36.0, 32.714285714285715)","(6.5, 9.0, 8.857142857142858)","(10.0, 22.0, 20.9375)","(16.0, 20.0, 19.36842105263158)","(11.0, 14.5, 13.9)"
07-01-2023 19:26:11.262442,"(3.6, 4.4, 4.331250000000001)","(2.7, 3.25, 3.2)","(6.0, 7.0, 6.788235294117647)","(21.0, 36.0, 32.63414634146341)","(6.5, 9.0, 8.856)","(11.0, 22.0, 21.02857142857143)","(16.0, 20.0, 19.36842105263158)","(11.0, 14.5, 13.909090909090908)"
07-01-2023 19:26:12.511515,"(3.6, 4.4, 4.331250000000001)","(2.7, 3.3, 3.216666666666667)","(6.0, 7.0, 6.810526315789474)","(21.0, 36.0, 32.166666666666664)","(6.5, 9.0, 8.904761904761905)","(11.0, 22.0, 21.02857142857143)","(16.0, 20.0, 19.36842105263158)","(11.0, 14.5, 13.909090909090908)"
07-01-2023 19:26:13.781188,"(3.6, 4.4, 4.331250000000001)","(2.7, 3.25, 3.2282608695652173)","(6.0, 7.0, 6.9714285714285715)","(21.0, 36.0, 34.23076923076923)","(6.5, 9.0, 9.05)","(11.0, 22.0, 21.02857142857143)","(16.0, 20.0, 19.36842105263158)","(11.0, 14.5, 13.918604651162791)"
07-01-2023 19:26:15.058003,"(3.6, 4.4, 4.265000000000001)","(2.7, 3.15, 3.1161764705882353)","(6.0, 7.0, 6.9714285714285715)","(21.0, 36.0, 32.19047619047619)","(6.5, 9.2, 9.347368421052632)","(11.0, 22.0, 21.02857142857143)","(16.0, 20.0, 19.333333333333332)","(11.0, 14.5, 14.31578947368421)"
