,Jupiter,Hozier Monelli,Ripple Raider,Lost Signal,Fernvale Flash,Here Wolfe
12-01-2023 18:11:28.417271,"(2.8, 3.35, 3.17)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.751724137931035)","(81.0, 490.0, 345.0)","(2.8, 3.35, 3.2363636363636363)"
12-01-2023 18:11:29.590451,"(2.8, 3.3, 3.1157894736842104)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.751724137931035)","(81.0, 490.0, 350.0)","(2.8, 3.35, 3.2363636363636363)"
12-01-2023 18:11:30.625974,"(2.8, 3.3, 3.1068181818181815)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.751724137931035)","(81.0, 490.0, 306.6666666666667)","(2.8, 3.35, 3.2363636363636363)"
12-01-2023 18:11:31.759458,"(2.8, 3.3, 3.1068181818181815)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.756603773584906)","(81.0, 500.0, 325.0)","(2.8, 3.35, 3.2363636363636363)"
12-01-2023 18:11:32.921453,"(2.8, 3.3, 3.1068181818181815)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.756603773584906)","(81.0, 450.0, 325.0)","(2.8, 3.35, 3.2363636363636363)"
12-01-2023 18:11:34.164912,"(2.8, 3.3, 3.1068181818181815)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.756603773584906)","(81.0, 450.0, 325.0)","(2.8, 3.35, 3.2363636363636363)"
12-01-2023 18:11:35.454786,"(2.8, 3.3, 3.1068181818181815)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.6, 6.2, 5.756603773584906)","(81.0, 450.0, 320.0)","(2.8, 3.35, 3.2363636363636363)"
12-01-2023 18:11:36.764644,"(2.8, 3.25, 3.189473684210526)","(4.4, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.6, 6.2, 5.756603773584906)","(81.0, 440.0, 320.0)","(2.8, 3.35, 3.2363636363636363)"
12-01-2023 18:11:37.854048,"(2.8, 3.3, 3.189473684210526)","(4.4, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.6, 6.2, 5.756603773584906)","(81.0, 440.0, 320.0)","(2.8, 3.35, 3.2363636363636363)"
12-01-2023 18:11:39.124657,"(2.8, 3.3, 3.189473684210526)","(4.4, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.6, 6.2, 5.756603773584906)","(81.0, 440.0, 320.0)","(2.8, 3.35, 3.175)"
12-01-2023 18:11:40.180472,"(2.8, 3.3, 3.176470588235294)","(4.4, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.6, 6.2, 5.756603773584906)","(81.0, 440.0, 320.0)","(2.8, 3.3, 3.1375)"
12-01-2023 18:11:41.284278,"(2.8, 3.3, 3.1687499999999997)","(4.4, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.6, 6.2, 5.756603773584906)","(81.0, 440.0, 320.0)","(2.8, 3.3, 3.1375)"
12-01-2023 18:11:42.326147,"(2.8, 3.25, 3.216666666666667)","(4.4, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.6, 6.2, 5.756603773584906)","(81.0, 440.0, 320.0)","(2.8, 3.3, 3.146153846153846)"
12-01-2023 18:11:43.445492,"(2.8, 3.3, 3.1157894736842104)","(4.4, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.6, 6.2, 5.756603773584906)","(81.0, 440.0, 320.0)","(2.8, 3.3, 3.146153846153846)"
12-01-2023 18:11:44.583813,"(2.8, 3.3, 3.1157894736842104)","(4.4, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.6, 6.2, 5.756603773584906)","(81.0, 440.0, 320.0)","(2.8, 3.3, 3.146153846153846)"
12-01-2023 18:11:45.718929,"(2.8, 3.3, 3.1157894736842104)","(4.4, 5.9, 5.82)","(31.0, 46.0, 38.0)","(3.6, 6.2, 5.756603773584906)","(81.0, 440.0, 310.0)","(2.8, 3.3, 3.146153846153846)"
12-01-2023 18:11:46.751469,"(2.8, 3.3, 3.1157894736842104)","(4.4, 5.9, 5.833333333333334)","(31.0, 46.0, 38.0)","(3.6, 6.2, 5.756603773584906)","(81.0, 440.0, 310.0)","(2.8, 3.3, 3.146153846153846)"
12-01-2023 18:11:47.808360,"(2.8, 3.3, 3.1157894736842104)","(4.4, 5.9, 5.833333333333334)","(31.0, 46.0, 38.0)","(3.6, 6.2, 5.756603773584906)","(81.0, 440.0, 310.0)","(2.8, 3.3, 3.146153846153846)"
12-01-2023 18:11:48.869154,"(2.8, 3.3, 3.1157894736842104)","(4.4, 5.9, 5.816666666666667)","(31.0, 46.0, 38.0)","(3.6, 6.2, 5.756603773584906)","(81.0, 500.0, 286.6666666666667)","(2.8, 3.3, 3.146153846153846)"
12-01-2023 18:11:49.811467,"(2.8, 3.3, 3.1157894736842104)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.2, 5.756603773584906)","(81.0, 490.0, 335.0)","(2.8, 3.3, 3.146153846153846)"
12-01-2023 18:11:50.890450,"(2.8, 3.3, 3.1157894736842104)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.2, 5.756603773584906)","(81.0, 490.0, 335.0)","(2.8, 3.3, 3.146153846153846)"
12-01-2023 18:11:52.105765,"(2.8, 3.3, 3.1157894736842104)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.2, 5.756603773584906)","(81.0, 490.0, 335.0)","(2.8, 3.3, 3.146153846153846)"
12-01-2023 18:11:53.145764,"(2.8, 3.3, 3.1157894736842104)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.2, 5.756603773584906)","(81.0, 490.0, 335.0)","(2.8, 3.3, 3.146153846153846)"
12-01-2023 18:11:54.262541,"(2.8, 3.3, 3.1157894736842104)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.2, 5.756603773584906)","(81.0, 490.0, 335.0)","(2.8, 3.3, 3.146153846153846)"
12-01-2023 18:11:55.310412,"(2.8, 3.3, 3.1157894736842104)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.2, 5.756603773584906)","(81.0, 490.0, 335.0)","(2.8, 3.3, 3.146153846153846)"
12-01-2023 18:11:56.451687,"(2.8, 3.3, 3.001333333333333)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.2, 5.805882352941176)","(81.0, 490.0, 335.0)","(2.8, 3.3, 3.1787878787878787)"
12-01-2023 18:11:57.492135,"(2.8, 3.3, 3.2125)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.805882352941176)","(81.0, 490.0, 335.0)","(2.8, 3.3, 3.1787878787878787)"
12-01-2023 18:11:58.551624,"(2.8, 3.3, 3.2125)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.764285714285714)","(81.0, 440.0, 320.0)","(2.8, 3.3, 3.1666666666666665)"
12-01-2023 18:11:59.708269,"(2.8, 3.3, 3.2125)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.764285714285714)","(81.0, 440.0, 246.66666666666666)","(2.8, 3.3, 3.242857142857143)"
12-01-2023 18:12:00.949930,"(2.8, 3.3, 3.2125)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.764285714285714)","(81.0, 480.0, 315.0)","(2.8, 3.3, 3.2529411764705882)"
12-01-2023 18:12:02.055452,"(2.8, 3.3, 3.2125)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.764285714285714)","(81.0, 430.0, 315.0)","(2.8, 3.3, 3.2529411764705882)"
12-01-2023 18:12:03.017865,"(2.8, 3.3, 3.2125)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.764285714285714)","(81.0, 430.0, 315.0)","(2.8, 3.3, 3.2529411764705882)"
12-01-2023 18:12:04.005493,"(2.8, 3.3, 3.2125)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.764285714285714)","(81.0, 430.0, 315.0)","(2.8, 3.3, 3.2529411764705882)"
12-01-2023 18:12:05.005194,"(2.8, 3.3, 3.2125)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.714516129032258)","(81.0, 430.0, 315.0)","(2.8, 3.3, 3.2529411764705882)"
12-01-2023 18:12:05.952772,"(2.8, 3.3, 3.091304347826087)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.714516129032258)","(81.0, 430.0, 315.0)","(2.8, 3.3, 3.2529411764705882)"
12-01-2023 18:12:07.111131,"(2.8, 3.3, 3.1043478260869564)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(81.0, 430.0, 315.0)","(2.8, 3.3, 3.2529411764705882)"
12-01-2023 18:12:08.170356,"(2.8, 3.3, 3.1043478260869564)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(81.0, 430.0, 315.0)","(2.8, 3.3, 3.2529411764705882)"
12-01-2023 18:12:09.177068,"(2.8, 3.25, 3.0954545454545452)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(81.0, 430.0, 315.0)","(2.8, 3.3, 3.2529411764705882)"
12-01-2023 18:12:10.178135,"(2.8, 3.25, 3.088461538461538)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(81.0, 430.0, 315.0)","(2.8, 3.3, 3.2529411764705882)"
12-01-2023 18:12:11.182098,"(2.8, 3.25, 3.088461538461538)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(81.0, 430.0, 315.0)","(2.8, 3.3, 3.2529411764705882)"
12-01-2023 18:12:12.042127,"(2.8, 3.25, 3.088461538461538)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(81.0, 430.0, 315.0)","(2.8, 3.3, 3.2529411764705882)"
12-01-2023 18:12:13.066864,"(2.8, 3.25, 3.1672413793103447)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(81.0, 480.0, 320.0)","(2.8, 3.3, 3.2529411764705882)"
12-01-2023 18:12:14.220161,"(2.8, 3.25, 3.1738095238095236)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(81.0, 470.0, 335.0)","(2.8, 3.3, 3.2529411764705882)"
12-01-2023 18:12:15.281685,"(2.8, 3.25, 3.1657894736842103)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(81.0, 470.0, 335.0)","(2.8, 3.3, 3.2529411764705882)"
12-01-2023 18:12:16.361504,"(2.8, 3.25, 3.1666666666666665)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(81.0, 470.0, 335.0)","(2.8, 3.3, 3.2529411764705882)"
12-01-2023 18:12:17.608741,"(2.8, 3.2, 3.1)","(4.4, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(81.0, 470.0, 335.0)","(2.8, 3.3, 3.2529411764705882)"
12-01-2023 18:12:18.791724,"(2.9, 3.2, 3.1)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(91.0, 470.0, 335.0)","(2.8, 3.3, 3.264705882352941)"
12-01-2023 18:12:19.722561,"(2.9, 3.25, 3.1184210526315788)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(91.0, 470.0, 335.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:20.801814,"(2.9, 3.25, 3.1363636363636362)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(91.0, 470.0, 335.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:21.848556,"(2.9, 3.25, 3.1538461538461537)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(91.0, 470.0, 335.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:22.858131,"(2.9, 3.25, 3.1184210526315788)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(91.0, 470.0, 335.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:23.845578,"(2.9, 3.25, 3.09375)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(91.0, 430.0, 320.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:24.878704,"(2.9, 3.25, 3.1375)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(91.0, 430.0, 320.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:25.890341,"(2.9, 3.25, 3.1375)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(91.0, 430.0, 320.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:26.838525,"(2.9, 3.25, 3.1375)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(91.0, 430.0, 320.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:27.860173,"(2.9, 3.25, 3.1375)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(91.0, 420.0, 315.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:28.995795,"(2.9, 3.25, 3.1375)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(91.0, 420.0, 315.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:30.133742,"(2.9, 3.25, 3.1375)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(91.0, 420.0, 315.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:31.215780,"(2.9, 3.25, 3.1375)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(91.0, 420.0, 315.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:32.216115,"(2.9, 3.25, 3.2125000000000004)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(91.0, 420.0, 315.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:33.234540,"(2.9, 3.25, 3.23125)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 38.0)","(3.6, 6.0, 5.725714285714286)","(91.0, 420.0, 315.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:34.221039,"(2.9, 3.25, 3.23125)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 37.0)","(3.6, 6.0, 5.725714285714286)","(91.0, 420.0, 315.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:35.217788,"(2.9, 3.25, 3.23125)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 37.0)","(3.6, 6.0, 5.725714285714286)","(91.0, 420.0, 315.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:36.286460,"(2.9, 3.25, 3.23125)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 37.0)","(3.6, 6.0, 5.725714285714286)","(91.0, 420.0, 315.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:37.359310,"(2.9, 3.25, 3.23125)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 37.0)","(3.6, 6.0, 5.725714285714286)","(91.0, 420.0, 315.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:38.209889,"(2.9, 3.25, 3.183333333333333)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 37.0)","(3.6, 6.0, 5.725714285714286)","(91.0, 420.0, 315.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:39.239747,"(2.9, 3.3, 3.275)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.785714285714286)","(91.0, 480.0, 335.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:40.293010,"(2.9, 3.35, 3.275)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.785714285714286)","(91.0, 470.0, 335.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:41.390591,"(2.9, 3.35, 3.275)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.785714285714286)","(91.0, 470.0, 335.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:42.544381,"(2.9, 3.35, 3.275)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.785714285714286)","(91.0, 470.0, 335.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:43.677174,"(2.9, 3.35, 3.21875)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.785714285714286)","(91.0, 470.0, 221.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:44.703904,"(2.9, 3.2, 3.122727272727273)","(4.6, 5.9, 5.8375)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.754545454545455)","(91.0, 410.0, 225.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:45.732677,"(2.9, 3.2, 3.122727272727273)","(4.6, 5.9, 5.858333333333333)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.754545454545455)","(91.0, 400.0, 225.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:46.676058,"(2.9, 3.2, 3.122727272727273)","(4.6, 5.9, 5.858333333333333)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.754545454545455)","(91.0, 400.0, 241.66666666666666)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:47.771305,"(2.9, 3.2, 3.122727272727273)","(4.6, 5.9, 5.858333333333333)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.754545454545455)","(91.0, 400.0, 295.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:49.026887,"(2.9, 3.2, 3.122727272727273)","(4.6, 5.9, 5.858333333333333)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.754545454545455)","(91.0, 380.0, 295.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:50.192410,"(2.9, 3.2, 3.122727272727273)","(4.6, 5.9, 5.858333333333333)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.754545454545455)","(91.0, 380.0, 344.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:51.314380,"(2.9, 3.2, 3.085714285714286)","(4.6, 5.9, 5.858333333333333)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.754545454545455)","(91.0, 380.0, 290.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:52.411466,"(2.9, 3.2, 3.085714285714286)","(4.6, 5.9, 5.858333333333333)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.754545454545455)","(91.0, 380.0, 260.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:53.524142,"(2.9, 3.2, 3.085714285714286)","(4.6, 5.9, 5.858333333333333)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.754545454545455)","(91.0, 380.0, 245.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:54.604284,"(2.9, 3.2, 3.085714285714286)","(4.6, 5.9, 5.858333333333333)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.754545454545455)","(91.0, 380.0, 245.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:55.764777,"(2.9, 3.2, 3.085714285714286)","(4.6, 5.9, 5.858333333333333)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.754545454545455)","(91.0, 380.0, 285.0)","(2.8, 3.3, 3.253846153846154)"
12-01-2023 18:12:56.883983,"(2.9, 3.2, 3.1125000000000003)","(4.6, 5.9, 5.858333333333333)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.7153846153846155)","(91.0, 370.0, 285.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:12:57.886119,"(2.9, 3.2, 3.1125000000000003)","(4.6, 5.9, 5.858333333333333)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.7153846153846155)","(91.0, 370.0, 285.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:12:58.935854,"(2.9, 3.2, 3.1125000000000003)","(4.6, 5.9, 5.858333333333333)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.7153846153846155)","(91.0, 370.0, 285.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:00.019249,"(2.9, 3.2, 3.1125000000000003)","(4.6, 5.9, 5.858333333333333)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.7153846153846155)","(91.0, 370.0, 285.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:00.978407,"(2.9, 3.2, 3.1125000000000003)","(4.6, 5.9, 5.858333333333333)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.7153846153846155)","(91.0, 370.0, 285.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:02.047221,"(2.9, 3.2, 3.1708333333333334)","(4.6, 5.9, 5.633333333333334)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.72608695652174)","(91.0, 370.0, 285.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:03.243906,"(2.9, 3.2, 3.1708333333333334)","(4.6, 5.9, 5.633333333333334)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.72608695652174)","(91.0, 370.0, 275.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:04.329204,"(2.9, 3.2, 3.1708333333333334)","(4.6, 5.9, 5.633333333333334)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.72608695652174)","(91.0, 370.0, 275.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:05.461135,"(2.9, 3.2, 3.1708333333333334)","(4.6, 5.9, 5.633333333333334)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.72608695652174)","(91.0, 370.0, 275.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:06.578735,"(2.9, 3.2, 3.1708333333333334)","(4.6, 5.9, 5.633333333333334)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.72608695652174)","(91.0, 370.0, 275.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:07.795257,"(2.9, 3.2, 3.1708333333333334)","(4.6, 5.9, 5.633333333333334)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.72608695652174)","(91.0, 370.0, 275.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:08.934236,"(2.9, 3.2, 3.1708333333333334)","(4.6, 5.9, 5.633333333333334)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.72608695652174)","(91.0, 370.0, 275.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:10.122165,"(2.9, 3.2, 3.1708333333333334)","(4.6, 5.9, 5.633333333333334)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.72608695652174)","(91.0, 370.0, 246.66666666666669)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:11.233239,"(2.9, 3.2, 3.1708333333333334)","(4.6, 5.9, 5.633333333333334)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.72608695652174)","(91.0, 380.0, 246.66666666666669)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:12.391703,"(2.9, 3.2, 3.1708333333333334)","(4.6, 5.9, 5.633333333333334)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.72608695652174)","(91.0, 380.0, 320.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:13.481662,"(2.9, 3.2, 3.1708333333333334)","(4.6, 5.9, 5.633333333333334)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.72608695652174)","(91.0, 380.0, 336.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:14.559604,"(2.9, 3.2, 3.1708333333333334)","(4.6, 5.9, 5.633333333333334)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.72608695652174)","(91.0, 370.0, 285.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:15.563086,"(2.9, 3.2, 3.1416666666666666)","(4.6, 5.9, 5.633333333333334)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.72608695652174)","(91.0, 370.0, 285.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:16.481078,"(2.9, 3.2, 3.1416666666666666)","(4.6, 5.9, 5.633333333333334)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.72608695652174)","(91.0, 370.0, 285.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:17.543125,"(2.9, 3.2, 3.1416666666666666)","(4.6, 5.9, 5.633333333333334)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.72608695652174)","(91.0, 370.0, 285.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:18.643026,"(2.9, 3.2, 3.1416666666666666)","(4.6, 5.9, 5.633333333333334)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.72608695652174)","(91.0, 370.0, 285.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:19.688031,"(2.9, 3.2, 3.1416666666666666)","(4.6, 5.9, 5.633333333333334)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.72608695652174)","(91.0, 370.0, 285.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:20.727924,"(2.9, 3.2, 3.1416666666666666)","(4.6, 5.9, 5.633333333333334)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.72608695652174)","(91.0, 370.0, 285.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:21.697728,"(2.9, 3.2, 3.1416666666666666)","(4.6, 5.9, 5.633333333333334)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.72608695652174)","(91.0, 370.0, 285.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:22.681730,"(2.9, 3.2, 3.1416666666666666)","(4.6, 5.9, 5.633333333333334)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.72608695652174)","(91.0, 370.0, 285.0)","(2.8, 3.3, 3.2666666666666666)"
12-01-2023 18:13:23.766023,"(2.9, 3.2, 3.1416666666666666)","(4.6, 5.9, 5.633333333333334)","(31.0, 46.0, 37.0)","(3.6, 5.9, 5.72608695652174)","(91.0, 370.0, 285.0)","(2.8, 3.3, 3.2666666666666666)"
