,Real Steel,Fake,Federal Flame,Fortune Rose,Unacceptable Bro,Verve To Excel,Pattaya Pete,Smoking Barrel
08-01-2023 17:11:45.841040,"(3.1, 4.9, 4.864285714285715)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 18.533333333333335)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5773333333333333)","(5.5, 8.8, 8.290909090909091)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:11:46.994273,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 19.684210526315788)","(91.0, 310.0, 220.0)","(2.3, 2.62, 2.5700000000000003)","(5.5, 8.8, 8.290909090909091)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:11:48.150474,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 19.684210526315788)","(91.0, 310.0, 220.0)","(2.3, 2.6, 2.5700000000000003)","(5.5, 8.8, 8.290909090909091)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:11:49.265808,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 19.684210526315788)","(91.0, 310.0, 220.0)","(2.3, 2.6, 2.5700000000000003)","(5.5, 8.8, 8.290909090909091)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:11:50.303813,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 18.96875)","(91.0, 310.0, 220.0)","(2.3, 2.6, 2.5773333333333333)","(5.5, 8.8, 8.290909090909091)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:11:51.356417,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 18.96875)","(91.0, 310.0, 220.0)","(2.3, 2.62, 2.5773333333333333)","(5.5, 8.8, 8.290909090909091)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:11:52.434000,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 18.96875)","(91.0, 310.0, 220.0)","(2.3, 2.62, 2.5773333333333333)","(5.5, 8.8, 8.290909090909091)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:11:53.559005,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 18.96875)","(91.0, 310.0, 220.0)","(2.3, 2.62, 2.58)","(5.5, 8.8, 8.290909090909091)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:11:54.604651,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 18.96875)","(91.0, 310.0, 220.0)","(2.3, 2.62, 2.58)","(5.5, 8.8, 8.290909090909091)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:11:55.685170,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 18.96875)","(91.0, 310.0, 220.0)","(2.3, 2.62, 2.58)","(5.5, 8.8, 8.290909090909091)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:11:56.906740,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 18.96875)","(91.0, 310.0, 220.0)","(2.3, 2.62, 2.5983333333333336)","(5.5, 8.8, 8.290909090909091)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:11:58.148806,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 18.96875)","(91.0, 310.0, 220.0)","(2.3, 2.64, 2.5983333333333336)","(5.5, 8.8, 8.290909090909091)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:11:59.441349,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 18.96875)","(91.0, 310.0, 220.0)","(2.3, 2.64, 2.58)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:00.825441,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 18.96875)","(91.0, 310.0, 220.0)","(2.3, 2.62, 2.58)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:02.243720,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 19.0)","(91.0, 310.0, 225.0)","(2.3, 2.62, 2.5643478260869568)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:03.485603,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 19.0)","(91.0, 310.0, 225.0)","(2.3, 2.62, 2.5643478260869568)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:04.704661,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 19.0)","(91.0, 310.0, 225.0)","(2.3, 2.62, 2.5643478260869568)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:05.987351,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 19.0)","(91.0, 310.0, 225.0)","(2.3, 2.62, 2.5643478260869568)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:07.208177,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 19.0)","(91.0, 310.0, 225.0)","(2.3, 2.62, 2.5643478260869568)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:08.418535,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 19.0)","(91.0, 310.0, 225.0)","(2.3, 2.62, 2.5643478260869568)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:09.596251,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 19.0)","(91.0, 310.0, 225.0)","(2.3, 2.62, 2.5643478260869568)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:10.763819,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 19.0)","(91.0, 310.0, 225.0)","(2.3, 2.62, 2.5647058823529414)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:11.982738,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 19.0)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5647058823529414)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:13.205462,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 19.0)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5647058823529414)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:14.458568,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 19.0)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5647058823529414)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:15.707325,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 19.0)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5647058823529414)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:16.948047,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 18.5625)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5647058823529414)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:18.145019,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 18.5625)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5647058823529414)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:19.251800,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 18.5)","(91.0, 310.0, 220.0)","(2.3, 2.6, 2.5647058823529414)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:20.365429,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 18.5)","(91.0, 310.0, 220.0)","(2.3, 2.6, 2.5647058823529414)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:21.519381,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 18.714285714285715)","(91.0, 310.0, 220.0)","(2.3, 2.6, 2.5647058823529414)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:22.705125,"(3.1, 4.9, 4.782352941176471)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 18.714285714285715)","(91.0, 310.0, 282.8571428571429)","(2.3, 2.6, 2.5773333333333333)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:23.794394,"(3.1, 4.9, 4.670833333333333)","(16.0, 22.0, 18.071428571428573)","(15.0, 26.0, 18.714285714285715)","(91.0, 310.0, 225.0)","(2.3, 2.62, 2.5700000000000003)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:24.910492,"(3.1, 4.9, 4.670833333333333)","(16.0, 22.0, 18.071428571428573)","(15.0, 25.0, 18.25)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5700000000000003)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:25.959206,"(3.1, 4.9, 4.670833333333333)","(16.0, 22.0, 18.071428571428573)","(15.0, 25.0, 18.25)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5700000000000003)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:27.107297,"(3.1, 4.9, 4.670833333333333)","(16.0, 22.0, 18.071428571428573)","(15.0, 25.0, 18.25)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5773333333333333)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:28.266157,"(3.1, 4.8, 4.66)","(16.0, 22.0, 18.071428571428573)","(15.0, 25.0, 18.25)","(91.0, 310.0, 225.0)","(2.3, 2.62, 2.5983333333333336)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:29.392351,"(3.1, 4.7, 4.6571428571428575)","(16.0, 22.0, 18.071428571428573)","(15.0, 25.0, 18.25)","(91.0, 310.0, 225.0)","(2.3, 2.64, 2.58)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:30.447769,"(3.1, 4.7, 4.6625000000000005)","(16.0, 22.0, 18.071428571428573)","(15.0, 25.0, 18.25)","(91.0, 310.0, 225.0)","(2.3, 2.62, 2.58)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:31.566032,"(3.1, 4.7, 4.6625000000000005)","(16.0, 22.0, 18.071428571428573)","(15.0, 25.0, 17.916666666666668)","(91.0, 310.0, 225.0)","(2.3, 2.62, 2.58)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:32.743882,"(3.1, 4.7, 4.6625000000000005)","(16.0, 22.0, 18.071428571428573)","(15.0, 25.0, 17.916666666666668)","(91.0, 310.0, 225.0)","(2.3, 2.62, 2.5983333333333336)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:33.878939,"(3.1, 4.7, 4.6625000000000005)","(16.0, 22.0, 18.071428571428573)","(15.0, 25.0, 17.916666666666668)","(91.0, 310.0, 225.0)","(2.3, 2.64, 2.5983333333333336)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:35.049527,"(3.1, 4.7, 4.6625000000000005)","(16.0, 22.0, 18.071428571428573)","(15.0, 25.0, 19.125)","(91.0, 310.0, 158.0)","(2.3, 2.64, 2.5733333333333333)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:36.184009,"(3.1, 4.7, 4.6625000000000005)","(16.0, 22.0, 18.071428571428573)","(15.0, 24.0, 19.125)","(91.0, 320.0, 225.0)","(2.3, 2.64, 2.58)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:37.307299,"(3.1, 4.7, 4.6625000000000005)","(16.0, 22.0, 18.071428571428573)","(15.0, 24.0, 17.88235294117647)","(91.0, 310.0, 225.0)","(2.3, 2.62, 2.58)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:38.401440,"(3.1, 4.7, 4.6625000000000005)","(16.0, 22.0, 19.307692307692307)","(15.0, 24.0, 17.88235294117647)","(91.0, 310.0, 282.8571428571429)","(2.3, 2.62, 2.5733333333333333)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.384615384615385)"
08-01-2023 17:12:39.530794,"(3.1, 4.7, 4.666666666666667)","(16.0, 22.0, 19.307692307692307)","(15.0, 24.0, 17.88235294117647)","(91.0, 310.0, 220.0)","(2.3, 2.64, 2.5733333333333333)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:40.676910,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.307692307692307)","(15.0, 24.0, 17.88235294117647)","(91.0, 310.0, 220.0)","(2.3, 2.64, 2.5773333333333333)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:41.780684,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.307692307692307)","(15.0, 24.0, 17.88235294117647)","(91.0, 310.0, 220.0)","(2.3, 2.62, 2.5700000000000003)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:42.875903,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 17.88235294117647)","(91.0, 310.0, 220.0)","(2.3, 2.6, 2.5700000000000003)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:43.917693,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 17.88235294117647)","(91.0, 310.0, 220.0)","(2.3, 2.6, 2.5700000000000003)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:45.047873,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 17.88235294117647)","(91.0, 310.0, 220.0)","(2.3, 2.6, 2.5773333333333333)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:46.228059,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 17.88235294117647)","(91.0, 310.0, 225.0)","(2.3, 2.62, 2.5773333333333333)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:47.317493,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 17.88235294117647)","(91.0, 310.0, 225.0)","(2.3, 2.62, 2.5773333333333333)","(5.5, 8.8, 8.391666666666667)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:48.430125,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 18.18421052631579)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5700000000000003)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:49.534306,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 18.18421052631579)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5700000000000003)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:50.619867,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 18.18421052631579)","(91.0, 310.0, 158.0)","(2.3, 2.6, 2.5633333333333335)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:51.754245,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 18.18421052631579)","(91.0, 320.0, 225.0)","(2.3, 2.62, 2.5633333333333335)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:52.878958,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 18.18421052631579)","(91.0, 310.0, 225.0)","(2.3, 2.62, 2.5633333333333335)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:54.153692,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 18.18421052631579)","(91.0, 310.0, 225.0)","(2.3, 2.62, 2.5700000000000003)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:55.250804,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 18.18421052631579)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5700000000000003)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:56.488296,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 18.18421052631579)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5633333333333335)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:57.769211,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 18.18421052631579)","(91.0, 310.0, 225.0)","(2.3, 2.62, 2.5633333333333335)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:12:59.002376,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 18.18421052631579)","(91.0, 310.0, 225.0)","(2.3, 2.62, 2.5633333333333335)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:13:00.341839,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 18.18421052631579)","(91.0, 310.0, 225.0)","(2.3, 2.62, 2.5700000000000003)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:13:01.716504,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 18.22222222222222)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5700000000000003)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.5)"
08-01-2023 17:13:03.039090,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 17.88235294117647)","(91.0, 310.0, 220.0)","(2.3, 2.6, 2.5633333333333335)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.4, 7.366666666666667)"
08-01-2023 17:13:04.255233,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 17.88235294117647)","(91.0, 310.0, 220.0)","(2.3, 2.62, 2.5633333333333335)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.2, 7.366666666666667)"
08-01-2023 17:13:05.353061,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 17.88235294117647)","(91.0, 310.0, 220.0)","(2.3, 2.62, 2.5633333333333335)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.2, 7.366666666666667)"
08-01-2023 17:13:06.550001,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 17.88235294117647)","(91.0, 310.0, 220.0)","(2.3, 2.62, 2.5700000000000003)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.2, 7.699999999999999)"
08-01-2023 17:13:07.651457,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 17.88235294117647)","(91.0, 310.0, 220.0)","(2.3, 2.6, 2.5700000000000003)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.2, 7.699999999999999)"
08-01-2023 17:13:08.818131,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 17.88235294117647)","(91.0, 310.0, 220.0)","(2.3, 2.6, 2.5700000000000003)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.2, 7.699999999999999)"
08-01-2023 17:13:10.005281,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 17.88235294117647)","(91.0, 310.0, 220.0)","(2.3, 2.62, 2.5633333333333335)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.2, 7.699999999999999)"
08-01-2023 17:13:11.205386,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 17.88235294117647)","(91.0, 310.0, 220.0)","(2.3, 2.62, 2.559090909090909)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.2, 7.699999999999999)"
08-01-2023 17:13:12.360517,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 17.88235294117647)","(91.0, 310.0, 220.0)","(2.3, 2.6, 2.559090909090909)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.2, 7.699999999999999)"
08-01-2023 17:13:13.518356,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 17.88235294117647)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.559090909090909)","(5.5, 8.8, 8.1875)","(26.0, 38.0, 34.0)","(5.5, 8.2, 7.699999999999999)"
08-01-2023 17:13:14.662385,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 17.88235294117647)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5700000000000003)","(5.5, 8.8, 8.042857142857143)","(26.0, 38.0, 34.0)","(5.5, 8.2, 7.699999999999999)"
08-01-2023 17:13:15.845497,"(3.1, 4.8, 4.685714285714285)","(16.0, 22.0, 19.5)","(15.0, 24.0, 17.88235294117647)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5700000000000003)","(5.5, 8.4, 7.914285714285714)","(26.0, 38.0, 34.0)","(5.5, 8.2, 7.699999999999999)"
08-01-2023 17:13:16.985479,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 18.18421052631579)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5700000000000003)","(5.5, 8.2, 7.914285714285714)","(26.0, 38.0, 34.0)","(5.5, 8.2, 7.699999999999999)"
08-01-2023 17:13:18.188345,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 18.18421052631579)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5700000000000003)","(5.5, 8.2, 7.914285714285714)","(26.0, 38.0, 34.0)","(5.5, 8.2, 7.699999999999999)"
08-01-2023 17:13:19.329245,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 18.18421052631579)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5700000000000003)","(5.5, 8.2, 7.914285714285714)","(26.0, 38.0, 34.0)","(5.5, 8.2, 7.699999999999999)"
08-01-2023 17:13:20.422117,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 18.18421052631579)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5700000000000003)","(5.5, 8.2, 7.914285714285714)","(26.0, 38.0, 34.0)","(5.5, 8.2, 7.699999999999999)"
08-01-2023 17:13:21.542192,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 18.18421052631579)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5700000000000003)","(5.5, 8.2, 7.914285714285714)","(26.0, 38.0, 34.0)","(5.5, 8.2, 7.699999999999999)"
08-01-2023 17:13:22.646288,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 18.18421052631579)","(91.0, 310.0, 225.0)","(2.3, 2.6, 2.5700000000000003)","(5.5, 8.2, 7.914285714285714)","(26.0, 38.0, 34.0)","(5.5, 8.2, 7.699999999999999)"
08-01-2023 17:13:23.732187,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 18.18421052631579)","(91.0, 310.0, 158.0)","(2.3, 2.6, 2.5700000000000003)","(5.5, 8.2, 7.914285714285714)","(26.0, 38.0, 34.0)","(5.5, 8.2, 7.699999999999999)"
08-01-2023 17:13:24.760612,"(3.1, 4.8, 4.66)","(16.0, 22.0, 19.5)","(15.0, 24.0, 18.18421052631579)","(91.0, 320.0, 158.0)","(2.3, 2.6, 2.5700000000000003)","(5.5, 8.2, 7.914285714285714)","(26.0, 38.0, 34.0)","(5.5, 8.2, 7.699999999999999)"
