,Homebush Opal,Mable Jewel,Barbaras Angel,Smash Jagger,Kildys Whiskey,Goldstar Butters,Clarks A Lark,Culvie Bun
12-01-2023 14:03:31.684145,"(10.0, 21.0, 19.45)","(2.3, 6.0, 3.4699999999999998)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:33.187734,"(10.0, 21.0, 19.45)","(2.3, 6.0, 3.4699999999999998)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:34.620512,"(10.0, 21.0, 19.45)","(2.3, 6.0, 3.4699999999999998)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:35.834551,"(10.0, 21.0, 19.45)","(2.3, 6.0, 3.4699999999999998)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:37.200709,"(10.0, 21.0, 19.45)","(2.3, 6.0, 3.4699999999999998)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:38.630992,"(10.0, 21.0, 19.45)","(2.3, 6.0, 3.4699999999999998)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:40.028569,"(10.0, 21.0, 19.45)","(2.3, 6.0, 3.4699999999999998)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:41.467757,"(10.0, 21.0, 19.45)","(2.3, 6.0, 3.4699999999999998)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.746666666666666)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:42.745368,"(10.0, 21.0, 19.45)","(2.3, 6.0, 3.4699999999999998)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:44.051061,"(10.0, 21.0, 19.45)","(2.3, 6.0, 3.0982608695652174)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:45.411863,"(10.0, 21.0, 20.081481481481482)","(2.3, 5.9, 3.0982608695652174)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:46.806122,"(10.0, 21.0, 20.081481481481482)","(2.3, 5.9, 3.0982608695652174)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:48.249599,"(10.0, 21.0, 20.081481481481482)","(2.3, 5.9, 3.0982608695652174)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:49.786091,"(10.0, 21.0, 20.081481481481482)","(2.3, 5.9, 3.0982608695652174)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.2, 7.174999999999999)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:51.296180,"(10.0, 21.0, 20.081481481481482)","(2.3, 5.9, 3.0982608695652174)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.2, 6.0285714285714285)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:52.585639,"(10.0, 21.0, 20.081481481481482)","(2.3, 5.9, 3.0982608695652174)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.6, 6.746153846153846)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:53.839942,"(10.0, 21.0, 20.081481481481482)","(2.3, 5.8, 4.494999999999999)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:55.084914,"(10.0, 21.0, 20.081481481481482)","(2.3, 5.8, 4.494999999999999)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:56.274085,"(10.0, 21.0, 20.081481481481482)","(2.3, 5.8, 4.494999999999999)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:57.539940,"(10.0, 21.0, 20.081481481481482)","(2.3, 5.8, 4.494999999999999)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 11.1)"
12-01-2023 14:03:58.794255,"(10.0, 21.0, 20.081481481481482)","(2.3, 5.8, 4.494999999999999)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 11.1)"
12-01-2023 14:04:00.302211,"(10.0, 21.0, 20.081481481481482)","(2.3, 5.8, 4.494999999999999)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 11.1)"
12-01-2023 14:04:01.519665,"(10.0, 21.0, 20.081481481481482)","(2.3, 5.8, 4.494999999999999)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 11.1)"
12-01-2023 14:04:02.907438,"(10.0, 21.0, 20.081481481481482)","(2.3, 5.8, 4.494999999999999)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 11.1)"
12-01-2023 14:04:04.321764,"(10.0, 21.0, 20.081481481481482)","(2.3, 5.8, 4.494999999999999)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 11.1)"
12-01-2023 14:04:05.598379,"(10.0, 21.0, 20.081481481481482)","(2.3, 5.8, 4.494999999999999)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 11.1)"
12-01-2023 14:04:07.000898,"(10.0, 21.0, 20.081481481481482)","(2.3, 5.8, 4.494999999999999)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 11.1)"
12-01-2023 14:04:08.463819,"(10.0, 21.0, 20.081481481481482)","(2.3, 5.8, 4.494999999999999)","(6.0, 9.6, 7.5)","(14.0, 32.0, 29.2)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 11.1)"
12-01-2023 14:04:09.809249,"(10.0, 21.0, 20.081481481481482)","(2.3, 5.8, 4.494999999999999)","(6.0, 9.6, 7.5)","(14.0, 32.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 11.1)"
12-01-2023 14:04:11.036111,"(10.0, 19.0, 18.6)","(2.3, 4.7, 3.17)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:12.195937,"(10.0, 19.0, 18.6)","(2.3, 4.7, 3.17)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:13.272785,"(10.0, 19.0, 18.6)","(2.3, 4.7, 3.17)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:14.503462,"(10.0, 19.0, 18.6)","(2.3, 4.7, 3.17)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:15.713583,"(10.0, 19.0, 18.6)","(2.3, 4.7, 3.17)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:16.897598,"(10.0, 19.0, 18.6)","(2.3, 4.7, 3.17)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:18.185792,"(10.0, 19.0, 18.6)","(2.3, 4.7, 3.17)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:19.286481,"(10.0, 19.0, 18.6)","(2.3, 4.7, 3.17)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:20.502984,"(10.0, 19.0, 18.6)","(2.3, 4.7, 3.17)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:21.912168,"(10.0, 19.0, 18.6)","(2.3, 4.7, 3.17)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:23.141874,"(10.0, 19.0, 18.6)","(2.3, 4.7, 3.17)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:24.442400,"(10.0, 19.0, 18.6)","(2.3, 4.7, 3.17)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:25.689856,"(10.0, 19.0, 18.6)","(2.3, 4.7, 3.17)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:27.118061,"(10.0, 19.0, 18.6)","(2.3, 4.7, 3.17)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:28.507999,"(10.0, 19.0, 18.6)","(2.3, 4.7, 2.7038709677419352)","(6.0, 9.6, 7.5)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:29.693074,"(10.0, 19.0, 18.6)","(2.3, 4.7, 2.7038709677419352)","(6.0, 9.6, 6.9)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 231.94444444444443)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:30.944111,"(10.0, 19.0, 18.6)","(2.3, 4.7, 2.7038709677419352)","(6.0, 9.4, 6.15)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 243.0952380952381)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:32.114042,"(10.0, 19.0, 18.6)","(2.3, 4.7, 2.7038709677419352)","(6.0, 9.4, 6.15)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 243.0952380952381)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:33.277828,"(10.0, 19.0, 18.6)","(2.3, 4.7, 2.7038709677419352)","(6.0, 9.4, 6.15)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 243.0952380952381)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 6.746153846153846)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:34.422116,"(10.0, 19.0, 18.6)","(2.3, 4.7, 2.7038709677419352)","(6.0, 9.4, 6.15)","(14.0, 29.0, 27.714285714285715)","(31.0, 310.0, 265.95238095238096)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 5.8375)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:35.656317,"(10.0, 19.0, 18.6)","(2.3, 4.7, 2.7038709677419352)","(6.0, 9.4, 6.15)","(14.0, 29.0, 27.714285714285715)","(31.0, 340.0, 265.95238095238096)","(8.5, 17.0, 15.2375)","(4.2, 8.4, 4.9)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:36.932490,"(10.0, 19.0, 18.6)","(2.3, 4.7, 2.7038709677419352)","(6.0, 9.4, 6.15)","(14.0, 29.0, 27.714285714285715)","(31.0, 340.0, 265.95238095238096)","(8.5, 17.0, 15.2375)","(4.2, 5.5, 4.9)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:38.191794,"(10.0, 19.0, 18.6)","(2.3, 4.7, 4.02)","(6.0, 9.4, 5.933333333333334)","(14.0, 29.0, 27.714285714285715)","(31.0, 340.0, 265.95238095238096)","(8.5, 17.0, 15.2375)","(4.2, 5.5, 4.9)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:39.445735,"(10.0, 19.0, 18.6)","(2.3, 4.6, 3.9485714285714284)","(6.0, 9.4, 5.933333333333334)","(14.0, 29.0, 27.714285714285715)","(31.0, 340.0, 80.83333333333334)","(8.5, 17.0, 13.625)","(4.2, 5.5, 4.9)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:40.689313,"(10.0, 19.0, 17.333333333333336)","(2.3, 4.6, 3.9485714285714284)","(6.0, 9.4, 6.8)","(14.0, 29.0, 26.166666666666668)","(31.0, 340.0, 83.33333333333334)","(8.5, 17.0, 14.3)","(4.2, 5.5, 4.9)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:41.923903,"(10.0, 19.0, 18.0)","(2.3, 4.6, 3.46)","(6.0, 9.4, 6.15)","(14.0, 29.0, 25.6)","(31.0, 340.0, 83.33333333333334)","(8.5, 17.0, 14.3)","(4.2, 5.5, 4.9)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:43.166813,"(10.0, 19.0, 18.0)","(2.3, 4.6, 3.46)","(6.0, 9.4, 6.15)","(14.0, 29.0, 25.6)","(31.0, 340.0, 83.33333333333334)","(8.5, 17.0, 14.3)","(4.2, 5.5, 4.9)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:44.491728,"(10.0, 19.0, 18.63703703703704)","(2.3, 4.6, 3.46)","(6.0, 9.4, 6.15)","(14.0, 29.0, 26.4)","(31.0, 340.0, 83.33333333333334)","(8.5, 17.0, 14.3)","(4.2, 5.5, 4.9)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:45.707524,"(10.0, 18.5, 16.64)","(2.3, 4.6, 3.46)","(6.0, 9.4, 6.15)","(14.0, 30.0, 26.4)","(31.0, 340.0, 83.33333333333334)","(8.5, 17.0, 14.3)","(4.2, 5.5, 4.9)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:46.958801,"(10.0, 18.5, 17.549999999999997)","(2.3, 4.6, 3.46)","(6.0, 9.4, 6.15)","(14.0, 30.0, 28.0)","(31.0, 340.0, 83.33333333333334)","(8.5, 17.0, 14.3)","(4.2, 5.5, 4.9)","(6.5, 11.5, 9.666666666666666)"
12-01-2023 14:04:48.101351,"(10.0, 18.5, 17.549999999999997)","(2.3, 4.6, 3.46)","(6.0, 9.4, 6.15)","(14.0, 30.0, 28.0)","(31.0, 340.0, 83.33333333333334)","(8.5, 17.0, 14.3)","(4.2, 5.5, 4.9)","(6.5, 11.5, 9.5)"
12-01-2023 14:04:49.302640,"(10.0, 18.5, 17.549999999999997)","(2.3, 4.6, 3.46)","(6.0, 9.4, 6.15)","(14.0, 30.0, 26.4)","(31.0, 340.0, 83.33333333333334)","(8.5, 17.0, 14.3)","(4.2, 5.5, 4.9)","(6.5, 13.0, 10.333333333333332)"
12-01-2023 14:04:50.541456,"(10.0, 18.5, 17.549999999999997)","(2.3, 4.6, 3.46)","(6.0, 9.4, 6.15)","(14.0, 30.0, 26.4)","(31.0, 340.0, 83.33333333333334)","(8.5, 17.0, 14.3)","(4.2, 5.5, 4.9)","(6.5, 12.5, 10.333333333333332)"
12-01-2023 14:04:51.803279,"(10.0, 18.5, 17.549999999999997)","(2.3, 3.2, 2.87)","(6.0, 9.4, 6.15)","(14.0, 30.0, 26.4)","(31.0, 340.0, 83.33333333333334)","(8.5, 17.0, 14.3)","(4.2, 5.5, 4.9)","(6.5, 12.5, 10.333333333333332)"
12-01-2023 14:04:52.943370,"(10.0, 18.5, 17.549999999999997)","(2.3, 3.2, 2.87)","(6.0, 9.4, 6.15)","(14.0, 30.0, 26.4)","(31.0, 340.0, 83.33333333333334)","(8.5, 17.0, 14.3)","(4.2, 5.5, 4.9)","(6.5, 12.5, 10.333333333333332)"
12-01-2023 14:04:54.118904,"(10.0, 18.5, 17.549999999999997)","(2.3, 3.2, 2.87)","(6.0, 9.4, 6.15)","(14.0, 30.0, 26.4)","(31.0, 340.0, 83.33333333333334)","(8.5, 17.0, 14.3)","(4.2, 5.5, 4.9)","(6.5, 12.5, 10.333333333333332)"
12-01-2023 14:04:55.295742,"(10.0, 18.5, 17.549999999999997)","(2.3, 3.2, 2.87)","(6.0, 9.4, 6.15)","(14.0, 30.0, 26.4)","(31.0, 340.0, 83.33333333333334)","(8.5, 17.0, 14.3)","(4.2, 5.5, 4.9)","(6.5, 12.5, 10.333333333333332)"
12-01-2023 14:04:56.535840,"(10.0, 18.5, 17.549999999999997)","(2.3, 3.2, 2.87)","(6.0, 9.4, 6.15)","(14.0, 30.0, 26.4)","(31.0, 340.0, 83.33333333333334)","(8.5, 17.0, 14.3)","(4.2, 5.5, 4.9)","(6.5, 12.5, 10.333333333333332)"
12-01-2023 14:04:57.687218,"(10.0, 18.5, 17.549999999999997)","(2.3, 3.2, 2.87)","(6.0, 9.4, 6.15)","(14.0, 30.0, 26.4)","(31.0, 340.0, 83.33333333333334)","(8.5, 17.0, 14.3)","(4.2, 5.5, 4.9)","(6.5, 12.5, 10.333333333333332)"
12-01-2023 14:04:58.917725,"(10.0, 18.5, 17.549999999999997)","(2.3, 3.2, 2.87)","(6.0, 9.4, 6.15)","(14.0, 30.0, 25.6)","(31.0, 340.0, 83.33333333333334)","(8.5, 17.0, 15.3125)","(4.2, 5.5, 4.9)","(6.5, 12.5, 10.333333333333332)"
12-01-2023 14:05:00.215204,"(10.0, 18.5, 17.549999999999997)","(2.3, 3.2, 2.87)","(6.0, 9.4, 6.15)","(14.0, 29.0, 25.6)","(31.0, 340.0, 83.33333333333334)","(8.5, 17.0, 15.3125)","(4.2, 5.5, 4.9)","(6.5, 12.5, 10.333333333333332)"
12-01-2023 14:05:01.464899,"(10.0, 18.5, 17.549999999999997)","(2.3, 3.2, 2.87)","(6.0, 9.4, 6.15)","(14.0, 29.0, 25.6)","(31.0, 340.0, 83.33333333333334)","(8.5, 17.0, 15.3125)","(4.2, 5.5, 4.9)","(6.5, 12.5, 10.333333333333332)"
12-01-2023 14:05:02.839615,"(10.0, 18.5, 17.549999999999997)","(2.3, 3.2, 2.87)","(6.0, 9.4, 5.8545454545454545)","(14.0, 29.0, 22.4)","(31.0, 340.0, 88.0)","(8.5, 17.0, 14.375)","(4.2, 5.5, 4.911111111111111)","(6.5, 12.5, 11.25)"
12-01-2023 14:05:04.304886,"(10.0, 18.0, 15.6)","(2.3, 3.2, 2.87)","(6.0, 9.4, 6.614285714285714)","(14.0, 29.0, 22.2)","(31.0, 340.0, 88.0)","(8.5, 16.5, 14.375)","(4.2, 5.4, 4.911111111111111)","(6.5, 13.0, 11.727272727272727)"
12-01-2023 14:05:05.575521,"(10.0, 18.0, 14.615384615384615)","(2.3, 3.2, 2.87)","(6.0, 9.4, 6.614285714285714)","(14.0, 29.0, 26.57142857142857)","(31.0, 340.0, 88.0)","(8.5, 16.5, 14.375)","(4.2, 5.4, 4.911111111111111)","(6.5, 13.0, 11.571428571428571)"
12-01-2023 14:05:06.872442,"(10.0, 18.0, 14.615384615384615)","(2.3, 3.2, 2.87)","(6.0, 9.4, 7.233333333333333)","(14.0, 29.0, 27.299999999999997)","(31.0, 340.0, 76.0)","(8.5, 16.5, 14.375)","(4.2, 5.4, 4.911111111111111)","(6.5, 13.0, 11.571428571428571)"
12-01-2023 14:05:08.163234,"(10.0, 18.0, 14.615384615384615)","(2.3, 3.2, 2.87)","(6.0, 9.4, 7.233333333333333)","(14.0, 29.0, 27.299999999999997)","(31.0, 340.0, 76.0)","(8.5, 16.5, 14.375)","(4.2, 5.4, 4.9)","(6.5, 13.0, 11.571428571428571)"
12-01-2023 14:05:09.374600,"(10.0, 18.0, 14.615384615384615)","(2.3, 3.2, 2.87)","(6.0, 9.4, 7.233333333333333)","(14.0, 29.0, 27.299999999999997)","(31.0, 340.0, 76.0)","(8.5, 16.5, 14.375)","(4.2, 5.5, 4.911111111111111)","(6.5, 13.0, 11.571428571428571)"
12-01-2023 14:05:10.641187,"(10.0, 18.0, 14.615384615384615)","(2.3, 3.2, 2.87)","(6.0, 9.4, 7.233333333333333)","(14.0, 29.0, 27.299999999999997)","(31.0, 340.0, 76.0)","(8.5, 16.5, 14.375)","(4.2, 5.4, 5.1647058823529415)","(6.5, 13.0, 11.571428571428571)"
12-01-2023 14:05:12.057204,"(10.0, 18.0, 14.615384615384615)","(2.3, 3.2, 2.87)","(6.0, 9.4, 7.233333333333333)","(14.0, 29.0, 27.299999999999997)","(31.0, 340.0, 76.0)","(8.5, 16.5, 14.375)","(4.2, 5.4, 5.1647058823529415)","(6.5, 13.0, 11.571428571428571)"
12-01-2023 14:05:13.372595,"(10.0, 18.0, 14.615384615384615)","(2.3, 3.2, 2.87)","(6.0, 9.4, 7.233333333333333)","(14.0, 29.0, 27.299999999999997)","(31.0, 340.0, 76.0)","(8.5, 16.5, 14.375)","(4.2, 5.4, 5.1647058823529415)","(6.5, 13.0, 11.571428571428571)"
12-01-2023 14:05:14.631899,"(10.0, 18.0, 14.615384615384615)","(2.3, 3.2, 2.87)","(6.0, 9.4, 7.233333333333333)","(14.0, 29.0, 27.299999999999997)","(31.0, 340.0, 76.0)","(8.5, 16.5, 14.375)","(4.2, 5.4, 5.1647058823529415)","(6.5, 13.0, 11.571428571428571)"
12-01-2023 14:05:16.157719,"(10.0, 18.0, 14.615384615384615)","(2.3, 3.2, 2.87)","(6.0, 9.4, 7.233333333333333)","(14.0, 29.0, 27.299999999999997)","(31.0, 340.0, 76.0)","(8.5, 16.5, 14.375)","(4.2, 5.4, 5.1647058823529415)","(6.5, 13.0, 11.571428571428571)"
12-01-2023 14:05:17.393561,"(10.0, 18.0, 16.625)","(2.3, 3.2, 2.87)","(6.0, 9.4, 7.233333333333333)","(14.0, 29.0, 27.299999999999997)","(31.0, 340.0, 76.0)","(8.5, 16.5, 14.375)","(4.2, 5.4, 5.1647058823529415)","(6.5, 13.0, 11.571428571428571)"
12-01-2023 14:05:18.943432,"(10.0, 18.0, 15.0)","(2.3, 3.2, 2.87)","(6.0, 9.4, 7.233333333333333)","(14.0, 29.0, 27.299999999999997)","(31.0, 340.0, 76.0)","(8.5, 16.5, 14.375)","(4.2, 5.4, 5.1647058823529415)","(6.5, 13.0, 11.571428571428571)"
12-01-2023 14:05:20.220436,"(10.0, 18.0, 12.875)","(2.3, 3.2, 2.87)","(6.0, 9.4, 7.233333333333333)","(14.0, 29.0, 27.299999999999997)","(31.0, 340.0, 76.0)","(8.5, 16.5, 14.375)","(4.2, 5.4, 5.1647058823529415)","(6.5, 13.0, 11.571428571428571)"
