,Danspur,Hardyo,Ringside,Sure Strategy,Corvo,Quest For Honor,Time To Dazzle,Lucky Jackson,Stampede Warrior,The Enzo,Mondial Express,Aisle Six
12-01-2023 14:12:47.924037,"(6.5, 7.2, 7.135593220338984)","(14.0, 19.0, 18.15625)","(4.0, 4.8, 4.7846153846153845)","(13.0, 17.5, 17.35)","(31.0, 60.0, 55.714285714285715)","(15.0, 23.0, 19.571428571428573)","(4.8, 6.2, 6.1)","(11.0, 13.0, 12.974358974358974)","(8.5, 11.0, 10.777777777777779)","(26.0, 48.0, 41.0)","(21.0, 27.0, 25.5)","(16.0, 19.0, 18.5)"
12-01-2023 14:12:49.376913,"(6.5, 7.2, 7.135593220338984)","(14.0, 19.0, 18.325)","(4.0, 4.9, 4.741176470588235)","(13.0, 17.5, 17.35)","(31.0, 60.0, 55.714285714285715)","(15.0, 21.0, 19.571428571428573)","(4.8, 6.4, 6.1)","(11.0, 13.0, 12.974358974358974)","(8.5, 11.0, 10.777777777777779)","(26.0, 44.0, 38.54545454545455)","(21.0, 27.0, 26.18181818181818)","(16.0, 19.0, 18.5)"
12-01-2023 14:12:50.901165,"(6.5, 7.2, 7.135593220338984)","(14.0, 19.0, 18.25)","(4.0, 4.9, 4.741176470588235)","(13.0, 17.5, 17.35)","(31.0, 60.0, 55.714285714285715)","(15.0, 21.0, 19.571428571428573)","(5.0, 6.4, 6.1)","(11.0, 13.0, 13.508620689655173)","(8.5, 11.0, 10.666666666666666)","(26.0, 44.0, 36.285714285714285)","(21.0, 27.0, 25.23076923076923)","(16.0, 19.0, 18.93181818181818)"
12-01-2023 14:12:52.497065,"(6.5, 7.2, 7.135593220338984)","(14.0, 19.0, 18.25)","(4.0, 4.9, 4.741176470588235)","(13.0, 17.5, 17.35)","(31.0, 60.0, 55.714285714285715)","(15.0, 21.0, 19.0)","(5.0, 6.4, 5.85)","(11.0, 14.0, 13.45)","(8.5, 11.0, 10.666666666666666)","(26.0, 42.0, 37.714285714285715)","(21.0, 26.0, 25.454545454545453)","(16.0, 19.0, 18.93181818181818)"
12-01-2023 14:12:54.027819,"(6.5, 7.2, 7.135593220338984)","(14.0, 19.0, 18.25)","(4.0, 4.9, 4.6923076923076925)","(13.0, 17.5, 17.35)","(31.0, 60.0, 55.714285714285715)","(15.0, 20.0, 19.61764705882353)","(5.0, 6.4, 5.81025641025641)","(11.0, 14.0, 13.4)","(8.5, 11.0, 10.666666666666666)","(21.0, 40.0, 53.5)","(21.0, 26.0, 25.0)","(16.0, 19.0, 18.93181818181818)"
12-01-2023 14:12:55.659721,"(6.5, 7.2, 7.102564102564102)","(14.0, 19.0, 18.11764705882353)","(4.0, 4.9, 4.6923076923076925)","(13.0, 17.5, 17.35)","(31.0, 60.0, 55.714285714285715)","(15.0, 23.0, 20.90909090909091)","(5.0, 6.2, 5.809302325581395)","(11.0, 14.0, 13.38888888888889)","(8.5, 11.0, 10.666666666666666)","(21.0, 75.0, 51.5)","(21.0, 26.0, 25.0)","(16.0, 19.0, 18.93181818181818)"
12-01-2023 14:12:57.122454,"(6.5, 7.2, 7.102564102564102)","(14.0, 19.0, 18.11764705882353)","(4.0, 4.9, 4.6923076923076925)","(13.0, 17.5, 17.35)","(31.0, 60.0, 55.714285714285715)","(15.0, 22.0, 19.6)","(5.0, 6.2, 6.072727272727273)","(11.0, 14.0, 13.38888888888889)","(8.5, 11.0, 10.666666666666666)","(26.0, 65.0, 63.650000000000006)","(21.0, 26.0, 25.0)","(16.0, 19.0, 19.73404255319149)"
12-01-2023 14:12:58.659483,"(6.5, 7.2, 7.102564102564102)","(14.0, 19.0, 18.11764705882353)","(4.0, 4.9, 4.6923076923076925)","(13.0, 17.5, 17.35)","(31.0, 60.0, 55.714285714285715)","(15.0, 20.0, 19.6)","(5.0, 6.2, 6.072727272727273)","(11.0, 14.0, 13.38888888888889)","(8.5, 11.0, 10.666666666666666)","(26.0, 65.0, 56.173913043478265)","(21.0, 26.0, 25.0)","(16.0, 20.0, 19.40909090909091)"
12-01-2023 14:13:00.030558,"(6.5, 7.2, 7.102564102564102)","(14.0, 19.0, 18.11764705882353)","(4.0, 4.9, 4.6923076923076925)","(13.0, 17.5, 17.35)","(31.0, 60.0, 55.714285714285715)","(15.0, 20.0, 19.6)","(5.0, 6.2, 6.008196721311475)","(11.0, 14.0, 13.22)","(8.5, 11.0, 10.666666666666666)","(21.0, 60.0, 52.85714285714286)","(21.0, 26.0, 25.0)","(16.0, 19.5, 18.93181818181818)"
12-01-2023 14:13:01.437367,"(6.5, 7.2, 7.088235294117647)","(14.0, 19.0, 18.11764705882353)","(4.0, 4.9, 4.6923076923076925)","(13.0, 17.5, 17.35)","(31.0, 60.0, 55.714285714285715)","(15.0, 20.0, 19.6)","(5.0, 6.2, 6.003125000000001)","(11.0, 14.0, 13.22)","(8.5, 11.0, 10.666666666666666)","(21.0, 55.0, 52.85714285714286)","(21.0, 26.0, 25.0)","(16.0, 19.0, 18.93181818181818)"
12-01-2023 14:13:02.893588,"(6.5, 7.2, 7.088235294117647)","(14.0, 19.0, 18.11764705882353)","(4.0, 4.9, 4.6923076923076925)","(13.0, 17.5, 17.4)","(31.0, 60.0, 55.714285714285715)","(15.0, 20.0, 19.333333333333332)","(5.0, 6.2, 6.003125000000001)","(11.0, 14.0, 13.22)","(8.5, 11.0, 10.666666666666666)","(21.0, 55.0, 52.85714285714286)","(21.0, 26.0, 25.454545454545453)","(16.0, 19.0, 19.4)"
12-01-2023 14:13:04.286344,"(6.5, 7.2, 7.088235294117647)","(14.0, 19.0, 18.11764705882353)","(4.0, 4.9, 4.6923076923076925)","(13.0, 17.5, 17.4)","(31.0, 60.0, 55.714285714285715)","(15.0, 20.0, 19.5)","(5.0, 6.2, 6.003125000000001)","(11.0, 14.0, 13.264150943396226)","(8.5, 11.0, 10.625)","(26.0, 55.0, 54.42307692307692)","(21.0, 26.0, 25.454545454545453)","(16.0, 19.5, 18.896551724137932)"
12-01-2023 14:13:05.567096,"(6.5, 7.2, 7.088235294117647)","(14.0, 19.0, 18.11764705882353)","(4.0, 4.9, 4.6923076923076925)","(13.0, 17.5, 17.4)","(31.0, 60.0, 55.714285714285715)","(15.0, 21.0, 19.5)","(5.0, 6.2, 6.003125000000001)","(11.0, 14.0, 13.264150943396226)","(8.5, 11.0, 10.666666666666666)","(26.0, 55.0, 54.42307692307692)","(21.0, 26.0, 25.454545454545453)","(16.0, 19.0, 18.765625)"
12-01-2023 14:13:07.070981,"(6.5, 7.2, 7.068965517241379)","(14.0, 19.0, 18.11764705882353)","(4.0, 4.9, 4.733333333333333)","(13.0, 17.5, 17.4)","(31.0, 60.0, 55.714285714285715)","(15.0, 21.0, 19.5)","(5.0, 6.2, 6.003125000000001)","(11.0, 14.0, 13.589473684210526)","(8.5, 11.0, 10.666666666666666)","(26.0, 55.0, 54.42307692307692)","(21.0, 26.0, 24.08695652173913)","(16.0, 19.0, 18.85)"
12-01-2023 14:13:08.524983,"(6.5, 7.4, 7.033333333333333)","(14.0, 19.0, 18.11764705882353)","(4.0, 4.9, 4.763636363636364)","(13.0, 17.5, 17.4)","(31.0, 60.0, 55.714285714285715)","(15.0, 21.0, 19.5)","(5.0, 6.2, 5.966666666666667)","(11.0, 14.0, 13.617647058823529)","(8.5, 11.0, 10.333333333333334)","(26.0, 55.0, 54.42307692307692)","(21.0, 26.0, 24.9)","(16.0, 19.0, 18.85)"
12-01-2023 14:13:10.088110,"(6.5, 7.4, 7.133333333333334)","(14.0, 19.0, 18.11764705882353)","(4.0, 4.9, 4.763636363636364)","(13.0, 17.5, 17.4)","(31.0, 60.0, 55.714285714285715)","(15.0, 21.0, 19.0)","(5.0, 6.2, 5.966666666666667)","(11.0, 14.0, 13.31578947368421)","(8.5, 11.0, 10.333333333333334)","(26.0, 55.0, 54.42307692307692)","(21.0, 26.0, 25.425531914893618)","(15.0, 19.0, 18.85)"
12-01-2023 14:13:11.490497,"(6.5, 7.2, 7.133333333333334)","(14.0, 19.0, 18.666666666666668)","(4.0, 4.9, 4.763636363636364)","(13.0, 17.5, 17.4)","(31.0, 60.0, 54.44444444444444)","(15.0, 20.0, 19.555555555555557)","(5.0, 6.2, 5.966666666666667)","(11.0, 14.0, 13.31578947368421)","(8.5, 11.0, 10.333333333333334)","(26.0, 55.0, 53.39285714285714)","(21.0, 26.0, 25.045454545454547)","(15.0, 19.0, 18.839285714285715)"
12-01-2023 14:13:12.908103,"(6.5, 7.2, 7.13448275862069)","(14.0, 19.0, 18.766666666666666)","(4.0, 4.9, 4.763636363636364)","(13.0, 17.5, 17.4)","(31.0, 60.0, 56.42857142857143)","(15.0, 20.0, 18.75)","(5.0, 6.2, 5.966666666666667)","(11.0, 14.0, 13.31578947368421)","(8.5, 11.0, 10.333333333333334)","(26.0, 55.0, 53.39285714285714)","(21.0, 26.0, 24.666666666666668)","(15.0, 19.0, 18.839285714285715)"
12-01-2023 14:13:14.499536,"(6.5, 7.2, 7.13448275862069)","(14.0, 19.0, 18.766666666666666)","(4.0, 4.9, 4.763636363636364)","(13.0, 17.5, 17.4)","(31.0, 60.0, 56.42857142857143)","(15.0, 20.0, 18.75)","(5.0, 6.2, 5.966666666666667)","(11.0, 14.0, 13.31578947368421)","(8.5, 11.0, 10.333333333333334)","(26.0, 55.0, 53.39285714285714)","(21.0, 26.0, 24.6)","(15.0, 19.0, 18.839285714285715)"
12-01-2023 14:13:16.204517,"(6.5, 7.2, 7.185263157894737)","(14.0, 19.0, 18.766666666666666)","(4.0, 4.9, 4.763636363636364)","(13.0, 17.5, 17.4)","(31.0, 60.0, 56.42857142857143)","(15.0, 20.0, 18.9)","(5.0, 6.2, 5.966666666666667)","(11.0, 14.0, 13.31578947368421)","(8.5, 11.0, 10.333333333333334)","(26.0, 55.0, 53.39285714285714)","(21.0, 26.0, 24.6)","(15.0, 19.0, 18.833333333333332)"
12-01-2023 14:13:17.615625,"(6.5, 7.4, 7.178461538461539)","(14.0, 19.0, 18.766666666666666)","(4.0, 4.9, 4.897093023255814)","(13.0, 17.5, 17.4)","(31.0, 60.0, 56.42857142857143)","(15.0, 19.5, 19.071428571428573)","(5.0, 6.2, 5.966666666666667)","(11.0, 14.0, 13.31578947368421)","(8.5, 11.0, 10.333333333333334)","(26.0, 55.0, 53.54838709677419)","(21.0, 26.0, 24.6)","(15.0, 19.0, 18.833333333333332)"
12-01-2023 14:13:19.083701,"(6.5, 7.4, 7.178461538461539)","(14.0, 19.0, 18.696969696969695)","(4.0, 4.9, 4.897093023255814)","(14.0, 17.5, 17.4)","(31.0, 60.0, 56.42857142857143)","(15.0, 19.5, 19.0)","(5.0, 6.2, 5.966666666666667)","(11.0, 14.0, 13.611940298507463)","(8.5, 11.0, 10.352941176470589)","(26.0, 55.0, 53.54838709677419)","(20.0, 26.0, 24.6)","(16.0, 19.0, 18.833333333333332)"
12-01-2023 14:13:20.794802,"(6.5, 7.4, 7.178461538461539)","(14.0, 19.0, 18.6)","(4.0, 4.9, 4.897093023255814)","(14.0, 17.5, 17.4)","(31.0, 60.0, 56.42857142857143)","(15.0, 20.0, 19.055555555555557)","(5.0, 6.2, 5.966666666666667)","(11.0, 14.0, 13.76923076923077)","(8.5, 11.0, 10.352941176470589)","(26.0, 55.0, 53.54838709677419)","(20.0, 26.0, 25.08695652173913)","(16.0, 19.0, 18.833333333333332)"
12-01-2023 14:13:22.381030,"(6.5, 7.4, 7.178461538461539)","(14.0, 19.0, 18.6)","(4.0, 4.9, 4.897093023255814)","(14.0, 17.5, 17.4)","(31.0, 60.0, 56.42857142857143)","(15.0, 19.5, 17.05263157894737)","(5.0, 6.2, 6.371008403361345)","(11.0, 14.0, 13.85)","(8.5, 11.0, 10.352941176470589)","(26.0, 48.0, 47.46666666666667)","(21.0, 26.0, 25.08695652173913)","(16.0, 19.0, 18.795454545454547)"
12-01-2023 14:13:23.732780,"(6.5, 7.4, 7.178461538461539)","(14.0, 19.0, 18.6)","(4.0, 4.9, 4.978630136986301)","(14.0, 17.5, 17.4)","(31.0, 60.0, 56.42857142857143)","(15.0, 17.5, 17.05263157894737)","(5.0, 6.4, 6.370512820512821)","(11.0, 14.0, 13.916666666666666)","(8.5, 11.0, 10.433962264150944)","(26.0, 48.0, 47.407407407407405)","(21.0, 26.0, 25.08695652173913)","(16.0, 19.0, 18.795454545454547)"
12-01-2023 14:13:25.163214,"(6.5, 7.4, 7.2057142857142855)","(14.0, 19.0, 18.583333333333332)","(4.0, 5.0, 4.978630136986301)","(13.0, 17.5, 17.35)","(31.0, 60.0, 56.42857142857143)","(15.0, 17.5, 17.05263157894737)","(5.0, 6.4, 6.384168865435356)","(11.0, 14.0, 13.741935483870968)","(8.5, 10.5, 10.435185185185185)","(26.0, 48.0, 47.46666666666667)","(21.0, 26.0, 24.6)","(15.0, 19.0, 18.795454545454547)"
12-01-2023 14:13:26.639871,"(6.5, 7.4, 7.2057142857142855)","(14.0, 19.0, 18.583333333333332)","(4.0, 5.0, 4.978630136986301)","(13.0, 17.5, 17.35)","(31.0, 60.0, 56.42857142857143)","(15.0, 17.5, 17.080645161290324)","(5.0, 6.4, 6.384168865435356)","(11.0, 14.5, 13.741935483870968)","(8.5, 10.5, 10.459615384615384)","(26.0, 48.0, 47.407407407407405)","(21.0, 26.0, 24.6)","(15.0, 19.0, 18.795454545454547)"
12-01-2023 14:13:28.100935,"(6.5, 7.4, 7.2057142857142855)","(14.0, 19.0, 18.583333333333332)","(4.0, 5.0, 4.978630136986301)","(13.0, 17.5, 17.35)","(31.0, 60.0, 57.5)","(15.0, 17.5, 17.080645161290324)","(5.0, 6.4, 6.384084880636605)","(11.0, 14.5, 13.741935483870968)","(8.5, 10.5, 10.452272727272728)","(26.0, 48.0, 47.407407407407405)","(20.0, 26.0, 24.6)","(15.0, 19.0, 18.795454545454547)"
12-01-2023 14:13:29.696399,"(6.5, 7.4, 7.2057142857142855)","(14.0, 19.0, 18.583333333333332)","(4.0, 5.0, 4.985344827586207)","(13.0, 17.5, 17.25)","(31.0, 60.0, 59.166666666666664)","(15.0, 17.5, 17.080645161290324)","(5.0, 6.4, 6.383597883597884)","(11.0, 14.5, 13.741935483870968)","(8.5, 10.5, 10.452272727272728)","(26.0, 48.0, 47.407407407407405)","(20.0, 26.0, 24.6)","(15.0, 18.5, 18.192307692307693)"
12-01-2023 14:13:31.031510,"(6.5, 7.4, 7.2057142857142855)","(14.0, 19.0, 18.583333333333332)","(4.0, 5.0, 4.892063492063492)","(13.0, 17.5, 17.25)","(31.0, 60.0, 60.714285714285715)","(15.0, 17.5, 17.080645161290324)","(5.0, 6.4, 6.3814925373134335)","(11.0, 14.5, 13.676470588235293)","(8.5, 10.5, 10.471698113207546)","(26.0, 48.0, 47.07692307692308)","(20.0, 26.0, 24.6)","(15.0, 18.5, 17.73076923076923)"
12-01-2023 14:13:32.643232,"(6.5, 7.4, 7.2)","(14.0, 19.0, 18.583333333333332)","(4.0, 5.0, 4.926086956521739)","(13.0, 17.5, 17.35)","(31.0, 65.0, 61.25)","(15.0, 17.5, 17.080645161290324)","(5.0, 6.4, 6.3814925373134335)","(11.0, 14.5, 13.676470588235293)","(8.5, 10.5, 10.474137931034482)","(26.0, 48.0, 46.0)","(20.0, 26.0, 24.6)","(15.0, 18.5, 17.166666666666668)"
12-01-2023 14:13:34.304297,"(6.5, 7.0, 6.97719298245614)","(14.0, 19.0, 18.583333333333332)","(4.0, 5.0, 4.889230769230769)","(13.0, 17.5, 17.35)","(31.0, 65.0, 61.25)","(14.0, 17.5, 17.080645161290324)","(5.0, 6.4, 6.3814925373134335)","(11.0, 14.5, 13.642857142857142)","(8.5, 10.5, 10.474137931034482)","(26.0, 48.0, 45.6)","(20.0, 26.0, 24.6)","(15.0, 18.0, 17.5)"
12-01-2023 14:13:35.803771,"(6.5, 7.0, 6.991530944625407)","(14.0, 19.0, 18.583333333333332)","(4.0, 5.0, 4.887878787878789)","(13.0, 17.5, 17.25)","(31.0, 65.0, 61.25)","(14.0, 17.5, 17.080645161290324)","(5.0, 6.4, 6.3814925373134335)","(11.0, 14.5, 14.117647058823529)","(8.5, 10.5, 10.471698113207546)","(26.0, 48.0, 45.6)","(20.0, 26.0, 24.6)","(15.0, 18.0, 16.76086956521739)"
12-01-2023 14:13:37.288719,"(6.5, 7.0, 6.991530944625407)","(14.0, 19.0, 18.583333333333332)","(4.0, 4.9, 4.878378378378379)","(13.0, 17.5, 17.25)","(31.0, 65.0, 61.25)","(14.0, 17.5, 17.080645161290324)","(5.0, 6.4, 6.381212121212122)","(11.0, 15.0, 14.16)","(8.5, 10.5, 10.436507936507937)","(26.0, 48.0, 45.6)","(20.0, 26.0, 24.6)","(15.0, 19.5, 16.6875)"
12-01-2023 14:13:38.663155,"(6.5, 7.0, 6.991530944625407)","(14.0, 19.0, 17.846153846153847)","(4.0, 4.9, 4.790291262135923)","(13.0, 17.5, 17.35)","(31.0, 65.0, 61.25)","(14.0, 17.5, 17.080645161290324)","(5.0, 6.4, 6.381212121212122)","(11.0, 15.0, 14.16)","(8.5, 10.5, 10.431034482758621)","(26.0, 48.0, 45.6)","(20.0, 26.0, 24.6)","(15.0, 19.5, 18.205882352941178)"
12-01-2023 14:13:40.014252,"(6.5, 7.0, 6.979816513761468)","(14.0, 19.0, 17.846153846153847)","(4.0, 4.8, 4.790074441687345)","(13.0, 17.5, 17.35)","(31.0, 65.0, 61.25)","(14.0, 17.5, 17.080645161290324)","(5.0, 6.4, 6.38160237388724)","(11.0, 15.0, 14.325)","(8.5, 10.5, 10.431034482758621)","(26.0, 48.0, 47.42857142857143)","(20.0, 26.0, 24.6)","(15.0, 18.5, 17.764705882352942)"
12-01-2023 14:13:41.312715,"(6.5, 7.0, 6.979816513761468)","(14.0, 19.0, 17.846153846153847)","(4.0, 4.8, 4.789974937343358)","(13.0, 17.5, 17.35)","(31.0, 65.0, 60.357142857142854)","(14.0, 17.5, 17.080645161290324)","(5.0, 6.4, 6.38160237388724)","(11.0, 15.0, 14.205882352941176)","(8.5, 10.5, 10.436507936507937)","(26.0, 48.0, 47.333333333333336)","(20.0, 26.0, 24.6)","(15.0, 18.0, 17.7)"
12-01-2023 14:13:42.852652,"(6.5, 7.0, 6.979816513761468)","(14.0, 19.0, 17.846153846153847)","(4.0, 4.8, 4.789974937343358)","(13.0, 17.5, 17.35)","(31.0, 65.0, 61.578947368421055)","(14.0, 17.5, 17.080645161290324)","(5.0, 6.4, 6.38160237388724)","(11.0, 15.0, 14.205882352941176)","(8.5, 10.5, 10.436507936507937)","(26.0, 48.0, 47.294117647058826)","(20.0, 26.0, 24.6)","(15.0, 18.0, 17.7)"
12-01-2023 14:13:44.310993,"(6.5, 7.0, 6.9751515151515155)","(14.0, 19.0, 17.821428571428573)","(4.0, 4.8, 4.788950276243094)","(13.0, 17.5, 17.35)","(31.0, 65.0, 61.875)","(14.0, 17.5, 17.080645161290324)","(5.0, 6.4, 6.38160237388724)","(11.0, 15.0, 13.772727272727273)","(8.5, 10.5, 10.436507936507937)","(26.0, 48.0, 47.5)","(20.0, 26.0, 24.88)","(15.0, 18.0, 17.7)"
12-01-2023 14:13:45.911723,"(6.5, 7.0, 6.9751515151515155)","(14.0, 19.0, 18.1)","(4.0, 4.8, 4.788950276243094)","(13.0, 17.5, 17.35)","(31.0, 65.0, 61.578947368421055)","(14.0, 17.5, 17.080645161290324)","(5.0, 6.4, 6.38160237388724)","(11.0, 15.0, 13.772727272727273)","(8.5, 10.5, 10.445945945945946)","(26.0, 48.0, 47.5)","(20.0, 26.0, 24.0)","(15.0, 18.0, 17.7)"
12-01-2023 14:13:47.373059,"(6.5, 7.0, 6.9751515151515155)","(14.0, 18.5, 18.071428571428573)","(4.0, 4.8, 4.788950276243094)","(13.0, 17.5, 17.35)","(31.0, 65.0, 61.875)","(14.0, 17.5, 17.080645161290324)","(5.0, 6.4, 6.381268882175227)","(11.0, 15.0, 14.428571428571429)","(8.5, 10.5, 10.478260869565217)","(26.0, 48.0, 47.5)","(20.0, 26.0, 24.42105263157895)","(15.0, 18.0, 17.227272727272727)"
12-01-2023 14:13:48.942302,"(6.5, 7.0, 6.975226586102719)","(14.0, 18.5, 17.681818181818183)","(4.0, 4.8, 4.788950276243094)","(13.0, 17.5, 16.46153846153846)","(31.0, 65.0, 62.72727272727273)","(14.0, 17.5, 17.06578947368421)","(5.0, 6.4, 6.381268882175227)","(11.0, 15.0, 14.470588235294118)","(8.5, 10.5, 10.478260869565217)","(26.0, 48.0, 47.5)","(20.0, 26.0, 24.57142857142857)","(15.0, 19.5, 18.5)"
12-01-2023 14:13:50.360987,"(6.5, 7.0, 6.993023255813953)","(14.0, 18.5, 18.071428571428573)","(4.0, 4.8, 4.7875)","(13.0, 17.5, 16.375)","(31.0, 65.0, 62.72727272727273)","(14.0, 17.5, 17.06578947368421)","(5.0, 6.4, 6.377935943060499)","(11.0, 15.0, 14.210526315789474)","(8.5, 10.5, 10.492537313432836)","(26.0, 48.0, 47.5)","(20.0, 26.0, 22.842105263157894)","(15.0, 19.5, 18.5)"
12-01-2023 14:13:51.744013,"(6.5, 7.0, 6.990334572490706)","(14.0, 18.5, 17.60810810810811)","(4.0, 4.8, 4.788654353562005)","(13.0, 17.5, 16.375)","(31.0, 65.0, 62.72727272727273)","(14.0, 17.5, 17.06578947368421)","(5.0, 6.4, 6.377935943060499)","(11.0, 15.0, 14.210526315789474)","(8.5, 10.5, 10.492537313432836)","(26.0, 48.0, 49.64102564102564)","(20.0, 26.0, 23.857142857142858)","(15.0, 19.5, 18.5)"
12-01-2023 14:13:53.148519,"(6.5, 7.0, 6.990334572490706)","(14.0, 18.0, 17.405405405405407)","(4.0, 4.8, 4.788654353562005)","(13.0, 17.5, 16.352941176470587)","(31.0, 65.0, 62.61904761904762)","(14.0, 17.5, 17.06578947368421)","(5.0, 6.4, 6.377935943060499)","(11.0, 15.0, 14.210526315789474)","(8.5, 10.5, 10.458333333333334)","(26.0, 50.0, 49.68421052631579)","(20.0, 26.0, 23.857142857142858)","(15.0, 19.0, 17.928571428571427)"
12-01-2023 14:13:54.637853,"(6.5, 7.2, 7.13907284768212)","(14.0, 18.0, 17.405405405405407)","(4.0, 4.8, 4.7938375350140054)","(13.0, 17.5, 16.352941176470587)","(31.0, 65.0, 69.16666666666667)","(14.0, 17.5, 17.066666666666666)","(5.0, 6.4, 6.377935943060499)","(11.0, 15.0, 14.210526315789474)","(8.5, 10.5, 10.486792452830189)","(26.0, 50.0, 49.72222222222222)","(20.0, 26.0, 23.857142857142858)","(15.0, 19.0, 17.928571428571427)"
12-01-2023 14:13:56.138182,"(6.5, 7.2, 7.133812949640288)","(14.0, 18.0, 17.405405405405407)","(4.0, 4.8, 4.792285714285714)","(13.0, 17.5, 16.92222222222222)","(31.0, 70.0, 69.23076923076923)","(14.0, 17.5, 17.066666666666666)","(5.0, 6.4, 6.377935943060499)","(11.0, 15.0, 14.210526315789474)","(8.5, 10.5, 10.18918918918919)","(26.0, 50.0, 58.333333333333336)","(19.0, 26.0, 23.857142857142858)","(15.0, 19.0, 17.928571428571427)"
12-01-2023 14:13:57.522457,"(6.5, 7.0, 6.987854251012146)","(14.0, 18.0, 17.405405405405407)","(4.0, 4.8, 4.792285714285714)","(13.0, 17.5, 16.92222222222222)","(31.0, 70.0, 69.23076923076923)","(14.0, 17.5, 17.066666666666666)","(5.0, 6.4, 6.377935943060499)","(11.0, 15.0, 13.578947368421053)","(8.5, 11.0, 10.166666666666666)","(26.0, 60.0, 58.333333333333336)","(19.0, 26.0, 24.166666666666668)","(15.0, 19.0, 17.571428571428573)"
12-01-2023 14:13:59.261202,"(6.5, 7.2, 7.139705882352941)","(14.0, 18.0, 17.048780487804876)","(4.0, 4.8, 4.879213483146068)","(13.0, 17.0, 16.7)","(31.0, 70.0, 65.83333333333333)","(14.0, 17.5, 17.095238095238095)","(5.0, 6.4, 6.377935943060499)","(11.0, 15.0, 13.772727272727273)","(8.5, 11.0, 10.166666666666666)","(26.0, 60.0, 58.333333333333336)","(19.0, 25.0, 24.166666666666668)","(15.0, 18.0, 17.181818181818183)"
12-01-2023 14:14:00.724258,"(6.5, 7.2, 7.1344537815126055)","(14.0, 18.0, 17.29090909090909)","(4.0, 4.9, 4.879213483146068)","(13.0, 17.0, 16.73076923076923)","(31.0, 70.0, 65.83333333333333)","(14.0, 17.5, 17.095238095238095)","(5.0, 6.4, 6.380505415162455)","(11.0, 15.0, 13.458333333333334)","(8.5, 11.0, 10.166666666666666)","(26.0, 60.0, 57.27272727272727)","(19.0, 25.0, 24.4375)","(15.0, 18.0, 17.181818181818183)"
12-01-2023 14:14:02.201246,"(6.5, 7.2, 7.151552795031056)","(14.0, 18.0, 17.29090909090909)","(4.0, 4.9, 4.879213483146068)","(13.0, 17.0, 16.642857142857142)","(31.0, 70.0, 66.15384615384616)","(14.0, 17.5, 17.53448275862069)","(5.0, 6.4, 6.380505415162455)","(11.0, 13.5, 13.458333333333334)","(8.5, 11.0, 10.511363636363637)","(26.0, 60.0, 58.0)","(19.0, 25.0, 24.0)","(15.0, 18.0, 17.4)"
12-01-2023 14:14:03.562831,"(6.5, 7.2, 7.154198473282443)","(14.0, 18.0, 17.38888888888889)","(4.0, 4.9, 4.888200589970502)","(13.0, 17.0, 16.692307692307693)","(31.0, 70.0, 62.22222222222222)","(14.0, 18.0, 17.655172413793103)","(5.0, 6.4, 6.365676567656766)","(11.0, 13.5, 13.714285714285714)","(8.5, 11.0, 10.444444444444445)","(26.0, 60.0, 56.25)","(19.0, 25.0, 24.428571428571427)","(15.0, 18.0, 17.636363636363637)"
12-01-2023 14:14:05.005973,"(6.5, 7.2, 7.176842105263158)","(14.0, 18.0, 17.4375)","(4.0, 4.8, 4.79406528189911)","(13.0, 17.0, 16.692307692307693)","(31.0, 65.0, 62.22222222222222)","(14.0, 18.0, 17.545454545454547)","(5.0, 6.4, 6.372693726937269)","(11.0, 15.0, 14.285714285714286)","(8.5, 10.5, 10.43859649122807)","(26.0, 60.0, 56.25)","(19.0, 25.0, 23.05263157894737)","(15.0, 18.0, 17.214285714285715)"
12-01-2023 14:14:06.481951,"(6.5, 7.2, 7.176842105263158)","(14.0, 17.5, 19.204545454545453)","(4.0, 4.9, 4.478346456692914)","(13.0, 17.0, 18.714285714285715)","(31.0, 65.0, 67.72727272727273)","(14.0, 18.0, 20.071428571428573)","(5.0, 6.4, 6.373758865248227)","(11.0, 14.5, 13.90566037735849)","(8.5, 10.5, 11.239583333333334)","(26.0, 60.0, 58.63636363636363)","(19.0, 24.0, 23.142857142857142)","(15.0, 19.0, 16.681818181818183)"
12-01-2023 14:14:07.866651,"(6.5, 6.6, 6.569090909090908)","(14.0, 20.0, 19.65909090909091)","(4.0, 4.5, 4.485648148148148)","(13.0, 20.0, 18.710280373831775)","(31.0, 70.0, 67.72727272727273)","(14.0, 21.0, 20.008474576271187)","(5.0, 6.4, 6.373758865248227)","(11.0, 14.5, 13.325471698113208)","(8.5, 12.0, 11.239583333333334)","(26.0, 60.0, 59.0625)","(19.0, 24.0, 20.037037037037038)","(15.0, 17.5, 16.633333333333333)"
12-01-2023 14:14:09.260933,"(6.5, 6.6, 6.553548387096774)","(14.0, 20.0, 19.65909090909091)","(4.0, 4.5, 4.485648148148148)","(13.0, 20.0, 18.710280373831775)","(31.0, 70.0, 67.72727272727273)","(14.0, 21.0, 20.008474576271187)","(5.0, 6.4, 6.371428571428572)","(11.0, 14.5, 13.33495145631068)","(8.5, 12.0, 11.277227722772277)","(26.0, 60.0, 59.0625)","(19.0, 21.0, 20.037037037037038)","(15.0, 17.5, 16.322580645161292)"
