,Danspur,Hardyo,Ringside,Sure Strategy,Corvo,Quest For Honor,Time To Dazzle,Lucky Jackson,Stampede Warrior,The Enzo,Mondial Express,Aisle Six
12-01-2023 14:01:11.009316,"(7.0, 9.2, 8.2)","(9.0, 22.0, 16.25)","(4.6, 5.4, 5.04)","(11.0, 21.0, 18.0)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 6.8, 5.949999999999999)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:12.549527,"(7.0, 9.2, 8.2)","(9.0, 22.0, 16.25)","(4.6, 5.4, 5.04)","(11.0, 21.0, 18.0)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 6.8, 5.949999999999999)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:14.114764,"(7.0, 9.2, 8.2)","(9.0, 22.0, 16.25)","(4.6, 5.4, 5.04)","(11.0, 21.0, 18.0)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 6.8, 5.949999999999999)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:15.695976,"(7.0, 9.2, 8.2)","(9.0, 22.0, 16.25)","(4.6, 5.4, 5.04)","(11.0, 21.0, 18.0)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 6.8, 5.949999999999999)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:17.246975,"(7.0, 9.2, 8.2)","(9.0, 22.0, 16.25)","(4.6, 5.4, 5.04)","(11.0, 21.0, 18.0)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 6.8, 5.949999999999999)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:18.842866,"(7.0, 9.2, 8.2)","(9.0, 22.0, 16.25)","(4.6, 5.4, 5.04)","(11.0, 21.0, 18.0)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 6.8, 5.949999999999999)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:20.499286,"(7.0, 9.2, 8.2)","(9.0, 22.0, 16.25)","(4.6, 5.4, 5.04)","(11.0, 21.0, 18.0)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 6.8, 5.949999999999999)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:22.064740,"(7.0, 9.2, 8.2)","(9.0, 22.0, 16.5)","(4.6, 5.4, 5.1000000000000005)","(11.0, 21.0, 18.0)","(26.0, 130.0, 78.0)","(12.0, 25.0, 22.545454545454547)","(4.6, 6.8, 6.0)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:23.790090,"(7.0, 9.2, 8.2)","(9.0, 22.0, 13.75)","(4.6, 5.4, 5.1000000000000005)","(11.0, 21.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 22.545454545454547)","(4.6, 6.8, 5.377777777777778)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:25.413635,"(7.0, 9.2, 8.2)","(9.0, 16.5, 12.857142857142858)","(4.6, 5.4, 5.1000000000000005)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 22.545454545454547)","(4.6, 6.0, 5.377777777777778)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:26.995168,"(7.0, 9.2, 8.2)","(9.0, 17.5, 12.857142857142858)","(4.6, 5.4, 5.1000000000000005)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 22.545454545454547)","(4.6, 6.0, 5.48)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:28.580234,"(7.0, 9.2, 8.2)","(9.0, 17.5, 12.857142857142858)","(4.6, 5.4, 5.1000000000000005)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.5)","(4.6, 5.9, 5.48)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:30.175028,"(7.0, 9.2, 8.2)","(9.0, 17.0, 12.5)","(4.6, 5.4, 5.1000000000000005)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.5)","(4.6, 5.9, 5.48)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:31.710747,"(7.0, 9.2, 8.2)","(9.0, 17.0, 12.5)","(4.6, 5.4, 5.1000000000000005)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.5)","(4.6, 5.9, 5.48)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:33.326604,"(7.0, 9.2, 8.2)","(9.0, 17.0, 12.5)","(4.6, 5.4, 5.1000000000000005)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.5)","(4.6, 5.9, 5.48)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:34.901001,"(7.0, 9.2, 8.2)","(9.0, 17.0, 13.75)","(4.6, 5.4, 5.1000000000000005)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.5)","(4.6, 5.9, 5.48)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:36.418394,"(7.0, 9.2, 8.2)","(9.0, 16.5, 13.75)","(4.6, 5.4, 4.818181818181818)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.5)","(4.6, 5.9, 5.48)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:37.971007,"(7.0, 9.2, 8.2)","(9.0, 16.5, 13.75)","(4.6, 5.0, 5.15)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 23.700000000000003)","(4.6, 5.9, 5.48)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:39.581183,"(7.0, 9.2, 8.2)","(9.0, 16.5, 13.75)","(4.6, 5.5, 5.266666666666667)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 23.700000000000003)","(4.6, 5.9, 5.48)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:41.221768,"(7.0, 9.2, 8.2)","(9.0, 16.5, 13.75)","(4.6, 5.5, 5.111111111111111)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 23.700000000000003)","(4.6, 5.9, 5.48)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:42.894836,"(7.0, 9.2, 8.2)","(9.0, 16.5, 13.75)","(4.6, 5.5, 5.0)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 23.761904761904763)","(4.6, 5.9, 5.48)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:44.427392,"(7.0, 9.2, 8.2)","(9.0, 16.5, 13.75)","(4.6, 5.5, 5.08)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 5.9, 5.575)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:45.974416,"(7.0, 9.2, 8.2)","(9.0, 16.5, 13.75)","(4.6, 5.5, 5.482352941176471)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 5.8, 5.575)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:47.568299,"(7.0, 9.2, 8.2)","(9.0, 16.5, 13.75)","(4.6, 6.0, 5.7)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 5.8, 5.68)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:49.200571,"(7.0, 9.2, 8.2)","(9.0, 16.5, 13.2)","(4.6, 5.9, 5.7)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 5.8, 5.68)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:50.818324,"(7.0, 9.2, 8.2)","(9.0, 16.5, 13.2)","(4.6, 5.9, 5.65)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 5.8, 5.68)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:52.347920,"(7.0, 9.2, 8.422222222222222)","(9.0, 16.5, 13.2)","(4.6, 5.9, 5.4)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 5.8, 5.35)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:53.927391,"(7.0, 9.2, 8.422222222222222)","(9.0, 16.5, 13.2)","(4.6, 5.8, 5.4)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 5.7, 5.35)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:55.676661,"(7.0, 9.2, 8.422222222222222)","(9.0, 16.5, 13.2)","(4.6, 5.8, 5.4)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 5.7, 5.35)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:57.299750,"(7.0, 9.2, 8.422222222222222)","(9.0, 16.5, 13.2)","(4.6, 5.8, 5.4)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 5.7, 5.35)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:01:59.040299,"(7.0, 9.2, 8.5)","(9.0, 16.5, 13.2)","(4.6, 5.8, 5.28)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 5.7, 5.35)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:02:01.078964,"(7.0, 9.2, 8.5)","(9.0, 16.5, 13.2)","(4.6, 5.7, 5.28)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 5.7, 5.35)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:02:02.876785,"(7.0, 9.2, 8.5)","(9.0, 16.5, 13.2)","(4.6, 5.7, 5.28)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 5.7, 5.35)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:02:04.615833,"(7.0, 9.2, 8.5)","(9.0, 16.5, 13.2)","(4.6, 5.7, 5.28)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 5.7, 5.35)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:02:06.445420,"(7.0, 9.2, 8.5)","(9.0, 16.5, 13.2)","(4.6, 5.7, 5.28)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 5.7, 5.35)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:02:08.139089,"(7.0, 9.2, 8.5)","(9.0, 16.5, 13.2)","(4.6, 5.7, 5.28)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 5.7, 5.35)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:02:09.904715,"(7.0, 9.2, 8.2)","(9.0, 16.5, 13.5)","(4.6, 5.7, 5.266666666666667)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 5.7, 5.4)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:02:11.587810,"(7.0, 9.2, 8.2)","(9.0, 16.0, 13.5)","(4.6, 5.6, 5.3538461538461535)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 5.7, 5.4)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:02:13.125131,"(7.0, 9.2, 8.2)","(9.0, 16.0, 13.5)","(4.6, 5.6, 5.25)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 5.7, 5.4)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:02:14.802982,"(7.0, 9.2, 8.2)","(9.0, 16.0, 12.25)","(4.6, 5.6, 5.223529411764706)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.75)","(4.6, 5.7, 5.4)","(12.0, 23.0, 19.0)","(7.0, 13.5, 10.083333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 22.0)"
12-01-2023 14:02:16.487347,"(7.0, 9.2, 8.2)","(9.0, 16.0, 12.666666666666666)","(4.6, 5.6, 5.16)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 16.071428571428573)","(4.6, 5.7, 5.4)","(12.0, 23.0, 16.75)","(7.0, 13.5, 9.855555555555556)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 20.666666666666668)"
12-01-2023 14:02:18.194978,"(7.0, 9.2, 8.2)","(9.0, 16.0, 12.5625)","(4.6, 5.6, 5.16)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 16.071428571428573)","(4.6, 5.7, 5.4)","(12.0, 23.0, 16.75)","(7.0, 13.5, 9.855555555555556)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 20.666666666666668)"
12-01-2023 14:02:19.848035,"(7.0, 9.2, 8.2)","(9.0, 16.0, 12.5625)","(4.6, 5.6, 5.16)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 16.071428571428573)","(4.6, 5.7, 5.4)","(12.0, 23.0, 16.75)","(7.0, 13.5, 9.855555555555556)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 20.666666666666668)"
12-01-2023 14:02:21.662267,"(7.0, 9.2, 8.2)","(9.0, 16.0, 12.5625)","(4.6, 5.6, 5.16)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 17.75)","(4.6, 5.7, 5.4)","(12.0, 23.0, 17.5)","(7.0, 13.5, 9.855555555555556)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 20.666666666666668)"
12-01-2023 14:02:23.412291,"(7.0, 9.2, 8.2)","(9.0, 16.0, 12.5625)","(4.6, 5.6, 5.16)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 23.0, 18.96153846153846)","(4.6, 5.7, 5.4)","(12.0, 22.0, 16.0)","(7.0, 13.5, 9.855555555555556)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 20.666666666666668)"
12-01-2023 14:02:25.239596,"(7.0, 9.2, 8.2)","(9.0, 16.0, 12.5625)","(4.6, 5.6, 5.16)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 23.0, 18.96153846153846)","(4.6, 5.7, 5.4)","(12.0, 22.0, 16.0)","(7.0, 13.5, 9.855555555555556)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 20.666666666666668)"
12-01-2023 14:02:27.239718,"(7.0, 9.2, 8.2)","(9.0, 16.0, 12.5625)","(4.6, 5.6, 5.16)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 23.0, 18.96153846153846)","(4.6, 5.7, 5.4)","(12.0, 22.0, 16.0)","(7.0, 13.5, 9.855555555555556)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 20.666666666666668)"
12-01-2023 14:02:29.032583,"(7.0, 9.2, 8.2)","(9.0, 16.0, 12.5625)","(4.6, 5.6, 5.16)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 23.0, 18.96153846153846)","(4.6, 5.7, 5.4)","(12.0, 22.0, 16.0)","(7.0, 13.5, 9.855555555555556)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 20.666666666666668)"
12-01-2023 14:02:30.805165,"(7.0, 9.2, 8.2)","(9.0, 16.0, 12.5625)","(4.6, 5.6, 5.16)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 23.0, 18.96153846153846)","(4.6, 5.7, 5.4)","(12.0, 22.0, 16.0)","(7.0, 13.5, 9.855555555555556)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 20.666666666666668)"
12-01-2023 14:02:32.407825,"(7.0, 9.2, 8.2)","(9.0, 16.0, 12.5625)","(4.6, 5.6, 5.25)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 23.0, 18.96153846153846)","(4.6, 5.7, 5.4)","(12.0, 22.0, 16.0)","(7.0, 13.5, 10.0)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 34.0, 26.0)"
12-01-2023 14:02:34.120330,"(7.0, 9.2, 8.2)","(9.0, 16.0, 12.5625)","(4.6, 5.6, 5.25)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 23.0, 18.96153846153846)","(4.6, 5.7, 5.4)","(12.0, 22.0, 16.0)","(7.0, 13.0, 10.0)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 30.0, 26.0)"
12-01-2023 14:02:35.755390,"(7.0, 9.2, 8.2)","(9.0, 16.0, 12.5625)","(4.6, 5.6, 5.25)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 23.0, 18.96153846153846)","(4.6, 5.7, 5.4)","(12.0, 22.0, 16.0)","(7.0, 13.0, 10.0)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 30.0, 26.0)"
12-01-2023 14:02:37.421004,"(7.0, 9.2, 8.2)","(9.0, 16.0, 12.5625)","(4.6, 5.6, 5.25)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 23.0, 18.96153846153846)","(4.6, 5.7, 5.4)","(12.0, 22.0, 16.0)","(7.0, 13.0, 10.0)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 30.0, 20.18181818181818)"
12-01-2023 14:02:39.094753,"(7.0, 9.2, 8.2)","(9.0, 16.0, 13.045454545454545)","(4.6, 5.6, 5.033333333333333)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 23.0, 20.9)","(4.6, 5.7, 5.4)","(12.0, 22.0, 16.0)","(7.0, 13.0, 10.433333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 29.0, 21.142857142857142)"
12-01-2023 14:02:40.652456,"(7.0, 9.2, 8.2)","(9.0, 15.5, 13.045454545454545)","(4.6, 5.5, 5.4)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 23.0, 23.3)","(4.6, 5.7, 5.4)","(12.0, 22.0, 16.0)","(7.0, 12.5, 10.433333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 29.0, 21.142857142857142)"
12-01-2023 14:02:42.408972,"(7.0, 9.2, 8.2)","(9.0, 15.5, 13.045454545454545)","(4.6, 5.5, 5.4)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 26.0, 22.5)","(4.6, 5.7, 5.4)","(12.0, 22.0, 16.0)","(7.0, 12.5, 10.433333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 29.0, 21.142857142857142)"
12-01-2023 14:02:44.170796,"(7.0, 9.2, 8.2)","(9.0, 15.5, 13.0)","(4.6, 5.5, 5.4)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 20.192307692307693)","(4.6, 5.7, 5.4)","(12.0, 22.0, 16.0)","(7.0, 12.5, 10.433333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 29.0, 23.5)"
12-01-2023 14:02:45.864875,"(7.0, 9.2, 8.2)","(9.0, 15.0, 13.0)","(4.6, 5.5, 5.4)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 20.192307692307693)","(4.6, 5.7, 5.4)","(12.0, 22.0, 16.0)","(7.0, 12.5, 10.433333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 29.0, 20.0)"
12-01-2023 14:02:47.567324,"(7.0, 9.2, 8.2)","(9.0, 15.0, 12.818181818181818)","(4.6, 5.5, 5.368421052631579)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 20.192307692307693)","(4.6, 5.7, 5.4)","(12.0, 22.0, 16.0)","(7.0, 12.5, 10.433333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 28.0, 20.0)"
12-01-2023 14:02:49.224747,"(7.0, 9.2, 8.2)","(9.0, 15.0, 12.818181818181818)","(4.6, 5.5, 5.368421052631579)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 25.0, 18.25)","(4.6, 5.7, 5.4)","(12.0, 22.0, 16.0)","(7.0, 12.5, 10.433333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 28.0, 20.0)"
12-01-2023 14:02:50.886303,"(7.0, 9.2, 8.2)","(9.0, 15.0, 12.818181818181818)","(4.6, 5.5, 5.368421052631579)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 24.0, 18.25)","(4.6, 5.7, 5.4)","(12.0, 22.0, 16.0)","(7.0, 12.5, 10.433333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 28.0, 20.0)"
12-01-2023 14:02:52.580414,"(7.0, 9.2, 8.2)","(9.0, 15.0, 12.818181818181818)","(4.6, 5.5, 5.368421052631579)","(11.0, 18.0, 16.2)","(26.0, 130.0, 78.0)","(12.0, 24.0, 18.25)","(4.6, 5.7, 5.4)","(12.0, 22.0, 16.0)","(7.0, 12.5, 10.433333333333334)","(20.0, 50.0, 23.75)","(20.0, 27.0, 25.837209302325583)","(17.0, 28.0, 20.0)"
