,Spring Maple,Tuta Yankee,Point To Point,Spring Rock,Springview Magic,Bundy Prize,Duelling Banjos,Nando Sid
06-01-2023 15:54:51.279898,"(3.0, 3.55, 3.4299999999999997)","(101.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 54.0)"
06-01-2023 15:54:52.631565,"(3.0, 3.55, 3.4299999999999997)","(101.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:54:53.989718,"(3.0, 3.55, 3.4299999999999997)","(101.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:54:55.378282,"(3.0, 3.55, 3.4299999999999997)","(101.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:54:56.787499,"(3.0, 3.55, 3.4299999999999997)","(101.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:54:58.141866,"(3.0, 3.55, 3.4299999999999997)","(101.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:54:59.532068,"(3.0, 3.55, 3.4299999999999997)","(101.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:55:00.871179,"(3.0, 3.55, 3.4299999999999997)","(101.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:55:02.481005,"(3.0, 3.55, 3.4299999999999997)","(101.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:55:04.425743,"(3.0, 3.55, 3.4299999999999997)","(101.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:55:06.129141,"(3.0, 3.55, 3.4299999999999997)","(101.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:55:07.747292,"(3.0, 3.55, 3.4299999999999997)","(101.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:55:09.267871,"(3.0, 3.55, 3.4299999999999997)","(101.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:55:10.830509,"(3.0, 3.55, 3.4299999999999997)","(101.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:55:12.337117,"(3.0, 3.55, 3.4299999999999997)","(101.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:55:13.736567,"(3.0, 3.55, 3.4299999999999997)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:55:15.140397,"(3.0, 3.55, 3.4299999999999997)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:55:16.531387,"(3.0, 3.55, 3.4299999999999997)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:55:18.601541,"(3.0, 3.55, 3.4299999999999997)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:55:20.757228,"(3.0, 3.55, 3.4299999999999997)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:55:22.223625,"(3.0, 3.55, 3.4299999999999997)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:55:23.712544,"(3.0, 3.55, 3.4299999999999997)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:55:25.310419,"(3.0, 3.55, 3.4299999999999997)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:55:26.824720,"(3.0, 3.55, 3.4299999999999997)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:55:28.247966,"(3.0, 3.55, 3.4299999999999997)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:55:29.964887,"(3.0, 3.55, 3.4299999999999997)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.529411764705884)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 53.2)"
06-01-2023 15:55:31.455830,"(3.0, 3.55, 3.4749999999999996)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.981081081081081)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 55.0)"
06-01-2023 15:55:33.042029,"(3.0, 3.55, 3.37)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.75)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 55.0)"
06-01-2023 15:55:34.846265,"(3.0, 3.55, 3.3596153846153847)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.914285714285715)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 55.0)"
06-01-2023 15:55:36.338932,"(3.0, 3.55, 3.475)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.914285714285715)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 55.0)"
06-01-2023 15:55:38.088797,"(3.0, 3.5, 3.3264705882352943)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.914285714285715)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 55.0)"
06-01-2023 15:55:39.856991,"(3.0, 3.45, 3.3264705882352943)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.914285714285715)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 55.0)"
06-01-2023 15:55:41.491627,"(3.0, 3.45, 3.313888888888889)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.914285714285715)","(9.0, 14.0, 12.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 55.0)"
06-01-2023 15:55:43.281072,"(3.0, 3.45, 3.313888888888889)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.914285714285715)","(9.0, 14.0, 11.428571428571429)","(2.9, 5.0, 4.872)","(51.0, 70.0, 55.0)"
06-01-2023 15:55:44.796789,"(3.0, 3.45, 3.313888888888889)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.914285714285715)","(9.0, 14.0, 11.096774193548388)","(2.9, 5.0, 4.872)","(51.0, 70.0, 55.0)"
06-01-2023 15:55:46.485153,"(3.0, 3.45, 3.313888888888889)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.914285714285715)","(9.0, 14.0, 11.096774193548388)","(2.9, 5.0, 4.872)","(51.0, 70.0, 55.0)"
06-01-2023 15:55:48.401177,"(3.0, 3.45, 3.313888888888889)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.914285714285715)","(9.0, 14.0, 11.5)","(2.9, 5.0, 4.872)","(51.0, 70.0, 55.0)"
06-01-2023 15:55:49.963360,"(3.0, 3.45, 3.313888888888889)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.914285714285715)","(9.0, 13.5, 11.086206896551724)","(2.9, 5.0, 4.872)","(51.0, 70.0, 55.0)"
06-01-2023 15:55:51.803223,"(3.0, 3.45, 3.313888888888889)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.914285714285715)","(9.0, 13.5, 11.086206896551724)","(2.9, 5.0, 4.872)","(51.0, 70.0, 55.0)"
06-01-2023 15:55:53.555557,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.914285714285715)","(9.0, 13.0, 11.153846153846153)","(2.9, 5.0, 4.872)","(51.0, 70.0, 55.0)"
06-01-2023 15:55:55.227960,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.914285714285715)","(9.0, 13.0, 11.153846153846153)","(2.9, 5.0, 4.872)","(51.0, 70.0, 55.0)"
06-01-2023 15:55:56.660795,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.914285714285715)","(9.0, 13.0, 11.052631578947368)","(2.9, 5.0, 4.872)","(51.0, 70.0, 55.0)"
06-01-2023 15:55:58.113921,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.85)","(9.0, 13.0, 11.052631578947368)","(2.9, 5.0, 4.872)","(51.0, 70.0, 55.0)"
06-01-2023 15:55:59.524479,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.907692307692308)","(9.0, 13.0, 11.052631578947368)","(2.9, 5.0, 4.909090909090909)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:01.013105,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.907692307692308)","(9.0, 13.0, 11.052631578947368)","(2.9, 5.0, 4.909090909090909)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:02.557412,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.907692307692308)","(9.0, 13.0, 11.052631578947368)","(2.9, 5.0, 4.909090909090909)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:04.146657,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.964705882352941)","(9.0, 13.0, 11.052631578947368)","(2.9, 5.0, 4.909090909090909)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:05.657052,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.964705882352941)","(9.0, 13.0, 11.052631578947368)","(2.9, 5.0, 4.909090909090909)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:07.592930,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.964705882352941)","(9.0, 13.0, 11.052631578947368)","(2.9, 5.0, 4.909090909090909)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:09.066109,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 5.0, 4.606896551724138)","(9.0, 13.0, 11.052631578947368)","(2.9, 5.0, 4.909090909090909)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:10.893955,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.606896551724138)","(9.0, 13.0, 11.052631578947368)","(2.9, 5.0, 4.909090909090909)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:12.390282,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.606896551724138)","(9.0, 13.0, 11.052631578947368)","(2.9, 5.0, 4.909090909090909)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:13.989337,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.584615384615384)","(9.0, 13.0, 10.6875)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:15.472044,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.584615384615384)","(9.0, 13.0, 10.682926829268293)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:16.932432,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.584615384615384)","(9.0, 13.0, 10.682926829268293)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:18.264549,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.584615384615384)","(9.0, 13.0, 10.682926829268293)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:19.674648,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.584615384615384)","(9.0, 13.0, 10.682926829268293)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:21.130257,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.584615384615384)","(9.0, 13.0, 10.682926829268293)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:22.538665,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.584615384615384)","(9.0, 13.0, 10.682926829268293)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:23.986986,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.584615384615384)","(9.0, 13.0, 10.682926829268293)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:25.549952,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.584615384615384)","(9.0, 13.0, 10.682926829268293)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:26.913678,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 13.0, 11.25)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:28.327127,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 580.625)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 12.5, 11.09375)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:29.635617,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 627.8)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 12.5, 10.406976744186046)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:30.987867,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 581.25)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 12.5, 10.406976744186046)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:32.320838,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 581.25)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 12.5, 10.948275862068966)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:33.668377,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 595.0)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 12.5, 10.974576271186441)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:35.000090,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 595.0)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 12.5, 10.974576271186441)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:36.329620,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 595.0)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 12.5, 10.974576271186441)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:37.572125,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 595.0)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 12.5, 11.277777777777779)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:38.876787,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 595.0)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 12.0, 10.766666666666666)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:40.120969,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 595.0)","(5.5, 8.8, 7.085714285714285)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 12.0, 10.766666666666666)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:41.322494,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 595.0)","(5.5, 8.8, 7.428571428571429)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 12.0, 10.766666666666666)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:42.614935,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 595.0)","(5.5, 8.8, 7.428571428571429)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 12.0, 10.754098360655737)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:43.808074,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 595.0)","(5.5, 8.8, 7.428571428571429)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 12.0, 10.754098360655737)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:45.042858,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 595.0)","(5.5, 8.8, 7.428571428571429)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 12.0, 10.754098360655737)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 55.0)"
06-01-2023 15:56:46.665557,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 595.0)","(5.5, 8.8, 7.428571428571429)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 12.0, 10.754098360655737)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 56.285714285714285)"
06-01-2023 15:56:47.938053,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 595.0)","(5.5, 8.8, 7.428571428571429)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 12.0, 10.754098360655737)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 56.285714285714285)"
06-01-2023 15:56:49.362828,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 595.0)","(5.5, 8.8, 7.428571428571429)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 12.0, 10.754098360655737)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 56.285714285714285)"
06-01-2023 15:56:50.700255,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 595.0)","(5.5, 8.8, 7.428571428571429)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 12.0, 10.754098360655737)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 56.285714285714285)"
06-01-2023 15:56:52.074377,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 595.0)","(5.5, 8.8, 7.428571428571429)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 12.0, 10.754098360655737)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 56.285714285714285)"
06-01-2023 15:56:53.297711,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 595.0)","(5.5, 8.8, 7.428571428571429)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 12.0, 10.754098360655737)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 56.285714285714285)"
06-01-2023 15:56:54.514277,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 595.0)","(5.5, 8.8, 7.428571428571429)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 12.0, 10.754098360655737)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 56.285714285714285)"
06-01-2023 15:56:55.840331,"(3.0, 3.45, 3.2272727272727275)","(91.0, 650.0, 596.0)","(5.5, 8.8, 7.428571428571429)","(31.0, 42.0, 35.75)","(3.7, 4.8, 4.581132075471698)","(9.0, 12.0, 10.754098360655737)","(2.9, 5.0, 4.957894736842105)","(51.0, 70.0, 56.285714285714285)"
