,Zenani,Bronze Mile,Fascinate Model,Lakota,Apache Teepee,Send It Tiger,Ready To Wiggle,Banebridge
10-01-2023 20:48:15.191483,"(2.7, 3.5, 2.9727272727272727)","(41.0, 330.0, 146.0)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 148.75)","(4.4, 7.2, 6.05)","(7.5, 8.0, 7.466666666666667)","(5.0, 8.6, 7.05)"
10-01-2023 20:48:16.498407,"(2.7, 3.5, 2.9727272727272727)","(41.0, 250.0, 146.0)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 148.75)","(4.4, 7.0, 6.05)","(7.5, 8.0, 7.466666666666667)","(5.0, 8.6, 7.05)"
10-01-2023 20:48:17.630257,"(2.7, 3.5, 2.9727272727272727)","(41.0, 250.0, 146.0)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 148.75)","(4.4, 7.0, 6.05)","(7.5, 8.0, 9.457142857142857)","(5.0, 8.6, 5.983333333333333)"
10-01-2023 20:48:18.686189,"(2.7, 3.5, 3.0166666666666666)","(41.0, 250.0, 146.0)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 148.75)","(4.4, 7.0, 6.366666666666666)","(7.5, 9.8, 9.4)","(5.0, 8.4, 7.3)"
10-01-2023 20:48:19.874495,"(2.7, 3.5, 3.0166666666666666)","(41.0, 250.0, 146.0)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 154.28571428571428)","(4.4, 7.0, 6.366666666666666)","(7.5, 9.8, 9.514285714285716)","(5.0, 8.2, 6.144444444444445)"
10-01-2023 20:48:21.125009,"(2.7, 3.5, 3.0166666666666666)","(41.0, 250.0, 146.0)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 141.0)","(4.4, 7.0, 6.683333333333334)","(7.5, 9.8, 9.633333333333335)","(5.0, 8.4, 6.41578947368421)"
10-01-2023 20:48:22.323355,"(2.7, 3.5, 3.1133333333333333)","(41.0, 250.0, 146.0)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 141.0)","(4.4, 7.0, 6.1)","(7.5, 9.8, 9.633333333333335)","(5.0, 8.4, 6.58)"
10-01-2023 20:48:23.522236,"(2.7, 3.5, 3.15)","(41.0, 250.0, 146.0)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 141.0)","(4.4, 7.0, 6.1)","(7.5, 9.8, 9.633333333333335)","(5.0, 8.4, 6.72)"
10-01-2023 20:48:24.636131,"(2.7, 3.5, 3.15)","(41.0, 250.0, 146.0)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 141.0)","(4.4, 7.0, 6.1)","(7.5, 9.8, 13.025)","(5.0, 8.4, 6.72)"
10-01-2023 20:48:25.754280,"(2.7, 3.5, 3.0090909090909093)","(41.0, 250.0, 146.0)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 141.0)","(4.4, 7.0, 6.1)","(7.5, 13.5, 13.076923076923077)","(5.0, 8.4, 6.639130434782609)"
10-01-2023 20:48:26.905274,"(2.7, 3.5, 3.0090909090909093)","(41.0, 250.0, 146.0)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 141.0)","(4.4, 7.0, 6.1)","(7.5, 13.5, 13.036363636363637)","(5.0, 8.4, 6.78)"
10-01-2023 20:48:28.005032,"(2.7, 3.5, 3.0090909090909093)","(41.0, 250.0, 146.0)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 141.0)","(4.4, 7.0, 6.1)","(7.5, 13.5, 13.075)","(5.0, 8.4, 6.78)"
10-01-2023 20:48:29.201020,"(2.7, 3.5, 3.0090909090909093)","(41.0, 250.0, 146.0)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 141.0)","(4.4, 7.0, 6.1)","(7.5, 13.5, 12.716666666666667)","(5.0, 8.4, 6.78)"
10-01-2023 20:48:30.458978,"(2.7, 3.5, 2.988421052631579)","(41.0, 250.0, 146.0)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 141.0)","(4.4, 7.0, 6.1)","(7.5, 13.5, 13.07)","(5.0, 8.4, 6.78)"
10-01-2023 20:48:31.649739,"(2.7, 3.5, 2.988421052631579)","(41.0, 250.0, 186.0)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 141.0)","(4.4, 7.0, 6.1)","(7.5, 13.5, 12.68)","(5.0, 8.4, 6.78)"
10-01-2023 20:48:32.777660,"(2.7, 3.5, 2.988421052631579)","(41.0, 330.0, 186.0)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 141.0)","(4.4, 7.0, 6.1)","(7.5, 13.5, 13.088888888888889)","(5.0, 8.4, 6.78)"
10-01-2023 20:48:33.812939,"(2.7, 3.5, 2.988421052631579)","(41.0, 340.0, 64.92307692307692)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 159.0)","(4.4, 7.0, 6.1)","(7.5, 13.5, 12.8)","(5.0, 8.4, 6.78)"
10-01-2023 20:48:34.894420,"(2.7, 3.5, 2.988421052631579)","(41.0, 250.0, 146.0)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 159.0)","(4.4, 7.0, 6.1)","(7.5, 13.5, 13.166666666666666)","(5.0, 8.4, 6.78)"
10-01-2023 20:48:35.998159,"(2.7, 3.5, 2.988421052631579)","(41.0, 250.0, 146.0)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 159.0)","(4.4, 7.0, 6.1)","(7.5, 13.5, 13.166666666666666)","(5.0, 8.4, 6.78)"
10-01-2023 20:48:37.055730,"(2.7, 3.5, 2.988421052631579)","(41.0, 250.0, 146.0)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 159.0)","(4.4, 7.0, 6.1)","(7.5, 13.5, 13.166666666666666)","(5.0, 8.4, 6.78)"
10-01-2023 20:48:38.112563,"(2.7, 3.5, 2.988421052631579)","(41.0, 250.0, 146.0)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 159.0)","(4.4, 7.0, 6.1)","(7.5, 13.5, 13.166666666666666)","(5.0, 8.4, 6.78)"
10-01-2023 20:48:39.181705,"(2.7, 3.5, 2.988421052631579)","(41.0, 250.0, 146.0)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 159.0)","(4.4, 7.0, 5.4)","(7.5, 13.5, 13.166666666666666)","(5.0, 8.4, 6.542857142857143)"
10-01-2023 20:48:40.311610,"(2.7, 3.5, 2.988421052631579)","(41.0, 340.0, 64.92307692307692)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 159.0)","(4.4, 7.0, 5.328571428571429)","(7.5, 13.5, 13.2)","(5.0, 8.4, 6.627272727272727)"
10-01-2023 20:48:41.484249,"(2.7, 3.5, 3.077391304347826)","(41.0, 340.0, 64.92307692307692)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 159.0)","(4.4, 7.0, 5.328571428571429)","(7.5, 13.5, 13.2)","(5.0, 8.4, 6.375)"
10-01-2023 20:48:42.619945,"(2.7, 3.5, 3.11)","(41.0, 340.0, 64.92307692307692)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 159.0)","(4.4, 7.0, 5.328571428571429)","(7.5, 13.5, 13.2)","(5.0, 8.4, 6.286956521739131)"
10-01-2023 20:48:43.652555,"(2.7, 3.5, 3.14)","(41.0, 340.0, 64.92307692307692)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 159.0)","(4.4, 7.0, 5.6)","(7.5, 13.5, 13.2)","(5.0, 8.4, 7.545454545454545)"
10-01-2023 20:48:44.710452,"(2.7, 3.5, 3.14)","(41.0, 340.0, 64.92307692307692)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 159.0)","(4.4, 6.8, 5.345454545454546)","(7.5, 13.5, 13.2)","(5.0, 8.2, 7.133333333333333)"
10-01-2023 20:48:45.828905,"(2.7, 3.5, 3.14)","(41.0, 340.0, 64.92307692307692)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 171.42857142857144)","(4.4, 6.8, 5.3076923076923075)","(7.5, 13.5, 13.2)","(5.0, 7.8, 6.263157894736842)"
10-01-2023 20:48:47.041305,"(2.7, 3.5, 3.14)","(41.0, 340.0, 64.92307692307692)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 171.42857142857144)","(4.4, 6.6, 5.3076923076923075)","(7.5, 13.5, 13.2)","(5.0, 8.0, 7.0625)"
10-01-2023 20:48:48.209574,"(2.7, 3.5, 3.14)","(41.0, 340.0, 64.92307692307692)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 171.42857142857144)","(4.4, 6.6, 5.3076923076923075)","(7.5, 13.5, 13.142857142857142)","(5.0, 8.0, 7.610526315789474)"
10-01-2023 20:48:49.359906,"(2.7, 3.5, 3.14)","(41.0, 340.0, 64.92307692307692)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 171.42857142857144)","(4.4, 6.6, 5.646153846153846)","(7.5, 13.5, 13.142857142857142)","(5.0, 7.8, 7.279999999999999)"
10-01-2023 20:48:50.385402,"(2.7, 3.5, 3.14)","(41.0, 340.0, 64.92307692307692)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 4.2)","(71.0, 420.0, 171.42857142857144)","(4.4, 6.8, 6.333333333333333)","(7.5, 13.5, 13.142857142857142)","(5.0, 7.6, 7.279999999999999)"
10-01-2023 20:48:51.408875,"(2.7, 3.5, 3.14)","(41.0, 340.0, 64.92307692307692)","(21.0, 80.0, 29.23076923076923)","(3.3, 4.9, 3.7)","(71.0, 420.0, 171.42857142857144)","(4.4, 6.8, 5.89)","(7.5, 13.5, 13.142857142857142)","(5.0, 7.6, 7.279999999999999)"
10-01-2023 20:48:52.464997,"(2.7, 3.5, 3.0930434782608693)","(41.0, 340.0, 64.92307692307692)","(21.0, 80.0, 67.5)","(3.3, 4.9, 3.625)","(71.0, 420.0, 171.42857142857144)","(4.4, 6.8, 6.3999999999999995)","(7.5, 13.5, 13.142857142857142)","(5.0, 7.6, 7.279999999999999)"
10-01-2023 20:48:53.586193,"(2.7, 3.5, 3.0736842105263156)","(41.0, 340.0, 64.92307692307692)","(21.0, 110.0, 67.5)","(3.3, 4.9, 3.625)","(71.0, 420.0, 171.42857142857144)","(4.4, 6.8, 6.3999999999999995)","(7.5, 13.5, 13.142857142857142)","(5.0, 7.6, 6.622222222222223)"
10-01-2023 20:48:54.632566,"(2.7, 3.5, 3.0736842105263156)","(41.0, 340.0, 64.92307692307692)","(21.0, 110.0, 67.5)","(3.3, 4.9, 3.625)","(71.0, 420.0, 261.8181818181818)","(4.4, 6.8, 6.533333333333333)","(7.5, 13.5, 13.142857142857142)","(5.0, 7.4, 6.96)"
10-01-2023 20:48:55.707446,"(2.7, 3.5, 3.0736842105263156)","(41.0, 340.0, 64.92307692307692)","(21.0, 110.0, 67.5)","(3.3, 4.9, 3.625)","(71.0, 420.0, 261.8181818181818)","(4.4, 6.8, 6.533333333333333)","(7.5, 13.5, 13.142857142857142)","(5.0, 7.2, 6.7384615384615385)"
10-01-2023 20:48:56.780380,"(2.7, 3.5, 3.0736842105263156)","(41.0, 340.0, 64.92307692307692)","(21.0, 110.0, 67.5)","(3.3, 4.9, 3.625)","(71.0, 420.0, 261.8181818181818)","(4.4, 6.8, 6.3538461538461535)","(7.5, 13.5, 13.142857142857142)","(5.0, 7.2, 6.7384615384615385)"
10-01-2023 20:48:57.812110,"(2.7, 3.5, 3.0736842105263156)","(41.0, 340.0, 64.92307692307692)","(21.0, 110.0, 67.5)","(3.3, 4.9, 3.625)","(71.0, 420.0, 261.8181818181818)","(4.4, 7.0, 6.555555555555555)","(7.5, 13.5, 13.142857142857142)","(5.0, 7.2, 6.7384615384615385)"
10-01-2023 20:48:58.884411,"(2.7, 3.5, 3.0736842105263156)","(41.0, 340.0, 64.92307692307692)","(21.0, 110.0, 67.5)","(3.3, 4.9, 3.6113636363636363)","(71.0, 420.0, 261.8181818181818)","(4.4, 6.8, 6.657142857142857)","(7.5, 13.5, 13.142857142857142)","(5.0, 7.2, 6.7384615384615385)"
10-01-2023 20:48:59.909475,"(2.7, 3.5, 3.0704545454545453)","(41.0, 340.0, 64.92307692307692)","(21.0, 110.0, 67.5)","(3.3, 4.9, 3.6113636363636363)","(71.0, 420.0, 261.8181818181818)","(4.4, 6.8, 6.68235294117647)","(7.5, 13.5, 13.142857142857142)","(5.0, 7.2, 6.7384615384615385)"
10-01-2023 20:49:01.005500,"(2.7, 3.5, 3.0704545454545453)","(41.0, 340.0, 64.92307692307692)","(21.0, 110.0, 39.166666666666664)","(3.3, 4.9, 3.875862068965517)","(71.0, 420.0, 261.8181818181818)","(4.4, 6.8, 6.527272727272727)","(7.5, 13.5, 13.142857142857142)","(5.0, 7.2, 6.6)"
10-01-2023 20:49:02.111427,"(2.7, 3.5, 3.0704545454545453)","(41.0, 340.0, 64.92307692307692)","(21.0, 110.0, 63.0)","(3.3, 4.9, 4.285714285714286)","(71.0, 420.0, 330.0)","(4.4, 6.8, 6.527272727272727)","(7.5, 13.5, 13.142857142857142)","(5.0, 7.2, 6.6)"
10-01-2023 20:49:03.314021,"(2.7, 3.45, 3.25)","(41.0, 320.0, 95.6)","(21.0, 100.0, 68.28571428571428)","(3.3, 4.8, 4.413157894736842)","(71.0, 410.0, 330.0)","(4.4, 6.8, 6.508333333333333)","(7.5, 13.5, 13.142857142857142)","(5.0, 7.2, 6.568421052631579)"
10-01-2023 20:49:04.525080,"(2.7, 3.45, 3.1166666666666667)","(41.0, 310.0, 176.0)","(21.0, 100.0, 81.2)","(3.3, 4.8, 4.5854838709677415)","(71.0, 410.0, 330.0)","(4.4, 6.8, 6.426666666666667)","(7.5, 13.5, 13.142857142857142)","(5.0, 7.2, 6.642857142857142)"
10-01-2023 20:49:05.671887,"(2.7, 3.45, 3.158333333333333)","(41.0, 310.0, 212.54545454545453)","(21.0, 95.0, 81.2)","(3.3, 4.8, 4.522916666666666)","(71.0, 410.0, 330.0)","(4.4, 6.8, 6.457142857142857)","(7.5, 13.5, 13.142857142857142)","(5.0, 7.0, 6.5473684210526315)"
10-01-2023 20:49:06.702156,"(2.7, 3.45, 3.158333333333333)","(41.0, 310.0, 212.54545454545453)","(21.0, 90.0, 45.47826086956522)","(3.3, 4.8, 4.5375)","(71.0, 410.0, 330.0)","(4.4, 6.8, 6.457142857142857)","(7.5, 13.5, 12.5)","(5.0, 6.8, 6.56)"
10-01-2023 20:49:07.727950,"(2.7, 3.45, 3.158333333333333)","(41.0, 310.0, 212.54545454545453)","(21.0, 85.0, 38.515151515151516)","(3.3, 4.8, 4.484999999999999)","(71.0, 410.0, 330.0)","(4.4, 6.8, 6.457142857142857)","(7.5, 13.5, 12.5)","(5.0, 6.8, 6.56)"
10-01-2023 20:49:08.807680,"(2.7, 3.45, 3.158333333333333)","(41.0, 310.0, 176.0)","(21.0, 75.0, 57.18181818181818)","(3.3, 4.8, 4.484999999999999)","(71.0, 410.0, 330.0)","(4.4, 6.8, 6.457142857142857)","(7.5, 13.5, 12.785714285714286)","(5.0, 6.8, 6.56)"
10-01-2023 20:49:10.037169,"(2.7, 3.45, 3.158333333333333)","(41.0, 310.0, 144.11764705882354)","(21.0, 65.0, 55.75)","(3.3, 4.8, 4.484999999999999)","(71.0, 410.0, 330.0)","(4.4, 6.8, 6.457142857142857)","(7.5, 13.5, 12.59090909090909)","(5.0, 6.8, 6.56)"
10-01-2023 20:49:11.156037,"(2.7, 3.45, 3.158333333333333)","(41.0, 290.0, 144.11764705882354)","(21.0, 60.0, 47.63636363636364)","(3.3, 4.8, 4.484999999999999)","(71.0, 410.0, 340.0)","(4.4, 6.8, 6.457142857142857)","(7.5, 13.5, 12.59090909090909)","(5.0, 6.8, 6.56)"
10-01-2023 20:49:12.174705,"(2.7, 3.45, 3.158333333333333)","(41.0, 270.0, 201.6)","(21.0, 60.0, 47.63636363636364)","(3.3, 4.8, 4.484999999999999)","(71.0, 410.0, 275.0)","(4.4, 6.8, 6.457142857142857)","(7.5, 13.5, 12.59090909090909)","(5.0, 6.8, 6.56)"
10-01-2023 20:49:13.231853,"(2.7, 3.45, 3.158333333333333)","(41.0, 250.0, 224.0)","(21.0, 55.0, 51.375)","(3.3, 4.8, 4.3875)","(71.0, 410.0, 202.5)","(4.4, 6.8, 6.5473684210526315)","(7.5, 13.5, 12.59090909090909)","(5.0, 6.8, 6.56)"
10-01-2023 20:49:14.234888,"(2.7, 3.45, 3.158333333333333)","(41.0, 250.0, 174.36363636363637)","(21.0, 55.0, 51.375)","(3.3, 4.8, 4.3875)","(71.0, 390.0, 181.66666666666666)","(4.4, 6.8, 6.5473684210526315)","(7.5, 13.5, 12.59090909090909)","(5.0, 6.8, 6.56)"
10-01-2023 20:49:15.320023,"(2.7, 3.45, 3.138888888888889)","(41.0, 230.0, 206.5)","(21.0, 55.0, 51.375)","(3.3, 4.8, 4.3875)","(71.0, 390.0, 181.66666666666666)","(4.4, 6.8, 6.5473684210526315)","(7.5, 13.5, 12.59090909090909)","(5.0, 6.8, 6.56)"
10-01-2023 20:49:16.556904,"(2.7, 3.45, 3.138888888888889)","(41.0, 230.0, 157.5)","(21.0, 55.0, 51.375)","(3.3, 4.8, 4.3875)","(71.0, 390.0, 181.66666666666666)","(4.4, 6.8, 6.633333333333334)","(7.5, 13.5, 12.59090909090909)","(5.0, 6.8, 6.375)"
10-01-2023 20:49:17.634467,"(2.7, 3.45, 3.138888888888889)","(41.0, 240.0, 157.5)","(21.0, 55.0, 51.375)","(3.3, 4.8, 4.3875)","(71.0, 390.0, 181.66666666666666)","(4.4, 6.8, 6.6461538461538465)","(7.5, 13.5, 12.59090909090909)","(5.0, 6.6, 6.166666666666667)"
10-01-2023 20:49:18.767824,"(2.7, 3.45, 3.138888888888889)","(41.0, 240.0, 157.5)","(21.0, 55.0, 41.0)","(3.3, 4.8, 4.3875)","(71.0, 390.0, 181.66666666666666)","(4.4, 6.8, 6.6461538461538465)","(7.5, 13.5, 12.59090909090909)","(5.0, 6.4, 6.166666666666667)"
10-01-2023 20:49:19.831294,"(2.7, 3.45, 3.138888888888889)","(41.0, 240.0, 157.5)","(21.0, 55.0, 41.0)","(3.3, 4.8, 4.3875)","(71.0, 390.0, 181.66666666666666)","(4.4, 6.8, 6.628571428571429)","(7.5, 13.5, 12.59090909090909)","(5.0, 6.4, 6.166666666666667)"
10-01-2023 20:49:21.011902,"(2.7, 3.45, 3.183333333333333)","(41.0, 240.0, 75.0)","(21.0, 55.0, 31.333333333333332)","(3.3, 4.8, 4.2823529411764705)","(71.0, 390.0, 181.66666666666666)","(4.4, 6.8, 6.628571428571429)","(7.5, 13.5, 12.5)","(5.0, 6.4, 6.050000000000001)"
10-01-2023 20:49:22.077883,"(2.7, 3.45, 3.183333333333333)","(41.0, 240.0, 76.66666666666666)","(21.0, 32.0, 31.333333333333332)","(3.3, 4.8, 4.2823529411764705)","(71.0, 390.0, 181.66666666666666)","(4.4, 6.8, 6.628571428571429)","(7.5, 13.5, 12.5)","(5.0, 6.4, 6.050000000000001)"
10-01-2023 20:49:23.222219,"(2.7, 3.45, 3.183333333333333)","(41.0, 240.0, 76.66666666666666)","(21.0, 32.0, 31.615384615384617)","(3.3, 4.8, 4.2823529411764705)","(71.0, 390.0, 181.66666666666666)","(4.4, 6.8, 6.628571428571429)","(7.5, 13.5, 12.5)","(5.0, 6.4, 6.050000000000001)"
10-01-2023 20:49:24.329862,"(2.7, 3.45, 3.183333333333333)","(41.0, 240.0, 76.66666666666666)","(21.0, 32.0, 31.615384615384617)","(3.3, 4.8, 4.369230769230769)","(71.0, 390.0, 181.66666666666666)","(4.4, 6.8, 6.628571428571429)","(7.5, 13.5, 12.5)","(5.0, 6.4, 6.050000000000001)"
10-01-2023 20:49:25.501142,"(2.7, 3.45, 3.183333333333333)","(41.0, 240.0, 76.66666666666666)","(21.0, 32.0, 31.25)","(3.3, 4.8, 4.369230769230769)","(71.0, 390.0, 181.66666666666666)","(4.4, 6.8, 6.628571428571429)","(7.5, 13.5, 12.5)","(5.0, 6.4, 6.050000000000001)"
10-01-2023 20:49:26.653490,"(2.7, 3.45, 3.183333333333333)","(41.0, 240.0, 76.66666666666666)","(21.0, 32.0, 31.25)","(3.3, 4.8, 4.369230769230769)","(71.0, 390.0, 260.0)","(4.4, 6.8, 6.628571428571429)","(7.5, 13.5, 12.153846153846153)","(5.0, 6.4, 6.050000000000001)"
10-01-2023 20:49:27.862854,"(2.7, 3.45, 3.183333333333333)","(41.0, 240.0, 150.9090909090909)","(21.0, 32.0, 31.25)","(3.3, 4.8, 4.369230769230769)","(71.0, 390.0, 271.8181818181818)","(4.4, 6.8, 6.72)","(7.5, 13.5, 11.789473684210526)","(5.0, 6.4, 6.050000000000001)"
10-01-2023 20:49:28.953092,"(2.7, 3.45, 3.183333333333333)","(41.0, 240.0, 150.9090909090909)","(21.0, 32.0, 31.25)","(3.3, 4.8, 4.369230769230769)","(71.0, 390.0, 241.42857142857144)","(4.4, 6.8, 6.72)","(7.5, 13.5, 11.789473684210526)","(5.0, 6.4, 6.050000000000001)"
10-01-2023 20:49:29.926568,"(2.7, 3.45, 3.183333333333333)","(41.0, 240.0, 151.8181818181818)","(21.0, 32.0, 31.333333333333332)","(3.3, 4.8, 4.369230769230769)","(71.0, 390.0, 241.42857142857144)","(4.4, 6.8, 6.742857142857143)","(7.5, 13.5, 11.789473684210526)","(5.0, 6.4, 5.98)"
10-01-2023 20:49:30.882113,"(2.7, 3.45, 3.227777777777778)","(41.0, 240.0, 132.22222222222223)","(21.0, 32.0, 31.333333333333332)","(3.3, 4.8, 4.1875)","(71.0, 390.0, 241.42857142857144)","(4.4, 7.0, 6.742857142857143)","(7.5, 13.5, 11.789473684210526)","(5.0, 6.4, 5.98)"
10-01-2023 20:49:31.916539,"(2.7, 3.45, 3.227777777777778)","(41.0, 240.0, 123.6)","(21.0, 32.0, 31.333333333333332)","(3.3, 4.8, 4.1875)","(71.0, 390.0, 241.42857142857144)","(4.4, 7.0, 6.72)","(7.5, 13.5, 11.789473684210526)","(5.0, 6.4, 5.98)"
10-01-2023 20:49:32.992435,"(2.7, 3.45, 3.227777777777778)","(41.0, 240.0, 123.6)","(21.0, 32.0, 31.333333333333332)","(3.3, 4.8, 4.1875)","(71.0, 390.0, 241.42857142857144)","(4.4, 7.0, 6.72)","(7.5, 13.5, 12.041666666666666)","(5.0, 6.4, 5.98)"
10-01-2023 20:49:34.151815,"(2.7, 3.45, 3.227777777777778)","(41.0, 240.0, 123.6)","(21.0, 32.0, 30.666666666666668)","(3.3, 4.8, 4.1875)","(71.0, 390.0, 241.42857142857144)","(4.4, 7.0, 6.72)","(7.5, 13.5, 11.833333333333334)","(5.0, 6.4, 5.98)"
10-01-2023 20:49:35.255060,"(2.7, 3.45, 3.227777777777778)","(41.0, 240.0, 123.6)","(21.0, 32.0, 30.666666666666668)","(3.3, 4.8, 4.1875)","(71.0, 390.0, 241.42857142857144)","(4.4, 7.0, 6.72)","(7.5, 13.5, 11.833333333333334)","(5.0, 6.4, 5.98)"
10-01-2023 20:49:36.323772,"(2.7, 3.45, 3.227777777777778)","(41.0, 240.0, 123.6)","(21.0, 32.0, 30.666666666666668)","(3.3, 4.8, 4.1875)","(71.0, 390.0, 241.42857142857144)","(4.4, 7.0, 6.72)","(7.5, 13.5, 11.833333333333334)","(5.0, 6.4, 5.98)"
10-01-2023 20:49:37.384386,"(2.7, 3.45, 3.227777777777778)","(41.0, 240.0, 123.6)","(21.0, 32.0, 31.444444444444443)","(3.3, 4.8, 4.153846153846153)","(71.0, 390.0, 241.42857142857144)","(4.4, 7.0, 6.72)","(7.5, 13.5, 11.833333333333334)","(5.0, 6.4, 5.98)"
10-01-2023 20:49:38.595303,"(2.7, 3.45, 3.227777777777778)","(41.0, 240.0, 123.6)","(21.0, 32.0, 31.444444444444443)","(3.3, 4.8, 4.153846153846153)","(71.0, 390.0, 241.42857142857144)","(4.4, 7.0, 6.72)","(7.5, 13.5, 11.833333333333334)","(5.0, 6.4, 5.98)"
10-01-2023 20:49:39.765553,"(2.7, 3.45, 3.227777777777778)","(41.0, 240.0, 123.6)","(21.0, 32.0, 31.444444444444443)","(3.3, 4.8, 4.153846153846153)","(71.0, 390.0, 241.42857142857144)","(4.4, 7.0, 6.72)","(7.5, 13.5, 11.833333333333334)","(5.0, 6.4, 5.98)"
10-01-2023 20:49:41.051253,"(2.7, 3.45, 3.227777777777778)","(41.0, 240.0, 123.6)","(21.0, 32.0, 31.444444444444443)","(3.3, 4.8, 4.44)","(71.0, 390.0, 241.42857142857144)","(4.4, 7.0, 6.981818181818182)","(7.5, 13.5, 11.972222222222221)","(5.0, 6.4, 6.142857142857143)"
10-01-2023 20:49:42.083252,"(2.7, 3.3, 3.216666666666667)","(41.0, 240.0, 123.6)","(21.0, 32.0, 30.333333333333332)","(3.3, 4.8, 4.44)","(71.0, 390.0, 241.42857142857144)","(4.4, 7.2, 6.836363636363637)","(7.5, 13.5, 11.972222222222221)","(5.0, 6.4, 6.142857142857143)"
10-01-2023 20:49:43.123292,"(2.7, 3.3, 3.216666666666667)","(41.0, 240.0, 123.6)","(21.0, 32.0, 29.5)","(3.3, 4.8, 4.5)","(71.0, 390.0, 234.0)","(4.4, 7.0, 6.836363636363637)","(7.5, 13.5, 11.972222222222221)","(5.0, 6.4, 6.142857142857143)"
10-01-2023 20:49:44.128279,"(2.7, 3.3, 3.2583333333333333)","(41.0, 240.0, 123.6)","(21.0, 32.0, 31.333333333333332)","(3.3, 4.7, 4.5)","(71.0, 390.0, 234.0)","(4.4, 7.0, 6.836363636363637)","(7.5, 13.5, 11.976190476190476)","(5.0, 6.4, 6.142857142857143)"
10-01-2023 20:49:45.183539,"(2.7, 3.3, 3.2583333333333333)","(41.0, 240.0, 134.1818181818182)","(21.0, 32.0, 31.333333333333332)","(3.3, 4.6, 4.449999999999999)","(71.0, 390.0, 234.0)","(4.4, 7.0, 6.836363636363637)","(7.5, 13.5, 11.976190476190476)","(5.0, 6.4, 6.142857142857143)"
10-01-2023 20:49:46.463594,"(2.7, 3.3, 3.2583333333333333)","(41.0, 240.0, 134.1818181818182)","(21.0, 32.0, 31.333333333333332)","(3.3, 4.6, 4.411764705882353)","(71.0, 390.0, 222.85714285714286)","(4.4, 7.0, 7.1692307692307695)","(7.5, 13.5, 11.9)","(5.0, 6.4, 6.1230769230769235)"
10-01-2023 20:49:47.611597,"(2.7, 3.3, 3.175)","(41.0, 240.0, 94.5)","(21.0, 32.0, 31.333333333333332)","(3.3, 4.8, 4.216666666666667)","(71.0, 390.0, 222.85714285714286)","(4.4, 7.4, 6.861538461538462)","(7.5, 13.5, 11.9)","(5.0, 6.4, 5.7700000000000005)"
