,Sweet Kathlene,Just A Jester,Confer,Daintree Lad,All To Mac,Sweaty Hand,Big City Nights
07-01-2023 09:46:03.071152,"(2.9, 3.8, 3.7874999999999996)","(5.0, 6.6, 5.5875)","(4.6, 5.1, 4.859999999999999)","(5.0, 7.0, 6.288888888888889)","(61.0, 400.0, 364.2857142857143)","(5.0, 6.8, 5.888)","(7.0, 21.0, 20.333333333333332)"
07-01-2023 09:46:04.316407,"(2.9, 3.8, 3.7916666666666665)","(5.0, 6.6, 5.5875)","(4.6, 5.1, 4.859999999999999)","(5.0, 7.0, 6.288888888888889)","(61.0, 400.0, 364.2857142857143)","(5.0, 6.8, 5.888)","(7.0, 21.0, 20.333333333333332)"
07-01-2023 09:46:05.621733,"(2.9, 3.8, 3.7916666666666665)","(5.0, 6.6, 5.5875)","(4.6, 5.1, 4.74)","(5.0, 7.0, 6.288888888888889)","(61.0, 400.0, 350.0)","(5.0, 6.8, 5.888)","(7.0, 21.0, 18.81818181818182)"
07-01-2023 09:46:06.874435,"(2.9, 3.8, 3.7916666666666665)","(5.0, 6.6, 5.5875)","(4.6, 5.1, 4.74)","(5.0, 7.0, 6.288888888888889)","(61.0, 400.0, 350.0)","(5.0, 6.8, 5.888)","(7.0, 21.0, 18.81818181818182)"
07-01-2023 09:46:08.085649,"(3.0, 3.8, 3.7916666666666665)","(5.0, 6.6, 5.5875)","(4.4, 5.1, 4.859999999999999)","(5.0, 7.0, 6.288888888888889)","(61.0, 400.0, 350.0)","(5.0, 6.8, 5.888)","(7.5, 21.0, 20.333333333333332)"
07-01-2023 09:46:09.253725,"(3.0, 3.8, 3.7916666666666665)","(5.0, 6.6, 5.5875)","(4.4, 5.1, 4.859999999999999)","(5.0, 7.0, 6.288888888888889)","(61.0, 400.0, 350.0)","(5.0, 6.8, 5.888)","(7.5, 21.0, 20.333333333333332)"
07-01-2023 09:46:10.231842,"(3.0, 3.8, 3.7916666666666665)","(5.0, 6.6, 5.5875)","(4.4, 5.1, 4.859999999999999)","(5.0, 7.0, 6.288888888888889)","(61.0, 400.0, 350.0)","(5.0, 6.8, 5.888)","(7.5, 21.0, 18.81818181818182)"
07-01-2023 09:46:11.484536,"(3.0, 3.8, 3.7916666666666665)","(5.0, 6.6, 5.5875)","(4.4, 5.1, 4.859999999999999)","(5.0, 7.0, 6.288888888888889)","(61.0, 400.0, 350.0)","(5.0, 6.8, 5.888)","(7.5, 21.0, 20.333333333333332)"
07-01-2023 09:46:12.652569,"(3.0, 3.8, 3.7916666666666665)","(5.0, 6.6, 5.5875)","(4.4, 5.1, 4.859999999999999)","(5.0, 7.0, 6.288888888888889)","(61.0, 400.0, 350.0)","(5.0, 6.8, 5.888)","(7.5, 21.0, 20.333333333333332)"
07-01-2023 09:46:13.780599,"(3.0, 3.8, 3.7916666666666665)","(5.0, 6.6, 5.581818181818182)","(4.4, 5.1, 4.74)","(5.0, 7.0, 6.333333333333334)","(61.0, 400.0, 350.0)","(5.0, 6.8, 5.888)","(7.5, 21.0, 18.81818181818182)"
07-01-2023 09:46:14.969706,"(3.0, 3.8, 3.7916666666666665)","(5.0, 6.6, 5.581818181818182)","(4.4, 5.1, 4.859999999999999)","(5.0, 7.0, 6.333333333333334)","(61.0, 400.0, 350.0)","(5.0, 6.8, 5.888)","(7.5, 21.0, 20.333333333333332)"
07-01-2023 09:46:16.327141,"(3.0, 3.8, 3.7916666666666665)","(5.0, 6.6, 5.581818181818182)","(4.4, 5.1, 4.74)","(5.0, 7.0, 6.333333333333334)","(61.0, 400.0, 350.0)","(5.0, 6.8, 5.888)","(7.5, 21.0, 18.81818181818182)"
07-01-2023 09:46:17.812784,"(3.0, 3.8, 3.7916666666666665)","(5.0, 6.6, 5.581818181818182)","(4.4, 5.1, 4.74)","(5.0, 7.0, 6.333333333333334)","(61.0, 400.0, 350.0)","(5.0, 6.8, 5.786666666666666)","(7.5, 21.0, 18.81818181818182)"
07-01-2023 09:46:19.125552,"(3.0, 3.8, 3.7916666666666665)","(5.0, 6.6, 5.694117647058824)","(4.4, 5.1, 4.859999999999999)","(5.0, 7.0, 6.333333333333334)","(61.0, 400.0, 350.0)","(5.0, 6.8, 5.786666666666666)","(7.5, 21.0, 20.333333333333332)"
07-01-2023 09:46:20.267800,"(3.0, 3.8, 3.7916666666666665)","(5.0, 6.4, 5.694117647058824)","(4.4, 5.1, 4.859999999999999)","(5.0, 7.0, 6.333333333333334)","(61.0, 400.0, 358.3333333333333)","(5.0, 6.8, 5.786666666666666)","(7.5, 21.0, 20.333333333333332)"
07-01-2023 09:46:21.456869,"(3.0, 3.8, 3.7916666666666665)","(5.0, 6.4, 5.694117647058824)","(4.4, 5.1, 4.74)","(5.0, 7.0, 6.333333333333334)","(61.0, 400.0, 358.3333333333333)","(5.0, 6.8, 5.786666666666666)","(7.5, 21.0, 18.81818181818182)"
07-01-2023 09:46:22.670472,"(3.0, 3.8, 3.7916666666666665)","(5.0, 6.4, 5.572413793103449)","(4.4, 5.1, 4.74)","(5.0, 7.0, 6.6)","(61.0, 400.0, 364.2857142857143)","(5.0, 6.8, 6.523076923076923)","(7.5, 21.0, 18.81818181818182)"
07-01-2023 09:46:23.999842,"(3.0, 3.9, 3.881818181818182)","(5.0, 6.4, 5.821052631578947)","(4.4, 5.1, 4.859999999999999)","(5.0, 7.0, 6.762962962962963)","(61.0, 400.0, 364.2857142857143)","(5.0, 6.6, 6.523076923076923)","(7.5, 21.0, 20.333333333333332)"
07-01-2023 09:46:25.343496,"(3.0, 3.9, 3.896078431372549)","(5.0, 6.2, 5.720000000000001)","(4.4, 5.1, 4.859999999999999)","(5.0, 7.0, 6.771428571428571)","(61.0, 400.0, 364.2857142857143)","(5.0, 6.6, 6.523076923076923)","(7.5, 21.0, 20.0)"
07-01-2023 09:46:26.625847,"(3.0, 3.9, 3.896078431372549)","(5.0, 6.2, 5.720000000000001)","(4.4, 5.1, 4.74)","(5.0, 7.0, 6.771428571428571)","(61.0, 400.0, 364.2857142857143)","(5.0, 6.6, 6.523076923076923)","(7.5, 21.0, 18.75)"
07-01-2023 09:46:27.970406,"(3.0, 4.0, 3.975)","(5.0, 6.2, 5.628571428571429)","(4.4, 5.1, 4.74)","(5.0, 7.0, 6.771428571428571)","(61.0, 400.0, 364.2857142857143)","(5.0, 6.6, 6.523076923076923)","(7.5, 21.0, 19.2)"
07-01-2023 09:46:29.320802,"(3.0, 4.0, 3.986111111111111)","(5.0, 6.2, 5.533333333333333)","(4.4, 5.1, 4.859999999999999)","(5.0, 7.0, 6.771428571428571)","(61.0, 400.0, 364.2857142857143)","(5.0, 6.6, 6.266666666666667)","(7.5, 21.0, 20.4)"
07-01-2023 09:46:30.574783,"(3.0, 4.0, 3.986111111111111)","(5.0, 6.2, 5.533333333333333)","(4.4, 5.1, 4.74)","(5.0, 7.0, 6.771428571428571)","(61.0, 400.0, 364.2857142857143)","(5.0, 6.6, 6.475)","(7.5, 21.0, 19.2)"
07-01-2023 09:46:31.842165,"(3.0, 4.0, 3.986111111111111)","(5.0, 6.2, 5.533333333333333)","(4.4, 5.1, 4.74)","(5.0, 7.0, 6.771428571428571)","(61.0, 400.0, 364.2857142857143)","(5.0, 6.6, 6.475)","(7.5, 21.0, 19.2)"
07-01-2023 09:46:32.942347,"(3.0, 4.0, 3.986111111111111)","(5.0, 6.2, 5.533333333333333)","(4.4, 5.1, 4.74)","(5.0, 7.0, 6.771428571428571)","(61.0, 400.0, 364.2857142857143)","(5.0, 6.6, 6.266666666666667)","(7.5, 21.0, 20.4)"
07-01-2023 09:46:34.177376,"(3.0, 4.0, 3.986111111111111)","(5.0, 6.2, 5.533333333333333)","(4.4, 5.1, 4.859999999999999)","(5.0, 7.0, 6.771428571428571)","(61.0, 400.0, 364.2857142857143)","(5.0, 6.6, 6.266666666666667)","(7.5, 21.0, 20.0)"
07-01-2023 09:46:35.430603,"(3.0, 4.0, 3.986111111111111)","(5.0, 6.2, 5.533333333333333)","(4.4, 5.1, 4.74)","(5.0, 7.0, 6.771428571428571)","(61.0, 400.0, 364.2857142857143)","(5.0, 6.6, 6.475)","(7.5, 23.0, 22.0)"
07-01-2023 09:46:36.654246,"(3.0, 4.0, 3.986111111111111)","(5.0, 6.2, 5.533333333333333)","(4.4, 5.1, 4.74)","(5.0, 7.0, 6.771428571428571)","(61.0, 400.0, 364.2857142857143)","(5.0, 6.6, 5.9111111111111105)","(7.5, 23.0, 22.0)"
07-01-2023 09:46:37.911042,"(3.0, 4.0, 3.986111111111111)","(5.0, 6.2, 5.533333333333333)","(4.4, 5.1, 4.859999999999999)","(5.0, 7.0, 6.771428571428571)","(61.0, 400.0, 364.2857142857143)","(5.0, 6.8, 5.754838709677419)","(7.5, 23.0, 21.2)"
07-01-2023 09:46:39.150020,"(3.0, 4.0, 3.986111111111111)","(5.0, 6.2, 5.533333333333333)","(4.4, 5.1, 4.859999999999999)","(5.0, 7.0, 6.771428571428571)","(61.0, 400.0, 364.2857142857143)","(5.0, 6.8, 5.7875)","(7.5, 22.0, 21.2)"
07-01-2023 09:46:40.465732,"(3.0, 4.0, 3.986111111111111)","(5.0, 6.2, 5.533333333333333)","(4.4, 5.1, 4.8652173913043475)","(5.0, 7.0, 6.771428571428571)","(71.0, 400.0, 364.2857142857143)","(5.0, 6.8, 5.924324324324324)","(8.0, 22.0, 21.2)"
07-01-2023 09:46:41.780404,"(3.0, 4.0, 3.986111111111111)","(5.0, 6.2, 5.533333333333333)","(4.4, 5.1, 4.8652173913043475)","(5.0, 7.0, 6.771428571428571)","(71.0, 400.0, 364.2857142857143)","(5.0, 6.8, 5.924324324324324)","(8.0, 22.0, 21.2)"
07-01-2023 09:46:42.986048,"(3.0, 4.0, 3.986111111111111)","(5.0, 6.2, 5.533333333333333)","(4.4, 5.1, 4.958823529411765)","(5.0, 7.0, 6.771428571428571)","(71.0, 400.0, 364.2857142857143)","(5.0, 6.8, 5.7875)","(8.0, 22.0, 22.0)"
07-01-2023 09:46:44.131058,"(3.0, 4.0, 3.986111111111111)","(5.0, 6.2, 5.533333333333333)","(4.4, 5.1, 4.958823529411765)","(5.0, 7.0, 6.771428571428571)","(71.0, 400.0, 364.2857142857143)","(5.0, 6.8, 6.20625)","(8.0, 23.0, 21.666666666666668)"
07-01-2023 09:46:45.307114,"(3.0, 4.0, 3.9886363636363638)","(5.0, 6.2, 5.334615384615384)","(4.4, 5.1, 4.8352941176470585)","(5.0, 7.0, 6.771428571428571)","(71.0, 400.0, 364.2857142857143)","(5.0, 6.6, 6.193548387096774)","(8.0, 23.0, 22.2)"
07-01-2023 09:46:46.486226,"(3.0, 4.0, 3.9886363636363638)","(5.0, 6.2, 5.334615384615384)","(4.4, 5.1, 4.9461538461538455)","(5.0, 7.0, 6.771428571428571)","(71.0, 400.0, 364.2857142857143)","(5.0, 6.6, 5.963793103448276)","(8.0, 23.0, 22.2)"
07-01-2023 09:46:47.783585,"(3.0, 4.0, 3.9886363636363638)","(5.0, 6.2, 5.334615384615384)","(4.4, 5.1, 4.9461538461538455)","(5.0, 7.0, 6.771428571428571)","(71.0, 400.0, 364.2857142857143)","(5.0, 6.6, 5.963793103448276)","(8.0, 23.0, 22.2)"
07-01-2023 09:46:49.041411,"(3.0, 4.0, 3.9886363636363638)","(5.0, 6.2, 5.337931034482759)","(4.4, 5.1, 4.8428571428571425)","(5.0, 7.0, 6.771428571428571)","(71.0, 400.0, 364.2857142857143)","(5.0, 6.6, 5.963793103448276)","(8.0, 23.0, 22.2)"
07-01-2023 09:46:50.364097,"(3.0, 4.0, 3.9886363636363638)","(5.0, 6.2, 5.84)","(4.4, 5.1, 4.9222222222222225)","(5.0, 7.0, 6.771428571428571)","(71.0, 400.0, 364.2857142857143)","(5.0, 6.6, 5.963793103448276)","(8.0, 23.0, 23.529411764705884)"
07-01-2023 09:46:51.638658,"(3.0, 4.0, 3.9886363636363638)","(5.0, 6.0, 5.323076923076923)","(4.4, 5.1, 4.9222222222222225)","(5.0, 7.0, 6.771428571428571)","(71.0, 400.0, 364.2857142857143)","(5.0, 6.6, 5.963793103448276)","(8.0, 24.0, 23.647058823529413)"
07-01-2023 09:46:52.833146,"(3.0, 4.0, 3.986111111111111)","(5.0, 6.0, 5.323076923076923)","(4.4, 5.1, 4.9222222222222225)","(5.0, 7.0, 6.771428571428571)","(71.0, 400.0, 358.3333333333333)","(5.0, 6.6, 5.963793103448276)","(8.0, 24.0, 23.647058823529413)"
07-01-2023 09:46:54.032218,"(3.0, 4.0, 3.986111111111111)","(5.0, 5.9, 5.760000000000001)","(4.4, 4.9, 4.866666666666667)","(5.0, 7.0, 6.4)","(71.0, 400.0, 358.3333333333333)","(5.0, 6.6, 5.756666666666667)","(8.0, 24.0, 23.272727272727273)"
07-01-2023 09:46:55.323292,"(3.0, 4.0, 3.9)","(5.0, 5.9, 5.433333333333334)","(4.4, 4.9, 4.75)","(5.0, 6.6, 6.3621621621621625)","(71.0, 400.0, 358.3333333333333)","(5.0, 5.9, 5.7625)","(8.0, 24.0, 22.5)"
07-01-2023 09:46:56.545492,"(3.0, 4.1, 3.907142857142857)","(5.0, 5.9, 5.4)","(4.4, 4.9, 4.54)","(5.0, 6.6, 6.866666666666667)","(71.0, 400.0, 280.0)","(5.0, 5.9, 5.763414634146342)","(8.0, 25.0, 24.4)"
07-01-2023 09:46:57.829281,"(3.0, 4.0, 3.9545454545454546)","(5.0, 5.9, 5.4)","(4.4, 5.1, 4.657894736842105)","(5.0, 7.0, 6.85)","(71.0, 400.0, 280.0)","(5.0, 5.9, 5.763414634146342)","(8.0, 25.0, 24.4)"
07-01-2023 09:46:59.392253,"(3.0, 4.0, 3.941176470588235)","(5.0, 5.9, 5.511111111111111)","(4.4, 5.1, 4.718181818181818)","(5.0, 7.0, 6.894117647058824)","(71.0, 400.0, 280.0)","(5.0, 5.9, 5.763414634146342)","(8.0, 25.0, 24.4)"
07-01-2023 09:47:00.836170,"(3.0, 4.0, 3.909090909090909)","(5.0, 5.9, 5.511111111111111)","(4.4, 5.1, 4.8)","(5.0, 7.0, 6.894117647058824)","(71.0, 400.0, 280.0)","(5.0, 5.9, 5.62)","(8.0, 25.0, 24.4)"
07-01-2023 09:47:02.187390,"(3.0, 4.0, 3.909090909090909)","(5.0, 5.9, 5.511111111111111)","(4.4, 5.1, 4.866666666666666)","(5.0, 7.0, 6.894117647058824)","(71.0, 400.0, 280.0)","(5.0, 5.9, 5.62)","(8.0, 25.0, 24.4)"
07-01-2023 09:47:03.371125,"(3.0, 4.0, 3.909090909090909)","(5.0, 5.9, 5.511111111111111)","(4.4, 5.1, 4.766666666666667)","(5.0, 7.0, 6.894117647058824)","(71.0, 400.0, 280.0)","(5.0, 5.9, 5.62)","(8.0, 25.0, 24.4)"
07-01-2023 09:47:04.630930,"(3.0, 4.0, 3.857142857142857)","(5.0, 5.9, 5.511111111111111)","(4.4, 5.1, 4.766666666666667)","(5.0, 7.0, 6.894117647058824)","(71.0, 400.0, 280.0)","(5.0, 5.9, 5.66)","(8.0, 25.0, 24.4)"
07-01-2023 09:47:05.866330,"(3.0, 4.0, 3.9021739130434785)","(5.0, 5.9, 5.511111111111111)","(4.4, 5.1, 4.766666666666667)","(5.0, 7.0, 6.894117647058824)","(71.0, 400.0, 280.0)","(5.0, 5.9, 5.624)","(8.0, 25.0, 24.4)"
07-01-2023 09:47:07.192746,"(3.0, 4.0, 3.919642857142857)","(5.0, 5.9, 5.511111111111111)","(4.4, 5.1, 4.766666666666667)","(5.0, 7.0, 6.894117647058824)","(71.0, 400.0, 280.0)","(5.0, 5.7, 5.6049999999999995)","(8.0, 25.0, 24.4)"
07-01-2023 09:47:08.479451,"(3.0, 4.0, 3.919642857142857)","(5.0, 5.9, 5.494736842105263)","(4.4, 5.1, 4.742857142857143)","(5.0, 7.0, 6.894117647058824)","(81.0, 400.0, 280.0)","(5.0, 5.7, 5.733333333333333)","(11.0, 25.0, 24.4)"
07-01-2023 09:47:09.642392,"(3.0, 4.0, 3.919642857142857)","(5.0, 5.9, 5.494736842105263)","(4.2, 5.1, 4.742857142857143)","(5.0, 7.0, 6.894117647058824)","(81.0, 400.0, 280.0)","(5.0, 6.0, 6.114285714285714)","(11.0, 25.0, 24.4)"
07-01-2023 09:47:10.903890,"(3.0, 4.3, 4.265384615384615)","(5.0, 5.9, 5.271428571428571)","(4.2, 5.1, 4.742857142857143)","(5.0, 7.0, 6.894117647058824)","(81.0, 400.0, 361.6666666666667)","(5.0, 6.2, 5.9)","(11.0, 25.0, 24.4)"
07-01-2023 09:47:12.224257,"(3.0, 4.3, 4.265384615384615)","(5.0, 5.9, 5.321428571428571)","(4.2, 5.1, 4.742857142857143)","(5.0, 7.0, 6.894117647058824)","(81.0, 400.0, 316.66666666666663)","(5.0, 6.2, 5.9)","(11.0, 25.0, 24.4)"
07-01-2023 09:47:13.467619,"(3.0, 4.4, 4.230434782608696)","(5.0, 5.9, 5.321428571428571)","(4.2, 5.1, 4.742857142857143)","(5.0, 7.0, 6.894117647058824)","(81.0, 400.0, 337.5)","(5.0, 6.2, 6.166666666666667)","(11.0, 25.0, 24.4)"
07-01-2023 09:47:14.654896,"(3.0, 4.4, 4.237037037037037)","(5.0, 5.9, 5.45)","(4.2, 5.0, 4.699999999999999)","(5.0, 7.0, 6.894117647058824)","(81.0, 400.0, 368.75)","(5.0, 6.2, 6.172000000000001)","(11.0, 25.0, 24.4)"
07-01-2023 09:47:15.815572,"(3.1, 4.4, 4.237037037037037)","(4.8, 5.9, 5.45)","(4.2, 4.7, 4.550980392156863)","(5.0, 7.0, 6.894117647058824)","(81.0, 400.0, 368.75)","(4.8, 6.2, 6.172000000000001)","(11.0, 25.0, 24.4)"
07-01-2023 09:47:17.045289,"(3.1, 4.4, 4.237037037037037)","(4.8, 5.9, 5.45)","(4.2, 4.6, 4.558333333333334)","(5.0, 7.0, 6.894117647058824)","(81.0, 400.0, 280.0)","(4.8, 6.2, 6.172000000000001)","(11.0, 25.0, 24.0)"
07-01-2023 09:47:18.327496,"(3.1, 4.4, 4.2625)","(4.8, 5.8, 5.4363636363636365)","(4.2, 4.7, 4.526923076923077)","(5.0, 7.0, 6.894117647058824)","(81.0, 400.0, 280.0)","(4.8, 6.2, 6.172000000000001)","(11.0, 25.0, 24.61904761904762)"
07-01-2023 09:47:19.522524,"(3.1, 4.4, 4.355555555555556)","(4.8, 5.8, 5.369230769230769)","(4.2, 4.7, 4.526923076923077)","(5.0, 7.0, 6.894117647058824)","(81.0, 400.0, 280.0)","(4.8, 6.2, 6.172000000000001)","(11.0, 25.0, 26.0625)"
07-01-2023 09:47:20.751804,"(3.1, 4.4, 4.363636363636364)","(4.8, 5.8, 5.369230769230769)","(4.2, 4.7, 4.526923076923077)","(5.0, 7.0, 6.894117647058824)","(81.0, 400.0, 280.0)","(4.8, 6.2, 6.172000000000001)","(11.0, 27.0, 26.970588235294116)"
07-01-2023 09:47:22.083063,"(3.1, 4.4, 4.375)","(4.8, 5.8, 5.335714285714285)","(4.2, 4.7, 4.5)","(5.0, 7.0, 6.894117647058824)","(81.0, 400.0, 280.0)","(4.8, 6.2, 6.056)","(11.0, 28.0, 23.59090909090909)"
07-01-2023 09:47:23.367168,"(3.1, 4.4, 4.375)","(4.8, 5.7, 5.416666666666667)","(4.2, 4.6, 4.504761904761905)","(5.0, 7.0, 6.894117647058824)","(81.0, 400.0, 280.0)","(4.8, 6.2, 5.859090909090909)","(11.0, 29.0, 24.041666666666668)"
07-01-2023 09:47:24.660354,"(3.1, 4.4, 4.375)","(4.8, 5.7, 5.416666666666667)","(4.2, 4.6, 4.413157894736843)","(5.0, 7.0, 6.894117647058824)","(81.0, 400.0, 280.0)","(4.8, 6.2, 5.758823529411765)","(11.0, 29.0, 24.041666666666668)"
07-01-2023 09:47:25.852900,"(3.1, 4.4, 4.363636363636364)","(4.8, 5.7, 5.552380952380952)","(4.2, 4.5, 4.413157894736843)","(5.0, 7.0, 6.836363636363637)","(81.0, 400.0, 280.0)","(4.8, 6.2, 5.758823529411765)","(11.0, 29.0, 25.0)"
07-01-2023 09:47:27.066187,"(3.1, 4.5, 4.4714285714285715)","(4.8, 5.6, 5.513043478260869)","(4.2, 4.5, 4.413157894736843)","(5.0, 7.0, 6.861538461538462)","(81.0, 400.0, 280.0)","(4.8, 6.2, 5.859090909090909)","(11.0, 29.0, 26.333333333333332)"
07-01-2023 09:47:28.324242,"(3.1, 4.5, 4.425)","(4.8, 5.6, 5.439285714285714)","(4.2, 4.5, 4.407575757575758)","(5.0, 7.0, 6.733333333333333)","(81.0, 400.0, 280.0)","(4.8, 6.2, 5.758823529411765)","(11.0, 29.0, 25.142857142857142)"
07-01-2023 09:47:29.663424,"(3.1, 4.5, 4.44)","(4.8, 5.6, 5.533333333333333)","(4.2, 4.5, 4.407575757575758)","(5.0, 7.0, 6.861538461538462)","(81.0, 400.0, 280.0)","(4.8, 6.2, 6.15)","(11.0, 29.0, 24.5)"
07-01-2023 09:47:30.927844,"(3.1, 4.5, 4.44)","(4.8, 5.6, 5.533333333333333)","(4.2, 4.5, 4.511111111111111)","(5.0, 7.0, 6.885714285714286)","(81.0, 400.0, 280.0)","(4.8, 6.6, 6.392307692307692)","(11.0, 29.0, 25.25531914893617)"
07-01-2023 09:47:32.159858,"(3.1, 4.5, 4.371428571428572)","(4.8, 5.6, 5.533333333333333)","(4.2, 4.6, 4.511111111111111)","(5.0, 7.0, 6.703703703703704)","(81.0, 400.0, 280.0)","(4.8, 6.6, 6.082608695652174)","(11.0, 29.0, 25.761904761904763)"
07-01-2023 09:47:33.419930,"(3.1, 4.5, 4.41)","(4.8, 5.6, 5.425)","(4.2, 4.6, 4.4714285714285715)","(5.0, 7.0, 6.733333333333333)","(81.0, 400.0, 280.0)","(4.8, 6.8, 6.038461538461538)","(11.0, 29.0, 23.333333333333332)"
07-01-2023 09:47:34.705084,"(3.1, 4.6, 4.589325842696629)","(4.8, 5.6, 5.3826086956521735)","(4.2, 4.6, 4.4714285714285715)","(5.0, 7.0, 6.75)","(81.0, 400.0, 206.0)","(4.8, 6.8, 6.1)","(11.0, 29.0, 23.846153846153847)"
07-01-2023 09:47:35.923806,"(3.1, 4.6, 4.587912087912088)","(4.8, 5.6, 5.336842105263157)","(4.2, 4.6, 4.511111111111111)","(5.0, 7.0, 6.75)","(81.0, 390.0, 206.0)","(4.8, 6.6, 6.1)","(11.0, 28.0, 23.6)"
07-01-2023 09:47:37.200291,"(3.1, 4.6, 4.518518518518518)","(4.8, 5.6, 5.336842105263157)","(4.2, 4.6, 4.443478260869566)","(5.0, 7.0, 6.75)","(81.0, 390.0, 206.0)","(4.8, 6.6, 5.925)","(11.0, 28.0, 24.4)"
07-01-2023 09:47:38.320771,"(3.1, 4.6, 4.5225)","(4.8, 5.6, 5.336842105263157)","(4.2, 4.6, 4.443478260869566)","(5.0, 7.0, 6.356521739130435)","(81.0, 390.0, 236.66666666666669)","(4.8, 6.6, 6.06)","(11.0, 25.0, 24.4)"
07-01-2023 09:47:39.491887,"(3.1, 4.6, 4.586776859504132)","(4.8, 5.6, 5.372727272727272)","(4.2, 4.6, 4.443478260869566)","(5.0, 6.8, 5.98695652173913)","(81.0, 390.0, 236.66666666666669)","(4.8, 6.6, 5.925)","(11.0, 25.0, 24.4)"
07-01-2023 09:47:40.805724,"(3.1, 4.6, 4.552941176470588)","(4.8, 5.6, 5.372727272727272)","(4.2, 4.6, 4.443478260869566)","(5.0, 6.8, 5.98695652173913)","(81.0, 390.0, 236.66666666666669)","(4.8, 6.6, 5.925)","(11.0, 25.0, 24.4)"
07-01-2023 09:47:42.037891,"(3.1, 4.6, 4.557142857142857)","(4.8, 5.6, 5.3307692307692305)","(4.2, 4.6, 4.4363636363636365)","(5.0, 6.6, 6.24)","(81.0, 390.0, 236.66666666666669)","(4.8, 6.6, 6.0)","(11.0, 24.0, 23.444444444444443)"
07-01-2023 09:47:43.331587,"(3.3, 4.6, 4.558181818181818)","(4.6, 5.6, 5.3307692307692305)","(4.0, 4.6, 4.4363636363636365)","(5.0, 6.6, 6.24)","(81.0, 390.0, 236.66666666666669)","(4.8, 6.6, 6.163636363636364)","(11.0, 25.0, 23.32258064516129)"
07-01-2023 09:47:44.611545,"(3.3, 4.6, 4.596473551637279)","(4.6, 5.6, 5.3307692307692305)","(4.0, 4.6, 4.4363636363636365)","(5.0, 6.6, 6.311999999999999)","(81.0, 390.0, 236.66666666666669)","(4.8, 6.6, 6.227586206896552)","(11.0, 24.0, 22.5)"
07-01-2023 09:47:45.906336,"(3.3, 4.6, 4.58)","(4.6, 5.6, 5.372)","(4.0, 4.6, 4.42962962962963)","(5.0, 6.6, 6.279999999999999)","(81.0, 390.0, 302.0)","(4.8, 6.6, 6.2823529411764705)","(11.0, 23.0, 22.2)"
07-01-2023 09:47:47.303780,"(3.3, 4.6, 4.58)","(4.6, 5.5, 5.363157894736842)","(4.0, 4.6, 4.426666666666667)","(5.0, 6.6, 6.361702127659575)","(81.0, 390.0, 353.3333333333333)","(4.8, 6.6, 6.195)","(11.0, 23.0, 22.75)"
07-01-2023 09:47:48.615953,"(3.3, 4.6, 4.578640776699029)","(4.6, 5.5, 5.42051282051282)","(4.0, 4.6, 4.426666666666667)","(5.0, 6.6, 6.360975609756098)","(81.0, 390.0, 250.0)","(4.8, 6.6, 6.211363636363636)","(11.0, 23.0, 22.75)"
07-01-2023 09:47:49.885491,"(3.3, 4.6, 4.5874999999999995)","(4.6, 5.6, 5.384090909090909)","(4.0, 4.6, 4.426666666666667)","(5.0, 6.6, 6.431034482758621)","(81.0, 390.0, 250.0)","(4.8, 6.6, 6.211363636363636)","(11.0, 23.0, 22.6)"
07-01-2023 09:47:51.195239,"(3.3, 4.6, 4.5827586206896544)","(4.6, 5.6, 5.384090909090909)","(4.0, 4.6, 4.426666666666667)","(5.0, 6.6, 6.439344262295082)","(81.0, 390.0, 250.0)","(4.8, 6.6, 6.192857142857143)","(11.0, 23.0, 22.46153846153846)"
07-01-2023 09:47:52.397627,"(3.3, 4.7, 4.6607843137254905)","(4.6, 5.6, 5.384090909090909)","(4.0, 4.6, 4.228571428571429)","(5.0, 6.6, 6.4672413793103445)","(81.0, 390.0, 330.0)","(4.8, 6.6, 6.192857142857143)","(11.0, 23.0, 22.75)"
07-01-2023 09:47:53.694952,"(3.3, 4.7, 4.690697674418605)","(4.6, 5.6, 5.4125)","(4.0, 4.6, 4.219047619047619)","(5.0, 6.6, 6.4672413793103445)","(81.0, 390.0, 348.0)","(4.8, 6.6, 6.114)","(11.0, 23.0, 22.6)"
07-01-2023 09:47:54.966240,"(3.3, 4.7, 4.690243902439025)","(4.6, 5.6, 5.4125)","(4.0, 4.6, 4.219047619047619)","(5.0, 6.6, 6.635)","(81.0, 390.0, 348.0)","(4.8, 6.6, 6.0508474576271185)","(11.0, 23.0, 22.6)"
07-01-2023 09:47:56.072255,"(3.3, 4.7, 4.690243902439025)","(4.6, 5.6, 5.4125)","(4.0, 4.6, 4.2214285714285715)","(5.0, 6.8, 6.635)","(81.0, 390.0, 280.0)","(4.8, 6.6, 6.0285714285714285)","(11.0, 23.0, 22.46153846153846)"
07-01-2023 09:47:57.263610,"(3.3, 4.7, 4.677272727272728)","(4.6, 5.6, 5.4)","(4.0, 4.5, 4.2214285714285715)","(5.0, 6.8, 6.635)","(81.0, 380.0, 280.0)","(4.8, 6.6, 6.0285714285714285)","(11.0, 23.0, 22.46153846153846)"
07-01-2023 09:47:58.461363,"(3.3, 4.7, 4.677272727272728)","(4.6, 5.6, 5.4)","(4.0, 4.5, 4.445833333333334)","(5.0, 6.8, 6.63076923076923)","(81.0, 380.0, 280.0)","(4.8, 6.6, 6.0285714285714285)","(11.0, 23.0, 22.75)"
