,Dusty Old Road,Prince Of Egypt,Officer Rod,We Are Cousins,Cool Summer,Run Topper
12-01-2023 14:03:23.005635,"(3.8, 8.8, 7.675000000000001)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.66, 2.536923076923077)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.3304347826086955)","(51.0, 80.0, 75.0)"
12-01-2023 14:03:24.194508,"(3.8, 8.8, 7.675000000000001)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.66, 2.536923076923077)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.3304347826086955)","(51.0, 80.0, 75.0)"
12-01-2023 14:03:25.233428,"(3.8, 8.8, 7.675000000000001)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.66, 2.536923076923077)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.3304347826086955)","(51.0, 80.0, 74.70588235294117)"
12-01-2023 14:03:26.350014,"(3.8, 8.4, 8.104761904761904)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.66, 2.536923076923077)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.3304347826086955)","(51.0, 80.0, 75.0)"
12-01-2023 14:03:27.454855,"(3.8, 8.4, 8.104761904761904)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.66, 2.536923076923077)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.3304347826086955)","(51.0, 80.0, 75.0)"
12-01-2023 14:03:28.513041,"(3.8, 8.4, 8.104761904761904)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.66, 2.536923076923077)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.3304347826086955)","(51.0, 80.0, 75.0)"
12-01-2023 14:03:29.596373,"(3.8, 8.4, 8.104761904761904)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.66, 2.536923076923077)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.3304347826086955)","(51.0, 80.0, 75.0)"
12-01-2023 14:03:30.672620,"(3.8, 8.4, 7.522641509433962)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.66, 2.536923076923077)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.3304347826086955)","(51.0, 80.0, 75.0)"
12-01-2023 14:03:31.730366,"(3.8, 8.4, 7.522641509433962)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.66, 2.54)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 70.0)"
12-01-2023 14:03:32.951522,"(3.8, 8.4, 6.6000000000000005)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.64, 2.532)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 70.0)"
12-01-2023 14:03:34.198296,"(3.8, 8.4, 6.110526315789474)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.64, 2.532)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 70.0)"
12-01-2023 14:03:35.309355,"(3.8, 8.4, 6.110526315789474)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.64, 2.505)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 70.0)"
12-01-2023 14:03:36.523289,"(3.8, 8.4, 6.110526315789474)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.64, 2.428235294117647)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:03:37.747969,"(3.8, 8.4, 6.110526315789474)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.64, 2.428235294117647)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:03:38.877707,"(3.8, 8.4, 6.110526315789474)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.64, 2.4233333333333333)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:03:40.053568,"(3.8, 8.4, 6.7846153846153845)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.64, 2.4233333333333333)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:03:41.262674,"(3.8, 8.4, 7.466666666666667)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.64, 2.4233333333333333)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:03:42.415997,"(3.8, 8.4, 7.466666666666667)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.64, 2.4233333333333333)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:03:43.570451,"(3.8, 8.4, 7.466666666666667)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.64, 2.4233333333333333)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:03:44.752239,"(3.8, 8.4, 7.466666666666667)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.64, 2.4233333333333333)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:03:45.810911,"(3.8, 8.4, 7.466666666666667)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.64, 2.4233333333333333)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:03:46.973411,"(3.8, 8.4, 7.466666666666667)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.64, 2.4233333333333333)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:03:48.159599,"(3.8, 8.4, 7.466666666666667)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.64, 2.4233333333333333)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:03:49.398526,"(3.8, 8.4, 7.466666666666667)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.64, 2.4233333333333333)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:03:50.618831,"(3.8, 8.4, 7.466666666666667)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.64, 2.4233333333333333)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:03:51.737858,"(3.8, 8.4, 7.466666666666667)","(4.8, 5.6, 5.516666666666667)","(2.1, 2.64, 2.4233333333333333)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:03:52.873888,"(3.8, 8.4, 7.466666666666667)","(4.8, 5.6, 5.690909090909091)","(2.1, 2.64, 2.4233333333333333)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:03:54.029468,"(3.8, 8.4, 7.466666666666667)","(4.8, 6.4, 5.690909090909091)","(2.1, 2.64, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:03:55.116437,"(3.8, 8.4, 7.466666666666667)","(4.8, 6.4, 5.690909090909091)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:03:56.166085,"(3.8, 8.4, 7.466666666666667)","(4.8, 6.4, 5.376595744680851)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:03:57.285418,"(3.8, 8.4, 7.466666666666667)","(4.8, 6.4, 5.376595744680851)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:03:58.366608,"(3.8, 8.4, 7.466666666666667)","(4.8, 6.2, 5.7875)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:03:59.347493,"(3.8, 8.4, 7.466666666666667)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:00.765256,"(3.8, 8.4, 7.466666666666667)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:01.814219,"(3.8, 8.4, 7.466666666666667)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:02.974009,"(3.8, 8.4, 7.466666666666667)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:04.187766,"(3.8, 8.4, 7.466666666666667)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:05.279463,"(3.8, 8.4, 7.466666666666667)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:06.299440,"(3.8, 8.4, 7.466666666666667)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:07.432362,"(3.8, 8.4, 7.466666666666667)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:08.573589,"(3.8, 8.4, 7.466666666666667)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:09.738670,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:10.756124,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:11.711866,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:12.704476,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:13.691875,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:14.723434,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:15.776081,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:16.803447,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:17.792457,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:18.789481,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:19.798196,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:20.848331,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:21.976168,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:23.016863,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:24.088808,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:25.097166,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:26.135961,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.62, 2.4223529411764706)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:27.248584,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.6, 2.4152941176470586)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:28.452459,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.58, 2.4152941176470586)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:29.467691,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.58, 2.4152941176470586)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:30.543559,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.58, 2.4152941176470586)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:31.631950,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.58, 2.4345454545454546)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:32.639982,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.58, 2.4345454545454546)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:33.605818,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.58, 2.4345454545454546)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:34.656922,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.58, 2.4345454545454546)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:35.718391,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.58, 2.4345454545454546)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:36.837972,"(3.8, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.58, 2.4345454545454546)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:37.941274,"(3.9, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.58, 2.4345454545454546)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(61.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:38.911500,"(3.9, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.58, 2.4345454545454546)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(61.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:39.890225,"(3.9, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.58, 2.4345454545454546)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(61.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:40.967834,"(3.9, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.58, 2.4345454545454546)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.5, 4.26)","(61.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:42.033424,"(3.9, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.58, 2.4345454545454546)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.5, 4.26)","(61.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:43.140817,"(3.9, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.58, 2.4345454545454546)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.5, 4.26)","(61.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:44.309936,"(3.9, 8.4, 7.553488372093023)","(4.8, 6.0, 5.85)","(2.1, 2.58, 2.4657142857142857)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.5, 4.288235294117647)","(61.0, 80.0, 73.33333333333333)"
12-01-2023 14:04:45.367905,"(3.9, 8.4, 6.996)","(4.8, 6.0, 5.85)","(2.1, 2.56, 2.4475)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.5, 4.069230769230769)","(61.0, 80.0, 71.66666666666666)"
12-01-2023 14:04:46.263309,"(3.9, 8.4, 6.488235294117647)","(4.8, 6.0, 5.85)","(2.1, 2.56, 2.4475)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.5, 4.069230769230769)","(61.0, 80.0, 71.66666666666666)"
12-01-2023 14:04:47.366708,"(3.9, 8.2, 7.433333333333333)","(4.8, 6.0, 5.266666666666667)","(2.1, 2.56, 2.3914285714285715)","(21.0, 44.0, 37.64705882352941)","(3.9, 5.8, 4.9363636363636365)","(61.0, 80.0, 71.66666666666666)"
12-01-2023 14:04:48.470777,"(3.9, 8.2, 7.433333333333333)","(4.8, 6.0, 5.266666666666667)","(2.1, 2.54, 2.41)","(21.0, 44.0, 37.64705882352941)","(3.9, 5.5, 4.933333333333334)","(61.0, 80.0, 71.66666666666666)"
12-01-2023 14:04:49.545161,"(3.9, 8.2, 7.799999999999999)","(4.8, 6.0, 5.266666666666667)","(2.1, 2.54, 2.41)","(21.0, 44.0, 37.64705882352941)","(3.9, 5.4, 4.8)","(61.0, 80.0, 71.66666666666666)"
12-01-2023 14:04:50.666975,"(3.9, 8.2, 7.533333333333333)","(4.8, 6.0, 5.266666666666667)","(2.1, 2.54, 2.4176470588235293)","(21.0, 44.0, 37.64705882352941)","(3.9, 5.2, 4.925)","(61.0, 80.0, 71.66666666666666)"
12-01-2023 14:04:51.802277,"(3.9, 8.2, 7.533333333333333)","(4.8, 6.0, 5.266666666666667)","(2.1, 2.54, 2.4176470588235293)","(21.0, 44.0, 37.64705882352941)","(3.9, 5.2, 4.925)","(61.0, 80.0, 71.66666666666666)"
12-01-2023 14:04:52.798813,"(3.9, 8.2, 7.533333333333333)","(4.8, 6.0, 5.266666666666667)","(2.1, 2.54, 2.4176470588235293)","(21.0, 44.0, 37.64705882352941)","(3.9, 5.2, 4.925)","(61.0, 80.0, 71.66666666666666)"
12-01-2023 14:04:53.875682,"(3.9, 8.2, 7.533333333333333)","(4.8, 6.0, 5.266666666666667)","(2.1, 2.54, 2.41)","(21.0, 44.0, 37.64705882352941)","(3.9, 5.2, 4.925)","(61.0, 80.0, 71.66666666666666)"
12-01-2023 14:04:54.940709,"(3.9, 8.2, 7.533333333333333)","(4.8, 6.0, 5.266666666666667)","(2.1, 2.54, 2.41)","(21.0, 44.0, 37.64705882352941)","(3.9, 5.2, 4.925)","(61.0, 80.0, 71.66666666666666)"
12-01-2023 14:04:55.945955,"(3.9, 8.2, 7.533333333333333)","(4.8, 6.0, 5.266666666666667)","(2.1, 2.54, 2.41)","(21.0, 44.0, 37.64705882352941)","(3.9, 5.2, 4.925)","(61.0, 80.0, 71.66666666666666)"
12-01-2023 14:04:56.903753,"(3.9, 8.2, 7.533333333333333)","(4.8, 6.0, 5.266666666666667)","(2.1, 2.54, 2.4176470588235293)","(21.0, 44.0, 37.64705882352941)","(3.9, 5.2, 4.82962962962963)","(61.0, 80.0, 72.5)"
12-01-2023 14:04:57.960059,"(3.9, 8.2, 7.088888888888889)","(4.8, 6.0, 5.41764705882353)","(2.1, 2.52, 2.411111111111111)","(21.0, 44.0, 37.64705882352941)","(3.9, 5.2, 4.82962962962963)","(61.0, 80.0, 72.5)"
12-01-2023 14:04:59.037725,"(3.9, 8.2, 7.088888888888889)","(4.8, 6.0, 5.151428571428571)","(2.1, 2.52, 2.408)","(21.0, 44.0, 37.64705882352941)","(3.9, 5.2, 4.811999999999999)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:00.153678,"(3.9, 8.2, 6.644444444444445)","(4.8, 6.0, 5.151428571428571)","(2.1, 2.52, 2.408)","(21.0, 44.0, 37.64705882352941)","(3.9, 5.1, 4.65)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:01.280636,"(3.9, 8.2, 6.644444444444445)","(4.8, 6.0, 5.151428571428571)","(2.1, 2.52, 2.408)","(21.0, 44.0, 37.64705882352941)","(3.9, 5.1, 4.65)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:02.357990,"(3.9, 8.2, 6.644444444444445)","(4.8, 5.9, 5.4)","(2.1, 2.52, 2.408)","(21.0, 44.0, 37.64705882352941)","(3.9, 5.1, 4.4781818181818185)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:03.539443,"(3.9, 8.2, 6.644444444444445)","(4.8, 5.9, 5.575)","(2.1, 2.52, 2.4385454545454546)","(21.0, 44.0, 37.64705882352941)","(3.9, 5.1, 4.4781818181818185)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:04.884106,"(3.9, 8.2, 6.644444444444445)","(4.8, 5.8, 5.575)","(2.1, 2.52, 2.4962962962962965)","(21.0, 44.0, 37.64705882352941)","(3.9, 5.1, 4.4781818181818185)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:06.052662,"(3.9, 8.2, 6.644444444444445)","(4.8, 5.8, 5.575)","(2.1, 2.52, 2.438823529411765)","(21.0, 44.0, 37.64705882352941)","(3.9, 5.1, 4.723076923076923)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:07.292768,"(3.9, 8.2, 6.644444444444445)","(4.8, 5.8, 5.575)","(2.1, 2.5, 2.4446153846153846)","(21.0, 44.0, 37.64705882352941)","(3.9, 5.0, 4.6)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:08.432596,"(3.9, 8.2, 6.644444444444445)","(4.8, 5.8, 5.4625)","(2.1, 2.5, 2.3709090909090906)","(21.0, 44.0, 37.64705882352941)","(3.9, 5.0, 4.766666666666667)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:09.536122,"(3.9, 8.2, 6.644444444444445)","(4.8, 5.8, 5.4625)","(2.1, 2.48, 2.3466666666666667)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.676)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:10.680188,"(3.9, 8.2, 6.644444444444445)","(4.8, 5.8, 5.4625)","(2.1, 2.48, 2.3466666666666667)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.676)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:11.926205,"(3.9, 8.2, 6.644444444444445)","(4.8, 5.8, 5.255263157894737)","(2.1, 2.48, 2.3466666666666667)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.530555555555556)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:13.069333,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.255263157894737)","(2.1, 2.48, 2.3466666666666667)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.530555555555556)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:14.175241,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.255263157894737)","(2.1, 2.48, 2.3466666666666667)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.530555555555556)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:15.313066,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.255263157894737)","(2.1, 2.48, 2.3326315789473684)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.55897435897436)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:16.587809,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.255263157894737)","(2.1, 2.48, 2.3326315789473684)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.55897435897436)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:17.808897,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.255263157894737)","(2.1, 2.48, 2.312)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.461538461538462)","(61.0, 80.0, 72.5)"
