,Delightful Anna,Attahua Ace,Blissfull Identity,Marley Bromac,Seven Rippin Aces,Shes So Brave,Rippin Good Feelin,Spruce Loose,Wotnow Swanee,Betterthankkylie
15-12-2022 12:25:27.291491,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 48.0, 30.666666666666664)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:28.531074,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 48.0, 34.0)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:29.733118,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 46.0, 34.0)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:31.025124,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 46.0, 29.333333333333332)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:32.256572,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 44.0, 29.333333333333332)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:33.330866,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 44.0, 29.333333333333332)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:34.436572,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 44.0, 29.333333333333332)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:35.561806,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.371428571428572)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 44.0, 25.666666666666668)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:36.686259,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 42.0, 32.0)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:37.841306,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 40.0, 28.0)","(101.0, 670.0, 320.0)","(10.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:39.292318,"(3.5, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 40.0, 28.0)","(101.0, 670.0, 320.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:40.624791,"(3.5, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 40.0, 38.5)","(101.0, 670.0, 320.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:41.991943,"(3.5, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 38.16666666666667)","(21.0, 55.0, 31.333333333333336)","(101.0, 670.0, 320.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:25:43.348411,"(3.5, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 670.0, 466.42857142857144)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 47.8)"
15-12-2022 12:25:44.599772,"(3.5, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 670.0, 466.42857142857144)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 47.8)"
15-12-2022 12:25:45.886394,"(3.5, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 670.0, 466.42857142857144)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.65)","(20.0, 55.0, 47.8)"
15-12-2022 12:25:47.228543,"(3.5, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 670.0, 395.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 4.733333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:25:48.456108,"(3.5, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 670.0, 395.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 7.2375)","(20.0, 55.0, 47.8)"
15-12-2022 12:25:49.770337,"(3.5, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 670.0, 395.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 7.2375)","(20.0, 55.0, 47.8)"
15-12-2022 12:25:50.934157,"(3.5, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 670.0, 395.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 7.235294117647059)","(20.0, 55.0, 47.8)"
15-12-2022 12:25:52.099683,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 670.0, 395.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.316666666666666)","(20.0, 55.0, 47.8)"
15-12-2022 12:25:53.274779,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 670.0, 395.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.316666666666666)","(20.0, 55.0, 47.8)"
15-12-2022 12:25:54.413274,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 670.0, 395.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.316666666666666)","(20.0, 55.0, 47.8)"
15-12-2022 12:25:55.605752,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 670.0, 395.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 7.22)","(20.0, 55.0, 47.8)"
15-12-2022 12:25:56.855592,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 670.0, 395.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 7.22)","(20.0, 55.0, 47.8)"
15-12-2022 12:25:58.052374,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 670.0, 390.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.08)","(20.0, 55.0, 47.8)"
15-12-2022 12:25:59.249605,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 670.0, 390.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 7.2333333333333325)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:00.417267,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 670.0, 390.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 7.2333333333333325)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:01.574619,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 670.0, 390.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:03.005614,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 670.0, 390.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:04.196011,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 670.0, 390.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:05.388041,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 670.0, 390.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:06.561650,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 530.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:07.771571,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 530.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:09.039195,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 530.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:10.262480,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 530.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:11.665816,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 530.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:12.966552,"(3.5, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 42.0)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 530.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.0)"
15-12-2022 12:26:14.144348,"(3.5, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 28.333333333333336)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 530.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:15.453685,"(3.5, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 28.333333333333336)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 530.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:16.705760,"(3.5, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 28.333333333333336)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 530.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:17.950240,"(3.5, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(20.0, 48.0, 28.333333333333336)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 530.0)","(11.0, 19.5, 11.26)","(21.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:19.259885,"(3.4, 3.95, 3.725)","(5.0, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(21.0, 48.0, 28.333333333333336)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 530.0)","(11.0, 19.5, 17.78333333333333)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:20.496960,"(3.4, 3.95, 3.725)","(5.0, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(21.0, 48.0, 28.333333333333336)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 530.0)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:21.753935,"(3.4, 3.95, 3.725)","(5.0, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(21.0, 48.0, 28.333333333333336)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 530.0)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:23.069870,"(3.4, 3.95, 3.725)","(5.0, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(21.0, 48.0, 28.333333333333336)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 530.0)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:24.220098,"(3.4, 3.95, 3.725)","(5.0, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(21.0, 48.0, 28.333333333333336)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 530.0)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:25.444721,"(3.4, 3.95, 3.725)","(5.0, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(21.0, 48.0, 28.333333333333336)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 530.0)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:26.692950,"(3.4, 3.95, 3.725)","(5.0, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(21.0, 48.0, 38.16666666666667)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 530.0)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:27.939232,"(3.4, 3.95, 3.725)","(5.0, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(21.0, 48.0, 38.16666666666667)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 530.0)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:29.140585,"(3.4, 3.95, 3.725)","(5.0, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(21.0, 48.0, 38.16666666666667)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 522.5)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:30.397984,"(3.4, 3.95, 3.725)","(5.0, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(21.0, 48.0, 38.16666666666667)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 522.5)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:31.693655,"(3.4, 3.95, 3.725)","(5.0, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(21.0, 48.0, 38.16666666666667)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 522.5)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:32.851635,"(3.4, 3.95, 3.725)","(5.0, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(21.0, 48.0, 38.16666666666667)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 522.5)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:34.026229,"(3.4, 3.95, 3.725)","(5.0, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(21.0, 48.0, 38.16666666666667)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 522.5)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:35.349010,"(3.4, 3.95, 3.725)","(5.0, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(21.0, 48.0, 38.16666666666667)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 522.5)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:36.528748,"(3.4, 3.95, 3.725)","(5.0, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(21.0, 48.0, 38.16666666666667)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 522.5)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:37.736492,"(3.4, 3.95, 3.725)","(5.0, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(21.0, 48.0, 38.16666666666667)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 522.5)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:38.962074,"(3.4, 3.95, 3.725)","(5.0, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(21.0, 48.0, 38.16666666666667)","(21.0, 50.0, 31.333333333333336)","(101.0, 950.0, 522.5)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 47.8)"
15-12-2022 12:26:40.219555,"(3.4, 3.95, 3.725)","(5.0, 8.4, 7.846153846153847)","(4.8, 9.4, 8.8)","(21.0, 48.0, 41.44444444444444)","(21.0, 50.0, 26.666666666666668)","(101.0, 950.0, 728.75)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:26:41.466982,"(3.4, 3.95, 3.725)","(5.0, 8.4, 7.846153846153847)","(4.8, 9.4, 8.628571428571428)","(21.0, 48.0, 41.44444444444444)","(21.0, 50.0, 30.666666666666664)","(101.0, 940.0, 846.5)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:26:42.716571,"(3.4, 3.95, 3.725)","(5.0, 8.4, 7.846153846153847)","(4.8, 9.2, 8.285714285714286)","(21.0, 48.0, 41.44444444444444)","(21.0, 48.0, 30.0)","(101.0, 930.0, 770.0)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:26:43.828556,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 8.8, 8.285714285714286)","(21.0, 48.0, 41.44444444444444)","(21.0, 46.0, 30.0)","(101.0, 920.0, 770.0)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:26:45.061377,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 8.8, 8.285714285714286)","(21.0, 48.0, 41.44444444444444)","(21.0, 46.0, 30.0)","(101.0, 920.0, 770.0)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(20.0, 55.0, 43.16666666666667)"
15-12-2022 12:26:46.379285,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 8.8, 7.75)","(21.0, 48.0, 41.44444444444444)","(21.0, 46.0, 33.0)","(101.0, 920.0, 819.5)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(21.0, 55.0, 43.16666666666667)"
15-12-2022 12:26:47.663686,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 8.6, 7.75)","(21.0, 48.0, 41.44444444444444)","(21.0, 44.0, 33.0)","(101.0, 900.0, 745.4545454545454)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(21.0, 55.0, 43.16666666666667)"
15-12-2022 12:26:48.828269,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 8.6, 7.75)","(21.0, 48.0, 41.44444444444444)","(21.0, 44.0, 33.0)","(101.0, 890.0, 745.4545454545454)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(21.0, 55.0, 43.16666666666667)"
15-12-2022 12:26:50.244467,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 8.6, 7.75)","(21.0, 48.0, 41.44444444444444)","(21.0, 44.0, 33.0)","(101.0, 890.0, 745.4545454545454)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(21.0, 55.0, 43.16666666666667)"
15-12-2022 12:26:51.550214,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 8.6, 7.75)","(21.0, 48.0, 41.44444444444444)","(21.0, 44.0, 33.0)","(101.0, 890.0, 728.75)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(21.0, 55.0, 43.16666666666667)"
15-12-2022 12:26:52.709741,"(3.6, 3.95, 3.725)","(4.8, 8.4, 7.846153846153847)","(4.8, 8.6, 7.75)","(21.0, 48.0, 41.44444444444444)","(21.0, 44.0, 33.0)","(101.0, 940.0, 713.75)","(11.0, 19.5, 15.46)","(26.0, 65.0, 37.666666666666664)","(3.1, 7.8, 6.119999999999999)","(21.0, 55.0, 43.16666666666667)"
