,Manila Aurora,Moment To Shiver,Stranger Within,Call Me Trinity,West On Blossom,Spider Venom,Mongolian Tiger,Sand Cruiser
11-01-2023 21:36:31.848340,"(5.5, 7.6, 7.0)","(51.0, 65.0, 47.583333333333336)","(5.5, 7.2, 6.65)","(7.5, 13.0, 11.125)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.533333333333333)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.294230769230769)"
11-01-2023 21:36:32.891201,"(5.5, 7.6, 7.0)","(51.0, 65.0, 47.583333333333336)","(5.5, 7.2, 6.65)","(7.5, 13.0, 11.125)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.533333333333333)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.294230769230769)"
11-01-2023 21:36:33.941033,"(5.5, 7.6, 7.0)","(51.0, 65.0, 47.583333333333336)","(5.5, 7.2, 6.8)","(7.5, 13.0, 11.5)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.533333333333333)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.275)"
11-01-2023 21:36:34.984868,"(5.5, 7.6, 7.0)","(51.0, 65.0, 48.111111111111114)","(5.5, 7.2, 6.95)","(7.5, 13.0, 11.5)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.466666666666667)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.275)"
11-01-2023 21:36:36.006462,"(5.5, 7.6, 7.0)","(51.0, 65.0, 48.111111111111114)","(5.5, 7.2, 6.95)","(7.5, 13.0, 11.5)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.466666666666667)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.275)"
11-01-2023 21:36:36.986725,"(5.5, 7.6, 7.0)","(51.0, 65.0, 48.111111111111114)","(5.5, 7.2, 6.95)","(7.5, 13.0, 11.5)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.466666666666667)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.275)"
11-01-2023 21:36:38.012147,"(5.5, 7.6, 7.0)","(51.0, 65.0, 48.111111111111114)","(5.5, 7.2, 6.95)","(7.5, 13.0, 11.5)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.466666666666667)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.275)"
11-01-2023 21:36:39.108713,"(5.5, 7.6, 7.0)","(51.0, 65.0, 48.111111111111114)","(5.5, 7.2, 6.95)","(7.5, 13.0, 11.235294117647058)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.466666666666667)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.275)"
11-01-2023 21:36:40.204540,"(5.5, 7.6, 7.0)","(51.0, 65.0, 48.111111111111114)","(5.5, 7.2, 6.95)","(7.5, 13.0, 10.857142857142858)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.466666666666667)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.294230769230769)"
11-01-2023 21:36:41.261440,"(5.5, 7.6, 7.0)","(51.0, 65.0, 48.111111111111114)","(5.5, 7.2, 6.95)","(7.5, 13.0, 10.857142857142858)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.466666666666667)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.294230769230769)"
11-01-2023 21:36:42.354239,"(5.5, 7.6, 7.0)","(51.0, 65.0, 48.111111111111114)","(5.5, 7.2, 6.95)","(7.5, 13.0, 11.214285714285714)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.230769230769231)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.3204545454545453)"
11-01-2023 21:36:43.451450,"(5.5, 7.6, 7.0)","(51.0, 65.0, 48.111111111111114)","(5.5, 7.2, 6.95)","(7.5, 12.5, 11.11111111111111)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.5)","(41.0, 55.0, 45.4375)","(2.4, 3.4, 3.294230769230769)"
11-01-2023 21:36:44.470496,"(5.5, 7.6, 7.0)","(51.0, 65.0, 49.8)","(5.5, 7.2, 6.95)","(7.5, 12.5, 10.833333333333334)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.5)","(41.0, 55.0, 45.4375)","(2.4, 3.4, 3.294230769230769)"
11-01-2023 21:36:45.478243,"(5.5, 7.6, 7.0)","(51.0, 65.0, 49.8)","(5.5, 7.2, 6.95)","(7.5, 12.0, 11.6)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.5)","(41.0, 55.0, 45.4375)","(2.4, 3.4, 3.3204545454545453)"
11-01-2023 21:36:46.534793,"(5.5, 7.6, 7.0)","(51.0, 65.0, 49.8)","(5.5, 7.2, 6.7625)","(7.5, 12.0, 11.6)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.5)","(41.0, 55.0, 45.4375)","(2.4, 3.4, 3.3239130434782607)"
11-01-2023 21:36:47.642402,"(5.5, 7.6, 7.0)","(51.0, 65.0, 49.8)","(5.5, 7.2, 6.892307692307693)","(7.5, 12.0, 11.6)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.5)","(41.0, 55.0, 45.4375)","(2.4, 3.4, 3.3239130434782607)"
11-01-2023 21:36:48.750623,"(5.5, 7.6, 7.0)","(51.0, 65.0, 49.8)","(5.5, 7.2, 7.1000000000000005)","(7.5, 12.0, 11.6)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 6.85)","(41.0, 55.0, 45.4375)","(2.4, 3.4, 3.271212121212121)"
11-01-2023 21:36:49.909311,"(5.5, 7.8, 6.8625)","(51.0, 65.0, 49.8)","(5.5, 7.2, 7.1000000000000005)","(7.5, 12.0, 11.6)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 6.85)","(41.0, 55.0, 45.4375)","(2.4, 3.4, 3.2879310344827584)"
11-01-2023 21:36:51.091977,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 49.8)","(4.8, 7.2, 7.1466666666666665)","(7.5, 12.0, 11.6)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 6.85)","(31.0, 55.0, 45.4375)","(2.4, 3.4, 3.2879310344827584)"
11-01-2023 21:36:52.280223,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 49.8)","(4.8, 7.2, 7.1466666666666665)","(7.5, 12.0, 11.6)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 6.85)","(31.0, 55.0, 41.84615384615385)","(2.4, 3.4, 3.307142857142857)"
11-01-2023 21:36:53.513366,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 49.8)","(4.8, 7.2, 7.1466666666666665)","(7.5, 12.0, 11.6)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 6.85)","(31.0, 55.0, 40.75)","(2.4, 3.4, 3.307142857142857)"
11-01-2023 21:36:54.738096,"(5.5, 7.8, 7.0)","(51.0, 65.0, 49.8)","(4.8, 7.2, 7.1466666666666665)","(7.5, 12.0, 11.6)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.133333333333333)","(31.0, 55.0, 40.75)","(2.4, 3.4, 3.307142857142857)"
11-01-2023 21:36:55.891913,"(5.5, 7.8, 7.094117647058823)","(51.0, 65.0, 49.8)","(4.8, 7.2, 7.1466666666666665)","(7.5, 12.0, 11.6)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.133333333333333)","(31.0, 55.0, 43.6)","(2.4, 3.4, 3.307142857142857)"
11-01-2023 21:36:57.039933,"(5.5, 7.8, 7.094117647058823)","(51.0, 65.0, 49.8)","(4.8, 7.2, 7.1466666666666665)","(7.5, 12.0, 11.6)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.133333333333333)","(31.0, 55.0, 43.6)","(2.4, 3.4, 3.307142857142857)"
11-01-2023 21:36:58.133195,"(5.5, 7.8, 6.8769230769230765)","(51.0, 65.0, 49.8)","(4.8, 7.2, 7.1466666666666665)","(7.5, 12.0, 11.6)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.133333333333333)","(31.0, 55.0, 43.6)","(2.4, 3.4, 3.307142857142857)"
11-01-2023 21:36:59.185986,"(5.5, 7.8, 7.0)","(51.0, 65.0, 49.8)","(4.8, 7.2, 7.1466666666666665)","(7.5, 12.0, 11.6)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.199999999999999)","(31.0, 55.0, 43.6)","(2.4, 3.4, 3.307142857142857)"
11-01-2023 21:37:00.238073,"(5.5, 7.8, 7.0)","(51.0, 65.0, 49.8)","(4.8, 7.2, 7.1466666666666665)","(7.5, 12.0, 11.6)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.199999999999999)","(31.0, 55.0, 43.6)","(2.4, 3.4, 3.307142857142857)"
11-01-2023 21:37:01.279911,"(5.5, 7.8, 7.0)","(51.0, 65.0, 49.8)","(4.8, 7.2, 7.1466666666666665)","(7.5, 12.0, 11.777777777777779)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.133333333333333)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.307142857142857)"
11-01-2023 21:37:02.353798,"(5.5, 7.8, 6.811764705882353)","(51.0, 65.0, 49.8)","(4.8, 7.2, 7.1466666666666665)","(7.5, 12.0, 11.333333333333334)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.133333333333333)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.307142857142857)"
11-01-2023 21:37:03.484802,"(5.5, 7.8, 7.0)","(51.0, 65.0, 49.8)","(4.8, 7.2, 7.1466666666666665)","(7.5, 12.0, 11.777777777777779)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.133333333333333)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.307142857142857)"
11-01-2023 21:37:04.802091,"(5.5, 7.8, 7.0)","(51.0, 65.0, 49.8)","(4.8, 7.2, 7.1466666666666665)","(7.5, 12.0, 11.777777777777779)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.2444444444444445)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.307142857142857)"
11-01-2023 21:37:05.933157,"(5.5, 7.8, 6.811764705882353)","(51.0, 65.0, 49.8)","(4.8, 7.2, 7.1466666666666665)","(7.5, 12.0, 11.666666666666666)","(6.0, 8.8, 8.386206896551725)","(5.0, 7.6, 7.2444444444444445)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.307142857142857)"
11-01-2023 21:37:07.046593,"(5.5, 7.8, 6.811764705882353)","(51.0, 65.0, 49.8)","(4.8, 7.2, 7.1466666666666665)","(7.5, 12.0, 11.666666666666666)","(6.0, 8.8, 8.386206896551725)","(5.0, 7.6, 7.2444444444444445)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.307142857142857)"
11-01-2023 21:37:08.159782,"(5.5, 7.8, 6.811764705882353)","(51.0, 65.0, 49.8)","(4.8, 7.2, 7.1466666666666665)","(7.5, 12.0, 11.666666666666666)","(6.0, 8.8, 8.386206896551725)","(5.0, 7.6, 7.163636363636364)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.307142857142857)"
11-01-2023 21:37:09.324556,"(5.5, 7.8, 6.811764705882353)","(51.0, 65.0, 49.8)","(4.8, 7.2, 7.1466666666666665)","(7.5, 12.0, 11.666666666666666)","(6.0, 8.8, 8.386206896551725)","(5.0, 7.6, 7.292307692307692)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.307142857142857)"
11-01-2023 21:37:10.453013,"(5.5, 7.8, 7.0)","(51.0, 65.0, 49.8)","(4.8, 7.2, 7.1466666666666665)","(7.5, 12.0, 11.666666666666666)","(6.0, 8.8, 8.386206896551725)","(5.0, 7.6, 7.389473684210526)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.307142857142857)"
11-01-2023 21:37:11.506006,"(5.5, 7.8, 7.0)","(51.0, 65.0, 49.8)","(4.8, 7.2, 7.1466666666666665)","(7.5, 12.0, 11.666666666666666)","(6.0, 8.8, 8.386206896551725)","(5.0, 7.6, 7.333333333333333)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.2555555555555555)"
11-01-2023 21:37:12.634027,"(5.5, 7.8, 7.0)","(51.0, 65.0, 49.8)","(4.8, 7.2, 7.1466666666666665)","(7.5, 12.0, 11.666666666666666)","(6.0, 8.8, 8.386206896551725)","(5.0, 7.6, 7.333333333333333)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.2625)"
11-01-2023 21:37:13.738543,"(5.5, 7.8, 7.0)","(51.0, 65.0, 49.8)","(4.8, 7.2, 7.1466666666666665)","(7.5, 12.0, 11.666666666666666)","(6.0, 8.8, 8.386206896551725)","(5.0, 7.6, 7.21111111111111)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.283333333333333)"
11-01-2023 21:37:14.860035,"(5.5, 7.8, 6.811764705882353)","(51.0, 65.0, 49.8)","(4.8, 7.2, 6.909090909090909)","(7.5, 12.0, 11.666666666666666)","(6.0, 8.8, 8.386206896551725)","(5.0, 7.6, 7.199999999999999)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.283333333333333)"
11-01-2023 21:37:15.976833,"(5.5, 7.8, 6.811764705882353)","(51.0, 65.0, 49.8)","(4.8, 7.2, 6.909090909090909)","(7.5, 12.0, 11.666666666666666)","(6.0, 8.8, 8.386206896551725)","(5.0, 7.6, 7.266666666666667)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.283333333333333)"
11-01-2023 21:37:17.077496,"(5.5, 7.8, 6.811764705882353)","(51.0, 65.0, 49.8)","(4.8, 7.2, 6.909090909090909)","(7.5, 12.0, 11.666666666666666)","(6.0, 8.8, 8.386206896551725)","(5.0, 7.6, 7.155555555555555)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.283333333333333)"
11-01-2023 21:37:18.249991,"(5.5, 7.8, 7.128)","(51.0, 65.0, 49.8)","(4.8, 7.2, 6.909090909090909)","(7.5, 12.0, 11.666666666666666)","(6.0, 8.8, 8.386206896551725)","(5.0, 7.6, 7.016666666666667)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.2600000000000002)"
11-01-2023 21:37:19.351757,"(5.5, 7.8, 7.128)","(51.0, 65.0, 49.8)","(4.8, 7.2, 6.914285714285715)","(7.5, 12.0, 11.666666666666666)","(6.0, 8.8, 8.386206896551725)","(5.0, 7.6, 7.016666666666667)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.3270833333333334)"
11-01-2023 21:37:20.455105,"(5.5, 7.8, 7.128)","(51.0, 65.0, 49.8)","(4.8, 7.2, 6.914285714285715)","(7.5, 12.0, 11.666666666666666)","(6.0, 8.8, 8.386206896551725)","(5.0, 7.6, 7.016666666666667)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.3270833333333334)"
11-01-2023 21:37:21.614140,"(5.5, 7.8, 7.128)","(51.0, 65.0, 49.8)","(4.8, 7.2, 6.989473684210527)","(7.5, 12.0, 11.666666666666666)","(6.0, 8.8, 8.386206896551725)","(5.0, 7.6, 7.016666666666667)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.3270833333333334)"
11-01-2023 21:37:22.757116,"(5.5, 7.8, 7.128)","(51.0, 65.0, 49.8)","(4.8, 7.2, 6.989473684210527)","(7.5, 12.0, 10.625)","(6.0, 8.8, 8.386206896551725)","(5.0, 7.6, 7.0285714285714285)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.3017857142857143)"
11-01-2023 21:37:23.785961,"(5.5, 7.6, 7.123809523809523)","(51.0, 65.0, 49.8)","(4.8, 7.2, 6.830769230769231)","(7.5, 12.0, 10.526315789473685)","(6.0, 8.8, 8.492307692307692)","(5.0, 7.6, 7.389473684210526)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.3270833333333334)"
11-01-2023 21:37:24.844719,"(5.5, 7.6, 7.007407407407407)","(51.0, 65.0, 49.8)","(4.8, 7.2, 6.786206896551724)","(7.5, 12.0, 10.526315789473685)","(6.0, 8.8, 8.492307692307692)","(5.0, 7.6, 7.389473684210526)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.348529411764706)"
11-01-2023 21:37:25.933512,"(5.5, 7.6, 7.007407407407407)","(51.0, 65.0, 49.8)","(4.8, 7.2, 6.786206896551724)","(7.5, 12.0, 10.526315789473685)","(6.0, 8.8, 8.492307692307692)","(5.0, 7.6, 7.389473684210526)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.348529411764706)"
11-01-2023 21:37:26.954563,"(5.5, 7.4, 7.1866666666666665)","(51.0, 65.0, 49.8)","(4.8, 7.2, 6.786206896551724)","(7.5, 12.0, 10.526315789473685)","(6.0, 8.8, 8.492307692307692)","(5.0, 7.6, 7.389473684210526)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.348529411764706)"
11-01-2023 21:37:27.926037,"(5.5, 7.4, 7.1866666666666665)","(51.0, 65.0, 49.8)","(4.8, 7.2, 6.786206896551724)","(7.5, 12.0, 10.526315789473685)","(6.0, 8.8, 8.492307692307692)","(5.0, 7.6, 7.389473684210526)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.348529411764706)"
11-01-2023 21:37:28.941217,"(5.5, 7.4, 7.1866666666666665)","(51.0, 65.0, 49.8)","(4.8, 7.2, 6.909090909090909)","(7.5, 12.0, 10.526315789473685)","(6.0, 8.8, 8.492307692307692)","(5.0, 7.6, 7.389473684210526)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.348529411764706)"
11-01-2023 21:37:29.962994,"(5.5, 7.4, 7.1866666666666665)","(51.0, 60.0, 49.5)","(4.8, 7.2, 6.909090909090909)","(7.5, 12.0, 10.526315789473685)","(6.0, 8.8, 8.492307692307692)","(5.0, 7.6, 7.389473684210526)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.348529411764706)"
11-01-2023 21:37:30.950666,"(5.5, 7.4, 6.952)","(51.0, 60.0, 49.5)","(4.8, 7.2, 6.909090909090909)","(7.5, 12.0, 10.526315789473685)","(6.0, 8.8, 8.492307692307692)","(5.0, 7.6, 7.314285714285714)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.348529411764706)"
11-01-2023 21:37:32.015713,"(5.5, 7.4, 6.952)","(51.0, 60.0, 48.333333333333336)","(4.8, 7.2, 6.909090909090909)","(7.5, 12.0, 10.526315789473685)","(6.0, 8.8, 8.623529411764707)","(5.0, 7.6, 7.389473684210526)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.348529411764706)"
11-01-2023 21:37:33.111837,"(5.5, 7.4, 6.952)","(51.0, 60.0, 48.333333333333336)","(4.8, 7.2, 6.909090909090909)","(7.5, 11.5, 11.071428571428571)","(6.0, 8.8, 8.623529411764707)","(5.0, 7.6, 7.389473684210526)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.348529411764706)"
11-01-2023 21:37:34.211348,"(5.5, 7.4, 6.952)","(51.0, 60.0, 48.333333333333336)","(4.8, 7.2, 6.909090909090909)","(7.5, 11.5, 10.625)","(6.0, 9.2, 8.6)","(5.0, 7.6, 7.389473684210526)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.3276315789473685)"
11-01-2023 21:37:35.697453,"(5.5, 7.4, 6.952)","(51.0, 60.0, 48.333333333333336)","(4.8, 7.2, 6.866666666666667)","(7.5, 11.5, 10.916666666666666)","(6.0, 9.2, 8.15)","(5.0, 7.6, 7.389473684210526)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.4, 3.3276315789473685)"
11-01-2023 21:37:37.220015,"(5.5, 7.4, 6.952)","(51.0, 60.0, 47.55555555555556)","(4.8, 7.2, 6.729411764705882)","(7.5, 11.5, 10.833333333333334)","(6.0, 9.2, 8.88695652173913)","(5.0, 7.6, 7.5473684210526315)","(31.0, 55.0, 44.94117647058823)","(2.4, 3.4, 3.197826086956522)"
11-01-2023 21:37:38.403523,"(5.5, 7.4, 6.985185185185185)","(51.0, 60.0, 47.55555555555556)","(4.8, 7.2, 6.729411764705882)","(7.5, 11.5, 10.833333333333334)","(6.0, 9.2, 8.88695652173913)","(5.0, 7.6, 7.5473684210526315)","(31.0, 55.0, 44.94117647058823)","(2.4, 3.35, 3.2)"
11-01-2023 21:37:39.574432,"(5.5, 7.4, 6.985185185185185)","(51.0, 60.0, 48.333333333333336)","(4.8, 7.2, 7.0769230769230775)","(7.5, 11.5, 10.374074074074073)","(6.0, 9.2, 8.88695652173913)","(5.0, 7.6, 7.5473684210526315)","(31.0, 55.0, 44.94117647058823)","(2.4, 3.35, 3.2)"
11-01-2023 21:37:40.751763,"(5.5, 7.4, 6.985185185185185)","(51.0, 60.0, 48.333333333333336)","(4.8, 7.2, 7.0769230769230775)","(7.5, 11.5, 10.178260869565218)","(6.0, 9.2, 8.88695652173913)","(5.0, 7.6, 7.5473684210526315)","(31.0, 55.0, 44.94117647058823)","(2.4, 3.35, 3.2)"
11-01-2023 21:37:42.136633,"(5.5, 7.4, 6.985185185185185)","(51.0, 60.0, 48.333333333333336)","(4.8, 7.2, 7.0769230769230775)","(7.5, 11.5, 10.283999999999999)","(6.0, 9.2, 9.0)","(5.0, 7.6, 7.5473684210526315)","(31.0, 55.0, 44.94117647058823)","(2.4, 3.35, 3.2)"
11-01-2023 21:37:43.331204,"(5.5, 7.4, 6.985185185185185)","(51.0, 60.0, 48.333333333333336)","(4.8, 7.2, 7.0769230769230775)","(7.5, 11.5, 10.86)","(6.0, 9.2, 9.028571428571428)","(5.0, 7.6, 7.5473684210526315)","(31.0, 55.0, 44.94117647058823)","(2.4, 3.35, 3.2)"
11-01-2023 21:37:44.485811,"(5.5, 7.4, 6.985185185185185)","(51.0, 60.0, 48.333333333333336)","(4.8, 7.2, 7.0769230769230775)","(7.5, 11.0, 10.8)","(6.0, 9.2, 9.028571428571428)","(5.0, 7.6, 7.5285714285714285)","(31.0, 55.0, 44.94117647058823)","(2.4, 3.35, 3.2)"
11-01-2023 21:37:45.614651,"(5.5, 7.4, 6.985185185185185)","(51.0, 60.0, 48.333333333333336)","(4.8, 7.2, 7.0769230769230775)","(7.5, 11.0, 10.8)","(6.0, 9.2, 9.028571428571428)","(5.0, 7.6, 7.5285714285714285)","(31.0, 55.0, 44.3125)","(2.4, 3.35, 3.182142857142857)"
11-01-2023 21:37:46.687292,"(5.5, 7.2, 7.033333333333333)","(51.0, 60.0, 48.333333333333336)","(4.8, 7.0, 6.85)","(7.5, 10.5, 10.069230769230769)","(6.0, 9.0, 8.45)","(5.0, 7.6, 7.4799999999999995)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.3, 3.202941176470588)"
11-01-2023 21:37:47.773328,"(5.5, 7.2, 7.033333333333333)","(51.0, 60.0, 51.81818181818182)","(4.8, 7.0, 6.85)","(7.5, 10.5, 10.069230769230769)","(6.0, 9.0, 8.533333333333333)","(5.0, 7.6, 7.4799999999999995)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.3, 3.1999999999999997)"
11-01-2023 21:37:48.814154,"(5.5, 7.2, 7.014285714285714)","(51.0, 60.0, 51.81818181818182)","(4.8, 7.0, 6.85)","(7.5, 10.5, 9.9)","(6.0, 9.0, 8.83030303030303)","(5.0, 7.6, 7.545454545454545)","(31.0, 55.0, 42.785714285714285)","(2.4, 3.3, 3.1852941176470586)"
11-01-2023 21:37:49.830277,"(5.5, 7.2, 7.014285714285714)","(51.0, 60.0, 51.81818181818182)","(5.0, 7.0, 6.85)","(8.0, 10.5, 9.9)","(6.0, 9.0, 8.83030303030303)","(5.0, 7.6, 7.545454545454545)","(31.0, 55.0, 42.785714285714285)","(2.5, 3.35, 3.1785714285714284)"
11-01-2023 21:37:50.888983,"(5.5, 7.2, 7.014285714285714)","(51.0, 60.0, 51.81818181818182)","(5.0, 7.0, 6.85)","(8.0, 10.5, 9.9)","(6.0, 9.0, 8.83030303030303)","(5.0, 7.6, 7.545454545454545)","(31.0, 55.0, 42.785714285714285)","(2.5, 3.35, 3.1785714285714284)"
11-01-2023 21:37:51.951623,"(5.5, 7.2, 7.014285714285714)","(51.0, 60.0, 51.81818181818182)","(5.0, 7.0, 6.85)","(8.0, 10.5, 9.9)","(6.0, 9.0, 8.83030303030303)","(5.0, 7.6, 7.545454545454545)","(31.0, 55.0, 42.785714285714285)","(2.5, 3.35, 3.1785714285714284)"
11-01-2023 21:37:53.111653,"(5.5, 7.2, 7.014285714285714)","(51.0, 60.0, 51.81818181818182)","(5.0, 7.0, 6.85)","(8.0, 10.5, 9.9)","(6.0, 9.0, 8.83030303030303)","(5.0, 7.6, 7.545454545454545)","(31.0, 55.0, 42.785714285714285)","(2.5, 3.35, 3.1785714285714284)"
11-01-2023 21:37:54.258715,"(5.5, 7.2, 7.014285714285714)","(51.0, 60.0, 51.81818181818182)","(5.0, 7.0, 6.85)","(8.0, 10.5, 9.9)","(6.0, 9.0, 8.83030303030303)","(5.0, 7.6, 7.545454545454545)","(31.0, 55.0, 45.5)","(2.5, 3.35, 3.1875)"
11-01-2023 21:37:55.311073,"(5.5, 7.2, 7.014285714285714)","(51.0, 60.0, 51.81818181818182)","(5.0, 7.0, 6.85)","(8.0, 10.5, 9.9)","(6.0, 9.0, 8.83030303030303)","(5.0, 7.6, 7.458823529411765)","(31.0, 55.0, 45.5)","(2.5, 3.3, 3.20625)"
11-01-2023 21:37:56.429090,"(5.5, 7.2, 7.014285714285714)","(41.0, 60.0, 51.81818181818182)","(5.0, 7.0, 6.8)","(8.0, 10.5, 9.9)","(6.5, 9.0, 8.83030303030303)","(5.0, 7.6, 7.458823529411765)","(31.0, 55.0, 46.05882352941177)","(2.5, 3.3, 3.20625)"
11-01-2023 21:37:57.445867,"(5.5, 7.2, 7.014285714285714)","(41.0, 60.0, 49.714285714285715)","(5.0, 7.0, 6.666666666666666)","(8.0, 10.5, 9.9)","(6.5, 9.0, 8.83030303030303)","(5.0, 7.6, 7.458823529411765)","(31.0, 55.0, 46.05882352941177)","(2.5, 3.3, 3.20625)"
11-01-2023 21:37:58.908283,"(5.5, 7.2, 7.014285714285714)","(41.0, 55.0, 49.0)","(5.0, 7.0, 6.666666666666666)","(8.0, 10.5, 9.9)","(6.5, 9.0, 8.83030303030303)","(5.0, 7.6, 7.458823529411765)","(31.0, 55.0, 46.05882352941177)","(2.5, 3.3, 3.1875)"
11-01-2023 21:38:00.214005,"(5.5, 7.2, 7.014285714285714)","(41.0, 55.0, 46.666666666666664)","(5.0, 7.0, 6.666666666666666)","(8.0, 10.5, 9.9)","(6.5, 9.0, 8.83030303030303)","(5.0, 7.6, 7.458823529411765)","(31.0, 55.0, 46.05882352941177)","(2.5, 3.3, 3.20625)"
11-01-2023 21:38:01.387129,"(5.5, 7.2, 7.014285714285714)","(41.0, 50.0, 41.0)","(5.0, 7.0, 6.666666666666666)","(8.0, 10.5, 9.9)","(6.5, 9.0, 8.83030303030303)","(5.0, 7.6, 7.458823529411765)","(31.0, 55.0, 46.05882352941177)","(2.5, 3.3, 3.20625)"
11-01-2023 21:38:02.720550,"(5.5, 7.2, 7.014285714285714)","(41.0, 50.0, 39.2)","(5.0, 7.0, 6.857142857142857)","(8.0, 10.5, 9.866666666666667)","(6.5, 9.0, 8.83030303030303)","(5.0, 7.6, 7.458823529411765)","(31.0, 55.0, 46.05882352941177)","(2.5, 3.3, 3.20625)"
