,Manila Aurora,Moment To Shiver,Stranger Within,Call Me Trinity,West On Blossom,Spider Venom,Mongolian Tiger,Sand Cruiser
11-01-2023 21:35:01.738838,"(5.5, 7.4, 7.1)","(51.0, 65.0, 59.42424242424242)","(6.0, 6.6, 6.2823529411764705)","(7.5, 14.0, 12.875)","(5.5, 8.8, 8.28421052631579)","(5.0, 8.4, 7.8181818181818175)","(51.0, 55.0, 47.5)","(2.4, 3.45, 3.222727272727273)"
11-01-2023 21:35:02.692776,"(5.5, 7.4, 7.266666666666667)","(51.0, 65.0, 48.111111111111114)","(6.0, 6.6, 6.2823529411764705)","(7.5, 14.0, 12.615384615384615)","(5.5, 8.8, 8.28421052631579)","(5.0, 8.2, 7.685714285714285)","(51.0, 55.0, 47.0)","(2.4, 3.45, 3.222727272727273)"
11-01-2023 21:35:03.664577,"(5.5, 7.4, 7.266666666666667)","(51.0, 65.0, 48.111111111111114)","(6.0, 6.6, 6.2823529411764705)","(7.5, 14.0, 12.2)","(5.5, 8.8, 8.28421052631579)","(5.0, 8.2, 7.505263157894737)","(51.0, 55.0, 47.0)","(2.4, 3.45, 3.222727272727273)"
11-01-2023 21:35:04.750380,"(5.5, 7.4, 7.266666666666667)","(51.0, 65.0, 48.111111111111114)","(6.0, 6.6, 6.4714285714285715)","(7.5, 14.0, 12.2)","(5.5, 8.8, 8.28421052631579)","(5.0, 8.2, 7.714285714285714)","(51.0, 55.0, 47.0)","(2.4, 3.45, 3.222727272727273)"
11-01-2023 21:35:05.864696,"(5.5, 7.4, 7.266666666666667)","(51.0, 65.0, 48.111111111111114)","(6.0, 6.6, 6.4714285714285715)","(7.5, 14.0, 12.2)","(5.5, 8.8, 8.28421052631579)","(5.0, 8.0, 7.5)","(51.0, 55.0, 47.0)","(2.4, 3.45, 3.222727272727273)"
11-01-2023 21:35:07.031018,"(5.5, 7.4, 7.0)","(51.0, 65.0, 48.111111111111114)","(6.0, 6.6, 6.466666666666667)","(7.5, 14.0, 12.2)","(5.5, 8.8, 8.28421052631579)","(5.0, 8.0, 7.5)","(51.0, 55.0, 47.0)","(2.4, 3.45, 3.222727272727273)"
11-01-2023 21:35:08.099297,"(5.5, 7.4, 7.0)","(51.0, 65.0, 48.111111111111114)","(6.0, 6.6, 6.466666666666667)","(7.5, 14.0, 12.2)","(5.5, 8.8, 8.28421052631579)","(5.0, 8.0, 7.75)","(51.0, 55.0, 47.0)","(2.4, 3.45, 3.2357142857142858)"
11-01-2023 21:35:09.395730,"(5.5, 7.4, 7.171428571428572)","(51.0, 65.0, 48.111111111111114)","(6.0, 6.6, 6.497142857142856)","(7.5, 14.0, 12.333333333333334)","(5.5, 8.8, 8.28421052631579)","(5.0, 8.0, 7.294117647058823)","(51.0, 55.0, 47.0)","(2.4, 3.45, 3.222727272727273)"
11-01-2023 21:35:10.559206,"(5.5, 7.4, 7.171428571428572)","(51.0, 65.0, 48.111111111111114)","(6.0, 6.6, 6.3999999999999995)","(7.5, 14.0, 12.5)","(5.5, 8.8, 8.28421052631579)","(5.0, 8.2, 7.454545454545454)","(51.0, 55.0, 47.0)","(2.4, 3.45, 3.222727272727273)"
11-01-2023 21:35:11.668615,"(5.5, 7.4, 7.171428571428572)","(51.0, 65.0, 48.111111111111114)","(6.0, 6.6, 6.3999999999999995)","(7.5, 13.5, 12.428571428571429)","(5.5, 8.8, 8.28421052631579)","(5.0, 8.0, 7.454545454545454)","(51.0, 55.0, 47.0)","(2.4, 3.45, 3.2357142857142858)"
11-01-2023 21:35:12.969244,"(5.5, 7.4, 7.285714285714286)","(51.0, 65.0, 48.111111111111114)","(6.0, 6.6, 6.371428571428571)","(7.5, 13.5, 12.428571428571429)","(5.5, 8.8, 8.28421052631579)","(5.0, 8.0, 7.454545454545454)","(51.0, 55.0, 47.0)","(2.4, 3.45, 3.2357142857142858)"
11-01-2023 21:35:14.133172,"(5.5, 7.4, 7.285714285714286)","(51.0, 65.0, 48.111111111111114)","(6.0, 6.8, 6.371428571428571)","(7.5, 13.5, 12.617647058823529)","(5.5, 8.8, 8.28421052631579)","(5.0, 8.0, 7.625)","(51.0, 55.0, 47.0)","(2.4, 3.45, 3.222727272727273)"
11-01-2023 21:35:15.297369,"(5.5, 7.4, 7.285714285714286)","(51.0, 65.0, 48.111111111111114)","(6.0, 6.8, 6.270588235294118)","(7.5, 13.5, 12.617647058823529)","(5.5, 8.8, 8.28421052631579)","(5.0, 8.0, 7.625)","(51.0, 55.0, 47.0)","(2.4, 3.45, 3.222727272727273)"
11-01-2023 21:35:16.477925,"(5.5, 7.4, 7.285714285714286)","(51.0, 65.0, 48.111111111111114)","(6.0, 6.8, 6.2214285714285715)","(7.5, 13.5, 12.617647058823529)","(5.5, 8.8, 8.28421052631579)","(5.0, 8.0, 7.538461538461538)","(51.0, 55.0, 47.0)","(2.4, 3.45, 3.222727272727273)"
11-01-2023 21:35:17.654855,"(5.5, 7.4, 7.285714285714286)","(51.0, 65.0, 48.111111111111114)","(6.0, 6.8, 6.38)","(7.5, 13.5, 12.617647058823529)","(5.5, 8.8, 8.28421052631579)","(5.0, 8.0, 7.538461538461538)","(51.0, 55.0, 47.0)","(2.4, 3.45, 3.222727272727273)"
11-01-2023 21:35:18.707264,"(5.5, 7.8, 7.6)","(51.0, 65.0, 48.111111111111114)","(6.0, 6.8, 6.38)","(7.5, 13.5, 12.428571428571429)","(5.5, 8.8, 8.28421052631579)","(5.0, 8.0, 7.538461538461538)","(51.0, 55.0, 47.0)","(2.4, 3.45, 3.222727272727273)"
11-01-2023 21:35:19.767905,"(5.5, 7.8, 6.952941176470588)","(51.0, 65.0, 48.111111111111114)","(6.0, 6.8, 6.38)","(7.5, 13.5, 12.617647058823529)","(5.5, 8.8, 8.28421052631579)","(5.0, 8.0, 7.25)","(51.0, 55.0, 47.0)","(2.4, 3.45, 3.222727272727273)"
11-01-2023 21:35:20.836466,"(5.5, 7.8, 6.952941176470588)","(51.0, 65.0, 48.111111111111114)","(6.0, 6.8, 6.38)","(7.5, 13.5, 12.617647058823529)","(5.5, 8.8, 8.173913043478262)","(5.0, 8.0, 7.8)","(51.0, 55.0, 47.0)","(2.4, 3.45, 3.2181818181818183)"
11-01-2023 21:35:22.011398,"(5.5, 7.8, 6.952941176470588)","(51.0, 65.0, 48.111111111111114)","(6.0, 6.8, 6.38)","(7.5, 13.5, 12.25)","(5.5, 8.8, 8.173913043478262)","(5.0, 8.0, 7.8)","(51.0, 55.0, 47.0)","(2.4, 3.4, 3.2181818181818183)"
11-01-2023 21:35:23.165000,"(5.5, 7.8, 6.885714285714285)","(51.0, 65.0, 48.111111111111114)","(6.0, 6.8, 6.1454545454545455)","(7.5, 13.5, 12.25)","(5.5, 8.8, 8.173913043478262)","(5.0, 8.0, 7.8)","(51.0, 55.0, 46.69230769230769)","(2.4, 3.4, 3.26875)"
11-01-2023 21:35:24.296662,"(5.5, 7.8, 7.027272727272727)","(51.0, 65.0, 47.583333333333336)","(6.0, 6.8, 6.1454545454545455)","(7.5, 13.5, 12.25)","(5.5, 8.8, 7.978947368421053)","(5.0, 8.0, 7.8)","(51.0, 55.0, 46.69230769230769)","(2.4, 3.4, 3.2666666666666666)"
11-01-2023 21:35:25.471025,"(5.5, 7.8, 7.12)","(51.0, 65.0, 47.583333333333336)","(6.0, 6.8, 6.45)","(7.5, 13.5, 11.5)","(5.5, 8.8, 7.978947368421053)","(5.0, 8.0, 7.8)","(51.0, 55.0, 46.69230769230769)","(2.4, 3.4, 3.2666666666666666)"
11-01-2023 21:35:26.602126,"(5.5, 7.8, 7.12)","(51.0, 65.0, 47.583333333333336)","(6.0, 6.8, 6.45)","(7.5, 13.5, 11.5)","(5.5, 8.8, 7.978947368421053)","(5.0, 8.0, 7.8)","(51.0, 55.0, 46.69230769230769)","(2.4, 3.4, 3.2666666666666666)"
11-01-2023 21:35:27.684617,"(5.5, 7.8, 7.12)","(51.0, 65.0, 47.583333333333336)","(6.0, 6.8, 6.45)","(7.5, 13.5, 12.0)","(5.5, 8.8, 8.411764705882353)","(5.0, 8.0, 7.9)","(51.0, 55.0, 46.69230769230769)","(2.4, 3.4, 3.26875)"
11-01-2023 21:35:28.708431,"(5.5, 7.8, 7.12)","(51.0, 65.0, 47.583333333333336)","(6.0, 7.0, 6.911111111111111)","(7.5, 13.5, 12.0)","(5.5, 8.8, 8.490322580645161)","(5.0, 7.8, 7.7)","(51.0, 55.0, 46.69230769230769)","(2.4, 3.4, 3.26875)"
11-01-2023 21:35:29.782873,"(5.5, 7.8, 7.12)","(51.0, 65.0, 47.583333333333336)","(6.0, 7.0, 6.911111111111111)","(7.5, 13.5, 12.0)","(5.5, 8.8, 8.490322580645161)","(5.0, 7.8, 7.575)","(51.0, 55.0, 46.69230769230769)","(2.4, 3.4, 3.26875)"
11-01-2023 21:35:30.807157,"(5.5, 7.8, 7.181818181818182)","(51.0, 65.0, 47.583333333333336)","(6.0, 7.0, 6.68)","(7.5, 13.5, 12.214285714285714)","(5.5, 8.8, 7.942857142857143)","(5.0, 7.8, 7.533333333333333)","(51.0, 55.0, 46.69230769230769)","(2.4, 3.4, 3.26)"
11-01-2023 21:35:31.856576,"(5.5, 7.8, 7.235294117647059)","(51.0, 65.0, 47.583333333333336)","(6.0, 7.0, 6.866666666666666)","(7.5, 12.5, 12.214285714285714)","(5.5, 8.8, 7.942857142857143)","(5.0, 7.8, 7.533333333333333)","(51.0, 55.0, 46.69230769230769)","(2.4, 3.3, 3.26)"
11-01-2023 21:35:32.966515,"(5.5, 7.8, 7.235294117647059)","(51.0, 65.0, 47.583333333333336)","(6.0, 7.0, 6.833333333333333)","(7.5, 12.5, 12.214285714285714)","(5.5, 8.8, 7.942857142857143)","(5.0, 7.8, 7.533333333333333)","(51.0, 55.0, 46.69230769230769)","(2.4, 3.3, 3.26)"
11-01-2023 21:35:34.074909,"(5.5, 7.8, 7.235294117647059)","(51.0, 65.0, 47.583333333333336)","(6.0, 7.0, 6.833333333333333)","(7.5, 12.5, 12.0)","(5.5, 8.8, 7.966666666666667)","(5.0, 7.8, 7.061538461538461)","(51.0, 55.0, 46.69230769230769)","(2.4, 3.3, 3.2625)"
11-01-2023 21:35:35.196483,"(5.5, 7.8, 7.25)","(51.0, 65.0, 47.583333333333336)","(6.0, 7.0, 6.833333333333333)","(7.5, 13.5, 12.0)","(5.5, 8.8, 7.953846153846154)","(5.0, 7.8, 7.254545454545454)","(51.0, 55.0, 46.69230769230769)","(2.4, 3.4, 3.3)"
11-01-2023 21:35:36.364156,"(5.5, 7.8, 7.25)","(51.0, 65.0, 47.583333333333336)","(6.0, 7.0, 6.825)","(7.5, 13.5, 12.0)","(5.5, 8.8, 7.966666666666667)","(5.0, 7.8, 7.2)","(51.0, 55.0, 46.69230769230769)","(2.4, 3.35, 3.2958333333333334)"
11-01-2023 21:35:37.515606,"(5.5, 7.8, 6.966666666666667)","(51.0, 65.0, 47.583333333333336)","(6.0, 7.0, 6.6)","(7.5, 13.5, 11.921052631578947)","(5.5, 8.8, 8.338461538461539)","(5.0, 7.8, 7.2)","(51.0, 55.0, 44.26315789473684)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:35:38.793948,"(5.5, 7.8, 7.133333333333333)","(51.0, 65.0, 42.083333333333336)","(6.0, 7.0, 6.733333333333333)","(7.5, 13.5, 12.071428571428571)","(5.5, 8.8, 8.338461538461539)","(5.0, 7.8, 7.2)","(51.0, 55.0, 43.95)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:35:39.878554,"(5.5, 7.8, 7.3)","(51.0, 65.0, 42.083333333333336)","(6.0, 7.0, 6.733333333333333)","(7.5, 13.5, 12.071428571428571)","(5.5, 8.8, 8.338461538461539)","(5.0, 7.8, 7.2)","(51.0, 55.0, 43.95)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:35:40.970308,"(5.5, 7.8, 7.3)","(51.0, 65.0, 42.083333333333336)","(6.0, 7.0, 6.733333333333333)","(7.5, 13.5, 11.576923076923077)","(5.5, 8.8, 8.338461538461539)","(5.0, 7.8, 7.061538461538461)","(51.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:35:42.141359,"(5.5, 7.8, 7.211764705882353)","(51.0, 65.0, 49.368421052631575)","(6.0, 7.0, 6.733333333333333)","(7.5, 13.5, 11.576923076923077)","(5.5, 8.8, 8.338461538461539)","(5.0, 7.8, 7.254545454545454)","(51.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:35:43.299600,"(5.5, 7.8, 7.211764705882353)","(51.0, 65.0, 49.368421052631575)","(6.0, 7.0, 6.822222222222222)","(7.5, 13.5, 11.833333333333334)","(5.5, 8.8, 8.338461538461539)","(5.0, 7.8, 7.254545454545454)","(51.0, 55.0, 43.95)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:35:44.483451,"(5.5, 7.8, 6.966666666666667)","(51.0, 65.0, 49.368421052631575)","(6.0, 7.0, 6.84)","(7.5, 13.5, 11.833333333333334)","(5.5, 8.8, 8.338461538461539)","(5.0, 7.8, 7.254545454545454)","(51.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:35:45.603964,"(5.5, 7.8, 6.8)","(51.0, 65.0, 52.625)","(6.0, 7.0, 6.84)","(7.5, 13.5, 11.833333333333334)","(5.5, 8.8, 8.338461538461539)","(5.0, 7.8, 7.254545454545454)","(51.0, 55.0, 41.1875)","(2.4, 3.4, 3.3166666666666664)"
11-01-2023 21:35:46.713290,"(5.5, 7.8, 7.0)","(51.0, 65.0, 52.625)","(6.0, 7.0, 6.84)","(7.5, 13.5, 11.833333333333334)","(5.5, 8.8, 8.338461538461539)","(5.0, 7.8, 7.254545454545454)","(51.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:35:47.835931,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 52.625)","(6.0, 7.0, 6.84)","(7.5, 13.5, 11.833333333333334)","(5.5, 8.8, 8.338461538461539)","(5.0, 7.8, 7.254545454545454)","(51.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:35:48.929256,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 52.625)","(6.0, 7.0, 6.84)","(7.5, 13.5, 11.833333333333334)","(5.5, 8.8, 8.338461538461539)","(5.0, 7.8, 7.375)","(51.0, 55.0, 43.95)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:35:50.020280,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 54.0)","(6.0, 7.0, 6.84)","(7.5, 13.5, 12.346153846153847)","(5.5, 8.8, 8.338461538461539)","(5.0, 7.6, 7.375)","(51.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:35:51.163344,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 52.625)","(6.0, 7.0, 6.84)","(7.5, 13.5, 11.833333333333334)","(5.5, 8.8, 8.338461538461539)","(5.0, 7.6, 7.375)","(51.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:35:52.257737,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 52.625)","(6.0, 7.0, 6.84)","(7.5, 13.5, 11.833333333333334)","(5.5, 8.8, 8.338461538461539)","(5.0, 7.6, 7.3)","(51.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:35:53.356208,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 52.625)","(6.0, 7.0, 6.84)","(7.5, 13.5, 11.833333333333334)","(5.5, 8.8, 8.338461538461539)","(5.0, 7.6, 7.25)","(51.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:35:54.509320,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 52.625)","(6.0, 7.0, 6.84)","(7.5, 13.5, 11.833333333333334)","(5.5, 8.8, 8.338461538461539)","(5.0, 7.6, 7.25)","(51.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:35:55.584364,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 52.625)","(6.0, 7.0, 6.84)","(7.5, 13.5, 11.833333333333334)","(5.5, 8.8, 8.338461538461539)","(5.0, 7.6, 6.9)","(51.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:35:56.636169,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 52.625)","(6.0, 7.0, 6.84)","(7.5, 13.5, 11.833333333333334)","(5.5, 8.8, 8.338461538461539)","(5.0, 7.6, 7.300000000000001)","(51.0, 55.0, 43.95)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:35:57.668098,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 52.625)","(6.0, 7.0, 6.84)","(7.5, 13.5, 11.833333333333334)","(5.5, 8.8, 8.338461538461539)","(5.0, 7.4, 7.133333333333333)","(51.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:35:58.690256,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 52.625)","(6.0, 7.0, 6.822222222222222)","(7.5, 13.5, 11.833333333333334)","(5.5, 8.8, 8.338461538461539)","(5.0, 7.6, 7.133333333333333)","(51.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:35:59.680736,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 52.625)","(6.0, 7.0, 6.822222222222222)","(7.5, 13.5, 11.833333333333334)","(5.5, 8.8, 8.338461538461539)","(5.0, 7.6, 7.133333333333333)","(51.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:36:00.786216,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 52.625)","(5.5, 7.0, 6.822222222222222)","(7.5, 13.5, 11.833333333333334)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.133333333333333)","(41.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:36:01.782889,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 52.625)","(5.5, 7.0, 6.822222222222222)","(7.5, 13.5, 11.833333333333334)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.133333333333333)","(41.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:36:02.842440,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 52.625)","(5.5, 7.0, 6.822222222222222)","(7.5, 13.5, 11.833333333333334)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.133333333333333)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:36:03.887228,"(5.5, 7.8, 6.925)","(51.0, 65.0, 52.625)","(5.5, 7.0, 6.822222222222222)","(7.5, 13.5, 11.833333333333334)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.133333333333333)","(41.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:36:04.971665,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 52.625)","(5.5, 7.0, 6.836363636363637)","(7.5, 13.5, 11.833333333333334)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.4, 7.175)","(41.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:36:06.125915,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 52.625)","(5.5, 7.2, 6.95)","(7.5, 13.5, 11.833333333333334)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.4, 7.133333333333333)","(41.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:36:07.162029,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 52.625)","(5.5, 7.2, 6.95)","(7.5, 13.5, 11.833333333333334)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.133333333333333)","(41.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:36:08.289945,"(5.5, 7.8, 6.925)","(51.0, 65.0, 52.625)","(5.5, 7.2, 6.95)","(7.5, 13.5, 11.833333333333334)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.133333333333333)","(41.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:36:09.376269,"(5.5, 7.8, 6.925)","(51.0, 65.0, 52.625)","(5.5, 7.2, 6.95)","(7.5, 13.5, 11.833333333333334)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 6.946666666666666)","(41.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:36:10.471199,"(5.5, 7.8, 6.925)","(51.0, 65.0, 52.625)","(5.5, 7.2, 6.95)","(7.5, 13.5, 11.833333333333334)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.300000000000001)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.3166666666666664)"
11-01-2023 21:36:11.588241,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 54.0)","(5.5, 7.2, 6.95)","(7.5, 13.5, 11.833333333333334)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.4, 7.2666666666666675)","(41.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:36:12.684629,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 50.85714285714286)","(5.5, 7.2, 6.95)","(7.5, 13.5, 11.833333333333334)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.4, 7.1000000000000005)","(41.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:36:13.767598,"(5.5, 7.8, 6.925)","(51.0, 65.0, 52.08695652173913)","(5.5, 7.2, 6.95)","(7.5, 13.5, 12.346153846153847)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.4, 7.1000000000000005)","(41.0, 55.0, 41.1875)","(2.4, 3.4, 3.3166666666666664)"
11-01-2023 21:36:14.795198,"(5.5, 7.8, 6.925)","(51.0, 65.0, 51.68421052631579)","(5.5, 7.2, 6.95)","(7.5, 13.5, 12.346153846153847)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.4, 7.1000000000000005)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.3166666666666664)"
11-01-2023 21:36:15.848865,"(5.5, 7.8, 6.925)","(51.0, 65.0, 51.68421052631579)","(5.5, 7.2, 6.95)","(7.5, 13.5, 12.346153846153847)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.4, 7.0)","(41.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:36:16.835407,"(5.5, 7.8, 6.890909090909091)","(51.0, 65.0, 51.68421052631579)","(5.5, 7.2, 6.95)","(7.5, 13.5, 11.833333333333334)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.0)","(41.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:36:17.861852,"(5.5, 7.8, 6.925)","(51.0, 65.0, 51.68421052631579)","(5.5, 7.2, 6.892307692307693)","(7.5, 13.5, 11.833333333333334)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.0)","(41.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:36:18.887795,"(5.5, 7.8, 6.925)","(51.0, 65.0, 51.68421052631579)","(5.5, 7.2, 6.892307692307693)","(7.5, 13.5, 11.833333333333334)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.18)","(41.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:36:19.942100,"(5.5, 7.8, 6.925)","(51.0, 65.0, 51.68421052631579)","(5.5, 7.2, 6.892307692307693)","(7.5, 13.5, 11.833333333333334)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.18)","(41.0, 55.0, 41.1875)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:36:21.023227,"(5.5, 7.8, 6.925)","(51.0, 65.0, 51.68421052631579)","(5.5, 7.2, 6.892307692307693)","(7.5, 13.5, 11.857142857142858)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.366666666666666)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:36:22.126795,"(5.5, 7.6, 6.914285714285714)","(51.0, 65.0, 47.583333333333336)","(5.5, 7.2, 6.7625)","(7.5, 13.0, 11.461538461538462)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.533333333333333)","(41.0, 55.0, 45.391304347826086)","(2.4, 3.4, 3.2958333333333334)"
11-01-2023 21:36:23.265882,"(5.5, 7.8, 6.871428571428571)","(51.0, 65.0, 47.583333333333336)","(5.5, 7.2, 6.7625)","(7.5, 13.0, 11.421052631578947)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.533333333333333)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.280952380952381)"
11-01-2023 21:36:24.332253,"(5.5, 7.6, 7.0)","(51.0, 65.0, 47.583333333333336)","(5.5, 7.2, 6.7625)","(7.5, 13.0, 11.421052631578947)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.533333333333333)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.280952380952381)"
11-01-2023 21:36:25.420983,"(5.5, 7.6, 7.0)","(51.0, 65.0, 47.583333333333336)","(5.5, 7.2, 6.673684210526316)","(7.5, 13.0, 11.636363636363637)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.533333333333333)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.3)"
11-01-2023 21:36:26.502723,"(5.5, 7.6, 7.0)","(51.0, 65.0, 47.583333333333336)","(5.5, 7.2, 6.673684210526316)","(7.5, 13.0, 11.636363636363637)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.533333333333333)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.3)"
11-01-2023 21:36:27.591686,"(5.5, 7.6, 7.0)","(51.0, 65.0, 47.583333333333336)","(5.5, 7.2, 6.729411764705882)","(7.5, 13.0, 11.636363636363637)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.2)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.3)"
11-01-2023 21:36:28.663683,"(5.5, 7.6, 7.0)","(51.0, 65.0, 47.583333333333336)","(5.5, 7.2, 6.729411764705882)","(7.5, 13.0, 11.125)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.533333333333333)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.294230769230769)"
11-01-2023 21:36:29.686394,"(5.5, 7.6, 7.0)","(51.0, 65.0, 47.583333333333336)","(5.5, 7.2, 6.729411764705882)","(7.5, 13.0, 11.125)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.533333333333333)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.294230769230769)"
11-01-2023 21:36:30.749796,"(5.5, 7.6, 7.0)","(51.0, 65.0, 47.583333333333336)","(5.5, 7.2, 6.729411764705882)","(7.5, 13.0, 11.125)","(6.0, 8.8, 8.338461538461539)","(5.0, 7.6, 7.533333333333333)","(41.0, 55.0, 43.95)","(2.4, 3.4, 3.294230769230769)"
