,Oklahoma Heat,Mistys Fool,Dancing Devil,Gospel Buzz,Gamma Ray,Great Realization,Our Silver Temple,Georges Vision,Ears To Me
08-12-2022 13:19:44.602862,"(17.0, 40.0, 36.72727272727273)","(4.2, 4.3, 4.105714285714285)","(3.1, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 10.0, 9.040000000000001)","(26.0, 85.0, 78.5)","(5.0, 7.0, 6.811764705882353)","(9.0, 13.5, 12.75)","(8.0, 15.0, 14.25)"
08-12-2022 13:19:46.202618,"(17.0, 40.0, 36.72727272727273)","(4.2, 4.3, 4.105714285714285)","(3.1, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 10.0, 9.133333333333335)","(26.0, 85.0, 78.5)","(5.0, 7.0, 6.811764705882353)","(9.0, 13.5, 13.0)","(8.0, 15.0, 14.25)"
08-12-2022 13:19:48.057795,"(17.0, 40.0, 36.72727272727273)","(4.2, 4.3, 3.9714285714285715)","(3.1, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 9.8, 9.133333333333335)","(26.0, 85.0, 72.66666666666667)","(5.0, 7.0, 6.811764705882353)","(9.0, 14.0, 12.75)","(8.0, 15.0, 15.428571428571429)"
08-12-2022 13:19:49.733394,"(17.0, 40.0, 36.72727272727273)","(4.2, 4.1, 3.9714285714285715)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 9.8, 9.133333333333335)","(26.0, 85.0, 72.66666666666667)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 16.0, 13.333333333333334)"
08-12-2022 13:19:51.289976,"(17.0, 44.0, 35.0)","(4.2, 4.1, 4.02)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 9.8, 9.133333333333335)","(26.0, 85.0, 72.66666666666667)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 13.333333333333334)"
08-12-2022 13:19:52.802555,"(17.0, 44.0, 35.0)","(4.2, 4.1, 4.042857142857143)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 9.8, 9.133333333333335)","(26.0, 85.0, 72.66666666666667)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 13.375)","(8.5, 15.0, 13.333333333333334)"
08-12-2022 13:19:54.312124,"(17.0, 44.0, 35.0)","(4.2, 4.1, 4.045454545454545)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 9.8, 9.133333333333335)","(26.0, 85.0, 72.66666666666667)","(5.0, 7.0, 6.811764705882353)","(10.0, 14.0, 13.375)","(8.5, 15.0, 13.333333333333334)"
08-12-2022 13:19:55.810937,"(17.0, 44.0, 30.5)","(4.2, 4.1, 4.045454545454545)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 9.8, 9.133333333333335)","(26.0, 85.0, 72.66666666666667)","(5.0, 7.0, 6.811764705882353)","(10.0, 14.0, 12.75)","(8.5, 15.0, 13.333333333333334)"
08-12-2022 13:19:57.313553,"(17.0, 44.0, 30.5)","(4.2, 4.1, 4.045454545454545)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 9.8, 9.040000000000001)","(26.0, 85.0, 72.66666666666667)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 13.333333333333334)"
08-12-2022 13:19:58.763950,"(18.0, 44.0, 30.5)","(4.0, 4.1, 4.047826086956522)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.040000000000001)","(26.0, 85.0, 72.66666666666667)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 13.333333333333334)"
08-12-2022 13:20:00.310596,"(18.0, 44.0, 30.5)","(4.0, 4.1, 4.047826086956522)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.040000000000001)","(26.0, 85.0, 72.66666666666667)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 13.333333333333334)"
08-12-2022 13:20:01.788152,"(18.0, 44.0, 29.428571428571427)","(4.0, 4.1, 4.047826086956522)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 10.0, 9.040000000000001)","(26.0, 85.0, 64.5)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 13.75)"
08-12-2022 13:20:03.341688,"(18.0, 44.0, 30.75)","(4.0, 4.1, 3.9714285714285715)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 10.0, 9.040000000000001)","(26.0, 85.0, 56.0)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 14.142857142857142)"
08-12-2022 13:20:04.765124,"(18.0, 42.0, 30.75)","(4.0, 4.1, 3.9714285714285715)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 10.0, 9.040000000000001)","(26.0, 80.0, 59.5)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 14.142857142857142)"
08-12-2022 13:20:06.190976,"(18.0, 42.0, 32.0)","(4.0, 4.1, 3.9714285714285715)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 10.0, 9.040000000000001)","(26.0, 75.0, 59.5)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 13.375)","(8.5, 15.0, 14.142857142857142)"
08-12-2022 13:20:07.637789,"(18.0, 48.0, 37.5)","(4.0, 4.1, 3.9714285714285715)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 9.8, 9.133333333333335)","(26.0, 75.0, 69.70588235294117)","(5.0, 7.0, 6.811764705882353)","(10.0, 14.0, 13.375)","(8.5, 15.0, 14.142857142857142)"
08-12-2022 13:20:08.983706,"(18.0, 48.0, 37.5)","(4.0, 4.1, 3.9714285714285715)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 9.8, 9.133333333333335)","(26.0, 80.0, 48.0)","(5.0, 7.0, 6.811764705882353)","(10.0, 14.0, 13.375)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:10.460687,"(18.0, 48.0, 37.5)","(4.0, 4.1, 3.9714285714285715)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 9.8, 9.133333333333335)","(26.0, 80.0, 48.0)","(5.0, 7.0, 6.811764705882353)","(10.0, 14.0, 12.75)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:11.886755,"(18.0, 48.0, 37.5)","(4.0, 4.1, 3.9714285714285715)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 9.8, 9.133333333333335)","(26.0, 80.0, 48.0)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:13.357119,"(19.0, 48.0, 37.5)","(4.0, 4.1, 3.9714285714285715)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 9.8, 9.133333333333335)","(26.0, 80.0, 48.0)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:14.767283,"(19.0, 48.0, 37.5)","(4.0, 4.1, 3.9714285714285715)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 9.8, 9.133333333333335)","(26.0, 80.0, 48.0)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:16.299220,"(19.0, 48.0, 37.5)","(4.0, 4.1, 3.9537500000000003)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 9.8, 9.040000000000001)","(26.0, 80.0, 57.0)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:17.955860,"(19.0, 48.0, 34.0)","(4.0, 4.1, 3.9936363636363637)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.040000000000001)","(26.0, 80.0, 64.66666666666667)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:19.569252,"(19.0, 48.0, 34.0)","(4.0, 4.1, 3.9936363636363637)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.76)","(26.0, 80.0, 64.66666666666667)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:21.140289,"(19.0, 48.0, 34.0)","(4.0, 4.1, 3.9936363636363637)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.4)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:22.686829,"(19.0, 48.0, 34.0)","(4.0, 4.1, 3.9936363636363637)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.4)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:24.192700,"(19.0, 48.0, 34.0)","(4.0, 4.1, 3.9936363636363637)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.4)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:25.684343,"(19.0, 48.0, 34.0)","(4.0, 4.1, 3.9936363636363637)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.4)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:27.172195,"(19.0, 48.0, 34.0)","(4.0, 4.1, 3.9936363636363637)","(3.2, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.4)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:28.701503,"(21.0, 48.0, 34.0)","(4.0, 4.1, 3.9936363636363637)","(3.0, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.5)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 13.285714285714286)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:30.203855,"(21.0, 48.0, 34.0)","(4.0, 4.1, 3.9955357142857144)","(3.0, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 9.8, 9.36)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 14.0, 13.285714285714286)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:31.767542,"(21.0, 48.0, 34.0)","(4.0, 4.1, 3.9955357142857144)","(3.0, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 9.6, 9.36)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 14.0, 13.285714285714286)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:33.198834,"(21.0, 48.0, 37.5)","(4.0, 4.1, 3.9955357142857144)","(3.0, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 9.6, 9.36)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 14.0, 12.75)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:34.985311,"(21.0, 48.0, 37.5)","(4.0, 4.1, 3.9955357142857144)","(3.0, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 9.6, 9.36)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:36.573187,"(21.0, 48.0, 37.5)","(4.0, 4.1, 3.9955357142857144)","(3.0, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 9.6, 9.36)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:38.098792,"(21.0, 48.0, 33.333333333333336)","(3.9, 4.1, 4.0025)","(3.0, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 9.6, 9.36)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:39.581112,"(21.0, 46.0, 33.333333333333336)","(3.9, 4.1, 4.0025)","(3.0, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 9.6, 9.36)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 13.285714285714286)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:41.045384,"(21.0, 44.0, 35.5)","(3.9, 4.1, 4.0025)","(3.0, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 9.6, 9.36)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 14.0, 13.285714285714286)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:42.466374,"(21.0, 44.0, 32.0)","(3.9, 4.1, 4.0025)","(3.0, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 9.6, 9.36)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 14.0, 13.285714285714286)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:43.932645,"(21.0, 42.0, 29.142857142857142)","(3.9, 4.1, 4.0025)","(3.0, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 9.6, 9.36)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 14.0, 13.285714285714286)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:45.426037,"(21.0, 42.0, 30.25)","(3.9, 4.1, 3.966666666666667)","(3.0, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 9.6, 9.36)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 14.0, 12.75)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:46.942561,"(21.0, 40.0, 30.75)","(3.9, 4.0, 3.966666666666667)","(3.0, 3.8, 3.5782608695652174)","(26.0, 690.0, 254.0)","(8.0, 9.6, 9.36)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:48.393703,"(21.0, 42.0, 30.0)","(3.7, 4.0, 3.966666666666667)","(3.0, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 9.6, 9.36)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 14.4)"
08-12-2022 13:20:49.846252,"(21.0, 42.0, 29.833333333333332)","(3.7, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 9.6, 9.36)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 13.1)"
08-12-2022 13:20:51.322466,"(21.0, 44.0, 29.833333333333332)","(3.7, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 9.6, 9.36)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.636363636363637)","(8.5, 15.5, 13.75)"
08-12-2022 13:20:52.841342,"(21.0, 42.0, 30.0)","(3.7, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 9.6, 9.625)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 14.0, 12.75)","(8.5, 15.0, 13.75)"
08-12-2022 13:20:54.322321,"(21.0, 42.0, 30.0)","(3.7, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 11.0, 9.625)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 13.75)"
08-12-2022 13:20:55.810979,"(21.0, 42.0, 30.0)","(3.7, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(26.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.52)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 13.75)"
08-12-2022 13:20:57.270795,"(21.0, 42.0, 30.0)","(3.7, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.52)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 13.75)"
08-12-2022 13:20:58.688281,"(21.0, 42.0, 30.0)","(3.5, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.52)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 13.75)"
08-12-2022 13:21:00.107231,"(21.0, 42.0, 30.0)","(3.5, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.815384615384616)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 13.75)"
08-12-2022 13:21:01.553256,"(21.0, 42.0, 34.5)","(3.5, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.815384615384616)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 13.333333333333334)"
08-12-2022 13:21:02.973753,"(21.0, 42.0, 30.75)","(3.5, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 254.0)","(8.0, 10.0, 9.815384615384616)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 13.75)"
08-12-2022 13:21:04.665439,"(21.0, 42.0, 30.75)","(3.5, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 254.0)","(8.0, 10.0, 9.815384615384616)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 13.75)"
08-12-2022 13:21:06.147947,"(21.0, 42.0, 30.75)","(3.5, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 254.0)","(8.0, 10.0, 9.815384615384616)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 13.5)"
08-12-2022 13:21:07.702489,"(21.0, 42.0, 30.75)","(3.5, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 254.0)","(8.0, 10.0, 9.815384615384616)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 13.5)"
08-12-2022 13:21:09.176600,"(21.0, 42.0, 30.75)","(3.5, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 254.0)","(8.0, 10.0, 9.815384615384616)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.811764705882353)","(10.0, 13.5, 12.75)","(8.5, 15.0, 13.5)"
08-12-2022 13:21:10.667288,"(21.0, 42.0, 30.75)","(3.5, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 254.0)","(8.0, 10.0, 9.815384615384616)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.0, 6.8315789473684205)","(10.0, 13.5, 12.75)","(8.5, 15.0, 13.5)"
08-12-2022 13:21:12.215210,"(21.0, 42.0, 30.75)","(3.5, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 254.0)","(8.0, 10.0, 9.815384615384616)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.4, 6.881818181818182)","(10.0, 13.5, 12.75)","(8.5, 15.0, 13.5)"
08-12-2022 13:21:13.702515,"(21.0, 42.0, 30.75)","(3.5, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 254.0)","(8.0, 10.0, 9.815384615384616)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.4, 6.881818181818182)","(10.0, 13.5, 12.75)","(8.5, 15.0, 13.5)"
08-12-2022 13:21:15.140198,"(21.0, 42.0, 30.75)","(3.5, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 254.0)","(8.0, 10.0, 9.815384615384616)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.4, 6.881818181818182)","(10.0, 13.5, 12.75)","(8.5, 15.0, 13.5)"
08-12-2022 13:21:16.590432,"(21.0, 42.0, 30.75)","(3.5, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.4, 6.9714285714285715)","(10.0, 13.5, 12.75)","(8.5, 15.0, 13.5)"
08-12-2022 13:21:18.092127,"(21.0, 42.0, 30.0)","(3.5, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 12.636363636363637)","(8.5, 15.0, 13.5)"
08-12-2022 13:21:19.647089,"(21.0, 42.0, 30.0)","(3.5, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 12.75)","(8.5, 15.0, 14.142857142857142)"
08-12-2022 13:21:21.182585,"(21.0, 42.0, 30.0)","(3.5, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 12.75)","(8.5, 15.0, 14.142857142857142)"
08-12-2022 13:21:22.622539,"(21.0, 42.0, 34.5)","(3.5, 4.0, 3.975)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.25)","(8.5, 15.0, 13.38888888888889)"
08-12-2022 13:21:23.965148,"(21.0, 42.0, 34.5)","(3.5, 4.0, 3.918181818181818)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.25)","(8.5, 14.5, 14.5)"
08-12-2022 13:21:25.373994,"(21.0, 42.0, 36.5)","(3.5, 3.95, 3.930769230769231)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.333333333333334)","(8.5, 15.0, 13.75)"
08-12-2022 13:21:26.742888,"(21.0, 46.0, 36.5)","(3.5, 3.95, 3.966666666666667)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.0)","(8.5, 15.0, 14.0)"
08-12-2022 13:21:28.193060,"(21.0, 46.0, 36.5)","(3.5, 4.0, 3.9789473684210526)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(8.5, 15.0, 14.0)"
08-12-2022 13:21:29.598852,"(21.0, 46.0, 36.5)","(3.5, 4.0, 3.9789473684210526)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(8.5, 15.0, 14.0)"
08-12-2022 13:21:31.000611,"(21.0, 46.0, 36.5)","(3.5, 4.0, 3.98)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 428.40000000000003)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(8.5, 15.0, 14.0)"
08-12-2022 13:21:32.379849,"(21.0, 46.0, 36.5)","(3.5, 4.0, 3.98)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 254.0)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(8.5, 15.0, 14.0)"
08-12-2022 13:21:33.796867,"(21.0, 46.0, 33.333333333333336)","(3.5, 4.0, 3.98)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 254.0)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(8.5, 15.0, 14.0)"
08-12-2022 13:21:35.280330,"(21.0, 46.0, 33.333333333333336)","(3.5, 4.0, 3.98)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 254.0)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(8.5, 15.0, 14.0)"
08-12-2022 13:21:36.761107,"(21.0, 46.0, 33.333333333333336)","(3.5, 4.0, 3.98)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 254.0)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(8.5, 15.0, 14.0)"
