,Oklahoma Heat,Mistys Fool,Dancing Devil,Gospel Buzz,Gamma Ray,Great Realization,Our Silver Temple,Georges Vision,Ears To Me
08-12-2022 13:26:02.374289,"(21.0, 36.0, 28.5)","(3.4, 4.1, 3.9352941176470586)","(3.0, 3.65, 3.55)","(31.0, 350.0, 242.66666666666666)","(8.0, 10.0, 9.644444444444444)","(26.0, 80.0, 49.333333333333336)","(5.5, 7.8, 7.714285714285714)","(10.0, 14.0, 13.7)","(8.5, 12.0, 11.916666666666666)"
08-12-2022 13:26:03.704529,"(20.0, 32.0, 26.75)","(3.4, 4.1, 3.9352941176470586)","(3.0, 3.65, 3.542307692307692)","(31.0, 340.0, 131.42857142857144)","(8.0, 10.0, 9.661538461538463)","(26.0, 80.0, 57.0)","(5.5, 7.8, 7.714285714285714)","(10.0, 14.0, 13.833333333333334)","(8.5, 12.0, 11.916666666666666)"
08-12-2022 13:26:04.926996,"(20.0, 32.0, 26.75)","(3.4, 4.1, 3.9352941176470586)","(3.0, 3.65, 3.542307692307692)","(31.0, 340.0, 131.42857142857144)","(8.0, 9.8, 9.636363636363637)","(26.0, 80.0, 52.4)","(5.5, 7.8, 7.714285714285714)","(10.0, 14.0, 15.222222222222221)","(8.5, 12.0, 13.037037037037036)"
08-12-2022 13:26:06.118537,"(20.0, 32.0, 27.333333333333332)","(3.4, 4.0, 3.986842105263158)","(3.0, 3.6, 3.432692307692308)","(31.0, 340.0, 98.33333333333334)","(8.0, 9.8, 9.620000000000001)","(26.0, 80.0, 52.4)","(5.5, 7.8, 7.714285714285714)","(10.0, 15.5, 15.142857142857142)","(8.5, 13.5, 13.037037037037036)"
08-12-2022 13:26:07.398044,"(20.0, 32.0, 28.0)","(3.4, 4.0, 4.011764705882353)","(3.0, 3.45, 3.474)","(31.0, 340.0, 98.33333333333334)","(8.0, 9.8, 9.620000000000001)","(26.0, 80.0, 52.4)","(5.5, 7.8, 7.714285714285714)","(10.0, 15.5, 13.857142857142858)","(8.5, 13.5, 13.037037037037036)"
08-12-2022 13:26:08.708482,"(20.0, 32.0, 27.2)","(3.4, 4.1, 3.9352941176470586)","(3.0, 3.6, 3.513888888888889)","(31.0, 340.0, 96.66666666666666)","(8.0, 9.8, 9.26)","(26.0, 80.0, 52.4)","(5.5, 7.8, 7.714285714285714)","(10.0, 14.0, 13.333333333333334)","(8.5, 13.5, 12.222222222222221)"
08-12-2022 13:26:10.036999,"(19.0, 32.0, 27.2)","(3.4, 4.1, 3.8992167101827677)","(3.0, 3.65, 3.4974358974358974)","(31.0, 340.0, 131.42857142857144)","(8.0, 9.8, 9.35)","(26.0, 80.0, 52.4)","(5.5, 7.8, 7.714285714285714)","(10.0, 14.0, 13.333333333333334)","(8.5, 12.5, 12.71875)"
08-12-2022 13:26:11.187622,"(19.0, 32.0, 27.2)","(3.4, 3.8, 3.7501312335958006)","(3.0, 3.65, 3.4974358974358974)","(31.0, 340.0, 131.42857142857144)","(8.0, 9.8, 9.35)","(26.0, 80.0, 52.4)","(5.5, 7.8, 7.714285714285714)","(10.0, 14.0, 13.333333333333334)","(8.5, 13.5, 12.71875)"
08-12-2022 13:26:12.340957,"(19.0, 32.0, 27.2)","(3.4, 4.1, 3.7733333333333334)","(3.0, 3.65, 3.585185185185185)","(31.0, 340.0, 131.42857142857144)","(8.0, 9.8, 9.35)","(26.0, 80.0, 52.4)","(5.5, 7.8, 7.714285714285714)","(10.0, 15.0, 14.0)","(8.5, 13.5, 12.71875)"
08-12-2022 13:26:13.589926,"(21.0, 32.0, 27.2)","(3.4, 4.1, 4.01551724137931)","(3.0, 3.65, 3.585185185185185)","(31.0, 340.0, 95.0)","(8.0, 9.8, 9.35)","(26.0, 80.0, 40.57142857142857)","(5.5, 7.8, 7.753846153846154)","(10.0, 14.5, 13.692307692307692)","(8.5, 13.0, 12.0)"
08-12-2022 13:26:14.783021,"(21.0, 32.0, 27.2)","(3.4, 4.1, 4.01551724137931)","(3.0, 3.65, 3.55625)","(31.0, 340.0, 96.66666666666666)","(8.0, 9.8, 9.35)","(26.0, 80.0, 51.2)","(5.5, 7.8, 7.753846153846154)","(10.0, 14.5, 13.692307692307692)","(8.5, 13.0, 12.0)"
08-12-2022 13:26:16.046639,"(21.0, 32.0, 27.2)","(3.4, 4.1, 4.01551724137931)","(3.0, 3.65, 3.5923076923076924)","(31.0, 340.0, 96.66666666666666)","(8.0, 9.8, 9.35)","(26.0, 80.0, 51.2)","(5.5, 7.8, 7.753846153846154)","(10.0, 14.5, 13.692307692307692)","(8.5, 13.0, 12.0)"
08-12-2022 13:26:17.438316,"(21.0, 32.0, 27.2)","(3.4, 4.1, 3.9609589041095887)","(3.0, 3.65, 3.55)","(31.0, 340.0, 96.66666666666666)","(8.0, 9.8, 9.26)","(26.0, 80.0, 52.4)","(5.5, 7.8, 7.7368421052631575)","(10.0, 14.5, 13.857142857142858)","(8.5, 13.0, 12.1875)"
08-12-2022 13:26:18.680365,"(21.0, 32.0, 27.2)","(3.4, 4.1, 3.908)","(3.0, 3.65, 3.55)","(31.0, 340.0, 96.66666666666666)","(8.0, 9.8, 9.26)","(26.0, 80.0, 52.4)","(5.5, 7.8, 7.725)","(10.0, 14.0, 13.857142857142858)","(8.5, 12.5, 12.1875)"
08-12-2022 13:26:19.900096,"(21.0, 32.0, 27.2)","(3.4, 4.1, 4.0777777777777775)","(3.0, 3.65, 3.55)","(31.0, 340.0, 145.33333333333331)","(8.0, 9.8, 9.26)","(26.0, 80.0, 54.5)","(5.5, 7.8, 7.725)","(10.0, 14.0, 13.857142857142858)","(8.5, 12.5, 12.1875)"
08-12-2022 13:26:21.153632,"(21.0, 32.0, 27.2)","(3.4, 4.1, 4.054545454545455)","(3.0, 3.65, 3.5)","(31.0, 330.0, 116.0)","(8.0, 9.8, 9.26)","(26.0, 75.0, 54.5)","(5.5, 7.8, 7.725)","(10.0, 14.0, 13.857142857142858)","(8.5, 12.5, 12.142857142857142)"
08-12-2022 13:26:22.482730,"(21.0, 32.0, 27.2)","(3.4, 4.1, 4.054545454545455)","(3.0, 3.65, 3.5)","(31.0, 320.0, 86.85714285714286)","(8.0, 9.8, 9.26)","(26.0, 75.0, 44.25)","(5.5, 7.8, 7.725)","(10.0, 14.0, 13.857142857142858)","(8.5, 12.5, 12.142857142857142)"
08-12-2022 13:26:23.888707,"(21.0, 32.0, 27.2)","(3.4, 4.1, 4.054545454545455)","(3.0, 3.65, 3.4595238095238092)","(31.0, 320.0, 82.0)","(8.0, 9.8, 9.26)","(26.0, 75.0, 46.3)","(5.5, 7.8, 7.725)","(10.0, 14.0, 13.857142857142858)","(8.5, 12.5, 12.142857142857142)"
08-12-2022 13:26:25.193730,"(21.0, 32.0, 27.2)","(3.4, 4.1, 4.074999999999999)","(3.0, 3.65, 3.4543478260869565)","(31.0, 320.0, 82.0)","(8.0, 9.8, 9.26)","(26.0, 75.0, 46.3)","(5.5, 7.8, 7.725)","(10.0, 14.0, 13.857142857142858)","(8.5, 12.5, 12.142857142857142)"
08-12-2022 13:26:26.485498,"(21.0, 32.0, 28.666666666666668)","(3.4, 4.1, 4.074999999999999)","(3.0, 3.65, 3.581818181818182)","(31.0, 320.0, 82.0)","(8.0, 9.8, 9.35)","(26.0, 75.0, 46.3)","(5.5, 7.8, 7.747826086956522)","(10.0, 14.0, 13.857142857142858)","(8.5, 12.5, 12.68421052631579)"
08-12-2022 13:26:27.747665,"(21.0, 32.0, 28.666666666666668)","(3.4, 4.1, 3.9299999999999997)","(3.0, 3.6, 3.4625)","(31.0, 320.0, 82.0)","(8.0, 9.8, 9.35)","(26.0, 75.0, 40.875)","(5.5, 7.8, 7.747826086956522)","(10.0, 14.0, 13.857142857142858)","(8.5, 13.0, 12.68421052631579)"
08-12-2022 13:26:29.029754,"(21.0, 32.0, 28.666666666666668)","(3.4, 4.1, 3.9254545454545453)","(3.0, 3.6, 3.4625)","(31.0, 320.0, 82.0)","(8.0, 9.8, 9.35)","(26.0, 75.0, 40.875)","(5.5, 7.8, 7.747826086956522)","(10.0, 14.0, 13.857142857142858)","(8.5, 13.0, 12.625)"
08-12-2022 13:26:30.240770,"(20.0, 32.0, 28.666666666666668)","(3.4, 4.1, 4.050909090909091)","(3.0, 3.6, 3.48)","(31.0, 320.0, 172.46153846153845)","(8.0, 9.8, 9.35)","(26.0, 75.0, 46.3)","(5.5, 7.8, 7.747826086956522)","(10.0, 14.0, 13.916666666666666)","(8.5, 13.0, 12.045454545454545)"
08-12-2022 13:26:31.546141,"(20.0, 32.0, 28.666666666666668)","(3.4, 4.0, 3.9314285714285715)","(3.0, 3.6, 3.4941176470588236)","(31.0, 320.0, 251.33333333333331)","(8.0, 9.8, 9.35)","(26.0, 75.0, 40.875)","(5.5, 7.8, 7.757142857142857)","(10.0, 14.0, 13.933333333333334)","(8.5, 12.5, 12.142857142857142)"
08-12-2022 13:26:32.830256,"(20.0, 32.0, 27.2)","(3.4, 4.0, 3.92)","(3.0, 3.6, 3.4615384615384617)","(31.0, 310.0, 237.0)","(8.0, 9.8, 9.620000000000001)","(26.0, 75.0, 46.22222222222222)","(5.5, 7.8, 7.757142857142857)","(10.0, 14.0, 13.75)","(8.5, 12.5, 12.142857142857142)"
08-12-2022 13:26:34.183034,"(20.0, 32.0, 27.2)","(3.4, 4.0, 3.908)","(3.0, 3.6, 3.4615384615384617)","(31.0, 300.0, 249.6)","(8.0, 9.8, 9.620000000000001)","(26.0, 75.0, 53.85714285714286)","(5.5, 7.8, 7.757142857142857)","(10.0, 14.0, 13.75)","(8.5, 12.5, 12.142857142857142)"
08-12-2022 13:26:35.441685,"(20.0, 32.0, 27.2)","(3.4, 3.95, 3.908)","(3.0, 3.6, 3.4615384615384617)","(31.0, 300.0, 249.6)","(8.0, 9.8, 9.620000000000001)","(26.0, 75.0, 62.0)","(5.5, 7.8, 7.757142857142857)","(10.0, 14.0, 13.75)","(8.5, 12.5, 12.142857142857142)"
08-12-2022 13:26:36.673047,"(20.0, 32.0, 27.2)","(3.4, 3.95, 3.908)","(3.0, 3.6, 3.4615384615384617)","(31.0, 300.0, 249.6)","(8.0, 9.8, 9.68)","(26.0, 70.0, 62.0)","(5.5, 7.8, 7.752)","(10.0, 14.0, 13.461538461538462)","(8.5, 12.5, 12.142857142857142)"
08-12-2022 13:26:37.987040,"(20.0, 32.0, 27.2)","(3.4, 3.95, 3.9434782608695653)","(3.0, 3.6, 3.4615384615384617)","(31.0, 300.0, 249.6)","(8.0, 9.8, 9.44)","(26.0, 70.0, 62.0)","(5.5, 7.8, 7.75)","(10.0, 14.0, 13.461538461538462)","(8.5, 12.5, 12.142857142857142)"
08-12-2022 13:26:39.248946,"(20.0, 32.0, 27.2)","(3.4, 3.95, 3.9434782608695653)","(3.0, 3.6, 3.4615384615384617)","(31.0, 300.0, 174.0)","(8.0, 9.8, 9.581818181818182)","(26.0, 70.0, 58.0)","(5.5, 7.8, 7.75)","(10.0, 14.0, 13.461538461538462)","(8.5, 12.5, 12.142857142857142)"
08-12-2022 13:26:40.631820,"(20.0, 32.0, 27.2)","(3.4, 3.95, 3.941964285714286)","(3.0, 3.6, 3.4615384615384617)","(31.0, 300.0, 241.6)","(8.0, 9.8, 9.581818181818182)","(26.0, 70.0, 58.0)","(5.5, 7.8, 7.75)","(10.0, 14.0, 13.461538461538462)","(8.5, 12.5, 12.142857142857142)"
08-12-2022 13:26:41.986192,"(20.0, 32.0, 27.2)","(3.4, 3.95, 3.9404255319148938)","(3.0, 3.6, 3.4615384615384617)","(31.0, 290.0, 241.6)","(8.0, 9.8, 9.8)","(26.0, 70.0, 58.0)","(5.5, 7.8, 7.75)","(10.0, 14.0, 13.461538461538462)","(8.5, 12.5, 12.433333333333334)"
08-12-2022 13:26:43.350962,"(20.0, 32.0, 27.2)","(3.4, 3.95, 3.9404255319148938)","(3.0, 3.6, 3.45)","(31.0, 290.0, 241.6)","(8.0, 10.0, 9.777777777777779)","(26.0, 70.0, 58.0)","(5.5, 7.8, 7.75)","(10.0, 14.0, 13.461538461538462)","(8.5, 12.5, 12.433333333333334)"
08-12-2022 13:26:44.748185,"(20.0, 32.0, 27.2)","(3.4, 3.95, 3.9371428571428573)","(3.0, 3.6, 3.45)","(31.0, 290.0, 409.6)","(8.0, 10.0, 9.5)","(26.0, 70.0, 58.0)","(5.5, 7.8, 7.784)","(10.0, 14.0, 14.333333333333334)","(8.5, 12.5, 12.416666666666666)"
08-12-2022 13:26:45.958146,"(21.0, 32.0, 27.2)","(3.4, 3.95, 3.937837837837838)","(3.0, 3.6, 3.45)","(31.0, 500.0, 272.0)","(8.0, 9.8, 9.68)","(26.0, 70.0, 58.0)","(5.5, 8.0, 7.784)","(10.0, 15.0, 14.142857142857142)","(8.5, 12.5, 12.125)"
08-12-2022 13:26:47.095883,"(21.0, 32.0, 27.2)","(3.4, 3.95, 3.937837837837838)","(3.0, 3.6, 3.5526315789473686)","(31.0, 500.0, 272.0)","(8.0, 9.8, 9.399999999999999)","(26.0, 70.0, 66.22222222222223)","(5.5, 8.0, 7.83125)","(10.0, 15.0, 14.0)","(8.5, 12.5, 11.6)"
08-12-2022 13:26:48.300600,"(21.0, 30.0, 28.0)","(3.4, 4.0, 3.9785714285714286)","(3.0, 3.6, 3.518181818181818)","(31.0, 500.0, 272.0)","(8.0, 9.6, 9.399999999999999)","(26.0, 70.0, 65.75)","(5.5, 8.0, 7.83125)","(10.0, 14.5, 13.323529411764707)","(8.5, 12.0, 11.6)"
08-12-2022 13:26:49.755996,"(21.0, 30.0, 28.0)","(3.4, 4.0, 3.9785714285714286)","(3.0, 3.6, 3.617910447761194)","(31.0, 500.0, 348.6666666666667)","(8.0, 9.6, 9.399999999999999)","(26.0, 70.0, 65.75)","(5.5, 8.0, 7.83125)","(10.0, 14.0, 13.5)","(8.5, 12.0, 11.6)"
08-12-2022 13:26:51.153878,"(21.0, 30.0, 28.0)","(3.4, 4.0, 3.9785714285714286)","(3.0, 3.65, 3.5439024390243903)","(31.0, 500.0, 348.6666666666667)","(8.0, 9.6, 9.371428571428572)","(26.0, 70.0, 65.75)","(5.5, 8.0, 7.83125)","(10.0, 14.0, 13.058823529411764)","(8.5, 12.0, 11.428571428571429)"
08-12-2022 13:26:52.422449,"(19.0, 30.0, 28.8)","(3.4, 4.0, 3.9785714285714286)","(3.0, 3.65, 3.54)","(31.0, 500.0, 148.66666666666669)","(8.0, 9.6, 9.371428571428572)","(26.0, 70.0, 55.2)","(5.5, 8.0, 7.9314285714285715)","(10.0, 13.5, 13.058823529411764)","(8.5, 12.0, 11.428571428571429)"
08-12-2022 13:26:53.755126,"(19.0, 30.0, 28.8)","(3.4, 4.0, 3.9785714285714286)","(3.0, 3.65, 3.54)","(31.0, 200.0, 148.66666666666669)","(8.0, 9.6, 9.36)","(26.0, 60.0, 56.57142857142857)","(5.5, 8.0, 7.9399999999999995)","(10.0, 13.5, 13.058823529411764)","(8.5, 12.0, 11.578947368421053)"
08-12-2022 13:26:55.082690,"(21.0, 30.0, 28.8)","(3.4, 4.0, 3.9785714285714286)","(3.0, 3.65, 3.58)","(31.0, 200.0, 148.66666666666669)","(8.0, 9.6, 9.36)","(26.0, 60.0, 56.57142857142857)","(5.5, 8.0, 7.9399999999999995)","(10.0, 13.5, 13.058823529411764)","(8.5, 12.0, 11.578947368421053)"
08-12-2022 13:26:56.462521,"(21.0, 30.0, 28.8)","(3.4, 4.0, 3.9785714285714286)","(3.0, 3.6, 3.54)","(31.0, 200.0, 174.33333333333334)","(8.0, 9.6, 9.36)","(26.0, 60.0, 56.57142857142857)","(5.5, 8.0, 7.9399999999999995)","(10.0, 13.5, 13.058823529411764)","(8.5, 12.0, 11.578947368421053)"
08-12-2022 13:26:57.804332,"(21.0, 30.0, 28.8)","(3.4, 4.0, 3.925)","(3.0, 3.6, 3.495)","(31.0, 200.0, 187.16666666666669)","(8.0, 9.6, 9.32)","(26.0, 60.0, 58.95652173913044)","(5.5, 8.0, 7.9399999999999995)","(10.0, 13.5, 13.058823529411764)","(8.5, 12.0, 11.578947368421053)"
08-12-2022 13:26:59.118900,"(21.0, 30.0, 28.8)","(3.4, 4.0, 3.95)","(3.0, 3.6, 3.495)","(31.0, 200.0, 187.16666666666669)","(8.0, 9.8, 9.5375)","(26.0, 60.0, 49.0)","(5.5, 8.0, 7.9399999999999995)","(10.0, 13.5, 12.631578947368421)","(8.5, 12.0, 11.826086956521738)"
08-12-2022 13:27:00.405453,"(21.0, 30.0, 28.8)","(3.4, 4.0, 3.95)","(3.0, 3.6, 3.495)","(31.0, 200.0, 187.16666666666669)","(8.0, 9.8, 9.6)","(26.0, 60.0, 49.0)","(5.5, 8.0, 7.9625)","(10.0, 13.0, 12.631578947368421)","(8.5, 12.0, 11.851851851851851)"
08-12-2022 13:27:01.790099,"(21.0, 30.0, 28.8)","(3.4, 4.0, 3.904166666666667)","(3.0, 3.55, 3.5458333333333334)","(31.0, 200.0, 188.15384615384616)","(8.0, 9.8, 9.44)","(26.0, 60.0, 53.333333333333336)","(5.5, 8.0, 7.968421052631579)","(10.0, 13.0, 12.75)","(8.5, 12.0, 11.636363636363637)"
08-12-2022 13:27:03.041695,"(21.0, 32.0, 28.0)","(3.4, 4.1, 3.904166666666667)","(3.0, 3.55, 3.545652173913043)","(31.0, 200.0, 188.15384615384616)","(8.0, 9.8, 9.44)","(26.0, 60.0, 53.333333333333336)","(5.5, 8.0, 7.973913043478261)","(10.0, 13.0, 12.857142857142858)","(8.5, 12.0, 12.166666666666666)"
08-12-2022 13:27:04.343855,"(21.0, 30.0, 28.8)","(3.4, 4.1, 3.904166666666667)","(3.0, 3.55, 3.545652173913043)","(31.0, 200.0, 188.15384615384616)","(8.0, 9.8, 9.44)","(26.0, 60.0, 53.333333333333336)","(5.5, 8.0, 7.973913043478261)","(10.0, 13.0, 12.857142857142858)","(8.5, 12.5, 11.875)"
08-12-2022 13:27:05.695537,"(21.0, 30.0, 28.8)","(3.4, 4.1, 3.904166666666667)","(3.0, 3.55, 3.5094594594594595)","(31.0, 200.0, 189.73333333333335)","(8.0, 9.8, 9.44)","(26.0, 60.0, 57.14285714285714)","(5.5, 8.0, 7.973913043478261)","(10.0, 13.0, 12.857142857142858)","(8.5, 12.0, 11.882352941176471)"
08-12-2022 13:27:07.083931,"(21.0, 30.0, 28.8)","(3.4, 4.1, 3.904166666666667)","(3.0, 3.55, 3.5094594594594595)","(31.0, 200.0, 180.75)","(8.0, 9.8, 9.44)","(26.0, 60.0, 57.14285714285714)","(5.5, 8.0, 7.973913043478261)","(10.0, 13.0, 12.875)","(8.5, 12.0, 11.882352941176471)"
08-12-2022 13:27:08.417376,"(21.0, 30.0, 28.8)","(3.4, 4.1, 3.908)","(3.0, 3.55, 3.4923076923076923)","(31.0, 200.0, 188.15384615384616)","(8.0, 9.8, 9.44)","(26.0, 60.0, 58.888888888888886)","(5.5, 8.0, 7.968421052631579)","(10.0, 13.0, 12.875)","(8.5, 12.0, 11.91304347826087)"
08-12-2022 13:27:09.671011,"(21.0, 30.0, 28.0)","(3.4, 4.1, 3.9057142857142857)","(3.0, 3.55, 3.4923076923076923)","(31.0, 200.0, 188.15384615384616)","(8.0, 9.8, 9.51578947368421)","(26.0, 60.0, 58.333333333333336)","(5.5, 8.0, 7.968421052631579)","(10.0, 13.0, 12.777777777777779)","(8.5, 12.0, 11.916666666666666)"
08-12-2022 13:27:10.941512,"(21.0, 29.0, 28.0)","(3.4, 4.1, 3.9057142857142857)","(3.0, 3.55, 3.4982758620689656)","(31.0, 200.0, 188.15384615384616)","(8.0, 9.8, 9.48235294117647)","(26.0, 60.0, 58.333333333333336)","(5.5, 8.0, 7.968421052631579)","(10.0, 13.0, 12.916666666666666)","(8.5, 12.0, 12.26923076923077)"
08-12-2022 13:27:12.449515,"(21.0, 29.0, 28.0)","(3.4, 4.1, 3.911111111111111)","(3.0, 3.55, 3.4982758620689656)","(31.0, 200.0, 188.15384615384616)","(8.0, 9.8, 9.48235294117647)","(26.0, 60.0, 58.46153846153847)","(5.5, 8.0, 7.968421052631579)","(10.0, 13.0, 13.05)","(8.5, 12.5, 12.26923076923077)"
08-12-2022 13:27:14.028536,"(21.0, 29.0, 28.0)","(3.4, 4.1, 3.911111111111111)","(3.0, 3.55, 3.4982758620689656)","(31.0, 200.0, 188.15384615384616)","(8.0, 9.8, 9.48235294117647)","(26.0, 60.0, 54.666666666666664)","(5.5, 8.0, 7.968421052631579)","(10.0, 13.5, 13.05)","(8.5, 12.0, 11.916666666666666)"
08-12-2022 13:27:15.465133,"(21.0, 29.0, 28.0)","(3.4, 4.1, 3.911111111111111)","(3.0, 3.55, 3.4982758620689656)","(31.0, 200.0, 188.15384615384616)","(8.0, 9.8, 9.48235294117647)","(26.0, 60.0, 54.666666666666664)","(5.5, 8.0, 7.968421052631579)","(10.0, 13.5, 13.05)","(8.5, 12.0, 11.916666666666666)"
08-12-2022 13:27:16.795883,"(19.0, 29.0, 28.0)","(3.4, 4.1, 3.911111111111111)","(3.0, 3.55, 3.4982758620689656)","(31.0, 200.0, 188.15384615384616)","(8.0, 9.8, 9.48235294117647)","(26.0, 60.0, 54.666666666666664)","(5.5, 8.0, 7.968421052631579)","(10.0, 13.5, 13.05)","(8.5, 12.0, 11.916666666666666)"
08-12-2022 13:27:18.199928,"(19.0, 29.0, 28.0)","(3.4, 4.1, 3.911111111111111)","(3.0, 3.55, 3.4982758620689656)","(31.0, 190.0, 169.6923076923077)","(8.0, 9.8, 9.5)","(26.0, 60.0, 55.333333333333336)","(5.5, 8.0, 7.964705882352941)","(10.0, 13.5, 13.045454545454545)","(8.5, 12.0, 11.916666666666666)"
08-12-2022 13:27:19.453210,"(19.0, 29.0, 28.0)","(3.4, 4.1, 3.9448275862068964)","(3.0, 3.5, 3.49375)","(31.0, 180.0, 169.6923076923077)","(8.0, 9.8, 9.5)","(26.0, 60.0, 55.333333333333336)","(5.5, 8.0, 8.133333333333333)","(10.0, 13.5, 13.045454545454545)","(8.5, 12.0, 11.916666666666666)"
08-12-2022 13:27:20.708687,"(19.0, 29.0, 28.0)","(3.5, 4.1, 4.024096385542168)","(3.0, 3.55, 3.5015151515151515)","(31.0, 180.0, 160.85714285714286)","(8.0, 9.8, 9.5)","(26.0, 60.0, 55.333333333333336)","(5.5, 8.2, 8.153846153846153)","(10.0, 13.5, 13.045454545454545)","(8.5, 12.0, 12.222222222222221)"
08-12-2022 13:27:21.904051,"(19.0, 29.0, 28.0)","(3.5, 4.1, 3.872413793103448)","(3.0, 3.55, 3.5015151515151515)","(31.0, 180.0, 160.85714285714286)","(8.0, 9.8, 9.5)","(26.0, 60.0, 55.333333333333336)","(5.5, 8.2, 8.153846153846153)","(10.0, 13.5, 13.045454545454545)","(8.5, 12.5, 12.222222222222221)"
08-12-2022 13:27:23.165456,"(19.0, 29.0, 28.0)","(3.5, 4.1, 3.872413793103448)","(3.0, 3.55, 3.5015151515151515)","(31.0, 180.0, 160.85714285714286)","(8.0, 9.8, 9.472727272727273)","(26.0, 60.0, 55.333333333333336)","(5.5, 8.2, 8.153846153846153)","(10.0, 13.5, 13.045454545454545)","(8.5, 12.5, 12.222222222222221)"
08-12-2022 13:27:24.500372,"(19.0, 29.0, 28.0)","(3.5, 4.1, 3.8708333333333336)","(3.0, 3.55, 3.5015151515151515)","(31.0, 180.0, 157.66666666666666)","(8.0, 9.8, 9.56)","(26.0, 60.0, 55.333333333333336)","(5.5, 8.2, 8.153846153846153)","(10.0, 13.5, 13.045454545454545)","(8.5, 12.5, 11.916666666666666)"
08-12-2022 13:27:25.805169,"(19.0, 29.0, 28.0)","(3.5, 4.1, 3.8708333333333336)","(3.0, 3.55, 3.5015151515151515)","(31.0, 180.0, 157.66666666666666)","(8.0, 9.8, 9.56)","(26.0, 60.0, 57.33333333333333)","(5.5, 8.2, 8.153846153846153)","(10.0, 13.5, 13.045454545454545)","(8.5, 12.0, 11.916666666666666)"
08-12-2022 13:27:27.424484,"(19.0, 29.0, 28.0)","(3.5, 4.1, 3.8708333333333336)","(3.0, 3.55, 3.5015151515151515)","(31.0, 180.0, 141.71428571428572)","(8.0, 9.8, 9.56)","(26.0, 60.0, 54.0)","(5.5, 8.2, 8.153846153846153)","(10.0, 13.5, 13.045454545454545)","(8.5, 12.0, 11.916666666666666)"
08-12-2022 13:27:28.868206,"(19.0, 29.0, 28.0)","(3.5, 4.1, 3.9055555555555554)","(3.0, 3.55, 3.486)","(31.0, 180.0, 164.23529411764707)","(8.0, 9.8, 9.56)","(26.0, 60.0, 56.5)","(5.5, 8.2, 8.153846153846153)","(10.0, 13.5, 13.045454545454545)","(8.5, 12.0, 11.916666666666666)"
08-12-2022 13:27:30.292697,"(19.0, 29.0, 28.0)","(3.5, 4.1, 3.9055555555555554)","(3.0, 3.55, 3.486)","(31.0, 180.0, 164.23529411764707)","(8.0, 9.8, 9.56)","(26.0, 60.0, 56.5)","(5.5, 8.2, 8.153846153846153)","(10.0, 13.5, 13.045454545454545)","(8.5, 12.0, 12.222222222222221)"
08-12-2022 13:27:31.720975,"(19.0, 29.0, 28.0)","(3.5, 4.1, 3.925)","(3.0, 3.55, 3.486)","(31.0, 180.0, 164.23529411764707)","(8.0, 9.8, 9.56)","(26.0, 60.0, 56.5)","(5.5, 8.2, 8.153846153846153)","(10.0, 13.5, 13.045454545454545)","(8.5, 12.5, 12.222222222222221)"
08-12-2022 13:27:33.161885,"(19.0, 29.0, 28.0)","(3.5, 4.1, 3.925)","(3.0, 3.55, 3.486)","(31.0, 180.0, 164.23529411764707)","(8.0, 9.8, 9.56)","(26.0, 60.0, 59.0)","(5.5, 8.2, 8.153846153846153)","(10.0, 13.5, 13.045454545454545)","(8.5, 12.5, 12.222222222222221)"
08-12-2022 13:27:34.567781,"(19.0, 29.0, 28.0)","(3.5, 4.1, 3.925)","(3.0, 3.55, 3.486)","(31.0, 180.0, 164.23529411764707)","(8.0, 9.8, 9.56)","(26.0, 60.0, 59.0)","(5.5, 8.2, 8.153846153846153)","(10.0, 13.5, 13.045454545454545)","(8.5, 12.5, 11.916666666666666)"
08-12-2022 13:27:35.937739,"(19.0, 29.0, 28.0)","(3.5, 4.1, 3.925)","(3.0, 3.55, 3.486)","(31.0, 180.0, 164.23529411764707)","(8.0, 9.8, 9.610526315789475)","(26.0, 60.0, 57.66666666666667)","(5.5, 8.2, 8.153846153846153)","(10.0, 13.5, 13.045454545454545)","(8.5, 12.0, 11.916666666666666)"
08-12-2022 13:27:37.216746,"(19.0, 29.0, 28.0)","(3.5, 4.1, 3.925)","(3.0, 3.55, 3.486)","(31.0, 180.0, 141.71428571428572)","(8.0, 9.8, 9.610526315789475)","(26.0, 60.0, 57.66666666666667)","(5.5, 8.2, 8.153846153846153)","(10.0, 13.5, 13.045454545454545)","(8.5, 12.0, 11.954545454545455)"
08-12-2022 13:27:38.536947,"(18.0, 29.0, 28.0)","(3.5, 4.1, 3.925)","(3.0, 3.55, 3.486)","(31.0, 180.0, 162.13333333333333)","(8.0, 9.8, 9.610526315789475)","(26.0, 60.0, 59.46153846153846)","(5.5, 8.2, 8.153846153846153)","(10.0, 13.5, 13.045454545454545)","(8.5, 12.0, 12.340425531914894)"
08-12-2022 13:27:39.921564,"(18.0, 29.0, 28.0)","(3.5, 4.1, 3.9764705882352938)","(3.0, 3.55, 3.486)","(31.0, 180.0, 162.13333333333333)","(8.0, 9.8, 9.588235294117647)","(26.0, 60.0, 59.46153846153846)","(5.5, 8.2, 8.153846153846153)","(10.0, 13.5, 13.045454545454545)","(8.5, 12.5, 12.340425531914894)"
