,Come Along Jeffrey,Pythagoras,Sir Maximus,Francine,Zion,A Good Yarn,Dance Of Thunder,Outstanding Reward,Sugar And Sweet,Fabians Spirit,Snappy Lil Thing
08-12-2022 15:40:52.552451,"(3.4, 4.5, 4.3307692307692305)","(10.0, 15.5, 13.75)","(11.0, 16.0, 15.0)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.6499999999999995)","(10.0, 12.0, 11.333333333333334)","(10.0, 16.0, 15.285714285714286)","(7.5, 9.6, 9.545454545454545)","(13.0, 16.0, 15.238095238095237)","(51.0, 70.0, 61.33333333333333)","(26.0, 55.0, 42.25)"
08-12-2022 15:40:54.069311,"(3.4, 4.5, 4.3307692307692305)","(10.0, 15.5, 13.75)","(11.0, 16.0, 15.0)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.6499999999999995)","(10.0, 12.0, 11.333333333333334)","(10.0, 16.0, 15.285714285714286)","(7.5, 9.6, 9.545454545454545)","(13.0, 16.0, 15.238095238095237)","(51.0, 70.0, 61.33333333333333)","(26.0, 55.0, 42.25)"
08-12-2022 15:40:55.529495,"(3.4, 4.5, 4.421428571428572)","(10.0, 15.5, 13.75)","(11.0, 16.0, 15.0)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.6499999999999995)","(10.0, 12.0, 11.333333333333334)","(10.0, 16.0, 15.285714285714286)","(7.5, 9.6, 9.545454545454545)","(13.0, 16.0, 15.238095238095237)","(51.0, 70.0, 61.33333333333333)","(26.0, 55.0, 42.25)"
08-12-2022 15:40:56.872040,"(3.4, 4.5, 4.421428571428572)","(10.0, 15.5, 13.75)","(11.0, 16.0, 15.0)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.70625)","(10.0, 12.0, 11.333333333333334)","(10.0, 16.0, 15.285714285714286)","(7.5, 9.6, 9.545454545454545)","(13.0, 16.0, 15.238095238095237)","(51.0, 70.0, 61.33333333333333)","(26.0, 55.0, 42.25)"
08-12-2022 15:40:58.341179,"(3.4, 4.5, 4.421428571428572)","(10.0, 15.5, 13.3625)","(11.0, 16.0, 15.0)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.70625)","(10.0, 12.0, 11.333333333333334)","(10.0, 16.0, 15.285714285714286)","(7.5, 9.6, 9.545454545454545)","(13.0, 16.0, 15.545454545454545)","(51.0, 70.0, 61.33333333333333)","(26.0, 55.0, 42.25)"
08-12-2022 15:40:59.772656,"(3.4, 4.5, 4.421428571428572)","(10.0, 15.5, 12.5)","(11.0, 16.0, 15.0)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.70625)","(10.0, 12.0, 11.333333333333334)","(10.0, 16.0, 15.285714285714286)","(7.5, 9.6, 9.545454545454545)","(13.0, 16.0, 15.545454545454545)","(51.0, 70.0, 61.33333333333333)","(26.0, 55.0, 42.25)"
08-12-2022 15:41:01.243258,"(3.4, 4.5, 4.421428571428572)","(10.0, 15.0, 12.8)","(11.0, 16.0, 15.0)","(11.0, 15.5, 14.346153846153847)","(4.0, 5.1, 4.70625)","(10.0, 12.0, 11.333333333333334)","(10.0, 16.0, 15.285714285714286)","(7.5, 9.6, 9.559999999999999)","(13.0, 16.0, 15.545454545454545)","(51.0, 70.0, 61.33333333333333)","(26.0, 55.0, 42.25)"
08-12-2022 15:41:02.729886,"(3.4, 4.5, 4.47)","(10.0, 14.0, 10.88888888888889)","(11.0, 16.0, 15.0)","(11.0, 15.5, 14.346153846153847)","(4.0, 5.1, 4.70625)","(10.0, 12.0, 11.333333333333334)","(10.0, 16.0, 15.285714285714286)","(7.5, 9.6, 9.559999999999999)","(13.0, 16.0, 15.545454545454545)","(51.0, 70.0, 61.33333333333333)","(26.0, 55.0, 42.25)"
08-12-2022 15:41:04.277183,"(3.4, 4.5, 4.47)","(10.0, 14.0, 10.88888888888889)","(11.0, 16.0, 15.652173913043478)","(11.0, 15.5, 14.346153846153847)","(4.0, 5.1, 4.985454545454545)","(10.0, 12.0, 11.333333333333334)","(10.0, 16.0, 14.4)","(7.5, 9.6, 9.559999999999999)","(13.0, 16.0, 15.545454545454545)","(51.0, 70.0, 61.33333333333333)","(26.0, 55.0, 42.25)"
08-12-2022 15:41:05.830546,"(3.4, 4.5, 4.47)","(10.0, 14.0, 13.464285714285715)","(11.0, 16.0, 15.652173913043478)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.985454545454545)","(10.0, 12.0, 12.236842105263158)","(10.0, 16.0, 14.4)","(7.5, 9.6, 9.559999999999999)","(13.0, 16.0, 15.545454545454545)","(51.0, 70.0, 61.33333333333333)","(26.0, 55.0, 42.25)"
08-12-2022 15:41:07.405560,"(3.4, 4.5, 4.47)","(10.0, 14.0, 12.625)","(11.0, 16.0, 15.652173913043478)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.985454545454545)","(10.0, 12.5, 12.236842105263158)","(10.0, 16.0, 14.4)","(7.5, 9.6, 9.559999999999999)","(13.0, 16.0, 15.545454545454545)","(51.0, 70.0, 61.33333333333333)","(26.0, 55.0, 42.25)"
08-12-2022 15:41:08.989370,"(3.4, 4.5, 4.47)","(10.0, 13.0, 12.233333333333333)","(11.0, 16.0, 15.652173913043478)","(11.0, 15.5, 14.346153846153847)","(4.0, 5.1, 4.989473684210526)","(10.0, 12.5, 12.236842105263158)","(10.0, 16.0, 14.4)","(7.5, 9.6, 9.559999999999999)","(13.0, 16.0, 15.545454545454545)","(51.0, 70.0, 61.33333333333333)","(26.0, 55.0, 42.25)"
08-12-2022 15:41:10.498477,"(3.4, 4.5, 4.44)","(10.0, 12.5, 12.25)","(11.0, 16.0, 15.652173913043478)","(11.0, 15.5, 14.346153846153847)","(4.0, 5.1, 4.989473684210526)","(10.0, 12.5, 12.236842105263158)","(10.0, 16.0, 14.4)","(7.5, 9.6, 9.559999999999999)","(13.0, 16.0, 15.545454545454545)","(51.0, 70.0, 61.33333333333333)","(26.0, 55.0, 42.25)"
08-12-2022 15:41:11.988114,"(3.4, 4.5, 4.44)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 15.652173913043478)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.7)","(10.0, 12.5, 12.277777777777779)","(10.0, 16.0, 14.4)","(7.5, 9.6, 9.559999999999999)","(13.0, 16.0, 15.545454545454545)","(51.0, 70.0, 61.33333333333333)","(26.0, 55.0, 42.25)"
08-12-2022 15:41:13.566990,"(3.4, 4.6, 4.413793103448276)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 15.652173913043478)","(11.0, 15.5, 14.28125)","(4.0, 5.0, 4.7)","(10.0, 12.5, 12.1)","(10.0, 16.0, 14.4)","(7.5, 9.6, 9.559999999999999)","(13.0, 16.0, 15.545454545454545)","(51.0, 70.0, 61.33333333333333)","(26.0, 55.0, 42.25)"
08-12-2022 15:41:15.158460,"(3.4, 4.6, 4.413793103448276)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 14.4)","(11.0, 15.5, 14.28125)","(4.0, 5.0, 4.817647058823529)","(10.0, 12.5, 12.1)","(10.0, 16.0, 15.333333333333334)","(7.5, 9.6, 9.559999999999999)","(13.0, 16.0, 15.545454545454545)","(51.0, 70.0, 61.33333333333333)","(26.0, 55.0, 42.25)"
08-12-2022 15:41:16.728990,"(3.4, 4.6, 4.413793103448276)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 14.4)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.817647058823529)","(10.0, 12.5, 12.1)","(10.0, 16.0, 15.333333333333334)","(7.5, 9.6, 9.559999999999999)","(13.0, 16.0, 15.545454545454545)","(51.0, 70.0, 60.8)","(26.0, 55.0, 42.25)"
08-12-2022 15:41:18.315520,"(3.4, 4.6, 4.413793103448276)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 14.4)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.817647058823529)","(10.0, 12.5, 12.1)","(10.0, 16.0, 15.333333333333334)","(7.5, 9.6, 9.559999999999999)","(13.0, 16.0, 15.545454545454545)","(51.0, 65.0, 60.8)","(26.0, 55.0, 42.25)"
08-12-2022 15:41:19.852788,"(3.4, 4.6, 4.413793103448276)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 14.4)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.817647058823529)","(10.0, 12.5, 12.1)","(10.0, 16.0, 15.333333333333334)","(7.5, 9.6, 9.559999999999999)","(13.0, 16.0, 15.545454545454545)","(51.0, 65.0, 60.8)","(26.0, 55.0, 42.25)"
08-12-2022 15:41:21.316810,"(3.4, 4.6, 4.413793103448276)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 14.4)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.817647058823529)","(10.0, 12.5, 12.1)","(10.0, 16.0, 15.333333333333334)","(7.5, 9.6, 9.559999999999999)","(13.0, 16.0, 15.545454545454545)","(51.0, 65.0, 60.8)","(26.0, 55.0, 42.25)"
08-12-2022 15:41:22.884402,"(3.4, 4.6, 4.413793103448276)","(10.0, 12.5, 11.866666666666667)","(11.0, 16.0, 14.4)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.817647058823529)","(10.0, 12.5, 12.1)","(10.0, 16.0, 15.333333333333334)","(7.5, 9.6, 9.559999999999999)","(13.0, 16.0, 15.545454545454545)","(51.0, 65.0, 60.8)","(26.0, 55.0, 42.25)"
08-12-2022 15:41:24.431649,"(3.4, 4.6, 4.413793103448276)","(10.0, 12.0, 12.233333333333333)","(11.0, 16.0, 14.4)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 5.017241379310344)","(10.0, 12.5, 12.1)","(10.0, 16.0, 15.333333333333334)","(7.5, 9.6, 9.559999999999999)","(13.0, 16.0, 15.545454545454545)","(51.0, 65.0, 60.8)","(26.0, 55.0, 42.25)"
08-12-2022 15:41:25.930472,"(3.4, 4.6, 4.413793103448276)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 14.4)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.814285714285714)","(10.0, 12.5, 12.3125)","(10.0, 16.0, 15.7)","(7.5, 9.6, 9.559999999999999)","(13.0, 16.0, 15.545454545454545)","(51.0, 65.0, 60.8)","(26.0, 55.0, 41.666666666666664)"
08-12-2022 15:41:27.435621,"(3.4, 4.6, 4.413793103448276)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 14.4)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.814285714285714)","(10.0, 14.5, 12.208333333333334)","(10.0, 16.5, 15.236842105263158)","(7.5, 9.6, 9.545454545454545)","(13.0, 16.0, 15.545454545454545)","(51.0, 65.0, 60.8)","(26.0, 60.0, 41.666666666666664)"
08-12-2022 15:41:28.960428,"(3.4, 4.6, 4.413793103448276)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 14.4)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.814285714285714)","(10.0, 14.5, 12.208333333333334)","(10.0, 16.5, 15.236842105263158)","(7.5, 9.6, 9.545454545454545)","(13.0, 16.0, 15.545454545454545)","(51.0, 65.0, 60.8)","(26.0, 60.0, 41.666666666666664)"
08-12-2022 15:41:30.365259,"(3.4, 4.6, 4.413793103448276)","(10.0, 12.0, 11.892857142857142)","(11.0, 16.0, 14.4)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.814285714285714)","(10.0, 14.5, 12.208333333333334)","(10.0, 16.5, 15.236842105263158)","(7.5, 9.6, 9.559999999999999)","(13.0, 16.0, 15.545454545454545)","(51.0, 65.0, 60.8)","(26.0, 60.0, 41.666666666666664)"
08-12-2022 15:41:31.840961,"(3.4, 4.6, 4.413793103448276)","(10.0, 12.0, 11.892857142857142)","(11.0, 16.0, 14.4)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.814285714285714)","(10.0, 14.5, 12.208333333333334)","(10.0, 16.5, 15.236842105263158)","(7.5, 9.6, 9.545454545454545)","(13.0, 16.0, 15.545454545454545)","(51.0, 65.0, 60.8)","(26.0, 60.0, 41.666666666666664)"
08-12-2022 15:41:33.390090,"(3.4, 4.6, 4.413793103448276)","(10.0, 12.5, 12.11111111111111)","(11.0, 16.0, 14.4)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.814285714285714)","(10.0, 14.5, 12.208333333333334)","(10.0, 16.5, 15.236842105263158)","(7.5, 9.6, 9.559999999999999)","(13.0, 16.0, 15.545454545454545)","(51.0, 65.0, 58.22222222222222)","(26.0, 60.0, 41.666666666666664)"
08-12-2022 15:41:35.229063,"(3.4, 4.6, 4.503571428571428)","(10.0, 12.5, 12.11111111111111)","(11.0, 16.0, 14.0)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.814285714285714)","(10.0, 14.5, 12.208333333333334)","(10.0, 16.5, 15.236842105263158)","(7.5, 9.6, 9.545454545454545)","(13.0, 16.0, 15.545454545454545)","(51.0, 60.0, 58.22222222222222)","(26.0, 60.0, 41.666666666666664)"
08-12-2022 15:41:36.933740,"(3.4, 4.6, 4.503571428571428)","(10.0, 12.5, 12.11111111111111)","(11.0, 16.0, 14.0)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.814285714285714)","(10.0, 14.5, 12.208333333333334)","(10.0, 16.5, 15.236842105263158)","(7.5, 9.6, 9.545454545454545)","(13.0, 16.0, 15.545454545454545)","(51.0, 60.0, 58.22222222222222)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:41:38.604449,"(3.4, 4.6, 4.503571428571428)","(10.0, 12.5, 12.11111111111111)","(11.0, 16.0, 14.0)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.814285714285714)","(10.0, 14.5, 12.208333333333334)","(10.0, 16.5, 15.236842105263158)","(7.5, 9.6, 9.545454545454545)","(13.0, 16.0, 15.545454545454545)","(51.0, 60.0, 58.22222222222222)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:41:40.297047,"(3.4, 4.6, 4.503571428571428)","(10.0, 12.5, 12.11111111111111)","(11.0, 16.0, 14.0)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.814285714285714)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 15.236842105263158)","(7.5, 9.6, 9.545454545454545)","(13.0, 16.0, 15.545454545454545)","(51.0, 60.0, 58.22222222222222)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:41:41.974113,"(3.4, 4.6, 4.503571428571428)","(10.0, 12.5, 12.11111111111111)","(11.0, 16.0, 14.0)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.814285714285714)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 15.236842105263158)","(7.5, 9.6, 9.545454545454545)","(13.0, 16.0, 15.545454545454545)","(51.0, 60.0, 58.22222222222222)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:41:43.592163,"(3.4, 4.6, 4.503571428571428)","(10.0, 12.5, 12.11111111111111)","(11.0, 16.0, 13.916666666666666)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.814285714285714)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 15.236842105263158)","(7.5, 9.6, 9.545454545454545)","(13.0, 16.0, 15.545454545454545)","(51.0, 60.0, 58.22222222222222)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:41:45.109610,"(3.4, 4.6, 4.503571428571428)","(10.0, 12.5, 12.11111111111111)","(11.0, 16.0, 13.916666666666666)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.814285714285714)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 15.236842105263158)","(7.5, 9.6, 9.545454545454545)","(13.0, 16.0, 15.545454545454545)","(51.0, 60.0, 58.22222222222222)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:41:46.620157,"(3.4, 4.6, 4.503571428571428)","(10.0, 12.5, 12.11111111111111)","(11.0, 16.0, 13.916666666666666)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.814285714285714)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 15.236842105263158)","(7.5, 9.6, 9.545454545454545)","(13.0, 16.0, 15.545454545454545)","(51.0, 60.0, 58.22222222222222)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:41:48.213630,"(3.4, 4.6, 4.503571428571428)","(10.0, 12.5, 12.11111111111111)","(11.0, 16.0, 13.916666666666666)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.814285714285714)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 15.236842105263158)","(7.5, 9.6, 9.545454545454545)","(13.0, 16.0, 15.545454545454545)","(51.0, 60.0, 58.22222222222222)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:41:49.895821,"(3.4, 4.6, 4.503571428571428)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 13.916666666666666)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.814285714285714)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 15.236842105263158)","(7.5, 9.6, 9.559999999999999)","(13.0, 16.0, 15.545454545454545)","(51.0, 60.0, 58.22222222222222)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:41:51.466404,"(3.4, 4.6, 4.503571428571428)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 13.916666666666666)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.814285714285714)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 13.833333333333334)","(7.5, 9.6, 9.485714285714286)","(13.0, 16.0, 15.545454545454545)","(51.0, 60.0, 58.22222222222222)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:41:53.037966,"(3.4, 4.6, 4.503571428571428)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 13.916666666666666)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.877777777777777)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 13.833333333333334)","(7.5, 9.6, 9.527272727272727)","(13.0, 16.0, 15.545454545454545)","(51.0, 60.0, 58.22222222222222)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:41:54.663620,"(3.4, 4.6, 4.503571428571428)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 13.916666666666666)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 5.031034482758621)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 13.833333333333334)","(7.5, 9.6, 9.527272727272727)","(13.0, 16.0, 15.545454545454545)","(51.0, 60.0, 58.22222222222222)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:41:56.169025,"(3.4, 4.6, 4.503571428571428)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 13.916666666666666)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 5.031034482758621)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 13.833333333333334)","(7.5, 9.6, 9.527272727272727)","(13.0, 16.0, 15.545454545454545)","(51.0, 60.0, 58.22222222222222)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:41:57.760418,"(3.4, 4.6, 4.503571428571428)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 13.916666666666666)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 5.031034482758621)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 13.833333333333334)","(7.5, 9.6, 9.527272727272727)","(13.0, 16.0, 15.545454545454545)","(51.0, 60.0, 58.22222222222222)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:41:59.371151,"(3.4, 4.6, 4.503571428571428)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 13.916666666666666)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 5.031034482758621)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 13.833333333333334)","(7.5, 9.6, 9.527272727272727)","(13.0, 16.0, 15.545454545454545)","(51.0, 60.0, 58.22222222222222)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:42:01.003110,"(3.4, 4.6, 4.503571428571428)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 13.916666666666666)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 5.031034482758621)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 13.833333333333334)","(7.5, 9.6, 9.527272727272727)","(13.0, 16.0, 15.545454545454545)","(51.0, 60.0, 58.22222222222222)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:42:02.585221,"(3.4, 4.6, 4.503571428571428)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 13.916666666666666)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 5.031034482758621)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 13.833333333333334)","(7.5, 9.6, 9.527272727272727)","(13.0, 16.0, 15.545454545454545)","(51.0, 60.0, 58.22222222222222)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:42:04.146863,"(3.4, 4.6, 4.503571428571428)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 13.916666666666666)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.9399999999999995)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 13.833333333333334)","(7.5, 9.6, 9.527272727272727)","(13.0, 16.0, 15.545454545454545)","(51.0, 60.0, 58.22222222222222)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:42:05.673447,"(3.4, 4.6, 4.395121951219512)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 13.916666666666666)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.871428571428571)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 13.833333333333334)","(7.5, 9.6, 9.527272727272727)","(13.0, 16.0, 15.545454545454545)","(51.0, 60.0, 58.22222222222222)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:42:07.183242,"(3.4, 4.6, 4.386666666666667)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 13.916666666666666)","(11.0, 15.5, 14.28125)","(4.0, 5.1, 4.62)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 13.833333333333334)","(7.5, 9.6, 9.527272727272727)","(13.0, 16.0, 15.545454545454545)","(51.0, 60.0, 58.22222222222222)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:42:08.645078,"(3.4, 4.6, 4.386666666666667)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 13.916666666666666)","(11.0, 15.5, 14.346153846153847)","(4.0, 5.1, 4.726666666666667)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 13.833333333333334)","(7.5, 9.6, 9.527272727272727)","(13.0, 16.0, 15.642857142857142)","(51.0, 60.0, 53.77777777777778)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:42:10.192752,"(3.4, 4.6, 4.4559999999999995)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 13.916666666666666)","(11.0, 15.5, 14.346153846153847)","(4.0, 5.1, 4.726666666666667)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 13.833333333333334)","(7.5, 9.6, 9.527272727272727)","(13.0, 16.0, 15.642857142857142)","(51.0, 55.0, 53.77777777777778)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:42:11.623995,"(3.4, 4.6, 4.4559999999999995)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 14.333333333333334)","(11.0, 15.5, 14.346153846153847)","(4.0, 5.1, 4.7)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 14.1)","(7.5, 9.6, 9.527272727272727)","(13.0, 16.0, 15.642857142857142)","(51.0, 55.0, 53.77777777777778)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:42:13.145140,"(3.4, 4.6, 4.504)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 14.333333333333334)","(11.0, 15.5, 14.346153846153847)","(4.0, 5.0, 4.7)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 14.1)","(7.5, 9.6, 9.527272727272727)","(13.0, 16.0, 15.642857142857142)","(51.0, 55.0, 53.77777777777778)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:42:14.653885,"(3.4, 4.6, 4.504)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 14.333333333333334)","(11.0, 15.5, 14.346153846153847)","(4.0, 5.0, 4.7)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 14.1)","(7.5, 9.6, 9.527272727272727)","(13.0, 16.0, 15.642857142857142)","(51.0, 55.0, 53.77777777777778)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:42:16.186617,"(3.4, 4.6, 4.504)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 14.333333333333334)","(11.0, 15.5, 14.346153846153847)","(4.0, 5.0, 4.925)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 14.1)","(7.5, 9.6, 9.527272727272727)","(13.0, 16.0, 15.642857142857142)","(51.0, 55.0, 53.77777777777778)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:42:17.699662,"(3.4, 4.6, 4.504)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 14.333333333333334)","(11.0, 15.5, 14.346153846153847)","(4.0, 5.0, 4.925)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 14.1)","(7.5, 9.6, 9.527272727272727)","(13.0, 16.0, 15.642857142857142)","(51.0, 55.0, 53.77777777777778)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:42:19.277451,"(3.4, 4.6, 4.504)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 14.333333333333334)","(11.0, 15.5, 14.346153846153847)","(4.0, 5.0, 4.925)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 14.1)","(7.5, 9.6, 9.527272727272727)","(13.0, 16.0, 15.642857142857142)","(51.0, 55.0, 53.77777777777778)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:42:20.774297,"(3.4, 4.6, 4.504)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 14.333333333333334)","(11.0, 15.5, 14.346153846153847)","(4.0, 5.0, 4.925)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 14.1)","(7.5, 9.6, 9.542857142857143)","(13.0, 16.0, 15.642857142857142)","(51.0, 55.0, 53.77777777777778)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:42:22.353868,"(3.4, 4.6, 4.504)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 14.333333333333334)","(11.0, 15.5, 14.346153846153847)","(4.0, 5.0, 4.925)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 14.1)","(7.5, 9.6, 9.542857142857143)","(13.0, 16.0, 15.642857142857142)","(51.0, 55.0, 53.77777777777778)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:42:23.900938,"(3.4, 4.6, 4.504)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 14.333333333333334)","(11.0, 15.5, 14.346153846153847)","(4.0, 5.0, 4.925)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 14.1)","(7.5, 9.6, 9.542857142857143)","(13.0, 16.0, 15.642857142857142)","(51.0, 55.0, 53.77777777777778)","(26.0, 60.0, 47.77777777777778)"
08-12-2022 15:42:25.460277,"(3.4, 4.6, 4.504)","(10.0, 12.5, 12.233333333333333)","(11.0, 16.0, 14.333333333333334)","(11.0, 15.5, 14.346153846153847)","(4.0, 5.0, 4.925)","(11.0, 14.5, 12.208333333333334)","(10.0, 16.5, 14.1)","(7.5, 9.6, 9.542857142857143)","(13.0, 16.0, 15.642857142857142)","(51.0, 55.0, 53.77777777777778)","(26.0, 60.0, 47.77777777777778)"
