,Come Along Jeffrey,Pythagoras,Sir Maximus,Francine,Zion,A Good Yarn,Dance Of Thunder,Outstanding Reward,Sugar And Sweet,Fabians Spirit,Snappy Lil Thing
08-12-2022 15:47:35.887193,"(3.4, 5.1, 4.938461538461538)","(9.0, 12.0, 11.714285714285714)","(10.0, 16.0, 15.0)","(11.0, 14.0, 13.774193548387096)","(3.9, 4.7, 4.671428571428572)","(11.0, 14.5, 13.976190476190476)","(11.0, 18.0, 15.8)","(7.5, 9.8, 9.45)","(14.0, 17.0, 16.166666666666668)","(41.0, 65.0, 56.666666666666664)","(31.0, 46.0, 40.16666666666667)"
08-12-2022 15:47:37.331022,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 10.375)","(10.0, 16.0, 14.5)","(11.0, 14.0, 13.774193548387096)","(3.9, 4.7, 4.48)","(11.0, 14.5, 13.976190476190476)","(11.0, 17.0, 15.727272727272727)","(7.5, 9.6, 9.45)","(14.0, 17.0, 16.0)","(41.0, 65.0, 56.666666666666664)","(31.0, 46.0, 40.16666666666667)"
08-12-2022 15:47:38.723008,"(3.4, 5.2, 5.057894736842106)","(9.0, 10.5, 10.375)","(10.0, 15.5, 15.25)","(11.0, 14.0, 13.774193548387096)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.5, 14.0)","(11.0, 17.0, 15.727272727272727)","(7.5, 9.6, 9.45)","(14.0, 17.0, 15.76923076923077)","(41.0, 65.0, 56.666666666666664)","(31.0, 46.0, 40.16666666666667)"
08-12-2022 15:47:40.197220,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.318181818181818)","(10.0, 16.0, 15.25)","(11.0, 14.0, 13.774193548387096)","(3.9, 4.6, 4.539130434782608)","(11.0, 15.0, 13.857142857142858)","(11.0, 17.0, 15.727272727272727)","(7.5, 9.6, 9.45)","(14.0, 17.0, 15.76923076923077)","(41.0, 65.0, 56.666666666666664)","(31.0, 46.0, 37.25)"
08-12-2022 15:47:41.649533,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.318181818181818)","(10.0, 16.0, 15.25)","(11.0, 14.0, 13.774193548387096)","(3.9, 4.6, 4.539130434782608)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.0, 15.727272727272727)","(7.5, 9.6, 9.45)","(14.0, 17.0, 15.76923076923077)","(41.0, 65.0, 56.666666666666664)","(31.0, 44.0, 37.25)"
08-12-2022 15:47:43.087545,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.318181818181818)","(10.0, 16.0, 15.25)","(11.0, 14.0, 13.774193548387096)","(3.9, 4.6, 4.539130434782608)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.0, 15.727272727272727)","(7.5, 9.6, 9.45)","(14.0, 17.0, 15.76923076923077)","(41.0, 65.0, 56.666666666666664)","(31.0, 44.0, 37.25)"
08-12-2022 15:47:44.626077,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.318181818181818)","(10.0, 16.0, 15.071428571428571)","(11.0, 14.0, 13.774193548387096)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.0, 16.0)","(7.5, 9.6, 9.45)","(14.0, 17.0, 15.76923076923077)","(41.0, 65.0, 56.666666666666664)","(31.0, 44.0, 37.25)"
08-12-2022 15:47:46.109771,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.318181818181818)","(10.0, 15.5, 15.071428571428571)","(11.0, 14.0, 13.774193548387096)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 15.75)","(7.5, 9.6, 9.42)","(14.0, 17.0, 15.588235294117647)","(41.0, 65.0, 56.666666666666664)","(31.0, 44.0, 37.25)"
08-12-2022 15:47:47.570620,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.318181818181818)","(10.0, 15.5, 15.071428571428571)","(11.0, 14.0, 13.774193548387096)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 15.75)","(7.5, 9.6, 9.42)","(14.0, 17.0, 15.588235294117647)","(41.0, 65.0, 57.0)","(31.0, 44.0, 37.25)"
08-12-2022 15:47:49.071051,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.318181818181818)","(10.0, 15.5, 15.071428571428571)","(11.0, 14.0, 13.774193548387096)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 15.75)","(7.5, 9.6, 9.42)","(14.0, 17.0, 15.588235294117647)","(41.0, 65.0, 57.5)","(31.0, 44.0, 37.57142857142857)"
08-12-2022 15:47:50.521435,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.318181818181818)","(10.0, 15.5, 15.071428571428571)","(11.0, 14.0, 13.774193548387096)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 15.75)","(7.5, 9.6, 9.42)","(14.0, 17.0, 15.588235294117647)","(41.0, 60.0, 56.666666666666664)","(31.0, 44.0, 37.57142857142857)"
08-12-2022 15:47:52.015118,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(11.0, 14.0, 13.774193548387096)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 15.75)","(7.5, 9.6, 9.42)","(14.0, 17.0, 15.588235294117647)","(41.0, 60.0, 56.666666666666664)","(31.0, 44.0, 39.55555555555556)"
08-12-2022 15:47:53.549841,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(11.0, 14.0, 13.774193548387096)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 15.75)","(7.5, 9.6, 9.42)","(14.0, 17.0, 15.588235294117647)","(41.0, 60.0, 56.666666666666664)","(31.0, 44.0, 39.55555555555556)"
08-12-2022 15:47:55.056414,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(11.0, 14.0, 13.774193548387096)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 15.75)","(7.5, 9.6, 9.42)","(14.0, 17.0, 15.588235294117647)","(41.0, 60.0, 56.666666666666664)","(31.0, 44.0, 39.55555555555556)"
08-12-2022 15:47:56.546412,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(11.0, 14.0, 13.774193548387096)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 15.75)","(7.5, 9.6, 9.42)","(14.0, 17.0, 15.588235294117647)","(41.0, 60.0, 56.666666666666664)","(31.0, 44.0, 39.55555555555556)"
08-12-2022 15:47:58.159423,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.0, 14.833333333333334)","(11.0, 14.0, 13.8)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 15.75)","(7.5, 9.6, 9.42)","(14.0, 17.0, 15.833333333333334)","(41.0, 60.0, 56.666666666666664)","(31.0, 46.0, 44.0)"
08-12-2022 15:47:59.660056,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.0, 14.833333333333334)","(11.0, 14.0, 13.8)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 15.75)","(7.5, 9.6, 9.42)","(14.0, 16.5, 15.833333333333334)","(41.0, 60.0, 56.666666666666664)","(31.0, 46.0, 44.0)"
08-12-2022 15:48:01.123163,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.0, 14.75)","(11.0, 14.0, 13.8)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 15.75)","(7.5, 9.6, 9.42)","(14.0, 16.5, 15.833333333333334)","(41.0, 60.0, 56.666666666666664)","(31.0, 46.0, 44.0)"
08-12-2022 15:48:02.590118,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 14.75)","(11.0, 14.0, 13.8)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 15.75)","(7.5, 9.6, 9.42)","(14.0, 16.5, 15.833333333333334)","(41.0, 60.0, 56.666666666666664)","(31.0, 46.0, 44.0)"
08-12-2022 15:48:04.164796,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 14.75)","(11.0, 14.0, 13.8)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 15.75)","(7.5, 9.6, 9.42)","(14.0, 16.5, 15.833333333333334)","(41.0, 60.0, 56.666666666666664)","(31.0, 46.0, 44.0)"
08-12-2022 15:48:05.758278,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 14.75)","(11.0, 14.0, 13.8)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 15.75)","(7.5, 9.6, 9.42)","(14.0, 16.5, 15.833333333333334)","(41.0, 60.0, 56.666666666666664)","(31.0, 46.0, 44.0)"
08-12-2022 15:48:07.269927,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 14.75)","(11.0, 14.0, 13.8)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 15.75)","(7.5, 9.6, 9.42)","(14.0, 16.5, 15.833333333333334)","(41.0, 60.0, 57.5)","(31.0, 46.0, 44.0)"
08-12-2022 15:48:08.728040,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 14.75)","(11.0, 14.0, 13.8)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 15.75)","(7.5, 9.6, 9.42)","(14.0, 16.5, 15.833333333333334)","(41.0, 60.0, 57.5)","(31.0, 46.0, 44.0)"
08-12-2022 15:48:10.211349,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 14.833333333333334)","(11.0, 14.0, 13.8)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 16.0)","(7.5, 9.6, 9.42)","(14.0, 16.5, 15.833333333333334)","(41.0, 60.0, 57.5)","(31.0, 46.0, 44.0)"
08-12-2022 15:48:11.839071,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.0, 14.9375)","(11.0, 14.0, 13.8)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 16.0)","(7.5, 9.6, 9.42)","(14.0, 16.5, 15.833333333333334)","(41.0, 60.0, 57.5)","(31.0, 46.0, 44.0)"
08-12-2022 15:48:13.418975,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 14.9375)","(12.0, 14.0, 13.8)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 16.0)","(7.5, 9.6, 9.42)","(14.0, 16.5, 15.833333333333334)","(41.0, 60.0, 57.5)","(31.0, 55.0, 38.375)"
08-12-2022 15:48:14.997231,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 14.9375)","(12.0, 14.0, 13.8)","(3.9, 4.6, 4.539130434782608)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 16.0)","(7.5, 9.6, 9.42)","(14.0, 16.5, 15.833333333333334)","(41.0, 60.0, 57.5)","(31.0, 55.0, 43.0)"
08-12-2022 15:48:16.554145,"(3.4, 5.2, 5.057894736842106)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 14.9375)","(12.0, 14.0, 12.6875)","(3.9, 4.6, 4.539130434782608)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 16.0)","(7.5, 9.6, 9.42)","(14.0, 16.5, 15.705882352941176)","(41.0, 60.0, 57.5)","(31.0, 50.0, 43.0)"
08-12-2022 15:48:18.195045,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 14.9375)","(12.0, 14.0, 12.95)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 16.666666666666668)","(7.5, 9.6, 9.428571428571429)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 48.0, 38.0)"
08-12-2022 15:48:19.722544,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 14.9375)","(12.0, 14.0, 12.95)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.5, 16.0)","(7.5, 9.6, 9.428571428571429)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 48.0, 38.0)"
08-12-2022 15:48:21.206735,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 12.95)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.5, 16.0)","(7.5, 9.6, 9.428571428571429)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 48.0, 38.0)"
08-12-2022 15:48:22.691765,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.774193548387096)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.5, 16.0)","(7.5, 9.6, 9.428571428571429)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 48.0, 38.0)"
08-12-2022 15:48:24.252294,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.774193548387096)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.5, 16.0)","(7.5, 9.6, 9.428571428571429)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 48.0, 38.0)"
08-12-2022 15:48:25.835740,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.774193548387096)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.5, 16.0)","(7.5, 9.6, 9.428571428571429)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 48.0, 38.0)"
08-12-2022 15:48:27.510271,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.774193548387096)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.5, 16.0)","(7.5, 9.6, 9.44)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 46.0, 37.666666666666664)"
08-12-2022 15:48:29.022788,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.8)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.5, 16.0)","(7.5, 9.6, 9.44)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 46.0, 37.111111111111114)"
08-12-2022 15:48:30.646828,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.8)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.5, 16.0)","(7.5, 9.6, 9.44)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 46.0, 37.111111111111114)"
08-12-2022 15:48:32.228876,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.8)","(3.9, 4.6, 4.568421052631579)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.5, 16.0)","(7.5, 9.6, 9.428571428571429)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 46.0, 37.111111111111114)"
08-12-2022 15:48:33.823089,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.8)","(3.9, 4.6, 4.59076923076923)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.5, 16.0)","(7.5, 9.6, 9.428571428571429)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 44.0, 38.666666666666664)"
08-12-2022 15:48:35.398071,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.8)","(3.9, 4.6, 4.59076923076923)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.0, 16.0)","(7.5, 9.6, 9.428571428571429)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 44.0, 38.666666666666664)"
08-12-2022 15:48:37.018414,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.8)","(3.9, 4.6, 4.59076923076923)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.0, 16.0)","(7.5, 9.6, 9.428571428571429)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 44.0, 38.666666666666664)"
08-12-2022 15:48:38.634721,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.8)","(3.9, 4.6, 4.59076923076923)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.0, 16.0)","(7.5, 9.6, 9.428571428571429)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 44.0, 38.666666666666664)"
08-12-2022 15:48:40.243277,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.8)","(3.9, 4.6, 4.59076923076923)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.0, 16.0)","(7.5, 9.6, 9.428571428571429)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 44.0, 38.666666666666664)"
08-12-2022 15:48:41.887804,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.8)","(3.9, 4.6, 4.59076923076923)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.0, 16.0)","(7.5, 9.6, 9.428571428571429)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 44.0, 38.666666666666664)"
08-12-2022 15:48:43.535383,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.8)","(3.9, 4.6, 4.59076923076923)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.0, 16.0)","(7.5, 9.6, 9.428571428571429)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 46.0, 41.625)"
08-12-2022 15:48:45.084466,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.8)","(3.9, 4.6, 4.59076923076923)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.5, 16.0)","(7.5, 9.6, 9.428571428571429)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 46.0, 41.625)"
08-12-2022 15:48:46.617029,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.8)","(3.9, 4.6, 4.59076923076923)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.5, 16.0)","(7.5, 9.6, 9.428571428571429)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 46.0, 41.625)"
08-12-2022 15:48:48.206748,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.8)","(3.9, 4.6, 4.59076923076923)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.5, 16.0)","(7.5, 9.6, 9.428571428571429)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 46.0, 41.625)"
08-12-2022 15:48:49.823768,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.8)","(3.9, 4.6, 4.59076923076923)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.5, 16.0)","(7.5, 9.6, 9.428571428571429)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 46.0, 41.625)"
08-12-2022 15:48:51.527022,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.8)","(3.9, 4.6, 4.59076923076923)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.5, 16.0)","(7.5, 9.6, 9.428571428571429)","(14.0, 17.0, 16.029411764705884)","(41.0, 65.0, 55.0)","(31.0, 46.0, 41.625)"
08-12-2022 15:48:53.408813,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.8)","(3.9, 4.6, 4.59076923076923)","(11.0, 14.0, 13.857142857142858)","(11.0, 17.0, 15.75)","(8.0, 9.6, 9.428571428571429)","(14.0, 17.0, 15.625)","(41.0, 65.0, 55.0)","(31.0, 46.0, 36.0)"
08-12-2022 15:48:55.164208,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 14.833333333333334)","(12.0, 14.0, 13.8)","(3.9, 4.6, 4.59076923076923)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 15.75)","(8.0, 9.6, 9.428571428571429)","(14.0, 17.0, 15.625)","(41.0, 65.0, 55.0)","(31.0, 46.0, 36.0)"
08-12-2022 15:48:56.843660,"(3.4, 5.2, 4.96)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.0, 15.071428571428571)","(12.0, 14.0, 13.65)","(3.9, 4.6, 4.59076923076923)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 15.75)","(8.0, 9.6, 9.485714285714286)","(14.0, 17.0, 15.625)","(41.0, 65.0, 55.0)","(31.0, 46.0, 36.0)"
08-12-2022 15:48:58.576157,"(3.4, 5.2, 4.9)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.588235294117647)","(3.9, 4.6, 4.59076923076923)","(11.0, 14.0, 13.857142857142858)","(11.0, 16.5, 15.6)","(8.0, 10.0, 9.64)","(14.0, 17.0, 15.625)","(41.0, 65.0, 55.0)","(31.0, 46.0, 36.0)"
08-12-2022 15:49:00.287425,"(3.4, 5.2, 4.9750000000000005)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.25)","(12.0, 14.0, 13.588235294117647)","(3.9, 4.6, 4.59076923076923)","(11.0, 14.0, 13.833333333333334)","(11.0, 16.5, 15.833333333333334)","(8.0, 10.0, 9.742857142857144)","(14.0, 17.0, 15.625)","(41.0, 65.0, 55.0)","(31.0, 46.0, 36.0)"
08-12-2022 15:49:02.013286,"(3.4, 5.2, 4.9750000000000005)","(9.0, 12.0, 11.605263157894736)","(10.0, 16.0, 15.071428571428571)","(12.0, 14.0, 13.588235294117647)","(3.9, 4.6, 4.579710144927536)","(11.0, 14.0, 13.833333333333334)","(11.0, 16.5, 15.833333333333334)","(8.0, 10.0, 9.742857142857144)","(14.0, 17.0, 15.625)","(41.0, 65.0, 55.0)","(31.0, 46.0, 36.0)"
08-12-2022 15:49:03.758505,"(3.4, 5.2, 4.9750000000000005)","(9.0, 12.0, 11.605263157894736)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.588235294117647)","(3.9, 4.6, 4.579710144927536)","(11.0, 14.0, 13.833333333333334)","(11.0, 16.5, 15.833333333333334)","(8.0, 10.0, 9.742857142857144)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 46.0, 36.0)"
08-12-2022 15:49:05.526935,"(3.4, 5.2, 5.187878787878788)","(9.0, 12.0, 10.772727272727273)","(10.0, 15.5, 15.071428571428571)","(12.0, 14.0, 13.357142857142858)","(3.9, 4.6, 4.597058823529411)","(11.0, 14.0, 13.903846153846153)","(11.0, 16.5, 15.41304347826087)","(8.0, 10.0, 9.48421052631579)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 40.0, 37.0)"
08-12-2022 15:49:07.206104,"(3.4, 5.2, 5.187878787878788)","(9.0, 11.5, 10.772727272727273)","(10.0, 15.5, 15.071428571428571)","(12.0, 13.5, 13.357142857142858)","(3.9, 4.6, 4.597058823529411)","(11.0, 14.0, 13.903846153846153)","(11.0, 15.5, 15.41304347826087)","(8.0, 9.8, 9.48421052631579)","(14.0, 17.0, 15.952380952380953)","(41.0, 65.0, 55.0)","(31.0, 40.0, 37.0)"
08-12-2022 15:49:08.850660,"(3.4, 5.2, 5.187878787878788)","(9.0, 11.5, 10.81578947368421)","(10.0, 15.5, 15.071428571428571)","(12.0, 13.5, 13.357142857142858)","(3.9, 4.6, 4.597058823529411)","(11.0, 14.0, 13.84375)","(11.0, 15.5, 15.41304347826087)","(8.0, 9.8, 9.48421052631579)","(14.0, 17.0, 16.11111111111111)","(41.0, 65.0, 55.0)","(31.0, 40.0, 37.0)"
08-12-2022 15:49:10.481718,"(3.4, 5.2, 5.187878787878788)","(9.0, 11.5, 10.81578947368421)","(10.0, 15.5, 15.071428571428571)","(12.0, 13.5, 13.357142857142858)","(3.9, 4.6, 4.597058823529411)","(11.0, 14.0, 13.84375)","(11.0, 15.5, 15.41304347826087)","(8.0, 9.8, 9.48421052631579)","(14.0, 17.0, 16.11111111111111)","(41.0, 65.0, 55.0)","(31.0, 40.0, 37.0)"
08-12-2022 15:49:12.171795,"(3.4, 5.2, 5.187878787878788)","(9.0, 11.5, 10.81578947368421)","(10.0, 15.5, 15.071428571428571)","(12.0, 13.5, 13.357142857142858)","(3.9, 4.6, 4.597058823529411)","(11.0, 14.0, 13.84375)","(11.0, 15.5, 15.41304347826087)","(8.0, 9.8, 9.48421052631579)","(14.0, 17.0, 16.11111111111111)","(41.0, 65.0, 55.0)","(31.0, 40.0, 37.0)"
