,Realaide,Top Boy,Vantan Express,Danezel,Sequin Dress,Rose Of Duporth,The Brumby
08-01-2023 14:34:54.305926,"(15.0, 23.0, 20.75)","(2.9, 3.4, 3.3504830917874395)","(5.0, 7.6, 7.449999999999999)","(4.4, 5.3, 5.292)","(10.0, 16.5, 15.904761904761905)","(3.4, 3.95, 3.928571428571429)","(31.0, 100.0, 86.0)"
08-01-2023 14:34:55.442270,"(15.0, 23.0, 20.75)","(2.9, 3.4, 3.3504830917874395)","(5.0, 7.6, 7.449999999999999)","(4.4, 5.3, 5.292)","(10.0, 16.5, 15.904761904761905)","(3.4, 3.95, 3.928571428571429)","(31.0, 100.0, 86.0)"
08-01-2023 14:34:56.631794,"(15.0, 23.0, 20.75)","(2.9, 3.4, 3.3504830917874395)","(5.0, 7.6, 7.449999999999999)","(4.4, 5.3, 5.292)","(10.0, 16.5, 15.904761904761905)","(3.4, 3.95, 3.928571428571429)","(31.0, 100.0, 86.0)"
08-01-2023 14:34:57.776190,"(15.0, 23.0, 20.75)","(2.9, 3.4, 3.3504830917874395)","(5.0, 7.6, 7.449999999999999)","(4.4, 5.3, 5.292)","(10.0, 16.5, 15.904761904761905)","(3.4, 3.95, 3.928571428571429)","(31.0, 100.0, 86.0)"
08-01-2023 14:34:58.894901,"(15.0, 23.0, 20.75)","(2.9, 3.4, 3.3504830917874395)","(5.0, 7.6, 7.449999999999999)","(4.4, 5.3, 5.292)","(10.0, 16.5, 15.904761904761905)","(3.4, 3.95, 3.928571428571429)","(31.0, 100.0, 86.0)"
08-01-2023 14:35:00.006134,"(15.0, 23.0, 20.75)","(2.9, 3.4, 3.3504830917874395)","(5.0, 7.6, 7.449999999999999)","(4.4, 5.3, 5.292)","(10.0, 16.5, 15.904761904761905)","(3.4, 3.95, 3.928571428571429)","(31.0, 100.0, 86.0)"
08-01-2023 14:35:01.054610,"(15.0, 23.0, 20.75)","(2.9, 3.4, 3.3504830917874395)","(5.0, 7.6, 7.449999999999999)","(4.4, 5.3, 5.292)","(10.0, 16.5, 15.904761904761905)","(3.4, 3.95, 3.928571428571429)","(31.0, 100.0, 86.0)"
08-01-2023 14:35:02.114574,"(15.0, 23.0, 20.75)","(2.9, 3.4, 3.3504830917874395)","(5.0, 7.6, 7.449999999999999)","(4.4, 5.3, 5.292)","(10.0, 16.5, 14.84375)","(3.4, 3.95, 3.928571428571429)","(31.0, 100.0, 86.0)"
08-01-2023 14:35:03.234059,"(15.0, 23.0, 22.2)","(2.9, 3.4, 3.3504830917874395)","(5.0, 7.6, 7.25)","(4.4, 5.3, 5.25)","(10.0, 18.5, 16.25)","(3.4, 3.95, 3.9071428571428575)","(31.0, 100.0, 86.0)"
08-01-2023 14:35:04.308071,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.4, 3.3504830917874395)","(5.0, 7.6, 7.366666666666666)","(4.4, 5.3, 5.26)","(10.0, 18.0, 16.25)","(3.4, 3.95, 3.9071428571428575)","(31.0, 100.0, 86.0)"
08-01-2023 14:35:05.392165,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.4, 3.3504830917874395)","(5.0, 7.6, 7.45)","(4.4, 5.3, 5.26)","(10.0, 18.0, 16.25)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 86.0)"
08-01-2023 14:35:06.488484,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.45)","(4.4, 5.3, 5.26)","(10.0, 18.0, 16.25)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 90.0)"
08-01-2023 14:35:07.489434,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.45)","(4.4, 5.3, 5.26)","(10.0, 18.0, 16.25)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 90.0)"
08-01-2023 14:35:08.466892,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.45)","(4.4, 5.3, 5.26)","(10.0, 18.0, 16.25)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 90.0)"
08-01-2023 14:35:09.508250,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.45)","(4.4, 5.3, 5.26)","(10.0, 18.0, 16.653846153846153)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 90.0)"
08-01-2023 14:35:10.571695,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.45)","(4.4, 5.3, 5.26)","(10.0, 18.0, 16.653846153846153)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 90.0)"
08-01-2023 14:35:11.627737,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.45)","(4.4, 5.3, 5.26)","(10.0, 18.0, 16.653846153846153)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 90.0)"
08-01-2023 14:35:12.690340,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.8, 7.278947368421052)","(4.4, 5.3, 5.25)","(10.0, 18.0, 16.653846153846153)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 90.0)"
08-01-2023 14:35:13.799280,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.8, 7.278947368421052)","(4.4, 5.3, 5.225)","(10.0, 18.0, 16.653846153846153)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 90.0)"
08-01-2023 14:35:14.906538,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.8, 7.278947368421052)","(4.4, 5.3, 5.225)","(10.0, 18.0, 16.653846153846153)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 90.0)"
08-01-2023 14:35:16.009921,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.8, 7.278947368421052)","(4.4, 5.3, 5.225)","(10.0, 18.0, 16.653846153846153)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 90.0)"
08-01-2023 14:35:17.149079,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.8, 7.278947368421052)","(4.4, 5.3, 5.225)","(10.0, 18.0, 16.653846153846153)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 90.0)"
08-01-2023 14:35:18.323099,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.8, 7.278947368421052)","(4.4, 5.3, 5.225)","(10.0, 18.0, 16.653846153846153)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 90.0)"
08-01-2023 14:35:19.397955,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.8, 7.278947368421052)","(4.4, 5.3, 5.225)","(10.0, 18.0, 16.653846153846153)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 90.0)"
08-01-2023 14:35:20.506733,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.8, 7.278947368421052)","(4.4, 5.3, 5.225)","(10.0, 18.0, 16.653846153846153)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 90.0)"
08-01-2023 14:35:21.618199,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.8, 7.278947368421052)","(4.4, 5.3, 5.225)","(10.0, 18.0, 16.653846153846153)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 90.0)"
08-01-2023 14:35:22.721253,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.8, 7.278947368421052)","(4.4, 5.3, 5.225)","(10.0, 18.0, 16.653846153846153)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 90.0)"
08-01-2023 14:35:23.971136,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.8, 7.278947368421052)","(4.4, 5.3, 5.225)","(10.0, 18.0, 16.653846153846153)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 90.0)"
08-01-2023 14:35:25.082905,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.8, 7.278947368421052)","(4.4, 5.3, 5.225)","(10.0, 18.0, 16.653846153846153)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 90.0)"
08-01-2023 14:35:26.151891,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.25, 3.239864864864865)","(5.0, 7.8, 7.278947368421052)","(4.4, 5.3, 5.25)","(10.0, 18.0, 16.653846153846153)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 90.0)"
08-01-2023 14:35:27.409698,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.25, 3.239864864864865)","(5.0, 7.8, 7.278947368421052)","(4.4, 5.3, 5.25)","(10.0, 18.0, 16.653846153846153)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 90.0)"
08-01-2023 14:35:28.478646,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.25, 3.239864864864865)","(5.0, 7.8, 7.278947368421052)","(4.4, 5.3, 5.25)","(10.0, 18.0, 16.653846153846153)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 90.0)"
08-01-2023 14:35:29.703517,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.25, 3.239333333333333)","(5.0, 7.8, 7.278947368421052)","(4.4, 5.3, 5.25)","(10.0, 18.0, 16.653846153846153)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 90.0)"
08-01-2023 14:35:30.821574,"(15.0, 23.0, 22.333333333333332)","(2.9, 3.25, 3.239333333333333)","(5.0, 7.8, 7.278947368421052)","(4.4, 5.3, 5.225)","(10.0, 18.0, 17.326923076923077)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 76.66666666666667)"
08-01-2023 14:35:31.997672,"(15.0, 23.0, 22.75)","(2.9, 3.4, 3.2846153846153845)","(5.0, 7.8, 7.273170731707317)","(4.4, 5.3, 5.225)","(10.0, 18.0, 16.125)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 76.66666666666667)"
08-01-2023 14:35:33.121348,"(15.0, 23.0, 22.75)","(2.9, 3.4, 3.2846153846153845)","(5.0, 7.8, 7.273170731707317)","(4.4, 5.3, 5.294642857142857)","(10.0, 18.0, 16.125)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 76.66666666666667)"
08-01-2023 14:35:34.332395,"(15.0, 23.0, 22.75)","(2.9, 3.4, 3.2846153846153845)","(5.0, 7.8, 7.273170731707317)","(4.4, 5.3, 5.271428571428571)","(10.0, 18.0, 16.125)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 76.66666666666667)"
08-01-2023 14:35:35.518902,"(15.0, 23.0, 22.75)","(2.9, 3.4, 3.2846153846153845)","(5.0, 7.8, 7.273170731707317)","(4.4, 5.3, 5.277777777777778)","(10.0, 18.0, 15.5625)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:35:36.700139,"(15.0, 23.0, 22.61111111111111)","(2.9, 3.4, 3.2846153846153845)","(5.0, 7.8, 7.273170731707317)","(4.4, 5.3, 5.277777777777778)","(10.0, 18.0, 16.266666666666666)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:35:37.821434,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2846153846153845)","(5.0, 7.8, 7.273170731707317)","(4.4, 5.3, 5.277777777777778)","(10.0, 18.0, 16.266666666666666)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:35:38.963329,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2846153846153845)","(5.0, 7.8, 7.273170731707317)","(4.4, 5.3, 5.277777777777778)","(10.0, 18.0, 16.266666666666666)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:35:40.144597,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2846153846153845)","(5.0, 7.8, 7.45)","(4.4, 5.3, 5.277777777777778)","(10.0, 18.0, 16.266666666666666)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:35:41.237869,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2205128205128206)","(5.0, 7.6, 7.45)","(4.4, 5.3, 5.277777777777778)","(10.0, 18.0, 16.266666666666666)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 83.42857142857143)"
08-01-2023 14:35:42.236126,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2205128205128206)","(5.0, 7.6, 7.45)","(4.4, 5.3, 5.277777777777778)","(10.0, 18.0, 16.266666666666666)","(3.4, 3.95, 3.922727272727273)","(31.0, 100.0, 83.42857142857143)"
08-01-2023 14:35:43.220923,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2205128205128206)","(5.0, 7.6, 7.45)","(4.4, 5.3, 5.277777777777778)","(10.0, 18.0, 16.266666666666666)","(3.4, 4.0, 3.978640776699029)","(31.0, 100.0, 83.42857142857143)"
08-01-2023 14:35:44.281465,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2205128205128206)","(5.0, 7.6, 7.45)","(4.4, 5.3, 5.277777777777778)","(10.0, 18.0, 16.266666666666666)","(3.4, 4.0, 3.978640776699029)","(31.0, 100.0, 83.42857142857143)"
08-01-2023 14:35:45.401422,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2205128205128206)","(5.0, 7.6, 7.45)","(4.4, 5.3, 5.277777777777778)","(10.0, 18.0, 16.266666666666666)","(3.4, 4.0, 3.978640776699029)","(31.0, 100.0, 83.42857142857143)"
08-01-2023 14:35:46.479224,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2205128205128206)","(5.0, 7.6, 7.45)","(4.4, 5.3, 5.277777777777778)","(10.0, 18.0, 16.266666666666666)","(3.4, 4.0, 3.978640776699029)","(31.0, 100.0, 83.42857142857143)"
08-01-2023 14:35:47.561200,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2205128205128206)","(5.0, 7.6, 7.45)","(4.4, 5.3, 5.277777777777778)","(10.0, 18.0, 16.266666666666666)","(3.4, 4.0, 3.978640776699029)","(31.0, 100.0, 83.42857142857143)"
08-01-2023 14:35:48.646169,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2205128205128206)","(5.0, 7.6, 7.45)","(4.4, 5.3, 5.277777777777778)","(10.0, 18.0, 15.323529411764707)","(3.4, 4.0, 3.978640776699029)","(31.0, 100.0, 83.42857142857143)"
08-01-2023 14:35:49.723023,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2205128205128206)","(5.0, 7.6, 7.3)","(4.4, 5.3, 5.277777777777778)","(10.0, 18.0, 15.323529411764707)","(3.4, 4.0, 3.978640776699029)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:35:50.826740,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2205128205128206)","(5.0, 7.6, 7.25)","(4.4, 5.3, 5.277777777777778)","(10.0, 18.0, 15.323529411764707)","(3.4, 4.0, 3.978640776699029)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:35:51.946972,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2220338983050847)","(5.0, 7.6, 7.25)","(4.4, 5.3, 5.277777777777778)","(10.0, 15.0, 14.9)","(3.4, 4.0, 3.978640776699029)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:35:53.019442,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2220338983050847)","(5.0, 7.6, 7.25)","(4.4, 5.3, 5.277777777777778)","(10.0, 15.0, 14.9)","(3.4, 4.0, 3.978640776699029)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:35:54.093061,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2220338983050847)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 15.0, 14.972222222222221)","(3.4, 4.0, 3.978640776699029)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:35:55.183398,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2846153846153845)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 15.0, 14.972222222222221)","(3.4, 4.0, 3.9784313725490197)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:35:56.079519,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2846153846153845)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 15.0, 14.972222222222221)","(3.4, 4.0, 3.9784313725490197)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:35:57.150085,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2846153846153845)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 15.0, 15.4)","(3.4, 4.0, 3.9784313725490197)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:35:58.185328,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2846153846153845)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 18.0, 15.833333333333334)","(3.4, 4.0, 3.9784313725490197)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:35:59.225374,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.5, 15.833333333333334)","(3.4, 4.0, 3.9784313725490197)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:36:00.290041,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.5, 15.5)","(3.4, 4.0, 3.979439252336449)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:36:01.380784,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.5, 15.5)","(3.4, 4.0, 3.979439252336449)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:36:02.427628,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.5, 15.5)","(3.4, 4.0, 3.979439252336449)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:36:03.461197,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.5, 15.5)","(3.4, 4.0, 3.979439252336449)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:36:04.554590,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.5, 15.5)","(3.4, 4.0, 3.979439252336449)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:36:05.609350,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.5, 15.5)","(3.4, 4.0, 3.940865384615385)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:36:06.646322,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.5, 15.5)","(3.4, 3.95, 3.940865384615385)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:36:07.663342,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.5, 15.5)","(3.4, 3.95, 3.940865384615385)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:36:08.628693,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.5, 15.5)","(3.4, 3.95, 3.940865384615385)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:36:09.564108,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.5, 15.5)","(3.4, 3.95, 3.940865384615385)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:36:10.605471,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.0, 15.928571428571429)","(3.4, 3.95, 3.940865384615385)","(31.0, 100.0, 61.33333333333333)"
08-01-2023 14:36:11.678642,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.0, 15.928571428571429)","(3.4, 3.95, 3.940865384615385)","(31.0, 100.0, 85.5)"
08-01-2023 14:36:12.826412,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.0, 15.928571428571429)","(3.4, 3.95, 3.940865384615385)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:13.888443,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.0, 15.928571428571429)","(3.4, 3.95, 3.940865384615385)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:14.970989,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.0, 15.928571428571429)","(3.4, 3.95, 3.940865384615385)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:16.051806,"(15.0, 23.0, 22.0)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.0, 15.928571428571429)","(3.4, 3.95, 3.940865384615385)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:17.114582,"(15.0, 23.0, 22.666666666666668)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.0, 15.928571428571429)","(3.4, 3.95, 3.940865384615385)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:18.163676,"(15.0, 23.0, 22.666666666666668)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.0, 15.928571428571429)","(3.4, 3.95, 3.940865384615385)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:19.206458,"(15.0, 23.0, 22.666666666666668)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.0, 15.928571428571429)","(3.4, 3.95, 3.979439252336449)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:20.226992,"(15.0, 24.0, 21.5)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.0, 15.714285714285714)","(3.4, 4.0, 3.979439252336449)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:21.218341,"(15.0, 23.0, 22.2)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.0, 15.714285714285714)","(3.4, 4.0, 3.979439252336449)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:22.173099,"(15.0, 23.0, 21.0)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 17.0, 15.2)","(3.4, 4.0, 3.979439252336449)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:23.159691,"(15.0, 23.0, 21.0)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 16.0, 14.7)","(3.4, 4.0, 3.979439252336449)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:24.135954,"(15.0, 23.0, 21.6)","(2.9, 3.4, 3.2534883720930234)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 15.5, 14.869565217391305)","(3.4, 4.0, 3.975)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:25.217657,"(15.0, 23.0, 22.53191489361702)","(2.9, 3.4, 3.258744394618834)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 15.0, 14.625)","(3.4, 4.1, 4.019642857142857)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:26.458721,"(15.0, 23.0, 22.541666666666664)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 15.0, 14.625)","(3.4, 4.1, 4.019642857142857)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:27.795198,"(15.0, 23.0, 22.568627450980394)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 15.0, 14.625)","(3.4, 4.1, 4.019642857142857)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:28.984852,"(15.0, 23.0, 22.568627450980394)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 15.0, 14.625)","(3.4, 4.1, 4.019642857142857)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:30.174537,"(15.0, 23.0, 22.568627450980394)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 15.0, 14.625)","(3.4, 4.1, 4.019642857142857)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:31.314173,"(15.0, 23.0, 22.568627450980394)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 15.0, 14.625)","(3.4, 4.1, 4.019642857142857)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:32.425532,"(15.0, 23.0, 22.568627450980394)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 15.0, 14.625)","(3.4, 4.1, 4.019642857142857)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:33.609674,"(15.0, 23.0, 22.568627450980394)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 15.0, 14.625)","(3.4, 4.1, 4.019642857142857)","(31.0, 100.0, 62.66666666666667)"
