,Realaide,Top Boy,Vantan Express,Danezel,Sequin Dress,Rose Of Duporth,The Brumby
08-01-2023 14:36:34.693293,"(15.0, 23.0, 22.568627450980394)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.277777777777778)","(10.0, 15.0, 14.625)","(3.4, 4.1, 4.019642857142857)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:35.777487,"(15.0, 23.0, 22.568627450980394)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.625)","(3.4, 4.1, 4.031818181818181)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:36.813223,"(15.0, 23.0, 22.568627450980394)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.625)","(3.4, 4.1, 4.031818181818181)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:37.847352,"(15.0, 23.0, 22.568627450980394)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.625)","(3.4, 4.1, 4.031818181818181)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:38.830739,"(15.0, 23.0, 22.568627450980394)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.625)","(3.4, 4.1, 4.031818181818181)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:39.888788,"(15.0, 23.0, 22.568627450980394)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.625)","(3.4, 4.1, 4.031818181818181)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:40.892773,"(15.0, 23.0, 22.568627450980394)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.625)","(3.4, 4.1, 4.031818181818181)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:41.841678,"(15.0, 23.0, 22.568627450980394)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.625)","(3.4, 4.1, 4.031818181818181)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:42.899407,"(15.0, 23.0, 22.568627450980394)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.625)","(3.4, 4.1, 4.031818181818181)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:44.008773,"(15.0, 23.0, 22.568627450980394)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.625)","(3.4, 4.1, 4.031818181818181)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:45.205147,"(15.0, 23.0, 22.568627450980394)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.25)","(3.4, 4.1, 4.031818181818181)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:46.357496,"(15.0, 23.0, 22.568627450980394)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.214285714285714)","(4.4, 5.3, 5.26)","(10.0, 14.5, 14.25)","(3.4, 4.1, 4.031818181818181)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:47.527435,"(15.0, 22.0, 20.0)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 14.5, 14.25)","(3.4, 4.1, 4.24)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:48.620721,"(15.0, 21.0, 19.5)","(2.9, 3.4, 3.2548387096774194)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 14.5, 14.25)","(3.4, 4.3, 4.283333333333333)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:49.754083,"(15.0, 21.0, 19.5)","(2.9, 3.4, 3.3411764705882354)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 14.5, 15.125)","(3.4, 4.3, 4.283333333333333)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:50.896452,"(15.0, 21.0, 19.5)","(2.9, 3.35, 3.3058823529411767)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.283333333333333)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:52.051767,"(15.0, 21.0, 19.5)","(2.9, 3.35, 3.3058823529411767)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.283333333333333)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:53.238449,"(15.0, 21.0, 19.5)","(2.9, 3.35, 3.3058823529411767)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.283333333333333)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:54.402537,"(15.0, 21.0, 19.5)","(2.9, 3.35, 3.3058823529411767)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.283333333333333)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:55.537798,"(15.0, 21.0, 19.5)","(2.9, 3.35, 3.3058823529411767)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.283333333333333)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:56.581335,"(15.0, 21.0, 19.5)","(2.9, 3.35, 3.3058823529411767)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.283333333333333)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:57.631968,"(15.0, 21.0, 19.5)","(2.9, 3.35, 3.3058823529411767)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.283333333333333)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:58.705576,"(15.0, 21.0, 19.5)","(2.9, 3.35, 3.3058823529411767)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.283333333333333)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:36:59.756962,"(15.0, 21.0, 19.5)","(2.9, 3.35, 3.261764705882353)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.283333333333333)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:37:00.839233,"(15.0, 21.0, 19.5)","(2.9, 3.35, 3.325806451612903)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.283333333333333)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:37:01.793221,"(15.0, 21.0, 19.5)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.283333333333333)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:37:02.909616,"(15.0, 21.0, 19.5)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.283333333333333)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:37:04.084918,"(15.0, 21.0, 19.5)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.283333333333333)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:37:05.268755,"(15.0, 21.0, 19.5)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.283333333333333)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:37:06.415687,"(15.0, 21.0, 19.5)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.283333333333333)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:37:07.540855,"(15.0, 21.0, 19.5)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.283333333333333)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:37:08.613925,"(15.0, 21.0, 19.5)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.283333333333333)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:37:09.673760,"(15.0, 21.0, 19.5)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.283333333333333)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:37:10.737213,"(15.0, 20.0, 19.0)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.283333333333333)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:37:11.969827,"(15.0, 19.5, 18.6)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.286046511627907)","(31.0, 100.0, 84.0)"
08-01-2023 14:37:13.076150,"(15.0, 19.5, 18.6)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.286046511627907)","(31.0, 100.0, 84.0)"
08-01-2023 14:37:14.155832,"(15.0, 19.5, 18.6)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.286046511627907)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:37:15.485042,"(15.0, 19.5, 18.6)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.286046511627907)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:37:16.691338,"(15.0, 19.5, 18.6)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.286046511627907)","(31.0, 100.0, 62.66666666666667)"
08-01-2023 14:37:18.025165,"(15.0, 19.5, 18.6)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.286046511627907)","(31.0, 100.0, 60.0)"
08-01-2023 14:37:19.184067,"(15.0, 19.5, 18.6)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.286046511627907)","(31.0, 100.0, 86.66666666666667)"
08-01-2023 14:37:20.327270,"(15.0, 19.5, 18.6)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.286046511627907)","(31.0, 100.0, 86.66666666666667)"
08-01-2023 14:37:21.402233,"(15.0, 19.5, 18.6)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.286046511627907)","(31.0, 100.0, 86.66666666666667)"
08-01-2023 14:37:22.528945,"(15.0, 19.5, 18.6)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.286046511627907)","(31.0, 100.0, 86.66666666666667)"
08-01-2023 14:37:23.610892,"(15.0, 19.5, 18.6)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.286046511627907)","(31.0, 100.0, 86.66666666666667)"
08-01-2023 14:37:24.685579,"(15.0, 19.5, 18.6)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.286046511627907)","(31.0, 100.0, 86.66666666666667)"
08-01-2023 14:37:25.777594,"(15.0, 19.5, 18.6)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.286046511627907)","(31.0, 100.0, 86.66666666666667)"
08-01-2023 14:37:26.730140,"(15.0, 19.5, 18.6)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.286046511627907)","(31.0, 100.0, 86.66666666666667)"
08-01-2023 14:37:27.793756,"(15.0, 19.5, 18.6)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.125)","(3.4, 4.3, 4.286046511627907)","(31.0, 100.0, 86.66666666666667)"
08-01-2023 14:37:28.926882,"(15.0, 19.5, 18.6)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.083333333333334)","(3.4, 4.3, 4.286046511627907)","(31.0, 100.0, 86.66666666666667)"
08-01-2023 14:37:30.069387,"(15.0, 19.5, 18.6)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.083333333333334)","(3.4, 4.3, 4.286046511627907)","(31.0, 100.0, 86.66666666666667)"
08-01-2023 14:37:31.209552,"(15.0, 19.5, 18.6)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 15.083333333333334)","(3.4, 4.3, 4.286046511627907)","(31.0, 100.0, 86.66666666666667)"
08-01-2023 14:37:32.327084,"(15.0, 19.5, 18.6)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.5, 14.428571428571429)","(3.4, 4.3, 4.286046511627907)","(31.0, 100.0, 86.66666666666667)"
08-01-2023 14:37:33.354999,"(15.0, 19.5, 18.6)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.0)","(3.4, 4.3, 4.286046511627907)","(31.0, 100.0, 86.66666666666667)"
08-01-2023 14:37:34.428115,"(15.0, 19.5, 18.6)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.2075471698113205)","(4.4, 5.3, 5.26)","(10.0, 14.5, 14.0)","(3.4, 4.3, 4.286046511627907)","(31.0, 100.0, 86.66666666666667)"
08-01-2023 14:37:35.494652,"(15.0, 22.0, 21.804347826086957)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.1)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:37:36.632955,"(15.0, 22.0, 21.804347826086957)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.1)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:37:37.710057,"(15.0, 22.0, 21.804347826086957)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.1)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:37:38.819061,"(15.0, 22.0, 21.804347826086957)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.1)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:37:39.830239,"(15.0, 22.0, 21.816326530612244)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.1)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:37:40.836014,"(15.0, 22.0, 21.816326530612244)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.1)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:37:41.914892,"(15.0, 22.0, 21.816326530612244)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.1)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:37:42.975628,"(15.0, 22.0, 21.816326530612244)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.1)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:37:44.021431,"(15.0, 22.0, 21.816326530612244)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.1)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:37:45.046363,"(15.0, 22.0, 21.816326530612244)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.1)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:37:46.059301,"(15.0, 22.0, 21.816326530612244)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.1)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:37:47.126668,"(15.0, 22.0, 21.816326530612244)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.1)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:37:48.226867,"(15.0, 22.0, 21.816326530612244)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.1)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:37:49.255886,"(15.0, 22.0, 21.816326530612244)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.1)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:37:50.237285,"(15.0, 22.0, 21.816326530612244)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.1)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:37:51.483318,"(15.0, 22.0, 21.816326530612244)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.1)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:37:52.704133,"(15.0, 22.0, 21.816326530612244)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.1)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:37:53.837644,"(15.0, 22.0, 21.816326530612244)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.1)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:37:54.938733,"(15.0, 22.0, 21.816326530612244)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.1)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:37:55.945890,"(15.0, 22.0, 21.816326530612244)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.1)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:37:57.037293,"(15.0, 22.0, 21.816326530612244)","(2.9, 3.35, 3.327272727272727)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 15.0, 14.0)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:37:58.261357,"(15.0, 20.0, 19.947916666666668)","(2.9, 3.35, 3.3279411764705884)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 14.5, 14.0)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:37:59.314763,"(15.0, 19.5, 18.75)","(2.9, 3.35, 3.3279411764705884)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 14.5, 14.0)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 87.14285714285714)"
08-01-2023 14:38:00.376054,"(15.0, 19.0, 18.666666666666668)","(2.9, 3.35, 3.3279411764705884)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 14.5, 14.071428571428571)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 84.0)"
08-01-2023 14:38:01.405978,"(15.0, 19.0, 18.666666666666668)","(2.9, 3.35, 3.3279411764705884)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 14.5, 14.071428571428571)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 88.57142857142857)"
08-01-2023 14:38:02.434885,"(15.0, 19.0, 18.666666666666668)","(2.9, 3.35, 3.3279411764705884)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 14.5, 14.071428571428571)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 88.57142857142857)"
08-01-2023 14:38:03.516572,"(15.0, 19.0, 18.666666666666668)","(2.9, 3.35, 3.3279411764705884)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 14.5, 14.071428571428571)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 88.57142857142857)"
08-01-2023 14:38:04.647867,"(15.0, 19.0, 18.666666666666668)","(2.9, 3.35, 3.3279411764705884)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 14.5, 14.071428571428571)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 88.57142857142857)"
08-01-2023 14:38:05.724726,"(15.0, 19.0, 18.666666666666668)","(2.9, 3.35, 3.3279411764705884)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 14.5, 14.071428571428571)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 88.57142857142857)"
08-01-2023 14:38:06.776095,"(15.0, 19.0, 18.666666666666668)","(2.9, 3.35, 3.3279411764705884)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 14.5, 14.071428571428571)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 88.57142857142857)"
08-01-2023 14:38:07.795228,"(15.0, 19.0, 18.666666666666668)","(2.9, 3.35, 3.3279411764705884)","(5.0, 7.6, 7.35)","(4.4, 5.3, 5.26)","(10.0, 14.5, 14.071428571428571)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 88.57142857142857)"
08-01-2023 14:38:08.806168,"(15.0, 19.0, 18.666666666666668)","(2.9, 3.35, 3.3279411764705884)","(5.0, 7.6, 7.4399999999999995)","(4.4, 5.3, 5.26)","(10.0, 14.5, 14.071428571428571)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 88.57142857142857)"
08-01-2023 14:38:09.845596,"(15.0, 19.0, 18.666666666666668)","(2.9, 3.35, 3.3279411764705884)","(5.0, 7.6, 7.4399999999999995)","(4.4, 5.3, 5.26)","(10.0, 14.5, 14.071428571428571)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 88.57142857142857)"
08-01-2023 14:38:10.853704,"(15.0, 19.0, 18.666666666666668)","(2.9, 3.35, 3.3279411764705884)","(5.0, 7.6, 7.4399999999999995)","(4.4, 5.3, 5.26)","(10.0, 14.5, 14.071428571428571)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 88.57142857142857)"
08-01-2023 14:38:11.882699,"(15.0, 19.0, 18.666666666666668)","(2.9, 3.35, 3.3279411764705884)","(5.0, 7.6, 7.4399999999999995)","(4.4, 5.3, 5.26)","(10.0, 14.5, 14.071428571428571)","(3.4, 4.2, 4.136036036036036)","(31.0, 100.0, 88.57142857142857)"
08-01-2023 14:38:12.813799,"(15.0, 19.0, 18.666666666666668)","(2.9, 3.35, 3.3279411764705884)","(5.0, 7.6, 7.4399999999999995)","(4.4, 5.3, 5.26)","(10.0, 14.5, 14.071428571428571)","(3.4, 4.2, 4.283333333333333)","(31.0, 100.0, 88.57142857142857)"
08-01-2023 14:38:13.918410,"(15.0, 19.0, 18.666666666666668)","(2.9, 3.35, 3.2962962962962963)","(5.0, 7.6, 7.3)","(4.4, 5.4, 5.28)","(10.0, 14.5, 14.071428571428571)","(3.4, 4.3, 4.322448979591837)","(31.0, 100.0, 73.33333333333333)"
08-01-2023 14:38:15.004425,"(15.0, 19.0, 18.666666666666668)","(2.9, 3.35, 3.2962962962962963)","(5.0, 7.6, 7.3)","(4.4, 5.3, 5.26)","(10.0, 14.5, 14.071428571428571)","(3.4, 4.4, 4.322448979591837)","(31.0, 100.0, 73.33333333333333)"
08-01-2023 14:38:16.079410,"(15.0, 19.0, 18.666666666666668)","(2.9, 3.35, 3.2962962962962963)","(5.0, 7.6, 7.3)","(4.4, 5.3, 5.26)","(10.0, 14.5, 14.071428571428571)","(3.4, 4.4, 4.322448979591837)","(31.0, 100.0, 73.33333333333333)"
