,Tobias,One For Luck,Stimo Command,Krypto Maizie,Bumpy Johnson,Gagan Dolly,Magic Mavis,Harrison House
04-01-2023 13:43:44.511216,"(6.5, 7.6, 7.509090909090909)","(3.9, 4.8, 4.30990099009901)","(4.0, 4.6, 4.46)","(3.6, 5.1, 5.016666666666667)","(12.0, 17.0, 15.875)","(10.0, 15.0, 14.865384615384615)","(21.0, 44.0, 42.666666666666664)","(10.0, 15.0, 13.235294117647058)"
04-01-2023 13:43:45.616833,"(6.5, 7.6, 7.509090909090909)","(3.9, 4.8, 4.514423076923077)","(4.0, 4.6, 4.46)","(3.6, 5.1, 5.016666666666667)","(12.0, 17.0, 16.05263157894737)","(10.0, 15.0, 14.865384615384615)","(21.0, 44.0, 42.666666666666664)","(10.0, 14.5, 12.985436893203884)"
04-01-2023 13:43:46.780928,"(6.5, 7.6, 7.509090909090909)","(3.9, 4.8, 4.514423076923077)","(4.0, 4.6, 4.46)","(3.6, 5.1, 5.016666666666667)","(12.0, 17.0, 15.875)","(10.0, 15.0, 14.839285714285714)","(21.0, 44.0, 42.592592592592595)","(10.0, 14.5, 12.985436893203884)"
04-01-2023 13:43:47.916064,"(6.5, 7.6, 7.509090909090909)","(3.9, 4.8, 4.51595744680851)","(4.0, 4.6, 4.46)","(3.6, 5.1, 5.0625)","(12.0, 17.0, 15.2)","(10.0, 15.0, 14.875)","(21.0, 50.0, 40.8)","(10.0, 14.5, 13.0)"
04-01-2023 13:43:49.009116,"(6.5, 7.6, 7.509090909090909)","(3.9, 4.4, 4.301111111111111)","(4.0, 4.6, 4.46)","(3.6, 5.1, 4.85)","(12.0, 17.0, 14.75)","(10.0, 15.0, 14.875)","(21.0, 44.0, 40.8)","(10.0, 14.5, 12.985436893203884)"
04-01-2023 13:43:50.087022,"(6.5, 7.6, 7.533333333333333)","(3.9, 5.1, 4.361538461538461)","(4.0, 4.6, 4.452173913043478)","(3.6, 5.3, 4.85)","(12.0, 17.0, 15.25)","(10.0, 15.0, 18.0)","(21.0, 44.0, 41.25)","(10.0, 14.5, 12.985436893203884)"
04-01-2023 13:43:51.155150,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.0, 4.9)","(4.0, 4.6, 4.452173913043478)","(3.6, 5.3, 4.85)","(12.0, 17.0, 15.25)","(10.0, 21.0, 16.38888888888889)","(21.0, 44.0, 41.0)","(10.0, 14.5, 12.9)"
04-01-2023 13:43:52.262136,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.0, 4.9)","(4.0, 4.6, 4.46)","(3.6, 4.9, 4.766666666666667)","(12.0, 17.0, 15.875)","(10.0, 17.5, 16.045454545454547)","(21.0, 42.0, 41.0)","(10.0, 13.0, 12.821428571428571)"
04-01-2023 13:43:53.398176,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.0, 4.9625)","(4.0, 4.6, 4.46)","(3.6, 4.9, 4.766666666666667)","(12.0, 17.0, 15.875)","(10.0, 16.5, 16.261904761904763)","(21.0, 42.0, 40.5)","(10.0, 13.0, 12.6875)"
04-01-2023 13:43:54.532746,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.0, 4.9625)","(4.0, 4.6, 4.46)","(3.6, 4.9, 4.707142857142857)","(12.0, 17.0, 16.05263157894737)","(10.0, 16.5, 16.051724137931036)","(21.0, 42.0, 40.588235294117645)","(10.0, 13.0, 12.214285714285714)"
04-01-2023 13:43:55.586205,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.0, 4.968421052631579)","(4.0, 4.6, 4.46)","(3.6, 4.9, 4.766666666666667)","(12.0, 17.0, 16.05263157894737)","(10.0, 16.5, 16.033333333333335)","(21.0, 42.0, 40.588235294117645)","(10.0, 13.0, 12.090909090909092)"
04-01-2023 13:43:56.643771,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.0, 4.9625)","(4.0, 4.6, 4.46)","(3.6, 4.9, 4.766666666666667)","(12.0, 17.0, 15.714285714285714)","(10.0, 16.5, 16.033333333333335)","(21.0, 42.0, 40.666666666666664)","(10.0, 13.0, 12.090909090909092)"
04-01-2023 13:43:57.689389,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.0, 4.916666666666667)","(4.0, 4.6, 4.46)","(3.6, 4.9, 4.766666666666667)","(12.0, 17.0, 15.714285714285714)","(10.0, 16.5, 16.033333333333335)","(21.0, 42.0, 40.666666666666664)","(10.0, 13.0, 12.166666666666666)"
04-01-2023 13:43:58.775631,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.0, 4.916666666666667)","(4.0, 4.6, 4.46)","(3.6, 5.1, 4.866666666666666)","(12.0, 17.0, 15.03125)","(10.0, 16.5, 16.14)","(21.0, 42.0, 40.666666666666664)","(10.0, 13.0, 12.083333333333334)"
04-01-2023 13:43:59.920013,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.0, 4.916666666666667)","(4.0, 4.6, 4.46)","(3.6, 5.1, 4.85)","(12.0, 17.0, 15.714285714285714)","(10.0, 16.5, 15.85)","(21.0, 42.0, 35.333333333333336)","(10.0, 12.5, 11.777777777777779)"
04-01-2023 13:44:01.012520,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.0, 4.8125)","(4.0, 4.6, 4.46)","(3.6, 5.1, 4.914285714285715)","(12.0, 17.0, 15.875)","(10.0, 16.0, 15.884615384615385)","(21.0, 42.0, 37.0)","(10.0, 12.0, 11.166666666666666)"
04-01-2023 13:44:02.035962,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.0, 4.8125)","(4.0, 4.6, 4.46)","(3.6, 5.3, 4.914285714285715)","(12.0, 17.0, 15.875)","(10.0, 16.0, 15.85)","(21.0, 42.0, 36.526315789473685)","(10.0, 12.0, 11.666666666666666)"
04-01-2023 13:44:03.056562,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.0, 4.816666666666666)","(4.0, 4.6, 4.46)","(3.6, 5.3, 4.914285714285715)","(12.0, 17.0, 16.05263157894737)","(10.0, 16.0, 15.85)","(21.0, 42.0, 36.526315789473685)","(10.0, 12.0, 11.5)"
04-01-2023 13:44:04.084665,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.0, 4.816666666666666)","(4.0, 4.6, 4.46)","(3.6, 5.3, 4.914285714285715)","(12.0, 17.0, 16.05263157894737)","(10.0, 16.0, 15.75)","(21.0, 42.0, 35.88235294117647)","(10.0, 12.0, 11.938775510204081)"
04-01-2023 13:44:05.122136,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.0, 4.816666666666666)","(4.0, 4.6, 4.46)","(3.6, 5.3, 4.8578947368421055)","(12.0, 17.0, 15.714285714285714)","(10.0, 16.0, 15.75)","(21.0, 42.0, 35.88235294117647)","(10.0, 12.0, 11.785714285714286)"
04-01-2023 13:44:06.182012,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.0, 4.666666666666667)","(3.9, 4.6, 4.46)","(3.6, 5.3, 4.8578947368421055)","(12.0, 17.0, 13.85)","(12.0, 16.0, 15.75)","(21.0, 42.0, 35.88235294117647)","(10.0, 12.5, 11.7)"
04-01-2023 13:44:07.203496,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.0, 4.631578947368421)","(3.9, 4.6, 4.46)","(3.6, 5.3, 4.836363636363637)","(12.0, 17.0, 13.85)","(12.0, 16.0, 15.76923076923077)","(21.0, 42.0, 35.88235294117647)","(10.0, 12.5, 11.916666666666666)"
04-01-2023 13:44:08.227889,"(6.5, 7.6, 7.509090909090909)","(3.9, 4.9, 4.688235294117647)","(3.9, 4.6, 4.46)","(3.7, 5.3, 4.8578947368421055)","(12.0, 17.0, 15.714285714285714)","(12.0, 16.0, 14.88888888888889)","(21.0, 42.0, 36.0)","(10.0, 12.0, 12.4375)"
04-01-2023 13:44:09.258560,"(6.5, 7.6, 7.509090909090909)","(3.9, 4.9, 4.800000000000001)","(3.9, 4.6, 4.46)","(3.7, 5.3, 4.8578947368421055)","(12.0, 17.0, 15.714285714285714)","(12.0, 15.0, 14.88888888888889)","(21.0, 38.0, 36.0)","(10.0, 13.0, 12.333333333333334)"
04-01-2023 13:44:10.340815,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.1, 4.8428571428571425)","(3.9, 4.6, 4.452173913043478)","(3.7, 5.3, 4.8578947368421055)","(12.0, 17.0, 15.875)","(12.0, 15.0, 14.88888888888889)","(21.0, 38.0, 34.8)","(10.0, 13.0, 12.5)"
04-01-2023 13:44:11.353171,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.1, 4.9)","(3.9, 4.6, 4.452173913043478)","(3.7, 5.3, 4.836363636363637)","(12.0, 17.0, 15.875)","(12.0, 15.0, 15.071428571428571)","(21.0, 38.0, 34.30769230769231)","(10.0, 13.0, 12.333333333333334)"
04-01-2023 13:44:12.331336,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.1, 4.976923076923077)","(3.9, 4.6, 4.452173913043478)","(3.7, 5.3, 4.836363636363637)","(12.0, 17.0, 15.875)","(12.0, 16.0, 15.1)","(21.0, 38.0, 32.88)","(10.0, 14.0, 12.166666666666666)"
04-01-2023 13:44:13.414130,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.1, 4.9)","(3.9, 4.6, 4.452173913043478)","(3.7, 5.3, 4.8578947368421055)","(12.0, 17.0, 15.2)","(12.0, 15.5, 15.166666666666666)","(21.0, 38.0, 34.1)","(10.0, 13.0, 12.11111111111111)"
04-01-2023 13:44:14.539355,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.1, 4.7785714285714285)","(3.9, 4.6, 4.452173913043478)","(3.7, 5.3, 4.8578947368421055)","(12.0, 17.0, 15.25)","(12.0, 15.5, 15.166666666666666)","(21.0, 38.0, 34.142857142857146)","(10.0, 13.0, 12.11111111111111)"
04-01-2023 13:44:15.653521,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.1, 4.790909090909091)","(3.9, 4.6, 4.46)","(3.7, 5.3, 4.8578947368421055)","(12.0, 17.0, 15.25)","(12.0, 15.5, 15.166666666666666)","(21.0, 38.0, 34.142857142857146)","(10.0, 13.0, 12.11111111111111)"
04-01-2023 13:44:16.790863,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.1, 4.790909090909091)","(3.9, 4.6, 4.46)","(3.7, 5.3, 4.8578947368421055)","(12.0, 17.0, 15.875)","(12.0, 15.5, 15.166666666666666)","(21.0, 38.0, 33.666666666666664)","(10.0, 13.0, 12.1)"
04-01-2023 13:44:17.855090,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.1, 4.94)","(3.9, 4.6, 4.452173913043478)","(3.7, 5.3, 4.8578947368421055)","(12.0, 17.0, 15.875)","(12.0, 15.5, 15.166666666666666)","(21.0, 38.0, 33.666666666666664)","(10.0, 13.0, 12.428571428571429)"
04-01-2023 13:44:18.892965,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.1, 4.947619047619048)","(3.9, 4.6, 4.452173913043478)","(3.7, 5.3, 4.8578947368421055)","(12.0, 17.0, 15.875)","(12.0, 15.5, 15.083333333333334)","(21.0, 38.0, 33.666666666666664)","(10.0, 13.0, 12.25)"
04-01-2023 13:44:19.958046,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.1, 5.011111111111111)","(3.9, 4.6, 4.452173913043478)","(3.7, 5.3, 4.8578947368421055)","(12.0, 17.0, 15.875)","(12.0, 16.0, 15.25)","(21.0, 38.0, 33.76470588235294)","(10.0, 13.0, 11.875)"
04-01-2023 13:44:21.036470,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.1, 5.011111111111111)","(3.9, 4.6, 4.452173913043478)","(3.7, 5.3, 4.937037037037037)","(12.0, 17.0, 15.875)","(12.0, 15.5, 15.35)","(21.0, 38.0, 33.76470588235294)","(10.0, 12.5, 11.653846153846153)"
04-01-2023 13:44:22.129805,"(6.5, 7.8, 7.666666666666667)","(3.9, 5.1, 5.055555555555555)","(3.9, 4.6, 4.452173913043478)","(3.7, 5.3, 4.8578947368421055)","(12.0, 17.0, 15.2)","(12.0, 15.5, 15.35)","(21.0, 38.0, 33.76470588235294)","(10.0, 12.5, 11.88888888888889)"
04-01-2023 13:44:23.173326,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.1, 5.038461538461538)","(3.9, 4.6, 4.452173913043478)","(3.7, 5.3, 4.8578947368421055)","(12.0, 17.0, 15.666666666666666)","(12.0, 15.5, 15.411764705882353)","(21.0, 38.0, 33.76470588235294)","(10.0, 12.5, 11.653846153846153)"
04-01-2023 13:44:24.241072,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.1, 5.0625)","(3.9, 4.6, 4.452173913043478)","(3.7, 5.3, 4.8578947368421055)","(12.0, 17.0, 15.2)","(12.0, 15.5, 15.411764705882353)","(21.0, 38.0, 33.76470588235294)","(10.0, 12.5, 11.666666666666666)"
04-01-2023 13:44:25.271724,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.3, 5.107142857142857)","(3.9, 4.6, 4.452173913043478)","(3.7, 5.3, 4.8578947368421055)","(12.0, 17.0, 15.2)","(12.0, 15.5, 14.75)","(21.0, 38.0, 33.76470588235294)","(10.0, 12.5, 11.75)"
04-01-2023 13:44:26.404958,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.3, 5.009803921568627)","(3.9, 4.6, 4.46)","(3.7, 5.3, 4.866666666666667)","(12.0, 17.0, 15.958333333333334)","(12.0, 15.0, 14.772727272727273)","(21.0, 38.0, 33.76470588235294)","(10.0, 12.0, 11.375)"
04-01-2023 13:44:27.463733,"(6.5, 7.6, 7.509090909090909)","(3.9, 5.0, 4.705960264900662)","(3.9, 4.6, 4.46)","(3.7, 5.3, 4.866666666666667)","(12.0, 17.0, 15.958333333333334)","(12.0, 16.0, 14.7)","(21.0, 38.0, 33.76470588235294)","(10.0, 11.5, 11.53125)"
04-01-2023 13:44:28.493145,"(6.5, 7.8, 7.666666666666667)","(3.9, 5.0, 4.607843137254902)","(3.9, 4.6, 4.46)","(3.7, 5.3, 4.794444444444444)","(12.0, 17.0, 15.958333333333334)","(12.0, 16.0, 14.7)","(21.0, 38.0, 33.76470588235294)","(10.0, 12.0, 11.325)"
04-01-2023 13:44:29.484107,"(6.5, 8.0, 7.733333333333333)","(3.9, 4.8, 4.6)","(3.9, 4.6, 4.46)","(3.7, 5.3, 4.866666666666667)","(12.0, 17.0, 16.6875)","(12.0, 16.0, 15.5)","(21.0, 38.0, 34.57142857142857)","(10.0, 12.0, 11.5)"
04-01-2023 13:44:30.491508,"(6.5, 8.6, 7.933333333333333)","(3.9, 4.2, 4.1890625)","(3.9, 4.8, 4.742857142857143)","(3.7, 5.4, 4.885714285714285)","(12.0, 17.0, 16.77777777777778)","(12.0, 16.0, 16.833333333333332)","(21.0, 38.0, 35.666666666666664)","(10.0, 12.0, 12.071428571428571)"
04-01-2023 13:44:31.579199,"(6.5, 8.6, 8.257142857142856)","(3.9, 4.5, 4.416666666666667)","(3.9, 4.9, 4.688888888888889)","(3.7, 5.4, 5.033333333333333)","(12.0, 17.0, 16.866666666666667)","(12.0, 17.5, 16.833333333333332)","(21.0, 38.0, 43.111111111111114)","(10.0, 12.5, 11.895833333333334)"
04-01-2023 13:44:32.673072,"(6.5, 8.6, 8.266666666666666)","(3.9, 4.5, 4.26)","(3.9, 4.8, 4.688888888888889)","(3.7, 5.4, 5.0)","(12.0, 17.0, 16.866666666666667)","(12.0, 17.0, 16.375)","(21.0, 44.0, 43.2)","(10.0, 12.0, 11.895833333333334)"
04-01-2023 13:44:33.775869,"(6.5, 8.8, 8.742857142857144)","(4.0, 4.5, 4.4714285714285715)","(3.8, 4.8, 4.610526315789474)","(3.7, 5.4, 5.0)","(11.0, 17.0, 18.31578947368421)","(11.0, 16.5, 16.166666666666668)","(21.0, 44.0, 41.6)","(9.0, 12.0, 11.895833333333334)"
04-01-2023 13:44:34.812892,"(6.5, 8.6, 8.433333333333334)","(4.0, 4.6, 4.58)","(3.8, 4.8, 4.610526315789474)","(3.7, 5.1, 4.92)","(11.0, 19.5, 18.55263157894737)","(11.0, 16.5, 16.3)","(21.0, 42.0, 41.333333333333336)","(9.0, 12.0, 11.833333333333334)"
04-01-2023 13:44:35.861179,"(6.5, 8.6, 8.433333333333334)","(4.0, 4.7, 4.357142857142857)","(3.8, 4.8, 4.45)","(3.7, 5.1, 4.966666666666667)","(11.0, 19.5, 16.3)","(11.0, 16.5, 16.3)","(21.0, 42.0, 38.666666666666664)","(9.0, 12.0, 11.692307692307692)"
04-01-2023 13:44:36.954324,"(6.5, 8.6, 8.433333333333334)","(3.7, 4.7, 4.316666666666666)","(3.9, 4.8, 4.45)","(3.7, 5.1, 4.9375)","(12.0, 19.5, 16.3)","(11.0, 16.5, 16.4)","(21.0, 42.0, 36.285714285714285)","(9.0, 12.0, 11.692307692307692)"
04-01-2023 13:44:38.088863,"(6.5, 8.6, 8.433333333333334)","(3.7, 4.6, 4.327272727272727)","(3.9, 4.8, 4.44)","(3.7, 5.1, 5.023529411764706)","(12.0, 19.5, 16.666666666666668)","(11.0, 16.5, 16.3)","(21.0, 42.0, 39.5)","(9.0, 12.0, 11.375)"
04-01-2023 13:44:39.250142,"(6.5, 8.6, 8.433333333333334)","(3.7, 4.6, 4.327272727272727)","(3.9, 4.8, 4.44)","(3.7, 5.1, 5.027586206896552)","(12.0, 19.0, 16.5)","(11.0, 16.5, 16.3)","(21.0, 42.0, 40.0)","(9.0, 11.5, 11.34375)"
04-01-2023 13:44:40.410858,"(6.5, 8.6, 8.433333333333334)","(3.7, 4.6, 4.321428571428571)","(3.9, 4.8, 4.5)","(3.7, 5.1, 5.027586206896552)","(12.0, 19.0, 18.65)","(11.0, 16.5, 15.6)","(21.0, 42.0, 40.0)","(9.0, 11.5, 11.34375)"
04-01-2023 13:44:41.510743,"(6.5, 8.6, 8.433333333333334)","(3.7, 4.5, 4.314285714285714)","(3.9, 4.8, 4.5)","(3.7, 5.1, 5.027586206896552)","(12.0, 19.0, 18.65)","(11.0, 16.0, 15.92)","(21.0, 42.0, 40.0)","(9.0, 11.5, 11.368421052631579)"
04-01-2023 13:44:42.582498,"(6.5, 8.6, 8.463636363636363)","(3.7, 4.5, 4.327272727272727)","(3.9, 4.8, 4.643478260869565)","(3.7, 5.1, 5.027586206896552)","(12.0, 19.0, 18.6)","(11.0, 16.0, 15.92)","(21.0, 42.0, 40.608695652173914)","(9.0, 11.5, 11.368421052631579)"
04-01-2023 13:44:43.579009,"(6.5, 8.6, 8.463636363636363)","(3.7, 4.5, 4.388235294117647)","(3.9, 4.8, 4.643478260869565)","(3.7, 5.1, 5.027586206896552)","(12.0, 19.0, 18.6)","(11.0, 16.0, 15.92)","(21.0, 42.0, 40.608695652173914)","(9.0, 11.5, 11.34375)"
04-01-2023 13:44:44.643815,"(6.5, 8.6, 8.463636363636363)","(3.7, 4.5, 4.390909090909091)","(3.9, 4.8, 4.652631578947368)","(3.7, 5.1, 5.027586206896552)","(12.0, 19.0, 18.23076923076923)","(11.0, 16.0, 14.827586206896552)","(21.0, 42.0, 40.54545454545455)","(9.0, 11.5, 12.178571428571429)"
04-01-2023 13:44:45.786662,"(6.5, 8.6, 8.463636363636363)","(3.7, 4.5, 4.390909090909091)","(3.9, 4.8, 4.652631578947368)","(3.7, 5.1, 5.027586206896552)","(12.0, 19.0, 17.75)","(11.0, 15.0, 14.821428571428571)","(21.0, 42.0, 39.333333333333336)","(9.0, 12.5, 11.6875)"
04-01-2023 13:44:46.945332,"(6.5, 8.6, 8.463636363636363)","(3.7, 4.5, 4.388235294117647)","(3.9, 4.8, 4.652631578947368)","(3.7, 5.1, 5.027586206896552)","(12.0, 19.0, 17.75)","(11.0, 15.0, 14.666666666666666)","(21.0, 42.0, 39.714285714285715)","(9.0, 12.0, 11.590909090909092)"
04-01-2023 13:44:48.083606,"(6.5, 8.6, 8.458823529411765)","(3.7, 4.5, 4.394117647058823)","(3.9, 4.8, 4.647619047619047)","(3.7, 5.1, 5.036)","(12.0, 19.0, 17.703703703703702)","(11.0, 15.0, 14.833333333333334)","(21.0, 42.0, 40.666666666666664)","(9.0, 12.0, 11.615384615384615)"
04-01-2023 13:44:49.156707,"(6.5, 8.6, 8.323076923076924)","(3.7, 4.5, 4.343478260869565)","(3.9, 4.8, 4.553846153846154)","(3.8, 5.1, 5.036)","(12.0, 19.0, 17.703703703703702)","(11.0, 15.0, 14.833333333333334)","(21.0, 42.0, 40.666666666666664)","(9.0, 12.0, 11.615384615384615)"
04-01-2023 13:44:50.179736,"(6.5, 8.8, 8.50909090909091)","(3.7, 4.5, 4.310526315789473)","(3.9, 4.8, 4.5212121212121215)","(3.8, 5.1, 5.036)","(12.0, 19.0, 17.565217391304348)","(11.0, 16.0, 15.25)","(21.0, 42.0, 39.714285714285715)","(9.0, 12.0, 11.615384615384615)"
04-01-2023 13:44:51.371496,"(6.5, 8.8, 8.50909090909091)","(3.7, 4.5, 4.394117647058823)","(3.9, 4.8, 4.482758620689656)","(3.8, 5.1, 5.036)","(12.0, 19.0, 17.75)","(11.0, 16.0, 15.470588235294118)","(21.0, 42.0, 40.666666666666664)","(9.0, 12.0, 11.444444444444445)"
04-01-2023 13:44:52.524149,"(6.5, 8.8, 8.50909090909091)","(3.7, 4.5, 4.394117647058823)","(3.9, 4.8, 4.48)","(3.8, 5.1, 5.045)","(12.0, 19.0, 17.4375)","(11.0, 16.0, 15.25)","(21.0, 42.0, 39.714285714285715)","(9.0, 11.5, 11.441176470588236)"
04-01-2023 13:44:53.648160,"(6.5, 8.6, 8.35)","(3.7, 4.5, 4.394117647058823)","(3.9, 4.8, 4.48)","(3.8, 5.1, 5.214285714285714)","(12.0, 19.0, 17.91304347826087)","(11.0, 16.0, 15.25)","(21.0, 42.0, 39.714285714285715)","(9.0, 11.5, 11.441176470588236)"
04-01-2023 13:44:54.714614,"(6.5, 8.6, 8.233333333333333)","(3.7, 4.5, 4.394117647058823)","(3.9, 4.8, 4.48)","(3.8, 5.3, 5.157894736842105)","(12.0, 19.0, 17.91304347826087)","(11.0, 16.0, 14.371794871794872)","(21.0, 42.0, 40.666666666666664)","(9.0, 11.5, 11.441176470588236)"
04-01-2023 13:44:55.778333,"(6.5, 8.6, 8.42)","(3.7, 4.5, 4.394117647058823)","(3.9, 4.8, 4.525714285714286)","(3.8, 5.4, 5.1535714285714285)","(12.0, 19.0, 17.91304347826087)","(11.0, 14.5, 15.166666666666666)","(21.0, 42.0, 39.714285714285715)","(9.0, 11.5, 11.441176470588236)"
04-01-2023 13:44:56.834039,"(6.5, 8.6, 8.35)","(3.7, 4.5, 4.394117647058823)","(3.9, 4.8, 4.525714285714286)","(3.8, 5.4, 5.183333333333334)","(12.0, 19.0, 17.91304347826087)","(11.0, 15.5, 15.0)","(21.0, 42.0, 40.4)","(9.0, 11.5, 11.75)"
04-01-2023 13:44:57.970582,"(6.5, 8.8, 8.533333333333333)","(3.7, 4.5, 4.368965517241379)","(3.9, 4.8, 4.48)","(3.8, 5.2, 5.183333333333334)","(12.0, 19.0, 17.91304347826087)","(11.0, 16.0, 14.846153846153847)","(21.0, 42.0, 39.09090909090909)","(9.0, 12.0, 11.375)"
04-01-2023 13:44:59.165332,"(6.5, 8.8, 8.466666666666667)","(3.7, 4.5, 4.368965517241379)","(3.9, 4.8, 4.478260869565218)","(3.8, 5.2, 5.1375)","(12.0, 19.0, 17.75)","(11.0, 16.0, 15.4)","(21.0, 42.0, 40.0)","(9.0, 11.5, 11.375)"
04-01-2023 13:45:00.346541,"(6.5, 8.8, 8.35)","(3.7, 4.5, 4.425000000000001)","(3.9, 4.7, 4.552173913043478)","(3.8, 5.2, 5.1066666666666665)","(12.0, 19.0, 17.928571428571427)","(11.0, 16.0, 14.840909090909092)","(21.0, 42.0, 40.0)","(9.0, 11.5, 11.055555555555555)"
04-01-2023 13:45:01.414923,"(6.5, 8.8, 8.266666666666667)","(3.7, 4.5, 4.476190476190476)","(3.9, 4.7, 4.552173913043478)","(3.8, 5.2, 5.08421052631579)","(12.0, 19.0, 18.166666666666668)","(11.0, 15.0, 15.779411764705882)","(21.0, 42.0, 40.0)","(9.0, 11.5, 11.4375)"
04-01-2023 13:45:02.485750,"(6.5, 8.8, 8.266666666666667)","(3.7, 4.6, 4.556521739130434)","(3.9, 4.7, 4.54)","(3.8, 5.2, 5.104347826086957)","(12.0, 19.0, 18.166666666666668)","(11.0, 16.0, 15.779411764705882)","(21.0, 42.0, 40.0)","(9.0, 11.5, 11.555555555555555)"
04-01-2023 13:45:03.615876,"(6.5, 8.8, 8.145454545454546)","(3.7, 4.6, 4.52)","(3.9, 4.7, 4.54)","(3.8, 5.1, 4.975)","(12.0, 19.0, 18.166666666666668)","(11.0, 16.0, 15.742857142857144)","(21.0, 42.0, 40.0)","(9.0, 12.0, 11.428571428571429)"
04-01-2023 13:45:04.724110,"(6.5, 8.8, 8.266666666666667)","(3.7, 4.6, 4.52)","(3.9, 4.7, 4.54)","(3.8, 5.0, 4.96)","(12.0, 19.0, 18.307692307692307)","(11.0, 16.0, 15.742857142857144)","(21.0, 42.0, 40.0)","(9.0, 12.0, 11.666666666666666)"
04-01-2023 13:45:05.757836,"(6.5, 8.6, 8.17142857142857)","(3.7, 4.6, 4.457142857142857)","(3.9, 4.7, 4.506451612903226)","(3.8, 5.0, 4.96)","(12.0, 19.0, 18.307692307692307)","(11.0, 16.0, 15.352941176470589)","(21.0, 42.0, 40.0)","(9.0, 12.0, 11.75)"
04-01-2023 13:45:06.796426,"(6.5, 8.6, 8.08)","(3.7, 4.6, 4.418181818181819)","(3.9, 4.7, 4.506451612903226)","(3.8, 5.0, 4.906666666666666)","(12.0, 19.0, 18.0)","(11.0, 15.5, 15.352941176470589)","(21.0, 42.0, 40.0)","(9.0, 12.0, 11.75)"
04-01-2023 13:45:07.909411,"(6.5, 8.6, 8.17142857142857)","(3.7, 4.6, 4.418181818181819)","(3.9, 4.7, 4.469230769230769)","(3.8, 5.0, 4.906666666666666)","(12.0, 19.0, 18.1)","(11.0, 15.5, 15.352941176470589)","(21.0, 42.0, 40.0)","(9.0, 12.0, 11.1875)"
04-01-2023 13:45:08.989449,"(6.5, 8.6, 8.1)","(3.7, 4.5, 4.457142857142857)","(3.9, 4.7, 4.5344827586206895)","(3.8, 5.0, 4.955555555555556)","(12.0, 19.0, 18.181818181818183)","(11.0, 15.5, 15.352941176470589)","(21.0, 42.0, 40.0)","(9.0, 11.5, 11.291666666666666)"
04-01-2023 13:45:10.116270,"(6.5, 8.6, 8.1)","(3.7, 4.5, 4.446875)","(3.9, 4.7, 4.546153846153846)","(3.8, 5.0, 4.9)","(12.0, 19.0, 17.125)","(11.0, 15.5, 15.352941176470589)","(21.0, 42.0, 40.0)","(9.0, 11.5, 11.142857142857142)"
04-01-2023 13:45:11.278255,"(6.5, 8.6, 8.17142857142857)","(3.7, 4.5, 4.461538461538462)","(3.9, 4.7, 4.546153846153846)","(3.8, 5.0, 4.9)","(12.0, 19.0, 16.916666666666668)","(11.0, 15.5, 15.25)","(21.0, 42.0, 40.0)","(9.0, 11.5, 11.1875)"
04-01-2023 13:45:12.281944,"(6.5, 8.4, 8.1)","(3.7, 4.6, 4.59047619047619)","(3.9, 4.7, 4.536363636363636)","(3.8, 5.0, 4.9)","(12.0, 19.0, 17.958333333333332)","(11.0, 15.5, 14.93421052631579)","(21.0, 42.0, 40.0)","(9.0, 11.5, 11.421875)"
04-01-2023 13:45:13.320391,"(6.5, 8.4, 7.9)","(3.7, 4.7, 4.66764705882353)","(3.9, 4.7, 4.536363636363636)","(3.8, 5.0, 4.842105263157895)","(12.0, 19.0, 17.181818181818183)","(11.0, 15.0, 16.435483870967744)","(21.0, 42.0, 40.0)","(9.0, 11.5, 11.424242424242424)"
