,Velocity Touched,Tiffany Twisted,Secret Angel,Book Book,In The Thirties,Old Ace Banner,Context,Blazing Bob
05-01-2023 12:25:37.099078,"(5.5, 7.2, 7.03859649122807)","(61.0, 230.0, 220.0)","(31.0, 85.0, 82.22222222222223)","(61.0, 210.0, 205.0)","(81.0, 330.0, 273.75)","(61.0, 230.0, 227.5)","(1.85, 2.14, 2.121904761904762)","(2.4, 2.82, 2.833333333333333)"
05-01-2023 12:25:38.234813,"(5.5, 7.2, 7.043137254901961)","(61.0, 230.0, 215.0)","(31.0, 85.0, 72.5)","(61.0, 210.0, 205.0)","(81.0, 330.0, 188.33333333333334)","(61.0, 230.0, 227.5)","(1.85, 2.16, 2.196341463414634)","(2.4, 2.84, 2.818461538461538)"
05-01-2023 12:25:39.372316,"(5.5, 7.2, 6.472727272727273)","(61.0, 230.0, 215.0)","(31.0, 85.0, 72.5)","(61.0, 210.0, 205.0)","(81.0, 330.0, 188.33333333333334)","(61.0, 230.0, 227.5)","(1.85, 2.2, 2.1956626506024097)","(2.4, 2.82, 2.818461538461538)"
05-01-2023 12:25:40.446780,"(5.5, 7.0, 6.92)","(61.0, 250.0, 215.0)","(31.0, 85.0, 82.22222222222223)","(61.0, 210.0, 206.66666666666666)","(81.0, 330.0, 282.77777777777777)","(61.0, 230.0, 227.5)","(1.85, 2.2, 2.1790000000000003)","(2.4, 2.82, 2.8129411764705883)"
05-01-2023 12:25:41.443456,"(5.5, 7.2, 6.819047619047619)","(61.0, 250.0, 206.36363636363637)","(31.0, 85.0, 80.78947368421052)","(61.0, 220.0, 206.66666666666666)","(81.0, 330.0, 282.3529411764706)","(61.0, 230.0, 226.66666666666666)","(1.85, 2.18, 2.177)","(2.4, 2.82, 2.8085714285714283)"
05-01-2023 12:25:42.607774,"(5.5, 7.0, 6.9)","(61.0, 220.0, 210.52631578947367)","(31.0, 85.0, 79.85714285714286)","(61.0, 220.0, 206.0)","(81.0, 320.0, 299.2857142857143)","(61.0, 230.0, 226.0)","(1.85, 2.18, 2.196)","(2.4, 2.82, 2.77)"
05-01-2023 12:25:43.721677,"(5.5, 7.0, 6.95)","(61.0, 220.0, 208.0)","(31.0, 85.0, 79.85714285714286)","(61.0, 210.0, 200.0)","(81.0, 310.0, 299.2857142857143)","(61.0, 230.0, 226.66666666666666)","(1.85, 2.22, 2.1900000000000004)","(2.4, 2.82, 2.741052631578947)"
05-01-2023 12:25:44.894933,"(5.5, 7.0, 6.92)","(61.0, 220.0, 190.0)","(31.0, 85.0, 79.85714285714286)","(61.0, 210.0, 200.0)","(81.0, 310.0, 299.2857142857143)","(61.0, 230.0, 226.66666666666666)","(1.85, 2.2, 2.205)","(2.4, 2.76, 2.7150000000000003)"
05-01-2023 12:25:46.068989,"(5.5, 7.2, 7.059459459459459)","(61.0, 220.0, 190.0)","(31.0, 85.0, 79.85714285714286)","(61.0, 210.0, 200.0)","(81.0, 310.0, 193.33333333333334)","(61.0, 230.0, 213.33333333333334)","(1.85, 2.24, 2.2025)","(2.4, 2.74, 2.722857142857143)"
05-01-2023 12:25:47.219574,"(5.5, 7.2, 7.0588235294117645)","(61.0, 220.0, 187.27272727272728)","(31.0, 80.0, 75.9090909090909)","(61.0, 210.0, 200.0)","(81.0, 310.0, 184.44444444444446)","(61.0, 230.0, 213.33333333333334)","(1.85, 2.24, 2.210588235294118)","(2.4, 2.74, 2.736666666666667)"
05-01-2023 12:25:48.374247,"(5.5, 7.2, 7.0588235294117645)","(61.0, 220.0, 170.9090909090909)","(31.0, 80.0, 76.42857142857143)","(61.0, 210.0, 205.0)","(81.0, 300.0, 230.0)","(61.0, 230.0, 213.33333333333334)","(1.85, 2.22, 2.207692307692308)","(2.4, 2.74, 2.7129411764705886)"
05-01-2023 12:25:49.467272,"(5.5, 7.4, 7.314285714285715)","(61.0, 220.0, 170.9090909090909)","(31.0, 80.0, 77.61904761904762)","(61.0, 210.0, 203.33333333333334)","(81.0, 290.0, 230.0)","(61.0, 230.0, 213.33333333333334)","(1.85, 2.22, 2.1690909090909094)","(2.4, 2.72, 2.7171428571428575)"
05-01-2023 12:25:50.505792,"(5.5, 7.4, 7.366666666666667)","(61.0, 220.0, 170.9090909090909)","(31.0, 80.0, 77.61904761904762)","(61.0, 210.0, 203.33333333333334)","(81.0, 290.0, 278.1818181818182)","(61.0, 230.0, 213.33333333333334)","(1.85, 2.18, 2.2150000000000003)","(2.4, 2.72, 2.716)"
05-01-2023 12:25:51.533006,"(5.5, 7.4, 7.258823529411765)","(61.0, 220.0, 184.7826086956522)","(31.0, 80.0, 77.08333333333333)","(61.0, 210.0, 203.33333333333334)","(81.0, 290.0, 230.0)","(61.0, 230.0, 213.33333333333334)","(1.85, 2.22, 2.214871794871795)","(2.4, 2.72, 2.716)"
05-01-2023 12:25:52.641540,"(5.5, 7.4, 7.258823529411765)","(61.0, 220.0, 184.7826086956522)","(31.0, 80.0, 77.08333333333333)","(61.0, 210.0, 203.33333333333334)","(81.0, 290.0, 235.0)","(61.0, 230.0, 214.6153846153846)","(1.85, 2.22, 2.1974358974358976)","(2.4, 2.72, 2.7171428571428575)"
05-01-2023 12:25:53.767497,"(5.5, 7.4, 7.184615384615385)","(61.0, 220.0, 181.42857142857142)","(31.0, 80.0, 77.08333333333333)","(61.0, 210.0, 200.0)","(81.0, 290.0, 235.0)","(61.0, 230.0, 214.6153846153846)","(1.85, 2.2, 2.1974358974358976)","(2.4, 2.72, 2.7171428571428575)"
05-01-2023 12:25:54.868269,"(5.5, 7.4, 7.05)","(61.0, 220.0, 175.0)","(31.0, 85.0, 83.33333333333333)","(61.0, 210.0, 200.0)","(81.0, 290.0, 235.0)","(61.0, 230.0, 214.6153846153846)","(1.85, 2.2, 2.1961904761904765)","(2.4, 2.72, 2.750144927536232)"
05-01-2023 12:25:55.981347,"(5.5, 7.2, 7.1)","(61.0, 220.0, 175.0)","(31.0, 85.0, 79.6)","(61.0, 210.0, 200.0)","(81.0, 290.0, 235.0)","(61.0, 230.0, 214.6153846153846)","(1.85, 2.2, 2.193636363636364)","(2.4, 2.76, 2.754)"
05-01-2023 12:25:56.983261,"(5.5, 7.2, 7.025)","(61.0, 220.0, 181.42857142857142)","(31.0, 85.0, 79.6)","(61.0, 210.0, 200.0)","(81.0, 290.0, 235.0)","(61.0, 230.0, 214.6153846153846)","(1.85, 2.2, 2.193636363636364)","(2.4, 2.76, 2.754)"
05-01-2023 12:25:58.012851,"(5.5, 7.2, 7.046153846153846)","(61.0, 220.0, 170.9090909090909)","(31.0, 85.0, 79.375)","(61.0, 210.0, 200.0)","(81.0, 290.0, 235.0)","(61.0, 230.0, 213.33333333333334)","(1.85, 2.22, 2.1872727272727275)","(2.4, 2.76, 2.752)"
05-01-2023 12:25:59.123653,"(5.5, 7.2, 7.092682926829268)","(61.0, 220.0, 175.0)","(31.0, 85.0, 74.16666666666667)","(61.0, 210.0, 190.0)","(71.0, 290.0, 206.66666666666666)","(61.0, 230.0, 207.77777777777777)","(1.85, 2.2, 2.1894736842105265)","(2.4, 2.76, 2.7575)"
05-01-2023 12:26:00.267683,"(5.5, 7.2, 7.124324324324324)","(61.0, 160.0, 154.28571428571428)","(31.0, 75.0, 74.16666666666667)","(61.0, 210.0, 190.0)","(71.0, 290.0, 206.66666666666666)","(61.0, 230.0, 207.77777777777777)","(1.85, 2.2, 2.191666666666667)","(2.4, 2.76, 2.76375)"
05-01-2023 12:26:01.407156,"(5.5, 7.2, 7.124324324324324)","(61.0, 220.0, 196.52173913043478)","(31.0, 75.0, 74.16666666666667)","(61.0, 210.0, 203.33333333333334)","(71.0, 290.0, 206.66666666666666)","(61.0, 230.0, 207.77777777777777)","(1.85, 2.2, 2.162033898305085)","(2.4, 2.78, 2.7842105263157895)"
05-01-2023 12:26:02.558267,"(5.5, 7.2, 7.142857142857143)","(61.0, 210.0, 177.85714285714286)","(31.0, 75.0, 74.21052631578948)","(61.0, 210.0, 203.33333333333334)","(71.0, 290.0, 220.0)","(61.0, 230.0, 207.77777777777777)","(1.85, 2.18, 2.140487804878049)","(2.4, 2.8, 2.8177777777777777)"
05-01-2023 12:26:03.720642,"(5.5, 7.2, 7.074074074074074)","(61.0, 210.0, 177.85714285714286)","(31.0, 75.0, 74.21052631578948)","(61.0, 210.0, 190.0)","(71.0, 280.0, 228.23529411764707)","(61.0, 230.0, 218.0)","(1.85, 2.16, 2.125)","(2.4, 2.82, 2.8162962962962963)"
05-01-2023 12:26:04.772465,"(5.5, 7.2, 7.111111111111112)","(61.0, 210.0, 181.875)","(31.0, 75.0, 74.25)","(61.0, 210.0, 190.0)","(71.0, 280.0, 206.66666666666666)","(61.0, 230.0, 218.0)","(1.85, 2.14, 2.1328)","(2.4, 2.84, 2.8137499999999998)"
05-01-2023 12:26:05.782605,"(5.5, 7.2, 7.015384615384615)","(61.0, 210.0, 181.875)","(31.0, 85.0, 79.8076923076923)","(61.0, 210.0, 203.75)","(71.0, 280.0, 206.66666666666666)","(61.0, 230.0, 218.0)","(1.85, 2.14, 2.113913043478261)","(2.4, 2.84, 2.794761904761905)"
05-01-2023 12:26:06.867998,"(5.5, 7.4, 7.290909090909091)","(61.0, 210.0, 169.0909090909091)","(31.0, 85.0, 78.88888888888889)","(61.0, 210.0, 196.2962962962963)","(71.0, 280.0, 200.0)","(61.0, 230.0, 212.85714285714286)","(1.85, 2.14, 2.117358490566038)","(2.4, 2.8, 2.795652173913043)"
05-01-2023 12:26:07.948569,"(5.5, 7.4, 7.2555555555555555)","(61.0, 210.0, 177.85714285714286)","(31.0, 80.0, 77.61904761904762)","(61.0, 200.0, 191.1764705882353)","(71.0, 280.0, 163.33333333333334)","(61.0, 230.0, 218.0)","(1.85, 2.14, 2.1094117647058823)","(2.4, 2.8, 2.8066666666666666)"
05-01-2023 12:26:09.119556,"(5.5, 7.6, 7.44)","(61.0, 210.0, 177.85714285714286)","(31.0, 80.0, 79.0)","(61.0, 200.0, 191.1764705882353)","(71.0, 280.0, 202.22222222222223)","(61.0, 230.0, 218.0)","(1.85, 2.12, 2.110526315789474)","(2.4, 2.82, 2.8106666666666666)"
05-01-2023 12:26:10.247032,"(5.5, 7.4, 7.391304347826087)","(61.0, 210.0, 181.875)","(31.0, 80.0, 79.0)","(61.0, 200.0, 191.1764705882353)","(71.0, 280.0, 202.22222222222223)","(61.0, 230.0, 212.85714285714286)","(1.85, 2.12, 2.118095238095238)","(2.4, 2.82, 2.8075675675675673)"
05-01-2023 12:26:11.401863,"(5.5, 7.4, 7.341176470588236)","(61.0, 210.0, 172.5)","(31.0, 80.0, 81.42857142857143)","(61.0, 200.0, 193.33333333333334)","(81.0, 280.0, 180.0)","(71.0, 230.0, 212.85714285714286)","(1.85, 2.12, 2.1333742331288343)","(2.4, 2.84, 2.8026666666666666)"
05-01-2023 12:26:12.520459,"(5.5, 7.4, 7.323076923076924)","(61.0, 210.0, 177.85714285714286)","(31.0, 85.0, 81.42857142857143)","(61.0, 200.0, 193.33333333333334)","(81.0, 280.0, 180.0)","(71.0, 230.0, 218.0)","(1.85, 2.14, 2.1297005988023954)","(2.4, 2.82, 2.809090909090909)"
05-01-2023 12:26:13.574326,"(5.5, 7.6, 7.437837837837837)","(61.0, 210.0, 181.875)","(31.0, 85.0, 79.8076923076923)","(61.0, 200.0, 169.2)","(81.0, 280.0, 230.0)","(71.0, 230.0, 178.57142857142858)","(1.85, 2.14, 2.1254901960784314)","(2.4, 2.82, 2.796551724137931)"
05-01-2023 12:26:14.621375,"(5.5, 7.6, 7.446153846153846)","(71.0, 210.0, 172.5)","(31.0, 85.0, 79.6)","(71.0, 170.0, 169.2)","(81.0, 280.0, 163.33333333333334)","(71.0, 230.0, 178.57142857142858)","(1.8, 2.14, 2.1262222222222222)","(2.4, 2.8, 2.805945945945946)"
05-01-2023 12:26:15.714524,"(5.5, 7.6, 7.4)","(71.0, 210.0, 169.0909090909091)","(31.0, 85.0, 79.6)","(71.0, 170.0, 169.1304347826087)","(81.0, 280.0, 163.33333333333334)","(71.0, 230.0, 178.57142857142858)","(1.8, 2.14, 2.1262222222222222)","(2.4, 2.82, 2.804)"
05-01-2023 12:26:16.808255,"(5.5, 7.4, 7.311111111111112)","(71.0, 210.0, 147.0)","(31.0, 80.0, 77.61904761904762)","(71.0, 170.0, 168.57142857142858)","(81.0, 270.0, 163.33333333333334)","(71.0, 220.0, 175.55555555555554)","(1.8, 2.18, 2.1522222222222225)","(2.4, 2.82, 2.7770588235294116)"
05-01-2023 12:26:17.958329,"(5.5, 7.4, 7.30344827586207)","(71.0, 210.0, 147.0)","(31.0, 80.0, 77.5)","(71.0, 170.0, 168.33333333333334)","(81.0, 270.0, 234.54545454545453)","(71.0, 220.0, 175.55555555555554)","(1.8, 2.18, 2.147317073170732)","(2.4, 2.78, 2.775238095238095)"
05-01-2023 12:26:19.231518,"(5.5, 7.4, 7.30344827586207)","(71.0, 210.0, 147.0)","(31.0, 80.0, 77.61904761904762)","(71.0, 170.0, 165.0)","(81.0, 270.0, 234.54545454545453)","(71.0, 220.0, 175.55555555555554)","(1.8, 2.18, 2.1463636363636365)","(2.4, 2.78, 2.7805263157894733)"
05-01-2023 12:26:20.399118,"(5.5, 7.4, 7.321739130434783)","(71.0, 210.0, 147.0)","(31.0, 80.0, 78.23529411764706)","(71.0, 170.0, 167.5)","(81.0, 270.0, 205.0)","(71.0, 220.0, 175.55555555555554)","(1.8, 2.16, 2.144615384615385)","(2.4, 2.8, 2.7756862745098037)"
05-01-2023 12:26:21.548906,"(5.5, 7.6, 7.413333333333333)","(71.0, 210.0, 147.0)","(31.0, 80.0, 77.27272727272727)","(71.0, 170.0, 168.0)","(81.0, 270.0, 205.0)","(71.0, 220.0, 175.55555555555554)","(1.8, 2.16, 2.115844155844156)","(2.4, 2.78, 2.8041379310344827)"
05-01-2023 12:26:22.663182,"(5.5, 7.6, 7.514285714285714)","(71.0, 210.0, 168.0)","(31.0, 80.0, 77.27272727272727)","(71.0, 170.0, 168.33333333333334)","(81.0, 270.0, 185.88235294117646)","(71.0, 220.0, 175.55555555555554)","(1.8, 2.12, 2.118701298701299)","(2.4, 2.82, 2.80375)"
05-01-2023 12:26:23.716498,"(5.5, 7.6, 7.275)","(71.0, 210.0, 168.0)","(31.0, 80.0, 74.0)","(71.0, 170.0, 168.33333333333334)","(81.0, 270.0, 185.88235294117646)","(71.0, 220.0, 175.55555555555554)","(1.8, 2.12, 2.118701298701299)","(2.4, 2.82, 2.817073170731707)"
05-01-2023 12:26:24.697860,"(5.5, 7.4, 7.307692307692308)","(71.0, 210.0, 147.0)","(31.0, 80.0, 74.0)","(71.0, 170.0, 166.66666666666666)","(81.0, 270.0, 180.625)","(71.0, 220.0, 175.55555555555554)","(1.8, 2.14, 2.118888888888889)","(2.4, 2.82, 2.8076923076923075)"
05-01-2023 12:26:25.809134,"(5.5, 7.4, 7.314285714285715)","(71.0, 210.0, 165.0)","(31.0, 80.0, 75.0)","(71.0, 170.0, 168.33333333333334)","(81.0, 270.0, 180.625)","(71.0, 220.0, 166.66666666666666)","(1.8, 2.12, 2.1420512820512823)","(2.4, 2.82, 2.785454545454545)"
05-01-2023 12:26:26.895812,"(5.5, 7.2, 7.110344827586207)","(71.0, 210.0, 168.0)","(31.0, 80.0, 73.0)","(71.0, 170.0, 168.33333333333334)","(81.0, 270.0, 215.0)","(71.0, 220.0, 203.03030303030303)","(1.8, 2.16, 2.150434782608696)","(2.4, 2.8, 2.7872)"
05-01-2023 12:26:28.019912,"(5.5, 7.2, 7.110344827586207)","(71.0, 210.0, 168.0)","(31.0, 80.0, 72.5)","(71.0, 170.0, 166.66666666666666)","(81.0, 270.0, 190.0)","(71.0, 220.0, 166.66666666666666)","(1.8, 2.16, 2.164878048780488)","(2.4, 2.8, 2.7555102040816326)"
05-01-2023 12:26:29.096083,"(5.5, 7.2, 7.1)","(71.0, 210.0, 147.0)","(31.0, 80.0, 72.5)","(71.0, 170.0, 166.66666666666666)","(81.0, 270.0, 190.0)","(71.0, 220.0, 166.66666666666666)","(1.8, 2.18, 2.164878048780488)","(2.4, 2.78, 2.7613793103448274)"
05-01-2023 12:26:30.212726,"(5.5, 7.2, 7.088888888888889)","(71.0, 210.0, 147.0)","(31.0, 80.0, 74.0)","(71.0, 160.0, 168.66666666666666)","(81.0, 270.0, 215.0)","(71.0, 220.0, 166.66666666666666)","(1.8, 2.18, 2.174388489208633)","(2.4, 2.78, 2.792173913043478)"
05-01-2023 12:26:31.234546,"(5.5, 7.2, 7.091304347826087)","(71.0, 210.0, 147.0)","(31.0, 80.0, 77.0)","(71.0, 170.0, 168.66666666666666)","(81.0, 270.0, 215.0)","(71.0, 220.0, 166.66666666666666)","(1.8, 2.18, 2.174388489208633)","(2.4, 2.82, 2.792173913043478)"
05-01-2023 12:26:32.304036,"(5.5, 7.2, 7.091304347826087)","(71.0, 210.0, 147.0)","(31.0, 80.0, 77.27272727272727)","(71.0, 170.0, 169.31034482758622)","(81.0, 270.0, 215.0)","(71.0, 220.0, 166.66666666666666)","(1.8, 2.18, 2.172947368421053)","(2.4, 2.78, 2.769090909090909)"
05-01-2023 12:26:33.459675,"(5.5, 7.2, 7.075)","(71.0, 210.0, 147.0)","(31.0, 80.0, 72.5)","(71.0, 170.0, 169.25925925925927)","(81.0, 270.0, 190.0)","(71.0, 220.0, 166.66666666666666)","(1.8, 2.18, 2.172910052910053)","(2.4, 2.78, 2.767272727272727)"
05-01-2023 12:26:34.551316,"(5.5, 7.2, 7.137142857142857)","(71.0, 210.0, 147.0)","(31.0, 80.0, 72.5)","(71.0, 170.0, 169.25925925925927)","(81.0, 270.0, 190.0)","(71.0, 220.0, 166.66666666666666)","(1.8, 2.18, 2.1915)","(2.4, 2.78, 2.755)"
05-01-2023 12:26:35.696186,"(5.5, 7.2, 7.1450000000000005)","(71.0, 210.0, 147.0)","(31.0, 80.0, 72.5)","(71.0, 170.0, 169.31034482758622)","(81.0, 270.0, 190.0)","(71.0, 220.0, 166.66666666666666)","(1.8, 2.2, 2.198556701030928)","(2.4, 2.78, 2.7392307692307694)"
05-01-2023 12:26:36.842382,"(5.5, 7.2, 7.1414634146341465)","(71.0, 210.0, 147.0)","(31.0, 80.0, 72.5)","(71.0, 170.0, 169.25925925925927)","(81.0, 270.0, 215.0)","(71.0, 220.0, 166.66666666666666)","(1.8, 2.2, 2.2252500000000004)","(2.4, 2.74, 2.7162162162162162)"
05-01-2023 12:26:37.968798,"(5.5, 7.2, 7.11219512195122)","(71.0, 210.0, 147.0)","(31.0, 80.0, 72.5)","(71.0, 170.0, 169.25925925925927)","(81.0, 270.0, 190.0)","(71.0, 220.0, 166.66666666666666)","(1.8, 2.24, 2.2114285714285717)","(2.4, 2.72, 2.6926315789473687)"
05-01-2023 12:26:39.042640,"(5.5, 7.6, 7.258536585365854)","(71.0, 210.0, 147.0)","(31.0, 80.0, 72.5)","(71.0, 170.0, 169.25925925925927)","(81.0, 270.0, 190.0)","(71.0, 220.0, 166.66666666666666)","(1.8, 2.22, 2.205734265734266)","(2.4, 2.7, 2.6969696969696972)"
05-01-2023 12:26:40.128791,"(5.5, 7.6, 7.408695652173914)","(71.0, 210.0, 147.0)","(31.0, 80.0, 72.5)","(71.0, 170.0, 169.31034482758622)","(81.0, 270.0, 215.0)","(71.0, 220.0, 166.66666666666666)","(1.8, 2.22, 2.2075675675675677)","(2.4, 2.72, 2.6969696969696972)"
05-01-2023 12:26:41.244545,"(5.5, 7.6, 7.45531914893617)","(71.0, 210.0, 147.0)","(31.0, 80.0, 72.5)","(71.0, 170.0, 169.31034482758622)","(81.0, 270.0, 159.6551724137931)","(71.0, 220.0, 166.66666666666666)","(1.8, 2.22, 2.2085314685314685)","(2.4, 2.72, 2.701)"
05-01-2023 12:26:42.366460,"(5.5, 7.6, 7.374545454545454)","(71.0, 210.0, 147.0)","(31.0, 80.0, 70.625)","(71.0, 170.0, 200.0)","(81.0, 160.0, 194.51612903225805)","(71.0, 220.0, 202.5)","(1.8, 2.22, 2.1882758620689655)","(2.35, 2.72, 2.7312820512820517)"
05-01-2023 12:26:43.520891,"(5.5, 7.4, 7.256)","(71.0, 210.0, 147.0)","(31.0, 85.0, 72.67857142857143)","(71.0, 210.0, 200.0)","(81.0, 210.0, 196.66666666666669)","(71.0, 220.0, 197.6)","(1.8, 2.22, 2.247692307692308)","(2.35, 2.74, 2.6742222222222223)"
05-01-2023 12:26:44.694872,"(5.5, 7.2, 7.194117647058824)","(71.0, 210.0, 147.0)","(31.0, 85.0, 73.5)","(71.0, 210.0, 200.4)","(81.0, 210.0, 193.125)","(71.0, 220.0, 196.66666666666666)","(1.85, 2.26, 2.250810810810811)","(2.35, 2.7, 2.666415094339623)"
05-01-2023 12:26:45.848333,"(5.5, 7.2, 7.183333333333334)","(71.0, 210.0, 178.69565217391303)","(31.0, 85.0, 73.5)","(71.0, 210.0, 200.4)","(81.0, 210.0, 200.32258064516128)","(71.0, 220.0, 195.6521739130435)","(1.85, 2.26, 2.250810810810811)","(2.35, 2.68, 2.666666666666667)"
05-01-2023 12:26:46.959290,"(5.5, 7.2, 7.052173913043478)","(71.0, 210.0, 173.63636363636363)","(31.0, 80.0, 77.5)","(71.0, 200.0, 188.0)","(81.0, 210.0, 195.0)","(71.0, 220.0, 195.6521739130435)","(1.85, 2.26, 2.2750427350427347)","(2.35, 2.68, 2.666153846153846)"
05-01-2023 12:26:48.129691,"(5.5, 7.2, 7.046153846153846)","(71.0, 210.0, 175.71428571428572)","(31.0, 80.0, 73.4375)","(71.0, 200.0, 188.88888888888889)","(81.0, 200.0, 195.0)","(71.0, 220.0, 196.66666666666666)","(1.85, 2.28, 2.289645390070922)","(2.35, 2.68, 2.6580000000000004)"
05-01-2023 12:26:49.126295,"(5.5, 7.2, 7.078571428571428)","(71.0, 210.0, 176.66666666666669)","(31.0, 80.0, 73.4375)","(71.0, 200.0, 188.88888888888889)","(81.0, 200.0, 195.0)","(71.0, 220.0, 196.66666666666666)","(1.85, 2.3, 2.2806896551724134)","(2.35, 2.68, 2.650212765957447)"
05-01-2023 12:26:50.183316,"(5.5, 7.2, 7.04927536231884)","(71.0, 210.0, 176.66666666666669)","(31.0, 80.0, 73.4375)","(71.0, 200.0, 191.30434782608694)","(81.0, 200.0, 187.24137931034483)","(71.0, 220.0, 195.6521739130435)","(1.85, 2.3, 2.2940540540540537)","(2.35, 2.68, 2.6476712328767125)"
05-01-2023 12:26:51.253892,"(5.5, 7.0, 6.994736842105263)","(71.0, 210.0, 173.63636363636363)","(31.0, 80.0, 73.4375)","(71.0, 200.0, 191.30434782608694)","(81.0, 190.0, 183.75)","(71.0, 220.0, 195.6521739130435)","(1.85, 2.3, 2.2925)","(2.35, 2.68, 2.646451612903226)"
05-01-2023 12:26:52.357293,"(5.5, 7.0, 6.926315789473684)","(71.0, 210.0, 173.63636363636363)","(31.0, 80.0, 73.82352941176471)","(71.0, 200.0, 192.30769230769232)","(81.0, 190.0, 184.11764705882354)","(71.0, 220.0, 198.46153846153845)","(1.85, 2.3, 2.2955102040816326)","(2.35, 2.66, 2.6500000000000004)"
05-01-2023 12:26:53.518056,"(5.5, 7.0, 6.923636363636364)","(71.0, 210.0, 179.23076923076923)","(31.0, 80.0, 74.8780487804878)","(71.0, 200.0, 192.30769230769232)","(81.0, 190.0, 184.11764705882354)","(71.0, 220.0, 198.46153846153845)","(1.85, 2.32, 2.2937777777777777)","(2.35, 2.66, 2.644)"
05-01-2023 12:26:54.717544,"(5.5, 7.0, 6.912087912087912)","(71.0, 210.0, 176.66666666666669)","(31.0, 80.0, 74.8780487804878)","(71.0, 200.0, 192.0)","(81.0, 190.0, 187.14285714285714)","(71.0, 220.0, 197.6)","(1.85, 2.32, 2.2935384615384615)","(2.35, 2.66, 2.625)"
05-01-2023 12:26:55.893681,"(5.5, 7.2, 7.0446601941747575)","(71.0, 210.0, 176.66666666666669)","(31.0, 80.0, 74.32432432432432)","(71.0, 200.0, 192.0)","(81.0, 190.0, 187.14285714285714)","(71.0, 220.0, 197.6)","(1.85, 2.32, 2.2858823529411763)","(2.35, 2.64, 2.623076923076923)"
05-01-2023 12:26:57.046590,"(5.5, 7.2, 7.039130434782609)","(71.0, 210.0, 175.2173913043478)","(31.0, 80.0, 74.32432432432432)","(71.0, 200.0, 192.0)","(81.0, 190.0, 187.0731707317073)","(71.0, 220.0, 167.5)","(1.85, 2.3, 2.2995238095238095)","(2.3, 2.64, 2.655909090909091)"
05-01-2023 12:26:58.192140,"(5.5, 7.0, 6.844660194174757)","(71.0, 210.0, 180.0)","(31.0, 80.0, 74.0)","(71.0, 200.0, 192.0)","(81.0, 190.0, 187.0731707317073)","(71.0, 220.0, 199.58333333333331)","(1.85, 2.32, 2.304411764705882)","(2.3, 2.66, 2.6544329896907217)"
05-01-2023 12:26:59.348737,"(5.5, 6.8, 6.76)","(71.0, 210.0, 175.71428571428572)","(31.0, 80.0, 71.92307692307692)","(71.0, 200.0, 193.47826086956522)","(81.0, 190.0, 178.5)","(71.0, 220.0, 203.33333333333334)","(1.85, 2.32, 2.309285714285714)","(2.3, 2.66, 2.609375)"
05-01-2023 12:27:00.452641,"(5.5, 7.0, 6.791304347826086)","(71.0, 210.0, 180.0)","(31.0, 75.0, 71.0)","(71.0, 200.0, 193.47826086956522)","(81.0, 180.0, 176.51162790697674)","(71.0, 220.0, 203.33333333333334)","(1.85, 2.32, 2.3115555555555556)","(2.3, 2.62, 2.602222222222222)"
05-01-2023 12:27:01.701392,"(5.5, 7.0, 6.777777777777778)","(71.0, 210.0, 180.37037037037038)","(31.0, 75.0, 71.0)","(71.0, 200.0, 188.26086956521738)","(81.0, 180.0, 168.0952380952381)","(71.0, 220.0, 204.0909090909091)","(1.85, 2.32, 2.324705882352941)","(2.3, 2.62, 2.592)"
05-01-2023 12:27:02.852659,"(5.5, 7.0, 6.795918367346939)","(71.0, 210.0, 180.37037037037038)","(31.0, 75.0, 73.57142857142857)","(71.0, 190.0, 192.30769230769232)","(81.0, 170.0, 168.0487804878049)","(71.0, 220.0, 202.5)","(1.85, 2.34, 2.3384516129032256)","(2.3, 2.6, 2.5994285714285716)"
05-01-2023 12:27:03.896718,"(5.5, 7.0, 6.852631578947368)","(71.0, 210.0, 183.33333333333331)","(31.0, 75.0, 73.57142857142857)","(71.0, 200.0, 192.30769230769232)","(81.0, 170.0, 168.0487804878049)","(71.0, 210.0, 202.5)","(1.85, 2.34, 2.3384516129032256)","(2.3, 2.62, 2.5994285714285716)"
05-01-2023 12:27:04.916993,"(5.5, 7.0, 6.891176470588235)","(71.0, 210.0, 183.33333333333331)","(31.0, 75.0, 73.75)","(71.0, 200.0, 192.5925925925926)","(81.0, 170.0, 168.0487804878049)","(71.0, 210.0, 189.0)","(1.85, 2.3, 2.2957142857142854)","(2.3, 2.62, 2.6095652173913044)"
05-01-2023 12:27:05.965686,"(5.5, 7.0, 6.891176470588235)","(71.0, 210.0, 183.33333333333331)","(31.0, 75.0, 73.75)","(71.0, 200.0, 192.5925925925926)","(81.0, 170.0, 168.0487804878049)","(71.0, 210.0, 189.0)","(1.85, 2.32, 2.288148148148148)","(2.3, 2.62, 2.610909090909091)"
05-01-2023 12:27:07.068556,"(5.5, 7.0, 6.842424242424242)","(71.0, 210.0, 186.0)","(31.0, 75.0, 73.75)","(71.0, 190.0, 188.46153846153845)","(81.0, 170.0, 168.5)","(71.0, 210.0, 190.0)","(1.85, 2.34, 2.3284745762711863)","(2.3, 2.62, 2.6)"
