,Zouologist,Sizzleonthebridge,Participator,Smugglers Run,Brothers Of Antrim,Pindarras Dream,Saiko,Merc,Gironde,Zarsnip
05-01-2023 16:20:18.991905,"(6.5, 9.8, 9.685714285714287)","(41.0, 75.0, 71.53846153846153)","(2.2, 2.28, 2.262164948453608)","(8.5, 19.5, 18.69047619047619)","(13.0, 15.0, 14.613636363636363)","(18.0, 65.0, 47.75)","(3.7, 4.4, 4.394117647058824)","(18.0, 26.0, 24.181818181818183)","(21.0, 44.0, 36.5)","(31.0, 110.0, 73.33333333333333)"
05-01-2023 16:20:20.142865,"(6.5, 9.8, 9.685714285714287)","(41.0, 75.0, 71.53846153846153)","(2.2, 2.28, 2.2551079136690646)","(8.5, 19.5, 18.69047619047619)","(13.0, 15.0, 14.613636363636363)","(18.0, 65.0, 47.75)","(3.7, 4.4, 4.394117647058824)","(18.0, 26.0, 24.181818181818183)","(21.0, 44.0, 36.5)","(31.0, 110.0, 73.33333333333333)"
05-01-2023 16:20:21.348598,"(6.5, 9.8, 9.685714285714287)","(41.0, 75.0, 71.53846153846153)","(2.2, 2.36, 2.3374358974358973)","(8.5, 19.5, 18.4375)","(13.0, 15.0, 14.227272727272727)","(18.0, 65.0, 47.75)","(3.7, 4.4, 4.394117647058824)","(18.0, 26.0, 24.181818181818183)","(21.0, 44.0, 40.66666666666667)","(31.0, 110.0, 73.33333333333333)"
05-01-2023 16:20:22.541390,"(6.5, 9.8, 9.685714285714287)","(41.0, 85.0, 76.66666666666667)","(2.2, 2.36, 2.2775000000000003)","(8.5, 19.5, 18.666666666666668)","(13.0, 15.0, 14.227272727272727)","(18.0, 65.0, 47.75)","(3.7, 4.4, 4.394117647058824)","(18.0, 26.0, 24.181818181818183)","(21.0, 44.0, 40.66666666666667)","(31.0, 110.0, 73.33333333333333)"
05-01-2023 16:20:23.718605,"(6.5, 9.8, 9.685714285714287)","(41.0, 80.0, 76.66666666666667)","(2.2, 2.36, 2.2775000000000003)","(8.5, 19.0, 18.666666666666668)","(13.0, 15.0, 14.227272727272727)","(18.0, 65.0, 47.75)","(3.7, 4.4, 4.394117647058824)","(18.0, 26.0, 24.181818181818183)","(21.0, 44.0, 40.66666666666667)","(31.0, 110.0, 73.33333333333333)"
05-01-2023 16:20:24.948081,"(6.5, 9.8, 9.685714285714287)","(41.0, 80.0, 74.28571428571429)","(2.2, 2.36, 2.2775000000000003)","(8.5, 19.0, 18.666666666666668)","(13.0, 15.0, 14.227272727272727)","(18.0, 65.0, 47.75)","(3.7, 4.4, 4.394117647058824)","(18.0, 26.0, 24.181818181818183)","(21.0, 44.0, 37.0)","(31.0, 110.0, 73.33333333333333)"
05-01-2023 16:20:26.236261,"(6.5, 9.8, 9.685714285714287)","(41.0, 80.0, 70.0)","(2.2, 2.36, 2.29125)","(8.5, 19.0, 18.714285714285715)","(13.0, 15.0, 14.227272727272727)","(18.0, 65.0, 47.75)","(3.7, 4.4, 4.394117647058824)","(18.0, 26.0, 24.181818181818183)","(21.0, 44.0, 37.0)","(31.0, 110.0, 73.33333333333333)"
05-01-2023 16:20:27.513214,"(6.5, 9.8, 9.685714285714287)","(41.0, 80.0, 64.375)","(2.2, 2.36, 2.29125)","(8.5, 19.0, 18.714285714285715)","(13.0, 15.0, 14.227272727272727)","(18.0, 65.0, 47.75)","(3.7, 4.4, 4.394117647058824)","(18.0, 26.0, 24.181818181818183)","(21.0, 44.0, 37.0)","(31.0, 110.0, 73.33333333333333)"
05-01-2023 16:20:28.806547,"(7.0, 9.8, 9.685714285714287)","(41.0, 80.0, 64.375)","(2.2, 2.36, 2.29125)","(9.0, 19.0, 18.714285714285715)","(13.0, 15.0, 14.227272727272727)","(19.0, 65.0, 47.75)","(3.7, 4.4, 4.394117647058824)","(18.0, 26.0, 24.181818181818183)","(21.0, 44.0, 37.0)","(31.0, 110.0, 77.5)"
05-01-2023 16:20:30.084363,"(7.0, 9.8, 9.685714285714287)","(41.0, 80.0, 64.375)","(2.2, 2.36, 2.29125)","(9.0, 19.0, 18.714285714285715)","(13.0, 15.0, 14.227272727272727)","(19.0, 65.0, 47.75)","(3.7, 4.4, 4.394117647058824)","(18.0, 26.0, 24.153846153846153)","(21.0, 44.0, 37.0)","(31.0, 100.0, 77.5)"
05-01-2023 16:20:31.318579,"(7.0, 9.8, 9.685714285714287)","(41.0, 80.0, 64.375)","(2.2, 2.36, 2.286315789473684)","(9.0, 19.0, 18.8125)","(13.0, 15.0, 14.227272727272727)","(19.0, 65.0, 54.285714285714285)","(3.7, 4.4, 4.394117647058824)","(18.0, 26.0, 24.153846153846153)","(21.0, 44.0, 42.0)","(31.0, 100.0, 75.0)"
05-01-2023 16:20:32.537035,"(7.0, 9.8, 9.685714285714287)","(41.0, 80.0, 64.375)","(2.2, 2.36, 2.286315789473684)","(9.0, 19.0, 18.8125)","(13.0, 15.0, 14.227272727272727)","(19.0, 65.0, 54.285714285714285)","(3.7, 4.4, 4.394117647058824)","(18.0, 26.0, 24.153846153846153)","(21.0, 44.0, 42.0)","(31.0, 95.0, 75.0)"
05-01-2023 16:20:33.745606,"(7.0, 9.8, 9.685714285714287)","(41.0, 80.0, 64.375)","(2.2, 2.36, 2.286315789473684)","(9.0, 19.0, 18.8125)","(13.0, 15.0, 14.227272727272727)","(19.0, 65.0, 54.285714285714285)","(3.7, 4.4, 4.394117647058824)","(18.0, 26.0, 24.153846153846153)","(21.0, 44.0, 42.0)","(31.0, 95.0, 75.0)"
05-01-2023 16:20:34.965346,"(7.0, 9.8, 9.685714285714287)","(41.0, 80.0, 64.375)","(2.2, 2.36, 2.286315789473684)","(9.0, 19.0, 18.8125)","(13.0, 15.0, 14.227272727272727)","(19.0, 65.0, 52.5)","(3.7, 4.4, 4.394117647058824)","(18.0, 26.0, 24.153846153846153)","(21.0, 44.0, 42.0)","(31.0, 95.0, 75.0)"
05-01-2023 16:20:36.203453,"(7.0, 9.8, 9.685714285714287)","(41.0, 80.0, 64.375)","(2.2, 2.36, 2.286315789473684)","(9.0, 19.0, 18.8125)","(13.0, 15.0, 14.227272727272727)","(19.0, 65.0, 52.5)","(3.7, 4.4, 4.394117647058824)","(18.0, 26.0, 24.153846153846153)","(21.0, 44.0, 42.0)","(31.0, 95.0, 75.0)"
05-01-2023 16:20:37.480843,"(7.0, 9.8, 9.685714285714287)","(41.0, 80.0, 64.375)","(2.2, 2.36, 2.286315789473684)","(9.0, 19.0, 18.8125)","(13.0, 15.0, 14.227272727272727)","(19.0, 65.0, 52.5)","(3.7, 4.4, 4.394117647058824)","(18.0, 26.0, 24.153846153846153)","(21.0, 44.0, 42.0)","(31.0, 95.0, 83.57142857142857)"
05-01-2023 16:20:38.744365,"(7.0, 10.0, 9.588235294117647)","(41.0, 80.0, 64.375)","(2.2, 2.36, 2.286315789473684)","(9.0, 19.0, 18.842105263157894)","(13.0, 15.0, 14.227272727272727)","(19.0, 65.0, 55.625)","(3.7, 4.5, 4.477777777777778)","(18.0, 26.0, 24.22222222222222)","(21.0, 44.0, 42.0)","(31.0, 95.0, 83.57142857142857)"
05-01-2023 16:20:39.986536,"(7.0, 10.0, 9.588235294117647)","(41.0, 80.0, 64.375)","(2.2, 2.36, 2.286315789473684)","(9.0, 19.0, 18.842105263157894)","(13.0, 15.0, 14.227272727272727)","(19.0, 65.0, 55.625)","(3.7, 4.5, 4.477777777777778)","(18.0, 26.0, 24.22222222222222)","(21.0, 44.0, 41.6)","(31.0, 95.0, 83.57142857142857)"
05-01-2023 16:20:41.340648,"(7.0, 10.0, 9.588235294117647)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.36, 2.286315789473684)","(9.0, 19.0, 18.842105263157894)","(13.0, 15.0, 14.055555555555555)","(19.0, 65.0, 55.625)","(3.7, 4.5, 4.477777777777778)","(18.0, 26.0, 24.203389830508474)","(21.0, 44.0, 41.6)","(31.0, 95.0, 83.57142857142857)"
05-01-2023 16:20:42.528813,"(7.0, 10.0, 9.588235294117647)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.36, 2.286315789473684)","(9.0, 19.0, 18.842105263157894)","(13.0, 15.0, 14.055555555555555)","(19.0, 65.0, 55.625)","(3.7, 4.5, 4.477777777777778)","(18.0, 26.0, 24.203389830508474)","(21.0, 44.0, 41.6)","(31.0, 95.0, 83.57142857142857)"
05-01-2023 16:20:43.713461,"(7.0, 10.0, 9.588235294117647)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.36, 2.286315789473684)","(9.0, 19.0, 18.842105263157894)","(13.0, 15.0, 14.055555555555555)","(19.0, 65.0, 55.625)","(3.7, 4.5, 4.477777777777778)","(18.0, 26.0, 24.203389830508474)","(21.0, 44.0, 41.6)","(31.0, 95.0, 63.75)"
05-01-2023 16:20:44.865242,"(7.0, 10.0, 9.588235294117647)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.36, 2.286315789473684)","(9.0, 19.0, 18.842105263157894)","(13.0, 15.0, 14.055555555555555)","(19.0, 65.0, 55.625)","(3.7, 4.5, 4.477777777777778)","(18.0, 26.0, 24.203389830508474)","(21.0, 44.0, 41.6)","(31.0, 90.0, 51.230769230769226)"
05-01-2023 16:20:46.062043,"(7.0, 10.0, 9.588235294117647)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.36, 2.286315789473684)","(9.0, 19.0, 18.833333333333332)","(13.0, 15.0, 14.26086956521739)","(19.0, 65.0, 55.625)","(3.7, 4.5, 4.477777777777778)","(18.0, 26.0, 24.88888888888889)","(21.0, 44.0, 41.6)","(31.0, 90.0, 77.15384615384616)"
05-01-2023 16:20:47.232182,"(7.0, 10.0, 9.588235294117647)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.36, 2.286315789473684)","(9.0, 19.0, 18.7)","(13.0, 15.0, 14.055555555555555)","(19.0, 65.0, 55.625)","(3.7, 4.5, 4.477777777777778)","(18.0, 26.0, 37.14285714285714)","(21.0, 44.0, 41.6)","(31.0, 85.0, 70.0)"
05-01-2023 16:20:48.425967,"(7.0, 10.0, 9.571428571428571)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.36, 2.286315789473684)","(9.0, 19.0, 18.7)","(13.0, 15.0, 14.055555555555555)","(19.0, 65.0, 55.625)","(3.7, 4.5, 4.477777777777778)","(18.0, 44.0, 39.2)","(21.0, 44.0, 41.6)","(31.0, 80.0, 73.33333333333334)"
05-01-2023 16:20:49.653753,"(7.0, 10.0, 9.571428571428571)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.36, 2.286315789473684)","(9.0, 19.0, 18.7)","(13.0, 15.0, 14.055555555555555)","(19.0, 65.0, 55.625)","(3.7, 4.5, 4.477777777777778)","(18.0, 42.0, 35.0)","(21.0, 44.0, 41.6)","(31.0, 80.0, 66.25)"
05-01-2023 16:20:50.927670,"(7.0, 10.0, 9.571428571428571)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.36, 2.256521739130435)","(9.0, 19.0, 18.7)","(13.0, 15.0, 14.26086956521739)","(19.0, 65.0, 55.625)","(3.7, 4.5, 4.477777777777778)","(18.0, 42.0, 36.0)","(21.0, 44.0, 41.6)","(31.0, 75.0, 66.25)"
05-01-2023 16:20:52.200047,"(7.0, 10.0, 9.64102564102564)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.26, 2.309090909090909)","(9.0, 19.0, 18.7)","(13.0, 15.0, 14.055555555555555)","(19.0, 65.0, 55.625)","(3.7, 4.5, 4.477777777777778)","(18.0, 40.0, 36.0)","(21.0, 44.0, 41.6)","(31.0, 75.0, 58.5)"
05-01-2023 16:20:53.430643,"(7.0, 10.0, 9.64102564102564)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.36, 2.309090909090909)","(9.0, 19.0, 18.7)","(13.0, 15.0, 14.055555555555555)","(19.0, 65.0, 55.625)","(3.7, 4.5, 4.477777777777778)","(18.0, 40.0, 36.0)","(21.0, 44.0, 41.6)","(31.0, 75.0, 58.5)"
05-01-2023 16:20:54.623770,"(7.0, 10.0, 9.64102564102564)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.36, 2.3410526315789473)","(9.0, 19.0, 18.684210526315788)","(13.0, 15.0, 14.055555555555555)","(19.0, 65.0, 55.625)","(3.7, 4.5, 4.477777777777778)","(18.0, 40.0, 36.0)","(21.0, 44.0, 41.6)","(31.0, 75.0, 65.57142857142857)"
05-01-2023 16:20:55.756036,"(7.0, 11.0, 10.923076923076923)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.36, 2.3410526315789473)","(9.0, 19.0, 18.6)","(13.0, 15.0, 14.055555555555555)","(19.0, 65.0, 55.625)","(3.7, 4.5, 4.477777777777778)","(18.0, 40.0, 36.0)","(21.0, 44.0, 41.6)","(31.0, 75.0, 58.5)"
05-01-2023 16:20:56.940933,"(7.0, 12.0, 11.5)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.357894736842105)","(9.0, 19.0, 18.6)","(13.0, 15.0, 14.055555555555555)","(19.0, 65.0, 55.625)","(3.7, 4.5, 4.469230769230769)","(18.0, 40.0, 36.0)","(21.0, 44.0, 41.6)","(31.0, 75.0, 58.5)"
05-01-2023 16:20:58.166352,"(7.0, 12.0, 11.5)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.357894736842105)","(9.0, 19.0, 18.6)","(13.0, 15.0, 14.055555555555555)","(19.0, 65.0, 55.625)","(3.7, 4.5, 4.469230769230769)","(18.0, 40.0, 33.5)","(21.0, 44.0, 41.6)","(31.0, 75.0, 61.8)"
05-01-2023 16:20:59.453155,"(7.0, 12.0, 11.642857142857142)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.2946341463414637)","(9.0, 19.0, 18.4)","(13.0, 15.0, 14.285714285714285)","(19.0, 65.0, 55.625)","(3.7, 4.5, 4.469230769230769)","(18.0, 40.0, 31.333333333333332)","(21.0, 44.0, 39.2)","(31.0, 75.0, 68.4)"
05-01-2023 16:21:00.760186,"(7.0, 12.0, 11.642857142857142)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.2946341463414637)","(9.0, 19.0, 18.4)","(13.0, 14.5, 14.25)","(19.0, 65.0, 55.625)","(3.7, 4.5, 4.469230769230769)","(18.0, 40.0, 31.333333333333332)","(21.0, 44.0, 39.2)","(31.0, 75.0, 64.0)"
05-01-2023 16:21:01.998204,"(7.0, 12.0, 11.642857142857142)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.290909090909091)","(9.0, 19.0, 18.4)","(13.0, 14.5, 12.682692307692308)","(19.0, 65.0, 55.625)","(3.7, 4.5, 4.453846153846154)","(18.0, 40.0, 34.8)","(21.0, 44.0, 38.0)","(31.0, 75.0, 64.66666666666667)"
05-01-2023 16:21:03.178958,"(7.0, 12.0, 11.642857142857142)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.290909090909091)","(9.0, 19.0, 18.4)","(13.0, 13.0, 14.285714285714285)","(19.0, 65.0, 55.625)","(3.7, 4.5, 4.2942857142857145)","(18.0, 40.0, 33.6)","(21.0, 42.0, 38.0)","(31.0, 75.0, 64.66666666666667)"
05-01-2023 16:21:04.377738,"(7.0, 12.0, 11.642857142857142)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.341818181818182)","(9.0, 19.0, 18.4)","(13.0, 14.5, 13.4)","(19.0, 65.0, 58.0)","(3.7, 4.5, 4.175)","(18.0, 38.0, 35.75)","(21.0, 42.0, 40.0)","(31.0, 75.0, 67.63636363636364)"
05-01-2023 16:21:05.615697,"(7.0, 12.0, 11.5)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.3547368421052632)","(9.0, 19.0, 18.571428571428573)","(13.0, 14.0, 13.4)","(19.0, 65.0, 57.125)","(3.7, 4.3, 4.175)","(18.0, 38.0, 35.75)","(21.0, 42.0, 40.0)","(31.0, 75.0, 67.63636363636364)"
05-01-2023 16:21:06.870638,"(7.0, 12.0, 11.5)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.3547368421052632)","(9.0, 19.0, 18.571428571428573)","(13.0, 14.0, 13.357142857142858)","(19.0, 65.0, 50.0)","(3.7, 4.3, 4.175)","(18.0, 38.0, 35.75)","(21.0, 42.0, 41.2)","(31.0, 75.0, 63.0)"
05-01-2023 16:21:08.152732,"(7.0, 12.0, 11.5)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.3476923076923075)","(9.0, 19.0, 18.571428571428573)","(13.0, 14.0, 13.357142857142858)","(19.0, 65.0, 55.333333333333336)","(3.7, 4.3, 4.175)","(18.0, 38.0, 35.75)","(21.0, 46.0, 42.30769230769231)","(31.0, 75.0, 63.0)"
05-01-2023 16:21:09.432930,"(7.0, 12.0, 11.5)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.3476923076923075)","(9.0, 19.0, 18.571428571428573)","(13.0, 14.0, 13.357142857142858)","(19.0, 60.0, 52.0)","(3.7, 4.3, 4.175)","(18.0, 38.0, 35.75)","(21.0, 46.0, 42.30769230769231)","(31.0, 75.0, 63.0)"
05-01-2023 16:21:10.695988,"(7.0, 12.0, 11.642857142857142)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.3476923076923075)","(9.0, 19.0, 18.571428571428573)","(13.0, 14.0, 13.357142857142858)","(19.0, 60.0, 48.42857142857143)","(3.7, 4.3, 4.142857142857142)","(18.0, 38.0, 35.75)","(21.0, 46.0, 42.18181818181818)","(31.0, 75.0, 63.0)"
05-01-2023 16:21:11.952821,"(7.0, 12.0, 11.642857142857142)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.3476923076923075)","(9.0, 19.0, 18.571428571428573)","(13.0, 14.0, 13.357142857142858)","(19.0, 55.0, 48.42857142857143)","(3.7, 4.2, 4.13076923076923)","(18.0, 38.0, 35.75)","(21.0, 44.0, 42.18181818181818)","(31.0, 75.0, 63.0)"
05-01-2023 16:21:13.168071,"(7.0, 12.0, 11.642857142857142)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.3476923076923075)","(9.0, 19.0, 18.571428571428573)","(13.0, 14.0, 13.357142857142858)","(19.0, 55.0, 48.42857142857143)","(3.7, 4.2, 4.13076923076923)","(18.0, 38.0, 35.75)","(21.0, 44.0, 42.18181818181818)","(31.0, 75.0, 63.0)"
05-01-2023 16:21:14.354176,"(7.0, 12.0, 11.642857142857142)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.3476923076923075)","(9.0, 19.0, 18.571428571428573)","(13.0, 14.0, 13.357142857142858)","(19.0, 55.0, 48.42857142857143)","(3.7, 4.2, 4.13076923076923)","(18.0, 38.0, 35.75)","(21.0, 44.0, 42.18181818181818)","(31.0, 75.0, 63.0)"
05-01-2023 16:21:15.488456,"(7.0, 12.0, 11.642857142857142)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.3476923076923075)","(9.0, 19.0, 18.571428571428573)","(13.0, 14.0, 13.357142857142858)","(19.0, 55.0, 48.42857142857143)","(3.7, 4.2, 4.13076923076923)","(18.0, 38.0, 35.75)","(21.0, 44.0, 42.18181818181818)","(31.0, 75.0, 63.0)"
05-01-2023 16:21:16.784801,"(7.0, 12.0, 11.642857142857142)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.3476923076923075)","(9.0, 19.0, 17.75)","(13.0, 14.0, 13.357142857142858)","(19.0, 55.0, 50.4)","(3.7, 4.2, 4.13076923076923)","(18.0, 38.0, 35.75)","(21.0, 44.0, 42.18181818181818)","(31.0, 75.0, 65.0)"
05-01-2023 16:21:18.071421,"(7.0, 12.0, 11.642857142857142)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.35375)","(9.0, 19.0, 17.75)","(13.0, 14.0, 13.357142857142858)","(19.0, 55.0, 50.4)","(3.7, 4.2, 4.13076923076923)","(18.0, 38.0, 35.75)","(21.0, 44.0, 41.714285714285715)","(31.0, 75.0, 69.28571428571429)"
05-01-2023 16:21:19.316017,"(7.0, 12.0, 11.642857142857142)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.35375)","(9.0, 19.0, 17.75)","(13.0, 14.0, 13.357142857142858)","(19.0, 55.0, 41.68421052631579)","(3.7, 4.2, 4.13076923076923)","(18.0, 38.0, 35.75)","(21.0, 44.0, 41.0)","(31.0, 75.0, 65.0)"
05-01-2023 16:21:20.569241,"(7.0, 12.0, 11.642857142857142)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.35375)","(9.0, 19.0, 17.75)","(13.0, 14.0, 13.357142857142858)","(19.0, 55.0, 41.68421052631579)","(3.7, 4.2, 4.13076923076923)","(18.0, 38.0, 35.75)","(21.0, 44.0, 41.0)","(31.0, 75.0, 65.0)"
05-01-2023 16:21:21.867286,"(7.0, 12.0, 11.642857142857142)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.35375)","(9.0, 19.0, 17.75)","(13.0, 14.0, 13.357142857142858)","(19.0, 55.0, 46.4)","(3.7, 4.2, 4.13076923076923)","(18.0, 38.0, 35.75)","(21.0, 44.0, 42.0)","(31.0, 75.0, 67.0)"
05-01-2023 16:21:23.126967,"(7.0, 12.0, 11.5)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.35375)","(9.0, 19.0, 18.285714285714285)","(13.0, 14.0, 13.357142857142858)","(19.0, 50.0, 43.2)","(3.7, 4.2, 4.192307692307692)","(18.0, 38.0, 33.90909090909091)","(21.0, 46.0, 41.0)","(31.0, 75.0, 67.0)"
05-01-2023 16:21:24.320688,"(7.0, 12.0, 11.5)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.35375)","(9.0, 19.0, 18.285714285714285)","(13.0, 14.0, 13.357142857142858)","(19.0, 46.0, 43.2)","(3.7, 4.5, 4.192307692307692)","(18.0, 38.0, 33.90909090909091)","(21.0, 46.0, 41.0)","(31.0, 75.0, 67.0)"
05-01-2023 16:21:25.496292,"(7.0, 12.0, 11.5)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.35375)","(9.0, 19.0, 18.03846153846154)","(13.0, 14.0, 13.357142857142858)","(19.0, 46.0, 40.61538461538461)","(3.7, 4.5, 4.140677966101695)","(18.0, 38.0, 33.90909090909091)","(21.0, 46.0, 40.0)","(31.0, 75.0, 67.0)"
05-01-2023 16:21:26.673473,"(7.0, 12.0, 11.5)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.35375)","(9.0, 18.5, 18.03846153846154)","(13.0, 14.0, 13.357142857142858)","(19.0, 46.0, 40.61538461538461)","(3.7, 4.5, 4.140677966101695)","(18.0, 38.0, 33.90909090909091)","(21.0, 44.0, 42.18181818181818)","(31.0, 75.0, 67.0)"
05-01-2023 16:21:27.812409,"(7.0, 12.0, 11.5)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.35375)","(9.0, 18.5, 18.03846153846154)","(13.0, 14.0, 13.357142857142858)","(19.0, 46.0, 40.888888888888886)","(3.7, 4.5, 4.168749999999999)","(18.0, 38.0, 33.90909090909091)","(21.0, 44.0, 42.18181818181818)","(31.0, 75.0, 67.0)"
05-01-2023 16:21:28.968468,"(7.0, 12.0, 11.5)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.38, 2.2634013605442176)","(9.0, 18.5, 18.03846153846154)","(13.0, 14.0, 13.357142857142858)","(19.0, 42.0, 39.27272727272727)","(3.7, 4.5, 4.230508474576271)","(18.0, 38.0, 33.90909090909091)","(21.0, 44.0, 42.18181818181818)","(31.0, 75.0, 67.0)"
05-01-2023 16:21:30.141935,"(7.0, 12.0, 11.5)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.36, 2.2440816326530615)","(9.0, 18.5, 17.88888888888889)","(13.0, 14.0, 13.357142857142858)","(19.0, 42.0, 38.4)","(3.7, 4.5, 4.230508474576271)","(18.0, 38.0, 33.90909090909091)","(21.0, 44.0, 40.54545454545455)","(31.0, 75.0, 67.0)"
05-01-2023 16:21:31.319936,"(7.0, 12.0, 11.5)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.36, 2.2440816326530615)","(9.0, 19.0, 17.88888888888889)","(13.0, 14.0, 13.357142857142858)","(19.0, 40.0, 38.4)","(3.7, 4.5, 4.230508474576271)","(18.0, 38.0, 33.90909090909091)","(21.0, 42.0, 40.54545454545455)","(31.0, 75.0, 67.0)"
05-01-2023 16:21:32.500650,"(7.0, 12.0, 11.5)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.36, 2.2440816326530615)","(9.0, 19.0, 17.88888888888889)","(13.0, 14.0, 13.357142857142858)","(19.0, 40.0, 38.4)","(3.7, 4.5, 4.230508474576271)","(18.0, 38.0, 33.90909090909091)","(21.0, 42.0, 40.54545454545455)","(31.0, 75.0, 67.0)"
05-01-2023 16:21:33.749158,"(7.0, 12.0, 11.5)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.36, 2.245084745762712)","(9.0, 19.0, 17.75)","(13.0, 14.0, 13.357142857142858)","(19.0, 40.0, 38.4)","(3.7, 4.5, 4.230508474576271)","(18.0, 38.0, 33.90909090909091)","(21.0, 42.0, 40.54545454545455)","(31.0, 75.0, 67.0)"
05-01-2023 16:21:35.015736,"(7.0, 12.0, 11.705882352941176)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.36, 2.245084745762712)","(9.0, 18.5, 17.75)","(13.0, 14.0, 13.238095238095237)","(20.0, 40.0, 36.8)","(3.7, 4.5, 4.230508474576271)","(18.0, 38.0, 33.90909090909091)","(21.0, 42.0, 38.0)","(31.0, 75.0, 67.0)"
05-01-2023 16:21:36.301876,"(7.0, 12.0, 11.705882352941176)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.36, 2.245084745762712)","(9.0, 18.5, 17.75)","(13.0, 14.0, 13.238095238095237)","(20.0, 38.0, 36.8)","(3.7, 4.5, 4.230508474576271)","(18.0, 38.0, 33.90909090909091)","(21.0, 42.0, 38.0)","(31.0, 75.0, 67.0)"
05-01-2023 16:21:37.571777,"(7.0, 12.0, 11.705882352941176)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.36, 2.245084745762712)","(9.0, 18.5, 17.75)","(13.0, 14.0, 13.238095238095237)","(20.0, 38.0, 36.666666666666664)","(3.7, 4.5, 4.230508474576271)","(18.0, 38.0, 33.90909090909091)","(21.0, 42.0, 38.0)","(31.0, 75.0, 67.0)"
05-01-2023 16:21:38.805654,"(7.0, 12.0, 11.722222222222221)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.36, 2.225737704918033)","(9.0, 19.0, 18.0)","(13.0, 14.0, 13.238095238095237)","(20.0, 38.0, 39.77777777777778)","(3.7, 4.5, 4.230508474576271)","(18.0, 38.0, 33.90909090909091)","(21.0, 42.0, 37.333333333333336)","(31.0, 75.0, 67.0)"
05-01-2023 16:21:40.006068,"(7.0, 12.0, 11.722222222222221)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.36, 2.225737704918033)","(9.0, 18.5, 18.0)","(13.0, 14.0, 13.238095238095237)","(20.0, 42.0, 39.5)","(3.7, 4.5, 4.230508474576271)","(18.0, 38.0, 41.0)","(21.0, 40.0, 37.333333333333336)","(31.0, 75.0, 67.0)"
05-01-2023 16:21:41.207154,"(7.0, 12.0, 11.722222222222221)","(41.0, 80.0, 65.71428571428572)","(2.2, 2.36, 2.225737704918033)","(9.0, 18.5, 18.0)","(13.0, 14.0, 13.238095238095237)","(20.0, 42.0, 40.3)","(3.7, 4.5, 4.240909090909091)","(18.0, 44.0, 40.142857142857146)","(21.0, 40.0, 37.333333333333336)","(31.0, 75.0, 65.0)"
