,Fly To Eden,Tralee Beth,Remember Always,Oak Barrel,Whispering Misty,Act Of Kindness,Nora Carat,Hot Temper
11-01-2023 09:38:43.731101,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.5927272727272728)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 23.6)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:38:44.877372,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.5927272727272728)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 23.6)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:38:46.011568,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.5927272727272728)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 23.6)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:38:47.184941,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.4033333333333333)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 23.6)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:38:48.355543,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.6018181818181816)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 23.6)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:38:49.585770,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.6018181818181816)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 23.6)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:38:50.825364,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.6018181818181816)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 23.6)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:38:51.983958,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.6018181818181816)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 23.6)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:38:53.181837,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.6018181818181816)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 23.6)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:38:54.333465,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.6018181818181816)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 23.6)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:38:55.511375,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.6018181818181816)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 23.6)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:38:56.735533,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.6018181818181816)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 23.6)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:38:57.902596,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.6018181818181816)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:38:59.044642,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.6018181818181816)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:39:00.188187,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.6018181818181816)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:39:01.510240,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.6018181818181816)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:39:02.739140,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.6018181818181816)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:39:03.902068,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.6018181818181816)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:39:05.295710,"(4.6, 8.6, 6.13)","(2.0, 2.84, 2.6557894736842105)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:39:06.554990,"(4.6, 8.6, 6.13)","(2.0, 2.84, 2.6557894736842105)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:39:07.802268,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.6599999999999997)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:39:08.856117,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.6599999999999997)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:39:09.961214,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.6599999999999997)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:39:11.069044,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.6599999999999997)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 6.933333333333334)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:39:12.254934,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.4257142857142857)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:39:13.356357,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.4257142857142857)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:39:14.493054,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.4257142857142857)","(13.0, 30.0, 21.11111111111111)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:39:15.644027,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.4257142857142857)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 14.542857142857143)"
11-01-2023 09:39:16.715782,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.4257142857142857)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:17.842925,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.4257142857142857)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:18.958992,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.655)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:20.104942,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.655)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:21.249124,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.655)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:22.376741,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.655)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:23.498871,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.655)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:24.655990,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.655)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:25.802874,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.655)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:26.937336,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.655)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:28.091700,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.655)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:29.194575,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.655)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:30.327631,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.655)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:31.424066,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.655)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:32.527699,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.655)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:33.562037,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.655)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:34.636605,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.655)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:35.689278,"(4.6, 8.6, 6.13)","(2.0, 2.82, 2.655)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:36.798802,"(4.6, 8.6, 6.13)","(2.0, 2.9, 2.4712280701754383)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:37.842676,"(4.6, 8.6, 6.13)","(2.0, 2.9, 2.420408163265306)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:38.889231,"(4.6, 8.6, 6.13)","(2.0, 2.9, 2.420408163265306)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:39.976265,"(4.6, 8.6, 6.13)","(2.0, 2.9, 2.4488)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:41.011567,"(4.6, 8.6, 6.13)","(2.0, 2.9, 2.4488)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:42.139559,"(4.6, 8.6, 6.13)","(2.0, 2.9, 2.4488)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:43.178204,"(4.6, 8.6, 6.13)","(2.0, 2.9, 2.4488)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:44.201420,"(4.6, 8.6, 6.13)","(2.0, 2.9, 2.4488)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:45.233623,"(4.6, 8.6, 6.13)","(2.0, 2.9, 2.542222222222222)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:46.273519,"(4.6, 8.6, 6.13)","(2.0, 2.9, 2.542222222222222)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:47.303306,"(4.6, 8.6, 6.13)","(2.0, 2.9, 2.542222222222222)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:48.296983,"(4.6, 8.6, 6.13)","(2.0, 2.9, 2.723157894736842)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:49.344470,"(4.6, 8.6, 6.13)","(2.0, 2.9, 2.723157894736842)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:50.367263,"(4.6, 8.6, 6.13)","(2.0, 2.9, 2.723157894736842)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:51.393103,"(4.6, 8.6, 6.13)","(2.0, 2.9, 2.723157894736842)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:52.445483,"(4.6, 8.6, 6.13)","(2.0, 3.05, 2.547017543859649)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:53.506269,"(4.6, 8.6, 6.13)","(2.0, 3.0, 2.7936842105263158)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 35.0)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:54.571227,"(4.6, 8.6, 6.13)","(2.0, 3.0, 2.86)","(13.0, 30.0, 23.333333333333332)","(21.0, 60.0, 36.875)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 25.0)","(13.0, 36.0, 31.7)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:55.628222,"(4.6, 10.0, 9.35)","(2.0, 3.0, 2.86)","(13.0, 36.0, 26.833333333333332)","(21.0, 80.0, 65.75)","(5.0, 7.8, 7.057142857142857)","(13.0, 26.0, 26.81818181818182)","(13.0, 36.0, 31.7)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:56.735069,"(4.6, 10.0, 9.35)","(2.0, 3.0, 2.748)","(13.0, 36.0, 26.833333333333332)","(21.0, 80.0, 65.75)","(5.0, 7.8, 7.057142857142857)","(13.0, 28.0, 26.81818181818182)","(13.0, 36.0, 31.7)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:57.828223,"(4.6, 10.0, 9.35)","(2.0, 3.0, 2.748)","(13.0, 36.0, 26.833333333333332)","(21.0, 80.0, 65.75)","(5.0, 7.8, 7.057142857142857)","(13.0, 28.0, 26.81818181818182)","(13.0, 36.0, 26.1)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:39:58.910950,"(4.6, 10.0, 9.35)","(2.0, 3.0, 2.748)","(13.0, 36.0, 26.833333333333332)","(21.0, 80.0, 65.75)","(5.0, 7.8, 7.057142857142857)","(13.0, 28.0, 26.81818181818182)","(13.0, 29.0, 26.1)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:40:00.021246,"(4.6, 10.0, 9.35)","(2.0, 3.0, 2.748)","(13.0, 36.0, 26.833333333333332)","(21.0, 80.0, 65.75)","(5.0, 7.8, 7.057142857142857)","(13.0, 28.0, 26.81818181818182)","(13.0, 29.0, 26.1)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:40:01.121096,"(4.6, 10.0, 9.35)","(2.0, 2.98, 2.78)","(13.0, 36.0, 26.833333333333332)","(21.0, 80.0, 65.75)","(5.0, 7.8, 7.057142857142857)","(13.0, 28.0, 26.81818181818182)","(13.0, 29.0, 26.1)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:40:02.249115,"(4.6, 10.0, 9.35)","(2.0, 2.98, 2.78)","(13.0, 36.0, 26.833333333333332)","(21.0, 80.0, 65.75)","(5.0, 7.8, 7.057142857142857)","(13.0, 28.0, 26.81818181818182)","(13.0, 29.0, 26.1)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:40:03.412847,"(4.6, 10.0, 9.35)","(2.0, 2.98, 2.78)","(13.0, 36.0, 26.833333333333332)","(21.0, 80.0, 65.75)","(5.0, 7.8, 7.057142857142857)","(13.0, 28.0, 26.81818181818182)","(13.0, 29.0, 26.1)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:40:04.516747,"(4.6, 10.0, 9.35)","(2.0, 2.98, 2.78)","(13.0, 36.0, 26.833333333333332)","(21.0, 80.0, 65.75)","(5.0, 7.8, 7.057142857142857)","(13.0, 28.0, 26.81818181818182)","(13.0, 29.0, 26.1)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:40:05.605467,"(4.6, 10.0, 9.35)","(2.0, 2.98, 2.78)","(13.0, 36.0, 26.833333333333332)","(21.0, 80.0, 65.75)","(5.0, 7.8, 7.057142857142857)","(13.0, 28.0, 26.81818181818182)","(13.0, 29.0, 26.1)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:40:06.735121,"(4.6, 10.0, 9.35)","(2.0, 2.98, 2.78)","(13.0, 36.0, 26.833333333333332)","(21.0, 80.0, 65.75)","(5.0, 7.8, 7.057142857142857)","(13.0, 28.0, 26.81818181818182)","(13.0, 29.0, 26.1)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:40:07.818846,"(4.6, 10.0, 9.35)","(2.0, 2.98, 2.78)","(13.0, 36.0, 26.833333333333332)","(21.0, 80.0, 65.75)","(5.0, 7.8, 7.345454545454546)","(13.0, 28.0, 26.81818181818182)","(13.0, 29.0, 26.1)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:40:08.936864,"(4.6, 10.0, 9.35)","(2.0, 3.1, 2.5482758620689654)","(13.0, 36.0, 26.833333333333332)","(21.0, 80.0, 65.75)","(5.0, 7.8, 7.415384615384616)","(13.0, 28.0, 26.81818181818182)","(13.0, 29.0, 26.1)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:40:10.042170,"(4.6, 10.0, 9.35)","(2.0, 3.05, 2.7746666666666666)","(13.0, 36.0, 26.833333333333332)","(21.0, 80.0, 65.75)","(5.0, 7.8, 7.415384615384616)","(13.0, 28.0, 26.81818181818182)","(13.0, 29.0, 24.333333333333336)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:40:11.210572,"(4.6, 10.0, 9.35)","(2.0, 3.05, 2.651)","(13.0, 36.0, 26.833333333333332)","(21.0, 80.0, 65.75)","(5.0, 7.8, 7.415384615384616)","(13.0, 28.0, 26.81818181818182)","(13.0, 29.0, 24.333333333333336)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:40:12.358344,"(4.6, 10.0, 9.35)","(2.0, 3.05, 2.651)","(13.0, 36.0, 26.833333333333332)","(21.0, 80.0, 65.75)","(5.0, 7.8, 7.415384615384616)","(13.0, 28.0, 26.81818181818182)","(13.0, 29.0, 24.333333333333336)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:40:13.455973,"(4.6, 10.0, 9.35)","(2.0, 3.05, 2.651)","(13.0, 36.0, 26.833333333333332)","(21.0, 80.0, 65.75)","(5.0, 7.8, 7.415384615384616)","(13.0, 28.0, 26.81818181818182)","(13.0, 29.0, 24.333333333333336)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:40:14.555610,"(4.6, 10.0, 9.35)","(2.0, 3.05, 2.651)","(13.0, 36.0, 26.833333333333332)","(21.0, 80.0, 65.75)","(5.0, 7.8, 7.415384615384616)","(13.0, 28.0, 26.81818181818182)","(13.0, 29.0, 24.333333333333336)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:40:15.709158,"(4.6, 10.0, 9.35)","(2.0, 3.05, 2.651)","(13.0, 36.0, 26.833333333333332)","(21.0, 80.0, 65.75)","(5.0, 7.8, 7.415384615384616)","(13.0, 28.0, 26.81818181818182)","(13.0, 29.0, 24.333333333333336)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:40:16.910638,"(4.6, 10.0, 9.35)","(2.0, 3.05, 2.651)","(13.0, 36.0, 26.833333333333332)","(21.0, 80.0, 65.75)","(5.0, 7.8, 6.8)","(13.0, 28.0, 26.81818181818182)","(13.0, 29.0, 24.333333333333336)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:40:18.066742,"(4.6, 10.0, 9.35)","(2.0, 3.05, 2.651)","(13.0, 36.0, 26.833333333333332)","(21.0, 80.0, 65.75)","(5.0, 7.8, 7.384615384615385)","(13.0, 28.0, 26.81818181818182)","(13.0, 29.0, 24.333333333333336)","(8.0, 17.0, 15.280000000000001)"
11-01-2023 09:40:19.199751,"(4.6, 10.0, 9.35)","(2.0, 3.05, 2.651)","(13.0, 36.0, 26.833333333333332)","(21.0, 80.0, 65.75)","(5.0, 7.8, 7.384615384615385)","(13.0, 28.0, 26.81818181818182)","(13.0, 29.0, 24.333333333333336)","(8.0, 17.0, 15.280000000000001)"
