,Krafty Boy,Kezzamac,The Hustler Nz,Tulhurst Writer,Bomani,Shanerra Star Nz,A Rocknroll Star Nz,Roll The Seven,Tulhurst Terror,Shannonsideal
14-12-2022 18:50:01.369611,"(101.0, 340.0, 285.0)","(5.5, 6.2, 6.015384615384615)","(2.35, 99999, 99990)","(41.0, 65.0, 57.5)","(11.0, 19.5, 18.725)","(5.5, 99999, 99990)","(12.0, 99999, 99990)","(11.0, 17.5, 17.136363636363637)","(7.5, 11.0, 10.065217391304348)","(17.0, 29.0, 28.333333333333332)"
14-12-2022 18:50:02.668126,"(101.0, 360.0, 275.88235294117646)","(4.8, 6.4, 6.015384615384615)","(2.4, 99999, 99990)","(41.0, 65.0, 68.33333333333333)","(12.0, 21.0, 18.5)","(5.5, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 18.5, 16.625)","(7.5, 11.0, 10.468041237113402)","(17.0, 30.0, 30.8)"
14-12-2022 18:50:03.956725,"(101.0, 350.0, 302.0)","(4.8, 6.6, 6.075)","(2.4, 99999, 99990)","(41.0, 95.0, 70.0)","(12.0, 21.0, 14.833333333333334)","(5.5, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 18.5, 17.25)","(7.5, 11.0, 10.24561403508772)","(17.0, 32.0, 30.8)"
14-12-2022 18:50:05.296089,"(101.0, 350.0, 302.0)","(4.8, 6.6, 6.18)","(2.4, 99999, 99990)","(41.0, 85.0, 70.0)","(12.0, 16.0, 14.833333333333334)","(5.5, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 18.0, 17.4)","(7.5, 11.0, 10.258620689655173)","(17.0, 32.0, 29.428571428571427)"
14-12-2022 18:50:06.636794,"(101.0, 350.0, 290.0)","(4.8, 6.6, 6.45)","(2.4, 99999, 99990)","(41.0, 85.0, 65.0)","(12.0, 16.0, 17.5)","(5.5, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 18.0, 16.625)","(7.5, 11.0, 10.485294117647058)","(17.0, 32.0, 28.666666666666668)"
14-12-2022 18:50:07.967846,"(101.0, 350.0, 290.0)","(4.8, 6.8, 5.933333333333334)","(2.4, 99999, 99990)","(41.0, 85.0, 50.54545454545455)","(12.0, 19.5, 17.0)","(5.5, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 18.5, 16.666666666666668)","(7.5, 10.5, 10.485294117647058)","(18.0, 32.0, 30.0)"
14-12-2022 18:50:09.299468,"(101.0, 340.0, 273.3333333333333)","(4.8, 6.2, 5.936842105263158)","(2.4, 99999, 99990)","(41.0, 55.0, 50.54545454545455)","(12.0, 19.5, 17.0)","(5.5, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 20.0, 16.666666666666668)","(7.5, 10.5, 10.635593220338983)","(18.0, 32.0, 28.666666666666668)"
14-12-2022 18:50:10.596744,"(101.0, 340.0, 273.3333333333333)","(4.8, 6.4, 5.95)","(2.4, 99999, 99990)","(41.0, 55.0, 43.625)","(12.0, 19.5, 17.0)","(5.5, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 20.0, 18.0)","(7.5, 11.5, 10.635593220338983)","(18.0, 32.0, 28.666666666666668)"
14-12-2022 18:50:11.943008,"(101.0, 340.0, 270.0)","(4.8, 6.2, 5.95)","(2.4, 99999, 99990)","(41.0, 55.0, 44.666666666666664)","(11.0, 19.5, 17.0)","(5.5, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 19.5, 18.875)","(7.5, 11.5, 11.25)","(18.0, 32.0, 28.0)"
14-12-2022 18:50:13.287816,"(101.0, 330.0, 270.0)","(4.8, 6.2, 5.944444444444445)","(2.4, 99999, 99990)","(41.0, 50.0, 47.333333333333336)","(11.0, 19.5, 17.5)","(5.5, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 19.5, 16.625)","(7.5, 11.5, 11.583333333333334)","(18.0, 30.0, 29.2)"
14-12-2022 18:50:14.614535,"(101.0, 330.0, 285.0)","(4.8, 6.8, 6.5)","(2.4, 99999, 99990)","(41.0, 50.0, 48.8)","(11.0, 20.0, 19.166666666666668)","(5.5, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 20.0, 18.3125)","(7.5, 12.0, 12.3125)","(18.0, 30.0, 29.22222222222222)"
14-12-2022 18:50:15.918730,"(101.0, 330.0, 285.0)","(4.8, 6.8, 6.5)","(2.4, 99999, 99990)","(41.0, 50.0, 48.8)","(11.0, 20.0, 18.5)","(5.5, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 20.0, 18.071428571428573)","(7.5, 12.5, 11.169354838709678)","(18.0, 30.0, 24.08695652173913)"
14-12-2022 18:50:17.173139,"(101.0, 330.0, 285.0)","(4.8, 6.4, 6.28888888888889)","(2.4, 99999, 99990)","(41.0, 50.0, 48.8)","(11.0, 20.0, 18.875)","(5.5, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 20.0, 18.0)","(7.5, 12.5, 11.169354838709678)","(18.0, 26.0, 23.8)"
14-12-2022 18:50:18.461346,"(101.0, 330.0, 285.0)","(5.0, 6.0, 5.703)","(2.35, 99999, 99990)","(41.0, 50.0, 48.4)","(11.0, 20.0, 18.875)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 21.0, 18.0)","(7.5, 12.5, 11.169354838709678)","(18.0, 26.0, 23.46153846153846)"
14-12-2022 18:50:19.758710,"(101.0, 330.0, 285.0)","(5.0, 5.6, 5.514285714285714)","(2.35, 99999, 99990)","(41.0, 55.0, 48.0)","(11.0, 20.0, 18.875)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 21.0, 18.0)","(7.5, 12.5, 11.169354838709678)","(18.0, 26.0, 23.46153846153846)"
14-12-2022 18:50:21.148211,"(101.0, 330.0, 285.0)","(5.0, 5.9, 5.7)","(2.35, 99999, 99990)","(41.0, 50.0, 48.0)","(11.0, 20.0, 18.875)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 21.0, 19.166666666666668)","(7.5, 12.5, 11.169354838709678)","(18.0, 26.0, 23.46153846153846)"
14-12-2022 18:50:22.457054,"(101.0, 330.0, 285.0)","(5.0, 5.9, 5.504854368932039)","(2.35, 99999, 99990)","(31.0, 50.0, 48.4)","(11.0, 20.0, 18.0)","(6.0, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 21.0, 18.0)","(8.0, 12.5, 11.675)","(17.0, 26.0, 23.46153846153846)"
14-12-2022 18:50:23.701050,"(101.0, 340.0, 273.3333333333333)","(5.0, 6.0, 5.603883495145631)","(2.35, 99999, 99990)","(31.0, 55.0, 48.4)","(11.0, 20.0, 18.875)","(6.0, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 21.0, 20.07142857142857)","(8.0, 12.5, 11.649484536082474)","(17.0, 26.0, 23.46153846153846)"
14-12-2022 18:50:24.916549,"(101.0, 340.0, 273.3333333333333)","(5.0, 6.6, 5.766666666666667)","(2.35, 99999, 99990)","(31.0, 55.0, 48.4)","(11.0, 20.0, 18.875)","(6.0, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 21.0, 17.0)","(8.0, 12.5, 11.640625)","(17.0, 26.0, 23.46153846153846)"
14-12-2022 18:50:26.142290,"(101.0, 330.0, 270.0)","(5.0, 6.4, 6.175000000000001)","(2.35, 99999, 99990)","(31.0, 55.0, 48.4)","(11.0, 20.0, 19.428571428571427)","(6.0, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 20.0, 16.833333333333332)","(8.0, 12.5, 12.464285714285714)","(17.0, 26.0, 23.8)"
14-12-2022 18:50:27.470036,"(101.0, 330.0, 270.0)","(5.0, 5.6, 5.46)","(2.35, 99999, 99990)","(31.0, 55.0, 48.4)","(11.0, 20.0, 18.25)","(6.0, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 19.5, 17.5)","(8.0, 12.5, 12.25)","(17.0, 26.0, 23.8)"
14-12-2022 18:50:28.790828,"(101.0, 330.0, 270.0)","(5.0, 5.4, 5.342105263157895)","(2.35, 99999, 99990)","(31.0, 55.0, 49.0)","(11.0, 20.0, 17.0)","(6.0, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 19.5, 18.333333333333332)","(8.0, 12.5, 13.2)","(17.0, 26.0, 24.307692307692307)"
14-12-2022 18:50:30.118882,"(101.0, 350.0, 295.0)","(5.0, 5.9, 5.7)","(2.35, 99999, 99990)","(31.0, 55.0, 49.0)","(11.0, 20.0, 16.8)","(6.0, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 19.5, 18.333333333333332)","(8.0, 13.5, 13.2)","(17.0, 26.0, 23.130434782608695)"
14-12-2022 18:50:31.458496,"(101.0, 340.0, 273.3333333333333)","(5.0, 6.0, 5.614285714285715)","(2.3, 99999, 99990)","(31.0, 55.0, 46.53846153846154)","(12.0, 20.0, 16.5)","(6.5, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 19.5, 18.833333333333332)","(8.5, 13.5, 12.201754385964913)","(18.0, 26.0, 23.375)"
14-12-2022 18:50:32.827375,"(101.0, 340.0, 260.0)","(5.0, 5.7, 5.6)","(2.3, 99999, 99990)","(31.0, 55.0, 46.53846153846154)","(12.0, 17.5, 17.166666666666668)","(6.5, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 19.5, 18.833333333333332)","(8.5, 13.5, 12.4)","(18.0, 26.0, 22.57894736842105)"
14-12-2022 18:50:34.172252,"(101.0, 320.0, 260.0)","(5.0, 5.9, 5.316780821917808)","(2.3, 99999, 99990)","(31.0, 55.0, 48.22222222222222)","(12.0, 18.5, 17.928571428571427)","(6.5, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 19.5, 18.833333333333332)","(8.5, 13.0, 12.884615384615385)","(18.0, 23.0, 24.8)"
14-12-2022 18:50:35.509141,"(101.0, 320.0, 260.0)","(5.0, 5.4, 5.3027999999999995)","(2.3, 99999, 99990)","(31.0, 50.0, 48.22222222222222)","(12.0, 18.5, 16.441176470588236)","(6.5, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 19.5, 18.8)","(8.5, 13.0, 12.954545454545455)","(18.0, 25.0, 23.6)"
14-12-2022 18:50:36.849364,"(101.0, 320.0, 260.0)","(5.0, 5.4, 5.300816326530612)","(2.3, 99999, 99990)","(31.0, 50.0, 51.333333333333336)","(12.0, 20.0, 18.785714285714285)","(6.5, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 19.5, 18.8)","(8.5, 13.0, 12.362068965517242)","(18.0, 26.0, 24.0)"
14-12-2022 18:50:38.193819,"(101.0, 310.0, 256.6666666666667)","(5.0, 5.4, 5.300816326530612)","(2.3, 99999, 99990)","(31.0, 55.0, 51.333333333333336)","(12.0, 19.5, 16.125)","(6.5, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 19.5, 19.0625)","(8.5, 13.0, 12.362068965517242)","(18.0, 25.0, 23.375)"
14-12-2022 18:50:39.562373,"(101.0, 300.0, 253.33333333333334)","(5.0, 5.6, 5.581029810298102)","(2.3, 99999, 99990)","(31.0, 55.0, 42.945454545454545)","(12.0, 19.5, 18.357142857142858)","(6.5, 99999, 99990)","(12.0, 99999, 99990)","(12.0, 19.5, 19.23076923076923)","(8.5, 13.0, 12.362068965517242)","(18.0, 26.0, 23.375)"
14-12-2022 18:50:40.839532,"(101.0, 290.0, 405.0)","(5.0, 5.6, 6.6)","(2.3, 99999, 99990)","(31.0, 55.0, 66.5)","(12.0, 19.0, 18.5)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 19.5, 16.25)","(8.5, 13.0, 13.830188679245282)","(18.0, 26.0, 28.4)"
14-12-2022 18:50:42.126330,"(101.0, 580.0, 330.0)","(5.0, 8.4, 5.63076923076923)","(2.3, 99999, 99990)","(31.0, 95.0, 66.5)","(12.0, 26.0, 18.5)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 21.0, 20.78125)","(8.5, 14.0, 13.9)","(18.0, 38.0, 23.0)"
14-12-2022 18:50:43.358442,"(101.0, 580.0, 330.0)","(5.0, 5.6, 5.225)","(2.3, 99999, 99990)","(31.0, 95.0, 66.5)","(12.0, 26.0, 20.75)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 21.0, 16.25)","(8.5, 14.0, 13.9)","(18.0, 26.0, 24.285714285714285)"
14-12-2022 18:50:44.579469,"(101.0, 580.0, 330.0)","(5.0, 8.2, 6.5)","(2.3, 99999, 99990)","(31.0, 80.0, 10.044397463002115)","(12.0, 24.0, 20.75)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 21.0, 15.333333333333334)","(8.5, 14.0, 13.9)","(18.0, 30.0, 24.666666666666668)"
14-12-2022 18:50:45.757941,"(101.0, 580.0, 330.0)","(5.0, 8.2, 7.74742857142857)","(2.3, 99999, 99990)","(31.0, 13.0, 10.04585152838428)","(12.0, 24.0, 17.75)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 23.0, 15.666666666666666)","(8.5, 14.0, 13.625)","(18.0, 30.0, 27.25)"
14-12-2022 18:50:46.954401,"(101.0, 580.0, 330.0)","(5.0, 5.2, 6.16)","(2.3, 99999, 99990)","(31.0, 13.0, 11.004424778761061)","(12.0, 24.0, 17.75)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 23.0, 16.333333333333332)","(8.5, 14.0, 13.75)","(18.0, 29.0, 20.4)"
14-12-2022 18:50:48.155783,"(101.0, 580.0, 330.0)","(5.0, 8.0, 7.090909090909091)","(2.3, 99999, 99990)","(31.0, 13.0, 11.004444444444445)","(12.0, 24.0, 17.75)","(6.5, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 38.0, 21.75)","(8.5, 14.0, 13.75)","(18.0, 30.0, 23.5)"
