,Caribbean Baby,Heavens Baby,Kerrie Be,Singer Snap,Holme Boy,Yarraman Needy,Snack Time Rocks,Boom Boom Boy
11-01-2023 21:54:43.952672,"(51.0, 140.0, 124.0)","(8.5, 11.5, 10.785714285714286)","(1.7, 2.3, 2.2727999999999997)","(81.0, 170.0, 156.66666666666669)","(3.6, 4.0, 3.9771739130434782)","(18.0, 25.0, 22.473684210526315)","(5.5, 6.8, 6.485714285714286)","(41.0, 85.0, 71.11111111111111)"
11-01-2023 21:54:45.026418,"(51.0, 140.0, 126.66666666666667)","(8.5, 11.5, 10.735294117647058)","(1.7, 2.3, 2.2805714285714282)","(81.0, 170.0, 156.66666666666669)","(3.6, 4.0, 3.8598591549295778)","(18.0, 25.0, 22.473684210526315)","(5.5, 6.8, 6.656521739130435)","(41.0, 85.0, 65.45454545454545)"
11-01-2023 21:54:46.096959,"(51.0, 140.0, 126.66666666666667)","(8.5, 11.5, 10.75)","(1.7, 2.34, 2.317142857142857)","(81.0, 170.0, 156.66666666666669)","(3.6, 3.95, 3.8598591549295778)","(18.0, 25.0, 22.09090909090909)","(5.5, 6.8, 6.5200000000000005)","(41.0, 80.0, 56.0)"
11-01-2023 21:54:47.149465,"(51.0, 140.0, 115.0)","(8.5, 11.5, 10.833333333333334)","(1.7, 2.34, 2.3335999999999997)","(81.0, 170.0, 130.0)","(3.6, 3.95, 3.758955223880597)","(18.0, 25.0, 22.44)","(5.5, 6.8, 6.5200000000000005)","(41.0, 80.0, 62.5)"
11-01-2023 21:54:48.183396,"(51.0, 140.0, 115.0)","(8.5, 11.5, 10.833333333333334)","(1.7, 2.34, 2.3335999999999997)","(81.0, 170.0, 134.0)","(3.6, 3.95, 3.758955223880597)","(18.0, 25.0, 22.44)","(5.5, 6.8, 6.5200000000000005)","(41.0, 80.0, 62.5)"
11-01-2023 21:54:49.374432,"(51.0, 140.0, 115.0)","(8.5, 11.5, 10.882352941176471)","(1.75, 2.38, 2.373333333333333)","(81.0, 150.0, 134.6153846153846)","(3.5, 3.8, 3.7086206896551723)","(18.0, 25.0, 22.9375)","(5.5, 6.8, 6.571428571428571)","(41.0, 80.0, 60.55555555555556)"
11-01-2023 21:54:50.490003,"(51.0, 140.0, 115.0)","(8.5, 12.0, 10.869565217391305)","(1.75, 2.38, 2.3846153846153846)","(81.0, 150.0, 139.0909090909091)","(3.5, 3.75, 3.7086206896551723)","(18.0, 25.0, 23.35)","(5.5, 6.8, 6.571428571428571)","(41.0, 80.0, 64.44444444444444)"
11-01-2023 21:54:51.646228,"(51.0, 140.0, 115.0)","(8.5, 12.0, 10.666666666666666)","(1.75, 2.4, 2.3885714285714283)","(81.0, 150.0, 139.0909090909091)","(3.5, 3.75, 3.7086206896551723)","(18.0, 25.0, 23.35)","(5.5, 6.8, 6.571428571428571)","(41.0, 80.0, 64.44444444444444)"
11-01-2023 21:54:52.779505,"(51.0, 140.0, 111.875)","(8.5, 11.5, 10.75)","(1.75, 2.4, 2.3885714285714283)","(81.0, 150.0, 138.0)","(3.5, 3.75, 3.7086206896551723)","(18.0, 25.0, 23.35)","(5.5, 6.8, 6.571428571428571)","(41.0, 80.0, 67.27272727272727)"
11-01-2023 21:54:53.849505,"(51.0, 140.0, 118.57142857142857)","(8.5, 11.5, 10.75)","(1.75, 2.4, 2.3885714285714283)","(81.0, 150.0, 138.0)","(3.5, 3.75, 3.7145454545454544)","(18.0, 25.0, 23.35)","(5.5, 6.8, 6.640000000000001)","(41.0, 80.0, 70.45454545454545)"
11-01-2023 21:54:54.944097,"(51.0, 130.0, 107.77777777777777)","(8.5, 11.5, 10.375)","(1.75, 2.4, 2.381818181818182)","(81.0, 150.0, 172.85714285714286)","(3.4, 3.75, 3.705681818181818)","(18.0, 25.0, 23.35)","(5.5, 7.0, 6.905263157894737)","(41.0, 80.0, 75.5)"
11-01-2023 21:54:55.960194,"(51.0, 120.0, 110.0)","(8.5, 11.5, 10.9375)","(1.75, 2.4, 2.397037037037037)","(81.0, 190.0, 160.76923076923077)","(3.4, 3.75, 3.6622222222222223)","(18.0, 25.0, 23.35)","(5.5, 7.0, 6.9)","(41.0, 80.0, 76.25)"
11-01-2023 21:54:57.033591,"(51.0, 120.0, 103.33333333333333)","(8.5, 11.5, 10.9375)","(1.75, 2.4, 2.393333333333333)","(81.0, 170.0, 134.28571428571428)","(3.4, 3.7, 3.6622222222222223)","(18.0, 25.0, 23.35)","(5.5, 7.0, 6.9)","(41.0, 80.0, 78.5)"
11-01-2023 21:54:58.070679,"(51.0, 120.0, 103.33333333333333)","(8.5, 11.5, 10.9375)","(1.75, 2.4, 2.393333333333333)","(81.0, 170.0, 134.28571428571428)","(3.4, 3.7, 3.6622222222222223)","(18.0, 25.0, 23.35)","(5.5, 7.0, 6.94)","(41.0, 80.0, 78.5)"
11-01-2023 21:54:59.135590,"(51.0, 120.0, 107.5)","(8.5, 11.5, 10.9375)","(1.75, 2.4, 2.393333333333333)","(81.0, 170.0, 134.28571428571428)","(3.4, 3.7, 3.6622222222222223)","(18.0, 25.0, 23.35)","(5.5, 7.0, 6.94)","(41.0, 80.0, 77.5)"
11-01-2023 21:55:00.247002,"(51.0, 120.0, 107.5)","(8.5, 11.5, 10.9375)","(1.75, 2.4, 2.376326530612245)","(81.0, 170.0, 130.0)","(3.4, 3.7, 3.6514285714285717)","(18.0, 25.0, 23.73076923076923)","(5.5, 7.0, 7.1230769230769235)","(41.0, 80.0, 77.5)"
11-01-2023 21:55:01.294037,"(51.0, 120.0, 105.0)","(8.5, 11.5, 11.35483870967742)","(1.75, 2.38, 2.331)","(81.0, 160.0, 130.0)","(3.4, 3.7, 3.636206896551724)","(18.0, 25.0, 23.73076923076923)","(5.5, 7.2, 7.0875)","(41.0, 80.0, 75.0)"
11-01-2023 21:55:02.381570,"(51.0, 120.0, 101.25)","(8.5, 11.5, 10.9)","(1.75, 2.36, 2.3034146341463413)","(81.0, 160.0, 130.0)","(3.4, 3.75, 3.636206896551724)","(18.0, 25.0, 23.666666666666668)","(5.5, 7.2, 7.0588235294117645)","(41.0, 80.0, 75.0)"
11-01-2023 21:55:03.408523,"(51.0, 120.0, 101.25)","(8.5, 11.5, 11.166666666666666)","(1.75, 2.3, 2.2847524752475246)","(81.0, 160.0, 130.0)","(3.4, 3.75, 3.672222222222222)","(18.0, 25.0, 23.666666666666668)","(5.5, 7.2, 6.957142857142857)","(41.0, 80.0, 75.0)"
11-01-2023 21:55:04.479017,"(51.0, 120.0, 101.25)","(8.0, 11.5, 11.071428571428571)","(1.85, 2.34, 2.33)","(81.0, 160.0, 130.0)","(3.3, 3.75, 3.658695652173913)","(17.0, 25.0, 23.8)","(5.5, 7.2, 6.848275862068966)","(41.0, 80.0, 75.0)"
11-01-2023 21:55:05.622463,"(51.0, 120.0, 101.25)","(8.0, 11.5, 11.071428571428571)","(1.85, 2.34, 2.3314285714285714)","(81.0, 160.0, 130.0)","(3.3, 3.7, 3.6833333333333336)","(17.0, 25.0, 23.2)","(5.5, 7.2, 6.8742857142857146)","(41.0, 80.0, 75.0)"
11-01-2023 21:55:06.690838,"(51.0, 120.0, 101.25)","(8.0, 11.5, 11.071428571428571)","(1.85, 2.34, 2.3327999999999998)","(81.0, 160.0, 133.33333333333334)","(3.3, 3.75, 3.6545454545454543)","(17.0, 30.0, 25.545454545454547)","(5.5, 7.2, 7.036363636363636)","(41.0, 80.0, 75.0)"
11-01-2023 21:55:07.736008,"(51.0, 120.0, 101.25)","(8.0, 11.5, 11.071428571428571)","(1.85, 2.34, 2.3327999999999998)","(81.0, 160.0, 133.33333333333334)","(3.3, 3.75, 3.6545454545454543)","(17.0, 30.0, 25.545454545454547)","(5.5, 7.2, 7.036363636363636)","(41.0, 80.0, 75.0)"
11-01-2023 21:55:08.835876,"(51.0, 120.0, 101.25)","(8.0, 11.5, 11.071428571428571)","(1.85, 2.34, 2.3327999999999998)","(81.0, 160.0, 133.33333333333334)","(3.3, 3.75, 3.5875)","(17.0, 30.0, 26.733333333333334)","(5.5, 7.2, 6.95)","(41.0, 80.0, 78.33333333333333)"
11-01-2023 21:55:10.012692,"(51.0, 120.0, 108.0)","(8.0, 12.0, 11.307692307692308)","(1.85, 2.34, 2.301176470588235)","(81.0, 160.0, 151.8181818181818)","(3.3, 3.75, 3.6115384615384616)","(17.0, 30.0, 26.125)","(5.5, 7.4, 7.030769230769231)","(41.0, 80.0, 78.33333333333333)"
11-01-2023 21:55:11.155772,"(51.0, 120.0, 112.85714285714286)","(8.0, 12.0, 11.307692307692308)","(1.85, 2.34, 2.3339999999999996)","(81.0, 190.0, 163.33333333333334)","(3.3, 3.65, 3.6115384615384616)","(17.0, 27.0, 26.125)","(5.5, 7.4, 7.030769230769231)","(41.0, 80.0, 78.33333333333333)"
11-01-2023 21:55:12.249394,"(51.0, 120.0, 112.85714285714286)","(8.0, 12.0, 11.307692307692308)","(1.85, 2.34, 2.3368421052631576)","(81.0, 180.0, 150.0)","(3.3, 3.65, 3.6859375)","(17.0, 27.0, 26.125)","(5.5, 7.4, 7.28)","(41.0, 80.0, 78.33333333333333)"
11-01-2023 21:55:13.321686,"(51.0, 150.0, 125.55555555555556)","(8.0, 12.0, 11.307692307692308)","(1.85, 2.34, 2.378181818181818)","(81.0, 180.0, 150.0)","(3.3, 3.7, 3.6859375)","(17.0, 27.0, 24.9)","(5.5, 7.4, 7.285714285714286)","(41.0, 80.0, 75.0)"
11-01-2023 21:55:14.416062,"(51.0, 140.0, 127.14285714285714)","(8.0, 12.0, 11.307692307692308)","(1.85, 2.38, 2.378181818181818)","(81.0, 180.0, 150.0)","(3.3, 3.7, 3.6942307692307694)","(17.0, 27.0, 23.0)","(5.5, 7.4, 7.222222222222222)","(41.0, 80.0, 75.0)"
11-01-2023 21:55:15.524384,"(51.0, 140.0, 115.45454545454545)","(8.0, 12.0, 11.307692307692308)","(1.85, 2.38, 2.3736363636363635)","(81.0, 180.0, 147.27272727272728)","(3.3, 3.7, 3.635483870967742)","(17.0, 27.0, 23.666666666666668)","(5.5, 7.4, 8.596341463414634)","(41.0, 80.0, 77.77777777777777)"
11-01-2023 21:55:16.623235,"(51.0, 140.0, 106.25)","(8.0, 11.5, 11.166666666666666)","(1.85, 2.38, 2.336923076923077)","(81.0, 180.0, 156.0)","(3.3, 3.7, 3.5318181818181817)","(17.0, 26.0, 23.666666666666668)","(5.5, 8.6, 8.565317919075143)","(41.0, 80.0, 77.77777777777777)"
11-01-2023 21:55:17.676905,"(51.0, 130.0, 110.71428571428572)","(8.0, 11.5, 11.166666666666666)","(1.85, 2.38, 2.3099999999999996)","(81.0, 180.0, 156.0)","(3.3, 3.6, 3.5318181818181817)","(17.0, 26.0, 21.727272727272727)","(5.5, 8.6, 8.397530864197531)","(41.0, 80.0, 77.77777777777777)"
11-01-2023 21:55:18.800695,"(51.0, 120.0, 105.0)","(8.0, 11.5, 10.833333333333334)","(1.85, 2.38, 2.301428571428571)","(81.0, 180.0, 144.0)","(3.3, 3.6, 3.5250000000000004)","(17.0, 25.0, 22.571428571428573)","(5.5, 8.4, 8.397530864197531)","(41.0, 80.0, 77.77777777777777)"
11-01-2023 21:55:19.898995,"(51.0, 120.0, 105.0)","(8.0, 11.5, 10.833333333333334)","(1.85, 2.38, 2.301428571428571)","(81.0, 180.0, 144.0)","(3.3, 3.6, 3.526530612244898)","(17.0, 24.0, 21.333333333333332)","(5.5, 8.4, 8.397530864197531)","(41.0, 80.0, 75.0)"
11-01-2023 21:55:21.063041,"(51.0, 120.0, 95.45454545454545)","(8.0, 11.5, 10.6)","(1.85, 2.38, 2.318)","(81.0, 180.0, 158.0)","(3.3, 3.6, 3.5320754716981133)","(17.0, 25.0, 21.3)","(5.5, 8.4, 8.571597633136093)","(41.0, 80.0, 75.0)"
11-01-2023 21:55:22.199605,"(51.0, 120.0, 95.45454545454545)","(8.0, 11.5, 10.6)","(1.85, 2.36, 2.318)","(81.0, 170.0, 158.0)","(3.3, 3.6, 3.5587500000000003)","(17.0, 24.0, 21.3)","(5.5, 8.6, 8.397530864197531)","(41.0, 80.0, 77.85714285714286)"
11-01-2023 21:55:23.291896,"(51.0, 120.0, 95.45454545454545)","(8.0, 11.5, 11.0)","(1.85, 2.3, 2.2578947368421054)","(81.0, 170.0, 158.0)","(3.3, 3.65, 3.552941176470588)","(17.0, 24.0, 21.25)","(5.5, 8.4, 8.397530864197531)","(41.0, 80.0, 78.75)"
11-01-2023 21:55:24.374964,"(51.0, 120.0, 95.45454545454545)","(8.0, 11.5, 11.0)","(1.85, 2.3, 2.2555555555555555)","(81.0, 160.0, 150.0)","(3.3, 3.65, 3.552941176470588)","(17.0, 23.0, 21.25)","(5.5, 8.4, 8.397530864197531)","(41.0, 80.0, 78.75)"
11-01-2023 21:55:25.408776,"(51.0, 120.0, 95.45454545454545)","(8.0, 12.0, 11.605263157894736)","(1.85, 2.28, 2.2505882352941176)","(81.0, 160.0, 146.36363636363637)","(3.3, 3.7, 3.658695652173913)","(17.0, 23.0, 21.25)","(5.5, 8.4, 8.397530864197531)","(41.0, 80.0, 78.75)"
11-01-2023 21:55:26.553623,"(51.0, 120.0, 95.45454545454545)","(8.0, 12.0, 11.41304347826087)","(1.85, 2.28, 2.2475)","(81.0, 160.0, 146.36363636363637)","(3.1, 3.7, 3.5991379310344827)","(17.0, 23.0, 21.833333333333332)","(6.0, 8.4, 8.411764705882353)","(41.0, 80.0, 78.5)"
11-01-2023 21:55:27.697794,"(51.0, 120.0, 99.0)","(8.0, 12.0, 11.672727272727272)","(1.85, 2.28, 2.247692307692308)","(81.0, 160.0, 146.36363636363637)","(3.1, 3.7, 3.5844827586206893)","(17.0, 23.0, 21.333333333333332)","(6.0, 8.6, 8.387500000000001)","(41.0, 80.0, 78.5)"
11-01-2023 21:55:28.792017,"(51.0, 120.0, 99.0)","(8.0, 12.0, 11.294117647058824)","(1.85, 2.28, 2.251304347826087)","(81.0, 160.0, 146.36363636363637)","(3.1, 3.75, 3.5829670329670327)","(17.0, 23.0, 21.333333333333332)","(6.0, 8.4, 8.387500000000001)","(41.0, 80.0, 78.5)"
11-01-2023 21:55:29.877896,"(51.0, 120.0, 99.0)","(8.0, 12.0, 11.5)","(1.85, 2.28, 2.251304347826087)","(81.0, 160.0, 143.33333333333334)","(3.1, 3.75, 3.581914893617021)","(17.0, 23.0, 21.333333333333332)","(6.0, 8.4, 8.397633136094674)","(41.0, 80.0, 78.5)"
11-01-2023 21:55:30.971976,"(51.0, 120.0, 100.0)","(8.0, 12.0, 11.5)","(1.85, 2.28, 2.260869565217391)","(81.0, 160.0, 133.33333333333334)","(3.1, 3.75, 3.568390804597701)","(17.0, 23.0, 20.88888888888889)","(6.0, 8.4, 8.785964912280702)","(41.0, 80.0, 78.33333333333333)"
11-01-2023 21:55:32.047428,"(51.0, 120.0, 96.0)","(8.0, 11.5, 11.227272727272727)","(1.85, 2.28, 2.254468085106383)","(81.0, 160.0, 145.0)","(3.1, 3.75, 3.568390804597701)","(17.0, 22.0, 20.88888888888889)","(6.0, 8.8, 8.768)","(41.0, 80.0, 78.33333333333333)"
11-01-2023 21:55:33.059825,"(51.0, 120.0, 96.0)","(8.0, 11.5, 11.227272727272727)","(1.85, 2.28, 2.26125)","(81.0, 200.0, 180.0)","(3.1, 3.7, 3.5693548387096774)","(17.0, 22.0, 20.88888888888889)","(6.0, 8.8, 8.768)","(41.0, 80.0, 78.33333333333333)"
11-01-2023 21:55:34.038802,"(51.0, 120.0, 97.5)","(8.0, 12.0, 11.642857142857142)","(1.85, 2.28, 2.192)","(81.0, 200.0, 163.63636363636363)","(3.1, 3.7, 3.579032258064516)","(17.0, 25.0, 24.0)","(6.0, 9.2, 9.0)","(41.0, 85.0, 78.33333333333333)"
11-01-2023 21:55:35.081044,"(51.0, 120.0, 105.0)","(8.0, 11.0, 10.722222222222221)","(1.85, 2.28, 2.2030967741935488)","(81.0, 200.0, 110.9090909090909)","(3.1, 3.7, 3.618032786885246)","(17.0, 25.0, 24.2)","(6.0, 9.2, 9.015384615384615)","(41.0, 85.0, 73.0)"
11-01-2023 21:55:36.138309,"(51.0, 120.0, 105.0)","(8.0, 11.0, 10.7)","(1.85, 2.24, 2.1846451612903226)","(81.0, 120.0, 145.0)","(3.1, 3.7, 3.6196428571428574)","(17.0, 25.0, 24.2)","(6.0, 9.2, 9.015384615384615)","(41.0, 85.0, 73.0)"
11-01-2023 21:55:37.236931,"(51.0, 120.0, 105.0)","(8.0, 11.0, 10.806451612903226)","(1.85, 2.24, 2.2331497005988026)","(81.0, 190.0, 164.44444444444446)","(3.1, 3.7, 3.6833333333333336)","(17.0, 25.0, 23.0)","(6.0, 9.2, 9.015384615384615)","(41.0, 85.0, 73.0)"
11-01-2023 21:55:38.346698,"(51.0, 120.0, 105.0)","(8.0, 11.0, 10.806451612903226)","(1.85, 2.24, 2.2312135176651307)","(81.0, 180.0, 164.44444444444446)","(3.1, 3.7, 3.6833333333333336)","(17.0, 24.0, 23.0)","(6.0, 9.2, 9.015384615384615)","(41.0, 85.0, 73.0)"
11-01-2023 21:55:39.596941,"(51.0, 120.0, 105.0)","(8.0, 11.0, 10.806451612903226)","(1.85, 2.22, 2.2194263862332697)","(81.0, 180.0, 150.83333333333331)","(3.1, 3.75, 3.7030864197530864)","(17.0, 24.0, 21.923076923076923)","(6.0, 9.2, 9.015384615384615)","(41.0, 85.0, 73.0)"
11-01-2023 21:55:40.793340,"(51.0, 120.0, 105.0)","(8.0, 11.0, 10.806451612903226)","(1.85, 2.22, 2.219415204678363)","(81.0, 180.0, 145.0)","(3.1, 3.75, 3.6603896103896103)","(17.0, 24.0, 21.923076923076923)","(6.0, 9.2, 9.015384615384615)","(41.0, 85.0, 73.0)"
11-01-2023 21:55:41.861873,"(51.0, 120.0, 105.0)","(8.0, 11.0, 10.806451612903226)","(1.85, 2.22, 2.219193548387097)","(81.0, 180.0, 152.0)","(3.1, 3.75, 3.6631147540983604)","(17.0, 24.0, 21.923076923076923)","(6.0, 9.2, 9.015384615384615)","(41.0, 85.0, 73.0)"
11-01-2023 21:55:42.889570,"(51.0, 120.0, 105.0)","(8.0, 11.5, 11.272727272727273)","(1.85, 2.26, 2.2556302521008402)","(81.0, 180.0, 152.0)","(3.1, 3.75, 3.6631147540983604)","(17.0, 24.0, 21.857142857142858)","(6.0, 8.6, 8.466666666666667)","(41.0, 80.0, 77.85714285714286)"
11-01-2023 21:55:43.977187,"(51.0, 120.0, 105.0)","(8.0, 11.5, 11.18)","(1.85, 2.26, 2.258723404255319)","(81.0, 170.0, 130.0)","(3.1, 3.75, 3.6631147540983604)","(17.0, 24.0, 22.0)","(6.0, 8.6, 8.44)","(41.0, 80.0, 78.0)"
11-01-2023 21:55:45.141229,"(51.0, 120.0, 105.0)","(8.0, 11.5, 11.18)","(1.85, 2.28, 2.264109589041096)","(81.0, 170.0, 147.5)","(3.1, 3.75, 3.672058823529412)","(17.0, 24.0, 22.0)","(6.0, 8.6, 8.524137931034483)","(41.0, 80.0, 78.0)"
11-01-2023 21:55:46.149563,"(51.0, 120.0, 105.0)","(8.0, 11.5, 11.257575757575758)","(1.85, 2.28, 2.2634666666666665)","(81.0, 160.0, 153.33333333333334)","(3.1, 3.7, 3.672058823529412)","(17.0, 24.0, 22.0)","(6.0, 8.8, 8.524137931034483)","(41.0, 80.0, 78.0)"
11-01-2023 21:55:47.218454,"(51.0, 120.0, 105.0)","(8.0, 11.5, 11.117647058823529)","(1.85, 2.2, 2.18046511627907)","(81.0, 160.0, 136.0)","(3.1, 3.75, 3.6742857142857144)","(17.0, 24.0, 22.153846153846153)","(6.0, 8.8, 8.546666666666667)","(41.0, 80.0, 59.705882352941174)"
11-01-2023 21:55:48.259030,"(51.0, 120.0, 105.0)","(8.0, 12.0, 11.318181818181818)","(1.85, 2.2, 2.1803314917127072)","(81.0, 160.0, 136.0)","(3.1, 3.75, 3.715909090909091)","(17.0, 24.0, 24.5)","(6.0, 8.8, 8.914285714285715)","(41.0, 65.0, 61.42857142857143)"
11-01-2023 21:55:49.334928,"(51.0, 120.0, 110.0)","(8.0, 11.0, 10.988372093023255)","(1.85, 2.2, 2.1814765100671143)","(81.0, 160.0, 132.22222222222223)","(3.1, 3.75, 3.714141414141414)","(17.0, 27.0, 23.6)","(6.0, 9.0, 8.914285714285715)","(41.0, 65.0, 59.73684210526316)"
11-01-2023 21:55:50.383312,"(51.0, 130.0, 125.0)","(8.0, 11.0, 10.957575757575757)","(1.85, 2.2, 2.181721854304636)","(81.0, 210.0, 146.36363636363637)","(3.1, 3.8, 3.737037037037037)","(17.0, 26.0, 23.6)","(6.0, 9.0, 8.914285714285715)","(41.0, 65.0, 59.73684210526316)"
11-01-2023 21:55:51.442892,"(51.0, 130.0, 125.0)","(8.0, 10.5, 10.09375)","(1.85, 2.22, 2.1956521739130435)","(81.0, 200.0, 182.0)","(3.1, 3.85, 3.8166666666666664)","(17.0, 23.0, 21.4)","(6.0, 9.0, 8.94)","(41.0, 65.0, 59.73684210526316)"
11-01-2023 21:55:52.489267,"(51.0, 130.0, 117.72727272727272)","(8.0, 10.0, 9.824)","(1.85, 2.22, 2.2021739130434783)","(81.0, 200.0, 182.0)","(3.1, 3.85, 3.808333333333333)","(17.0, 23.0, 21.416666666666668)","(6.0, 9.0, 8.888)","(41.0, 65.0, 59.44444444444444)"
11-01-2023 21:55:53.525355,"(51.0, 130.0, 100.0)","(8.0, 10.0, 9.68)","(1.85, 2.22, 2.211044776119403)","(81.0, 200.0, 183.63636363636363)","(3.1, 3.9, 3.8558823529411765)","(17.0, 23.0, 21.416666666666668)","(6.0, 9.0, 8.904761904761905)","(41.0, 65.0, 59.44444444444444)"
11-01-2023 21:55:54.579505,"(51.0, 130.0, 110.0)","(8.0, 10.0, 9.619047619047619)","(1.85, 2.22, 2.21672131147541)","(81.0, 190.0, 167.27272727272725)","(3.1, 3.9, 3.8485714285714283)","(17.0, 23.0, 21.5)","(6.0, 9.0, 8.9)","(41.0, 65.0, 59.44444444444444)"
11-01-2023 21:55:55.584400,"(51.0, 150.0, 120.0)","(8.0, 9.8, 9.418181818181818)","(1.85, 2.28, 2.249032258064516)","(81.0, 180.0, 158.46153846153845)","(3.1, 3.9, 3.8485714285714283)","(17.0, 23.0, 21.416666666666668)","(6.0, 9.0, 8.9)","(41.0, 65.0, 59.44444444444444)"
11-01-2023 21:55:56.627366,"(51.0, 150.0, 120.0)","(8.0, 9.8, 9.418181818181818)","(1.85, 2.28, 2.249032258064516)","(81.0, 180.0, 165.3846153846154)","(3.1, 3.9, 3.830722891566265)","(17.0, 23.0, 21.416666666666668)","(6.0, 9.0, 8.977777777777778)","(41.0, 65.0, 59.44444444444444)"
11-01-2023 21:55:57.648673,"(51.0, 150.0, 120.0)","(8.0, 9.6, 8.8)","(1.85, 2.26, 2.239672131147541)","(81.0, 190.0, 165.3846153846154)","(3.1, 3.95, 3.830722891566265)","(17.0, 23.0, 21.37037037037037)","(6.0, 9.2, 8.977777777777778)","(41.0, 65.0, 59.44444444444444)"
11-01-2023 21:55:58.719597,"(51.0, 150.0, 120.0)","(8.0, 9.4, 9.35)","(1.85, 2.26, 2.2393548387096773)","(81.0, 190.0, 173.0)","(3.1, 3.95, 3.8379518072289156)","(17.0, 23.0, 21.37037037037037)","(6.0, 9.2, 8.825)","(41.0, 65.0, 59.44444444444444)"
11-01-2023 21:55:59.809647,"(51.0, 150.0, 120.0)","(8.0, 9.6, 9.070588235294117)","(1.85, 2.28, 2.2490625)","(81.0, 180.0, 173.0)","(3.1, 3.95, 3.825862068965517)","(17.0, 23.0, 21.416666666666668)","(6.0, 9.2, 8.834782608695651)","(41.0, 65.0, 62.05882352941177)"
11-01-2023 21:56:00.882868,"(51.0, 150.0, 110.0)","(8.0, 9.4, 9.066666666666666)","(1.85, 2.26, 2.2568421052631575)","(81.0, 180.0, 140.0)","(3.1, 3.9, 3.8375)","(17.0, 23.0, 21.476190476190474)","(6.0, 9.2, 8.88888888888889)","(41.0, 65.0, 62.22222222222222)"
11-01-2023 21:56:01.963694,"(51.0, 150.0, 110.0)","(8.0, 9.6, 8.885714285714286)","(1.85, 2.28, 2.2574193548387096)","(81.0, 180.0, 158.88888888888889)","(3.1, 3.85, 3.8263157894736843)","(17.0, 23.0, 21.11764705882353)","(6.0, 9.2, 8.692307692307692)","(41.0, 65.0, 61.42857142857143)"
11-01-2023 21:56:03.033202,"(51.0, 150.0, 98.57142857142857)","(8.0, 9.8, 9.452631578947368)","(1.85, 2.3, 2.2750943396226413)","(81.0, 190.0, 158.88888888888889)","(3.1, 3.85, 3.8263157894736843)","(17.0, 23.0, 21.2)","(6.0, 9.2, 8.692307692307692)","(41.0, 65.0, 61.42857142857143)"
11-01-2023 21:56:04.086395,"(51.0, 140.0, 97.14285714285714)","(8.0, 9.6, 9.418181818181818)","(1.85, 2.3, 2.273939393939394)","(81.0, 190.0, 155.71428571428572)","(3.1, 3.85, 3.8263157894736843)","(17.0, 22.0, 19.736842105263158)","(6.0, 9.2, 8.76)","(41.0, 65.0, 61.53846153846154)"
11-01-2023 21:56:05.148824,"(51.0, 130.0, 110.0)","(7.5, 9.6, 9.51578947368421)","(1.85, 2.3, 2.2909090909090906)","(81.0, 190.0, 155.71428571428572)","(3.1, 3.8, 3.7874999999999996)","(17.0, 21.0, 19.736842105263158)","(6.5, 9.2, 8.843243243243244)","(41.0, 65.0, 61.53846153846154)"
11-01-2023 21:56:06.206556,"(51.0, 130.0, 110.0)","(7.5, 9.6, 9.4)","(1.85, 2.3, 2.285806451612903)","(81.0, 190.0, 155.71428571428572)","(3.2, 3.8, 3.7874999999999996)","(17.0, 21.0, 19.736842105263158)","(6.5, 9.2, 8.744827586206895)","(41.0, 65.0, 61.53846153846154)"
11-01-2023 21:56:07.243311,"(51.0, 130.0, 110.0)","(7.5, 9.6, 9.552)","(1.85, 2.3, 2.285806451612903)","(81.0, 190.0, 155.71428571428572)","(3.2, 3.8, 3.7915492957746477)","(17.0, 21.0, 19.736842105263158)","(6.5, 9.2, 8.744827586206895)","(41.0, 65.0, 61.53846153846154)"
11-01-2023 21:56:08.205584,"(51.0, 140.0, 117.77777777777777)","(7.5, 9.4, 9.383333333333333)","(1.85, 2.3, 2.2711475409836064)","(81.0, 190.0, 168.1818181818182)","(3.2, 3.8, 3.783333333333333)","(17.0, 21.0, 19.736842105263158)","(6.5, 9.2, 8.744827586206895)","(41.0, 65.0, 61.53846153846154)"
11-01-2023 21:56:09.241904,"(51.0, 150.0, 120.0)","(7.5, 9.4, 9.387500000000001)","(1.85, 2.3, 2.2787951807228914)","(81.0, 190.0, 168.1818181818182)","(3.2, 3.8, 3.783333333333333)","(17.0, 21.0, 19.736842105263158)","(6.5, 9.2, 8.744827586206895)","(41.0, 65.0, 61.53846153846154)"
11-01-2023 21:56:10.306023,"(51.0, 150.0, 111.42857142857143)","(7.5, 9.8, 9.546153846153846)","(1.85, 2.3, 2.2787951807228914)","(81.0, 190.0, 168.1818181818182)","(3.2, 3.8, 3.783333333333333)","(17.0, 21.0, 19.736842105263158)","(6.5, 9.2, 8.959999999999999)","(41.0, 65.0, 61.53846153846154)"
11-01-2023 21:56:11.368239,"(51.0, 150.0, 123.33333333333334)","(7.5, 9.6, 9.571428571428571)","(1.85, 2.28, 2.274838709677419)","(81.0, 190.0, 168.1818181818182)","(3.2, 3.8, 3.779220779220779)","(17.0, 21.0, 20.17241379310345)","(6.5, 9.2, 9.138775510204082)","(41.0, 65.0, 61.53846153846154)"
