,Canya Moonshine,Zarr Oso,Freeney,Balts Obsession,Orson Black,Annabelle Rocks,Captain Turbot,Fat Jack
07-12-2022 19:09:19.833510,"(5.0, 8.0, 7.8)","(21.0, 32.0, 27.35483870967742)","(14.0, 24.0, 23.464285714285715)","(1.45, 1.66, 1.655151515151515)","(7.0, 8.6, 8.536470588235293)","(21.0, 65.0, 61.07142857142857)","(21.0, 38.0, 37.23287671232877)","(26.0, 60.0, 47.69230769230769)"
07-12-2022 19:09:21.033660,"(5.0, 8.0, 7.661538461538461)","(21.0, 32.0, 27.866666666666667)","(14.0, 24.0, 23.464285714285715)","(1.45, 1.66, 1.6316666666666666)","(7.0, 8.6, 8.544329896907216)","(21.0, 65.0, 61.20689655172414)","(21.0, 38.0, 37.23287671232877)","(26.0, 60.0, 47.69230769230769)"
07-12-2022 19:09:22.180215,"(5.0, 8.4, 8.133333333333333)","(21.0, 30.0, 27.866666666666667)","(14.0, 24.0, 23.464285714285715)","(1.45, 1.64, 1.6320588235294118)","(7.0, 8.6, 8.544329896907216)","(21.0, 65.0, 61.20689655172414)","(21.0, 38.0, 37.23287671232877)","(26.0, 60.0, 46.666666666666664)"
07-12-2022 19:09:23.242706,"(5.0, 8.4, 8.036363636363637)","(21.0, 30.0, 27.866666666666667)","(14.0, 24.0, 23.464285714285715)","(1.45, 1.64, 1.6353448275862068)","(7.0, 8.6, 8.549532710280374)","(21.0, 65.0, 62.17948717948718)","(21.0, 38.0, 37.23287671232877)","(26.0, 60.0, 47.69230769230769)"
07-12-2022 19:09:24.368154,"(5.0, 8.4, 8.0)","(21.0, 30.0, 27.866666666666667)","(14.0, 21.0, 19.555555555555557)","(1.45, 1.64, 1.6564705882352941)","(7.0, 8.6, 8.520353982300884)","(21.0, 65.0, 62.755102040816325)","(21.0, 38.0, 37.24324324324324)","(26.0, 60.0, 46.666666666666664)"
07-12-2022 19:09:25.545261,"(5.0, 8.4, 8.0)","(21.0, 30.0, 28.8)","(14.0, 21.0, 18.352941176470587)","(1.45, 1.66, 1.6592592592592592)","(7.0, 8.6, 8.520353982300884)","(21.0, 65.0, 62.755102040816325)","(21.0, 38.0, 37.24324324324324)","(26.0, 60.0, 46.666666666666664)"
07-12-2022 19:09:26.649066,"(5.0, 8.4, 8.0)","(21.0, 30.0, 28.8)","(14.0, 21.0, 18.352941176470587)","(1.45, 1.66, 1.645)","(7.0, 8.6, 8.520353982300884)","(21.0, 65.0, 62.755102040816325)","(21.0, 38.0, 37.24324324324324)","(26.0, 60.0, 48.57142857142857)"
07-12-2022 19:09:27.676218,"(5.0, 8.4, 8.338461538461539)","(21.0, 30.0, 28.8)","(14.0, 21.0, 18.63157894736842)","(1.45, 1.65, 1.645)","(7.0, 8.6, 8.520353982300884)","(21.0, 65.0, 62.755102040816325)","(21.0, 38.0, 37.24324324324324)","(26.0, 60.0, 46.666666666666664)"
07-12-2022 19:09:28.822696,"(5.0, 8.4, 8.20952380952381)","(21.0, 30.0, 28.8)","(14.0, 21.0, 18.63157894736842)","(1.45, 1.65, 1.64)","(7.0, 8.6, 8.520353982300884)","(21.0, 65.0, 62.755102040816325)","(21.0, 38.0, 37.24324324324324)","(26.0, 60.0, 46.666666666666664)"
07-12-2022 19:09:29.962620,"(5.0, 8.4, 8.20952380952381)","(21.0, 32.0, 28.307692307692307)","(14.0, 21.0, 18.63157894736842)","(1.45, 1.65, 1.64)","(7.0, 8.6, 8.520353982300884)","(21.0, 65.0, 62.755102040816325)","(21.0, 38.0, 37.24324324324324)","(26.0, 60.0, 48.57142857142857)"
07-12-2022 19:09:31.131043,"(5.5, 8.4, 8.20952380952381)","(21.0, 32.0, 28.307692307692307)","(13.0, 21.0, 18.63157894736842)","(1.45, 1.65, 1.64)","(6.5, 8.6, 8.520353982300884)","(26.0, 65.0, 62.755102040816325)","(21.0, 38.0, 37.24324324324324)","(26.0, 60.0, 46.666666666666664)"
07-12-2022 19:09:32.272497,"(5.5, 8.4, 8.338461538461539)","(21.0, 32.0, 28.444444444444443)","(13.0, 21.0, 18.63157894736842)","(1.45, 1.65, 1.64)","(6.5, 8.6, 8.520353982300884)","(26.0, 65.0, 62.755102040816325)","(21.0, 38.0, 37.24324324324324)","(26.0, 60.0, 46.666666666666664)"
07-12-2022 19:09:33.492521,"(5.5, 8.4, 8.363636363636363)","(21.0, 32.0, 28.307692307692307)","(13.0, 21.0, 18.63157894736842)","(1.45, 1.65, 1.6416666666666666)","(6.5, 8.6, 8.520353982300884)","(26.0, 65.0, 62.755102040816325)","(21.0, 38.0, 37.24324324324324)","(26.0, 60.0, 48.57142857142857)"
07-12-2022 19:09:34.750243,"(5.5, 8.6, 8.5)","(21.0, 32.0, 28.46153846153846)","(13.0, 21.0, 18.63157894736842)","(1.45, 1.65, 1.6181818181818184)","(6.5, 8.6, 8.317647058823528)","(26.0, 65.0, 62.755102040816325)","(21.0, 38.0, 37.24324324324324)","(26.0, 60.0, 46.666666666666664)"
07-12-2022 19:09:35.914668,"(5.5, 8.6, 8.488)","(21.0, 32.0, 28.46153846153846)","(13.0, 21.0, 18.63157894736842)","(1.45, 1.62, 1.611764705882353)","(6.5, 8.6, 8.539130434782608)","(26.0, 65.0, 62.755102040816325)","(21.0, 38.0, 37.24324324324324)","(26.0, 60.0, 46.666666666666664)"
07-12-2022 19:09:37.171568,"(5.5, 8.6, 8.51578947368421)","(21.0, 32.0, 30.095238095238095)","(13.0, 21.0, 18.916666666666668)","(1.45, 1.64, 1.6300000000000001)","(6.5, 8.8, 8.66046511627907)","(26.0, 65.0, 62.755102040816325)","(21.0, 38.0, 37.24324324324324)","(26.0, 60.0, 48.57142857142857)"
07-12-2022 19:09:38.440150,"(5.5, 8.6, 8.3)","(21.0, 32.0, 28.11764705882353)","(13.0, 21.0, 18.916666666666668)","(1.45, 1.65, 1.625)","(6.5, 8.8, 8.64)","(26.0, 65.0, 62.708333333333336)","(21.0, 38.0, 37.24324324324324)","(26.0, 60.0, 48.57142857142857)"
07-12-2022 19:09:39.667092,"(5.5, 8.6, 8.3)","(21.0, 32.0, 28.11764705882353)","(13.0, 21.0, 18.916666666666668)","(1.45, 1.64, 1.6386666666666665)","(6.5, 8.8, 8.66909090909091)","(26.0, 65.0, 62.708333333333336)","(21.0, 38.0, 37.24324324324324)","(26.0, 60.0, 46.666666666666664)"
07-12-2022 19:09:40.939301,"(5.5, 8.6, 8.3)","(21.0, 32.0, 28.0625)","(13.0, 21.0, 18.916666666666668)","(1.45, 1.64, 1.6386666666666665)","(6.5, 8.8, 8.704)","(26.0, 65.0, 62.708333333333336)","(21.0, 38.0, 37.24324324324324)","(26.0, 60.0, 46.666666666666664)"
07-12-2022 19:09:42.116899,"(5.5, 8.6, 8.3)","(21.0, 32.0, 28.065573770491802)","(13.0, 21.0, 19.25)","(1.45, 1.64, 1.6358)","(6.5, 8.8, 8.705263157894738)","(26.0, 65.0, 62.708333333333336)","(21.0, 38.0, 37.24324324324324)","(26.0, 60.0, 48.57142857142857)"
07-12-2022 19:09:43.266023,"(5.5, 8.6, 8.311111111111112)","(21.0, 32.0, 28.065573770491802)","(13.0, 20.0, 19.142857142857142)","(1.45, 1.64, 1.6386666666666665)","(6.5, 8.8, 8.705263157894738)","(26.0, 65.0, 62.708333333333336)","(21.0, 38.0, 37.24324324324324)","(26.0, 60.0, 46.666666666666664)"
07-12-2022 19:09:44.386609,"(5.5, 8.6, 8.399999999999999)","(21.0, 32.0, 28.065573770491802)","(13.0, 20.0, 19.142857142857142)","(1.45, 1.64, 1.6386666666666665)","(6.5, 8.8, 8.705263157894738)","(26.0, 65.0, 62.708333333333336)","(21.0, 38.0, 37.24324324324324)","(26.0, 60.0, 46.666666666666664)"
07-12-2022 19:09:45.593729,"(5.5, 8.6, 8.352380952380951)","(21.0, 32.0, 28.065573770491802)","(13.0, 20.0, 19.142857142857142)","(1.45, 1.64, 1.6358)","(6.5, 8.8, 8.7)","(26.0, 65.0, 62.708333333333336)","(21.0, 38.0, 37.24324324324324)","(26.0, 60.0, 47.368421052631575)"
07-12-2022 19:09:46.841437,"(5.5, 8.6, 8.352380952380951)","(21.0, 32.0, 28.065573770491802)","(13.0, 20.0, 19.142857142857142)","(1.45, 1.64, 1.6358)","(6.5, 8.8, 8.776)","(26.0, 65.0, 62.708333333333336)","(21.0, 38.0, 37.24324324324324)","(26.0, 60.0, 47.368421052631575)"
07-12-2022 19:09:48.034243,"(5.5, 8.6, 8.432258064516128)","(21.0, 32.0, 28.19047619047619)","(13.0, 20.0, 19.142857142857142)","(1.45, 1.64, 1.6386666666666665)","(6.5, 8.8, 9.189473684210526)","(26.0, 65.0, 62.708333333333336)","(21.0, 38.0, 37.24324324324324)","(26.0, 60.0, 45.88235294117647)"
07-12-2022 19:09:49.312846,"(5.5, 8.6, 8.326315789473684)","(21.0, 32.0, 27.238095238095237)","(13.0, 20.0, 19.1)","(1.45, 1.64, 1.6386666666666665)","(6.5, 9.4, 9.24)","(26.0, 65.0, 62.708333333333336)","(21.0, 38.0, 37.24324324324324)","(26.0, 60.0, 50.0)"
07-12-2022 19:09:50.555128,"(5.5, 8.6, 8.114285714285714)","(21.0, 32.0, 30.153846153846153)","(13.0, 20.0, 19.325)","(1.45, 1.64, 1.6343396226415094)","(6.5, 9.4, 9.100000000000001)","(26.0, 65.0, 62.924528301886795)","(21.0, 38.0, 37.291139240506325)","(26.0, 60.0, 51.225806451612904)"
07-12-2022 19:09:51.776481,"(5.5, 8.6, 8.044444444444444)","(21.0, 32.0, 30.153846153846153)","(13.0, 20.0, 19.325)","(1.45, 1.64, 1.6334545454545455)","(6.5, 9.4, 9.100000000000001)","(26.0, 65.0, 62.924528301886795)","(21.0, 38.0, 37.291139240506325)","(26.0, 60.0, 51.225806451612904)"
07-12-2022 19:09:53.078682,"(5.5, 8.6, 8.044444444444444)","(21.0, 32.0, 28.52173913043478)","(13.0, 20.0, 19.357142857142858)","(1.45, 1.64, 1.6386666666666665)","(6.5, 9.4, 9.100000000000001)","(26.0, 65.0, 62.924528301886795)","(21.0, 38.0, 37.291139240506325)","(26.0, 60.0, 51.225806451612904)"
07-12-2022 19:09:54.256716,"(5.5, 8.6, 8.064285714285713)","(21.0, 32.0, 28.52173913043478)","(13.0, 20.0, 19.357142857142858)","(1.45, 1.64, 1.6133333333333335)","(6.5, 9.4, 9.478787878787879)","(26.0, 65.0, 62.924528301886795)","(21.0, 38.0, 37.291139240506325)","(26.0, 60.0, 51.225806451612904)"
07-12-2022 19:09:55.493645,"(5.5, 8.6, 8.041176470588235)","(21.0, 32.0, 28.307692307692307)","(13.0, 20.0, 19.357142857142858)","(1.45, 1.62, 1.6133333333333335)","(6.5, 9.6, 9.416666666666668)","(26.0, 65.0, 63.57142857142857)","(21.0, 38.0, 37.291139240506325)","(26.0, 60.0, 52.61538461538461)"
07-12-2022 19:09:56.599007,"(5.5, 8.6, 8.057142857142857)","(21.0, 32.0, 28.307692307692307)","(13.0, 20.0, 19.357142857142858)","(1.45, 1.62, 1.61)","(6.5, 9.6, 9.4)","(26.0, 65.0, 63.57142857142857)","(21.0, 38.0, 37.291139240506325)","(26.0, 60.0, 52.61538461538461)"
07-12-2022 19:09:57.773640,"(5.5, 8.6, 8.057142857142857)","(21.0, 32.0, 28.363636363636363)","(13.0, 20.0, 19.8)","(1.45, 1.62, 1.6164705882352943)","(6.5, 9.4, 9.389285714285714)","(26.0, 65.0, 63.57142857142857)","(21.0, 38.0, 37.291139240506325)","(26.0, 60.0, 52.61538461538461)"
07-12-2022 19:09:58.961312,"(5.5, 8.6, 8.041176470588235)","(21.0, 32.0, 28.619718309859156)","(13.0, 20.0, 19.8)","(1.45, 1.62, 1.6164705882352943)","(6.5, 9.4, 9.389473684210527)","(26.0, 65.0, 63.57142857142857)","(21.0, 38.0, 37.291139240506325)","(26.0, 60.0, 52.61538461538461)"
07-12-2022 19:10:00.250209,"(5.5, 8.2, 8.114285714285714)","(21.0, 32.0, 28.363636363636363)","(13.0, 20.0, 19.8)","(1.4, 1.62, 1.621304347826087)","(6.5, 9.4, 9.389285714285714)","(26.0, 65.0, 62.924528301886795)","(21.0, 38.0, 36.93975903614458)","(26.0, 60.0, 52.61538461538461)"
07-12-2022 19:10:01.533149,"(5.5, 8.2, 8.133333333333333)","(21.0, 32.0, 28.619718309859156)","(13.0, 20.0, 19.8)","(1.4, 1.63, 1.6095652173913044)","(6.5, 9.4, 9.44)","(26.0, 65.0, 62.924528301886795)","(21.0, 38.0, 36.93975903614458)","(26.0, 60.0, 52.61538461538461)"
07-12-2022 19:10:02.725660,"(5.5, 8.2, 8.046153846153846)","(21.0, 32.0, 28.619718309859156)","(13.0, 20.0, 19.8)","(1.4, 1.62, 1.6095652173913044)","(6.5, 9.6, 9.456716417910448)","(26.0, 65.0, 62.924528301886795)","(21.0, 38.0, 36.93975903614458)","(26.0, 60.0, 52.61538461538461)"
07-12-2022 19:10:03.929708,"(5.5, 8.4, 8.333333333333334)","(21.0, 32.0, 28.363636363636363)","(13.0, 20.0, 19.8)","(1.4, 1.62, 1.6095652173913044)","(6.5, 9.6, 9.428571428571429)","(26.0, 65.0, 62.924528301886795)","(21.0, 38.0, 36.93975903614458)","(26.0, 60.0, 53.806451612903224)"
07-12-2022 19:10:05.144130,"(5.5, 8.2, 8.04)","(21.0, 32.0, 28.619718309859156)","(13.0, 20.0, 19.8)","(1.4, 1.62, 1.6110000000000002)","(6.5, 9.6, 9.52142857142857)","(26.0, 65.0, 62.924528301886795)","(21.0, 38.0, 36.93975903614458)","(26.0, 60.0, 54.0)"
07-12-2022 19:10:06.316686,"(5.5, 8.2, 7.971428571428571)","(21.0, 32.0, 28.619718309859156)","(13.0, 20.0, 19.8)","(1.4, 1.62, 1.6011111111111112)","(7.0, 9.6, 9.510344827586206)","(26.0, 65.0, 62.924528301886795)","(21.0, 38.0, 36.93975903614458)","(31.0, 60.0, 52.61538461538461)"
07-12-2022 19:10:07.493855,"(5.5, 8.8, 7.911111111111111)","(21.0, 32.0, 28.363636363636363)","(13.0, 20.0, 19.8)","(1.4, 1.61, 1.6020930232558142)","(7.0, 9.6, 9.52142857142857)","(26.0, 65.0, 62.924528301886795)","(21.0, 38.0, 36.93975903614458)","(31.0, 60.0, 52.61538461538461)"
07-12-2022 19:10:08.591404,"(5.5, 8.8, 8.278260869565218)","(21.0, 32.0, 28.363636363636363)","(13.0, 20.0, 19.8)","(1.4, 1.61, 1.5992857142857144)","(7.0, 9.6, 9.52142857142857)","(26.0, 65.0, 63.57142857142857)","(21.0, 38.0, 36.93975903614458)","(31.0, 60.0, 52.888888888888886)"
07-12-2022 19:10:09.674932,"(5.5, 8.8, 8.6)","(21.0, 32.0, 28.619718309859156)","(13.0, 20.0, 19.8)","(1.4, 1.6, 1.5956521739130436)","(7.0, 9.6, 9.533333333333333)","(26.0, 65.0, 63.57142857142857)","(21.0, 38.0, 36.93975903614458)","(31.0, 60.0, 52.68571428571428)"
07-12-2022 19:10:10.833328,"(5.5, 8.8, 8.513043478260869)","(21.0, 32.0, 28.363636363636363)","(13.0, 20.0, 19.8)","(1.4, 1.6, 1.6040350877192984)","(7.0, 9.6, 9.548837209302325)","(26.0, 65.0, 63.57142857142857)","(21.0, 38.0, 36.93975903614458)","(31.0, 60.0, 52.68571428571428)"
07-12-2022 19:10:12.040222,"(5.5, 8.8, 8.56842105263158)","(21.0, 32.0, 28.363636363636363)","(13.0, 20.0, 19.8)","(1.4, 1.61, 1.607777777777778)","(7.0, 9.6, 9.548837209302325)","(26.0, 65.0, 63.57142857142857)","(21.0, 38.0, 36.93975903614458)","(31.0, 60.0, 52.68571428571428)"
07-12-2022 19:10:13.318282,"(5.5, 8.8, 8.48)","(21.0, 32.0, 28.25)","(13.0, 20.0, 19.8)","(1.4, 1.61, 1.5989583333333335)","(7.0, 9.6, 9.548837209302325)","(26.0, 65.0, 63.57142857142857)","(21.0, 38.0, 36.93975903614458)","(31.0, 60.0, 52.61538461538461)"
07-12-2022 19:10:14.502332,"(5.5, 8.8, 8.48)","(21.0, 32.0, 28.25)","(13.0, 20.0, 19.8)","(1.4, 1.6, 1.6065432098765433)","(7.0, 9.6, 9.549425287356321)","(26.0, 65.0, 63.57142857142857)","(21.0, 38.0, 36.93975903614458)","(31.0, 60.0, 52.61538461538461)"
07-12-2022 19:10:15.628475,"(5.5, 8.8, 8.56)","(21.0, 32.0, 28.238805970149254)","(13.0, 20.0, 19.8)","(1.4, 1.61, 1.606046511627907)","(7.0, 9.6, 9.514754098360655)","(26.0, 65.0, 63.57142857142857)","(21.0, 38.0, 36.93975903614458)","(31.0, 60.0, 52.61538461538461)"
07-12-2022 19:10:16.779307,"(5.5, 8.8, 8.436363636363637)","(21.0, 32.0, 28.5)","(13.0, 20.0, 19.8)","(1.4, 1.61, 1.6064285714285715)","(7.0, 9.6, 9.395918367346939)","(26.0, 65.0, 63.57142857142857)","(21.0, 38.0, 36.93975903614458)","(31.0, 60.0, 52.61538461538461)"
07-12-2022 19:10:17.938768,"(5.5, 8.8, 8.503703703703705)","(21.0, 32.0, 28.25)","(13.0, 20.0, 19.8)","(1.4, 1.61, 1.5987012987012987)","(7.0, 9.4, 9.521212121212121)","(26.0, 65.0, 63.57142857142857)","(21.0, 38.0, 36.93975903614458)","(31.0, 60.0, 52.61538461538461)"
07-12-2022 19:10:19.133509,"(5.5, 8.8, 8.328571428571427)","(21.0, 32.0, 28.25)","(13.0, 20.0, 19.8)","(1.4, 1.6, 1.6081034482758623)","(7.0, 9.6, 9.521212121212121)","(26.0, 65.0, 63.57142857142857)","(21.0, 38.0, 36.93975903614458)","(31.0, 60.0, 51.38461538461539)"
07-12-2022 19:10:20.282343,"(5.5, 8.6, 8.45)","(21.0, 32.0, 28.52173913043478)","(13.0, 20.0, 19.8)","(1.4, 1.61, 1.6081034482758623)","(7.0, 9.6, 9.521212121212121)","(26.0, 65.0, 63.40909090909091)","(21.0, 38.0, 36.87179487179487)","(31.0, 60.0, 50.22222222222222)"
07-12-2022 19:10:21.448475,"(5.5, 8.4, 8.133333333333333)","(21.0, 32.0, 29.09090909090909)","(13.0, 20.0, 19.12121212121212)","(1.4, 1.61, 1.6045833333333335)","(7.0, 9.6, 9.521212121212121)","(26.0, 65.0, 48.88)","(21.0, 38.0, 36.93975903614458)","(31.0, 60.0, 51.38461538461539)"
07-12-2022 19:10:22.603307,"(5.5, 8.4, 8.133333333333333)","(21.0, 32.0, 29.333333333333332)","(13.0, 21.0, 19.666666666666668)","(1.4, 1.61, 1.612857142857143)","(7.0, 9.6, 9.521212121212121)","(26.0, 55.0, 49.77777777777778)","(21.0, 38.0, 36.93975903614458)","(31.0, 60.0, 51.38461538461539)"
07-12-2022 19:10:23.766109,"(5.5, 8.4, 8.2)","(21.0, 32.0, 29.333333333333332)","(13.0, 20.0, 19.318181818181817)","(1.4, 1.62, 1.6142857142857143)","(7.0, 9.6, 9.8875)","(26.0, 50.0, 48.63793103448276)","(21.0, 38.0, 36.93975903614458)","(31.0, 60.0, 51.38461538461539)"
07-12-2022 19:10:25.070312,"(5.5, 7.8, 7.47843137254902)","(21.0, 32.0, 29.333333333333332)","(13.0, 20.0, 19.6)","(1.4, 1.62, 1.6162162162162164)","(7.0, 10.0, 9.8)","(26.0, 55.0, 48.63793103448276)","(21.0, 38.0, 36.93975903614458)","(31.0, 60.0, 51.38461538461539)"
07-12-2022 19:10:26.271038,"(5.5, 7.8, 7.5152542372881355)","(21.0, 32.0, 29.405405405405407)","(13.0, 20.0, 19.6)","(1.4, 1.62, 1.6162162162162164)","(7.0, 10.0, 9.982978723404255)","(26.0, 55.0, 49.355932203389834)","(21.0, 38.0, 37.291139240506325)","(31.0, 60.0, 52.0)"
07-12-2022 19:10:27.475740,"(5.5, 7.8, 7.604651162790697)","(21.0, 32.0, 29.405405405405407)","(13.0, 20.0, 19.6)","(1.4, 1.62, 1.6133333333333335)","(7.0, 10.0, 9.991304347826087)","(26.0, 55.0, 49.369565217391305)","(21.0, 38.0, 37.291139240506325)","(31.0, 60.0, 52.53333333333333)"
07-12-2022 19:10:28.722588,"(5.5, 7.8, 7.604761904761904)","(21.0, 32.0, 29.6)","(13.0, 20.0, 18.882978723404257)","(1.4, 1.62, 1.6190099009900991)","(7.0, 10.0, 9.796000000000001)","(26.0, 55.0, 49.369565217391305)","(21.0, 38.0, 37.291139240506325)","(31.0, 60.0, 52.53333333333333)"
07-12-2022 19:10:29.950225,"(5.5, 7.4, 7.242105263157895)","(21.0, 32.0, 29.942857142857143)","(13.0, 21.0, 19.541666666666668)","(1.4, 1.62, 1.6193939393939396)","(7.0, 9.8, 9.962962962962964)","(26.0, 55.0, 49.369565217391305)","(21.0, 38.0, 37.291139240506325)","(31.0, 60.0, 52.53333333333333)"
07-12-2022 19:10:31.091500,"(5.5, 7.4, 7.236842105263158)","(21.0, 32.0, 29.942857142857143)","(13.0, 21.0, 19.48780487804878)","(1.4, 1.62, 1.6173684210526318)","(7.0, 10.0, 9.943859649122807)","(26.0, 55.0, 49.369565217391305)","(21.0, 38.0, 36.09090909090909)","(31.0, 60.0, 54.35294117647059)"
07-12-2022 19:10:32.278663,"(5.5, 7.4, 7.212121212121212)","(21.0, 32.0, 30.184210526315788)","(13.0, 21.0, 19.546875)","(1.4, 1.62, 1.6296296296296295)","(7.0, 10.0, 9.943859649122807)","(26.0, 55.0, 49.369565217391305)","(21.0, 38.0, 37.40845070422535)","(31.0, 55.0, 54.35294117647059)"
07-12-2022 19:10:33.431380,"(5.5, 7.2, 7.161904761904762)","(21.0, 32.0, 30.25)","(13.0, 21.0, 19.546875)","(1.4, 1.63, 1.6295419847328243)","(7.0, 10.0, 9.969811320754717)","(26.0, 55.0, 49.369565217391305)","(21.0, 38.0, 37.38235294117647)","(31.0, 55.0, 52.0)"
07-12-2022 19:10:34.584853,"(5.5, 7.2, 7.176)","(21.0, 32.0, 30.25)","(13.0, 21.0, 19.546875)","(1.4, 1.63, 1.638235294117647)","(7.0, 10.0, 9.97037037037037)","(26.0, 55.0, 49.11363636363637)","(21.0, 38.0, 37.38235294117647)","(31.0, 55.0, 50.06896551724138)"
07-12-2022 19:10:35.634710,"(5.5, 7.2, 7.179310344827586)","(21.0, 32.0, 30.25)","(13.0, 21.0, 19.546875)","(1.4, 1.64, 1.636)","(7.0, 10.0, 9.97037037037037)","(26.0, 55.0, 49.11363636363637)","(21.0, 38.0, 37.38235294117647)","(31.0, 55.0, 50.794117647058826)"
07-12-2022 19:10:36.812416,"(5.5, 7.2, 7.179310344827586)","(21.0, 32.0, 30.25)","(13.0, 21.0, 19.546875)","(1.4, 1.64, 1.6358620689655172)","(7.0, 10.0, 9.969811320754717)","(26.0, 55.0, 49.11363636363637)","(21.0, 38.0, 37.373134328358205)","(31.0, 55.0, 50.794117647058826)"
07-12-2022 19:10:38.037862,"(5.5, 7.2, 7.179310344827586)","(21.0, 32.0, 30.25)","(13.0, 21.0, 19.546875)","(1.4, 1.64, 1.6389655172413793)","(7.0, 10.0, 9.97037037037037)","(26.0, 55.0, 49.11363636363637)","(21.0, 38.0, 37.373134328358205)","(31.0, 55.0, 50.794117647058826)"
07-12-2022 19:10:39.262806,"(5.5, 7.2, 7.179310344827586)","(21.0, 32.0, 30.25)","(13.0, 21.0, 19.546875)","(1.4, 1.64, 1.639029126213592)","(7.0, 10.0, 9.97037037037037)","(26.0, 55.0, 49.11363636363637)","(21.0, 38.0, 37.38235294117647)","(31.0, 55.0, 50.078947368421055)"
07-12-2022 19:10:40.380028,"(5.5, 7.4, 7.352941176470589)","(21.0, 32.0, 30.285714285714285)","(13.0, 21.0, 19.546875)","(1.4, 1.64, 1.6376576576576576)","(7.0, 10.0, 9.97037037037037)","(26.0, 55.0, 49.11363636363637)","(21.0, 38.0, 37.46268656716418)","(31.0, 55.0, 49.65714285714286)"
07-12-2022 19:10:41.413294,"(5.5, 7.2, 7.183333333333334)","(21.0, 32.0, 29.93103448275862)","(13.0, 21.0, 19.0625)","(1.4, 1.65, 1.637)","(7.0, 10.0, 9.97037037037037)","(26.0, 55.0, 49.11363636363637)","(21.0, 38.0, 37.58620689655172)","(31.0, 55.0, 49.5)"
07-12-2022 19:10:42.559460,"(5.5, 7.2, 7.183333333333334)","(21.0, 32.0, 29.444444444444443)","(13.0, 21.0, 19.197674418604652)","(1.4, 1.65, 1.6333333333333333)","(7.0, 10.0, 9.97037037037037)","(26.0, 55.0, 49.11363636363637)","(21.0, 38.0, 37.58620689655172)","(31.0, 55.0, 50.1875)"
07-12-2022 19:10:43.579829,"(5.5, 7.4, 7.231578947368421)","(21.0, 32.0, 29.444444444444443)","(13.0, 21.0, 19.197674418604652)","(1.4, 1.65, 1.6333333333333333)","(7.0, 10.0, 9.97037037037037)","(26.0, 55.0, 48.525)","(21.0, 38.0, 37.5609756097561)","(31.0, 55.0, 49.4)"
07-12-2022 19:10:44.676044,"(5.5, 7.4, 7.24)","(21.0, 32.0, 29.93103448275862)","(13.0, 21.0, 19.197674418604652)","(1.4, 1.65, 1.6333333333333333)","(7.0, 10.0, 9.972881355932204)","(26.0, 55.0, 50.256410256410255)","(21.0, 38.0, 35.848101265822784)","(31.0, 50.0, 49.4)"
07-12-2022 19:10:45.713549,"(5.5, 7.8, 7.743478260869565)","(21.0, 32.0, 29.5)","(13.0, 21.0, 19.097826086956523)","(1.4, 1.64, 1.6359055118110235)","(7.0, 10.0, 9.972881355932204)","(26.0, 55.0, 50.256410256410255)","(21.0, 36.0, 35.848101265822784)","(31.0, 50.0, 48.32)"
07-12-2022 19:10:46.935616,"(5.5, 7.8, 7.736170212765957)","(21.0, 32.0, 30.08)","(14.0, 20.0, 18.607142857142858)","(1.4, 1.64, 1.6376842105263156)","(7.5, 10.0, 9.972881355932204)","(26.0, 55.0, 48.166666666666664)","(21.0, 36.0, 35.34117647058824)","(31.0, 50.0, 47.391304347826086)"
07-12-2022 19:10:48.036121,"(5.5, 7.8, 7.731034482758621)","(21.0, 32.0, 30.08)","(14.0, 20.0, 18.607142857142858)","(1.4, 1.64, 1.6377777777777778)","(7.5, 10.0, 9.972881355932204)","(26.0, 55.0, 48.166666666666664)","(21.0, 36.0, 35.50617283950617)","(31.0, 50.0, 47.9)"
07-12-2022 19:10:49.076031,"(5.5, 7.8, 7.733333333333333)","(21.0, 32.0, 29.88888888888889)","(14.0, 20.0, 18.20689655172414)","(1.4, 1.64, 1.6377777777777778)","(7.5, 10.0, 9.979310344827587)","(26.0, 55.0, 48.166666666666664)","(21.0, 36.0, 35.50617283950617)","(31.0, 50.0, 47.9)"
07-12-2022 19:10:50.195060,"(6.0, 7.8, 7.771428571428571)","(21.0, 32.0, 30.258064516129032)","(14.0, 19.5, 18.833333333333332)","(1.4, 1.64, 1.6387709497206704)","(7.5, 10.0, 9.972881355932204)","(26.0, 55.0, 48.166666666666664)","(21.0, 36.0, 35.50617283950617)","(31.0, 50.0, 47.46666666666667)"
07-12-2022 19:10:51.374588,"(6.0, 7.8, 7.771830985915493)","(21.0, 32.0, 30.695652173913043)","(14.0, 19.5, 18.681818181818183)","(1.4, 1.64, 1.6338181818181816)","(7.5, 10.0, 9.971929824561403)","(26.0, 55.0, 48.166666666666664)","(21.0, 36.0, 35.50617283950617)","(31.0, 48.0, 47.46666666666667)"
07-12-2022 19:10:52.616058,"(6.0, 7.8, 7.742028985507246)","(21.0, 32.0, 30.444444444444443)","(14.0, 19.5, 18.789473684210527)","(1.4, 1.66, 1.6351724137931034)","(7.5, 10.0, 9.972881355932204)","(26.0, 55.0, 48.666666666666664)","(21.0, 36.0, 35.19101123595506)","(31.0, 48.0, 47.25)"
