,Little Burrito,Sketchy Zara,Winlock Too Much,Winlock Augustus,Molly And Me,Stay Humble,Askey,Typhoon Nellie
15-12-2022 15:29:31.586766,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 15.0, 10.2)"
15-12-2022 15:29:32.618844,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 15.0, 10.2)"
15-12-2022 15:29:33.694295,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 15.0, 10.2)"
15-12-2022 15:29:34.771925,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 15.0, 10.2)"
15-12-2022 15:29:35.859083,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 15.0, 10.2)"
15-12-2022 15:29:36.962670,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 15.0, 10.2)"
15-12-2022 15:29:38.259557,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 15.0, 10.2)"
15-12-2022 15:29:39.402119,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 22.18181818181818)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 15.0, 10.2)"
15-12-2022 15:29:40.486808,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 21.625)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 15.0, 10.2)"
15-12-2022 15:29:41.556626,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 21.625)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 15.0, 12.825)"
15-12-2022 15:29:42.590594,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 21.625)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.825)"
15-12-2022 15:29:43.633971,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 21.625)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.825)"
15-12-2022 15:29:44.857929,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 21.625)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.825)"
15-12-2022 15:29:46.026919,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 21.625)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.825)"
15-12-2022 15:29:47.146681,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 21.625)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.825)"
15-12-2022 15:29:48.439167,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 21.625)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.825)"
15-12-2022 15:29:49.589619,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 21.625)","(21.0, 60.0, 35.38461538461539)","(19.0, 55.0, 32.8125)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.825)"
15-12-2022 15:29:50.798918,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.825)"
15-12-2022 15:29:51.867627,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:29:52.973280,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:29:54.103206,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:29:55.244160,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:29:56.362738,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:29:57.445690,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:29:58.627341,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:29:59.771559,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:00.911346,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:02.087981,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:03.183290,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:04.275829,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:05.361795,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:06.429237,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:07.526545,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:08.568635,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:09.672604,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 40.0)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:10.762497,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 37.0)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:11.796386,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 29.583333333333336)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:12.791638,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:13.826103,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:14.879680,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:15.936046,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:17.053337,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:18.094636,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:19.157170,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:20.135475,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:21.176927,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:22.204734,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:23.324233,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:24.449877,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:25.542185,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:26.682148,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:27.748737,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:28.834156,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:29.950957,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:31.100942,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:32.206015,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:33.338861,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:34.449573,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:35.597805,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:36.741383,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:37.875531,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:39.049851,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:40.177089,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:41.275970,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:42.314206,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:43.382157,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:44.428739,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:45.541733,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:46.647691,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:47.724673,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:48.828200,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:49.887943,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:50.935601,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:51.985042,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:53.087375,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 325.0)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:54.486522,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:55.780829,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:57.001639,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:58.202504,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:30:59.402178,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:31:00.517531,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:31:01.793753,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:31:03.051202,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:31:04.237750,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:31:05.555620,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
15-12-2022 15:31:06.861255,"(2.9, 5.4, 4.668571428571429)","(81.0, 580.0, 495.83333333333337)","(15.0, 40.0, 30.384615384615387)","(21.0, 60.0, 41.81818181818181)","(19.0, 55.0, 38.63636363636364)","(4.2, 7.0, 6.55)","(2.3, 3.65, 3.3325)","(7.0, 14.5, 12.725)"
