,Born A Diamond,Sketchy Deliver,Toppers The One,Lucky Bundy,Perjury,Hooked On Jack,Stuck In Mud,Cosmologist
14-12-2022 12:59:00.876034,"(6.5, 12.5, 11.6)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 14.0)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:02.129064,"(6.5, 12.5, 11.6)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 12.777777777777779)","(3.4, 6.2, 5.428571428571429)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:03.422524,"(6.5, 12.5, 11.6)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 12.777777777777779)","(3.4, 6.2, 5.428571428571429)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:04.603626,"(6.5, 12.5, 11.6)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 12.777777777777779)","(3.4, 6.2, 5.428571428571429)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:05.766609,"(6.5, 12.5, 11.6)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 12.777777777777779)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:06.850779,"(6.5, 12.5, 11.6)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 12.777777777777779)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:07.922073,"(6.5, 12.5, 11.6)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 12.777777777777779)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:08.952553,"(6.5, 12.5, 11.6)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 12.777777777777779)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:09.983866,"(6.5, 12.5, 11.6)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 12.777777777777779)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:11.257342,"(6.5, 12.5, 11.6)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 12.777777777777779)","(3.4, 6.2, 5.428571428571429)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:12.419620,"(6.5, 12.5, 11.6)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 13.583333333333334)","(3.4, 6.2, 5.428571428571429)","(31.0, 130.0, 65.71428571428572)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:13.482484,"(6.5, 12.5, 11.6)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 13.583333333333334)","(3.4, 6.2, 5.428571428571429)","(31.0, 130.0, 65.71428571428572)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:14.560174,"(6.5, 12.5, 11.6)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 13.583333333333334)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 65.71428571428572)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:15.665877,"(6.5, 12.5, 11.6)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 13.583333333333334)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 65.71428571428572)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:16.812451,"(6.5, 12.5, 11.6)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 14.375)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 77.05882352941177)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:18.207926,"(6.5, 12.5, 11.6)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 14.375)","(3.4, 6.2, 5.428571428571429)","(31.0, 130.0, 65.71428571428572)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:19.551009,"(6.5, 12.0, 11.694117647058825)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 14.375)","(3.4, 6.2, 5.428571428571429)","(31.0, 130.0, 65.71428571428572)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:20.856473,"(6.5, 12.0, 11.694117647058825)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 14.375)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 65.71428571428572)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:22.337706,"(6.5, 12.0, 11.694117647058825)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 14.375)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:23.829293,"(6.5, 12.0, 11.694117647058825)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 14.375)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:25.196428,"(6.5, 12.0, 11.694117647058825)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 14.375)","(3.4, 6.2, 5.428571428571429)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:26.615331,"(6.5, 12.0, 11.694117647058825)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 14.375)","(3.4, 6.2, 5.428571428571429)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:27.953205,"(6.5, 12.0, 11.694117647058825)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 14.375)","(3.4, 6.2, 5.428571428571429)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:29.225632,"(6.5, 12.0, 11.694117647058825)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 14.375)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:30.490118,"(6.5, 12.0, 11.694117647058825)","(2.0, 3.05, 2.545142857142857)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 14.375)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:32.178868,"(6.5, 12.0, 11.694117647058825)","(2.0, 3.05, 2.671111111111111)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 14.375)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:33.735894,"(6.5, 12.0, 11.694117647058825)","(2.0, 3.05, 2.671111111111111)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 14.375)","(3.4, 6.2, 5.428571428571429)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:35.150318,"(6.5, 12.0, 11.694117647058825)","(2.0, 3.05, 2.671111111111111)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 14.375)","(3.4, 6.2, 5.428571428571429)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:36.697001,"(6.5, 12.0, 11.694117647058825)","(2.0, 3.05, 2.671111111111111)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 14.375)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.0)"
14-12-2022 12:59:38.321485,"(6.5, 12.0, 11.694117647058825)","(2.0, 3.05, 2.671111111111111)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 14.375)","(3.4, 6.2, 5.428571428571429)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 22.0, 14.333333333333332)"
14-12-2022 12:59:39.723189,"(6.5, 12.0, 11.694117647058825)","(2.0, 3.05, 2.671111111111111)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 14.375)","(3.4, 6.2, 5.428571428571429)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 23.0, 14.333333333333332)"
14-12-2022 12:59:41.174343,"(6.5, 12.0, 11.694117647058825)","(2.0, 3.05, 2.671111111111111)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 14.375)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 23.0, 14.333333333333332)"
14-12-2022 12:59:42.566879,"(6.5, 12.0, 11.694117647058825)","(2.0, 3.05, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 17.5)","(3.4, 6.2, 4.625)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 23.0, 18.0)"
14-12-2022 12:59:43.995606,"(6.5, 12.0, 10.85)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 17.5)","(3.4, 6.2, 4.625)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 23.0, 18.0)"
14-12-2022 12:59:45.234046,"(6.5, 12.0, 10.85)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 17.5)","(3.4, 6.2, 4.625)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 12:59:46.615319,"(6.5, 12.0, 10.85)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 17.5)","(3.4, 6.2, 4.625)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 12:59:48.083748,"(6.5, 12.0, 10.85)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 17.5)","(3.4, 6.2, 5.237500000000001)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 23.0, 17.0)"
14-12-2022 12:59:49.461130,"(6.5, 12.0, 10.85)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 16.714285714285715)","(3.4, 6.2, 4.625)","(31.0, 130.0, 65.07142857142857)","(12.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 12:59:50.908943,"(6.5, 12.0, 10.85)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 16.714285714285715)","(3.4, 6.2, 4.625)","(31.0, 130.0, 65.07142857142857)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 12:59:52.290031,"(6.5, 12.0, 10.85)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 23.0, 16.714285714285715)","(3.4, 6.2, 4.625)","(31.0, 130.0, 65.07142857142857)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 12:59:53.583716,"(6.5, 12.0, 10.85)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.625)","(31.0, 130.0, 65.07142857142857)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 12:59:54.771485,"(6.5, 12.0, 10.85)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.625)","(31.0, 130.0, 65.07142857142857)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 12:59:56.120461,"(6.5, 12.0, 10.85)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.625)","(31.0, 130.0, 65.07142857142857)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 12:59:57.435109,"(6.5, 12.0, 10.85)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 5.237500000000001)","(31.0, 130.0, 65.07142857142857)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 12:59:58.777895,"(6.5, 12.0, 10.8)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.625)","(31.0, 130.0, 65.07142857142857)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 13:00:00.219591,"(6.5, 12.0, 11.563636363636363)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.625)","(31.0, 130.0, 65.07142857142857)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 13:00:01.549112,"(6.5, 12.0, 11.563636363636363)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.625)","(31.0, 130.0, 65.07142857142857)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 13:00:02.927406,"(6.5, 12.0, 11.563636363636363)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.595833333333333)","(31.0, 130.0, 65.07142857142857)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 13:00:04.141722,"(6.5, 12.0, 11.563636363636363)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.595833333333333)","(31.0, 130.0, 65.07142857142857)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 13:00:05.362243,"(6.5, 12.0, 11.563636363636363)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.595833333333333)","(31.0, 130.0, 65.07142857142857)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 13:00:06.555612,"(6.5, 12.0, 11.563636363636363)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.595833333333333)","(31.0, 130.0, 65.07142857142857)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 13:00:07.826144,"(6.5, 12.0, 11.563636363636363)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.595833333333333)","(31.0, 130.0, 65.07142857142857)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 13:00:09.097460,"(6.5, 12.0, 11.563636363636363)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 25.8)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.595833333333333)","(31.0, 130.0, 65.07142857142857)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 13:00:10.416119,"(6.5, 12.0, 11.563636363636363)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 34.14285714285714)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.625)","(31.0, 130.0, 65.07142857142857)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 13:00:11.740529,"(6.5, 12.0, 11.563636363636363)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 34.42857142857143)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.625)","(31.0, 130.0, 55.0)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 13:00:13.069252,"(6.5, 12.0, 11.563636363636363)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 34.42857142857143)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.595833333333333)","(31.0, 130.0, 55.0)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 13:00:14.401384,"(6.5, 12.0, 9.6)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.595833333333333)","(31.0, 130.0, 55.0)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 13:00:15.746627,"(6.5, 12.0, 9.6)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.625)","(31.0, 130.0, 55.0)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 13:00:17.121176,"(6.5, 12.0, 9.6)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.625)","(31.0, 130.0, 55.0)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 15.0)"
14-12-2022 13:00:18.633966,"(6.5, 12.0, 9.6)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.595833333333333)","(31.0, 130.0, 55.0)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 20.11111111111111)"
14-12-2022 13:00:20.212470,"(6.5, 12.0, 9.6)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.595833333333333)","(31.0, 130.0, 55.0)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 14.666666666666668)"
14-12-2022 13:00:21.480228,"(6.5, 12.0, 9.6)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.595833333333333)","(31.0, 130.0, 55.0)","(13.0, 34.0, 16.916666666666668)","(10.0, 23.0, 14.666666666666668)"
14-12-2022 13:00:23.019185,"(6.5, 12.0, 11.563636363636363)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.625)","(31.0, 130.0, 55.0)","(13.0, 34.0, 28.166666666666668)","(10.0, 23.0, 15.333333333333334)"
14-12-2022 13:00:24.569217,"(6.5, 12.0, 11.563636363636363)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.625)","(31.0, 130.0, 55.0)","(13.0, 34.0, 17.333333333333332)","(10.0, 23.0, 15.333333333333334)"
14-12-2022 13:00:25.902199,"(6.5, 12.0, 11.563636363636363)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.595833333333333)","(31.0, 130.0, 55.0)","(13.0, 34.0, 17.428571428571427)","(10.0, 23.0, 15.333333333333334)"
14-12-2022 13:00:27.408379,"(6.5, 12.0, 11.563636363636363)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.595833333333333)","(31.0, 130.0, 55.0)","(13.0, 38.0, 17.428571428571427)","(10.0, 23.0, 15.333333333333334)"
14-12-2022 13:00:28.953575,"(6.5, 12.0, 11.563636363636363)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.595833333333333)","(31.0, 130.0, 55.0)","(13.0, 38.0, 17.428571428571427)","(10.0, 23.0, 15.333333333333334)"
14-12-2022 13:00:30.293986,"(6.5, 12.0, 11.563636363636363)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.595833333333333)","(31.0, 130.0, 55.0)","(13.0, 38.0, 17.428571428571427)","(10.0, 23.0, 15.333333333333334)"
14-12-2022 13:00:31.634524,"(6.5, 12.0, 11.563636363636363)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.595833333333333)","(31.0, 130.0, 55.0)","(13.0, 38.0, 17.428571428571427)","(10.0, 23.0, 15.333333333333334)"
14-12-2022 13:00:32.921646,"(6.5, 12.0, 11.563636363636363)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.595833333333333)","(31.0, 130.0, 55.0)","(13.0, 38.0, 17.428571428571427)","(10.0, 23.0, 15.333333333333334)"
14-12-2022 13:00:34.172112,"(6.5, 12.0, 11.563636363636363)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.625)","(31.0, 130.0, 55.0)","(13.0, 38.0, 17.428571428571427)","(10.0, 23.0, 15.333333333333334)"
14-12-2022 13:00:35.513016,"(6.5, 12.0, 11.563636363636363)","(2.0, 3.0, 2.7904761904761903)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.625)","(31.0, 130.0, 55.0)","(13.0, 38.0, 17.428571428571427)","(10.0, 23.0, 15.333333333333334)"
14-12-2022 13:00:36.854511,"(6.5, 12.0, 11.563636363636363)","(2.0, 3.0, 2.5638709677419356)","(19.0, 55.0, 32.0)","(11.0, 24.0, 16.0)","(3.4, 6.2, 4.625)","(31.0, 130.0, 78.11764705882354)","(13.0, 38.0, 17.428571428571427)","(10.0, 23.0, 15.333333333333334)"
14-12-2022 13:00:38.098475,"(6.5, 12.0, 11.563636363636363)","(2.0, 2.98, 2.5638709677419356)","(20.0, 50.0, 22.444444444444443)","(12.0, 24.0, 16.0)","(3.4, 6.2, 4.595833333333333)","(31.0, 130.0, 78.11764705882354)","(13.0, 38.0, 17.428571428571427)","(10.0, 23.0, 15.333333333333334)"
14-12-2022 13:00:39.409600,"(6.5, 12.0, 11.563636363636363)","(2.0, 2.98, 2.536969696969697)","(20.0, 50.0, 22.444444444444443)","(12.0, 24.0, 16.0)","(3.4, 6.2, 4.625)","(31.0, 130.0, 78.11764705882354)","(13.0, 38.0, 17.428571428571427)","(10.0, 23.0, 15.333333333333334)"
14-12-2022 13:00:40.629047,"(6.5, 12.0, 11.563636363636363)","(2.0, 2.98, 2.536969696969697)","(20.0, 50.0, 27.81818181818182)","(12.0, 24.0, 16.0)","(3.4, 6.2, 4.230769230769231)","(31.0, 130.0, 78.11764705882354)","(13.0, 38.0, 17.428571428571427)","(10.0, 23.0, 15.333333333333334)"
14-12-2022 13:00:41.856748,"(6.5, 12.0, 11.563636363636363)","(2.0, 2.98, 2.536969696969697)","(20.0, 50.0, 27.81818181818182)","(12.0, 24.0, 16.0)","(3.4, 5.4, 4.230769230769231)","(31.0, 130.0, 78.11764705882354)","(13.0, 38.0, 17.428571428571427)","(10.0, 23.0, 15.333333333333334)"
14-12-2022 13:00:43.139820,"(6.5, 12.0, 11.563636363636363)","(2.0, 2.98, 2.536969696969697)","(20.0, 50.0, 27.81818181818182)","(12.0, 24.0, 16.0)","(3.4, 5.4, 4.2)","(31.0, 130.0, 78.11764705882354)","(13.0, 38.0, 17.428571428571427)","(10.0, 23.0, 15.333333333333334)"
14-12-2022 13:00:44.438326,"(6.5, 12.0, 11.563636363636363)","(2.0, 2.98, 2.536969696969697)","(20.0, 50.0, 27.81818181818182)","(12.0, 24.0, 16.0)","(3.4, 5.4, 4.2)","(31.0, 130.0, 67.0)","(13.0, 38.0, 22.0)","(10.0, 23.0, 16.25)"
14-12-2022 13:00:45.682509,"(6.5, 12.0, 11.563636363636363)","(2.0, 2.98, 2.536969696969697)","(20.0, 50.0, 27.81818181818182)","(12.0, 24.0, 14.25)","(3.4, 4.9, 4.0)","(31.0, 130.0, 67.0)","(13.0, 30.0, 22.0)","(10.0, 21.0, 16.25)"
14-12-2022 13:00:46.895772,"(6.5, 12.0, 11.657142857142858)","(2.0, 2.98, 2.536969696969697)","(20.0, 50.0, 27.81818181818182)","(12.0, 22.0, 17.0)","(3.4, 4.8, 3.9642857142857144)","(31.0, 130.0, 67.0)","(13.0, 30.0, 26.8)","(10.0, 21.0, 16.25)"
14-12-2022 13:00:48.000386,"(6.5, 12.0, 11.657142857142858)","(2.0, 2.98, 2.536969696969697)","(20.0, 50.0, 27.81818181818182)","(12.0, 22.0, 17.0)","(3.4, 4.8, 3.9642857142857144)","(31.0, 130.0, 67.0)","(13.0, 30.0, 26.8)","(10.0, 21.0, 16.25)"
