,Carpe Eros,Trade Deadline,Serendip Ruler,Bluegrass Breeze,Sr Bi Bi,Bayron,Love My Ride,Name Rejected
15-12-2022 12:01:11.028773,"(7.0, 8.8, 8.763636363636364)","(31.0, 180.0, 90.0)","(18.0, 30.0, 33.45)","(15.0, 26.0, 24.7)","(8.5, 99999, 99990)","(1.75, 1.97, 1.9594117647058824)","(7.0, 8.6, 8.12)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:12.462671,"(7.0, 8.8, 8.763636363636364)","(31.0, 180.0, 90.0)","(18.0, 34.0, 28.0)","(15.0, 26.0, 24.7)","(8.5, 99999, 99990)","(1.75, 1.97, 1.9594117647058824)","(7.0, 8.6, 8.12)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:13.782193,"(7.0, 8.8, 8.763636363636364)","(31.0, 180.0, 90.0)","(18.0, 34.0, 28.0)","(15.0, 26.0, 24.0)","(8.5, 99999, 99990)","(1.75, 1.97, 1.9594117647058824)","(7.0, 8.6, 8.12)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:15.181536,"(7.0, 8.8, 8.763636363636364)","(31.0, 180.0, 90.0)","(18.0, 34.0, 28.0)","(15.0, 26.0, 24.0)","(8.5, 99999, 99990)","(1.75, 1.97, 1.9594117647058824)","(7.0, 8.6, 8.12)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:16.734311,"(7.0, 8.8, 8.763636363636364)","(31.0, 180.0, 90.0)","(18.0, 34.0, 28.0)","(15.0, 26.0, 24.0)","(8.5, 99999, 99990)","(1.75, 1.97, 1.9442857142857142)","(7.0, 8.6, 8.17142857142857)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:18.280014,"(7.0, 8.8, 8.763636363636364)","(31.0, 170.0, 111.42857142857143)","(18.0, 32.0, 29.714285714285715)","(15.0, 26.0, 24.0)","(8.5, 99999, 99990)","(1.75, 1.97, 1.94)","(7.0, 8.6, 8.17142857142857)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:19.712041,"(7.0, 8.8, 8.763636363636364)","(31.0, 160.0, 111.42857142857143)","(18.0, 32.0, 29.714285714285715)","(15.0, 26.0, 24.0)","(8.5, 99999, 99990)","(1.75, 1.97, 1.94)","(7.0, 8.6, 8.1)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:21.232921,"(7.0, 8.8, 8.763636363636364)","(31.0, 150.0, 120.0)","(18.0, 32.0, 29.0)","(15.0, 25.0, 22.5)","(8.5, 99999, 99990)","(1.75, 1.97, 1.94)","(7.0, 8.6, 8.24)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:22.453689,"(7.0, 8.8, 8.763636363636364)","(31.0, 150.0, 120.0)","(18.0, 32.0, 29.0)","(15.0, 25.0, 22.5)","(8.5, 99999, 99990)","(1.75, 1.97, 1.94)","(7.0, 8.6, 8.24)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:23.632048,"(7.0, 8.8, 8.763636363636364)","(31.0, 150.0, 93.75)","(18.0, 32.0, 29.0)","(15.0, 25.0, 20.666666666666668)","(8.5, 99999, 99990)","(1.75, 1.97, 1.94)","(7.0, 8.6, 8.257142857142856)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:24.730357,"(7.0, 8.8, 8.763636363636364)","(31.0, 150.0, 93.75)","(18.0, 32.0, 29.0)","(15.0, 25.0, 20.666666666666668)","(8.5, 99999, 99990)","(1.75, 1.97, 1.94)","(7.0, 8.6, 8.236363636363636)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:25.967944,"(6.5, 8.8, 8.763636363636364)","(41.0, 150.0, 93.75)","(18.0, 32.0, 29.0)","(15.0, 25.0, 20.666666666666668)","(8.5, 99999, 99990)","(1.7, 1.97, 1.94)","(7.0, 8.6, 8.236363636363636)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:27.175984,"(6.5, 8.8, 8.763636363636364)","(41.0, 150.0, 93.75)","(18.0, 32.0, 29.0)","(15.0, 25.0, 20.666666666666668)","(8.5, 99999, 99990)","(1.7, 1.97, 1.94)","(7.0, 8.6, 8.236363636363636)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:28.289050,"(6.5, 8.8, 8.763636363636364)","(41.0, 150.0, 93.75)","(18.0, 32.0, 29.0)","(15.0, 25.0, 20.666666666666668)","(8.5, 99999, 99990)","(1.7, 1.97, 1.94)","(7.0, 8.6, 8.16)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:29.506253,"(6.5, 8.8, 8.763636363636364)","(41.0, 150.0, 100.0)","(18.0, 32.0, 29.0)","(15.0, 25.0, 20.666666666666668)","(8.5, 99999, 99990)","(1.7, 1.97, 1.94)","(7.0, 8.4, 8.16)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:30.666054,"(6.5, 8.8, 8.763636363636364)","(41.0, 150.0, 107.14285714285714)","(18.0, 32.0, 29.0)","(15.0, 25.0, 20.666666666666668)","(8.5, 99999, 99990)","(1.7, 1.97, 1.94)","(7.0, 8.4, 8.16)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:31.911079,"(6.5, 8.8, 8.763636363636364)","(41.0, 150.0, 107.14285714285714)","(18.0, 32.0, 29.0)","(15.0, 25.0, 20.666666666666668)","(8.5, 99999, 99990)","(1.7, 1.97, 1.9475)","(7.0, 8.4, 8.16)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:33.136463,"(6.5, 8.8, 8.763636363636364)","(41.0, 150.0, 90.0)","(18.0, 32.0, 29.0)","(15.0, 25.0, 20.666666666666668)","(8.5, 99999, 99990)","(1.7, 1.97, 1.9475)","(7.0, 8.4, 8.16)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:34.376530,"(6.5, 8.8, 8.763636363636364)","(41.0, 150.0, 122.72727272727272)","(18.0, 32.0, 29.0)","(15.0, 25.0, 20.666666666666668)","(8.5, 99999, 99990)","(1.7, 1.97, 1.9475)","(7.0, 8.4, 8.16)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:35.602262,"(6.5, 8.8, 8.763636363636364)","(41.0, 150.0, 122.72727272727272)","(18.0, 32.0, 29.0)","(15.0, 25.0, 20.666666666666668)","(8.5, 99999, 99990)","(1.7, 1.97, 1.9475)","(7.0, 8.4, 8.16)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:36.876658,"(6.5, 8.8, 8.763636363636364)","(41.0, 150.0, 120.0)","(18.0, 32.0, 29.0)","(15.0, 25.0, 20.666666666666668)","(8.5, 99999, 99990)","(1.7, 1.97, 1.9475)","(7.0, 8.4, 8.16)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:38.254977,"(6.5, 8.8, 8.763636363636364)","(41.0, 150.0, 112.5)","(18.0, 32.0, 29.0)","(15.0, 25.0, 23.0)","(8.5, 99999, 99990)","(1.7, 1.97, 1.9475)","(7.0, 8.4, 8.37037037037037)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:39.479621,"(6.5, 8.8, 8.763636363636364)","(41.0, 150.0, 112.5)","(18.0, 32.0, 29.0)","(15.0, 25.0, 23.0)","(8.5, 99999, 99990)","(1.7, 1.97, 1.9475)","(7.0, 8.4, 8.735294117647058)","(11.0, 16.0, 14.5)"
15-12-2022 12:01:40.670691,"(6.5, 8.8, 8.763636363636364)","(41.0, 150.0, 111.42857142857143)","(18.0, 32.0, 29.0)","(15.0, 25.0, 23.0)","(8.5, 99999, 99990)","(1.7, 1.97, 1.9475)","(7.0, 9.0, 8.735294117647058)","(11.0, 16.0, 14.5)"
15-12-2022 12:01:41.882658,"(6.5, 8.8, 8.763636363636364)","(41.0, 160.0, 120.0)","(18.0, 32.0, 29.0)","(15.0, 25.0, 23.0)","(8.5, 99999, 99990)","(1.7, 1.97, 1.9475)","(7.0, 9.0, 8.735294117647058)","(11.0, 16.0, 14.5)"
15-12-2022 12:01:43.090220,"(6.5, 8.8, 8.763636363636364)","(41.0, 150.0, 136.66666666666669)","(18.0, 32.0, 29.0)","(15.0, 25.0, 23.0)","(8.5, 99999, 99990)","(1.7, 1.97, 1.9475)","(7.0, 9.0, 8.735294117647058)","(11.0, 16.0, 14.5)"
15-12-2022 12:01:44.315502,"(6.5, 8.8, 8.763636363636364)","(41.0, 150.0, 135.83333333333331)","(18.0, 32.0, 27.333333333333332)","(15.0, 27.0, 23.4)","(8.5, 99999, 99990)","(1.7, 1.97, 1.9475)","(7.0, 8.8, 8.74074074074074)","(11.0, 16.0, 14.666666666666666)"
15-12-2022 12:01:45.509023,"(6.5, 8.8, 8.763636363636364)","(41.0, 150.0, 135.83333333333331)","(18.0, 32.0, 27.333333333333332)","(15.0, 27.0, 23.4)","(8.5, 99999, 99990)","(1.7, 1.97, 1.9605263157894737)","(7.0, 8.8, 8.74074074074074)","(11.0, 15.5, 15.222222222222221)"
15-12-2022 12:01:46.649855,"(6.5, 8.8, 8.763636363636364)","(41.0, 150.0, 135.83333333333331)","(18.0, 32.0, 28.8)","(15.0, 27.0, 23.4)","(8.5, 99999, 99990)","(1.7, 1.97, 1.9605263157894737)","(7.0, 8.8, 8.744827586206897)","(11.0, 15.5, 15.222222222222221)"
15-12-2022 12:01:47.810549,"(6.5, 8.8, 8.763636363636364)","(41.0, 150.0, 137.85714285714286)","(18.0, 32.0, 28.8)","(15.0, 27.0, 25.0)","(8.5, 99999, 99990)","(1.7, 1.97, 1.9605263157894737)","(7.0, 8.8, 8.744827586206897)","(11.0, 15.5, 15.222222222222221)"
15-12-2022 12:01:48.932895,"(6.5, 8.8, 8.763636363636364)","(41.0, 150.0, 137.85714285714286)","(18.0, 32.0, 28.8)","(15.0, 26.0, 25.0)","(8.5, 99999, 99990)","(1.7, 1.97, 1.9605263157894737)","(7.0, 8.8, 8.756756756756758)","(11.0, 15.5, 14.833333333333334)"
15-12-2022 12:01:50.061786,"(6.5, 8.8, 8.763636363636364)","(41.0, 150.0, 123.33333333333334)","(18.0, 32.0, 28.5)","(15.0, 27.0, 25.0)","(8.5, 99999, 99990)","(1.7, 1.97, 1.9667741935483871)","(7.0, 8.8, 8.756756756756758)","(11.0, 15.5, 14.833333333333334)"
15-12-2022 12:01:51.099302,"(6.5, 8.8, 8.763636363636364)","(41.0, 150.0, 123.33333333333334)","(18.0, 32.0, 28.5)","(15.0, 27.0, 25.0)","(8.5, 99999, 99990)","(1.7, 2.02, 1.9667741935483871)","(7.0, 8.8, 8.756756756756758)","(11.0, 15.5, 14.833333333333334)"
15-12-2022 12:01:52.148359,"(6.5, 8.8, 8.763636363636364)","(41.0, 260.0, 133.33333333333334)","(18.0, 32.0, 28.5)","(15.0, 26.0, 24.333333333333332)","(8.5, 99999, 99990)","(1.7, 2.02, 1.9667741935483871)","(7.0, 8.8, 8.756756756756758)","(11.0, 15.5, 14.833333333333334)"
15-12-2022 12:01:53.152114,"(6.5, 8.8, 8.763636363636364)","(41.0, 260.0, 146.0)","(18.0, 32.0, 28.5)","(15.0, 26.0, 25.0)","(8.5, 99999, 99990)","(1.7, 2.02, 1.9667741935483871)","(7.0, 8.8, 8.666666666666668)","(11.0, 15.5, 14.833333333333334)"
15-12-2022 12:01:54.207812,"(6.5, 8.8, 8.763636363636364)","(41.0, 260.0, 146.0)","(18.0, 32.0, 28.5)","(15.0, 27.0, 25.0)","(8.5, 99999, 99990)","(1.7, 2.02, 1.9667741935483871)","(7.0, 8.8, 8.666666666666668)","(11.0, 15.5, 14.833333333333334)"
15-12-2022 12:01:55.246630,"(6.5, 8.8, 8.763636363636364)","(41.0, 260.0, 146.0)","(18.0, 32.0, 28.5)","(15.0, 27.0, 24.333333333333332)","(8.5, 99999, 99990)","(1.7, 2.02, 1.9452)","(7.0, 8.8, 8.707692307692309)","(11.0, 15.5, 14.833333333333334)"
15-12-2022 12:01:56.314193,"(6.5, 8.8, 8.763636363636364)","(41.0, 260.0, 146.0)","(18.0, 32.0, 28.5)","(15.0, 26.0, 24.0)","(8.5, 99999, 99990)","(1.7, 2.02, 1.918)","(7.0, 8.8, 8.707692307692309)","(11.0, 15.5, 14.833333333333334)"
15-12-2022 12:01:57.422009,"(6.5, 8.8, 8.763636363636364)","(41.0, 260.0, 146.0)","(18.0, 32.0, 28.5)","(15.0, 27.0, 24.0)","(8.5, 99999, 99990)","(1.7, 2.02, 1.918)","(7.0, 8.8, 8.707692307692309)","(11.0, 15.5, 14.833333333333334)"
15-12-2022 12:01:58.552530,"(6.5, 8.8, 8.763636363636364)","(41.0, 260.0, 146.0)","(18.0, 32.0, 28.5)","(15.0, 27.0, 22.0)","(8.5, 99999, 99990)","(1.7, 2.02, 1.918)","(7.0, 8.8, 8.707692307692309)","(11.0, 15.5, 14.833333333333334)"
15-12-2022 12:01:59.731911,"(6.5, 8.8, 8.763636363636364)","(41.0, 260.0, 146.0)","(18.0, 32.0, 28.5)","(15.0, 27.0, 22.0)","(8.5, 99999, 99990)","(1.7, 2.02, 1.918)","(7.0, 8.8, 8.619047619047619)","(11.0, 15.5, 14.666666666666666)"
15-12-2022 12:02:00.914219,"(6.5, 8.8, 8.763636363636364)","(41.0, 260.0, 113.75)","(18.0, 30.0, 28.5)","(15.0, 27.0, 22.0)","(8.5, 99999, 99990)","(1.7, 2.02, 1.918)","(7.0, 9.0, 8.619047619047619)","(11.0, 15.5, 14.833333333333334)"
15-12-2022 12:02:02.178136,"(6.5, 8.8, 8.763636363636364)","(41.0, 260.0, 146.0)","(18.0, 30.0, 29.25)","(15.0, 27.0, 23.25)","(8.5, 99999, 99990)","(1.7, 2.02, 1.9044999999999999)","(7.0, 9.0, 8.619047619047619)","(11.0, 15.5, 15.25)"
15-12-2022 12:02:03.366045,"(6.5, 8.8, 8.760000000000002)","(41.0, 260.0, 146.0)","(18.0, 30.0, 29.25)","(15.0, 27.0, 23.25)","(8.5, 99999, 99990)","(1.7, 2.02, 1.9044999999999999)","(7.0, 9.0, 8.619047619047619)","(11.0, 16.0, 15.25)"
15-12-2022 12:02:04.576925,"(6.5, 8.8, 8.763636363636364)","(41.0, 260.0, 146.0)","(18.0, 30.0, 28.666666666666664)","(15.0, 27.0, 23.25)","(8.5, 99999, 99990)","(1.7, 2.02, 1.91)","(7.0, 9.0, 8.64)","(11.0, 16.0, 15.25)"
15-12-2022 12:02:05.778584,"(6.5, 8.8, 8.763636363636364)","(41.0, 260.0, 146.0)","(18.0, 30.0, 28.666666666666664)","(15.0, 27.0, 23.25)","(8.5, 99999, 99990)","(1.7, 2.02, 1.91)","(7.0, 8.8, 8.658823529411766)","(11.0, 16.0, 14.823529411764707)"
15-12-2022 12:02:06.950815,"(6.5, 8.8, 8.763636363636364)","(41.0, 260.0, 146.0)","(18.0, 30.0, 29.333333333333332)","(15.0, 27.0, 23.25)","(8.5, 99999, 99990)","(1.7, 2.02, 1.91)","(7.0, 8.8, 8.628571428571428)","(11.0, 16.0, 14.823529411764707)"
15-12-2022 12:02:08.084446,"(6.5, 8.8, 8.763636363636364)","(41.0, 260.0, 146.0)","(18.0, 30.0, 29.333333333333332)","(15.0, 27.0, 23.25)","(8.5, 99999, 99990)","(1.7, 2.02, 1.91)","(7.0, 8.8, 8.628571428571428)","(11.0, 16.0, 14.75)"
15-12-2022 12:02:09.298176,"(6.5, 8.8, 8.763636363636364)","(41.0, 260.0, 146.0)","(18.0, 30.0, 27.5)","(15.0, 27.0, 23.25)","(8.5, 99999, 99990)","(1.7, 2.0, 1.912)","(7.0, 8.8, 8.68)","(11.0, 15.5, 15.166666666666666)"
15-12-2022 12:02:10.480203,"(6.5, 8.8, 8.776470588235295)","(41.0, 260.0, 146.0)","(18.0, 30.0, 27.5)","(15.0, 27.0, 23.25)","(8.5, 99999, 99990)","(1.7, 2.0, 1.9378260869565218)","(7.0, 8.8, 8.68)","(11.0, 15.5, 15.166666666666666)"
15-12-2022 12:02:11.690054,"(6.5, 8.8, 8.776470588235295)","(41.0, 260.0, 146.0)","(18.0, 30.0, 28.0)","(15.0, 27.0, 23.25)","(8.5, 99999, 99990)","(1.7, 2.0, 1.96375)","(7.0, 8.8, 8.68)","(11.0, 15.5, 15.166666666666666)"
15-12-2022 12:02:12.865431,"(6.5, 8.8, 8.776470588235295)","(41.0, 260.0, 146.0)","(18.0, 30.0, 28.0)","(15.0, 27.0, 23.25)","(8.5, 99999, 99990)","(1.7, 1.99, 1.9667741935483871)","(7.0, 8.8, 8.68)","(11.0, 15.5, 15.166666666666666)"
15-12-2022 12:02:14.121966,"(6.5, 8.8, 8.776470588235295)","(41.0, 260.0, 165.0)","(18.0, 30.0, 28.0)","(15.0, 27.0, 23.25)","(8.5, 99999, 99990)","(1.7, 1.99, 1.9667741935483871)","(7.0, 8.8, 8.68)","(11.0, 15.5, 14.76923076923077)"
15-12-2022 12:02:15.314906,"(6.5, 8.8, 8.776470588235295)","(41.0, 260.0, 165.0)","(18.0, 30.0, 28.0)","(15.0, 27.0, 23.75)","(8.5, 99999, 99990)","(1.7, 1.99, 1.9667741935483871)","(7.0, 8.8, 8.68)","(11.0, 16.0, 15.157894736842106)"
15-12-2022 12:02:16.483303,"(6.5, 8.8, 8.776470588235295)","(41.0, 260.0, 165.0)","(18.0, 30.0, 28.0)","(15.0, 28.0, 23.75)","(8.5, 99999, 99990)","(1.7, 1.99, 1.9667741935483871)","(7.0, 8.8, 8.68)","(11.0, 16.0, 15.2)"
15-12-2022 12:02:17.676531,"(6.5, 8.8, 8.776470588235295)","(41.0, 260.0, 165.0)","(18.0, 30.0, 28.0)","(15.0, 28.0, 23.75)","(8.5, 99999, 99990)","(1.7, 1.99, 1.9667741935483871)","(7.0, 8.8, 8.68)","(11.0, 16.0, 15.2)"
15-12-2022 12:02:18.925323,"(6.5, 8.8, 8.776470588235295)","(41.0, 260.0, 165.0)","(18.0, 30.0, 28.0)","(15.0, 28.0, 23.75)","(8.5, 99999, 99990)","(1.7, 1.99, 1.9325)","(7.0, 8.8, 8.68)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:20.152348,"(6.5, 8.8, 8.776470588235295)","(41.0, 260.0, 165.0)","(18.0, 30.0, 28.0)","(15.0, 28.0, 23.25)","(8.5, 99999, 99990)","(1.7, 1.99, 1.9325)","(7.0, 8.8, 8.68)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:21.376699,"(6.5, 8.8, 8.776470588235295)","(41.0, 260.0, 165.0)","(18.0, 30.0, 28.0)","(15.0, 27.0, 23.25)","(8.5, 99999, 99990)","(1.7, 1.99, 1.9325)","(7.0, 8.8, 8.72)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:22.623890,"(6.5, 8.8, 8.776470588235295)","(41.0, 260.0, 165.0)","(18.0, 30.0, 28.0)","(15.0, 27.0, 23.25)","(8.5, 99999, 99990)","(1.7, 1.99, 1.9555)","(7.0, 8.8, 8.72)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:23.823776,"(6.5, 8.8, 8.776470588235295)","(41.0, 260.0, 165.0)","(18.0, 30.0, 28.0)","(15.0, 27.0, 23.25)","(8.5, 99999, 99990)","(1.7, 1.99, 1.9555)","(7.0, 8.8, 8.72)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:24.964082,"(6.5, 8.8, 8.776470588235295)","(41.0, 260.0, 165.0)","(18.0, 30.0, 28.0)","(15.0, 27.0, 23.25)","(9.0, 99999, 99990)","(1.7, 1.99, 1.9555)","(7.0, 8.8, 8.72)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:26.082377,"(6.5, 8.8, 8.776470588235295)","(41.0, 260.0, 165.0)","(18.0, 30.0, 28.0)","(15.0, 27.0, 23.25)","(9.0, 99999, 99990)","(1.7, 1.99, 1.9325)","(7.0, 8.8, 8.72)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:27.226314,"(6.5, 8.8, 8.776470588235295)","(41.0, 260.0, 165.0)","(18.0, 30.0, 28.0)","(15.0, 27.0, 23.25)","(9.0, 99999, 99990)","(1.7, 1.99, 1.9325)","(7.0, 8.8, 8.72)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:28.335710,"(6.5, 8.8, 8.776470588235295)","(41.0, 260.0, 165.0)","(18.0, 30.0, 28.0)","(15.0, 27.0, 23.25)","(9.0, 99999, 99990)","(1.7, 1.99, 1.9325)","(7.0, 8.8, 8.578181818181818)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:29.437285,"(6.5, 8.8, 8.776470588235295)","(41.0, 260.0, 165.0)","(18.0, 30.0, 28.0)","(15.0, 27.0, 23.25)","(9.0, 99999, 99990)","(1.7, 1.99, 1.9325)","(7.0, 9.0, 8.578181818181818)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:30.582738,"(6.5, 8.8, 8.776470588235295)","(41.0, 260.0, 165.0)","(18.0, 30.0, 28.0)","(15.0, 27.0, 21.666666666666668)","(9.0, 99999, 99990)","(1.7, 1.99, 1.9325)","(7.0, 9.0, 8.757142857142858)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:31.733042,"(6.5, 8.8, 8.776470588235295)","(41.0, 250.0, 178.0)","(18.0, 30.0, 28.0)","(15.0, 26.0, 22.25)","(9.0, 99999, 99990)","(1.7, 1.99, 1.9555)","(7.0, 8.8, 8.757142857142858)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:32.876338,"(6.5, 8.8, 8.776470588235295)","(41.0, 250.0, 178.0)","(18.0, 30.0, 28.0)","(15.0, 25.0, 22.25)","(9.0, 99999, 99990)","(1.7, 1.99, 1.9083870967741934)","(7.0, 8.8, 8.757142857142858)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:34.017755,"(6.5, 8.8, 8.776470588235295)","(41.0, 250.0, 178.0)","(18.0, 30.0, 31.333333333333332)","(15.0, 25.0, 22.25)","(9.0, 99999, 99990)","(1.7, 1.99, 1.9311627906976743)","(7.0, 8.8, 8.757142857142858)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:35.221502,"(6.5, 8.8, 8.776470588235295)","(41.0, 250.0, 178.0)","(18.0, 34.0, 31.333333333333332)","(15.0, 25.0, 22.25)","(9.0, 99999, 99990)","(1.7, 1.99, 1.9249999999999998)","(7.0, 8.8, 8.711111111111112)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:36.398111,"(6.5, 8.8, 8.776470588235295)","(41.0, 250.0, 178.0)","(18.0, 34.0, 31.333333333333332)","(15.0, 25.0, 22.25)","(9.0, 99999, 99990)","(1.7, 1.99, 1.9282926829268292)","(7.0, 8.8, 8.711111111111112)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:37.537823,"(6.5, 8.8, 8.776470588235295)","(41.0, 250.0, 130.0)","(18.0, 34.0, 31.5)","(15.0, 25.0, 22.25)","(9.0, 99999, 99990)","(1.7, 1.99, 1.9282926829268292)","(7.0, 8.8, 8.711111111111112)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:38.756274,"(6.5, 8.8, 8.776470588235295)","(41.0, 250.0, 130.0)","(18.0, 32.0, 30.0)","(15.0, 25.0, 22.25)","(9.0, 99999, 99990)","(1.7, 1.99, 1.9553424657534246)","(7.0, 8.8, 8.711111111111112)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:39.933838,"(6.5, 8.8, 8.776470588235295)","(41.0, 250.0, 130.0)","(18.0, 32.0, 30.0)","(15.0, 25.0, 22.25)","(9.0, 99999, 99990)","(1.7, 1.99, 1.9553424657534246)","(7.0, 8.8, 8.571428571428571)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:41.122687,"(6.5, 8.8, 8.776470588235295)","(41.0, 250.0, 130.0)","(18.0, 32.0, 30.0)","(15.0, 25.0, 22.25)","(9.0, 99999, 99990)","(1.7, 1.99, 1.9223529411764706)","(7.0, 8.8, 8.381818181818181)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:42.311645,"(6.5, 8.8, 8.776470588235295)","(41.0, 250.0, 130.0)","(18.0, 32.0, 30.0)","(15.0, 25.0, 22.25)","(9.0, 99999, 99990)","(1.7, 1.99, 1.9203030303030302)","(7.0, 8.6, 8.381818181818181)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:43.511899,"(6.5, 8.8, 8.776470588235295)","(41.0, 250.0, 130.0)","(18.0, 32.0, 30.0)","(15.0, 25.0, 22.25)","(9.0, 99999, 99990)","(1.7, 1.99, 1.9203030303030302)","(7.0, 8.6, 8.381818181818181)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:44.683876,"(6.5, 8.8, 8.776470588235295)","(41.0, 250.0, 130.0)","(18.0, 32.0, 30.0)","(15.0, 25.0, 22.25)","(9.0, 99999, 99990)","(1.7, 1.99, 1.9203030303030302)","(7.0, 8.6, 8.381818181818181)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:45.881876,"(6.5, 8.8, 8.776470588235295)","(41.0, 250.0, 95.71428571428572)","(18.0, 32.0, 31.11111111111111)","(15.0, 25.0, 22.25)","(9.0, 99999, 99990)","(1.7, 1.99, 1.926111111111111)","(7.0, 8.6, 8.353846153846153)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:47.125926,"(6.5, 8.8, 8.783333333333333)","(41.0, 250.0, 95.71428571428572)","(18.0, 32.0, 31.11111111111111)","(15.0, 25.0, 22.25)","(9.0, 99999, 99990)","(1.7, 1.99, 1.926111111111111)","(7.0, 8.6, 8.353846153846153)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:48.329268,"(6.5, 8.8, 8.783333333333333)","(41.0, 240.0, 126.66666666666666)","(18.0, 32.0, 31.11111111111111)","(15.0, 25.0, 22.25)","(9.0, 99999, 99990)","(1.7, 1.99, 1.9339024390243902)","(7.0, 8.6, 8.362962962962962)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:49.600010,"(6.5, 8.8, 8.784)","(41.0, 230.0, 123.33333333333334)","(18.0, 32.0, 31.11111111111111)","(15.0, 25.0, 22.25)","(9.0, 99999, 99990)","(1.7, 1.99, 1.9015384615384614)","(7.0, 8.6, 8.362962962962962)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:50.769078,"(6.5, 8.8, 8.784)","(41.0, 230.0, 123.33333333333334)","(18.0, 32.0, 31.11111111111111)","(15.0, 25.0, 22.25)","(9.0, 99999, 99990)","(1.7, 1.99, 1.939090909090909)","(7.0, 8.6, 8.362962962962962)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:51.916914,"(6.5, 8.8, 8.784)","(41.0, 230.0, 96.66666666666667)","(18.0, 32.0, 31.46666666666667)","(15.0, 25.0, 22.25)","(9.0, 99999, 99990)","(1.7, 1.98, 1.939090909090909)","(7.0, 8.6, 8.024)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:53.085807,"(6.5, 8.8, 8.784)","(41.0, 230.0, 96.66666666666667)","(18.0, 32.0, 31.46666666666667)","(15.0, 25.0, 21.666666666666668)","(9.0, 99999, 99990)","(1.7, 1.98, 1.9176923076923076)","(7.0, 8.2, 7.8)","(11.0, 16.0, 15.076923076923077)"
15-12-2022 12:02:54.221562,"(6.5, 8.8, 8.786666666666667)","(41.0, 220.0, 147.5)","(18.0, 34.0, 31.0)","(15.0, 26.0, 21.666666666666668)","(9.0, 99999, 99990)","(1.7, 1.98, 1.9176923076923076)","(7.0, 8.2, 7.8)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:55.450961,"(6.5, 8.8, 8.784)","(41.0, 220.0, 107.22222222222223)","(18.0, 34.0, 31.333333333333332)","(15.0, 26.0, 21.666666666666668)","(9.0, 99999, 99990)","(1.7, 1.98, 1.9176923076923076)","(7.0, 8.2, 7.811764705882353)","(11.0, 16.0, 14.8)"
