,Hipster Dufuss,Loubowski Nz,Village Area,Shes Going Places,Schiavone Nz,Yoo Trish,Master Of Illusion,Rocknburn Nz,Need A Penny
06-01-2023 14:47:05.722532,"(26.0, 50.0, 37.77777777777778)","(1.35, 99999, 99990)","(8.5, 18.0, 15.8)","(26.0, 90.0, 65.0)","(101.0, 99999, 99990)","(26.0, 90.0, 71.71428571428571)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 200.0, 119.0)"
06-01-2023 14:47:07.155070,"(26.0, 50.0, 37.77777777777778)","(1.35, 99999, 99990)","(8.5, 18.0, 16.75)","(26.0, 90.0, 65.0)","(101.0, 99999, 99990)","(26.0, 90.0, 72.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 200.0, 153.71428571428572)"
06-01-2023 14:47:08.623190,"(26.0, 50.0, 37.77777777777778)","(1.35, 99999, 99990)","(8.5, 18.0, 16.75)","(26.0, 90.0, 74.25)","(101.0, 99999, 99990)","(26.0, 90.0, 65.2)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 200.0, 120.0)"
06-01-2023 14:47:10.064475,"(26.0, 50.0, 37.77777777777778)","(1.35, 99999, 99990)","(8.5, 18.0, 16.75)","(26.0, 90.0, 65.2)","(101.0, 99999, 99990)","(26.0, 90.0, 66.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 200.0, 120.0)"
06-01-2023 14:47:11.480006,"(26.0, 50.0, 37.77777777777778)","(1.35, 99999, 99990)","(8.5, 18.0, 16.666666666666664)","(26.0, 90.0, 65.2)","(101.0, 99999, 99990)","(26.0, 90.0, 65.6)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 200.0, 120.0)"
06-01-2023 14:47:12.912260,"(26.0, 50.0, 37.77777777777778)","(1.35, 99999, 99990)","(8.5, 18.0, 16.77777777777778)","(26.0, 90.0, 65.2)","(101.0, 99999, 99990)","(26.0, 90.0, 65.6)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 200.0, 120.0)"
06-01-2023 14:47:14.347848,"(26.0, 50.0, 37.77777777777778)","(1.35, 99999, 99990)","(8.5, 18.0, 16.77777777777778)","(26.0, 90.0, 72.57142857142857)","(101.0, 99999, 99990)","(26.0, 90.0, 65.6)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 200.0, 120.0)"
06-01-2023 14:47:15.773270,"(26.0, 50.0, 37.77777777777778)","(1.35, 99999, 99990)","(8.5, 18.0, 16.77777777777778)","(26.0, 90.0, 66.0)","(101.0, 99999, 99990)","(26.0, 90.0, 70.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 200.0, 63.33333333333333)"
06-01-2023 14:47:17.170006,"(26.0, 50.0, 42.666666666666664)","(1.35, 99999, 99990)","(8.5, 18.0, 17.153846153846153)","(26.0, 90.0, 66.0)","(101.0, 99999, 99990)","(26.0, 90.0, 66.8)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 200.0, 165.20000000000002)"
06-01-2023 14:47:18.610927,"(26.0, 95.0, 73.4)","(1.35, 99999, 99990)","(8.5, 18.0, 15.5)","(26.0, 90.0, 72.85714285714286)","(101.0, 99999, 99990)","(26.0, 90.0, 65.14285714285714)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 180.0, 68.0)"
06-01-2023 14:47:20.050238,"(26.0, 85.0, 66.0)","(1.35, 99999, 99990)","(8.5, 18.0, 17.285714285714285)","(26.0, 90.0, 66.8)","(101.0, 99999, 99990)","(26.0, 90.0, 79.75)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 160.0, 70.0)"
06-01-2023 14:47:21.482913,"(26.0, 85.0, 54.0)","(1.35, 99999, 99990)","(8.5, 18.0, 16.875)","(26.0, 90.0, 66.8)","(101.0, 99999, 99990)","(26.0, 95.0, 65.5)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 140.0, 69.33333333333334)"
06-01-2023 14:47:22.806294,"(26.0, 80.0, 54.0)","(1.35, 99999, 99990)","(8.5, 18.0, 16.875)","(26.0, 90.0, 66.8)","(101.0, 99999, 99990)","(26.0, 95.0, 65.5)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 140.0, 77.0)"
06-01-2023 14:47:24.151753,"(26.0, 80.0, 54.0)","(1.35, 99999, 99990)","(8.5, 18.0, 16.875)","(26.0, 90.0, 66.8)","(101.0, 99999, 99990)","(26.0, 95.0, 65.5)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 120.0, 67.0)"
06-01-2023 14:47:25.514701,"(26.0, 80.0, 45.33333333333333)","(1.35, 99999, 99990)","(8.5, 18.0, 16.875)","(26.0, 90.0, 75.5)","(101.0, 99999, 99990)","(26.0, 95.0, 65.5)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 100.0, 48.666666666666664)"
06-01-2023 14:47:26.871907,"(26.0, 80.0, 45.33333333333333)","(1.35, 99999, 99990)","(8.5, 18.0, 16.875)","(26.0, 90.0, 76.0)","(101.0, 99999, 99990)","(26.0, 95.0, 65.5)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 100.0, 72.5)"
06-01-2023 14:47:28.201075,"(26.0, 75.0, 46.8)","(1.35, 99999, 99990)","(8.5, 18.0, 16.875)","(26.0, 90.0, 68.4)","(101.0, 99999, 99990)","(26.0, 95.0, 71.4)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 100.0, 74.61538461538461)"
06-01-2023 14:47:29.534358,"(26.0, 70.0, 38.5)","(1.35, 99999, 99990)","(8.5, 18.0, 17.0)","(26.0, 90.0, 68.4)","(101.0, 99999, 99990)","(26.0, 95.0, 71.4)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 100.0, 54.285714285714285)"
06-01-2023 14:47:30.935605,"(26.0, 70.0, 49.0)","(1.35, 99999, 99990)","(8.5, 18.0, 17.0)","(26.0, 90.0, 80.66666666666667)","(101.0, 99999, 99990)","(26.0, 95.0, 71.4)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 100.0, 54.285714285714285)"
06-01-2023 14:47:32.373603,"(26.0, 70.0, 44.0)","(1.35, 99999, 99990)","(8.5, 18.0, 17.0)","(26.0, 90.0, 60.5)","(101.0, 99999, 99990)","(26.0, 95.0, 68.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 100.0, 54.285714285714285)"
06-01-2023 14:47:33.803396,"(31.0, 60.0, 44.0)","(1.35, 99999, 99990)","(9.0, 18.0, 17.0)","(31.0, 85.0, 69.0)","(101.0, 99999, 99990)","(26.0, 100.0, 68.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 100.0, 54.285714285714285)"
06-01-2023 14:47:35.150672,"(31.0, 60.0, 44.0)","(1.35, 99999, 99990)","(9.0, 18.0, 17.0)","(31.0, 80.0, 59.0)","(101.0, 99999, 99990)","(26.0, 100.0, 74.4)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 100.0, 54.285714285714285)"
06-01-2023 14:47:36.520014,"(31.0, 60.0, 49.0)","(1.35, 99999, 99990)","(9.0, 18.0, 17.0)","(31.0, 80.0, 59.0)","(101.0, 99999, 99990)","(26.0, 100.0, 74.4)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 100.0, 54.285714285714285)"
06-01-2023 14:47:37.894402,"(31.0, 60.0, 49.0)","(1.35, 99999, 99990)","(9.0, 18.0, 17.0)","(31.0, 80.0, 59.0)","(101.0, 99999, 99990)","(26.0, 100.0, 74.4)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 100.0, 54.285714285714285)"
06-01-2023 14:47:39.283305,"(31.0, 60.0, 50.857142857142854)","(1.35, 99999, 99990)","(9.0, 18.0, 17.0)","(31.0, 80.0, 59.0)","(101.0, 99999, 99990)","(26.0, 100.0, 76.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 100.0, 54.285714285714285)"
06-01-2023 14:47:40.713702,"(31.0, 60.0, 50.857142857142854)","(1.35, 99999, 99990)","(9.0, 18.0, 17.0)","(31.0, 80.0, 59.0)","(101.0, 99999, 99990)","(26.0, 100.0, 71.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 100.0, 54.285714285714285)"
06-01-2023 14:47:42.078301,"(31.0, 60.0, 50.857142857142854)","(1.35, 99999, 99990)","(9.0, 18.0, 17.0)","(31.0, 80.0, 59.0)","(101.0, 99999, 99990)","(26.0, 100.0, 71.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 100.0, 54.285714285714285)"
06-01-2023 14:47:43.589035,"(31.0, 60.0, 50.857142857142854)","(1.35, 99999, 99990)","(9.0, 18.0, 17.0)","(31.0, 80.0, 59.0)","(101.0, 99999, 99990)","(26.0, 100.0, 71.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 100.0, 73.33333333333333)"
06-01-2023 14:47:45.552337,"(31.0, 60.0, 50.857142857142854)","(1.35, 99999, 99990)","(9.0, 18.0, 17.0)","(31.0, 80.0, 59.0)","(101.0, 99999, 99990)","(26.0, 100.0, 71.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 100.0, 61.25)"
06-01-2023 14:47:47.132743,"(31.0, 60.0, 45.77777777777778)","(1.35, 99999, 99990)","(9.0, 18.0, 16.2)","(31.0, 80.0, 59.0)","(101.0, 99999, 99990)","(26.0, 100.0, 71.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 100.0, 61.25)"
06-01-2023 14:47:48.781499,"(31.0, 60.0, 38.54545454545455)","(1.35, 99999, 99990)","(9.0, 18.0, 15.5)","(31.0, 80.0, 59.5)","(101.0, 99999, 99990)","(26.0, 100.0, 81.75)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 95.0, 67.5)"
06-01-2023 14:47:50.226267,"(31.0, 50.0, 41.14285714285714)","(1.35, 99999, 99990)","(9.0, 20.0, 18.357142857142858)","(31.0, 75.0, 59.5)","(101.0, 99999, 99990)","(26.0, 95.0, 81.75)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 95.0, 67.5)"
06-01-2023 14:47:51.970943,"(31.0, 46.0, 41.14285714285714)","(1.35, 99999, 99990)","(9.0, 19.0, 18.285714285714285)","(31.0, 75.0, 60.4)","(101.0, 99999, 99990)","(26.0, 95.0, 70.8)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 95.0, 67.5)"
06-01-2023 14:47:53.663052,"(31.0, 46.0, 41.14285714285714)","(1.35, 99999, 99990)","(9.0, 19.0, 18.0)","(31.0, 70.0, 60.4)","(101.0, 99999, 99990)","(26.0, 90.0, 88.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 95.0, 67.5)"
06-01-2023 14:47:55.185421,"(31.0, 46.0, 37.5)","(1.35, 99999, 99990)","(9.0, 20.0, 18.0)","(31.0, 70.0, 60.4)","(101.0, 99999, 99990)","(26.0, 180.0, 113.6)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 95.0, 67.5)"
06-01-2023 14:47:56.548995,"(31.0, 46.0, 37.5)","(1.35, 99999, 99990)","(9.0, 20.0, 18.0)","(31.0, 70.0, 52.666666666666664)","(101.0, 99999, 99990)","(26.0, 160.0, 113.6)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 95.0, 67.5)"
06-01-2023 14:47:57.890250,"(31.0, 46.0, 37.5)","(1.35, 99999, 99990)","(9.0, 20.0, 18.0)","(31.0, 70.0, 52.666666666666664)","(101.0, 99999, 99990)","(26.0, 160.0, 108.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 95.0, 67.5)"
06-01-2023 14:47:59.306927,"(31.0, 46.0, 37.5)","(1.35, 99999, 99990)","(9.0, 20.0, 18.0)","(31.0, 70.0, 52.666666666666664)","(101.0, 99999, 99990)","(26.0, 140.0, 108.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 95.0, 67.5)"
06-01-2023 14:48:00.793855,"(31.0, 46.0, 37.5)","(1.35, 99999, 99990)","(9.0, 20.0, 18.0)","(31.0, 70.0, 52.666666666666664)","(101.0, 99999, 99990)","(26.0, 140.0, 90.4)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 95.0, 56.66666666666667)"
06-01-2023 14:48:02.234198,"(31.0, 46.0, 37.5)","(1.35, 99999, 99990)","(9.0, 20.0, 18.0)","(31.0, 70.0, 58.0)","(101.0, 99999, 99990)","(26.0, 120.0, 78.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 90.0, 60.0)"
06-01-2023 14:48:03.633825,"(31.0, 46.0, 37.5)","(1.35, 99999, 99990)","(9.0, 20.0, 18.0)","(31.0, 100.0, 82.75)","(101.0, 99999, 99990)","(26.0, 110.0, 84.4)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 80.0, 73.66666666666666)"
06-01-2023 14:48:05.069358,"(31.0, 46.0, 37.0)","(1.35, 99999, 99990)","(9.0, 20.0, 18.285714285714285)","(31.0, 95.0, 82.75)","(101.0, 99999, 99990)","(26.0, 110.0, 84.4)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 80.0, 65.33333333333334)"
06-01-2023 14:48:06.798375,"(31.0, 46.0, 37.0)","(1.35, 99999, 99990)","(9.0, 20.0, 18.285714285714285)","(31.0, 95.0, 82.75)","(101.0, 99999, 99990)","(26.0, 110.0, 84.4)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 65.0, 61.16666666666667)"
06-01-2023 14:48:09.287012,"(31.0, 46.0, 37.0)","(1.35, 99999, 99990)","(9.0, 20.0, 18.285714285714285)","(31.0, 95.0, 80.25)","(101.0, 99999, 99990)","(26.0, 110.0, 80.4)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 55.0, 52.16666666666667)"
06-01-2023 14:48:10.848716,"(31.0, 46.0, 37.0)","(1.35, 99999, 99990)","(9.0, 20.0, 18.625)","(31.0, 95.0, 93.75)","(101.0, 99999, 99990)","(26.0, 110.0, 85.33333333333334)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 55.0, 46.5)"
06-01-2023 14:48:12.344082,"(31.0, 46.0, 37.0)","(1.35, 99999, 99990)","(9.0, 20.0, 18.0)","(31.0, 190.0, 110.4)","(101.0, 99999, 99990)","(26.0, 110.0, 74.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 55.0, 46.5)"
06-01-2023 14:48:13.838221,"(31.0, 46.0, 37.0)","(1.35, 99999, 99990)","(9.0, 21.0, 18.428571428571427)","(31.0, 160.0, 104.4)","(101.0, 99999, 99990)","(26.0, 110.0, 76.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 55.0, 48.25)"
06-01-2023 14:48:15.353093,"(31.0, 46.0, 37.0)","(1.35, 99999, 99990)","(9.0, 20.0, 18.071428571428573)","(31.0, 150.0, 98.4)","(101.0, 99999, 99990)","(26.0, 110.0, 76.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 50.0, 48.25)"
06-01-2023 14:48:16.875411,"(31.0, 46.0, 37.0)","(1.35, 99999, 99990)","(9.0, 19.5, 18.071428571428573)","(31.0, 140.0, 106.5)","(101.0, 99999, 99990)","(26.0, 110.0, 80.66666666666666)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 50.0, 48.25)"
06-01-2023 14:48:18.415883,"(31.0, 46.0, 37.0)","(1.35, 99999, 99990)","(9.0, 19.5, 16.5)","(31.0, 130.0, 98.66666666666666)","(101.0, 99999, 99990)","(26.0, 100.0, 67.14285714285714)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 50.0, 48.25)"
06-01-2023 14:48:19.977296,"(31.0, 46.0, 40.0)","(1.35, 99999, 99990)","(9.0, 19.5, 17.0)","(31.0, 130.0, 95.6)","(101.0, 99999, 99990)","(26.0, 120.0, 82.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 50.0, 48.25)"
06-01-2023 14:48:21.517133,"(31.0, 48.0, 40.0)","(1.35, 99999, 99990)","(9.0, 19.0, 16.25)","(31.0, 110.0, 86.66666666666666)","(101.0, 99999, 99990)","(26.0, 100.0, 63.666666666666664)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 50.0, 48.25)"
06-01-2023 14:48:23.029094,"(31.0, 48.0, 40.0)","(1.35, 99999, 99990)","(9.0, 20.0, 16.25)","(31.0, 110.0, 86.66666666666666)","(101.0, 99999, 99990)","(26.0, 95.0, 81.57142857142857)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 50.0, 48.25)"
06-01-2023 14:48:25.095385,"(31.0, 48.0, 41.666666666666664)","(1.35, 99999, 99990)","(9.0, 20.0, 16.25)","(31.0, 110.0, 86.66666666666666)","(101.0, 99999, 99990)","(26.0, 95.0, 76.2)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 50.0, 48.25)"
06-01-2023 14:48:26.704791,"(31.0, 48.0, 41.666666666666664)","(1.35, 99999, 99990)","(9.0, 20.0, 16.25)","(31.0, 110.0, 86.66666666666666)","(101.0, 99999, 99990)","(26.0, 95.0, 65.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 50.0, 48.0)"
06-01-2023 14:48:28.339742,"(31.0, 48.0, 41.666666666666664)","(1.35, 99999, 99990)","(9.0, 20.0, 17.0)","(31.0, 110.0, 86.66666666666666)","(101.0, 99999, 99990)","(26.0, 95.0, 65.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 50.0, 48.0)"
06-01-2023 14:48:29.927751,"(31.0, 48.0, 41.666666666666664)","(1.35, 99999, 99990)","(9.0, 20.0, 17.0)","(31.0, 110.0, 70.0)","(101.0, 99999, 99990)","(26.0, 95.0, 65.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 50.0, 48.0)"
06-01-2023 14:48:31.420295,"(31.0, 48.0, 41.666666666666664)","(1.35, 99999, 99990)","(9.0, 20.0, 17.0)","(31.0, 100.0, 67.5)","(101.0, 99999, 99990)","(26.0, 95.0, 65.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 50.0, 48.0)"
06-01-2023 14:48:33.181454,"(31.0, 48.0, 41.666666666666664)","(1.35, 99999, 99990)","(9.0, 20.0, 17.0)","(31.0, 95.0, 67.5)","(101.0, 99999, 99990)","(26.0, 95.0, 65.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 50.0, 48.0)"
06-01-2023 14:48:34.798604,"(31.0, 48.0, 41.666666666666664)","(1.35, 99999, 99990)","(9.0, 20.0, 17.9375)","(31.0, 95.0, 73.8)","(101.0, 99999, 99990)","(26.0, 95.0, 71.66666666666667)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 50.0, 48.0)"
06-01-2023 14:48:36.433713,"(31.0, 48.0, 41.666666666666664)","(1.35, 99999, 99990)","(9.0, 20.0, 18.428571428571427)","(31.0, 95.0, 73.8)","(101.0, 99999, 99990)","(26.0, 95.0, 75.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 50.0, 51.42857142857143)"
06-01-2023 14:48:37.948064,"(31.0, 48.0, 42.0)","(1.35, 99999, 99990)","(9.0, 20.0, 17.5)","(31.0, 95.0, 69.5)","(101.0, 99999, 99990)","(26.0, 95.0, 75.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 60.0, 50.90909090909091)"
06-01-2023 14:48:39.480221,"(31.0, 48.0, 44.888888888888886)","(1.35, 99999, 99990)","(9.0, 20.0, 16.833333333333332)","(31.0, 95.0, 69.5)","(101.0, 99999, 99990)","(31.0, 95.0, 75.0)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 55.0, 55.85714285714286)"
06-01-2023 14:48:40.983672,"(31.0, 48.0, 44.888888888888886)","(1.35, 99999, 99990)","(9.0, 20.0, 18.714285714285715)","(31.0, 95.0, 69.5)","(101.0, 99999, 99990)","(31.0, 95.0, 62.33333333333333)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 190.0, 73.2)"
06-01-2023 14:48:42.404180,"(31.0, 48.0, 43.2)","(1.35, 99999, 99990)","(9.0, 20.0, 20.333333333333332)","(31.0, 95.0, 73.8)","(101.0, 99999, 99990)","(31.0, 95.0, 67.5)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 190.0, 141.14285714285714)"
06-01-2023 14:48:43.860408,"(31.0, 48.0, 45.5)","(1.35, 99999, 99990)","(9.0, 23.0, 16.75)","(31.0, 95.0, 73.8)","(101.0, 99999, 99990)","(31.0, 90.0, 74.11111111111111)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 180.0, 107.0)"
06-01-2023 14:48:45.498012,"(31.0, 50.0, 43.0)","(1.35, 99999, 99990)","(9.0, 22.0, 17.0)","(31.0, 95.0, 69.5)","(101.0, 99999, 99990)","(31.0, 85.0, 61.666666666666664)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 170.0, 107.0)"
06-01-2023 14:48:47.023183,"(31.0, 50.0, 43.0)","(1.35, 99999, 99990)","(9.0, 22.0, 17.0)","(31.0, 95.0, 73.8)","(101.0, 99999, 99990)","(31.0, 80.0, 70.125)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 170.0, 102.0)"
06-01-2023 14:48:48.487151,"(31.0, 50.0, 45.5)","(1.35, 99999, 99990)","(9.0, 22.0, 18.0)","(31.0, 95.0, 56.75)","(101.0, 99999, 99990)","(31.0, 75.0, 52.54545454545455)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 160.0, 77.33333333333333)"
06-01-2023 14:48:50.385331,"(31.0, 50.0, 46.0)","(1.35, 99999, 99990)","(9.0, 21.0, 18.0)","(31.0, 95.0, 78.4)","(101.0, 99999, 99990)","(31.0, 70.0, 44.166666666666664)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 130.0, 61.666666666666664)"
06-01-2023 14:48:52.224497,"(31.0, 48.0, 46.0)","(1.35, 99999, 99990)","(9.0, 21.0, 18.2)","(31.0, 100.0, 65.33333333333333)","(101.0, 99999, 99990)","(31.0, 65.0, 44.166666666666664)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 130.0, 79.0)"
06-01-2023 14:48:53.621725,"(31.0, 48.0, 46.0)","(1.35, 99999, 99990)","(9.0, 19.5, 20.11111111111111)","(31.0, 100.0, 78.4)","(101.0, 99999, 99990)","(31.0, 65.0, 44.166666666666664)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 110.0, 74.0)"
06-01-2023 14:48:55.074290,"(31.0, 48.0, 46.0)","(1.35, 99999, 99990)","(9.0, 21.0, 20.11111111111111)","(31.0, 100.0, 78.4)","(101.0, 99999, 99990)","(31.0, 65.0, 44.166666666666664)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 100.0, 63.666666666666664)"
06-01-2023 14:48:56.533269,"(31.0, 48.0, 46.0)","(1.35, 99999, 99990)","(9.0, 21.0, 20.11111111111111)","(31.0, 100.0, 78.4)","(101.0, 99999, 99990)","(31.0, 65.0, 57.5)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 95.0, 66.66666666666667)"
06-01-2023 14:48:57.987687,"(31.0, 48.0, 46.0)","(1.35, 99999, 99990)","(9.0, 21.0, 20.11111111111111)","(31.0, 100.0, 73.0)","(101.0, 99999, 99990)","(31.0, 60.0, 58.333333333333336)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 90.0, 65.0)"
06-01-2023 14:48:59.409842,"(31.0, 48.0, 46.0)","(1.35, 99999, 99990)","(9.0, 21.0, 20.11111111111111)","(31.0, 100.0, 73.0)","(101.0, 99999, 99990)","(31.0, 60.0, 58.18181818181818)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 85.0, 60.0)"
06-01-2023 14:49:00.751239,"(31.0, 48.0, 46.0)","(1.35, 99999, 99990)","(9.0, 21.0, 20.11111111111111)","(31.0, 100.0, 99.14285714285714)","(101.0, 99999, 99990)","(31.0, 60.0, 58.18181818181818)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 85.0, 59.166666666666664)"
06-01-2023 14:49:02.139988,"(31.0, 48.0, 46.0)","(1.35, 99999, 99990)","(9.0, 21.0, 20.11111111111111)","(31.0, 170.0, 98.0)","(101.0, 99999, 99990)","(31.0, 60.0, 58.333333333333336)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 80.0, 58.333333333333336)"
06-01-2023 14:49:03.466968,"(31.0, 48.0, 46.0)","(1.35, 99999, 99990)","(9.0, 21.0, 20.11111111111111)","(31.0, 150.0, 99.71428571428572)","(101.0, 99999, 99990)","(31.0, 60.0, 58.333333333333336)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 75.0, 60.0)"
06-01-2023 14:49:04.856350,"(31.0, 48.0, 46.0)","(1.35, 99999, 99990)","(9.0, 21.0, 20.11111111111111)","(31.0, 140.0, 88.66666666666666)","(101.0, 99999, 99990)","(31.0, 60.0, 58.333333333333336)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 75.0, 60.0)"
06-01-2023 14:49:06.260752,"(31.0, 48.0, 46.0)","(1.35, 99999, 99990)","(9.0, 21.0, 18.81818181818182)","(31.0, 110.0, 92.57142857142857)","(101.0, 99999, 99990)","(31.0, 60.0, 52.69230769230769)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 75.0, 60.0)"
06-01-2023 14:49:07.654319,"(31.0, 48.0, 46.0)","(1.35, 99999, 99990)","(9.0, 21.0, 17.785714285714285)","(31.0, 100.0, 83.25)","(101.0, 99999, 99990)","(31.0, 55.0, 49.16666666666667)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 75.0, 60.0)"
06-01-2023 14:49:08.932364,"(31.0, 48.0, 46.0)","(1.35, 99999, 99990)","(9.0, 21.0, 17.785714285714285)","(31.0, 95.0, 82.75)","(101.0, 99999, 99990)","(31.0, 50.0, 52.69230769230769)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 75.0, 60.0)"
06-01-2023 14:49:10.217419,"(31.0, 48.0, 46.0)","(1.35, 99999, 99990)","(9.0, 21.0, 17.785714285714285)","(31.0, 95.0, 82.75)","(101.0, 99999, 99990)","(31.0, 55.0, 52.69230769230769)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 75.0, 60.0)"
06-01-2023 14:49:11.530457,"(31.0, 48.0, 46.0)","(1.35, 99999, 99990)","(9.0, 21.0, 17.785714285714285)","(31.0, 95.0, 76.2)","(101.0, 99999, 99990)","(31.0, 55.0, 52.69230769230769)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 75.0, 60.0)"
06-01-2023 14:49:12.802724,"(31.0, 48.0, 46.0)","(1.35, 99999, 99990)","(9.0, 21.0, 17.785714285714285)","(31.0, 95.0, 76.2)","(101.0, 99999, 99990)","(31.0, 55.0, 50.3125)","(71.0, 99999, 99990)","(3.5, 99999, 99990)","(21.0, 75.0, 60.0)"
