,Pandoras Art,Ee Jay Why,Allaboutlegs,Adda Stormy Lady,Dazzling Jewel,Maple Maree,Knight Eagle
07-12-2022 13:13:04.402352,"(7.0, 11.5, 11.15625)","(7.0, 10.5, 9.9375)","(1.75, 2.08, 2.068110599078341)","(3.2, 3.6, 3.5893333333333333)","(14.0, 24.0, 22.153846153846153)","(101.0, 230.0, 221.11111111111111)","(101.0, 570.0, 510.0)"
07-12-2022 13:13:05.370202,"(7.0, 11.5, 11.15625)","(7.0, 10.5, 10.066265060240964)","(1.75, 2.08, 2.068110599078341)","(3.2, 3.65, 3.634313725490196)","(14.0, 24.0, 22.153846153846153)","(101.0, 230.0, 221.11111111111111)","(101.0, 570.0, 474.0)"
07-12-2022 13:13:06.354404,"(7.0, 11.5, 11.15625)","(7.0, 10.5, 10.066265060240964)","(1.75, 2.04, 2.0307165109034266)","(3.2, 3.7, 3.597272727272727)","(14.0, 24.0, 22.153846153846153)","(101.0, 230.0, 199.23076923076923)","(101.0, 570.0, 474.0)"
07-12-2022 13:13:07.326030,"(7.0, 11.5, 11.303571428571429)","(7.0, 10.5, 10.025274725274725)","(1.75, 2.04, 2.0298639455782315)","(3.2, 3.75, 3.594444444444444)","(14.0, 24.0, 22.285714285714285)","(101.0, 230.0, 199.23076923076923)","(101.0, 570.0, 522.0)"
07-12-2022 13:13:08.324366,"(7.5, 12.0, 11.26984126984127)","(7.5, 10.5, 10.08375)","(1.75, 2.04, 2.0283185840707967)","(3.2, 3.75, 3.603040540540541)","(15.0, 24.0, 22.285714285714285)","(101.0, 230.0, 198.0)","(101.0, 570.0, 522.0)"
07-12-2022 13:13:09.347047,"(7.5, 12.0, 11.26984126984127)","(7.5, 10.5, 10.08375)","(1.75, 2.04, 2.027663551401869)","(3.2, 3.75, 3.603061224489796)","(15.0, 24.0, 22.285714285714285)","(101.0, 230.0, 192.0)","(101.0, 570.0, 514.0)"
07-12-2022 13:13:10.367920,"(7.5, 12.0, 11.26984126984127)","(7.5, 10.5, 10.08375)","(1.75, 2.04, 2.0281081081081083)","(3.2, 3.75, 3.6025597269624576)","(15.0, 24.0, 24.0)","(101.0, 200.0, 295.0)","(101.0, 560.0, 522.0)"
07-12-2022 13:13:11.393739,"(7.5, 12.0, 11.604166666666666)","(7.5, 10.5, 10.13076923076923)","(1.75, 2.04, 2.0322751322751325)","(3.2, 3.6, 3.592857142857143)","(15.0, 26.0, 22.571428571428573)","(101.0, 400.0, 323.33333333333337)","(101.0, 570.0, 510.0)"
07-12-2022 13:13:12.430846,"(7.5, 12.0, 11.620689655172415)","(7.5, 10.5, 10.11111111111111)","(1.75, 2.08, 2.0752895752895753)","(3.2, 3.6, 3.594047619047619)","(15.0, 26.0, 22.571428571428573)","(101.0, 390.0, 323.33333333333337)","(101.0, 570.0, 514.0)"
07-12-2022 13:13:13.464113,"(7.5, 12.0, 11.620689655172415)","(7.5, 10.5, 10.11111111111111)","(1.75, 2.08, 2.068979591836735)","(3.2, 3.6, 3.596)","(15.0, 26.0, 22.571428571428573)","(101.0, 390.0, 323.33333333333337)","(101.0, 560.0, 522.0)"
07-12-2022 13:13:14.488300,"(7.5, 12.0, 11.65079365079365)","(7.5, 10.0, 9.72185430463576)","(1.75, 2.08, 2.0652054794520547)","(3.2, 3.6, 3.596)","(15.0, 26.0, 22.571428571428573)","(101.0, 390.0, 323.33333333333337)","(101.0, 570.0, 522.0)"
07-12-2022 13:13:15.536232,"(7.5, 12.0, 11.65079365079365)","(7.5, 10.0, 9.716216216216216)","(1.75, 2.06, 2.0461290322580648)","(3.2, 3.6, 3.54375)","(15.0, 26.0, 23.333333333333332)","(101.0, 390.0, 285.0)","(101.0, 570.0, 522.0)"
07-12-2022 13:13:16.619115,"(7.5, 12.0, 11.65079365079365)","(7.5, 10.0, 9.716216216216216)","(1.75, 2.06, 2.0446341463414637)","(3.2, 3.6, 3.54375)","(15.0, 26.0, 23.333333333333332)","(101.0, 380.0, 280.0)","(101.0, 570.0, 522.0)"
07-12-2022 13:13:17.660599,"(7.5, 12.0, 11.661538461538461)","(7.5, 10.0, 9.716216216216216)","(1.75, 2.06, 2.0444444444444443)","(3.2, 3.6, 3.54375)","(15.0, 26.0, 23.333333333333332)","(101.0, 370.0, 280.0)","(101.0, 570.0, 826.0)"
07-12-2022 13:13:18.721649,"(7.5, 12.0, 11.614035087719298)","(7.5, 10.0, 9.725547445255474)","(1.75, 2.06, 2.042105263157895)","(3.2, 3.6, 3.54375)","(15.0, 26.0, 24.285714285714285)","(101.0, 370.0, 280.0)","(101.0, 950.0, 586.0)"
07-12-2022 13:13:19.740036,"(8.0, 12.0, 11.671641791044776)","(7.5, 10.0, 9.725547445255474)","(1.75, 2.06, 2.042105263157895)","(3.2, 3.6, 3.54375)","(15.0, 26.0, 24.285714285714285)","(101.0, 370.0, 303.3333333333333)","(101.0, 650.0, 586.0)"
07-12-2022 13:13:20.781750,"(8.0, 12.0, 11.636363636363637)","(7.5, 10.0, 9.69430894308943)","(1.75, 2.06, 2.042105263157895)","(3.2, 3.6, 3.51)","(15.0, 26.0, 24.285714285714285)","(101.0, 360.0, 317.5)","(101.0, 650.0, 586.0)"
07-12-2022 13:13:21.830258,"(8.0, 12.0, 11.80952380952381)","(7.5, 10.0, 9.721481481481481)","(1.75, 2.06, 2.0493006993006992)","(3.2, 3.6, 3.538235294117647)","(15.0, 26.0, 24.285714285714285)","(101.0, 360.0, 275.0)","(101.0, 650.0, 543.3333333333334)"
07-12-2022 13:13:22.808356,"(8.0, 12.5, 11.724137931034482)","(7.5, 10.0, 9.721481481481481)","(1.75, 2.06, 2.05)","(3.2, 3.6, 3.538235294117647)","(15.0, 26.0, 24.285714285714285)","(101.0, 360.0, 275.0)","(101.0, 650.0, 543.3333333333334)"
07-12-2022 13:13:23.843997,"(8.0, 12.5, 11.696969696969697)","(7.5, 10.0, 9.721481481481481)","(1.75, 2.06, 2.05)","(3.2, 3.6, 3.5205882352941176)","(15.0, 25.0, 24.4)","(101.0, 360.0, 275.0)","(101.0, 650.0, 543.3333333333334)"
07-12-2022 13:13:24.886124,"(8.0, 12.5, 11.696969696969697)","(7.5, 10.0, 9.82095238095238)","(1.75, 2.06, 2.046820512820513)","(3.2, 3.6, 3.5483606557377048)","(15.0, 25.0, 24.625)","(101.0, 360.0, 275.0)","(101.0, 650.0, 543.3333333333334)"
07-12-2022 13:13:25.850848,"(8.0, 12.5, 11.696969696969697)","(7.5, 10.0, 9.82095238095238)","(1.75, 2.06, 2.046820512820513)","(3.2, 3.6, 3.5483606557377048)","(15.0, 25.0, 24.625)","(101.0, 360.0, 275.0)","(101.0, 650.0, 543.3333333333334)"
07-12-2022 13:13:26.818054,"(8.0, 12.5, 11.696969696969697)","(7.5, 10.0, 9.82095238095238)","(1.75, 2.06, 2.046855670103093)","(3.2, 3.6, 3.52125)","(15.0, 25.0, 24.625)","(101.0, 360.0, 275.0)","(101.0, 650.0, 543.3333333333334)"
07-12-2022 13:13:27.790906,"(8.0, 12.5, 11.845679012345679)","(7.5, 10.0, 9.82095238095238)","(1.75, 2.06, 2.0476811594202897)","(3.2, 3.5, 3.46046511627907)","(15.0, 25.0, 25.304347826086957)","(101.0, 360.0, 275.0)","(101.0, 650.0, 543.3333333333334)"
07-12-2022 13:13:28.762474,"(8.0, 12.5, 11.845679012345679)","(7.5, 10.0, 9.82095238095238)","(1.75, 2.06, 2.046855670103093)","(3.2, 3.5, 3.4564102564102566)","(15.0, 26.0, 25.897435897435898)","(101.0, 360.0, 303.3333333333333)","(101.0, 650.0, 543.3333333333334)"
07-12-2022 13:13:29.664711,"(8.0, 12.5, 12.19375)","(7.5, 10.0, 9.845454545454546)","(1.75, 2.04, 2.033528399311532)","(3.2, 3.5, 3.4735395189003437)","(15.0, 26.0, 25.9375)","(101.0, 360.0, 303.3333333333333)","(101.0, 650.0, 543.3333333333334)"
07-12-2022 13:13:30.596721,"(8.0, 12.5, 12.193181818181818)","(7.5, 10.0, 9.821052631578947)","(1.75, 2.04, 2.0322792607802875)","(3.2, 3.5, 3.4762396694214877)","(15.0, 26.0, 25.928571428571427)","(101.0, 360.0, 275.0)","(101.0, 650.0, 543.3333333333334)"
07-12-2022 13:13:31.477784,"(8.0, 12.5, 12.042372881355933)","(7.5, 10.0, 9.83)","(1.75, 2.04, 2.0288095238095236)","(3.2, 3.55, 3.530232558139535)","(15.0, 26.0, 25.6)","(101.0, 360.0, 275.0)","(101.0, 650.0, 543.3333333333334)"
07-12-2022 13:13:32.386829,"(8.0, 12.5, 11.948979591836734)","(7.5, 10.0, 9.79047619047619)","(1.75, 2.04, 2.023362831858407)","(3.2, 3.6, 3.5292134831460675)","(15.0, 26.0, 24.88888888888889)","(101.0, 360.0, 275.0)","(101.0, 650.0, 485.0)"
07-12-2022 13:13:33.298747,"(8.0, 12.5, 12.038461538461538)","(7.5, 10.0, 9.822222222222223)","(1.75, 2.02, 2.01578125)","(3.2, 3.6, 3.560625)","(15.0, 26.0, 24.88888888888889)","(101.0, 360.0, 275.0)","(101.0, 640.0, 485.0)"
07-12-2022 13:13:34.256595,"(8.0, 16.5, 12.77142857142857)","(7.5, 14.0, 9.440000000000001)","(1.75, 3.6, 2.824)","(3.2, 5.3, 4.3625)","(15.0, 34.0, 21.0)","(101.0, 760.0, 427.5)","(101.0, 99999, 5049.5)"
07-12-2022 13:13:35.271118,"(8.0, 26.0, 18.2)","(7.5, 22.0, 12.64)","(1.75, 2.04, 1.55)","(3.2, 11.0, 3.916666666666667)","(15.0, 55.0, 41.42857142857143)","(101.0, 760.0, 205.83333333333331)","(101.0, 99999, 545.0)"
07-12-2022 13:13:36.360901,"(8.0, 17.0, 12.5)","(7.5, 17.0, 11.8)","(1.75, 2.0, 1.706)","(3.2, 8.8, 4.633333333333334)","(15.0, 44.0, 32.666666666666664)","(101.0, 760.0, 205.83333333333331)","(101.0, 990.0, 317.5)"
07-12-2022 13:13:37.405871,"(8.0, 17.0, 12.5)","(7.5, 17.0, 13.533333333333333)","(1.75, 1.97, 1.712)","(3.2, 5.2, 4.633333333333334)","(15.0, 36.0, 41.42857142857143)","(101.0, 760.0, 205.83333333333331)","(101.0, 970.0, 317.5)"
07-12-2022 13:13:38.435884,"(8.0, 16.0, 12.571428571428571)","(7.5, 13.5, 10.542857142857143)","(1.75, 1.97, 1.7885714285714285)","(3.2, 8.8, 6.390909090909091)","(16.0, 44.0, 41.42857142857143)","(101.0, 760.0, 422.5)","(101.0, 970.0, 530.0)"
07-12-2022 13:13:39.447597,"(8.0, 17.0, 14.0)","(7.5, 17.0, 11.8)","(1.75, 1.96, 1.7885714285714285)","(3.2, 8.8, 6.9)","(16.0, 44.0, 41.42857142857143)","(101.0, 750.0, 313.33333333333337)","(101.0, 960.0, 530.0)"
07-12-2022 13:13:40.511972,"(8.0, 17.0, 12.5)","(7.5, 17.0, 11.7)","(1.75, 1.96, 1.9028571428571428)","(3.2, 8.6, 6.9)","(16.0, 44.0, 36.5)","(101.0, 750.0, 306.66666666666663)","(101.0, 960.0, 520.0)"
07-12-2022 13:13:41.619481,"(8.0, 17.0, 12.5)","(7.5, 17.0, 13.466666666666667)","(1.75, 1.96, 1.9042857142857144)","(3.2, 8.6, 6.9)","(16.0, 40.0, 36.5)","(101.0, 730.0, 306.66666666666663)","(101.0, 940.0, 520.0)"
07-12-2022 13:13:42.637514,"(8.0, 17.0, 12.5)","(7.5, 16.0, 12.8)","(1.75, 1.96, 1.9042857142857144)","(3.2, 8.6, 5.158823529411764)","(16.0, 40.0, 36.5)","(101.0, 730.0, 407.5)","(101.0, 940.0, 520.0)"
07-12-2022 13:13:43.651416,"(8.0, 22.0, 13.6)","(7.5, 22.0, 12.64)","(1.75, 1.96, 1.8723076923076922)","(3.2, 8.2, 5.158823529411764)","(16.0, 40.0, 27.75)","(101.0, 720.0, 407.5)","(101.0, 940.0, 380.0)"
07-12-2022 13:13:44.680059,"(8.0, 20.0, 15.2)","(7.5, 22.0, 14.200000000000001)","(1.75, 2.04, 2.0296932515337422)","(3.2, 7.0, 6.5)","(16.0, 40.0, 27.5)","(101.0, 720.0, 199.16666666666669)","(101.0, 940.0, 515.0)"
07-12-2022 13:13:45.754634,"(8.0, 20.0, 15.2)","(7.5, 21.0, 12.657142857142858)","(1.75, 2.04, 1.6444)","(3.2, 8.0, 6.5)","(16.0, 40.0, 25.25)","(101.0, 720.0, 199.16666666666669)","(101.0, 930.0, 515.0)"
07-12-2022 13:13:46.760501,"(8.0, 20.0, 16.57142857142857)","(7.5, 20.0, 14.56)","(1.75, 2.04, 1.6444)","(3.2, 8.0, 6.875)","(16.0, 36.0, 22.333333333333332)","(101.0, 720.0, 296.66666666666663)","(101.0, 930.0, 373.3333333333333)"
07-12-2022 13:13:47.724794,"(8.0, 20.0, 18.0)","(7.5, 20.0, 12.228571428571428)","(1.75, 2.04, 1.6210714285714285)","(3.2, 7.8, 7.166666666666666)","(16.0, 38.0, 22.333333333333332)","(101.0, 700.0, 296.66666666666663)","(101.0, 920.0, 373.3333333333333)"
