,Squillions,Birdie Curdy,Silverscape,Colors Of The Wind,Optimistic Cowgirl,Street Tapper,Sea Level
08-12-2022 14:14:32.203917,"(3.0, 3.75, 3.72)","(9.0, 12.5, 11.928571428571429)","(3.6, 3.95, 3.716666666666667)","(7.0, 9.0, 8.11304347826087)","(7.5, 10.0, 9.733333333333334)","(7.0, 9.2, 8.45)","(14.0, 30.0, 24.666666666666668)"
08-12-2022 14:14:33.619017,"(3.0, 3.75, 3.72)","(9.0, 12.5, 11.928571428571429)","(3.6, 3.95, 3.716666666666667)","(7.0, 9.0, 8.11304347826087)","(7.5, 10.0, 9.733333333333334)","(7.0, 9.2, 8.45)","(14.0, 30.0, 24.666666666666668)"
08-12-2022 14:14:35.116177,"(3.0, 3.75, 3.72)","(9.0, 12.5, 11.7)","(3.6, 3.95, 3.716666666666667)","(7.0, 9.0, 8.55)","(7.5, 10.0, 9.307692307692308)","(7.0, 9.2, 8.549999999999999)","(14.0, 30.0, 28.0)"
08-12-2022 14:14:36.424090,"(3.0, 3.75, 3.7227272727272727)","(9.0, 12.5, 11.7)","(3.6, 3.95, 3.716666666666667)","(7.0, 8.8, 8.55)","(7.5, 11.0, 9.307692307692308)","(7.0, 9.6, 8.549999999999999)","(14.0, 30.0, 28.0)"
08-12-2022 14:14:37.630169,"(3.0, 3.75, 3.7)","(9.0, 12.5, 11.7)","(3.6, 3.95, 3.716666666666667)","(7.0, 8.8, 8.55)","(7.5, 11.0, 10.153846153846153)","(7.0, 9.6, 8.549999999999999)","(14.0, 30.0, 28.0)"
08-12-2022 14:14:38.904789,"(3.0, 3.75, 3.7)","(9.0, 12.5, 11.7)","(3.6, 3.95, 3.716666666666667)","(7.0, 8.8, 8.55)","(7.5, 11.0, 10.153846153846153)","(7.0, 9.6, 8.549999999999999)","(14.0, 30.0, 28.0)"
08-12-2022 14:14:40.196442,"(3.0, 3.75, 3.7)","(9.0, 12.5, 11.7)","(3.6, 3.95, 3.716666666666667)","(7.0, 8.8, 8.55)","(7.5, 11.0, 9.68)","(7.0, 9.6, 8.776470588235293)","(14.0, 30.0, 24.666666666666668)"
08-12-2022 14:14:41.462156,"(3.0, 3.75, 3.6375)","(9.0, 12.5, 11.7)","(3.6, 3.95, 3.716666666666667)","(7.0, 8.8, 8.55)","(7.5, 11.0, 9.68)","(7.0, 9.6, 8.776470588235293)","(14.0, 30.0, 24.666666666666668)"
08-12-2022 14:14:42.704338,"(3.0, 3.75, 3.6375)","(9.0, 12.5, 11.7)","(3.6, 3.95, 3.716666666666667)","(7.0, 8.8, 8.55)","(7.5, 11.0, 9.68)","(7.0, 9.6, 8.776470588235293)","(14.0, 30.0, 24.666666666666668)"
08-12-2022 14:14:43.916799,"(3.0, 3.75, 3.6375)","(9.0, 12.5, 11.7)","(3.6, 3.95, 3.716666666666667)","(7.0, 8.8, 8.55)","(7.5, 11.0, 9.68)","(7.0, 9.6, 8.776470588235293)","(14.0, 30.0, 24.666666666666668)"
08-12-2022 14:14:45.155839,"(3.0, 3.75, 3.6375)","(9.0, 12.5, 11.7)","(3.6, 3.95, 3.716666666666667)","(7.0, 8.8, 8.55)","(7.5, 11.0, 9.68)","(7.0, 9.6, 8.776470588235293)","(14.0, 30.0, 24.666666666666668)"
08-12-2022 14:14:46.393048,"(3.0, 3.75, 3.592857142857143)","(9.0, 12.5, 10.961538461538462)","(3.6, 3.95, 3.716666666666667)","(7.0, 8.8, 8.55)","(7.5, 11.0, 9.68)","(7.0, 9.6, 8.776470588235293)","(14.0, 30.0, 24.666666666666668)"
08-12-2022 14:14:47.608517,"(3.0, 3.75, 3.592857142857143)","(9.0, 12.5, 10.961538461538462)","(3.6, 3.95, 3.75)","(7.0, 8.8, 8.55)","(7.5, 11.0, 9.307692307692308)","(7.0, 9.6, 8.776470588235293)","(14.0, 30.0, 24.0)"
08-12-2022 14:14:48.848483,"(3.0, 3.75, 3.592857142857143)","(9.0, 12.5, 10.961538461538462)","(3.6, 3.9, 3.75)","(7.0, 8.8, 8.55)","(7.5, 11.0, 10.174999999999999)","(7.0, 9.6, 8.776470588235293)","(14.0, 30.0, 23.666666666666668)"
08-12-2022 14:14:50.039575,"(3.0, 3.75, 3.592857142857143)","(9.0, 12.5, 10.961538461538462)","(3.6, 3.9, 3.75)","(7.0, 8.8, 8.55)","(7.5, 11.0, 10.174999999999999)","(7.0, 9.6, 8.776470588235293)","(14.0, 32.0, 24.0)"
08-12-2022 14:14:51.493965,"(3.0, 3.75, 3.592857142857143)","(9.0, 12.5, 10.961538461538462)","(3.6, 3.9, 3.75)","(7.0, 8.8, 8.55)","(7.5, 11.0, 9.307692307692308)","(7.0, 9.6, 8.776470588235293)","(14.0, 30.0, 24.0)"
08-12-2022 14:14:52.869652,"(3.0, 3.75, 3.592857142857143)","(9.0, 12.5, 10.961538461538462)","(3.6, 3.9, 3.75)","(7.0, 8.8, 8.55)","(7.5, 11.0, 10.5)","(7.0, 9.6, 8.776470588235293)","(14.0, 30.0, 24.0)"
08-12-2022 14:14:54.248033,"(3.0, 3.75, 3.592857142857143)","(9.0, 12.5, 10.961538461538462)","(3.6, 3.9, 3.75)","(7.0, 8.8, 8.55)","(7.5, 11.0, 9.571428571428571)","(7.0, 9.6, 8.776470588235293)","(14.0, 30.0, 24.0)"
08-12-2022 14:14:55.776769,"(3.0, 3.75, 3.592857142857143)","(9.0, 12.5, 10.961538461538462)","(3.6, 3.9, 3.75)","(7.0, 8.8, 8.55)","(7.5, 11.0, 9.571428571428571)","(7.0, 9.6, 8.776470588235293)","(14.0, 30.0, 23.666666666666668)"
08-12-2022 14:14:57.000354,"(3.0, 3.75, 3.592857142857143)","(9.0, 12.5, 10.9)","(3.6, 3.9, 3.725)","(7.0, 8.8, 8.55)","(7.5, 11.0, 9.571428571428571)","(7.0, 9.6, 8.776470588235293)","(15.0, 32.0, 23.666666666666668)"
08-12-2022 14:14:58.533148,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.5, 10.9)","(3.6, 3.9, 3.725)","(7.0, 8.8, 8.55)","(7.5, 11.0, 9.571428571428571)","(7.0, 9.6, 8.776470588235293)","(15.0, 32.0, 23.666666666666668)"
08-12-2022 14:14:59.894115,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.5, 10.9)","(3.6, 3.9, 3.725)","(7.0, 8.8, 8.55)","(7.5, 11.0, 9.571428571428571)","(7.0, 9.6, 8.776470588235293)","(15.0, 32.0, 23.666666666666668)"
08-12-2022 14:15:01.217095,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.5, 11.333333333333334)","(3.6, 3.9, 3.725)","(7.0, 8.8, 8.3)","(7.5, 11.0, 10.326666666666666)","(7.0, 9.6, 9.133333333333333)","(15.0, 32.0, 27.5)"
08-12-2022 14:15:02.575319,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.8)","(3.6, 3.9, 3.725)","(7.0, 8.6, 8.3)","(7.5, 10.5, 9.9)","(7.0, 9.4, 9.133333333333333)","(15.0, 32.0, 25.333333333333332)"
08-12-2022 14:15:03.953602,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.8)","(3.6, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.12)","(7.5, 10.5, 9.9)","(7.0, 9.4, 9.133333333333333)","(15.0, 32.0, 25.333333333333332)"
08-12-2022 14:15:05.358465,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.8)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.12)","(7.5, 10.5, 9.9)","(7.0, 9.4, 9.133333333333333)","(15.0, 32.0, 25.333333333333332)"
08-12-2022 14:15:06.624262,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.8)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.12)","(7.5, 10.5, 9.9)","(7.0, 9.4, 9.133333333333333)","(15.0, 32.0, 25.333333333333332)"
08-12-2022 14:15:07.818972,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.8)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.12)","(7.5, 10.5, 9.9)","(7.0, 9.4, 9.133333333333333)","(15.0, 32.0, 25.333333333333332)"
08-12-2022 14:15:09.099131,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.8)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.12)","(7.5, 10.5, 9.9)","(7.0, 9.4, 9.133333333333333)","(15.0, 32.0, 25.333333333333332)"
08-12-2022 14:15:10.423217,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.8)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.163636363636364)","(7.5, 10.5, 10.0)","(7.0, 9.4, 9.133333333333333)","(15.0, 32.0, 25.333333333333332)"
08-12-2022 14:15:11.731498,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.8)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 10.43157894736842)","(7.0, 9.4, 9.133333333333333)","(16.0, 32.0, 25.333333333333332)"
08-12-2022 14:15:12.964464,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.8)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 10.43157894736842)","(7.0, 9.4, 9.133333333333333)","(16.0, 32.0, 25.333333333333332)"
08-12-2022 14:15:14.218049,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.8)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 10.0)","(7.0, 9.4, 9.133333333333333)","(16.0, 32.0, 25.333333333333332)"
08-12-2022 14:15:15.519307,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.8)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 10.43157894736842)","(7.0, 9.4, 9.133333333333333)","(16.0, 32.0, 25.333333333333332)"
08-12-2022 14:15:16.818865,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 10.43157894736842)","(7.0, 9.4, 8.9)","(16.0, 32.0, 25.333333333333332)"
08-12-2022 14:15:18.050558,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 10.43157894736842)","(7.0, 9.4, 8.9)","(16.0, 32.0, 25.333333333333332)"
08-12-2022 14:15:19.298432,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 10.0)","(7.0, 9.4, 8.9)","(16.0, 32.0, 29.42857142857143)"
08-12-2022 14:15:20.520808,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 10.0)","(7.0, 9.4, 8.9)","(16.0, 32.0, 26.0)"
08-12-2022 14:15:21.720994,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 9.5)","(7.0, 9.4, 8.9)","(16.0, 32.0, 29.42857142857143)"
08-12-2022 14:15:23.025323,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 9.285714285714286)","(7.0, 9.4, 8.8)","(16.0, 32.0, 29.42857142857143)"
08-12-2022 14:15:24.312202,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 10.43157894736842)","(7.0, 9.4, 8.8)","(16.0, 32.0, 28.0)"
08-12-2022 14:15:25.617299,"(3.0, 3.75, 3.553448275862069)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 10.43157894736842)","(7.0, 9.4, 8.8)","(16.0, 32.0, 28.0)"
08-12-2022 14:15:26.929756,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 10.43157894736842)","(7.0, 9.4, 9.266666666666667)","(16.0, 32.0, 23.0)"
08-12-2022 14:15:28.079555,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 10.6)","(7.0, 9.4, 9.177777777777777)","(16.0, 32.0, 23.0)"
08-12-2022 14:15:29.157323,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 10.6)","(7.0, 9.4, 9.0)","(16.0, 32.0, 23.0)"
08-12-2022 14:15:30.319460,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 10.6)","(7.0, 9.4, 9.0)","(16.0, 32.0, 23.0)"
08-12-2022 14:15:31.487081,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 10.6)","(7.0, 9.4, 9.0)","(16.0, 32.0, 23.0)"
08-12-2022 14:15:32.684000,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 10.6)","(7.0, 9.4, 9.0)","(16.0, 32.0, 23.0)"
08-12-2022 14:15:33.745187,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 10.6)","(7.0, 9.4, 9.0)","(16.0, 32.0, 23.0)"
08-12-2022 14:15:34.943832,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.6999999999999997)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 10.6)","(7.0, 9.4, 9.0)","(16.0, 32.0, 23.0)"
08-12-2022 14:15:36.152562,"(3.0, 3.75, 3.5500000000000003)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.6884615384615382)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 10.533333333333333)","(7.0, 9.4, 9.0)","(16.0, 32.0, 23.0)"
08-12-2022 14:15:37.358103,"(3.0, 3.75, 3.5250000000000004)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.6884615384615382)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 10.533333333333333)","(7.0, 9.4, 9.0)","(16.0, 32.0, 23.0)"
08-12-2022 14:15:38.525303,"(3.0, 3.75, 3.5250000000000004)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.6884615384615382)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 10.533333333333333)","(7.0, 9.4, 9.0)","(16.0, 32.0, 23.0)"
08-12-2022 14:15:39.664421,"(3.0, 3.75, 3.5250000000000004)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.6884615384615382)","(7.0, 8.6, 8.163636363636364)","(7.5, 11.0, 10.533333333333333)","(7.0, 9.4, 9.0)","(16.0, 32.0, 23.0)"
08-12-2022 14:15:40.864589,"(3.0, 3.75, 3.5250000000000004)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.6884615384615382)","(7.0, 8.6, 8.8)","(7.5, 11.0, 10.6)","(7.0, 9.4, 9.4)","(16.0, 32.0, 23.0)"
08-12-2022 14:15:42.158278,"(3.0, 3.75, 3.5250000000000004)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.6884615384615382)","(7.0, 9.0, 8.8)","(7.5, 11.0, 10.6)","(7.0, 9.8, 9.4)","(16.0, 32.0, 23.0)"
08-12-2022 14:15:43.430901,"(3.0, 3.75, 3.5250000000000004)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.7125)","(7.0, 9.0, 8.8)","(7.5, 11.0, 10.6)","(7.0, 9.8, 9.4)","(16.0, 32.0, 23.0)"
08-12-2022 14:15:44.645869,"(3.0, 3.75, 3.5250000000000004)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.7125)","(7.0, 9.0, 8.8)","(7.5, 11.0, 10.142857142857144)","(7.0, 9.8, 9.666666666666668)","(16.0, 32.0, 23.0)"
08-12-2022 14:15:45.805552,"(3.0, 3.75, 3.480769230769231)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.7125)","(7.0, 9.0, 8.8)","(7.5, 11.0, 10.142857142857144)","(7.0, 9.8, 9.666666666666668)","(16.0, 32.0, 23.0)"
08-12-2022 14:15:46.980888,"(3.0, 3.75, 3.49390243902439)","(9.0, 12.0, 10.59375)","(3.5, 3.65, 3.6285714285714286)","(7.0, 9.0, 8.8)","(7.5, 11.0, 10.0)","(7.0, 9.8, 9.666666666666668)","(16.0, 32.0, 21.375)"
08-12-2022 14:15:48.147620,"(3.0, 3.7, 3.542105263157895)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.558)","(7.0, 9.0, 8.8)","(7.5, 11.0, 10.0)","(7.0, 9.8, 9.666666666666668)","(16.0, 30.0, 23.75)"
08-12-2022 14:15:49.374009,"(3.0, 3.7, 3.5571428571428574)","(9.0, 12.0, 10.59375)","(3.5, 3.65, 3.5675)","(7.0, 9.0, 8.8)","(7.5, 11.0, 10.0)","(7.0, 9.8, 9.066666666666666)","(16.0, 29.0, 23.75)"
08-12-2022 14:15:50.549928,"(3.0, 3.7, 3.542105263157895)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.5675)","(7.0, 9.0, 8.8)","(7.5, 11.0, 10.0)","(7.0, 10.0, 9.066666666666666)","(16.0, 29.0, 23.75)"
08-12-2022 14:15:51.754111,"(3.0, 3.7, 3.542105263157895)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.7666666666666666)","(7.0, 9.0, 8.8)","(7.5, 11.0, 10.0)","(7.0, 10.0, 9.0)","(16.0, 29.0, 23.75)"
08-12-2022 14:15:52.925804,"(3.0, 3.7, 3.542105263157895)","(9.0, 12.0, 10.59375)","(3.5, 3.85, 3.688235294117647)","(7.0, 9.0, 8.8)","(7.5, 11.0, 10.0)","(7.0, 10.0, 9.5)","(16.0, 29.0, 23.75)"
08-12-2022 14:15:54.106319,"(3.0, 3.7, 3.542105263157895)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.66)","(7.0, 9.0, 8.8)","(7.5, 11.0, 10.0)","(7.0, 9.8, 9.5)","(16.0, 29.0, 23.75)"
08-12-2022 14:15:55.229978,"(3.0, 3.7, 3.67)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.66)","(7.0, 9.0, 8.8)","(7.5, 11.0, 10.0)","(7.0, 9.8, 9.5)","(16.0, 29.0, 23.75)"
08-12-2022 14:15:56.428163,"(3.0, 3.7, 3.67)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.66)","(7.0, 9.0, 8.8)","(7.5, 11.0, 9.95)","(7.0, 9.8, 9.5)","(16.0, 29.0, 23.75)"
08-12-2022 14:15:57.616076,"(3.0, 3.7, 3.67)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.724390243902439)","(7.0, 9.0, 8.8)","(7.5, 11.0, 9.95)","(7.0, 9.8, 9.5)","(16.0, 29.0, 23.75)"
08-12-2022 14:15:58.955351,"(3.0, 3.7, 3.67)","(9.0, 12.0, 10.59375)","(3.5, 3.9, 3.75)","(7.0, 9.0, 8.8)","(7.5, 11.0, 9.95)","(7.0, 9.8, 9.5)","(16.0, 29.0, 23.75)"
08-12-2022 14:16:00.346070,"(3.0, 3.7, 3.67)","(9.0, 12.0, 10.59375)","(3.5, 3.85, 3.803846153846154)","(7.0, 9.0, 8.514285714285714)","(7.5, 11.0, 10.0)","(7.0, 9.8, 9.100000000000001)","(16.0, 29.0, 23.75)"
08-12-2022 14:16:01.663729,"(3.0, 3.7, 3.67)","(9.0, 12.0, 10.59375)","(3.5, 3.85, 3.803846153846154)","(7.0, 8.8, 8.514285714285714)","(7.5, 11.0, 9.666666666666666)","(7.0, 9.8, 8.96)","(16.0, 29.0, 23.75)"
08-12-2022 14:16:02.941292,"(3.0, 3.7, 3.67)","(9.0, 12.0, 10.058823529411764)","(3.5, 3.85, 3.803846153846154)","(7.0, 8.8, 8.514285714285714)","(7.5, 11.0, 10.576470588235294)","(7.0, 9.8, 8.96)","(16.0, 29.0, 23.75)"
08-12-2022 14:16:04.174946,"(3.0, 3.7, 3.67)","(9.0, 12.0, 10.058823529411764)","(3.5, 3.85, 3.803846153846154)","(7.0, 8.8, 8.514285714285714)","(7.5, 11.0, 10.576470588235294)","(7.0, 9.8, 8.654545454545454)","(16.0, 29.0, 23.75)"
08-12-2022 14:16:05.321860,"(3.0, 3.7, 3.67)","(9.0, 12.0, 10.058823529411764)","(3.5, 3.85, 3.803846153846154)","(7.0, 8.8, 8.514285714285714)","(7.5, 11.0, 9.933333333333334)","(7.0, 9.8, 8.654545454545454)","(16.0, 29.0, 23.75)"
08-12-2022 14:16:06.546387,"(3.0, 3.7, 3.67)","(9.0, 11.5, 10.65)","(3.5, 3.85, 3.803846153846154)","(7.0, 8.8, 8.514285714285714)","(7.5, 11.0, 9.933333333333334)","(7.0, 9.8, 8.654545454545454)","(16.0, 29.0, 23.75)"
08-12-2022 14:16:07.720350,"(3.0, 3.7, 3.67)","(9.0, 11.5, 10.65)","(3.5, 3.85, 3.803846153846154)","(7.0, 8.8, 8.514285714285714)","(7.5, 11.0, 9.933333333333334)","(7.0, 9.8, 8.654545454545454)","(16.0, 29.0, 23.75)"
08-12-2022 14:16:08.917936,"(3.0, 3.7, 3.67)","(9.0, 11.5, 10.65)","(3.5, 3.85, 3.803846153846154)","(7.0, 8.8, 8.514285714285714)","(7.5, 11.0, 9.933333333333334)","(7.0, 9.8, 8.8)","(16.0, 29.0, 23.75)"
08-12-2022 14:16:10.023716,"(3.0, 3.7, 3.67)","(9.0, 11.5, 10.225000000000001)","(3.5, 3.85, 3.7)","(7.0, 8.8, 8.077777777777778)","(7.5, 11.0, 10.565217391304348)","(7.0, 9.6, 8.8)","(16.0, 29.0, 23.75)"
08-12-2022 14:16:11.139553,"(3.0, 3.7, 3.67)","(9.0, 11.5, 9.961904761904762)","(3.5, 3.85, 3.725)","(7.0, 8.8, 8.077777777777778)","(7.5, 11.0, 10.565217391304348)","(7.0, 9.6, 8.8)","(16.0, 29.0, 23.75)"
08-12-2022 14:16:12.378883,"(3.0, 3.7, 3.67)","(9.0, 11.5, 9.961904761904762)","(3.5, 3.85, 3.725)","(7.0, 8.8, 8.077777777777778)","(7.5, 11.0, 10.565217391304348)","(7.0, 9.6, 8.8)","(16.0, 29.0, 23.75)"
08-12-2022 14:16:13.595866,"(3.0, 3.7, 3.67)","(9.0, 11.5, 9.961904761904762)","(3.5, 3.85, 3.725)","(7.0, 8.8, 8.077777777777778)","(7.5, 11.0, 10.565217391304348)","(7.0, 9.6, 8.8)","(16.0, 29.0, 23.75)"
08-12-2022 14:16:14.901427,"(3.0, 3.7, 3.67)","(9.0, 11.5, 9.961904761904762)","(3.5, 3.85, 3.725)","(7.0, 8.8, 8.077777777777778)","(7.5, 11.0, 10.565217391304348)","(7.0, 9.6, 8.8)","(16.0, 29.0, 23.75)"
08-12-2022 14:16:16.340040,"(3.0, 3.7, 3.67)","(9.0, 11.5, 9.961904761904762)","(3.5, 3.85, 3.725)","(7.0, 8.8, 8.077777777777778)","(7.5, 11.0, 9.838888888888889)","(7.0, 9.6, 8.8)","(16.0, 29.0, 23.75)"
08-12-2022 14:16:17.660164,"(3.0, 3.7, 3.67)","(9.0, 11.5, 10.4)","(3.5, 3.85, 3.725)","(7.0, 8.8, 8.077777777777778)","(7.5, 11.5, 10.771428571428572)","(7.0, 9.6, 8.9)","(16.0, 29.0, 20.25)"
08-12-2022 14:16:18.924800,"(3.0, 3.7, 3.67)","(9.0, 11.0, 10.4)","(3.5, 3.85, 3.69)","(7.0, 8.8, 8.077777777777778)","(7.5, 11.0, 10.771428571428572)","(7.0, 9.4, 9.3)","(16.0, 29.0, 20.25)"
08-12-2022 14:16:20.110771,"(3.0, 3.7, 3.6583333333333337)","(9.0, 11.0, 10.4)","(3.5, 3.85, 3.73)","(7.0, 8.8, 8.077777777777778)","(7.5, 11.0, 10.485714285714286)","(7.0, 9.4, 8.9)","(16.0, 29.0, 20.25)"
08-12-2022 14:16:21.346294,"(3.0, 3.7, 3.516666666666667)","(9.0, 11.0, 10.4)","(3.5, 3.85, 3.738888888888889)","(7.0, 8.8, 8.077777777777778)","(7.5, 11.0, 10.485714285714286)","(7.0, 9.4, 8.9)","(16.0, 29.0, 20.25)"
08-12-2022 14:16:22.678865,"(3.0, 3.7, 3.516666666666667)","(9.0, 11.0, 10.4)","(3.5, 3.85, 3.738888888888889)","(6.5, 8.8, 8.077777777777778)","(7.5, 11.0, 10.771428571428572)","(7.0, 9.4, 9.3)","(15.0, 29.0, 21.666666666666668)"
08-12-2022 14:16:23.976354,"(3.0, 3.7, 3.516666666666667)","(9.0, 11.0, 9.954545454545455)","(3.5, 3.85, 3.69)","(6.5, 8.8, 8.077777777777778)","(7.5, 11.0, 10.05)","(7.0, 9.4, 9.16)","(15.0, 28.0, 21.666666666666668)"
08-12-2022 14:16:25.219689,"(3.0, 3.7, 3.516666666666667)","(9.0, 11.5, 9.954545454545455)","(3.5, 3.85, 3.6666666666666665)","(6.5, 8.8, 8.077777777777778)","(7.5, 10.5, 10.05)","(7.0, 9.6, 8.584615384615384)","(15.0, 28.0, 21.666666666666668)"
08-12-2022 14:16:26.435954,"(3.0, 3.7, 3.5)","(9.0, 11.5, 9.954545454545455)","(3.5, 3.9, 3.8391304347826085)","(6.5, 8.8, 8.428571428571429)","(7.5, 10.5, 10.05)","(7.0, 9.6, 8.584615384615384)","(15.0, 28.0, 21.666666666666668)"
08-12-2022 14:16:27.585993,"(3.0, 3.7, 3.5)","(9.0, 11.5, 9.954545454545455)","(3.5, 3.9, 3.6666666666666665)","(6.5, 8.8, 8.1125)","(7.5, 10.5, 10.05)","(7.0, 9.6, 8.246153846153845)","(15.0, 28.0, 21.666666666666668)"
08-12-2022 14:16:28.825515,"(3.0, 3.7, 3.5)","(9.0, 11.5, 9.954545454545455)","(3.5, 3.9, 3.6666666666666665)","(6.5, 8.8, 8.1125)","(7.5, 10.5, 10.05)","(7.0, 9.6, 8.228571428571428)","(15.0, 28.0, 21.666666666666668)"
08-12-2022 14:16:30.116087,"(3.0, 3.7, 3.5)","(9.0, 11.5, 9.954545454545455)","(3.5, 3.9, 3.6666666666666665)","(6.5, 8.8, 8.1125)","(7.5, 10.5, 10.916666666666666)","(7.0, 9.6, 8.75294117647059)","(15.0, 28.0, 21.666666666666668)"
