,Squillions,Birdie Curdy,Silverscape,Colors Of The Wind,Optimistic Cowgirl,Street Tapper,Sea Level
08-12-2022 14:05:44.809742,"(3.2, 3.95, 3.41)","(9.0, 16.0, 13.911111111111111)","(4.0, 4.5, 4.1537037037037035)","(11.0, 20.0, 13.789473684210526)","(3.2, 11.5, 10.323076923076924)","(10.0, 22.0, 16.560000000000002)","(26.0, 310.0, 236.125)"
08-12-2022 14:05:46.304401,"(3.2, 3.95, 3.41)","(9.0, 16.0, 13.911111111111111)","(4.0, 4.5, 4.025)","(11.0, 20.0, 13.789473684210526)","(3.2, 11.5, 10.323076923076924)","(10.0, 22.0, 16.560000000000002)","(26.0, 310.0, 236.125)"
08-12-2022 14:05:47.951610,"(3.2, 3.95, 3.41)","(9.0, 16.0, 13.911111111111111)","(4.0, 4.4, 4.025)","(11.0, 20.0, 13.789473684210526)","(3.2, 11.5, 10.323076923076924)","(10.0, 22.0, 16.560000000000002)","(26.0, 310.0, 236.625)"
08-12-2022 14:05:49.488504,"(3.2, 3.95, 3.41)","(9.0, 16.0, 13.911111111111111)","(4.0, 4.4, 4.025)","(11.0, 20.0, 13.789473684210526)","(3.2, 11.5, 10.323076923076924)","(10.0, 22.0, 16.560000000000002)","(26.0, 310.0, 236.625)"
08-12-2022 14:05:50.978348,"(3.2, 3.95, 3.41)","(9.0, 16.0, 13.911111111111111)","(4.0, 4.4, 4.025)","(11.0, 20.0, 13.789473684210526)","(3.2, 11.5, 10.323076923076924)","(10.0, 22.0, 16.72)","(26.0, 310.0, 236.625)"
08-12-2022 14:05:52.378425,"(3.2, 3.95, 3.41)","(9.0, 16.0, 13.911111111111111)","(4.0, 4.4, 4.025)","(11.0, 20.0, 13.789473684210526)","(3.2, 11.5, 10.323076923076924)","(10.0, 22.0, 16.72)","(26.0, 310.0, 236.625)"
08-12-2022 14:05:53.764260,"(3.2, 3.95, 3.41)","(9.0, 16.0, 13.911111111111111)","(4.0, 4.4, 4.025)","(11.0, 20.0, 13.789473684210526)","(3.2, 11.5, 10.323076923076924)","(10.0, 22.0, 18.17142857142857)","(26.0, 310.0, 236.625)"
08-12-2022 14:05:55.047712,"(3.2, 3.9, 3.7105263157894735)","(9.0, 16.0, 13.911111111111111)","(4.0, 4.4, 4.025)","(11.0, 20.0, 13.789473684210526)","(3.2, 11.5, 10.323076923076924)","(10.0, 22.0, 16.72)","(26.0, 310.0, 236.625)"
08-12-2022 14:05:56.424753,"(3.2, 3.9, 3.75)","(9.0, 16.0, 13.911111111111111)","(4.0, 4.4, 4.025)","(11.0, 20.0, 15.083333333333332)","(3.2, 11.5, 10.323076923076924)","(10.0, 22.0, 16.8)","(26.0, 310.0, 236.625)"
08-12-2022 14:05:57.752552,"(3.2, 4.0, 3.7625)","(9.0, 16.0, 13.911111111111111)","(4.0, 4.4, 4.025)","(11.0, 20.0, 15.083333333333332)","(3.2, 11.5, 10.323076923076924)","(10.0, 22.0, 16.8)","(26.0, 310.0, 236.625)"
08-12-2022 14:05:59.067610,"(3.2, 4.0, 3.8941176470588235)","(9.0, 16.0, 13.911111111111111)","(4.0, 4.4, 4.025)","(11.0, 20.0, 15.083333333333332)","(3.2, 11.5, 10.323076923076924)","(10.0, 22.0, 16.8)","(26.0, 310.0, 236.625)"
08-12-2022 14:06:00.462026,"(3.2, 4.0, 3.716666666666667)","(9.0, 16.0, 13.911111111111111)","(4.0, 4.4, 4.025)","(11.0, 20.0, 15.083333333333332)","(3.2, 11.5, 10.323076923076924)","(10.0, 22.0, 16.8)","(26.0, 310.0, 236.625)"
08-12-2022 14:06:01.824364,"(3.2, 4.0, 3.716666666666667)","(9.0, 16.0, 13.911111111111111)","(4.0, 4.4, 4.025)","(11.0, 20.0, 15.083333333333332)","(3.2, 11.5, 10.323076923076924)","(10.0, 22.0, 16.8)","(26.0, 310.0, 236.625)"
08-12-2022 14:06:03.113001,"(3.2, 4.0, 3.716666666666667)","(9.0, 16.0, 13.911111111111111)","(4.0, 4.4, 4.025)","(11.0, 20.0, 18.0875)","(3.2, 11.5, 9.9)","(10.0, 22.0, 16.2)","(26.0, 310.0, 158.5)"
08-12-2022 14:06:04.489277,"(3.2, 4.0, 3.716666666666667)","(9.0, 16.0, 13.911111111111111)","(4.0, 4.4, 4.025)","(11.0, 19.5, 18.0875)","(3.2, 11.0, 9.9)","(10.0, 21.0, 12.666666666666668)","(26.0, 300.0, 98.21428571428571)"
08-12-2022 14:06:05.883646,"(3.2, 4.0, 3.716666666666667)","(9.0, 16.0, 12.48)","(4.0, 4.4, 4.025)","(11.0, 19.5, 18.0875)","(3.2, 11.0, 9.9)","(10.0, 20.0, 12.666666666666668)","(26.0, 300.0, 98.21428571428571)"
08-12-2022 14:06:07.279802,"(3.2, 4.0, 3.716666666666667)","(9.0, 15.0, 12.48)","(4.0, 4.4, 4.025)","(11.0, 19.5, 18.0875)","(3.2, 11.0, 9.9)","(10.0, 20.0, 12.666666666666668)","(26.0, 300.0, 98.21428571428571)"
08-12-2022 14:06:08.645914,"(3.2, 4.0, 3.827272727272727)","(9.0, 15.0, 10.08)","(4.0, 4.4, 4.025)","(11.0, 19.5, 18.0875)","(3.2, 11.0, 9.9)","(10.0, 20.0, 12.666666666666668)","(26.0, 300.0, 98.21428571428571)"
08-12-2022 14:06:10.141686,"(3.2, 4.0, 3.6607142857142856)","(9.0, 15.0, 10.08)","(4.0, 4.4, 4.025)","(11.0, 19.5, 18.0875)","(3.2, 11.0, 9.9)","(10.0, 20.0, 12.666666666666668)","(26.0, 300.0, 98.21428571428571)"
08-12-2022 14:06:11.493139,"(3.2, 4.0, 3.7894736842105265)","(9.0, 15.0, 8.85)","(4.0, 4.4, 3.985483870967742)","(11.0, 19.5, 17.2125)","(3.2, 11.0, 9.9)","(10.0, 20.0, 13.781818181818181)","(26.0, 300.0, 98.21428571428571)"
08-12-2022 14:06:12.965417,"(3.2, 3.95, 3.44)","(9.0, 15.0, 8.85)","(4.0, 4.3, 3.985483870967742)","(11.0, 18.5, 17.2125)","(3.2, 11.0, 9.9)","(10.0, 20.0, 12.533333333333335)","(26.0, 300.0, 98.21428571428571)"
08-12-2022 14:06:14.353066,"(3.2, 3.95, 3.44)","(9.0, 15.0, 11.03076923076923)","(4.0, 4.3, 3.985483870967742)","(11.0, 18.5, 17.2125)","(3.2, 11.0, 9.9)","(10.0, 20.0, 13.781818181818181)","(26.0, 300.0, 98.21428571428571)"
08-12-2022 14:06:15.872200,"(3.2, 3.95, 3.44)","(9.0, 15.0, 11.775)","(4.0, 4.3, 3.985483870967742)","(11.0, 18.5, 17.2125)","(3.2, 11.0, 8.525)","(10.0, 20.0, 12.533333333333335)","(26.0, 300.0, 98.21428571428571)"
08-12-2022 14:06:17.201596,"(3.2, 3.95, 3.44)","(9.0, 15.0, 9.96)","(4.0, 4.3, 3.985483870967742)","(11.0, 18.5, 15.133333333333333)","(3.2, 9.8, 8.546153846153846)","(10.0, 20.0, 13.4)","(26.0, 300.0, 171.5909090909091)"
08-12-2022 14:06:18.632598,"(3.2, 3.95, 3.44)","(9.0, 15.0, 10.899999999999999)","(4.0, 4.3, 3.985483870967742)","(11.0, 18.5, 16.52)","(3.2, 9.4, 8.525)","(10.0, 20.0, 12.14)","(26.0, 300.0, 171.5909090909091)"
08-12-2022 14:06:19.989418,"(3.2, 3.95, 3.44)","(9.0, 15.0, 10.899999999999999)","(4.0, 4.3, 3.985483870967742)","(11.0, 18.5, 16.52)","(3.2, 9.8, 8.066666666666666)","(10.0, 19.0, 12.14)","(26.0, 300.0, 171.5909090909091)"
08-12-2022 14:06:21.369931,"(3.2, 3.95, 3.44)","(9.0, 15.0, 10.899999999999999)","(4.0, 4.3, 3.985483870967742)","(11.0, 18.5, 16.52)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 12.933333333333334)","(26.0, 300.0, 101.73076923076923)"
08-12-2022 14:06:22.775643,"(3.2, 3.95, 3.44)","(9.0, 15.0, 10.2)","(4.0, 4.3, 3.985483870967742)","(11.0, 18.5, 15.266666666666666)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 14.24)","(26.0, 200.0, 101.73076923076923)"
08-12-2022 14:06:24.135310,"(3.2, 3.95, 3.5)","(9.0, 15.0, 10.2)","(4.0, 4.3, 3.985483870967742)","(11.0, 18.5, 15.266666666666666)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 12.0)","(26.0, 200.0, 101.73076923076923)"
08-12-2022 14:06:25.508568,"(3.2, 3.9, 3.5)","(9.0, 15.0, 10.2)","(4.0, 4.3, 3.985483870967742)","(11.0, 18.5, 15.266666666666666)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 12.14)","(26.0, 200.0, 125.83333333333334)"
08-12-2022 14:06:26.838124,"(3.2, 3.9, 3.721052631578947)","(9.0, 15.0, 10.2)","(4.0, 4.3, 3.985483870967742)","(11.0, 18.5, 15.266666666666666)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 12.89090909090909)","(26.0, 180.0, 125.83333333333334)"
08-12-2022 14:06:28.232484,"(3.2, 3.9, 3.5)","(9.0, 15.0, 10.2)","(4.0, 4.3, 3.985483870967742)","(11.0, 18.5, 15.266666666666666)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 12.42)","(26.0, 180.0, 125.83333333333334)"
08-12-2022 14:06:29.431676,"(3.2, 3.9, 3.5)","(9.0, 15.0, 10.2)","(4.0, 4.3, 3.985483870967742)","(11.0, 18.5, 15.266666666666666)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 12.42)","(26.0, 180.0, 125.83333333333334)"
08-12-2022 14:06:30.650457,"(3.2, 3.9, 3.5)","(9.0, 15.0, 10.2)","(4.0, 4.3, 3.985483870967742)","(11.0, 18.5, 15.266666666666666)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 12.14)","(26.0, 180.0, 125.83333333333334)"
08-12-2022 14:06:31.957928,"(3.2, 3.9, 3.5)","(9.0, 15.0, 10.2)","(4.0, 4.3, 3.985483870967742)","(11.0, 18.5, 15.266666666666666)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 12.89090909090909)","(26.0, 180.0, 125.83333333333334)"
08-12-2022 14:06:33.328365,"(3.2, 3.9, 3.5)","(9.0, 15.0, 10.2)","(4.0, 4.3, 3.985483870967742)","(11.0, 18.5, 15.266666666666666)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 12.42)","(26.0, 180.0, 92.5)"
08-12-2022 14:06:34.655874,"(3.2, 3.9, 3.5)","(9.0, 15.0, 10.2)","(4.0, 4.3, 3.985483870967742)","(11.0, 18.5, 15.266666666666666)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 12.42)","(26.0, 180.0, 92.5)"
08-12-2022 14:06:36.049375,"(3.2, 3.9, 3.5)","(9.0, 15.0, 10.2)","(4.0, 4.3, 3.985483870967742)","(11.0, 18.5, 15.266666666666666)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 13.145454545454546)","(26.0, 180.0, 92.5)"
08-12-2022 14:06:37.461574,"(3.2, 3.9, 3.5)","(9.0, 15.0, 10.2)","(4.0, 4.3, 3.985483870967742)","(11.0, 18.5, 15.266666666666666)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 12.7)","(26.0, 180.0, 92.5)"
08-12-2022 14:06:38.732075,"(3.2, 3.9, 3.7333333333333334)","(9.0, 15.0, 11.8)","(4.0, 4.3, 4.0125)","(11.0, 18.5, 16.736363636363635)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 12.7)","(26.0, 180.0, 92.5)"
08-12-2022 14:06:40.054601,"(3.2, 3.9, 3.7333333333333334)","(9.0, 15.0, 11.8)","(4.0, 4.2, 3.84)","(11.0, 18.5, 16.736363636363635)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 11.58)","(26.0, 180.0, 92.5)"
08-12-2022 14:06:41.374441,"(3.2, 3.9, 3.55)","(9.0, 15.0, 11.8)","(4.0, 4.2, 3.84)","(11.0, 18.5, 16.736363636363635)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 14.71764705882353)","(26.0, 180.0, 92.5)"
08-12-2022 14:06:42.620902,"(3.2, 3.9, 3.6666666666666665)","(9.0, 15.0, 11.8)","(4.0, 4.2, 3.84)","(11.0, 18.5, 16.736363636363635)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 11.860000000000001)","(26.0, 180.0, 92.5)"
08-12-2022 14:06:43.848002,"(3.2, 3.9, 3.6666666666666665)","(9.0, 15.0, 11.8)","(4.0, 4.2, 3.84)","(11.0, 18.5, 16.736363636363635)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 11.860000000000001)","(26.0, 180.0, 92.5)"
08-12-2022 14:06:45.151459,"(3.2, 3.9, 3.6666666666666665)","(9.0, 15.0, 11.8)","(4.0, 4.2, 3.84)","(11.0, 18.5, 16.736363636363635)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 12.14)","(26.0, 180.0, 92.5)"
08-12-2022 14:06:46.416803,"(3.2, 3.9, 3.6666666666666665)","(9.0, 15.0, 11.8)","(4.0, 4.2, 3.84)","(11.0, 18.5, 16.736363636363635)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 12.14)","(26.0, 180.0, 92.5)"
08-12-2022 14:06:47.712874,"(3.2, 3.9, 3.6666666666666665)","(9.0, 15.0, 11.8)","(4.0, 4.2, 3.84)","(11.0, 18.5, 16.736363636363635)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 11.58)","(26.0, 180.0, 92.5)"
08-12-2022 14:06:49.022491,"(3.2, 3.9, 3.6666666666666665)","(9.0, 15.0, 11.8)","(4.0, 4.2, 3.84)","(11.0, 18.5, 16.736363636363635)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 11.860000000000001)","(26.0, 180.0, 92.5)"
08-12-2022 14:06:50.304756,"(3.2, 3.9, 3.6666666666666665)","(9.0, 15.0, 11.8)","(4.0, 4.2, 3.84)","(11.0, 18.5, 16.736363636363635)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 14.24)","(26.0, 180.0, 92.5)"
08-12-2022 14:06:51.556166,"(3.2, 3.9, 3.6666666666666665)","(9.0, 15.0, 11.8)","(4.0, 4.2, 3.84)","(11.0, 18.5, 16.736363636363635)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 14.24)","(26.0, 180.0, 92.5)"
08-12-2022 14:06:52.900568,"(3.2, 3.9, 3.55)","(9.0, 15.0, 11.8)","(4.0, 4.2, 3.76)","(11.0, 18.5, 16.736363636363635)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 14.333333333333332)","(26.0, 180.0, 92.5)"
08-12-2022 14:06:54.227964,"(3.2, 3.9, 3.55)","(9.0, 15.0, 11.8)","(4.0, 4.2, 3.76)","(11.0, 18.5, 16.736363636363635)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 12.14)","(26.0, 180.0, 92.5)"
08-12-2022 14:06:55.456406,"(3.2, 3.9, 3.55)","(9.0, 15.0, 11.8)","(4.0, 4.2, 3.76)","(11.0, 18.5, 16.736363636363635)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 12.14)","(26.0, 180.0, 92.5)"
08-12-2022 14:06:56.661081,"(3.2, 3.9, 3.7105263157894735)","(9.0, 15.0, 11.8)","(4.0, 4.2, 3.76)","(11.0, 18.5, 16.736363636363635)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 12.42)","(26.0, 180.0, 92.5)"
08-12-2022 14:06:58.005928,"(3.2, 3.9, 3.743478260869565)","(9.0, 15.0, 11.8)","(4.0, 4.2, 3.76)","(11.0, 18.5, 16.736363636363635)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 12.42)","(26.0, 180.0, 92.5)"
08-12-2022 14:06:59.466375,"(3.2, 3.9, 3.731578947368421)","(9.0, 15.0, 11.8)","(4.0, 4.2, 3.76)","(11.0, 18.5, 14.714285714285715)","(3.2, 9.6, 8.066666666666666)","(10.0, 19.0, 14.94)","(26.0, 180.0, 94.0)"
08-12-2022 14:07:00.894347,"(3.2, 3.9, 3.731578947368421)","(9.0, 15.0, 11.8)","(4.0, 4.2, 3.76)","(11.0, 18.0, 15.918181818181818)","(3.2, 9.6, 8.066666666666666)","(10.0, 18.5, 14.78)","(26.0, 170.0, 94.0)"
08-12-2022 14:07:02.220261,"(3.2, 3.9, 3.731578947368421)","(9.0, 15.0, 11.8)","(4.0, 4.2, 3.76)","(11.0, 17.5, 15.918181818181818)","(3.2, 9.6, 8.066666666666666)","(10.0, 18.5, 14.94)","(26.0, 170.0, 94.0)"
08-12-2022 14:07:03.499037,"(3.2, 3.9, 3.731578947368421)","(9.0, 15.0, 11.8)","(4.0, 4.2, 3.76)","(11.0, 17.5, 15.918181818181818)","(3.2, 9.6, 8.066666666666666)","(10.0, 18.5, 12.08)","(26.0, 170.0, 94.0)"
08-12-2022 14:07:04.706092,"(3.2, 3.9, 3.731578947368421)","(9.0, 15.0, 11.8)","(4.0, 4.2, 3.76)","(11.0, 17.5, 15.918181818181818)","(3.2, 9.6, 8.066666666666666)","(10.0, 14.0, 12.08)","(26.0, 170.0, 94.0)"
08-12-2022 14:07:05.921788,"(3.2, 3.9, 3.731578947368421)","(9.0, 15.0, 11.0)","(4.0, 4.2, 3.9000000000000004)","(11.0, 17.5, 14.1)","(3.2, 9.6, 8.066666666666666)","(10.0, 14.0, 13.08)","(26.0, 170.0, 69.0)"
08-12-2022 14:07:07.128633,"(3.2, 3.9, 3.731578947368421)","(9.0, 15.0, 11.2)","(4.0, 4.2, 3.84)","(11.0, 17.5, 12.0)","(3.2, 9.6, 8.066666666666666)","(10.0, 14.0, 12.24)","(26.0, 170.0, 69.0)"
08-12-2022 14:07:08.327853,"(3.2, 3.9, 3.731578947368421)","(9.0, 15.0, 11.2)","(4.0, 4.2, 3.8249999999999997)","(11.0, 14.0, 12.0)","(3.2, 9.6, 6.4)","(10.0, 14.0, 12.24)","(26.0, 170.0, 69.0)"
08-12-2022 14:07:09.524458,"(3.2, 3.9, 3.731578947368421)","(9.0, 15.0, 11.2)","(4.0, 4.1, 3.8249999999999997)","(11.0, 14.0, 12.0)","(3.2, 9.6, 8.16)","(10.0, 14.0, 12.24)","(26.0, 170.0, 25.0)"
08-12-2022 14:07:10.743745,"(3.2, 3.9, 3.4714285714285715)","(9.0, 15.0, 11.2)","(4.0, 4.1, 3.8249999999999997)","(11.0, 14.0, 10.6875)","(3.2, 9.6, 7.239999999999999)","(10.0, 14.0, 11.0625)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:11.957699,"(3.2, 3.9, 3.414285714285714)","(9.0, 14.0, 11.866666666666667)","(4.0, 4.1, 3.8249999999999997)","(11.0, 13.5, 10.6875)","(3.2, 9.2, 7.4)","(10.0, 13.5, 11.0625)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:13.123090,"(3.2, 3.9, 3.4714285714285715)","(9.0, 14.0, 11.866666666666667)","(4.0, 4.1, 3.8249999999999997)","(11.0, 13.5, 10.6875)","(3.2, 9.4, 6.65)","(10.0, 13.5, 11.0625)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:14.209006,"(3.2, 3.9, 3.7444444444444445)","(9.0, 14.0, 11.866666666666667)","(4.0, 4.1, 3.8249999999999997)","(11.0, 13.5, 10.6875)","(3.2, 9.4, 6.65)","(10.0, 13.5, 11.0625)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:15.315371,"(3.2, 3.9, 3.7444444444444445)","(9.0, 14.0, 11.866666666666667)","(4.0, 4.1, 3.8249999999999997)","(11.0, 13.5, 10.6875)","(3.2, 9.4, 6.485714285714286)","(10.0, 13.5, 11.64)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:16.411874,"(3.2, 3.9, 3.7444444444444445)","(9.0, 14.0, 11.866666666666667)","(4.0, 4.1, 3.8249999999999997)","(11.0, 13.5, 10.6875)","(3.2, 9.4, 6.485714285714286)","(10.0, 13.0, 11.64)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:17.664830,"(3.2, 3.9, 3.7444444444444445)","(9.0, 14.0, 11.866666666666667)","(4.0, 4.1, 3.8249999999999997)","(11.0, 13.5, 10.6875)","(3.2, 9.4, 6.2857142857142865)","(10.0, 13.0, 11.64)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:18.933972,"(3.2, 3.9, 3.7444444444444445)","(9.0, 14.0, 12.285714285714285)","(4.0, 4.1, 3.8249999999999997)","(11.0, 13.5, 10.6875)","(3.2, 9.4, 6.2857142857142865)","(10.0, 13.0, 11.8)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:20.214341,"(3.2, 3.9, 3.7444444444444445)","(9.0, 14.0, 12.285714285714285)","(4.0, 4.1, 3.8249999999999997)","(11.0, 13.5, 10.6875)","(3.2, 9.4, 7.24)","(10.0, 13.0, 11.8)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:21.404867,"(3.2, 3.9, 3.7444444444444445)","(9.0, 14.0, 12.285714285714285)","(4.0, 4.1, 3.8249999999999997)","(11.0, 13.5, 10.5)","(3.2, 9.4, 8.013333333333334)","(10.0, 13.0, 11.8)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:22.574163,"(3.2, 3.9, 3.7444444444444445)","(9.0, 14.0, 12.285714285714285)","(4.0, 4.1, 3.8249999999999997)","(11.0, 12.0, 10.5)","(3.2, 9.4, 8.682758620689654)","(10.0, 13.0, 11.8)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:23.699294,"(3.2, 3.9, 3.7444444444444445)","(9.0, 14.0, 12.285714285714285)","(4.0, 4.1, 3.8249999999999997)","(11.0, 12.0, 9.916666666666666)","(3.2, 9.4, 8.244444444444445)","(10.0, 13.0, 11.8)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:24.843373,"(3.2, 3.9, 3.7444444444444445)","(9.0, 14.0, 12.066666666666666)","(4.0, 4.1, 3.8249999999999997)","(11.0, 14.5, 9.916666666666666)","(3.2, 9.4, 8.244444444444445)","(10.0, 13.0, 11.8)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:26.083848,"(3.2, 3.9, 3.7444444444444445)","(9.0, 14.0, 12.066666666666666)","(4.0, 4.1, 3.8249999999999997)","(11.0, 14.5, 9.916666666666666)","(3.2, 9.4, 7.9714285714285715)","(10.0, 13.0, 11.8)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:27.406892,"(3.2, 3.9, 3.7444444444444445)","(9.0, 14.0, 12.066666666666666)","(4.0, 4.1, 3.8249999999999997)","(11.0, 14.5, 12.0)","(3.2, 9.4, 7.9714285714285715)","(10.0, 13.0, 12.4)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:28.893173,"(3.2, 3.9, 3.575)","(9.0, 14.0, 12.066666666666666)","(4.0, 4.1, 3.8249999999999997)","(11.0, 14.0, 11.25)","(3.2, 9.4, 7.9714285714285715)","(10.0, 13.5, 11.75)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:30.159618,"(3.2, 3.9, 3.575)","(9.0, 14.0, 12.066666666666666)","(4.0, 4.1, 3.8249999999999997)","(11.0, 13.5, 11.25)","(3.2, 9.4, 7.9714285714285715)","(10.0, 13.5, 11.75)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:31.737760,"(3.2, 3.9, 3.575)","(9.0, 14.0, 12.457142857142857)","(4.0, 4.1, 3.8249999999999997)","(11.0, 13.5, 11.25)","(3.2, 9.4, 7.9714285714285715)","(10.0, 13.5, 11.75)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:33.427288,"(3.2, 3.9, 3.575)","(9.0, 14.0, 12.457142857142857)","(4.0, 4.1, 3.8249999999999997)","(11.0, 13.5, 11.25)","(3.2, 9.4, 7.222222222222222)","(10.0, 13.5, 11.75)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:34.754195,"(3.2, 3.9, 3.575)","(9.0, 14.0, 12.457142857142857)","(4.0, 4.1, 3.875)","(11.0, 13.5, 10.6875)","(3.2, 9.4, 7.266666666666667)","(10.0, 13.5, 11.75)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:36.033241,"(3.2, 3.9, 3.575)","(9.0, 14.0, 12.457142857142857)","(4.0, 4.0, 3.875)","(11.0, 13.5, 10.6875)","(3.2, 9.4, 7.953846153846154)","(10.0, 13.5, 11.75)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:37.289154,"(3.2, 3.9, 3.575)","(9.0, 14.0, 12.457142857142857)","(4.0, 4.0, 3.875)","(11.0, 13.5, 10.6875)","(3.2, 9.4, 7.953846153846154)","(10.0, 13.5, 11.75)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:38.488242,"(3.2, 3.9, 3.575)","(9.0, 14.0, 12.266666666666667)","(4.0, 4.0, 3.875)","(11.0, 13.5, 10.6875)","(3.2, 9.4, 7.953846153846154)","(10.0, 13.5, 11.75)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:39.679310,"(3.2, 3.9, 3.575)","(9.0, 14.0, 12.266666666666667)","(4.0, 4.0, 3.875)","(11.0, 13.5, 10.6875)","(3.2, 9.4, 7.953846153846154)","(10.0, 13.5, 11.75)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:40.841826,"(3.2, 3.9, 3.575)","(9.0, 14.0, 12.266666666666667)","(4.0, 4.0, 3.875)","(11.0, 13.5, 10.6875)","(3.2, 9.4, 8.244444444444445)","(10.0, 13.5, 11.75)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:41.990114,"(3.2, 4.0, 3.62)","(9.0, 14.0, 12.266666666666667)","(4.0, 4.0, 3.875)","(11.0, 13.5, 10.6875)","(3.2, 9.4, 8.28888888888889)","(10.0, 13.5, 11.75)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:43.191961,"(3.2, 3.95, 3.7710526315789474)","(9.0, 14.0, 12.266666666666667)","(4.0, 4.0, 3.875)","(11.0, 13.5, 10.6875)","(3.2, 9.4, 8.28888888888889)","(10.0, 13.5, 11.75)","(26.0, 38.0, 32.42857142857143)"
08-12-2022 14:07:44.471357,"(3.2, 3.95, 3.7710526315789474)","(9.0, 14.0, 12.266666666666667)","(4.0, 4.0, 3.875)","(11.0, 13.5, 10.6875)","(3.2, 9.4, 8.28888888888889)","(10.0, 13.5, 12.45)","(26.0, 38.0, 25.333333333333332)"
08-12-2022 14:07:45.778108,"(3.2, 3.95, 3.8240740740740744)","(9.0, 14.0, 12.266666666666667)","(4.0, 4.0, 3.875)","(11.0, 13.5, 10.6875)","(3.2, 9.4, 8.28888888888889)","(10.0, 13.5, 12.45)","(26.0, 38.0, 25.333333333333332)"
08-12-2022 14:07:47.116802,"(3.2, 3.95, 3.55)","(9.0, 14.0, 12.266666666666667)","(4.0, 4.0, 3.875)","(11.0, 13.5, 10.6875)","(3.2, 9.4, 7.222222222222222)","(10.0, 13.5, 12.45)","(26.0, 38.0, 25.333333333333332)"
08-12-2022 14:07:48.452195,"(3.2, 3.95, 3.783333333333333)","(9.0, 14.0, 13.2)","(4.0, 4.0, 3.8249999999999997)","(11.0, 13.5, 10.6875)","(3.2, 9.4, 7.222222222222222)","(10.0, 13.5, 12.45)","(26.0, 38.0, 25.333333333333332)"
