,Exciting Times,Holdingno Currency,Voodoo Fella,Malinjang,Shakalakaboomboom,Dollarbill,Peppa Bliss,Slingin A Gun,Studleigh Mark
06-01-2023 14:29:00.893654,"(2.0, 2.66, 2.621818181818182)","(14.0, 19.5, 17.5)","(8.0, 12.0, 11.52)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:02.166108,"(2.0, 2.66, 2.5733333333333333)","(14.0, 19.5, 17.5)","(8.0, 12.0, 11.52)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:03.401595,"(2.0, 2.64, 2.5733333333333333)","(14.0, 19.5, 17.5)","(8.0, 12.0, 11.52)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:04.543195,"(2.0, 2.66, 2.621818181818182)","(14.0, 19.5, 17.5)","(8.0, 12.0, 11.52)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:05.682061,"(2.0, 2.66, 2.621818181818182)","(14.0, 19.5, 17.5)","(8.0, 12.0, 11.52)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:06.846004,"(2.0, 2.66, 2.621818181818182)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:07.995329,"(2.0, 2.66, 2.621818181818182)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:09.155180,"(2.0, 2.66, 2.621818181818182)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:10.466679,"(2.0, 2.66, 2.621818181818182)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:11.693006,"(2.0, 2.66, 2.621818181818182)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:12.882670,"(2.0, 2.66, 2.621818181818182)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:14.078161,"(2.0, 2.66, 2.621818181818182)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:15.219606,"(2.0, 2.66, 2.526666666666667)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:16.445368,"(2.0, 2.72, 2.566666666666667)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:17.641544,"(2.0, 2.72, 2.6433333333333335)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:18.812265,"(2.0, 2.72, 2.6433333333333335)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:19.949365,"(2.0, 2.72, 2.6433333333333335)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:21.041831,"(2.0, 2.72, 2.6433333333333335)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:22.165457,"(2.0, 2.72, 2.6433333333333335)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:23.319663,"(2.0, 2.72, 2.6433333333333335)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:24.455426,"(2.0, 2.72, 2.6433333333333335)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:25.614620,"(2.0, 2.72, 2.6433333333333335)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:26.699364,"(2.0, 2.82, 2.4466666666666663)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:27.854124,"(2.0, 2.84, 2.7239999999999998)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:29.078174,"(2.0, 2.84, 2.7239999999999998)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:30.238013,"(2.0, 2.84, 2.736470588235294)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:31.407431,"(2.0, 2.8, 2.736470588235294)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:32.514101,"(2.0, 2.82, 2.7541176470588233)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:33.648645,"(2.0, 2.82, 2.7541176470588233)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:34.837669,"(2.0, 2.8, 2.521290322580645)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:36.020294,"(2.0, 2.8, 2.736470588235294)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:37.235123,"(2.0, 2.82, 2.7541176470588233)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:38.469734,"(2.0, 2.82, 2.514545454545454)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.3999999999999995)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:39.661617,"(2.0, 2.82, 2.514545454545454)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.6, 6.333333333333333)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:40.842378,"(2.0, 2.82, 2.514545454545454)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:41.991827,"(2.0, 2.82, 2.514545454545454)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.5)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:43.264511,"(2.0, 2.58, 2.5126315789473685)","(14.0, 19.5, 17.5)","(8.0, 12.0, 10.3)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:44.501368,"(2.0, 2.58, 2.5553846153846154)","(14.0, 19.5, 17.5)","(8.0, 12.0, 11.15)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:45.681779,"(2.0, 2.58, 2.505)","(14.0, 19.5, 17.5)","(8.0, 12.0, 11.15)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:46.803150,"(2.0, 2.58, 2.5553846153846154)","(14.0, 19.5, 17.5)","(8.0, 12.0, 11.15)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:47.971651,"(2.0, 2.58, 2.5553846153846154)","(14.0, 19.5, 17.5)","(8.0, 12.0, 11.15)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:49.129207,"(2.0, 2.58, 2.5553846153846154)","(14.0, 19.5, 17.5)","(8.0, 12.0, 11.15)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:50.349067,"(2.0, 2.58, 2.5553846153846154)","(14.0, 19.5, 17.5)","(8.0, 12.0, 11.15)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:51.516151,"(2.0, 2.58, 2.5553846153846154)","(14.0, 19.5, 17.5)","(8.0, 12.0, 11.15)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:52.719048,"(2.0, 2.58, 2.5553846153846154)","(14.0, 19.5, 17.5)","(8.0, 12.0, 11.15)","(3.5, 5.2, 5.066666666666666)","(21.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(61.0, 140.0, 93.33333333333333)","(20.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:53.904963,"(2.0, 2.58, 2.5553846153846154)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.15)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:54.993464,"(2.0, 2.58, 2.5553846153846154)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.15)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:56.144436,"(2.0, 2.58, 2.5553846153846154)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.15)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:57.321797,"(2.0, 2.58, 2.5553846153846154)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.15)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:58.453982,"(2.0, 2.58, 2.5553846153846154)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.15)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 27.666666666666664)"
06-01-2023 14:29:59.554835,"(2.0, 2.58, 2.5553846153846154)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.15)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 27.666666666666664)"
06-01-2023 14:30:00.680266,"(2.0, 2.58, 2.5553846153846154)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.15)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 27.666666666666664)"
06-01-2023 14:30:01.871095,"(2.0, 2.58, 2.5553846153846154)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.15)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 27.666666666666664)"
06-01-2023 14:30:03.069265,"(2.0, 2.58, 2.5553846153846154)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.15)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 27.666666666666664)"
06-01-2023 14:30:04.287968,"(2.0, 2.58, 2.5553846153846154)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.15)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 29.11111111111111)"
06-01-2023 14:30:05.521504,"(2.0, 2.58, 2.5553846153846154)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.15)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 29.11111111111111)"
06-01-2023 14:30:06.782156,"(2.0, 2.58, 2.5553846153846154)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.66)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 29.11111111111111)"
06-01-2023 14:30:07.971899,"(2.0, 2.58, 2.5784105960264903)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.66)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 29.11111111111111)"
06-01-2023 14:30:09.111824,"(2.0, 2.58, 2.5784105960264903)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.66)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 29.11111111111111)"
06-01-2023 14:30:10.284162,"(2.0, 2.76, 2.5599999999999996)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.66)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 29.11111111111111)"
06-01-2023 14:30:11.528547,"(2.0, 2.76, 2.54)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.66)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 29.11111111111111)"
06-01-2023 14:30:12.786574,"(2.0, 2.76, 2.5199999999999996)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.66)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 29.11111111111111)"
06-01-2023 14:30:14.010439,"(2.0, 2.84, 2.711111111111111)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.66)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 29.11111111111111)"
06-01-2023 14:30:15.222963,"(2.0, 2.84, 2.711111111111111)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.66)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 29.11111111111111)"
06-01-2023 14:30:16.379591,"(2.0, 2.84, 2.711111111111111)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.66)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 29.11111111111111)"
06-01-2023 14:30:17.554557,"(2.0, 2.84, 2.711111111111111)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.66)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 29.11111111111111)"
06-01-2023 14:30:18.773952,"(2.0, 2.84, 2.711111111111111)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.66)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 29.11111111111111)"
06-01-2023 14:30:20.080124,"(2.0, 2.84, 2.711111111111111)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.66)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 29.11111111111111)"
06-01-2023 14:30:21.366479,"(2.0, 2.84, 2.711111111111111)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.66)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 29.11111111111111)"
06-01-2023 14:30:22.595088,"(2.0, 2.84, 2.711111111111111)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.644444444444444)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 29.11111111111111)"
06-01-2023 14:30:23.786095,"(2.0, 2.84, 2.711111111111111)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.644444444444444)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 29.11111111111111)"
06-01-2023 14:30:24.936922,"(2.0, 2.84, 2.711111111111111)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.644444444444444)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 29.11111111111111)"
06-01-2023 14:30:26.115014,"(2.0, 2.84, 2.711111111111111)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.644444444444444)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 29.11111111111111)"
06-01-2023 14:30:27.364451,"(2.0, 2.84, 2.711111111111111)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.644444444444444)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 29.11111111111111)"
06-01-2023 14:30:28.568491,"(2.0, 2.84, 2.711111111111111)","(15.0, 19.5, 17.5)","(8.0, 12.0, 11.644444444444444)","(3.5, 5.2, 5.066666666666666)","(26.0, 40.0, 34.4)","(31.0, 95.0, 65.0)","(5.0, 7.4, 6.333333333333333)","(71.0, 140.0, 93.33333333333333)","(21.0, 32.0, 29.11111111111111)"
