,Miss Indi,Eker The Wrecker,Tilly Devine,Sublime Dallas,Mighty Kristy,Early Sunset,Sirius Thinking,Speedy Sunny
14-12-2022 13:49:28.796220,"(8.5, 15.5, 14.724137931034482)","(2.7, 3.75, 3.67)","(4.2, 4.7, 4.5375)","(8.0, 10.5, 9.666666666666666)","(21.0, 42.0, 36.0)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.3, 4.068181818181818)","(21.0, 40.0, 34.5)"
14-12-2022 13:49:30.064498,"(8.5, 15.5, 14.724137931034482)","(2.7, 3.75, 3.67)","(4.2, 4.8, 4.5375)","(8.0, 10.5, 9.666666666666666)","(21.0, 42.0, 36.0)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.3, 4.068181818181818)","(21.0, 40.0, 34.5)"
14-12-2022 13:49:31.320428,"(8.5, 15.5, 14.724137931034482)","(2.7, 3.75, 3.686)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.666666666666666)","(21.0, 42.0, 36.0)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.3, 4.068181818181818)","(21.0, 40.0, 35.0)"
14-12-2022 13:49:32.603711,"(8.5, 15.5, 14.91304347826087)","(2.7, 3.75, 3.686)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.666666666666666)","(21.0, 42.0, 36.0)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.3, 4.068181818181818)","(21.0, 38.0, 35.0)"
14-12-2022 13:49:33.879843,"(8.5, 15.5, 14.91304347826087)","(2.7, 3.75, 3.68)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.5)","(21.0, 42.0, 36.0)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.3, 4.088235294117647)","(21.0, 38.0, 34.142857142857146)"
14-12-2022 13:49:35.233705,"(8.5, 15.5, 14.91304347826087)","(2.7, 3.75, 3.68)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.666666666666666)","(21.0, 42.0, 36.0)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.3, 4.057142857142857)","(21.0, 38.0, 33.578947368421055)"
14-12-2022 13:49:36.572320,"(8.5, 15.5, 14.91304347826087)","(2.7, 3.75, 3.68)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.666666666666666)","(21.0, 42.0, 36.0)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.3, 4.090625)","(21.0, 38.0, 33.578947368421055)"
14-12-2022 13:49:37.822900,"(8.5, 15.5, 15.301470588235293)","(2.7, 3.75, 3.703333333333333)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.666666666666666)","(21.0, 42.0, 36.0)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.2, 4.090625)","(21.0, 38.0, 33.578947368421055)"
14-12-2022 13:49:39.065207,"(8.5, 15.5, 15.32089552238806)","(2.7, 3.75, 3.7071428571428573)","(4.2, 4.8, 4.625)","(8.0, 11.0, 9.857142857142858)","(21.0, 42.0, 36.0)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.2, 4.090625)","(21.0, 38.0, 33.578947368421055)"
14-12-2022 13:49:40.299442,"(8.5, 15.5, 15.3125)","(2.7, 3.75, 3.725)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.857142857142858)","(21.0, 42.0, 37.42857142857143)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.2, 4.090625)","(21.0, 38.0, 34.0)"
14-12-2022 13:49:41.551335,"(8.5, 15.5, 14.928571428571429)","(2.7, 3.75, 3.7323529411764707)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.545454545454545)","(21.0, 42.0, 34.583333333333336)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.2, 4.0625)","(21.0, 36.0, 33.23076923076923)"
14-12-2022 13:49:42.846523,"(8.5, 15.5, 14.928571428571429)","(2.7, 3.75, 3.7323529411764707)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.545454545454545)","(21.0, 40.0, 34.583333333333336)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.2, 4.0625)","(21.0, 36.0, 32.888888888888886)"
14-12-2022 13:49:44.252992,"(8.5, 15.5, 14.928571428571429)","(2.7, 3.75, 3.7323529411764707)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.545454545454545)","(21.0, 40.0, 34.583333333333336)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.2, 4.042857142857143)","(21.0, 36.0, 32.888888888888886)"
14-12-2022 13:49:45.393108,"(8.5, 15.5, 14.928571428571429)","(2.7, 3.75, 3.7323529411764707)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.545454545454545)","(21.0, 40.0, 34.583333333333336)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.2, 4.0600000000000005)","(21.0, 36.0, 32.888888888888886)"
14-12-2022 13:49:46.565387,"(8.5, 15.5, 14.928571428571429)","(2.7, 3.75, 3.727777777777778)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.545454545454545)","(21.0, 40.0, 34.583333333333336)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.2, 4.0600000000000005)","(21.0, 36.0, 32.888888888888886)"
14-12-2022 13:49:47.764478,"(8.5, 15.5, 15.078947368421053)","(2.7, 3.75, 3.727777777777778)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.545454545454545)","(21.0, 40.0, 34.583333333333336)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.2, 4.0600000000000005)","(21.0, 36.0, 32.888888888888886)"
14-12-2022 13:49:48.994409,"(8.5, 15.5, 15.078947368421053)","(2.7, 3.75, 3.727777777777778)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.545454545454545)","(21.0, 40.0, 34.583333333333336)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.2, 4.0600000000000005)","(21.0, 36.0, 29.7)"
14-12-2022 13:49:50.333780,"(8.5, 15.5, 15.078947368421053)","(2.7, 3.75, 3.727777777777778)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.545454545454545)","(21.0, 40.0, 34.583333333333336)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.2, 4.0600000000000005)","(21.0, 36.0, 29.7)"
14-12-2022 13:49:51.518112,"(8.5, 15.5, 15.166666666666666)","(2.7, 3.75, 3.727777777777778)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.545454545454545)","(21.0, 40.0, 34.583333333333336)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.2, 4.042857142857143)","(21.0, 36.0, 30.81818181818182)"
14-12-2022 13:49:52.613449,"(8.5, 15.5, 15.166666666666666)","(2.7, 3.75, 3.727777777777778)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.545454545454545)","(21.0, 40.0, 34.583333333333336)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.2, 4.0600000000000005)","(21.0, 34.0, 29.8)"
14-12-2022 13:49:53.730382,"(8.5, 15.5, 15.166666666666666)","(2.7, 3.75, 3.727777777777778)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.545454545454545)","(21.0, 40.0, 34.583333333333336)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.2, 4.0600000000000005)","(21.0, 34.0, 29.8)"
14-12-2022 13:49:54.929017,"(8.5, 15.5, 15.166666666666666)","(2.7, 3.75, 3.727777777777778)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.545454545454545)","(21.0, 40.0, 34.583333333333336)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.2, 4.0600000000000005)","(21.0, 34.0, 29.8)"
14-12-2022 13:49:56.112164,"(8.5, 15.5, 15.166666666666666)","(2.7, 3.75, 3.727777777777778)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.545454545454545)","(21.0, 40.0, 34.583333333333336)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.2, 4.0600000000000005)","(21.0, 34.0, 29.1)"
14-12-2022 13:49:57.342492,"(8.5, 15.5, 15.166666666666666)","(2.7, 3.75, 3.727777777777778)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.584615384615384)","(21.0, 40.0, 34.583333333333336)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.2, 4.0600000000000005)","(21.0, 34.0, 29.1)"
14-12-2022 13:49:58.452242,"(8.5, 16.5, 15.692307692307692)","(2.7, 3.75, 3.7214285714285715)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.584615384615384)","(21.0, 40.0, 34.583333333333336)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.2, 4.0600000000000005)","(21.0, 34.0, 29.1)"
14-12-2022 13:49:59.720068,"(8.5, 16.5, 16.022727272727273)","(2.7, 3.75, 3.7214285714285715)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.584615384615384)","(21.0, 40.0, 34.583333333333336)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.2, 4.0600000000000005)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:00.860861,"(8.5, 16.5, 16.022727272727273)","(2.7, 3.75, 3.7214285714285715)","(4.2, 4.8, 4.625)","(8.0, 10.5, 9.584615384615384)","(21.0, 40.0, 34.583333333333336)","(20.0, 40.0, 35.51724137931035)","(3.6, 4.2, 4.0600000000000005)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:02.125891,"(8.5, 16.5, 16.022727272727273)","(2.7, 3.65, 3.4119047619047618)","(4.2, 4.8, 4.636363636363637)","(8.0, 10.5, 9.9375)","(21.0, 40.0, 34.583333333333336)","(20.0, 40.0, 35.0)","(3.6, 4.3, 4.1)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:03.566953,"(8.5, 16.5, 16.2)","(2.7, 3.6, 3.45)","(4.2, 4.8, 4.636363636363637)","(8.0, 10.5, 10.275)","(21.0, 40.0, 35.78947368421053)","(20.0, 40.0, 35.0)","(3.6, 4.3, 4.2)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:04.761896,"(8.5, 16.5, 16.2)","(2.7, 3.6, 3.45)","(4.2, 4.8, 4.575)","(8.0, 10.5, 10.275)","(21.0, 40.0, 35.78947368421053)","(20.0, 40.0, 35.0)","(3.6, 4.3, 4.2)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:06.295819,"(8.5, 16.5, 16.2)","(2.7, 3.6, 3.33)","(4.2, 4.8, 4.575)","(8.0, 10.5, 10.275)","(21.0, 40.0, 36.0)","(20.0, 40.0, 35.0)","(3.6, 4.3, 4.2)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:07.754135,"(8.5, 16.5, 16.2)","(2.7, 3.6, 3.3456521739130434)","(4.2, 4.8, 4.59375)","(8.0, 10.5, 10.24)","(21.0, 40.0, 36.0)","(20.0, 40.0, 35.0)","(3.6, 4.3, 4.24)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:08.940925,"(8.5, 16.5, 16.2)","(2.7, 3.6, 3.3456521739130434)","(4.2, 4.8, 4.616666666666666)","(8.0, 10.5, 10.24)","(21.0, 40.0, 36.0)","(20.0, 40.0, 35.0)","(3.6, 4.3, 4.24)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:10.149592,"(8.5, 16.5, 16.142857142857142)","(2.7, 3.6, 3.3456521739130434)","(4.2, 4.8, 4.616666666666666)","(8.0, 10.5, 10.24)","(21.0, 40.0, 36.0)","(20.0, 40.0, 35.0)","(3.6, 4.3, 4.24)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:11.314584,"(8.5, 16.5, 16.142857142857142)","(2.7, 3.6, 3.3456521739130434)","(4.2, 4.8, 4.616666666666666)","(8.0, 10.5, 10.24)","(21.0, 40.0, 36.0)","(20.0, 40.0, 35.0)","(3.6, 4.3, 4.24)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:12.518697,"(8.5, 16.5, 16.22222222222222)","(2.7, 3.6, 3.420689655172414)","(4.2, 4.8, 4.616666666666666)","(8.0, 10.5, 10.24)","(21.0, 40.0, 36.0)","(20.0, 40.0, 35.0)","(3.6, 4.3, 4.24)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:13.730387,"(8.5, 16.5, 16.22222222222222)","(2.7, 3.6, 3.420689655172414)","(4.2, 4.8, 4.616666666666666)","(8.0, 10.5, 10.24)","(21.0, 40.0, 36.0)","(20.0, 40.0, 35.0)","(3.6, 4.3, 4.24)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:14.897443,"(8.5, 16.5, 16.22222222222222)","(2.7, 3.6, 3.420689655172414)","(4.2, 4.8, 4.616666666666666)","(8.0, 10.5, 10.24)","(21.0, 40.0, 36.0)","(20.0, 40.0, 35.0)","(3.6, 4.3, 4.24)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:15.957340,"(8.5, 16.5, 16.22222222222222)","(2.7, 3.6, 3.420689655172414)","(4.2, 4.8, 4.616666666666666)","(8.0, 10.5, 10.24)","(21.0, 40.0, 36.0)","(20.0, 40.0, 36.285714285714285)","(3.6, 4.3, 4.24)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:17.002524,"(8.5, 16.5, 16.22222222222222)","(2.7, 3.6, 3.420689655172414)","(4.2, 4.8, 4.616666666666666)","(8.0, 10.5, 10.24)","(21.0, 40.0, 36.0)","(20.0, 40.0, 36.285714285714285)","(3.6, 4.3, 4.24)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:18.027197,"(8.5, 16.5, 16.22222222222222)","(2.7, 3.6, 3.420689655172414)","(4.2, 4.8, 4.616666666666666)","(8.0, 10.5, 10.24)","(21.0, 40.0, 36.0)","(20.0, 40.0, 36.285714285714285)","(3.6, 4.3, 4.24)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:19.085080,"(10.0, 16.5, 16.22222222222222)","(2.7, 3.6, 3.420689655172414)","(4.0, 4.8, 4.616666666666666)","(7.5, 10.5, 10.24)","(21.0, 40.0, 36.36363636363636)","(21.0, 40.0, 36.285714285714285)","(3.6, 4.3, 4.1499999999999995)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:20.478675,"(10.0, 16.5, 16.22222222222222)","(2.7, 3.6, 3.420689655172414)","(4.0, 4.8, 4.616666666666666)","(7.5, 10.5, 9.524999999999999)","(21.0, 40.0, 36.36363636363636)","(21.0, 40.0, 36.285714285714285)","(3.6, 4.3, 4.1499999999999995)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:21.721577,"(10.0, 16.5, 16.166666666666668)","(2.7, 3.6, 3.420689655172414)","(4.0, 4.8, 4.615384615384615)","(7.5, 10.5, 10.066666666666666)","(21.0, 40.0, 35.0)","(21.0, 40.0, 36.285714285714285)","(3.6, 4.3, 4.14)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:22.905507,"(10.0, 16.5, 16.30952380952381)","(2.7, 3.6, 3.4266666666666667)","(4.0, 4.8, 4.615384615384615)","(7.5, 10.5, 10.066666666666666)","(21.0, 40.0, 35.0)","(21.0, 40.0, 36.285714285714285)","(3.6, 4.3, 4.14)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:24.421511,"(10.0, 16.5, 16.30952380952381)","(2.7, 3.6, 3.4266666666666667)","(4.0, 4.8, 4.615384615384615)","(7.5, 10.5, 10.066666666666666)","(21.0, 40.0, 35.0)","(21.0, 40.0, 36.285714285714285)","(3.6, 4.3, 4.14)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:25.632047,"(10.0, 16.5, 16.333333333333332)","(2.7, 3.6, 3.4266666666666667)","(4.0, 4.8, 4.615384615384615)","(7.5, 10.5, 10.066666666666666)","(21.0, 40.0, 35.0)","(21.0, 40.0, 36.285714285714285)","(3.6, 4.3, 4.14)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:26.732102,"(10.0, 16.5, 16.333333333333332)","(2.7, 3.6, 3.4266666666666667)","(4.0, 4.8, 4.6117647058823525)","(7.5, 10.5, 10.066666666666666)","(21.0, 40.0, 35.0)","(21.0, 40.0, 36.285714285714285)","(3.6, 4.3, 4.14)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:27.765610,"(10.0, 16.5, 16.392857142857142)","(2.7, 3.6, 3.4266666666666667)","(4.0, 4.8, 4.6117647058823525)","(7.5, 10.5, 10.066666666666666)","(21.0, 40.0, 35.0)","(21.0, 40.0, 36.285714285714285)","(3.6, 4.3, 4.14)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:28.807255,"(10.0, 17.5, 17.166666666666668)","(2.7, 3.6, 3.4266666666666667)","(4.0, 4.8, 4.615384615384615)","(7.5, 10.5, 10.066666666666666)","(21.0, 40.0, 35.0)","(21.0, 40.0, 36.285714285714285)","(3.6, 4.3, 4.122222222222222)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:29.996897,"(10.0, 17.5, 16.833333333333332)","(2.7, 3.6, 3.4266666666666667)","(4.0, 4.8, 4.615384615384615)","(7.5, 10.5, 9.459999999999999)","(21.0, 40.0, 35.0)","(21.0, 40.0, 36.285714285714285)","(3.6, 4.3, 4.14)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:31.107154,"(10.0, 17.5, 16.833333333333332)","(2.7, 3.6, 3.4266666666666667)","(4.0, 4.8, 4.615384615384615)","(7.5, 10.5, 9.6875)","(21.0, 40.0, 35.0)","(21.0, 40.0, 36.285714285714285)","(3.6, 4.3, 4.14)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:32.272752,"(10.0, 17.0, 16.88888888888889)","(2.7, 3.6, 3.54)","(4.0, 4.8, 4.628571428571428)","(7.5, 10.5, 9.6875)","(21.0, 40.0, 35.0)","(21.0, 40.0, 36.285714285714285)","(3.6, 4.3, 4.227272727272727)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:33.663478,"(10.0, 17.0, 16.88888888888889)","(2.7, 3.6, 3.4758620689655175)","(4.0, 4.8, 4.615384615384615)","(7.5, 10.5, 9.6875)","(21.0, 40.0, 35.0)","(21.0, 40.0, 36.285714285714285)","(3.6, 4.3, 4.193333333333333)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:34.890177,"(11.0, 17.0, 16.615384615384617)","(2.8, 3.6, 3.4615384615384617)","(4.0, 4.8, 4.615384615384615)","(8.0, 10.5, 9.6875)","(21.0, 40.0, 35.0)","(21.0, 40.0, 36.285714285714285)","(3.6, 4.3, 4.193333333333333)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:36.071119,"(11.0, 17.0, 16.642857142857142)","(2.8, 3.6, 3.4615384615384617)","(4.0, 4.8, 4.615384615384615)","(8.0, 10.5, 9.6875)","(21.0, 40.0, 35.0)","(21.0, 40.0, 36.285714285714285)","(3.6, 4.3, 4.193333333333333)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:37.282457,"(11.0, 17.0, 16.692307692307693)","(2.8, 3.6, 3.4615384615384617)","(4.0, 4.8, 4.615384615384615)","(8.0, 10.5, 9.6875)","(21.0, 40.0, 35.0)","(21.0, 40.0, 36.285714285714285)","(3.6, 4.3, 4.193333333333333)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:38.546012,"(11.0, 17.0, 16.692307692307693)","(2.8, 3.6, 3.4615384615384617)","(4.0, 4.8, 4.615384615384615)","(8.0, 10.5, 9.6875)","(21.0, 40.0, 35.0)","(21.0, 40.0, 36.285714285714285)","(3.6, 4.3, 4.242857142857143)","(21.0, 34.0, 29.1)"
14-12-2022 13:50:39.825889,"(11.0, 17.0, 16.692307692307693)","(2.8, 3.6, 3.4615384615384617)","(4.0, 4.8, 4.615384615384615)","(8.0, 10.5, 9.799999999999999)","(21.0, 40.0, 35.833333333333336)","(21.0, 40.0, 36.875)","(3.6, 4.3, 4.2384615384615385)","(21.0, 34.0, 28.235294117647058)"
14-12-2022 13:50:41.200045,"(11.0, 17.0, 16.692307692307693)","(2.8, 3.6, 3.3239583333333336)","(4.0, 4.8, 4.615384615384615)","(8.0, 10.5, 9.799999999999999)","(21.0, 40.0, 35.833333333333336)","(21.0, 40.0, 36.875)","(3.6, 4.3, 4.2384615384615385)","(21.0, 34.0, 28.235294117647058)"
14-12-2022 13:50:42.622185,"(11.0, 17.0, 16.692307692307693)","(2.8, 3.55, 3.425)","(4.0, 4.8, 4.611111111111111)","(8.0, 10.5, 9.362499999999999)","(21.0, 40.0, 35.45454545454545)","(21.0, 40.0, 36.875)","(3.6, 4.3, 4.2384615384615385)","(21.0, 34.0, 29.52)"
14-12-2022 13:50:44.006907,"(11.0, 17.0, 16.555555555555557)","(2.8, 3.55, 3.543939393939394)","(4.0, 4.8, 4.611111111111111)","(8.0, 10.5, 9.666666666666668)","(21.0, 40.0, 35.45454545454545)","(21.0, 40.0, 36.875)","(3.6, 4.3, 4.235714285714286)","(21.0, 34.0, 29.130434782608695)"
14-12-2022 13:50:45.217787,"(11.0, 17.0, 16.555555555555557)","(2.8, 3.55, 3.4954545454545456)","(4.0, 4.8, 4.531578947368421)","(8.0, 11.0, 10.058823529411764)","(21.0, 40.0, 35.45454545454545)","(21.0, 40.0, 36.875)","(3.6, 4.3, 4.235714285714286)","(21.0, 34.0, 28.842105263157894)"
14-12-2022 13:50:46.380334,"(11.0, 17.0, 16.555555555555557)","(2.8, 3.5, 3.485)","(4.0, 4.8, 4.531578947368421)","(8.0, 11.0, 9.85)","(21.0, 40.0, 35.45454545454545)","(21.0, 40.0, 36.875)","(3.6, 4.3, 4.235714285714286)","(21.0, 34.0, 28.842105263157894)"
14-12-2022 13:50:47.528399,"(11.0, 17.0, 16.818181818181817)","(2.8, 3.5, 3.49)","(4.0, 4.8, 4.531578947368421)","(8.0, 10.0, 9.8)","(21.0, 40.0, 35.45454545454545)","(21.0, 40.0, 36.875)","(3.6, 4.3, 4.136363636363636)","(21.0, 34.0, 28.842105263157894)"
14-12-2022 13:50:48.809832,"(11.0, 17.0, 16.818181818181817)","(2.8, 3.5, 3.49)","(4.0, 4.8, 4.628571428571428)","(8.0, 10.0, 9.8)","(21.0, 40.0, 35.45454545454545)","(21.0, 40.0, 36.875)","(3.6, 4.3, 4.136363636363636)","(21.0, 34.0, 28.842105263157894)"
14-12-2022 13:50:50.032313,"(11.0, 17.0, 16.818181818181817)","(2.8, 3.5, 3.476923076923077)","(4.0, 4.8, 4.622222222222222)","(8.0, 10.0, 9.5)","(21.0, 40.0, 35.45454545454545)","(21.0, 40.0, 36.875)","(3.6, 4.3, 4.14)","(21.0, 34.0, 28.842105263157894)"
14-12-2022 13:50:51.321671,"(11.0, 17.0, 16.818181818181817)","(2.8, 3.5, 3.476923076923077)","(4.0, 4.8, 4.622222222222222)","(8.0, 10.0, 9.8)","(21.0, 40.0, 35.45454545454545)","(21.0, 40.0, 36.875)","(3.6, 4.3, 4.14)","(21.0, 34.0, 28.842105263157894)"
14-12-2022 13:50:52.540629,"(11.0, 17.0, 16.818181818181817)","(2.8, 3.5, 3.476923076923077)","(4.0, 4.8, 4.666666666666666)","(8.0, 10.0, 9.8)","(21.0, 40.0, 35.45454545454545)","(21.0, 40.0, 36.875)","(3.6, 4.3, 4.133333333333333)","(21.0, 34.0, 27.41176470588235)"
14-12-2022 13:50:53.686763,"(11.0, 17.0, 16.555555555555557)","(2.8, 3.5, 3.4921875)","(4.0, 4.8, 4.666666666666666)","(8.0, 10.0, 9.8)","(21.0, 40.0, 35.45454545454545)","(21.0, 40.0, 36.875)","(3.6, 4.3, 4.199999999999999)","(21.0, 34.0, 29.130434782608695)"
14-12-2022 13:50:54.889766,"(11.0, 17.0, 15.4)","(2.8, 3.5, 3.4926470588235294)","(4.0, 4.8, 4.666666666666666)","(8.0, 10.0, 9.5)","(21.0, 40.0, 35.45454545454545)","(21.0, 40.0, 36.875)","(3.6, 4.3, 4.137499999999999)","(21.0, 34.0, 28.842105263157894)"
14-12-2022 13:50:56.059852,"(11.0, 17.0, 15.4)","(2.8, 3.5, 3.4926470588235294)","(4.0, 4.8, 4.666666666666666)","(8.0, 10.0, 9.5)","(21.0, 40.0, 35.45454545454545)","(21.0, 40.0, 36.875)","(3.6, 4.4, 4.137499999999999)","(21.0, 34.0, 29.333333333333332)"
14-12-2022 13:50:57.172477,"(11.0, 17.0, 15.333333333333334)","(2.8, 3.5, 3.4926470588235294)","(4.0, 4.8, 4.666666666666666)","(8.0, 10.0, 9.8)","(21.0, 40.0, 35.45454545454545)","(21.0, 40.0, 36.875)","(3.6, 4.4, 4.137499999999999)","(21.0, 34.0, 29.333333333333332)"
14-12-2022 13:50:58.310660,"(11.0, 17.0, 15.333333333333334)","(2.8, 3.5, 3.4926470588235294)","(4.0, 4.8, 4.666666666666666)","(8.0, 10.0, 9.8)","(21.0, 40.0, 35.45454545454545)","(21.0, 40.0, 36.875)","(3.6, 4.4, 4.137499999999999)","(21.0, 34.0, 28.842105263157894)"
14-12-2022 13:50:59.463149,"(11.0, 17.0, 15.333333333333334)","(2.8, 3.5, 3.481818181818182)","(4.0, 4.8, 4.666666666666666)","(8.0, 10.0, 9.818181818181818)","(21.0, 40.0, 35.45454545454545)","(21.0, 40.0, 36.875)","(3.6, 4.4, 4.137499999999999)","(21.0, 34.0, 28.842105263157894)"
14-12-2022 13:51:00.667522,"(11.0, 17.0, 15.333333333333334)","(2.8, 3.45, 3.4363636363636365)","(4.0, 4.8, 4.666666666666666)","(8.0, 10.0, 9.818181818181818)","(21.0, 40.0, 35.45454545454545)","(21.0, 40.0, 36.875)","(3.6, 4.4, 4.137499999999999)","(21.0, 34.0, 28.842105263157894)"
14-12-2022 13:51:02.121525,"(11.0, 17.0, 15.333333333333334)","(2.8, 3.45, 3.4363636363636365)","(4.0, 4.8, 4.666666666666666)","(8.0, 10.0, 9.946153846153846)","(21.0, 40.0, 35.65217391304348)","(21.0, 40.0, 36.96969696969697)","(3.6, 4.4, 4.2153846153846155)","(21.0, 34.0, 29.333333333333332)"
14-12-2022 13:51:03.434517,"(11.0, 17.0, 16.558823529411764)","(2.8, 3.45, 3.4363636363636365)","(4.0, 4.8, 4.681081081081081)","(8.0, 10.5, 10.069230769230769)","(21.0, 40.0, 34.81481481481482)","(21.0, 40.0, 36.96969696969697)","(3.6, 4.4, 4.1899999999999995)","(21.0, 34.0, 27.875)"
14-12-2022 13:51:04.628465,"(11.0, 17.0, 16.583333333333332)","(2.8, 3.45, 3.4363636363636365)","(4.0, 4.8, 4.706976744186046)","(8.0, 10.5, 10.094736842105263)","(21.0, 40.0, 35.172413793103445)","(21.0, 40.0, 36.94444444444444)","(3.6, 4.3, 4.175)","(21.0, 34.0, 27.875)"
14-12-2022 13:51:05.806896,"(11.0, 16.0, 15.5)","(2.8, 3.45, 3.438888888888889)","(4.0, 4.8, 4.706976744186046)","(8.0, 10.5, 10.474576271186441)","(21.0, 40.0, 37.5)","(21.0, 40.0, 36.41025641025641)","(3.6, 4.3, 4.194736842105263)","(21.0, 34.0, 27.823529411764707)"
14-12-2022 13:51:07.100410,"(11.0, 16.0, 15.466666666666667)","(2.8, 3.45, 3.4425925925925926)","(4.0, 4.8, 4.706976744186046)","(8.0, 10.5, 10.451612903225806)","(21.0, 38.0, 37.5)","(21.0, 40.0, 37.69230769230769)","(3.6, 4.3, 4.194736842105263)","(21.0, 34.0, 27.823529411764707)"
14-12-2022 13:51:08.419567,"(11.0, 16.0, 15.428571428571429)","(2.8, 3.45, 3.423529411764706)","(4.0, 4.8, 4.706976744186046)","(8.0, 10.5, 10.64367816091954)","(21.0, 38.0, 37.5)","(21.0, 38.0, 37.69230769230769)","(3.6, 4.3, 4.172727272727273)","(21.0, 34.0, 27.823529411764707)"
14-12-2022 13:51:09.685288,"(11.0, 16.0, 15.777777777777779)","(2.8, 3.45, 3.3970588235294117)","(4.0, 4.8, 4.678947368421053)","(8.0, 11.0, 10.833333333333334)","(21.0, 38.0, 37.42857142857143)","(21.0, 38.0, 35.57575757575758)","(3.6, 4.3, 4.172727272727273)","(21.0, 34.0, 27.823529411764707)"
