,Atlantic Way,Coronel,Doctor Jack,Martini Dancer,Casrock,Stars N Riches,Alexandra Road,Zeeluck
07-12-2022 17:47:03.264125,"(3.9, 4.8, 4.734375)","(31.0, 40.0, 39.42857142857143)","(10.0, 14.0, 13.434343434343434)","(7.0, 10.5, 10.148148148148149)","(2.15, 2.36, 2.344516129032258)","(6.5, 7.4, 7.301851851851852)","(81.0, 150.0, 141.53846153846155)","(41.0, 46.0, 44.041666666666664)"
07-12-2022 17:47:04.665087,"(3.9, 4.8, 4.7196428571428575)","(31.0, 40.0, 39.42857142857143)","(10.0, 14.0, 13.434343434343434)","(7.0, 10.5, 10.226190476190476)","(2.15, 2.36, 2.339551282051282)","(6.5, 7.4, 7.305769230769231)","(81.0, 150.0, 141.53846153846155)","(41.0, 46.0, 44.041666666666664)"
07-12-2022 17:47:06.097303,"(3.9, 4.8, 4.718965517241379)","(31.0, 40.0, 39.53846153846154)","(10.0, 14.0, 13.468468468468469)","(7.0, 10.5, 10.226190476190476)","(2.15, 2.34, 2.33974921630094)","(6.5, 7.4, 7.341176470588236)","(81.0, 150.0, 141.53846153846155)","(41.0, 46.0, 44.041666666666664)"
07-12-2022 17:47:07.522261,"(3.9, 4.8, 4.740677966101695)","(31.0, 40.0, 39.57142857142857)","(10.0, 14.0, 13.468468468468469)","(7.5, 10.5, 10.226190476190476)","(2.1, 2.34, 2.3398113207547167)","(6.5, 7.4, 7.341176470588236)","(91.0, 150.0, 141.53846153846155)","(41.0, 46.0, 44.041666666666664)"
07-12-2022 17:47:08.891966,"(3.9, 4.8, 4.764285714285714)","(31.0, 40.0, 38.36363636363637)","(10.0, 14.0, 13.626666666666667)","(7.5, 10.5, 9.977777777777778)","(2.1, 2.34, 2.337348703170029)","(6.5, 7.4, 7.214084507042254)","(91.0, 150.0, 141.53846153846155)","(41.0, 46.0, 44.041666666666664)"
07-12-2022 17:47:10.185392,"(3.9, 5.0, 4.915384615384616)","(31.0, 38.0, 37.8125)","(10.0, 14.0, 13.626666666666667)","(7.5, 10.5, 9.977777777777778)","(2.1, 2.34, 2.3372781065088755)","(6.5, 7.4, 7.258064516129032)","(91.0, 150.0, 141.53846153846155)","(41.0, 46.0, 44.02105263157895)"
07-12-2022 17:47:11.363745,"(3.9, 5.0, 4.916666666666667)","(31.0, 38.0, 37.8125)","(10.0, 14.0, 13.626666666666667)","(7.5, 10.5, 9.869565217391305)","(2.1, 2.34, 2.337012987012987)","(6.5, 7.4, 7.258064516129032)","(91.0, 150.0, 141.53846153846155)","(41.0, 46.0, 44.02298850574713)"
07-12-2022 17:47:12.545232,"(3.9, 5.0, 4.970796460176992)","(31.0, 38.0, 34.25)","(10.0, 14.0, 13.688888888888888)","(7.5, 10.0, 10.080357142857142)","(2.1, 2.34, 2.3198425196850394)","(6.5, 7.4, 7.258695652173913)","(91.0, 150.0, 141.53846153846155)","(41.0, 46.0, 44.02298850574713)"
07-12-2022 17:47:13.856493,"(3.9, 5.0, 4.990322580645161)","(31.0, 38.0, 36.125)","(10.0, 14.0, 13.670588235294117)","(7.5, 10.5, 10.114754098360656)","(2.1, 2.32, 2.3328251121076233)","(6.5, 7.4, 7.241951219512195)","(81.0, 150.0, 141.53846153846155)","(41.0, 46.0, 44.02298850574713)"
07-12-2022 17:47:15.222064,"(3.9, 5.0, 4.990322580645161)","(31.0, 38.0, 36.166666666666664)","(10.0, 14.0, 13.670588235294117)","(7.5, 10.5, 10.114754098360656)","(2.1, 2.34, 2.319830028328612)","(6.5, 7.4, 7.241951219512195)","(81.0, 150.0, 142.14285714285714)","(41.0, 46.0, 42.9009009009009)"
07-12-2022 17:47:16.505089,"(3.9, 5.0, 4.992105263157895)","(31.0, 38.0, 37.48837209302326)","(10.0, 14.0, 13.662650602409638)","(7.5, 10.5, 9.975384615384616)","(2.1, 2.32, 2.3197321428571427)","(6.5, 7.4, 7.236538461538462)","(81.0, 150.0, 141.53846153846155)","(41.0, 46.0, 41.65384615384615)"
07-12-2022 17:47:17.844662,"(3.9, 5.1, 5.0873563218390805)","(31.0, 38.0, 37.48837209302326)","(10.0, 14.0, 13.662650602409638)","(7.5, 10.0, 10.01875)","(2.1, 2.32, 2.3178888888888887)","(6.5, 7.4, 7.213836477987422)","(81.0, 150.0, 141.53846153846155)","(41.0, 42.0, 42.583333333333336)"
07-12-2022 17:47:19.147838,"(3.9, 5.2, 5.08283378746594)","(31.0, 38.0, 37.45454545454545)","(10.0, 14.0, 13.588235294117647)","(7.5, 10.5, 9.986666666666666)","(2.1, 2.32, 2.3181730769230766)","(6.5, 7.4, 7.213836477987422)","(81.0, 150.0, 141.53846153846155)","(41.0, 44.0, 42.526315789473685)"
07-12-2022 17:47:20.413742,"(3.9, 5.2, 5.08283378746594)","(31.0, 38.0, 38.08)","(10.0, 14.0, 13.68)","(7.5, 10.5, 10.11864406779661)","(2.1, 2.32, 2.301113243761996)","(6.5, 7.4, 7.240384615384616)","(81.0, 150.0, 141.66666666666666)","(41.0, 44.0, 42.125)"
07-12-2022 17:47:21.739390,"(3.9, 4.9, 4.857142857142858)","(31.0, 40.0, 38.08)","(10.0, 14.0, 13.841772151898734)","(7.5, 10.5, 10.782051282051283)","(2.1, 2.32, 2.344957264957265)","(6.5, 7.4, 7.421333333333334)","(81.0, 150.0, 142.5)","(41.0, 44.0, 43.18181818181818)"
07-12-2022 17:47:23.071457,"(4.0, 4.6, 4.57093023255814)","(31.0, 40.0, 38.13333333333333)","(10.0, 14.5, 14.10655737704918)","(7.5, 11.0, 11.040322580645162)","(2.1, 2.36, 2.3353505535055348)","(6.5, 7.6, 7.413483146067416)","(91.0, 150.0, 142.5)","(41.0, 44.0, 43.18181818181818)"
07-12-2022 17:47:24.344918,"(4.0, 4.5, 4.4939024390243905)","(31.0, 40.0, 38.142857142857146)","(10.0, 14.5, 14.10655737704918)","(7.5, 11.5, 11.061538461538461)","(2.1, 2.36, 2.334214876033058)","(6.5, 7.6, 7.4141176470588235)","(91.0, 150.0, 142.5)","(41.0, 44.0, 43.130434782608695)"
07-12-2022 17:47:25.591471,"(4.0, 4.5, 4.4939024390243905)","(31.0, 40.0, 38.18181818181818)","(10.0, 14.5, 14.10655737704918)","(7.5, 11.5, 11.061538461538461)","(2.1, 2.36, 2.334214876033058)","(6.5, 7.6, 7.4141176470588235)","(81.0, 150.0, 142.5)","(41.0, 44.0, 43.130434782608695)"
07-12-2022 17:47:26.951485,"(3.9, 4.5, 4.478571428571429)","(31.0, 40.0, 38.75)","(10.0, 14.5, 14.10655737704918)","(7.5, 11.5, 11.283582089552239)","(2.1, 2.36, 2.33495652173913)","(6.5, 7.6, 7.4141176470588235)","(81.0, 150.0, 137.77777777777777)","(41.0, 44.0, 44.04819277108434)"
07-12-2022 17:47:28.251001,"(3.9, 4.5, 4.462441314553991)","(31.0, 38.0, 37.95454545454545)","(10.0, 15.0, 14.528225806451612)","(7.5, 11.5, 11.322033898305085)","(2.1, 2.38, 2.36)","(6.5, 7.6, 7.446296296296296)","(81.0, 140.0, 137.77777777777777)","(41.0, 46.0, 44.04819277108434)"
07-12-2022 17:47:29.562479,"(3.8, 4.3, 4.2878504672897195)","(31.0, 40.0, 38.11764705882353)","(11.0, 15.5, 15.375)","(7.5, 11.5, 11.481927710843374)","(2.1, 2.36, 2.366067415730337)","(6.5, 7.6, 7.5)","(81.0, 140.0, 137.77777777777777)","(41.0, 46.0, 43.18181818181818)"
07-12-2022 17:47:30.946976,"(3.8, 4.3, 4.28391959798995)","(31.0, 40.0, 38.11764705882353)","(11.0, 15.5, 15.0)","(7.5, 11.5, 11.481927710843374)","(2.1, 2.38, 2.375076923076923)","(6.5, 7.6, 7.5)","(81.0, 140.0, 132.85714285714286)","(41.0, 44.0, 43.18181818181818)"
07-12-2022 17:47:32.282486,"(3.8, 4.3, 4.281286549707602)","(31.0, 40.0, 38.11764705882353)","(11.0, 15.0, 14.563829787234043)","(7.5, 11.5, 11.481927710843374)","(2.1, 2.38, 2.375076923076923)","(6.5, 7.6, 7.5)","(81.0, 140.0, 132.85714285714286)","(41.0, 44.0, 43.18181818181818)"
07-12-2022 17:47:33.617710,"(3.8, 4.3, 4.29025974025974)","(31.0, 40.0, 38.15384615384615)","(11.0, 15.0, 14.585858585858587)","(7.5, 11.5, 11.366666666666667)","(2.1, 2.4, 2.386575342465753)","(6.5, 7.6, 7.5)","(81.0, 140.0, 132.85714285714286)","(41.0, 44.0, 43.18181818181818)"
07-12-2022 17:47:34.878072,"(3.8, 4.3, 4.266824644549763)","(31.0, 40.0, 38.11764705882353)","(11.0, 15.0, 14.581632653061224)","(7.5, 11.5, 11.366666666666667)","(2.1, 2.4, 2.386575342465753)","(6.5, 7.6, 7.5)","(81.0, 140.0, 132.85714285714286)","(41.0, 44.0, 43.04)"
07-12-2022 17:47:36.250662,"(3.8, 4.3, 4.266183574879227)","(31.0, 40.0, 39.46666666666667)","(11.0, 15.0, 14.581632653061224)","(7.5, 11.5, 11.366666666666667)","(2.1, 2.4, 2.386575342465753)","(6.5, 7.6, 7.5)","(81.0, 140.0, 135.0)","(41.0, 44.0, 43.04)"
07-12-2022 17:47:37.458020,"(3.8, 4.3, 4.259003831417624)","(31.0, 42.0, 41.38461538461539)","(11.0, 15.0, 14.581632653061224)","(7.5, 11.5, 11.375)","(2.1, 2.4, 2.386575342465753)","(6.5, 7.6, 7.5)","(81.0, 140.0, 135.0)","(41.0, 44.0, 43.04)"
07-12-2022 17:47:38.718056,"(3.8, 4.3, 4.259003831417624)","(31.0, 42.0, 40.875)","(11.0, 15.0, 14.559139784946236)","(7.5, 11.5, 11.375)","(2.1, 2.4, 2.386388888888889)","(6.5, 7.6, 7.5)","(81.0, 140.0, 132.85714285714286)","(41.0, 44.0, 43.18181818181818)"
07-12-2022 17:47:39.992626,"(3.8, 4.4, 4.313571428571429)","(31.0, 40.0, 39.333333333333336)","(11.0, 14.5, 14.490384615384615)","(7.5, 11.5, 11.261538461538462)","(2.1, 2.4, 2.3823952095808383)","(6.5, 7.6, 7.5)","(81.0, 140.0, 135.0)","(41.0, 44.0, 42.0625)"
07-12-2022 17:47:41.336356,"(3.8, 4.4, 4.308571428571429)","(31.0, 40.0, 39.5)","(11.0, 15.0, 14.392307692307693)","(7.5, 11.5, 11.107142857142858)","(2.1, 2.38, 2.3770491803278686)","(6.5, 7.6, 7.506086956521739)","(81.0, 140.0, 132.85714285714286)","(41.0, 44.0, 42.0625)"
07-12-2022 17:47:42.621637,"(3.8, 4.4, 4.308571428571429)","(31.0, 40.0, 39.5)","(11.0, 15.0, 14.392307692307693)","(7.5, 11.5, 11.107142857142858)","(2.1, 2.38, 2.3770491803278686)","(6.5, 7.6, 7.506086956521739)","(81.0, 140.0, 135.0)","(41.0, 44.0, 42.0625)"
07-12-2022 17:47:43.781960,"(3.8, 4.4, 4.308571428571429)","(31.0, 42.0, 40.93333333333334)","(11.0, 15.0, 14.392307692307693)","(7.5, 11.5, 11.107142857142858)","(2.1, 2.38, 2.3770491803278686)","(6.5, 7.6, 7.506086956521739)","(81.0, 140.0, 135.0)","(41.0, 44.0, 42.05555555555556)"
07-12-2022 17:47:45.003787,"(3.8, 4.4, 4.305185185185185)","(31.0, 42.0, 41.18987341772152)","(11.0, 15.0, 14.565934065934066)","(7.5, 11.5, 11.107142857142858)","(2.1, 2.38, 2.3770491803278686)","(6.5, 7.6, 7.506086956521739)","(81.0, 140.0, 132.85714285714286)","(41.0, 44.0, 42.05555555555556)"
07-12-2022 17:47:46.365320,"(3.8, 4.4, 4.305185185185185)","(31.0, 42.0, 41.35353535353536)","(11.0, 15.0, 14.609375)","(7.5, 11.5, 11.148936170212766)","(2.1, 2.38, 2.3735714285714287)","(6.5, 7.6, 7.5009174311926605)","(81.0, 140.0, 132.85714285714286)","(41.0, 44.0, 42.05882352941177)"
07-12-2022 17:47:47.739052,"(3.8, 4.4, 4.308641975308642)","(31.0, 42.0, 41.03030303030303)","(11.0, 15.0, 14.568965517241379)","(8.0, 11.5, 10.944444444444445)","(2.1, 2.38, 2.3956616052060737)","(6.5, 7.6, 7.509243697478992)","(81.0, 140.0, 132.85714285714286)","(41.0, 44.0, 43.1578947368421)"
07-12-2022 17:47:49.146439,"(3.8, 4.3, 4.268103448275862)","(31.0, 42.0, 39.69491525423729)","(11.0, 15.0, 14.568965517241379)","(8.0, 11.0, 10.956140350877194)","(2.1, 2.4, 2.426126126126126)","(6.5, 7.6, 7.4930693069306935)","(81.0, 140.0, 132.85714285714286)","(41.0, 44.0, 43.2)"
07-12-2022 17:47:50.578155,"(3.8, 4.3, 4.257466063348416)","(31.0, 40.0, 39.69491525423729)","(11.0, 15.0, 13.825892857142858)","(8.0, 11.0, 10.941176470588236)","(2.1, 2.44, 2.4511764705882353)","(6.5, 7.6, 7.32108843537415)","(81.0, 140.0, 132.85714285714286)","(41.0, 44.0, 43.1578947368421)"
07-12-2022 17:47:51.942435,"(3.8, 4.4, 4.379214402618659)","(31.0, 40.0, 39.69491525423729)","(11.0, 14.0, 13.736559139784946)","(7.5, 11.0, 10.925531914893616)","(2.1, 2.46, 2.4469230769230768)","(6.5, 7.4, 7.271111111111112)","(81.0, 140.0, 132.85714285714286)","(41.0, 44.0, 41.0989010989011)"
07-12-2022 17:47:53.642475,"(3.8, 4.4, 4.37869918699187)","(31.0, 42.0, 40.31578947368421)","(11.0, 14.0, 13.771028037383177)","(7.5, 11.0, 10.64327485380117)","(2.1, 2.46, 2.445918367346939)","(6.5, 7.4, 7.336231884057971)","(81.0, 140.0, 132.85714285714286)","(41.0, 42.0, 41.0989010989011)"
07-12-2022 17:47:55.018902,"(3.8, 4.4, 4.379214402618659)","(31.0, 42.0, 40.31578947368421)","(11.0, 14.0, 13.771028037383177)","(8.0, 11.0, 10.596491228070175)","(2.1, 2.46, 2.449873417721519)","(6.5, 7.4, 7.331297709923664)","(81.0, 140.0, 132.85714285714286)","(41.0, 42.0, 41.145833333333336)"
07-12-2022 17:47:56.775160,"(3.8, 4.4, 4.3790969899665555)","(31.0, 42.0, 41.43589743589744)","(11.0, 14.0, 13.953125)","(8.0, 11.0, 10.596491228070175)","(2.1, 2.46, 2.4493975903614458)","(6.5, 7.4, 7.331297709923664)","(81.0, 140.0, 132.85714285714286)","(41.0, 42.0, 41.1764705882353)"
07-12-2022 17:47:58.304031,"(3.8, 4.4, 4.3790969899665555)","(31.0, 42.0, 41.806451612903224)","(10.0, 14.0, 14.13265306122449)","(7.5, 11.0, 10.53968253968254)","(2.1, 2.46, 2.421103117505995)","(6.0, 7.4, 7.191803278688525)","(81.0, 140.0, 132.85714285714286)","(41.0, 42.0, 41.1764705882353)"
07-12-2022 17:47:59.703651,"(3.8, 4.5, 4.420739219712526)","(31.0, 42.0, 41.806451612903224)","(10.0, 14.5, 14.08)","(7.5, 11.0, 10.53968253968254)","(2.1, 2.44, 2.4175999999999997)","(6.0, 7.2, 7.191803278688525)","(81.0, 140.0, 132.85714285714286)","(41.0, 42.0, 41.1764705882353)"
07-12-2022 17:48:01.139777,"(3.8, 4.5, 4.4202531645569625)","(31.0, 42.0, 41.806451612903224)","(10.0, 14.5, 14.08)","(7.5, 11.0, 10.616666666666667)","(2.1, 2.42, 2.41765625)","(6.0, 7.2, 7.191803278688525)","(81.0, 140.0, 137.5)","(41.0, 42.0, 41.833333333333336)"
07-12-2022 17:48:02.551537,"(3.8, 4.5, 4.386103542234332)","(31.0, 42.0, 41.793103448275865)","(10.0, 14.5, 14.08)","(7.5, 11.0, 10.616666666666667)","(2.1, 2.42, 2.4127710843373493)","(6.0, 7.2, 7.23756345177665)","(81.0, 140.0, 134.28571428571428)","(41.0, 42.0, 41.981818181818184)"
07-12-2022 17:48:04.073748,"(3.8, 4.4, 4.436)","(31.0, 42.0, 42.064516129032256)","(10.0, 14.5, 14.176470588235293)","(7.5, 11.0, 10.455284552845528)","(2.1, 2.42, 2.3937430167597764)","(6.0, 7.4, 7.290510948905109)","(81.0, 140.0, 127.14285714285714)","(41.0, 42.0, 42.38095238095238)"
07-12-2022 17:48:05.525677,"(3.8, 4.5, 4.493382352941176)","(31.0, 44.0, 42.064516129032256)","(11.0, 14.5, 14.314159292035399)","(8.0, 10.5, 10.455284552845528)","(2.1, 2.4, 2.3703646833013434)","(6.0, 7.4, 7.370642201834863)","(81.0, 140.0, 129.0909090909091)","(31.0, 44.0, 42.52173913043478)"
07-12-2022 17:48:06.978716,"(3.8, 4.5, 4.474705882352941)","(31.0, 44.0, 42.18181818181818)","(11.0, 14.5, 14.1875)","(8.0, 10.5, 10.473684210526315)","(2.1, 2.38, 2.370948905109489)","(6.0, 7.4, 7.379661016949153)","(81.0, 140.0, 130.0)","(31.0, 44.0, 42.64)"
07-12-2022 17:48:08.429628,"(3.8, 4.5, 4.501123595505618)","(31.0, 44.0, 42.5)","(11.0, 14.5, 13.2125)","(8.0, 10.5, 10.47391304347826)","(2.1, 2.38, 2.3717607973421924)","(6.0, 7.4, 7.396581196581197)","(81.0, 140.0, 130.0)","(31.0, 44.0, 39.06060606060606)"
07-12-2022 17:48:09.918157,"(3.8, 4.6, 4.501123595505618)","(31.0, 44.0, 42.5625)","(11.0, 13.5, 13.165919282511211)","(8.0, 10.5, 10.700680272108844)","(2.1, 2.38, 2.37021978021978)","(6.0, 7.4, 7.457142857142857)","(81.0, 140.0, 130.0)","(31.0, 40.0, 39.236363636363635)"
07-12-2022 17:48:11.367863,"(3.8, 4.5, 4.4756613756613755)","(31.0, 44.0, 42.5625)","(11.0, 13.5, 13.159817351598173)","(8.0, 11.0, 10.712230215827338)","(2.1, 2.38, 2.37021978021978)","(6.0, 7.6, 7.459154929577465)","(81.0, 140.0, 132.94117647058823)","(31.0, 40.0, 39.236363636363635)"
07-12-2022 17:48:12.879055,"(3.8, 4.5, 4.477777777777778)","(31.0, 44.0, 42.5625)","(11.0, 13.5, 13.159817351598173)","(8.0, 11.0, 10.712230215827338)","(2.1, 2.38, 2.3669767441860463)","(6.0, 7.6, 7.459154929577465)","(81.0, 140.0, 132.94117647058823)","(31.0, 40.0, 39.13333333333333)"
07-12-2022 17:48:14.400894,"(3.8, 4.5, 4.477777777777778)","(31.0, 44.0, 42.5)","(11.0, 14.0, 13.673076923076923)","(8.0, 11.0, 10.710144927536232)","(2.1, 2.38, 2.3669767441860463)","(6.5, 7.6, 7.459154929577465)","(81.0, 140.0, 132.94117647058823)","(31.0, 40.0, 39.13333333333333)"
07-12-2022 17:48:15.851900,"(3.8, 4.5, 4.475135135135135)","(31.0, 44.0, 43.125)","(11.0, 14.0, 13.673076923076923)","(8.0, 11.0, 10.702797202797203)","(2.1, 2.38, 2.366943005181347)","(6.5, 7.6, 7.457142857142857)","(81.0, 140.0, 132.94117647058823)","(31.0, 40.0, 39.13333333333333)"
07-12-2022 17:48:17.372794,"(3.8, 4.5, 4.473936170212766)","(31.0, 46.0, 42.72)","(11.0, 14.0, 13.6)","(8.0, 11.0, 10.702797202797203)","(2.1, 2.38, 2.3639814814814812)","(6.5, 7.6, 7.457142857142857)","(81.0, 140.0, 132.94117647058823)","(31.0, 40.0, 39.78947368421053)"
07-12-2022 17:48:18.888177,"(3.8, 4.5, 4.47609756097561)","(31.0, 44.0, 43.08571428571429)","(11.0, 14.0, 13.628571428571428)","(8.0, 11.0, 10.702797202797203)","(2.1, 2.38, 2.3551461988304094)","(6.5, 7.6, 7.459154929577465)","(81.0, 140.0, 132.94117647058823)","(31.0, 40.0, 40.666666666666664)"
07-12-2022 17:48:20.320421,"(3.8, 4.5, 4.438709677419355)","(31.0, 44.0, 43.55882352941177)","(11.0, 14.0, 13.628571428571428)","(8.0, 11.0, 10.702797202797203)","(2.1, 2.36, 2.347257142857143)","(6.5, 7.6, 7.459154929577465)","(81.0, 140.0, 132.94117647058823)","(31.0, 42.0, 41.77777777777778)"
07-12-2022 17:48:21.763517,"(3.8, 4.6, 4.47741935483871)","(31.0, 44.0, 43.55882352941177)","(11.0, 14.0, 13.628571428571428)","(8.0, 11.0, 10.678030303030303)","(2.1, 2.36, 2.346276923076923)","(6.5, 7.6, 7.459154929577465)","(81.0, 140.0, 132.94117647058823)","(31.0, 42.0, 42.707692307692305)"
07-12-2022 17:48:23.206027,"(3.8, 4.6, 4.471282051282051)","(31.0, 44.0, 43.55882352941177)","(11.0, 14.0, 13.628571428571428)","(8.0, 11.0, 10.678030303030303)","(2.1, 2.36, 2.3436630036630035)","(6.5, 7.6, 7.470588235294118)","(81.0, 140.0, 132.94117647058823)","(31.0, 44.0, 42.707692307692305)"
07-12-2022 17:48:24.562140,"(3.8, 4.6, 4.471282051282051)","(31.0, 44.0, 43.55882352941177)","(11.0, 14.0, 14.182926829268293)","(8.0, 11.0, 10.717592592592593)","(2.1, 2.36, 2.382922077922078)","(6.5, 7.6, 7.498823529411765)","(81.0, 140.0, 136.8)","(31.0, 44.0, 45.57142857142857)"
07-12-2022 17:48:25.905942,"(3.8, 4.4, 4.3822950819672135)","(31.0, 42.0, 41.69230769230769)","(11.0, 14.5, 14.324675324675324)","(8.0, 11.0, 10.68503937007874)","(2.1, 2.4, 2.384430577223089)","(6.5, 7.6, 7.567272727272727)","(81.0, 140.0, 135.83333333333334)","(31.0, 46.0, 44.63157894736842)"
07-12-2022 17:48:27.244844,"(3.8, 4.4, 4.317415730337078)","(31.0, 42.0, 41.0)","(11.0, 14.5, 14.376470588235295)","(8.0, 11.0, 10.735099337748345)","(2.1, 2.4, 2.398222222222222)","(6.5, 7.6, 7.546551724137931)","(81.0, 140.0, 134.73684210526315)","(31.0, 46.0, 44.63157894736842)"
07-12-2022 17:48:28.651897,"(3.8, 4.3, 4.270822942643392)","(31.0, 42.0, 41.0)","(11.0, 14.5, 14.279166666666667)","(8.0, 11.0, 10.791044776119403)","(2.1, 2.4, 2.416)","(6.5, 7.6, 7.546551724137931)","(81.0, 140.0, 128.07692307692307)","(31.0, 46.0, 44.63157894736842)"
07-12-2022 17:48:30.041083,"(3.9, 4.3, 4.243537414965987)","(31.0, 42.0, 41.054545454545455)","(11.0, 14.5, 14.22680412371134)","(8.0, 11.0, 10.655080213903743)","(2.1, 2.42, 2.412121212121212)","(6.5, 7.6, 7.573469387755102)","(81.0, 130.0, 126.78571428571429)","(31.0, 46.0, 44.63157894736842)"
07-12-2022 17:48:31.694085,"(3.9, 4.3, 4.243107769423559)","(31.0, 42.0, 41.054545454545455)","(11.0, 14.5, 14.240196078431373)","(8.0, 11.0, 10.675879396984925)","(2.1, 2.42, 2.413417721518987)","(6.5, 7.6, 7.573469387755102)","(81.0, 130.0, 127.91666666666667)","(31.0, 46.0, 44.63157894736842)"
07-12-2022 17:48:33.225537,"(3.9, 4.3, 4.243107769423559)","(31.0, 42.0, 41.0188679245283)","(11.0, 14.5, 14.240196078431373)","(8.0, 11.0, 10.662303664921467)","(2.1, 2.42, 2.4178021978021977)","(6.5, 7.6, 7.610526315789474)","(81.0, 130.0, 127.77777777777777)","(31.0, 46.0, 44.63157894736842)"
07-12-2022 17:48:34.623071,"(3.8, 4.3, 4.243729903536978)","(31.0, 42.0, 41.0188679245283)","(11.0, 14.5, 14.306818181818182)","(8.0, 11.0, 10.671270718232044)","(2.15, 2.42, 2.4133884297520662)","(6.5, 7.8, 7.6)","(81.0, 130.0, 126.36363636363636)","(31.0, 46.0, 44.63157894736842)"
07-12-2022 17:48:36.157877,"(3.8, 4.3, 4.243729903536978)","(31.0, 42.0, 41.31578947368421)","(11.0, 14.5, 14.319444444444445)","(8.0, 11.0, 10.685185185185185)","(2.15, 2.42, 2.4144250871080137)","(6.5, 7.8, 7.6)","(81.0, 130.0, 126.36363636363636)","(31.0, 46.0, 44.94117647058823)"
07-12-2022 17:48:37.632769,"(3.8, 4.3, 4.268627450980392)","(31.0, 42.0, 41.97979797979798)","(11.0, 14.5, 14.309859154929578)","(8.0, 11.0, 10.685185185185185)","(2.15, 2.42, 2.4144250871080137)","(6.5, 7.8, 7.6)","(81.0, 130.0, 127.77777777777777)","(31.0, 46.0, 45.320754716981135)"
07-12-2022 17:48:39.101310,"(3.8, 4.3, 4.280821917808219)","(31.0, 42.0, 42.84615384615385)","(11.0, 14.5, 14.298076923076923)","(8.0, 11.0, 10.681818181818182)","(2.15, 2.42, 2.398029556650246)","(6.5, 7.8, 7.6)","(81.0, 130.0, 127.77777777777777)","(31.0, 46.0, 45.566265060240966)"
07-12-2022 17:48:40.631166,"(3.8, 4.3, 4.280821917808219)","(31.0, 44.0, 43.55102040816327)","(11.0, 14.5, 14.298076923076923)","(8.0, 11.0, 10.706896551724139)","(2.15, 2.4, 2.398029556650246)","(6.5, 7.8, 7.6)","(81.0, 130.0, 126.52173913043478)","(31.0, 46.0, 44.875)"
07-12-2022 17:48:42.421480,"(3.8, 4.3, 4.265605095541401)","(31.0, 44.0, 43.55102040816327)","(11.0, 14.5, 14.298076923076923)","(8.0, 11.0, 10.71078431372549)","(2.15, 2.4, 2.4171428571428573)","(6.5, 7.8, 7.562962962962962)","(81.0, 130.0, 127.57575757575758)","(31.0, 46.0, 44.8)"
07-12-2022 17:48:43.916805,"(3.8, 4.3, 4.271283783783784)","(31.0, 44.0, 43.55102040816327)","(11.0, 14.5, 14.285714285714286)","(8.0, 11.0, 10.71078431372549)","(2.15, 2.42, 2.417283950617284)","(6.5, 7.6, 7.553488372093023)","(81.0, 130.0, 126.66666666666667)","(31.0, 46.0, 44.8)"
07-12-2022 17:48:45.410104,"(3.8, 4.3, 4.271283783783784)","(31.0, 44.0, 43.55102040816327)","(11.0, 14.5, 14.285714285714286)","(8.0, 11.0, 10.71078431372549)","(2.15, 2.42, 2.4136363636363636)","(6.5, 7.6, 7.555555555555555)","(81.0, 130.0, 126.66666666666667)","(31.0, 46.0, 44.8)"
07-12-2022 17:48:46.914402,"(3.8, 4.3, 4.270446735395189)","(31.0, 44.0, 43.16923076923077)","(11.0, 14.5, 14.285714285714286)","(8.0, 11.0, 10.71078431372549)","(2.15, 2.42, 2.4195348837209303)","(6.5, 7.6, 7.564705882352941)","(81.0, 130.0, 126.66666666666667)","(31.0, 46.0, 44.8)"
07-12-2022 17:48:48.346551,"(3.8, 4.3, 4.296907216494845)","(31.0, 44.0, 43.205882352941174)","(11.0, 14.5, 13.715384615384615)","(8.0, 11.0, 10.71078431372549)","(2.15, 2.42, 2.41583596214511)","(6.5, 7.6, 7.527272727272727)","(81.0, 130.0, 124.54545454545455)","(31.0, 46.0, 44.61538461538461)"
07-12-2022 17:48:49.872542,"(3.8, 4.3, 4.272843450479233)","(31.0, 44.0, 43.22857142857143)","(11.0, 14.0, 13.727941176470589)","(8.0, 11.0, 10.740506329113924)","(2.15, 2.42, 2.4175324675324674)","(6.5, 7.6, 7.529824561403509)","(81.0, 130.0, 124.78260869565217)","(31.0, 46.0, 43.25)"
07-12-2022 17:48:51.422425,"(3.8, 4.3, 4.275714285714286)","(31.0, 44.0, 43.270270270270274)","(11.0, 14.0, 13.923076923076923)","(8.0, 11.0, 10.738775510204082)","(2.15, 2.42, 2.4170542635658916)","(6.5, 7.6, 7.558904109589041)","(81.0, 130.0, 125.2)","(31.0, 44.0, 43.25)"
07-12-2022 17:48:52.830068,"(3.8, 4.3, 4.275714285714286)","(31.0, 44.0, 43.25)","(11.0, 14.5, 13.911214953271028)","(8.0, 11.0, 10.713004484304932)","(2.15, 2.42, 2.418125)","(6.5, 7.6, 7.558904109589041)","(81.0, 130.0, 113.63636363636364)","(31.0, 44.0, 45.7037037037037)"
