,Freddy Mac,Vested Interest,Shalily,Son Of Bielski,Red Stiletto,Langworthy,Five Ounce,Ruby Edition,Barossa Kiss,Keck,Sarwatte
10-01-2023 14:29:19.951136,"(5.5, 6.4, 6.3452574525745264)","(3.2, 3.65, 3.6424092409240925)","(7.0, 8.2, 8.1775)","(8.0, 9.6, 9.43298969072165)","(10.0, 11.5, 11.319634703196346)","(16.0, 19.0, 19.0875)","(6.0, 6.6, 6.554091816367265)","(61.0, 100.0, 92.3529411764706)","(71.0, 95.0, 95.38461538461539)","(31.0, 44.0, 43.11764705882353)","(101.0, 670.0, 556.6666666666666)"
10-01-2023 14:29:21.410032,"(5.5, 6.4, 6.348122866894198)","(3.2, 3.65, 3.579285714285714)","(7.0, 8.2, 8.177777777777777)","(8.0, 9.6, 9.535294117647059)","(10.0, 11.5, 11.327102803738319)","(16.0, 19.5, 19.12962962962963)","(5.5, 6.6, 6.641988950276243)","(61.0, 95.0, 91.42857142857143)","(71.0, 100.0, 91.33333333333333)","(31.0, 44.0, 43.11764705882353)","(101.0, 670.0, 612.8571428571429)"
10-01-2023 14:29:22.868447,"(5.5, 6.4, 6.348122866894198)","(3.2, 3.6, 3.563913043478261)","(7.0, 8.2, 8.175172413793103)","(8.0, 9.6, 9.506748466257669)","(10.0, 11.5, 11.35)","(16.0, 19.5, 19.566666666666666)","(5.5, 6.8, 6.643962848297213)","(61.0, 95.0, 92.10526315789474)","(71.0, 100.0, 91.33333333333333)","(31.0, 44.0, 43.0625)","(101.0, 670.0, 547.7777777777778)"
10-01-2023 14:29:24.479706,"(5.5, 6.4, 6.346289752650177)","(3.2, 3.6, 3.5705223880597012)","(7.0, 8.2, 8.156756756756756)","(8.0, 9.6, 9.476422764227642)","(10.0, 11.5, 11.561776061776062)","(16.0, 20.0, 19.608333333333334)","(5.5, 6.8, 6.643030303030303)","(61.0, 95.0, 92.10526315789474)","(71.0, 100.0, 92.0)","(31.0, 44.0, 43.0625)","(101.0, 610.0, 535.0)"
10-01-2023 14:29:26.075908,"(5.5, 6.4, 6.32212389380531)","(3.2, 3.6, 3.565193370165746)","(7.0, 8.2, 8.13655172413793)","(8.0, 9.6, 9.46771653543307)","(10.0, 12.0, 11.593189964157705)","(16.0, 20.0, 19.70967741935484)","(5.5, 6.8, 6.627906976744185)","(61.0, 95.0, 91.94444444444444)","(71.0, 95.0, 90.625)","(31.0, 44.0, 43.0625)","(101.0, 590.0, 545.0)"
10-01-2023 14:29:27.552029,"(5.5, 6.4, 6.319512195121952)","(3.2, 3.6, 3.5654891304347824)","(7.0, 8.2, 8.11639344262295)","(8.0, 9.6, 9.46771653543307)","(10.0, 12.0, 11.590592334494774)","(16.0, 20.0, 19.756756756756758)","(5.5, 6.8, 6.620567375886525)","(61.0, 95.0, 91.76470588235294)","(71.0, 95.0, 91.81818181818181)","(31.0, 44.0, 43.0)","(101.0, 590.0, 555.7142857142857)"
10-01-2023 14:29:29.087896,"(5.5, 6.4, 6.394059405940594)","(3.2, 3.6, 3.5654891304347824)","(7.0, 8.2, 8.120338983050846)","(8.0, 9.6, 9.46771653543307)","(10.0, 12.0, 11.552521008403362)","(16.0, 20.0, 19.56451612903226)","(5.5, 6.8, 6.620567375886525)","(61.0, 95.0, 90.23809523809524)","(71.0, 95.0, 91.81818181818181)","(31.0, 44.0, 43.0)","(101.0, 590.0, 530.0)"
10-01-2023 14:29:30.677736,"(5.5, 6.6, 6.375784753363229)","(3.2, 3.6, 3.572596153846154)","(7.0, 8.2, 8.07548387096774)","(8.0, 9.6, 9.5)","(10.0, 12.0, 11.275766016713092)","(16.0, 20.0, 19.76923076923077)","(5.5, 6.8, 6.642045454545454)","(61.0, 95.0, 89.58333333333333)","(71.0, 95.0, 91.66666666666667)","(31.0, 44.0, 42.72727272727273)","(101.0, 590.0, 520.0)"
10-01-2023 14:29:32.070852,"(5.5, 6.6, 6.410185185185186)","(3.2, 3.6, 3.583974358974359)","(7.0, 8.2, 8.061971830985915)","(8.0, 9.6, 9.52)","(10.0, 11.5, 10.845622119815669)","(16.0, 20.0, 19.896551724137932)","(5.5, 6.8, 6.640229885057471)","(61.0, 95.0, 89.58333333333333)","(71.0, 95.0, 91.66666666666667)","(31.0, 44.0, 42.72727272727273)","(101.0, 640.0, 555.0)"
10-01-2023 14:29:33.598559,"(5.5, 6.6, 6.44981684981685)","(3.2, 3.6, 3.603939393939394)","(7.0, 8.2, 8.003141361256544)","(8.0, 9.6, 9.611538461538462)","(10.0, 11.0, 10.901069518716577)","(16.0, 20.0, 19.785714285714285)","(5.5, 6.8, 6.590062111801242)","(61.0, 95.0, 89.4)","(71.0, 95.0, 91.5)","(31.0, 44.0, 42.72727272727273)","(101.0, 630.0, 565.0)"
10-01-2023 14:29:35.029676,"(5.5, 6.4, 6.389333333333333)","(3.2, 3.65, 3.64304932735426)","(7.0, 8.2, 7.958590308370044)","(8.0, 9.8, 9.662015503875969)","(10.0, 11.0, 10.780653950953678)","(16.0, 20.0, 19.95744680851064)","(5.5, 6.6, 6.564810690423163)","(61.0, 95.0, 90.48387096774194)","(71.0, 95.0, 95.0)","(31.0, 44.0, 42.94285714285714)","(101.0, 630.0, 526.0)"
10-01-2023 14:29:36.505733,"(5.5, 6.6, 5.975510204081632)","(3.2, 3.65, 3.682700892857143)","(7.0, 8.0, 8.071365638766519)","(8.0, 9.8, 9.814876033057852)","(10.0, 11.0, 10.846031746031747)","(16.0, 20.0, 20.575342465753426)","(5.5, 6.6, 6.638461538461538)","(61.0, 95.0, 92.63157894736842)","(71.0, 100.0, 97.27272727272727)","(31.0, 44.0, 43.11904761904762)","(101.0, 630.0, 532.5)"
10-01-2023 14:31:34.748177,"(4.4, 6.0, 8.2)","(3.4, 3.7, 2.6775879396984927)","(7.0, 8.2, 9.5)","(8.0, 10.0, 13.95)","(10.0, 11.0, 7.859259259259259)","(16.0, 21.0, 37.0)","(5.5, 6.8, 8.04)","(61.0, 250.0, 155.0)","(71.0, 220.0, 170.0)","(31.0, 100.0, 81.25)","(101.0, 99999, 6789.333333333333)"
