,Stoker Ace,Mister Hart,Onlysbest,Quick Step Nz,Magicol Ideal Nz,Arts Peregrine,Gabbys Sportstar,October Racketeer,Watchful Lady,Mighty George Nz
06-01-2023 15:46:51.715789,"(2.5, 2.98, 2.895)","(41.0, 70.0, 63.14285714285714)","(6.5, 8.0, 7.5520000000000005)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 15.0, 13.2)","(17.0, 29.0, 22.75)","(6.0, 10.0, 8.7)","(8.0, 11.0, 9.933333333333334)","(6.5, 99999, 99990)"
06-01-2023 15:46:53.019953,"(2.5, 2.98, 2.895)","(41.0, 70.0, 63.14285714285714)","(6.5, 8.0, 7.5520000000000005)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 15.0, 12.9)","(17.0, 29.0, 22.75)","(6.0, 10.0, 8.7)","(8.0, 11.0, 9.933333333333334)","(6.5, 99999, 99990)"
06-01-2023 15:46:54.256391,"(2.5, 2.98, 2.888571428571429)","(41.0, 70.0, 63.14285714285714)","(6.5, 8.0, 7.5520000000000005)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 14.5, 12.9)","(17.0, 29.0, 22.75)","(6.0, 10.0, 8.7)","(8.0, 11.0, 9.933333333333334)","(6.5, 99999, 99990)"
06-01-2023 15:46:55.570528,"(2.5, 2.98, 2.888571428571429)","(41.0, 70.0, 61.2)","(6.5, 8.0, 7.3)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 14.5, 12.9)","(17.0, 29.0, 22.75)","(6.0, 10.0, 8.7)","(8.0, 11.0, 9.933333333333334)","(6.5, 99999, 99990)"
06-01-2023 15:46:56.813850,"(2.5, 2.98, 2.888571428571429)","(41.0, 70.0, 61.2)","(6.5, 8.0, 7.3)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 14.5, 12.9)","(17.0, 29.0, 22.75)","(6.0, 10.0, 8.7)","(8.0, 11.0, 9.933333333333334)","(6.5, 99999, 99990)"
06-01-2023 15:46:58.081292,"(2.5, 2.98, 2.8200000000000003)","(41.0, 70.0, 61.2)","(6.5, 8.0, 7.3)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 14.5, 13.2)","(17.0, 29.0, 22.75)","(6.0, 10.0, 9.32)","(8.0, 11.0, 10.2)","(6.5, 99999, 99990)"
06-01-2023 15:46:59.337513,"(2.5, 2.96, 2.77)","(41.0, 70.0, 61.2)","(6.5, 8.8, 8.266666666666667)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 15.0, 13.2)","(17.0, 29.0, 22.75)","(6.0, 9.8, 9.32)","(8.0, 11.0, 10.2)","(6.5, 99999, 99990)"
06-01-2023 15:47:00.568771,"(2.5, 2.96, 2.77)","(41.0, 70.0, 62.666666666666664)","(6.5, 8.8, 8.266666666666667)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 15.0, 13.2)","(17.0, 29.0, 22.75)","(6.0, 9.8, 9.32)","(8.0, 11.0, 9.92)","(6.5, 99999, 99990)"
06-01-2023 15:47:01.795489,"(2.5, 2.96, 2.77)","(41.0, 85.0, 69.14285714285714)","(6.5, 8.8, 8.266666666666667)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 15.0, 13.2)","(17.0, 29.0, 22.75)","(6.0, 9.8, 9.32)","(8.0, 12.0, 10.1)","(6.5, 99999, 99990)"
06-01-2023 15:47:03.045734,"(2.5, 2.94, 2.9054545454545453)","(41.0, 85.0, 69.14285714285714)","(6.5, 8.8, 8.266666666666667)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 15.0, 13.2)","(17.0, 29.0, 22.75)","(6.0, 9.8, 9.32)","(8.0, 11.5, 10.1)","(6.5, 99999, 99990)"
06-01-2023 15:47:04.389235,"(2.5, 2.94, 2.76)","(41.0, 85.0, 69.14285714285714)","(6.5, 8.8, 8.266666666666667)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 15.0, 13.2)","(17.0, 29.0, 22.75)","(6.0, 9.8, 9.32)","(8.0, 11.5, 10.1)","(6.5, 99999, 99990)"
06-01-2023 15:47:05.785459,"(2.5, 2.94, 2.76)","(41.0, 85.0, 69.14285714285714)","(6.5, 8.8, 8.266666666666667)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 15.0, 14.280000000000001)","(17.0, 29.0, 22.75)","(6.0, 9.8, 9.32)","(8.0, 11.5, 10.1)","(6.5, 99999, 99990)"
06-01-2023 15:47:07.191311,"(2.5, 3.0, 2.86)","(41.0, 85.0, 69.14285714285714)","(6.5, 8.8, 8.266666666666667)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 15.0, 14.280000000000001)","(17.0, 29.0, 22.75)","(6.0, 9.8, 9.32)","(8.0, 11.5, 10.1)","(6.5, 99999, 99990)"
06-01-2023 15:47:08.603643,"(2.5, 3.0, 2.911111111111111)","(41.0, 85.0, 69.14285714285714)","(6.5, 8.8, 7.3882352941176475)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 15.0, 14.325)","(17.0, 29.0, 22.75)","(6.0, 9.8, 9.32)","(8.0, 11.5, 10.1)","(6.5, 99999, 99990)"
06-01-2023 15:47:10.235499,"(2.5, 3.0, 2.81)","(41.0, 85.0, 71.125)","(6.5, 8.8, 7.3882352941176475)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 15.0, 10.033333333333333)","(17.0, 29.0, 22.75)","(6.0, 9.8, 9.4)","(8.0, 12.0, 9.771428571428572)","(6.5, 99999, 99990)"
06-01-2023 15:47:11.734398,"(2.5, 2.92, 2.81)","(41.0, 85.0, 71.125)","(6.5, 8.8, 7.3882352941176475)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.5, 9.927272727272728)","(17.0, 29.0, 22.75)","(6.0, 9.8, 9.4)","(8.0, 12.0, 9.771428571428572)","(6.5, 99999, 99990)"
06-01-2023 15:47:13.059929,"(2.5, 2.92, 2.81)","(41.0, 85.0, 71.125)","(6.5, 8.8, 7.3882352941176475)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.5, 9.927272727272728)","(17.0, 29.0, 22.75)","(6.0, 9.8, 9.4)","(8.0, 12.0, 10.266666666666667)","(6.5, 99999, 99990)"
06-01-2023 15:47:14.410734,"(2.5, 2.92, 2.865)","(41.0, 85.0, 71.125)","(6.5, 8.8, 7.211764705882353)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.5, 9.1)","(17.0, 29.0, 22.75)","(6.0, 9.8, 9.4)","(8.0, 12.0, 10.266666666666667)","(6.5, 99999, 99990)"
06-01-2023 15:47:15.626038,"(2.5, 2.92, 2.855)","(41.0, 85.0, 71.125)","(6.5, 8.8, 7.211764705882353)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.5, 9.65)","(17.0, 29.0, 22.75)","(6.0, 9.8, 9.457142857142857)","(8.0, 12.0, 10.266666666666667)","(6.5, 99999, 99990)"
06-01-2023 15:47:16.871524,"(2.5, 2.92, 2.81)","(41.0, 85.0, 71.125)","(6.5, 8.8, 7.378947368421053)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.0, 9.65)","(17.0, 29.0, 22.75)","(6.0, 9.8, 8.7)","(8.0, 12.0, 10.266666666666667)","(6.5, 99999, 99990)"
06-01-2023 15:47:18.228908,"(2.5, 2.92, 2.7880000000000003)","(41.0, 85.0, 71.125)","(6.5, 8.8, 7.378947368421053)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.0, 9.6)","(17.0, 29.0, 22.75)","(6.0, 9.8, 8.15)","(7.5, 12.0, 10.266666666666667)","(6.0, 99999, 99990)"
06-01-2023 15:47:19.458792,"(2.6, 2.92, 2.7880000000000003)","(41.0, 85.0, 71.125)","(6.5, 8.8, 7.211764705882353)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.0, 9.666666666666666)","(16.0, 29.0, 22.75)","(6.0, 9.8, 8.771428571428572)","(7.5, 12.0, 10.120000000000001)","(6.0, 99999, 99990)"
06-01-2023 15:47:20.667055,"(2.6, 2.92, 2.7640000000000002)","(41.0, 85.0, 71.125)","(6.5, 8.8, 7.211764705882353)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.0, 9.666666666666666)","(16.0, 29.0, 22.75)","(6.0, 9.8, 8.15)","(7.5, 13.0, 10.266666666666667)","(6.0, 99999, 99990)"
06-01-2023 15:47:21.861921,"(2.6, 2.92, 2.7880000000000003)","(41.0, 85.0, 71.125)","(6.5, 8.8, 7.378947368421053)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.0, 9.666666666666666)","(16.0, 29.0, 24.0)","(6.0, 9.8, 8.3)","(7.5, 12.0, 10.266666666666667)","(6.0, 99999, 99990)"
06-01-2023 15:47:23.174795,"(2.6, 2.92, 2.8000000000000003)","(41.0, 85.0, 71.125)","(6.5, 8.6, 7.711111111111111)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.0, 9.666666666666666)","(16.0, 29.0, 24.0)","(6.0, 9.8, 8.3)","(7.5, 12.0, 10.266666666666667)","(6.0, 99999, 99990)"
06-01-2023 15:47:24.579318,"(2.6, 2.92, 2.8000000000000003)","(41.0, 85.0, 71.125)","(6.5, 8.6, 7.711111111111111)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.0, 9.666666666666666)","(17.0, 29.0, 24.0)","(6.0, 9.8, 8.3)","(7.5, 12.0, 10.266666666666667)","(6.0, 99999, 99990)"
06-01-2023 15:47:25.917167,"(2.6, 2.92, 2.8000000000000003)","(41.0, 85.0, 71.125)","(6.5, 8.6, 7.711111111111111)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.0, 9.666666666666666)","(17.0, 29.0, 24.0)","(6.0, 9.8, 8.3)","(7.5, 12.0, 10.266666666666667)","(6.0, 99999, 99990)"
06-01-2023 15:47:27.297347,"(2.6, 2.92, 2.8000000000000003)","(41.0, 85.0, 71.125)","(6.5, 8.6, 7.711111111111111)","(16.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.0, 9.666666666666666)","(17.0, 29.0, 24.0)","(6.0, 9.8, 8.3)","(7.5, 12.0, 10.266666666666667)","(6.0, 99999, 99990)"
06-01-2023 15:47:28.528159,"(2.6, 2.92, 2.8000000000000003)","(41.0, 85.0, 71.125)","(6.5, 8.6, 7.711111111111111)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.0, 9.666666666666666)","(16.0, 29.0, 24.0)","(6.5, 9.8, 8.3)","(8.0, 12.0, 10.266666666666667)","(6.0, 99999, 99990)"
06-01-2023 15:47:29.820127,"(2.6, 2.92, 2.8000000000000003)","(41.0, 85.0, 71.125)","(6.5, 8.6, 7.711111111111111)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.0, 9.666666666666666)","(16.0, 29.0, 24.0)","(6.5, 9.8, 8.3)","(8.0, 12.0, 10.266666666666667)","(6.0, 99999, 99990)"
06-01-2023 15:47:31.123951,"(2.6, 2.92, 2.8000000000000003)","(41.0, 85.0, 75.75)","(6.5, 8.6, 7.55)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.0, 9.1875)","(16.0, 29.0, 21.5625)","(6.5, 9.8, 7.48421052631579)","(8.0, 12.0, 9.700000000000001)","(6.0, 99999, 99990)"
06-01-2023 15:47:32.416727,"(2.6, 3.05, 3.0014285714285713)","(41.0, 85.0, 75.75)","(6.5, 8.6, 7.55)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.5, 9.1875)","(16.0, 30.0, 21.0)","(6.5, 7.8, 9.32)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)"
06-01-2023 15:47:33.797268,"(2.6, 3.1, 2.9299999999999997)","(41.0, 85.0, 61.666666666666664)","(6.5, 8.6, 7.7)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.5, 9.1875)","(16.0, 29.0, 23.0)","(6.5, 9.8, 9.32)","(8.0, 11.5, 10.1)","(6.0, 99999, 99990)"
06-01-2023 15:47:35.162973,"(2.6, 3.1, 2.9899999999999998)","(41.0, 85.0, 61.666666666666664)","(6.5, 8.6, 7.866666666666666)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.5, 9.5)","(16.0, 29.0, 21.0)","(6.5, 9.8, 8.9)","(8.0, 11.5, 10.1)","(6.0, 99999, 99990)"
06-01-2023 15:47:36.423415,"(2.6, 3.05, 2.9899999999999998)","(41.0, 85.0, 61.666666666666664)","(6.5, 8.4, 7.95)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.0, 9.5)","(16.0, 29.0, 21.0)","(6.5, 9.8, 8.622222222222222)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)"
06-01-2023 15:47:37.660285,"(2.6, 3.05, 3.0212499999999998)","(41.0, 85.0, 61.666666666666664)","(6.5, 8.4, 7.5)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.0, 9.36)","(16.0, 29.0, 23.0)","(6.5, 9.6, 9.066666666666666)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)"
06-01-2023 15:47:38.812731,"(2.6, 3.05, 2.98)","(41.0, 85.0, 61.666666666666664)","(6.5, 8.4, 7.5)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.0, 9.36)","(16.0, 29.0, 23.0)","(6.5, 9.4, 9.066666666666666)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)"
06-01-2023 15:47:40.107682,"(2.6, 3.05, 2.9233333333333333)","(41.0, 85.0, 61.666666666666664)","(6.5, 8.4, 7.377777777777778)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.0, 9.286666666666665)","(16.0, 29.0, 23.0)","(6.5, 9.4, 8.5)","(8.0, 11.5, 9.700000000000001)","(6.0, 99999, 99990)"
06-01-2023 15:47:41.364646,"(2.6, 3.1, 2.98)","(41.0, 85.0, 61.666666666666664)","(6.5, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.5, 9.466666666666667)","(16.0, 29.0, 23.0)","(6.5, 9.6, 9.0)","(8.0, 11.5, 9.185714285714287)","(6.0, 99999, 99990)"
06-01-2023 15:47:42.675679,"(2.6, 3.1, 2.98)","(41.0, 85.0, 61.666666666666664)","(6.5, 8.4, 7.800000000000001)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.0, 9.1875)","(16.0, 29.0, 20.714285714285715)","(6.5, 9.4, 9.0)","(8.0, 11.5, 11.16)","(6.0, 99999, 99990)"
06-01-2023 15:47:44.172779,"(2.6, 3.1, 2.9899999999999998)","(41.0, 85.0, 70.0)","(6.5, 8.4, 7.800000000000001)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.5, 9.5)","(16.0, 30.0, 20.714285714285715)","(6.5, 9.8, 9.114285714285716)","(8.0, 11.5, 11.016666666666666)","(6.0, 99999, 99990)"
06-01-2023 15:47:45.468154,"(2.6, 3.05, 2.9899999999999998)","(41.0, 90.0, 70.0)","(6.5, 8.4, 7.800000000000001)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.0, 9.5)","(16.0, 30.0, 20.714285714285715)","(6.5, 9.8, 8.333333333333334)","(8.0, 11.5, 9.600000000000001)","(6.0, 99999, 99990)"
06-01-2023 15:47:47.026754,"(2.6, 3.05, 2.9775)","(41.0, 90.0, 60.0)","(6.5, 8.4, 7.3882352941176475)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.0, 9.1875)","(16.0, 30.0, 20.714285714285715)","(6.5, 9.8, 8.333333333333334)","(8.0, 12.0, 10.26)","(6.0, 99999, 99990)"
06-01-2023 15:47:48.378652,"(2.6, 3.05, 2.8566666666666665)","(41.0, 90.0, 60.0)","(6.5, 8.8, 7.3882352941176475)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.5, 9.1875)","(16.0, 30.0, 20.714285714285715)","(6.5, 9.8, 8.333333333333334)","(8.0, 11.5, 10.05)","(6.0, 99999, 99990)"
06-01-2023 15:47:49.827966,"(2.6, 3.1, 2.9299999999999997)","(41.0, 90.0, 70.0)","(6.5, 8.6, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.5, 9.36)","(16.0, 30.0, 20.714285714285715)","(6.5, 9.8, 8.333333333333334)","(8.0, 11.5, 10.05)","(6.0, 99999, 99990)"
06-01-2023 15:47:51.550317,"(2.6, 3.1, 3.04)","(41.0, 90.0, 70.0)","(6.5, 8.4, 7.44)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.0, 9.4)","(16.0, 30.0, 20.714285714285715)","(6.5, 9.8, 8.333333333333334)","(8.0, 11.5, 10.05)","(6.0, 99999, 99990)"
06-01-2023 15:47:53.148592,"(2.6, 3.1, 3.04)","(41.0, 90.0, 70.0)","(6.5, 8.4, 7.55)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.0, 9.333333333333334)","(16.0, 30.0, 20.714285714285715)","(6.5, 9.8, 8.333333333333334)","(8.0, 11.5, 10.05)","(6.0, 99999, 99990)"
06-01-2023 15:47:54.689310,"(2.6, 3.1, 2.916923076923077)","(41.0, 90.0, 70.0)","(6.5, 8.6, 7.44)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 10.0, 14.928571428571429)","(16.0, 30.0, 20.714285714285715)","(6.5, 9.8, 8.333333333333334)","(8.0, 11.5, 10.05)","(6.0, 99999, 99990)"
06-01-2023 15:47:56.362406,"(2.6, 3.1, 2.8566666666666665)","(41.0, 90.0, 70.0)","(6.5, 8.4, 7.44)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 17.5, 14.25)","(16.0, 30.0, 20.714285714285715)","(6.5, 9.8, 8.333333333333334)","(8.0, 11.5, 10.05)","(6.0, 99999, 99990)"
06-01-2023 15:47:57.948919,"(2.6, 3.05, 2.8566666666666665)","(41.0, 90.0, 70.0)","(6.5, 8.4, 7.45)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.5, 13.285714285714286)","(16.0, 30.0, 20.714285714285715)","(6.5, 9.8, 8.333333333333334)","(8.0, 11.5, 10.05)","(6.0, 99999, 99990)"
06-01-2023 15:47:59.370280,"(2.6, 3.05, 2.8566666666666665)","(41.0, 90.0, 70.0)","(6.5, 8.2, 7.45)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.5, 14.0)","(16.0, 30.0, 20.714285714285715)","(6.5, 9.8, 8.333333333333334)","(8.0, 11.5, 10.05)","(6.0, 99999, 99990)"
06-01-2023 15:48:00.951101,"(2.6, 3.05, 2.873333333333333)","(41.0, 90.0, 70.0)","(6.5, 8.2, 7.466666666666667)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.285714285714285)","(16.0, 30.0, 23.75)","(6.5, 9.8, 8.7)","(8.0, 11.5, 10.72857142857143)","(6.0, 99999, 99990)"
06-01-2023 15:48:02.352165,"(2.6, 3.1, 2.873333333333333)","(41.0, 90.0, 70.0)","(6.5, 8.0, 7.466666666666667)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 13.375)","(16.0, 30.0, 19.714285714285715)","(6.5, 9.8, 8.7)","(8.0, 11.5, 10.25)","(6.5, 99999, 99990)"
06-01-2023 15:48:03.799341,"(2.6, 3.1, 2.873333333333333)","(41.0, 85.0, 67.5)","(6.5, 8.0, 7.466666666666667)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 13.375)","(16.0, 30.0, 21.0)","(6.5, 9.8, 8.7)","(8.0, 11.5, 10.333333333333332)","(6.5, 99999, 99990)"
06-01-2023 15:48:05.699657,"(2.6, 2.98, 2.83)","(41.0, 85.0, 60.0)","(6.5, 8.0, 7.466666666666667)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.25)","(16.0, 30.0, 22.0)","(6.5, 9.8, 8.975)","(8.0, 12.5, 11.2)","(6.5, 99999, 99990)"
06-01-2023 15:48:07.603071,"(2.6, 2.98, 2.83)","(41.0, 80.0, 60.0)","(6.5, 8.0, 8.32)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.5)","(16.0, 30.0, 21.375)","(6.5, 9.8, 8.975)","(8.0, 12.0, 10.25)","(6.5, 99999, 99990)"
06-01-2023 15:48:09.405090,"(2.6, 2.98, 2.8200000000000003)","(41.0, 80.0, 60.0)","(6.5, 8.6, 8.0)","(15.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 16.5, 14.5)","(16.0, 30.0, 20.571428571428573)","(6.5, 9.8, 8.975)","(8.0, 12.0, 10.5)","(6.5, 99999, 99990)"
06-01-2023 15:48:10.935689,"(2.6, 2.96, 2.897777777777778)","(41.0, 80.0, 60.0)","(6.5, 8.4, 8.0)","(15.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 16.5, 14.5)","(16.0, 30.0, 20.571428571428573)","(6.5, 9.8, 8.975)","(8.0, 12.0, 10.5)","(6.5, 99999, 99990)"
06-01-2023 15:48:12.457754,"(2.6, 2.96, 2.897777777777778)","(41.0, 80.0, 60.0)","(6.5, 8.4, 8.0)","(15.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 16.5, 14.5)","(16.0, 30.0, 20.571428571428573)","(6.5, 9.8, 8.975)","(8.0, 12.0, 10.5)","(6.5, 99999, 99990)"
06-01-2023 15:48:13.966073,"(2.6, 2.96, 2.909090909090909)","(41.0, 80.0, 60.0)","(6.5, 8.4, 8.0)","(15.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 16.5, 14.5)","(16.0, 30.0, 20.571428571428573)","(6.5, 9.8, 8.975)","(8.0, 12.0, 10.5)","(6.5, 99999, 99990)"
06-01-2023 15:48:15.467019,"(2.6, 3.0, 2.968)","(41.0, 80.0, 60.0)","(6.5, 8.4, 8.0)","(15.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 16.5, 13.5)","(16.0, 30.0, 20.571428571428573)","(6.5, 9.8, 8.857142857142858)","(8.0, 12.0, 10.5)","(6.5, 99999, 99990)"
06-01-2023 15:48:17.030925,"(2.6, 3.0, 2.968)","(41.0, 80.0, 60.0)","(6.5, 8.4, 8.0)","(15.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 16.5, 13.833333333333334)","(16.0, 30.0, 20.833333333333332)","(6.5, 9.8, 9.066666666666666)","(8.0, 12.0, 10.5)","(6.5, 99999, 99990)"
06-01-2023 15:48:18.553794,"(2.6, 2.78, 2.77)","(41.0, 80.0, 60.0)","(6.5, 8.4, 7.466666666666667)","(15.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 16.5, 14.9)","(16.0, 30.0, 22.666666666666668)","(6.5, 9.8, 8.3)","(8.0, 12.0, 10.333333333333334)","(6.5, 99999, 99990)"
06-01-2023 15:48:20.031191,"(2.6, 2.78, 2.7533333333333334)","(41.0, 80.0, 60.0)","(6.5, 8.4, 7.771428571428571)","(15.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 16.5, 14.166666666666666)","(16.0, 30.0, 24.5)","(6.5, 9.8, 8.3)","(8.0, 12.0, 10.6)","(6.5, 99999, 99990)"
06-01-2023 15:48:21.442023,"(2.6, 2.78, 2.7533333333333334)","(41.0, 80.0, 60.0)","(6.5, 8.2, 7.771428571428571)","(15.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 16.5, 14.166666666666666)","(16.0, 30.0, 24.5)","(6.5, 9.8, 8.3)","(8.0, 12.0, 10.25)","(6.5, 99999, 99990)"
06-01-2023 15:48:22.818706,"(2.6, 2.78, 2.778139534883721)","(41.0, 80.0, 60.0)","(6.5, 8.2, 7.771428571428571)","(15.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 16.5, 14.166666666666666)","(16.0, 30.0, 24.5)","(6.5, 9.8, 8.3)","(8.0, 12.5, 11.15)","(6.5, 99999, 99990)"
06-01-2023 15:48:24.264838,"(2.6, 2.78, 2.778139534883721)","(41.0, 80.0, 60.0)","(6.5, 8.2, 7.771428571428571)","(15.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 16.5, 14.166666666666666)","(16.0, 30.0, 24.5)","(6.5, 9.8, 8.3)","(8.0, 12.5, 10.742857142857144)","(6.5, 99999, 99990)"
06-01-2023 15:48:25.838557,"(2.6, 2.78, 2.77)","(41.0, 80.0, 60.0)","(6.5, 8.2, 7.771428571428571)","(15.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 16.5, 14.166666666666666)","(16.0, 30.0, 24.5)","(6.5, 9.8, 8.3)","(8.0, 12.0, 10.857142857142858)","(6.5, 99999, 99990)"
06-01-2023 15:48:27.364017,"(2.6, 2.78, 2.77)","(41.0, 80.0, 60.0)","(6.5, 8.2, 7.771428571428571)","(15.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 16.5, 14.166666666666666)","(16.0, 30.0, 24.5)","(6.5, 9.8, 8.3)","(8.0, 12.0, 11.3)","(6.5, 99999, 99990)"
06-01-2023 15:48:28.816591,"(2.6, 2.78, 2.77)","(41.0, 80.0, 60.0)","(6.5, 8.2, 7.771428571428571)","(15.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 16.5, 14.166666666666666)","(16.0, 30.0, 24.5)","(6.5, 9.8, 8.3)","(8.0, 12.5, 11.15)","(6.5, 99999, 99990)"
06-01-2023 15:48:30.172604,"(2.6, 2.78, 2.77)","(41.0, 80.0, 60.0)","(6.5, 8.2, 7.533333333333333)","(15.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 16.5, 14.166666666666666)","(16.0, 30.0, 24.5)","(6.5, 9.8, 8.3)","(8.0, 12.5, 11.5)","(6.5, 99999, 99990)"
06-01-2023 15:48:31.578669,"(2.6, 2.78, 2.77)","(41.0, 80.0, 60.0)","(6.5, 8.2, 7.533333333333333)","(15.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 16.5, 14.166666666666666)","(16.0, 30.0, 22.125)","(6.5, 9.8, 9.200000000000001)","(8.0, 12.5, 11.25)","(6.5, 99999, 99990)"
06-01-2023 15:48:32.840758,"(2.6, 2.78, 2.77)","(41.0, 80.0, 71.42857142857143)","(6.5, 8.0, 7.733333333333333)","(15.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 16.5, 14.166666666666666)","(16.0, 30.0, 22.125)","(6.5, 9.8, 9.200000000000001)","(8.0, 12.0, 11.214285714285714)","(6.5, 99999, 99990)"
06-01-2023 15:48:34.288444,"(2.6, 2.78, 2.77)","(41.0, 90.0, 72.5)","(6.5, 7.8, 7.6)","(15.0, 99999, 99990)","(26.0, 99999, 99990)","(10.0, 17.0, 14.125)","(16.0, 32.0, 28.0)","(6.5, 9.8, 8.92)","(8.0, 13.0, 12.333333333333334)","(6.5, 99999, 99990)"
06-01-2023 15:48:35.680832,"(2.6, 2.78, 2.77)","(41.0, 90.0, 72.5)","(6.5, 7.8, 7.728000000000001)","(15.0, 99999, 99990)","(26.0, 99999, 99990)","(10.0, 17.5, 14.166666666666666)","(16.0, 32.0, 28.0)","(6.5, 9.8, 8.92)","(8.0, 13.0, 11.75)","(6.5, 99999, 99990)"
