,Fast Liar,Kingsbrae Bear,Clover Athena,Integrity Angel,Liar For Hire,Backcreek Bingo,Fernando Diva
12-01-2023 13:20:19.080766,"(6.0, 8.2, 7.884210526315789)","(10.0, 14.5, 14.366666666666667)","(26.0, 75.0, 57.5)","(11.0, 18.0, 17.928571428571427)","(3.5, 4.5, 4.45)","(6.0, 7.8, 7.673684210526316)","(2.35, 2.94, 2.7333333333333334)"
12-01-2023 13:20:20.348693,"(6.0, 8.2, 7.884210526315789)","(10.0, 14.5, 14.366666666666667)","(26.0, 75.0, 57.5)","(11.0, 18.0, 19.734375)","(3.5, 4.5, 4.286666666666666)","(6.0, 7.8, 7.673684210526316)","(2.35, 2.94, 2.902222222222222)"
12-01-2023 13:20:21.470730,"(6.0, 8.2, 7.949999999999999)","(10.0, 14.5, 14.366666666666667)","(26.0, 75.0, 57.5)","(11.0, 21.0, 18.75)","(3.5, 4.5, 4.286666666666666)","(6.0, 7.8, 7.65)","(2.35, 2.96, 2.8200000000000003)"
12-01-2023 13:20:22.547484,"(6.0, 7.8, 7.133333333333333)","(10.0, 13.5, 13.236842105263158)","(26.0, 75.0, 72.22222222222223)","(11.0, 21.0, 18.916666666666668)","(3.5, 4.5, 4.3545454545454545)","(6.0, 7.8, 7.65)","(2.35, 2.96, 2.8200000000000003)"
12-01-2023 13:20:23.683115,"(6.0, 7.8, 7.175)","(10.0, 13.5, 13.236842105263158)","(26.0, 75.0, 72.22222222222223)","(11.0, 21.0, 20.21875)","(3.5, 4.5, 4.3545454545454545)","(6.0, 7.8, 7.65)","(2.35, 2.96, 2.74)"
12-01-2023 13:20:24.773181,"(6.0, 7.8, 7.175)","(10.0, 13.5, 13.236842105263158)","(26.0, 75.0, 72.22222222222223)","(11.0, 21.0, 19.3)","(3.5, 4.5, 4.3545454545454545)","(6.0, 7.8, 7.733333333333333)","(2.35, 2.96, 2.74)"
12-01-2023 13:20:25.909323,"(6.0, 7.8, 7.1)","(10.0, 13.5, 13.236842105263158)","(26.0, 75.0, 72.22222222222223)","(11.0, 20.0, 19.166666666666668)","(3.5, 4.5, 4.24)","(6.0, 7.8, 8.149999999999999)","(2.35, 2.96, 2.84)"
12-01-2023 13:20:27.016032,"(6.0, 7.8, 7.0777777777777775)","(10.0, 13.5, 13.136363636363637)","(26.0, 75.0, 70.0)","(11.0, 19.5, 18.9)","(3.5, 4.4, 4.24)","(6.0, 8.2, 7.990909090909091)","(2.35, 2.96, 2.84)"
12-01-2023 13:20:28.138855,"(6.0, 7.8, 7.184615384615385)","(10.0, 14.5, 13.772727272727273)","(26.0, 75.0, 70.0)","(11.0, 19.5, 18.9)","(3.5, 4.4, 4.24)","(6.0, 8.4, 7.990909090909091)","(2.35, 2.96, 2.894)"
12-01-2023 13:20:29.240700,"(6.0, 7.8, 7.184615384615385)","(10.0, 14.5, 13.772727272727273)","(26.0, 75.0, 70.0)","(11.0, 19.5, 19.0)","(3.5, 4.4, 4.45)","(6.0, 8.4, 8.014285714285714)","(2.35, 2.96, 2.916)"
12-01-2023 13:20:30.211705,"(6.0, 7.2, 7.0)","(10.0, 13.5, 13.236842105263158)","(26.0, 75.0, 71.25)","(11.0, 19.5, 19.0)","(3.5, 4.5, 4.45)","(6.0, 8.4, 8.014285714285714)","(2.35, 2.96, 2.916)"
12-01-2023 13:20:31.259479,"(6.0, 7.6, 7.257142857142857)","(10.0, 13.5, 13.236842105263158)","(26.0, 75.0, 71.25)","(11.0, 19.5, 15.75)","(3.5, 4.5, 4.3545454545454545)","(6.0, 8.4, 8.175)","(2.35, 2.96, 2.916)"
12-01-2023 13:20:32.355569,"(6.0, 7.6, 7.090909090909091)","(10.0, 13.5, 13.236842105263158)","(26.0, 75.0, 70.5)","(11.0, 16.5, 16.071428571428573)","(3.5, 4.5, 4.311764705882353)","(6.0, 8.4, 8.280000000000001)","(2.35, 2.96, 2.92)"
12-01-2023 13:20:33.461260,"(6.0, 7.6, 7.25)","(10.0, 13.5, 13.25)","(26.0, 75.0, 73.125)","(11.0, 16.5, 16.25)","(3.5, 4.4, 4.2749999999999995)","(6.0, 8.4, 8.280000000000001)","(2.35, 2.94, 2.930212765957447)"
12-01-2023 13:20:34.408753,"(6.0, 7.6, 7.163636363636363)","(10.0, 13.5, 13.25)","(26.0, 75.0, 73.125)","(11.0, 16.5, 16.25)","(3.5, 4.5, 4.2749999999999995)","(6.0, 8.4, 8.280000000000001)","(2.35, 2.96, 2.9391666666666665)"
12-01-2023 13:20:35.435689,"(6.0, 7.6, 7.3)","(10.0, 13.5, 13.25)","(26.0, 75.0, 73.125)","(11.0, 16.5, 16.363636363636363)","(3.5, 4.5, 4.223529411764706)","(6.0, 8.4, 8.280000000000001)","(2.35, 2.96, 2.91906976744186)"
12-01-2023 13:20:36.484849,"(6.0, 7.6, 7.490909090909091)","(10.0, 14.5, 14.166666666666666)","(26.0, 75.0, 66.42857142857143)","(11.0, 16.5, 16.363636363636363)","(3.5, 4.4, 4.23125)","(6.0, 8.4, 8.280000000000001)","(2.35, 2.94, 2.89)"
12-01-2023 13:20:37.536734,"(6.0, 8.0, 7.8)","(10.0, 14.5, 13.981481481481481)","(26.0, 75.0, 66.42857142857143)","(11.0, 16.5, 16.363636363636363)","(3.5, 4.4, 4.23125)","(6.0, 8.4, 8.280000000000001)","(2.35, 2.92, 2.868)"
12-01-2023 13:20:38.614171,"(6.0, 8.0, 7.894117647058824)","(10.0, 14.5, 13.3)","(26.0, 75.0, 67.5)","(11.0, 16.5, 17.57142857142857)","(3.5, 4.3, 4.156)","(6.0, 8.4, 8.31304347826087)","(2.35, 2.9, 2.804)"
12-01-2023 13:20:39.760375,"(6.0, 7.6, 7.564705882352941)","(10.0, 13.5, 13.3)","(26.0, 75.0, 68.33333333333333)","(11.0, 19.0, 16.25)","(3.5, 4.3, 4.156)","(6.0, 8.4, 8.72)","(2.35, 2.82, 2.82)"
12-01-2023 13:20:40.865065,"(6.0, 7.6, 7.564705882352941)","(10.0, 13.5, 13.3)","(26.0, 75.0, 67.5)","(11.0, 18.5, 16.8125)","(3.5, 4.3, 4.2749999999999995)","(6.0, 8.8, 8.6)","(2.35, 2.84, 2.8)"
12-01-2023 13:20:41.911993,"(6.0, 7.8, 7.742857142857143)","(10.0, 13.5, 13.3)","(26.0, 75.0, 67.5)","(11.0, 18.5, 16.8125)","(3.5, 4.3, 4.209090909090909)","(6.0, 9.0, 8.6)","(2.35, 2.82, 2.8)"
12-01-2023 13:20:42.978518,"(6.0, 7.6, 7.5473684210526315)","(10.0, 13.5, 13.3)","(26.0, 75.0, 68.33333333333333)","(11.0, 18.5, 16.045454545454547)","(3.5, 4.4, 4.29)","(6.0, 9.0, 8.735294117647058)","(2.35, 2.82, 2.783333333333333)"
12-01-2023 13:20:44.087617,"(6.0, 7.8, 7.714285714285714)","(10.0, 13.5, 13.3)","(26.0, 75.0, 68.33333333333333)","(11.0, 18.5, 16.045454545454547)","(3.5, 4.4, 4.194117647058823)","(6.0, 9.0, 8.869565217391305)","(2.35, 2.8, 2.7946666666666666)"
12-01-2023 13:20:45.180580,"(6.0, 7.8, 7.707692307692308)","(10.0, 14.0, 13.931818181818182)","(26.0, 75.0, 62.72727272727273)","(11.0, 18.5, 16.045454545454547)","(3.5, 4.3, 4.1909090909090905)","(6.0, 9.0, 8.869565217391305)","(2.35, 2.8, 2.804)"
12-01-2023 13:20:46.161546,"(6.0, 7.8, 7.707692307692308)","(10.0, 14.0, 13.934782608695652)","(26.0, 80.0, 63.63636363636363)","(11.0, 18.5, 16.045454545454547)","(3.5, 4.3, 4.1909090909090905)","(6.0, 9.0, 8.869565217391305)","(2.35, 2.84, 2.804)"
12-01-2023 13:20:47.238010,"(6.0, 7.6, 7.5)","(10.0, 13.5, 13.314814814814815)","(26.0, 80.0, 70.52631578947368)","(11.0, 18.5, 16.045454545454547)","(3.5, 4.3, 4.223076923076923)","(6.0, 9.0, 8.9)","(2.35, 2.84, 2.804)"
12-01-2023 13:20:48.344526,"(6.0, 7.6, 7.5)","(10.0, 13.5, 13.25)","(26.0, 80.0, 53.81818181818182)","(11.0, 17.5, 17.0)","(3.5, 4.3, 4.223076923076923)","(6.0, 9.0, 8.9)","(2.35, 2.84, 2.804)"
12-01-2023 13:20:49.369779,"(6.0, 7.6, 7.5)","(10.0, 13.5, 13.25)","(26.0, 80.0, 53.81818181818182)","(11.0, 17.5, 17.192307692307693)","(3.5, 4.3, 4.328571428571429)","(6.0, 9.0, 9.233333333333334)","(2.35, 2.84, 2.808695652173913)"
12-01-2023 13:20:50.484299,"(6.0, 7.6, 7.5)","(10.0, 13.5, 13.25)","(26.0, 80.0, 53.81818181818182)","(11.0, 17.5, 17.192307692307693)","(3.5, 4.4, 4.254838709677419)","(6.0, 9.4, 9.135294117647058)","(2.35, 2.84, 2.808695652173913)"
12-01-2023 13:20:51.611154,"(6.0, 7.6, 7.52)","(10.0, 13.5, 13.25)","(26.0, 80.0, 53.81818181818182)","(11.0, 17.5, 17.166666666666668)","(3.5, 4.4, 4.254838709677419)","(6.0, 9.4, 9.135294117647058)","(2.35, 2.84, 2.808695652173913)"
12-01-2023 13:20:52.610854,"(6.0, 7.6, 7.52)","(10.0, 13.5, 13.25)","(26.0, 80.0, 53.81818181818182)","(11.0, 17.5, 17.166666666666668)","(3.5, 4.4, 4.239285714285714)","(6.0, 9.4, 9.089655172413794)","(2.35, 2.84, 2.808695652173913)"
12-01-2023 13:20:53.649915,"(6.0, 7.6, 7.536363636363636)","(10.0, 14.0, 13.931818181818182)","(26.0, 80.0, 53.81818181818182)","(11.0, 17.5, 17.136363636363637)","(3.5, 4.4, 4.239285714285714)","(6.0, 9.4, 9.089655172413794)","(2.35, 2.84, 2.808695652173913)"
12-01-2023 13:20:54.812661,"(6.0, 7.6, 7.536363636363636)","(10.0, 14.0, 13.307692307692308)","(26.0, 80.0, 51.578947368421055)","(11.0, 17.5, 17.136363636363637)","(3.5, 4.4, 4.239285714285714)","(6.0, 9.4, 9.114285714285714)","(2.35, 2.84, 2.797142857142857)"
12-01-2023 13:20:55.944479,"(6.0, 7.6, 7.536363636363636)","(10.0, 13.5, 13.307692307692308)","(26.0, 80.0, 51.578947368421055)","(11.0, 17.5, 17.136363636363637)","(3.5, 4.4, 4.2043478260869565)","(6.0, 9.4, 9.269565217391305)","(2.35, 2.84, 2.814736842105263)"
12-01-2023 13:20:57.070924,"(6.0, 7.6, 7.536363636363636)","(10.0, 13.5, 13.307692307692308)","(26.0, 80.0, 51.578947368421055)","(11.0, 17.5, 17.136363636363637)","(3.5, 4.4, 4.2043478260869565)","(6.0, 9.4, 9.269565217391305)","(2.35, 2.82, 2.814736842105263)"
12-01-2023 13:20:58.176044,"(6.0, 7.6, 7.511111111111111)","(10.0, 13.5, 13.307692307692308)","(26.0, 80.0, 51.578947368421055)","(11.0, 17.5, 17.136363636363637)","(3.5, 4.4, 4.2043478260869565)","(6.0, 9.4, 9.269565217391305)","(2.35, 2.82, 2.814736842105263)"
12-01-2023 13:20:59.205768,"(6.0, 7.6, 7.511111111111111)","(10.0, 13.5, 13.307692307692308)","(26.0, 80.0, 51.578947368421055)","(11.0, 17.5, 17.136363636363637)","(3.5, 4.4, 4.2043478260869565)","(6.0, 9.4, 9.269565217391305)","(2.35, 2.82, 2.79578947368421)"
12-01-2023 13:21:00.263987,"(6.0, 7.6, 7.511111111111111)","(10.0, 13.5, 13.307692307692308)","(26.0, 80.0, 51.578947368421055)","(11.0, 17.5, 17.136363636363637)","(3.5, 4.4, 4.2043478260869565)","(6.0, 9.4, 9.269565217391305)","(2.35, 2.8, 2.79578947368421)"
12-01-2023 13:21:01.320776,"(6.0, 7.6, 7.511111111111111)","(10.0, 14.0, 13.869565217391305)","(26.0, 80.0, 54.95652173913044)","(11.0, 17.5, 17.136363636363637)","(3.5, 4.4, 4.2043478260869565)","(6.0, 9.4, 9.269565217391305)","(2.35, 2.8, 2.7649999999999997)"
12-01-2023 13:21:02.405952,"(6.0, 7.6, 7.511111111111111)","(10.0, 14.0, 13.375)","(26.0, 80.0, 54.95652173913044)","(11.0, 17.5, 17.136363636363637)","(3.5, 4.4, 4.2043478260869565)","(6.0, 9.4, 9.352380952380953)","(2.35, 2.78, 2.7384615384615385)"
12-01-2023 13:21:03.550058,"(6.0, 7.6, 7.511111111111111)","(10.0, 13.5, 13.083333333333334)","(26.0, 80.0, 49.68421052631579)","(11.0, 17.5, 16.833333333333332)","(3.5, 4.4, 4.144444444444444)","(6.0, 9.4, 9.364705882352942)","(2.35, 2.8, 2.756)"
12-01-2023 13:21:04.626097,"(6.0, 7.6, 7.553846153846154)","(10.0, 13.0, 12.9)","(26.0, 80.0, 61.05263157894737)","(11.0, 17.5, 17.136363636363637)","(3.5, 4.2, 4.131818181818182)","(6.0, 9.4, 9.364705882352942)","(2.35, 2.78, 2.7425)"
12-01-2023 13:21:05.617616,"(6.0, 7.6, 7.553846153846154)","(10.0, 13.0, 12.9)","(26.0, 80.0, 61.05263157894737)","(11.0, 17.5, 17.214285714285715)","(3.5, 4.2, 4.131818181818182)","(6.0, 9.4, 9.378571428571428)","(2.35, 2.78, 2.748)"
12-01-2023 13:21:06.702816,"(6.0, 7.6, 7.553846153846154)","(10.0, 13.0, 12.9)","(26.0, 80.0, 61.05263157894737)","(11.0, 17.5, 17.192307692307693)","(3.5, 4.2, 4.134782608695652)","(6.0, 9.4, 9.378571428571428)","(2.35, 2.78, 2.7454545454545456)"
12-01-2023 13:21:07.776325,"(6.0, 7.6, 7.553846153846154)","(10.0, 13.0, 12.9)","(26.0, 80.0, 61.05263157894737)","(11.0, 17.5, 17.192307692307693)","(3.5, 4.2, 4.131818181818182)","(6.0, 9.4, 9.378571428571428)","(2.35, 2.8, 2.7725)"
12-01-2023 13:21:08.832919,"(6.0, 7.6, 7.553846153846154)","(10.0, 13.0, 12.9)","(26.0, 80.0, 55.45454545454545)","(11.0, 17.5, 17.166666666666668)","(3.5, 4.2, 4.131818181818182)","(6.0, 9.4, 9.336842105263159)","(2.35, 2.78, 2.7725)"
12-01-2023 13:21:09.895147,"(6.0, 7.6, 7.553846153846154)","(10.0, 13.5, 13.071428571428571)","(26.0, 80.0, 55.45454545454545)","(11.0, 17.5, 17.166666666666668)","(3.5, 4.2, 4.1375)","(6.0, 9.4, 9.533333333333333)","(2.35, 2.78, 2.7454545454545456)"
12-01-2023 13:21:10.997370,"(6.0, 7.6, 7.553846153846154)","(10.0, 13.5, 13.071428571428571)","(31.0, 80.0, 55.45454545454545)","(11.0, 17.5, 17.055555555555557)","(3.5, 4.2, 4.164285714285715)","(6.0, 10.0, 9.178947368421053)","(2.35, 2.8, 2.7454545454545456)"
12-01-2023 13:21:12.111008,"(6.0, 7.8, 7.733333333333333)","(10.0, 13.5, 13.17741935483871)","(31.0, 80.0, 55.45454545454545)","(11.0, 17.5, 16.928571428571427)","(3.5, 4.2, 4.131818181818182)","(6.0, 9.2, 9.36)","(2.35, 2.8, 2.7725)"
12-01-2023 13:21:13.141269,"(6.0, 7.8, 7.763636363636364)","(10.0, 13.0, 12.9)","(31.0, 80.0, 61.666666666666664)","(11.0, 17.5, 17.136363636363637)","(3.5, 4.2, 4.130434782608695)","(6.0, 9.4, 9.184615384615384)","(2.35, 2.78, 2.7784615384615385)"
12-01-2023 13:21:14.223792,"(6.0, 7.8, 7.763636363636364)","(10.0, 13.0, 12.9)","(31.0, 80.0, 62.22222222222222)","(11.0, 17.5, 17.166666666666668)","(3.5, 4.2, 4.130434782608695)","(6.0, 9.2, 9.36923076923077)","(2.35, 2.8, 2.7666666666666666)"
12-01-2023 13:21:15.244562,"(6.0, 7.8, 7.763636363636364)","(10.0, 13.0, 12.884615384615385)","(31.0, 80.0, 62.22222222222222)","(11.0, 17.5, 17.166666666666668)","(3.5, 4.2, 4.130434782608695)","(6.0, 9.4, 9.36923076923077)","(2.35, 2.8, 2.7666666666666666)"
12-01-2023 13:21:16.256241,"(6.0, 7.8, 7.763636363636364)","(10.0, 13.0, 12.884615384615385)","(31.0, 75.0, 63.75)","(11.0, 17.5, 15.0)","(3.5, 4.2, 4.130434782608695)","(6.0, 9.4, 9.36923076923077)","(2.35, 2.8, 2.7666666666666666)"
12-01-2023 13:21:17.282611,"(6.0, 7.8, 7.7749999999999995)","(10.0, 13.0, 12.884615384615385)","(31.0, 75.0, 53.4)","(11.0, 17.5, 17.5)","(3.5, 4.2, 4.130434782608695)","(6.0, 9.4, 9.378947368421054)","(2.35, 2.8, 2.7666666666666666)"
12-01-2023 13:21:18.373668,"(6.0, 7.8, 7.7749999999999995)","(10.0, 13.0, 12.976190476190476)","(31.0, 75.0, 53.4)","(11.0, 19.0, 16.666666666666668)","(3.5, 4.2, 4.193333333333333)","(6.0, 9.4, 9.378947368421054)","(2.35, 2.8, 2.7666666666666666)"
12-01-2023 13:21:19.456764,"(6.0, 7.8, 7.7749999999999995)","(10.0, 13.0, 12.976190476190476)","(31.0, 80.0, 54.95652173913044)","(11.0, 19.0, 16.666666666666668)","(3.5, 4.2, 4.131818181818182)","(6.0, 9.4, 9.378947368421054)","(2.35, 2.8, 2.7666666666666666)"
12-01-2023 13:21:20.529046,"(6.0, 7.8, 7.776470588235294)","(10.0, 13.0, 12.976190476190476)","(31.0, 80.0, 54.95652173913044)","(11.0, 19.0, 18.166666666666668)","(3.5, 4.2, 4.054545454545455)","(6.0, 9.4, 9.566666666666666)","(2.35, 2.8, 2.8049999999999997)"
12-01-2023 13:21:21.709507,"(6.0, 7.8, 7.7555555555555555)","(10.0, 13.0, 12.884615384615385)","(31.0, 80.0, 56.31578947368421)","(11.0, 19.0, 16.8125)","(3.5, 4.1, 4.0469387755102035)","(6.0, 9.6, 9.573333333333332)","(2.35, 2.82, 2.8105263157894735)"
12-01-2023 13:21:22.829012,"(6.0, 7.8, 7.7555555555555555)","(10.0, 13.0, 12.884615384615385)","(31.0, 80.0, 56.31578947368421)","(11.0, 19.0, 17.653846153846153)","(3.5, 4.1, 4.0469387755102035)","(6.0, 9.6, 9.573333333333332)","(2.35, 2.82, 2.818181818181818)"
12-01-2023 13:21:23.872905,"(6.0, 7.6, 7.52)","(10.0, 13.0, 12.884615384615385)","(31.0, 80.0, 51.578947368421055)","(11.0, 19.0, 17.653846153846153)","(3.5, 4.1, 3.9833333333333334)","(6.0, 9.6, 9.819354838709677)","(2.35, 2.84, 2.818181818181818)"
12-01-2023 13:21:25.061308,"(6.0, 7.6, 7.536842105263157)","(10.0, 13.0, 12.884615384615385)","(31.0, 80.0, 51.578947368421055)","(11.0, 19.0, 16.11764705882353)","(3.5, 4.0, 3.975)","(6.0, 10.0, 9.819354838709677)","(2.35, 2.84, 2.819047619047619)"
12-01-2023 13:21:26.257681,"(6.0, 7.6, 7.536842105263157)","(10.0, 13.0, 12.976190476190476)","(31.0, 80.0, 54.95652173913044)","(11.0, 19.0, 16.772727272727273)","(3.5, 4.0, 3.9235294117647057)","(6.0, 10.0, 9.776)","(2.35, 2.84, 2.818181818181818)"
12-01-2023 13:21:27.446716,"(6.0, 7.6, 7.572727272727272)","(10.0, 13.0, 12.976190476190476)","(31.0, 80.0, 54.95652173913044)","(11.0, 19.0, 16.27777777777778)","(3.5, 4.1, 3.8138888888888887)","(6.0, 10.0, 9.776)","(2.35, 2.84, 2.818181818181818)"
12-01-2023 13:21:28.492950,"(6.0, 7.6, 7.568421052631579)","(10.0, 13.0, 12.976190476190476)","(31.0, 80.0, 60.0)","(11.0, 19.0, 16.27777777777778)","(3.5, 3.85, 3.8583333333333334)","(6.0, 10.0, 9.776)","(2.35, 2.84, 2.8249999999999997)"
12-01-2023 13:21:29.531355,"(6.0, 7.6, 7.566666666666666)","(10.0, 13.0, 12.976190476190476)","(31.0, 80.0, 62.0)","(11.0, 19.0, 16.11764705882353)","(3.5, 3.9, 3.8642857142857143)","(6.0, 10.0, 9.815384615384616)","(2.35, 2.84, 2.87)"
12-01-2023 13:21:30.642408,"(6.0, 7.6, 7.566666666666666)","(10.0, 13.0, 12.884615384615385)","(31.0, 80.0, 61.666666666666664)","(11.0, 18.5, 16.666666666666668)","(3.5, 3.9, 3.8285714285714283)","(6.0, 10.0, 9.7)","(2.35, 2.88, 2.8757142857142854)"
12-01-2023 13:21:31.746469,"(6.0, 7.6, 7.566666666666666)","(10.0, 13.0, 12.884615384615385)","(31.0, 80.0, 61.666666666666664)","(11.0, 19.0, 17.352941176470587)","(3.5, 3.9, 3.8105263157894735)","(6.0, 10.0, 9.77142857142857)","(2.35, 2.88, 2.856923076923077)"
12-01-2023 13:21:32.826658,"(6.0, 7.6, 7.564705882352941)","(10.0, 13.0, 12.884615384615385)","(31.0, 80.0, 61.666666666666664)","(10.0, 19.0, 17.157894736842106)","(3.5, 3.9, 3.8055555555555554)","(6.5, 10.0, 9.933333333333334)","(2.35, 2.86, 2.856923076923077)"
12-01-2023 13:21:33.897800,"(6.0, 7.6, 7.557142857142857)","(10.0, 13.0, 12.88)","(31.0, 80.0, 61.666666666666664)","(10.0, 19.0, 17.055555555555557)","(3.5, 3.9, 3.8)","(6.5, 10.0, 9.933333333333334)","(2.35, 2.86, 2.88875)"
12-01-2023 13:21:34.998227,"(6.0, 7.6, 7.564705882352941)","(10.0, 13.0, 12.884615384615385)","(31.0, 80.0, 61.666666666666664)","(10.0, 19.0, 16.25)","(3.5, 3.85, 3.943452380952381)","(6.5, 10.0, 9.866666666666667)","(2.35, 2.92, 2.873333333333333)"
12-01-2023 13:21:35.985767,"(6.0, 7.8, 7.79047619047619)","(10.0, 13.0, 12.956521739130435)","(31.0, 80.0, 60.588235294117645)","(10.0, 19.0, 16.25)","(3.5, 3.95, 3.9892215568862275)","(6.5, 10.0, 9.77142857142857)","(2.35, 2.88, 2.873333333333333)"
12-01-2023 13:21:37.158780,"(6.0, 7.8, 7.79047619047619)","(10.0, 13.0, 12.977272727272727)","(31.0, 75.0, 73.52941176470588)","(10.0, 19.0, 16.973684210526315)","(3.5, 4.0, 3.986764705882353)","(6.5, 10.0, 9.4)","(2.35, 2.88, 2.8555555555555556)"
12-01-2023 13:21:38.339836,"(6.0, 7.8, 7.79047619047619)","(10.0, 13.0, 12.88888888888889)","(31.0, 75.0, 61.666666666666664)","(10.0, 19.0, 17.73076923076923)","(3.5, 4.0, 3.90625)","(6.5, 10.0, 9.89090909090909)","(2.35, 2.86, 2.8866666666666667)"
12-01-2023 13:21:39.399659,"(6.0, 7.8, 7.79047619047619)","(10.0, 13.0, 12.88888888888889)","(31.0, 80.0, 61.666666666666664)","(10.0, 18.5, 16.11904761904762)","(3.5, 4.0, 3.9859649122807017)","(6.5, 10.0, 9.8)","(2.4, 2.94, 2.893333333333333)"
12-01-2023 13:21:40.569825,"(6.0, 7.8, 7.790361445783132)","(10.0, 13.0, 12.87037037037037)","(31.0, 80.0, 62.0)","(10.0, 18.5, 16.142857142857142)","(3.5, 4.0, 3.9821022727272726)","(6.5, 10.0, 8.971428571428572)","(2.4, 2.92, 2.9066666666666667)"
12-01-2023 13:21:41.780088,"(6.0, 7.8, 7.790361445783132)","(10.0, 13.0, 12.865384615384615)","(31.0, 80.0, 62.0)","(10.0, 18.5, 16.142857142857142)","(3.5, 4.0, 3.9821022727272726)","(6.5, 10.0, 8.971428571428572)","(2.4, 2.94, 2.893333333333333)"
12-01-2023 13:21:42.925708,"(6.0, 7.8, 7.785714285714286)","(10.0, 13.0, 12.865384615384615)","(31.0, 80.0, 62.0)","(10.0, 18.5, 16.142857142857142)","(3.5, 4.0, 3.982)","(6.5, 10.0, 8.971428571428572)","(2.4, 2.96, 2.9)"
12-01-2023 13:21:43.998530,"(6.0, 7.6, 7.575555555555555)","(10.0, 13.0, 12.956521739130435)","(31.0, 80.0, 60.0)","(10.0, 18.5, 16.0)","(3.5, 4.0, 3.985)","(6.5, 10.0, 9.0)","(2.4, 2.94, 2.935)"
12-01-2023 13:21:45.253007,"(6.0, 7.6, 7.559595959595959)","(10.0, 13.0, 12.977272727272727)","(31.0, 80.0, 60.0)","(10.0, 17.0, 15.875)","(3.5, 4.0, 3.9285714285714284)","(6.5, 10.0, 9.166666666666666)","(2.4, 2.98, 2.928888888888889)"
12-01-2023 13:21:46.461834,"(6.0, 7.4, 7.333333333333334)","(10.0, 13.0, 12.862068965517242)","(31.0, 80.0, 62.0)","(10.0, 17.0, 16.272727272727273)","(3.5, 4.0, 3.9222222222222225)","(6.5, 10.0, 9.454545454545455)","(2.4, 3.0, 2.925)"
12-01-2023 13:21:47.539089,"(6.0, 7.4, 7.208333333333334)","(10.0, 13.0, 12.851851851851851)","(31.0, 80.0, 62.0)","(10.0, 16.5, 16.272727272727273)","(3.5, 3.95, 3.9222222222222225)","(6.5, 10.0, 9.166666666666666)","(2.4, 3.0, 2.925)"
12-01-2023 13:21:48.738826,"(6.0, 7.4, 7.011428571428572)","(10.0, 13.0, 12.851851851851851)","(31.0, 80.0, 62.5)","(10.0, 16.5, 15.710526315789474)","(3.5, 3.9, 3.841666666666667)","(6.5, 10.0, 9.166666666666666)","(2.4, 3.0, 2.945)"
12-01-2023 13:21:50.065657,"(6.0, 7.4, 7.010810810810811)","(10.0, 13.0, 12.756756756756756)","(31.0, 80.0, 62.0)","(10.0, 16.5, 15.710526315789474)","(3.5, 3.85, 3.83)","(6.5, 10.0, 9.714285714285714)","(2.4, 3.0, 2.945)"
12-01-2023 13:21:51.473500,"(6.0, 7.4, 7.010810810810811)","(10.0, 13.0, 13.484375)","(31.0, 80.0, 60.714285714285715)","(10.0, 16.5, 15.710526315789474)","(3.5, 3.9, 3.9469696969696972)","(6.5, 10.0, 9.636363636363637)","(2.4, 3.0, 2.9446153846153846)"
12-01-2023 13:21:52.562412,"(6.0, 7.4, 7.010810810810811)","(10.0, 13.5, 13.484375)","(31.0, 80.0, 60.714285714285715)","(10.0, 16.5, 14.625)","(3.5, 3.95, 3.933333333333333)","(7.0, 10.0, 9.75)","(2.45, 3.0, 2.9446153846153846)"
12-01-2023 13:21:53.677107,"(6.0, 7.0, 6.9222222222222225)","(10.0, 13.5, 13.325)","(31.0, 80.0, 60.434782608695656)","(10.0, 16.5, 15.346153846153847)","(3.5, 4.0, 4.02)","(7.0, 10.0, 9.75)","(2.45, 3.0, 2.9446153846153846)"
12-01-2023 13:21:54.850145,"(6.0, 7.0, 6.9)","(10.0, 13.5, 13.479166666666666)","(31.0, 80.0, 61.25)","(10.0, 16.5, 13.928571428571429)","(3.5, 4.1, 4.037254901960784)","(7.0, 10.0, 9.75)","(2.45, 3.0, 2.9446153846153846)"
12-01-2023 13:21:56.064063,"(6.0, 6.6, 6.56)","(10.0, 13.5, 13.479166666666666)","(31.0, 80.0, 61.25)","(10.0, 16.5, 14.0)","(3.5, 4.1, 4.069565217391304)","(7.0, 10.0, 9.75)","(2.45, 3.0, 2.98)"
12-01-2023 13:21:57.254182,"(6.0, 6.4, 6.36923076923077)","(10.0, 14.0, 13.479166666666666)","(31.0, 80.0, 55.76923076923077)","(10.0, 16.5, 14.0)","(3.5, 4.1, 4.073684210526316)","(7.0, 10.0, 9.75)","(2.45, 3.0, 2.96)"
12-01-2023 13:21:58.443710,"(6.0, 6.4, 6.325)","(10.0, 13.5, 13.446808510638299)","(31.0, 60.0, 55.76923076923077)","(10.0, 16.5, 14.0)","(3.5, 4.1, 4.093333333333333)","(7.0, 10.0, 9.95)","(2.45, 3.0, 2.9509090909090907)"
12-01-2023 13:21:59.580078,"(6.0, 6.6, 6.45)","(10.0, 14.0, 13.446808510638299)","(31.0, 60.0, 55.76923076923077)","(10.0, 16.5, 14.0)","(3.5, 4.1, 4.043478260869565)","(7.0, 10.0, 9.5)","(2.45, 3.0, 3.0625)"
