,Not Today,Turbo Worm,Wonder Woolly,Japanese Black,Stay Humble,Kitty Keen
12-01-2023 15:52:55.031424,"(12.0, 40.0, 36.23529411764706)","(1.65, 1.85, 1.8250000000000002)","(20.0, 60.0, 45.31578947368421)","(15.0, 30.0, 29.53846153846154)","(17.0, 48.0, 47.333333333333336)","(2.5, 2.94, 2.854285714285714)"
12-01-2023 15:52:56.172756,"(12.0, 40.0, 37.77777777777778)","(1.65, 1.85, 1.8461538461538463)","(20.0, 60.0, 45.31578947368421)","(15.0, 30.0, 29.53846153846154)","(17.0, 48.0, 47.0)","(2.5, 2.86, 2.854285714285714)"
12-01-2023 15:52:57.315264,"(12.0, 40.0, 38.333333333333336)","(1.65, 1.85, 1.8473684210526318)","(20.0, 60.0, 45.31578947368421)","(15.0, 30.0, 29.53846153846154)","(17.0, 48.0, 47.0)","(2.5, 2.86, 2.854285714285714)"
12-01-2023 15:52:58.311277,"(12.0, 40.0, 38.333333333333336)","(1.65, 1.85, 1.8473684210526318)","(20.0, 60.0, 45.31578947368421)","(15.0, 30.0, 29.53846153846154)","(17.0, 48.0, 47.333333333333336)","(2.5, 2.86, 2.854285714285714)"
12-01-2023 15:52:59.401929,"(12.0, 40.0, 38.333333333333336)","(1.65, 1.85, 1.8473684210526318)","(20.0, 60.0, 45.31578947368421)","(15.0, 30.0, 29.53846153846154)","(17.0, 48.0, 47.333333333333336)","(2.5, 2.86, 2.854285714285714)"
12-01-2023 15:53:00.545494,"(12.0, 40.0, 38.333333333333336)","(1.65, 1.85, 1.8473684210526318)","(20.0, 60.0, 45.31578947368421)","(15.0, 30.0, 29.53846153846154)","(17.0, 48.0, 47.0)","(2.5, 2.86, 2.854285714285714)"
12-01-2023 15:53:01.606773,"(12.0, 40.0, 35.55555555555556)","(1.65, 1.85, 1.846875)","(20.0, 60.0, 45.31578947368421)","(15.0, 30.0, 29.53846153846154)","(17.0, 48.0, 47.0)","(2.5, 2.86, 2.8885714285714283)"
12-01-2023 15:53:02.645076,"(12.0, 40.0, 34.666666666666664)","(1.65, 1.85, 1.8461538461538463)","(20.0, 60.0, 45.31578947368421)","(15.0, 30.0, 29.53846153846154)","(17.0, 48.0, 47.0)","(2.5, 2.9, 2.9314285714285715)"
12-01-2023 15:53:03.778315,"(12.0, 38.0, 36.666666666666664)","(1.65, 1.84, 1.8208695652173914)","(20.0, 60.0, 50.333333333333336)","(15.0, 30.0, 29.53846153846154)","(17.0, 48.0, 47.0)","(2.5, 2.94, 2.8527272727272726)"
12-01-2023 15:53:04.815844,"(12.0, 38.0, 37.6)","(1.65, 1.84, 1.8295238095238096)","(20.0, 60.0, 50.333333333333336)","(15.0, 30.0, 29.53846153846154)","(17.0, 48.0, 47.333333333333336)","(2.5, 2.88, 2.8499999999999996)"
12-01-2023 15:53:05.855001,"(12.0, 40.0, 38.0)","(1.65, 1.84, 1.8262500000000002)","(20.0, 60.0, 50.333333333333336)","(15.0, 30.0, 29.53846153846154)","(17.0, 48.0, 47.333333333333336)","(2.5, 2.86, 2.8499999999999996)"
12-01-2023 15:53:06.964974,"(12.0, 40.0, 38.0)","(1.65, 1.84, 1.8295238095238096)","(20.0, 60.0, 46.46666666666667)","(15.0, 30.0, 29.53846153846154)","(17.0, 48.0, 47.333333333333336)","(2.5, 2.86, 2.8499999999999996)"
12-01-2023 15:53:08.034582,"(12.0, 40.0, 38.0)","(1.65, 1.84, 1.8295238095238096)","(20.0, 60.0, 46.46666666666667)","(15.0, 30.0, 29.53846153846154)","(17.0, 48.0, 47.333333333333336)","(2.5, 2.86, 2.8499999999999996)"
12-01-2023 15:53:09.148952,"(12.0, 40.0, 38.0)","(1.65, 1.84, 1.8224)","(20.0, 60.0, 46.46666666666667)","(15.0, 30.0, 29.53846153846154)","(17.0, 48.0, 46.285714285714285)","(2.5, 2.86, 2.88)"
12-01-2023 15:53:10.235321,"(12.0, 40.0, 36.95238095238095)","(1.65, 1.84, 1.8224)","(20.0, 60.0, 46.46666666666667)","(15.0, 30.0, 29.53846153846154)","(17.0, 48.0, 47.0)","(2.5, 2.9, 2.88)"
12-01-2023 15:53:11.351053,"(12.0, 40.0, 36.95238095238095)","(1.65, 1.84, 1.8224)","(20.0, 60.0, 46.46666666666667)","(15.0, 30.0, 29.5)","(17.0, 48.0, 47.0)","(2.5, 2.9, 2.88)"
12-01-2023 15:53:12.444649,"(12.0, 40.0, 36.95238095238095)","(1.65, 1.84, 1.8224)","(20.0, 60.0, 46.51851851851852)","(15.0, 30.0, 29.333333333333332)","(17.0, 48.0, 47.0)","(2.5, 2.9, 2.8384)"
12-01-2023 15:53:13.549055,"(12.0, 40.0, 37.0)","(1.65, 1.84, 1.8276923076923077)","(20.0, 60.0, 46.51851851851852)","(15.0, 30.0, 29.53846153846154)","(17.0, 48.0, 49.6)","(2.5, 2.84, 2.803934426229508)"
12-01-2023 15:53:14.650914,"(12.0, 40.0, 37.391304347826086)","(1.65, 1.84, 1.8721739130434782)","(20.0, 60.0, 49.333333333333336)","(15.0, 30.0, 28.2)","(17.0, 55.0, 52.54545454545455)","(2.5, 2.82, 2.7423762376237626)"
12-01-2023 15:53:15.783695,"(12.0, 40.0, 34.54545454545455)","(1.65, 1.88, 1.8866666666666667)","(20.0, 60.0, 47.78947368421053)","(15.0, 30.0, 27.75)","(17.0, 55.0, 53.3125)","(2.5, 2.82, 2.744615384615385)"
12-01-2023 15:53:16.871773,"(12.0, 40.0, 35.03448275862069)","(1.65, 1.92, 1.875)","(20.0, 60.0, 47.78947368421053)","(15.0, 30.0, 27.75)","(17.0, 55.0, 52.5)","(2.5, 2.82, 2.744615384615385)"
12-01-2023 15:53:18.024706,"(12.0, 40.0, 35.03448275862069)","(1.65, 1.92, 1.88)","(20.0, 60.0, 48.95238095238095)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 50.90909090909091)","(2.5, 2.82, 2.748)"
12-01-2023 15:53:19.130683,"(12.0, 40.0, 34.666666666666664)","(1.65, 1.92, 1.8851612903225807)","(20.0, 60.0, 47.78947368421053)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 49.6)","(2.5, 2.82, 2.7520000000000002)"
12-01-2023 15:53:20.204843,"(12.0, 40.0, 34.666666666666664)","(1.65, 1.92, 1.8646153846153848)","(20.0, 60.0, 47.78947368421053)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 49.6)","(2.5, 2.8, 2.7520000000000002)"
12-01-2023 15:53:21.416791,"(12.0, 40.0, 34.666666666666664)","(1.65, 1.92, 1.8951724137931034)","(20.0, 60.0, 47.78947368421053)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 49.6)","(2.5, 2.8, 2.7520000000000002)"
12-01-2023 15:53:22.702751,"(12.0, 40.0, 34.666666666666664)","(1.65, 1.92, 1.9075)","(20.0, 60.0, 51.333333333333336)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 49.6)","(2.5, 2.8, 2.729230769230769)"
12-01-2023 15:53:23.871992,"(12.0, 40.0, 34.666666666666664)","(1.65, 1.92, 1.9075)","(20.0, 55.0, 48.4)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 49.6)","(2.5, 2.76, 2.7266666666666666)"
12-01-2023 15:53:24.978423,"(12.0, 40.0, 34.666666666666664)","(1.65, 1.92, 1.8985714285714286)","(20.0, 55.0, 48.4)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 49.6)","(2.5, 2.76, 2.7266666666666666)"
12-01-2023 15:53:26.169439,"(12.0, 40.0, 35.03448275862069)","(1.65, 1.92, 1.9075)","(20.0, 55.0, 48.4)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 49.6)","(2.5, 2.76, 2.721276595744681)"
12-01-2023 15:53:27.236011,"(12.0, 40.0, 35.03448275862069)","(1.65, 1.92, 1.9075)","(20.0, 55.0, 48.4)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 49.6)","(2.5, 2.74, 2.7225)"
12-01-2023 15:53:28.349467,"(12.0, 40.0, 34.666666666666664)","(1.65, 1.92, 1.9084615384615384)","(20.0, 55.0, 48.4)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 49.6)","(2.5, 2.74, 2.7225)"
12-01-2023 15:53:29.489420,"(12.0, 40.0, 34.666666666666664)","(1.65, 1.92, 1.914642857142857)","(20.0, 55.0, 39.7)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 49.6)","(2.5, 2.74, 2.7217647058823533)"
12-01-2023 15:53:30.554348,"(12.0, 40.0, 35.03448275862069)","(1.65, 1.92, 1.914642857142857)","(20.0, 55.0, 39.7)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 49.6)","(2.5, 2.74, 2.7022222222222223)"
12-01-2023 15:53:31.659420,"(12.0, 40.0, 35.03448275862069)","(1.65, 1.92, 1.913076923076923)","(20.0, 50.0, 42.285714285714285)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 49.6)","(2.5, 2.72, 2.705)"
12-01-2023 15:53:32.803146,"(12.0, 40.0, 35.03448275862069)","(1.65, 1.92, 1.90875)","(20.0, 50.0, 45.05882352941177)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 49.6)","(2.5, 2.72, 2.7022222222222223)"
12-01-2023 15:53:33.872457,"(12.0, 38.0, 37.64705882352941)","(1.65, 1.92, 1.913076923076923)","(20.0, 50.0, 45.05882352941177)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 49.6)","(2.5, 2.72, 2.702352941176471)"
12-01-2023 15:53:34.915835,"(12.0, 38.0, 36.8)","(1.65, 1.92, 1.9114285714285713)","(20.0, 50.0, 45.05882352941177)","(15.0, 30.0, 28.5)","(17.0, 55.0, 49.6)","(2.5, 2.74, 2.702352941176471)"
12-01-2023 15:53:36.052482,"(12.0, 38.0, 35.2)","(1.65, 1.92, 1.9066666666666665)","(20.0, 50.0, 45.88235294117647)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 49.6)","(2.5, 2.74, 2.702352941176471)"
12-01-2023 15:53:37.232685,"(12.0, 38.0, 35.2)","(1.65, 1.92, 1.914)","(20.0, 50.0, 43.7037037037037)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 49.6)","(2.5, 2.74, 2.704)"
12-01-2023 15:53:38.207734,"(12.0, 38.0, 35.2)","(1.65, 1.92, 1.914)","(20.0, 50.0, 43.7037037037037)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 49.6)","(2.5, 2.74, 2.7211111111111115)"
12-01-2023 15:53:39.271338,"(12.0, 38.0, 35.2)","(1.65, 1.92, 1.914)","(20.0, 50.0, 43.7037037037037)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 49.6)","(2.5, 2.74, 2.7211111111111115)"
12-01-2023 15:53:40.427467,"(12.0, 38.0, 35.2)","(1.65, 1.92, 1.914)","(20.0, 50.0, 43.7037037037037)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 49.6)","(2.5, 2.74, 2.7085714285714286)"
12-01-2023 15:53:41.587852,"(12.0, 38.0, 34.5)","(1.65, 1.92, 1.911111111111111)","(20.0, 50.0, 44.76923076923077)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 49.6)","(2.5, 2.72, 2.7054545454545456)"
12-01-2023 15:53:42.679841,"(12.0, 38.0, 34.5)","(1.65, 1.92, 1.914)","(20.0, 50.0, 44.76923076923077)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 49.6)","(2.5, 2.72, 2.7037500000000003)"
12-01-2023 15:53:43.953533,"(12.0, 38.0, 34.5)","(1.65, 1.92, 1.8622402597402599)","(20.0, 50.0, 44.76923076923077)","(15.0, 30.0, 28.285714285714285)","(17.0, 55.0, 49.6)","(2.5, 2.72, 2.747272727272727)"
12-01-2023 15:53:45.055591,"(12.0, 38.0, 34.5)","(1.65, 1.89, 1.846)","(20.0, 50.0, 44.76923076923077)","(15.0, 30.0, 28.363636363636363)","(17.0, 55.0, 51.785714285714285)","(2.5, 2.78, 2.7866666666666666)"
12-01-2023 15:53:46.412740,"(12.0, 38.0, 36.470588235294116)","(1.65, 1.86, 1.8515789473684212)","(20.0, 50.0, 45.46666666666667)","(15.0, 30.0, 28.666666666666668)","(17.0, 55.0, 51.785714285714285)","(2.5, 2.8, 2.7706666666666666)"
12-01-2023 15:53:47.529477,"(12.0, 38.0, 36.470588235294116)","(1.65, 1.86, 1.8515789473684212)","(20.0, 50.0, 45.46666666666667)","(15.0, 30.0, 33.36363636363636)","(17.0, 55.0, 52.0)","(2.5, 2.78, 2.78)"
12-01-2023 15:53:48.486101,"(12.0, 38.0, 34.94117647058823)","(1.65, 1.86, 1.8490909090909091)","(21.0, 50.0, 45.142857142857146)","(17.0, 34.0, 33.36363636363636)","(19.0, 55.0, 52.0)","(2.45, 2.8, 2.7688888888888887)"
12-01-2023 15:53:49.569313,"(14.0, 38.0, 34.94117647058823)","(1.65, 1.85, 1.8463076923076924)","(21.0, 48.0, 45.04347826086956)","(17.0, 36.0, 35.45454545454545)","(19.0, 55.0, 52.0)","(2.45, 2.8, 2.769473684210526)"
12-01-2023 15:53:50.690129,"(14.0, 38.0, 35.111111111111114)","(1.65, 1.85, 1.8466666666666667)","(21.0, 48.0, 45.04347826086956)","(17.0, 36.0, 35.53846153846154)","(19.0, 55.0, 52.0)","(2.45, 2.78, 2.7925)"
12-01-2023 15:53:51.882520,"(14.0, 38.0, 35.111111111111114)","(1.65, 1.85, 1.8466666666666667)","(21.0, 48.0, 45.04347826086956)","(17.0, 36.0, 35.53846153846154)","(19.0, 55.0, 52.0)","(2.45, 2.8, 2.7688888888888887)"
12-01-2023 15:53:52.962506,"(14.0, 38.0, 35.06666666666667)","(1.65, 1.85, 1.8488235294117648)","(21.0, 48.0, 45.04347826086956)","(17.0, 36.0, 35.53846153846154)","(19.0, 55.0, 52.0)","(2.45, 2.8, 2.78)"
12-01-2023 15:53:54.056085,"(14.0, 38.0, 35.06666666666667)","(1.65, 1.85, 1.836818181818182)","(21.0, 48.0, 45.09090909090909)","(17.0, 36.0, 33.6)","(19.0, 55.0, 52.0)","(2.45, 2.8, 2.77)"
12-01-2023 15:53:55.172822,"(14.0, 38.0, 35.142857142857146)","(1.65, 1.86, 1.8445454545454547)","(21.0, 48.0, 45.04347826086956)","(17.0, 38.0, 35.0)","(19.0, 55.0, 51.5)","(2.45, 2.78, 2.76)"
12-01-2023 15:53:56.388677,"(14.0, 38.0, 35.142857142857146)","(1.65, 1.86, 1.8474074074074074)","(21.0, 48.0, 45.04347826086956)","(17.0, 38.0, 35.0)","(19.0, 55.0, 52.30769230769231)","(2.45, 2.78, 2.751578947368421)"
12-01-2023 15:53:57.532241,"(14.0, 38.0, 35.142857142857146)","(1.65, 1.86, 1.8474074074074074)","(21.0, 48.0, 45.04347826086956)","(17.0, 38.0, 35.0)","(19.0, 55.0, 50.833333333333336)","(2.45, 2.78, 2.73375)"
12-01-2023 15:53:58.699678,"(14.0, 38.0, 35.142857142857146)","(1.65, 1.86, 1.8396774193548389)","(21.0, 48.0, 45.04347826086956)","(17.0, 38.0, 35.0)","(19.0, 55.0, 50.833333333333336)","(2.45, 2.74, 2.771111111111111)"
12-01-2023 15:53:59.809022,"(14.0, 38.0, 35.142857142857146)","(1.65, 1.86, 1.843939393939394)","(21.0, 48.0, 45.04347826086956)","(17.0, 38.0, 35.0)","(19.0, 55.0, 50.833333333333336)","(2.45, 2.78, 2.76)"
12-01-2023 15:54:00.891280,"(14.0, 38.0, 35.142857142857146)","(1.65, 1.85, 1.843939393939394)","(21.0, 48.0, 45.04347826086956)","(17.0, 38.0, 35.0)","(19.0, 55.0, 50.833333333333336)","(2.45, 2.78, 2.767272727272727)"
12-01-2023 15:54:01.985759,"(14.0, 38.0, 33.90909090909091)","(1.65, 1.85, 1.8442857142857143)","(21.0, 48.0, 45.04347826086956)","(17.0, 38.0, 35.0)","(19.0, 55.0, 50.833333333333336)","(2.45, 2.78, 2.7752941176470585)"
12-01-2023 15:54:03.125031,"(14.0, 38.0, 34.526315789473685)","(1.65, 1.85, 1.8433333333333335)","(21.0, 48.0, 45.04347826086956)","(17.0, 38.0, 35.0)","(19.0, 55.0, 51.5)","(2.45, 2.78, 2.7752941176470585)"
12-01-2023 15:54:04.037437,"(14.0, 38.0, 34.526315789473685)","(1.65, 1.85, 1.8433333333333335)","(21.0, 48.0, 45.04347826086956)","(17.0, 38.0, 35.0)","(19.0, 55.0, 51.5)","(2.45, 2.78, 2.7752941176470585)"
12-01-2023 15:54:05.041290,"(14.0, 38.0, 35.130434782608695)","(1.65, 1.85, 1.846)","(21.0, 48.0, 45.04347826086956)","(17.0, 38.0, 35.5)","(19.0, 55.0, 51.5)","(2.45, 2.78, 2.762)"
12-01-2023 15:54:06.117701,"(14.0, 36.0, 34.18181818181818)","(1.65, 1.85, 1.8471428571428572)","(21.0, 48.0, 45.04347826086956)","(17.0, 36.0, 35.333333333333336)","(19.0, 55.0, 52.5)","(2.45, 2.78, 2.749473684210526)"
12-01-2023 15:54:07.119640,"(14.0, 36.0, 34.18181818181818)","(1.65, 1.86, 1.85125)","(21.0, 48.0, 45.04347826086956)","(17.0, 36.0, 35.333333333333336)","(19.0, 55.0, 51.81818181818182)","(2.45, 2.76, 2.7654545454545456)"
12-01-2023 15:54:08.080044,"(14.0, 36.0, 34.18181818181818)","(1.65, 1.86, 1.8578571428571429)","(21.0, 44.0, 43.111111111111114)","(17.0, 36.0, 33.81818181818182)","(19.0, 55.0, 51.5)","(2.45, 2.78, 2.7738181818181817)"
12-01-2023 15:54:09.131640,"(14.0, 36.0, 34.18181818181818)","(1.65, 1.86, 1.8541666666666667)","(21.0, 48.0, 42.857142857142854)","(17.0, 36.0, 33.5)","(19.0, 55.0, 51.5)","(2.45, 2.8, 2.766)"
12-01-2023 15:54:10.187752,"(14.0, 36.0, 32.92307692307692)","(1.65, 1.86, 1.8558823529411765)","(21.0, 48.0, 42.857142857142854)","(17.0, 36.0, 32.92307692307692)","(19.0, 55.0, 38.22222222222222)","(2.45, 2.78, 2.7828571428571425)"
12-01-2023 15:54:11.130759,"(14.0, 36.0, 32.666666666666664)","(1.65, 1.86, 1.855)","(21.0, 48.0, 42.857142857142854)","(17.0, 36.0, 32.92307692307692)","(19.0, 48.0, 41.898305084745765)","(2.45, 2.8, 2.7739534883720927)"
12-01-2023 15:54:12.183468,"(14.0, 36.0, 32.666666666666664)","(1.65, 1.86, 1.8562500000000002)","(21.0, 48.0, 42.857142857142854)","(17.0, 36.0, 32.92307692307692)","(19.0, 48.0, 41.20754716981132)","(2.45, 2.8, 2.784324324324324)"
12-01-2023 15:54:13.189443,"(18.0, 36.0, 32.92307692307692)","(1.6, 1.86, 1.858846153846154)","(26.0, 48.0, 42.857142857142854)","(20.0, 36.0, 32.666666666666664)","(21.0, 48.0, 43.0)","(2.35, 2.82, 2.795)"
12-01-2023 15:54:14.077768,"(18.0, 36.0, 33.64705882352941)","(1.6, 1.86, 1.8536363636363637)","(26.0, 48.0, 43.03448275862069)","(20.0, 36.0, 32.666666666666664)","(21.0, 46.0, 43.0)","(2.35, 2.8, 2.805454545454545)"
12-01-2023 15:54:15.103527,"(18.0, 36.0, 33.473684210526315)","(1.6, 1.86, 1.857777777777778)","(26.0, 48.0, 42.857142857142854)","(20.0, 36.0, 32.666666666666664)","(21.0, 46.0, 43.0)","(2.35, 2.82, 2.792777777777778)"
12-01-2023 15:54:16.141108,"(18.0, 36.0, 33.473684210526315)","(1.6, 1.88, 1.8632)","(26.0, 48.0, 42.857142857142854)","(20.0, 36.0, 32.666666666666664)","(21.0, 46.0, 39.5)","(2.35, 2.8, 2.7624999999999997)"
12-01-2023 15:54:17.182789,"(18.0, 36.0, 33.473684210526315)","(1.6, 1.88, 1.8742105263157893)","(26.0, 48.0, 42.857142857142854)","(20.0, 36.0, 32.666666666666664)","(21.0, 40.0, 39.5)","(2.35, 2.78, 2.770344827586207)"
12-01-2023 15:54:18.136046,"(18.0, 36.0, 33.64705882352941)","(1.6, 1.88, 1.8742105263157893)","(26.0, 48.0, 42.857142857142854)","(20.0, 36.0, 32.666666666666664)","(21.0, 40.0, 39.5)","(2.35, 2.78, 2.776190476190476)"
12-01-2023 15:54:19.139333,"(18.0, 36.0, 33.333333333333336)","(1.6, 1.88, 1.8729032258064515)","(26.0, 48.0, 43.09090909090909)","(20.0, 36.0, 33.5)","(21.0, 40.0, 39.5)","(2.35, 2.78, 2.769230769230769)"
12-01-2023 15:54:20.173966,"(18.0, 36.0, 34.0)","(1.6, 1.88, 1.8742105263157893)","(26.0, 48.0, 43.09090909090909)","(20.0, 36.0, 33.5)","(21.0, 40.0, 39.5)","(2.35, 2.78, 2.769230769230769)"
12-01-2023 15:54:21.138126,"(18.0, 36.0, 34.0)","(1.6, 1.88, 1.8742105263157893)","(26.0, 48.0, 43.09090909090909)","(20.0, 36.0, 33.5)","(21.0, 40.0, 43.4)","(2.35, 2.78, 2.7253333333333334)"
12-01-2023 15:54:22.019537,"(18.0, 36.0, 34.13333333333333)","(1.6, 1.89, 1.8806701030927835)","(26.0, 48.0, 43.411764705882355)","(20.0, 36.0, 33.5)","(21.0, 44.0, 43.4)","(2.35, 2.74, 2.7372093023255815)"
12-01-2023 15:54:22.929076,"(18.0, 36.0, 34.13333333333333)","(1.6, 1.89, 1.8809045226130652)","(26.0, 48.0, 43.411764705882355)","(20.0, 36.0, 33.6)","(21.0, 44.0, 39.63636363636363)","(2.35, 2.74, 2.731666666666667)"
12-01-2023 15:54:23.871779,"(18.0, 36.0, 34.13333333333333)","(1.6, 1.89, 1.88055)","(26.0, 48.0, 43.666666666666664)","(20.0, 36.0, 33.6)","(21.0, 46.0, 41.2)","(2.35, 2.74, 2.7333333333333334)"
12-01-2023 15:54:24.786400,"(18.0, 36.0, 34.13333333333333)","(1.6, 1.89, 1.8805025125628139)","(26.0, 48.0, 43.666666666666664)","(20.0, 36.0, 33.6)","(21.0, 46.0, 41.2)","(2.35, 2.76, 2.734)"
12-01-2023 15:54:25.770693,"(18.0, 36.0, 34.13333333333333)","(1.6, 1.89, 1.8805025125628139)","(26.0, 48.0, 43.666666666666664)","(20.0, 36.0, 33.6)","(21.0, 46.0, 40.666666666666664)","(2.35, 2.74, 2.722666666666667)"
12-01-2023 15:54:26.732725,"(18.0, 36.0, 34.13333333333333)","(1.6, 1.89, 1.8812755102040815)","(26.0, 48.0, 43.666666666666664)","(20.0, 36.0, 33.6)","(21.0, 46.0, 40.666666666666664)","(2.35, 2.74, 2.7315789473684213)"
12-01-2023 15:54:27.718339,"(18.0, 36.0, 34.13333333333333)","(1.6, 1.89, 1.8813368983957217)","(26.0, 48.0, 43.666666666666664)","(20.0, 36.0, 33.6)","(21.0, 46.0, 40.666666666666664)","(2.35, 2.74, 2.724)"
12-01-2023 15:54:28.573215,"(18.0, 36.0, 33.666666666666664)","(1.6, 1.89, 1.8813368983957217)","(26.0, 48.0, 43.36363636363637)","(20.0, 36.0, 33.6)","(21.0, 46.0, 40.666666666666664)","(2.35, 2.74, 2.7192000000000003)"
12-01-2023 15:54:29.455818,"(18.0, 36.0, 34.13333333333333)","(1.6, 1.89, 1.8813368983957217)","(26.0, 48.0, 43.666666666666664)","(20.0, 36.0, 33.6)","(21.0, 46.0, 40.13333333333333)","(2.35, 2.74, 2.747826086956522)"
12-01-2023 15:54:30.457038,"(18.0, 36.0, 34.13333333333333)","(1.6, 1.88, 1.8658490566037735)","(26.0, 48.0, 43.666666666666664)","(20.0, 36.0, 33.6)","(21.0, 46.0, 40.13333333333333)","(2.35, 2.76, 2.7277551020408164)"
12-01-2023 15:54:31.372838,"(18.0, 36.0, 34.13333333333333)","(1.6, 1.9, 1.889090909090909)","(26.0, 48.0, 43.666666666666664)","(20.0, 36.0, 33.6)","(21.0, 46.0, 40.13333333333333)","(2.35, 2.74, 2.714871794871795)"
12-01-2023 15:54:32.256950,"(18.0, 36.0, 34.13333333333333)","(1.6, 1.91, 1.9040350877192982)","(26.0, 48.0, 45.523809523809526)","(20.0, 36.0, 33.6)","(21.0, 46.0, 40.13333333333333)","(2.35, 2.72, 2.7116000000000002)"
12-01-2023 15:54:33.175568,"(18.0, 36.0, 33.666666666666664)","(1.6, 1.92, 1.9121428571428571)","(26.0, 48.0, 45.523809523809526)","(20.0, 36.0, 32.4)","(21.0, 46.0, 40.5)","(2.35, 2.72, 2.6968750000000004)"
12-01-2023 15:54:34.139508,"(18.0, 36.0, 34.13333333333333)","(1.6, 1.92, 1.9124324324324324)","(26.0, 48.0, 45.523809523809526)","(20.0, 36.0, 32.4)","(21.0, 46.0, 40.5)","(2.35, 2.7, 2.6968750000000004)"
12-01-2023 15:54:35.135860,"(18.0, 36.0, 34.25)","(1.6, 1.93, 1.91625)","(26.0, 48.0, 46.074074074074076)","(20.0, 36.0, 33.6)","(21.0, 46.0, 41.80952380952381)","(2.35, 2.7, 2.692857142857143)"
12-01-2023 15:54:36.124773,"(18.0, 36.0, 34.526315789473685)","(1.6, 1.93, 1.9258823529411764)","(26.0, 48.0, 46.074074074074076)","(20.0, 36.0, 32.4)","(21.0, 46.0, 41.80952380952381)","(2.35, 2.7, 2.692857142857143)"
12-01-2023 15:54:37.099961,"(18.0, 36.0, 34.526315789473685)","(1.6, 1.93, 1.9258823529411764)","(26.0, 48.0, 46.074074074074076)","(20.0, 36.0, 32.4)","(21.0, 46.0, 41.80952380952381)","(2.35, 2.7, 2.6954285714285717)"
12-01-2023 15:54:38.055236,"(18.0, 36.0, 33.45454545454545)","(1.6, 1.93, 1.9258823529411764)","(26.0, 48.0, 46.074074074074076)","(20.0, 36.0, 33.6)","(21.0, 46.0, 41.80952380952381)","(2.35, 2.7, 2.6935000000000002)"
12-01-2023 15:54:38.900228,"(18.0, 36.0, 34.526315789473685)","(1.6, 1.93, 1.9258823529411764)","(26.0, 48.0, 46.074074074074076)","(20.0, 36.0, 32.4)","(21.0, 46.0, 41.80952380952381)","(2.35, 2.7, 2.6935000000000002)"
12-01-2023 15:54:39.859342,"(18.0, 36.0, 34.526315789473685)","(1.6, 1.93, 1.9258823529411764)","(26.0, 48.0, 46.434782608695656)","(20.0, 36.0, 32.4)","(21.0, 46.0, 43.45454545454545)","(2.35, 2.7, 2.683809523809524)"
12-01-2023 15:54:40.889084,"(18.0, 36.0, 34.526315789473685)","(1.6, 1.93, 1.9229411764705882)","(26.0, 48.0, 46.434782608695656)","(20.0, 36.0, 32.4)","(21.0, 44.0, 41.80952380952381)","(2.35, 2.7, 2.6742857142857144)"
12-01-2023 15:54:41.874339,"(18.0, 36.0, 33.45454545454545)","(1.6, 1.94, 1.9296774193548387)","(26.0, 48.0, 46.434782608695656)","(20.0, 36.0, 33.6)","(21.0, 46.0, 41.80952380952381)","(2.35, 2.68, 2.672)"
12-01-2023 15:54:42.811474,"(18.0, 36.0, 33.45454545454545)","(1.6, 1.94, 1.9307142857142856)","(26.0, 48.0, 46.89655172413793)","(20.0, 36.0, 33.6)","(21.0, 46.0, 41.80952380952381)","(2.35, 2.68, 2.6870967741935488)"
12-01-2023 15:54:43.737733,"(18.0, 36.0, 34.25)","(1.6, 1.93, 1.9157142857142857)","(26.0, 60.0, 55.68)","(20.0, 36.0, 32.4)","(21.0, 46.0, 41.80952380952381)","(2.35, 2.7, 2.6750000000000003)"
12-01-2023 15:54:44.603698,"(18.0, 36.0, 33.2)","(1.6, 1.92, 1.915)","(26.0, 60.0, 55.82608695652174)","(20.0, 36.0, 33.6)","(21.0, 46.0, 41.80952380952381)","(2.35, 2.68, 2.6750000000000003)"
