,The Cunning Fox,Deficit,Akihiro,Military Gambler,Ashgrove,Kiplings Journey,Mr Dudwey,Head Of State,Bulloo,Mishani Spartan,Tyresa,Gracie Blue,Circling
07-01-2023 17:02:34.066718,"(3.9, 4.5, 4.4064690026954185)","(7.0, 9.0, 8.858823529411765)","(8.5, 10.5, 10.004716981132075)","(20.0, 26.0, 25.025641025641026)","(5.0, 5.5, 5.453012048192771)","(41.0, 60.0, 52.1875)","(91.0, 190.0, 162.5)","(8.5, 9.4, 9.396363636363636)","(26.0, 30.0, 29.7027027027027)","(17.0, 27.0, 23.627450980392158)","(8.0, 8.8, 8.757142857142858)","(91.0, 170.0, 146.42857142857142)","(31.0, 38.0, 36.96774193548387)"
07-01-2023 17:02:35.611922,"(3.9, 4.5, 4.415980629539952)","(7.0, 9.0, 8.858823529411765)","(8.5, 10.5, 10.004716981132075)","(20.0, 26.0, 24.833333333333332)","(5.0, 5.5, 5.491549295774648)","(41.0, 60.0, 52.1875)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.595744680851064)","(26.0, 30.0, 29.440677966101696)","(17.0, 27.0, 23.627450980392158)","(8.0, 8.8, 8.757142857142858)","(91.0, 170.0, 146.42857142857142)","(31.0, 38.0, 36.96774193548387)"
07-01-2023 17:02:37.070015,"(3.9, 4.5, 4.415980629539952)","(7.0, 9.0, 8.858823529411765)","(8.5, 10.5, 10.004716981132075)","(20.0, 26.0, 24.833333333333332)","(5.0, 5.5, 5.491549295774648)","(41.0, 60.0, 52.1875)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.592592592592592)","(26.0, 30.0, 29.440677966101696)","(17.0, 27.0, 23.692307692307693)","(8.0, 8.8, 8.757142857142858)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.96774193548387)"
07-01-2023 17:02:38.491742,"(3.9, 4.5, 4.412814070351759)","(7.0, 9.0, 8.858823529411765)","(8.5, 10.0, 9.916279069767443)","(20.0, 26.0, 24.833333333333332)","(5.0, 5.5, 5.491549295774648)","(41.0, 60.0, 52.1875)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.592592592592592)","(26.0, 30.0, 29.440677966101696)","(17.0, 27.0, 23.692307692307693)","(8.0, 8.8, 8.757142857142858)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.96774193548387)"
07-01-2023 17:02:39.829098,"(3.9, 4.5, 4.412814070351759)","(7.0, 9.0, 8.858823529411765)","(8.5, 10.0, 9.916279069767443)","(20.0, 26.0, 24.833333333333332)","(5.0, 5.5, 5.491549295774648)","(41.0, 60.0, 52.1875)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.592592592592592)","(26.0, 30.0, 29.440677966101696)","(17.0, 27.0, 23.692307692307693)","(8.0, 8.8, 8.757142857142858)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.96774193548387)"
07-01-2023 17:02:41.260979,"(3.9, 4.5, 4.412814070351759)","(7.0, 9.0, 8.858823529411765)","(8.5, 10.0, 9.9)","(20.0, 26.0, 24.833333333333332)","(5.0, 5.5, 5.491549295774648)","(41.0, 60.0, 52.1875)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.592592592592592)","(26.0, 30.0, 29.440677966101696)","(17.0, 27.0, 23.692307692307693)","(8.0, 8.8, 8.757142857142858)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.96774193548387)"
07-01-2023 17:02:42.685874,"(3.9, 4.5, 4.412814070351759)","(7.0, 9.0, 8.858823529411765)","(8.5, 10.0, 9.9)","(20.0, 26.0, 24.833333333333332)","(5.0, 5.5, 5.491549295774648)","(41.0, 60.0, 52.1875)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.592592592592592)","(26.0, 30.0, 29.440677966101696)","(17.0, 27.0, 23.692307692307693)","(8.0, 8.8, 8.757142857142858)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.95238095238095)"
07-01-2023 17:02:44.065656,"(3.9, 4.5, 4.412814070351759)","(7.0, 9.0, 8.858823529411765)","(8.5, 10.0, 9.878260869565217)","(20.0, 26.0, 24.833333333333332)","(5.0, 5.5, 5.514583333333333)","(41.0, 60.0, 52.1875)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.467532467532468)","(26.0, 30.0, 29.440677966101696)","(17.0, 27.0, 23.627450980392158)","(8.0, 8.8, 8.757142857142858)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.95238095238095)"
07-01-2023 17:02:45.356388,"(3.9, 4.5, 4.4121518987341775)","(7.0, 9.0, 8.858823529411765)","(8.5, 10.0, 9.878260869565217)","(20.0, 26.0, 24.833333333333332)","(5.0, 5.6, 5.514583333333333)","(41.0, 60.0, 52.1875)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.467532467532468)","(26.0, 30.0, 29.440677966101696)","(17.0, 27.0, 23.627450980392158)","(8.0, 8.8, 8.757142857142858)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.95238095238095)"
07-01-2023 17:02:46.723179,"(3.9, 4.5, 4.4121518987341775)","(7.0, 9.0, 8.858823529411765)","(8.5, 10.0, 9.878260869565217)","(20.0, 26.0, 24.833333333333332)","(5.0, 5.6, 5.535714285714286)","(41.0, 60.0, 52.1875)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.467532467532468)","(26.0, 30.0, 29.440677966101696)","(17.0, 27.0, 23.627450980392158)","(8.0, 8.8, 8.757142857142858)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.95238095238095)"
07-01-2023 17:02:48.234396,"(3.8, 4.5, 4.4121518987341775)","(7.0, 9.0, 8.858823529411765)","(8.5, 10.0, 9.86923076923077)","(21.0, 26.0, 24.833333333333332)","(5.0, 5.6, 5.535714285714286)","(41.0, 60.0, 52.1875)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.467532467532468)","(26.0, 30.0, 29.440677966101696)","(18.0, 27.0, 23.627450980392158)","(8.0, 8.8, 8.757894736842106)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.96774193548387)"
07-01-2023 17:02:49.624350,"(3.8, 4.5, 4.4121518987341775)","(7.0, 9.0, 8.858823529411765)","(8.5, 10.0, 9.86923076923077)","(21.0, 26.0, 24.833333333333332)","(5.0, 5.6, 5.535714285714286)","(41.0, 60.0, 52.1875)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.467532467532468)","(26.0, 30.0, 29.440677966101696)","(18.0, 27.0, 23.627450980392158)","(8.0, 8.8, 8.757894736842106)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.96774193548387)"
07-01-2023 17:02:51.047768,"(3.8, 4.5, 4.4121518987341775)","(7.0, 9.0, 8.858823529411765)","(8.5, 10.0, 9.86923076923077)","(21.0, 26.0, 24.833333333333332)","(5.0, 5.6, 5.592592592592593)","(41.0, 60.0, 52.1875)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.467532467532468)","(26.0, 30.0, 29.440677966101696)","(18.0, 27.0, 23.627450980392158)","(8.0, 8.8, 8.757894736842106)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.96774193548387)"
07-01-2023 17:02:52.345256,"(3.8, 4.5, 4.4112531969309465)","(7.0, 9.0, 8.858823529411765)","(8.5, 10.0, 9.86923076923077)","(21.0, 26.0, 24.833333333333332)","(5.0, 5.6, 5.592592592592593)","(41.0, 60.0, 52.1875)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.467532467532468)","(26.0, 30.0, 29.440677966101696)","(18.0, 27.0, 23.627450980392158)","(8.0, 8.8, 8.757894736842106)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.96774193548387)"
07-01-2023 17:02:53.701433,"(3.8, 4.5, 4.4112531969309465)","(7.0, 9.0, 8.858823529411765)","(8.5, 10.0, 9.857142857142858)","(21.0, 26.0, 24.833333333333332)","(5.0, 5.6, 5.592592592592593)","(41.0, 60.0, 52.1875)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.593939393939394)","(26.0, 30.0, 29.440677966101696)","(18.0, 27.0, 23.627450980392158)","(8.0, 8.8, 8.757894736842106)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.96774193548387)"
07-01-2023 17:02:55.046608,"(3.8, 4.5, 4.4112531969309465)","(7.0, 9.0, 8.863636363636363)","(8.5, 10.0, 9.861538461538462)","(21.0, 26.0, 24.857142857142858)","(5.0, 5.6, 5.5935483870967735)","(41.0, 60.0, 52.42424242424242)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.594444444444445)","(26.0, 30.0, 29.45)","(18.0, 27.0, 23.692307692307693)","(8.0, 8.8, 8.76)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.96774193548387)"
07-01-2023 17:02:56.417189,"(3.8, 4.5, 4.411876484560571)","(7.0, 9.0, 8.863636363636363)","(8.5, 10.0, 9.861538461538462)","(21.0, 26.0, 24.857142857142858)","(5.0, 5.6, 5.5935483870967735)","(41.0, 60.0, 52.42424242424242)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.594444444444445)","(26.0, 30.0, 29.45)","(18.0, 27.0, 23.692307692307693)","(8.0, 8.8, 8.76842105263158)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.96774193548387)"
07-01-2023 17:02:57.740684,"(3.8, 4.5, 4.411876484560571)","(7.0, 9.0, 8.863636363636363)","(8.5, 10.0, 9.861538461538462)","(21.0, 26.0, 24.857142857142858)","(5.0, 5.6, 5.603756906077348)","(41.0, 60.0, 52.42424242424242)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.594444444444445)","(26.0, 30.0, 29.45)","(18.0, 27.0, 23.692307692307693)","(8.0, 8.8, 8.76842105263158)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.95238095238095)"
07-01-2023 17:02:59.080325,"(3.8, 4.5, 4.411876484560571)","(7.0, 9.0, 8.863636363636363)","(8.5, 10.0, 9.861538461538462)","(21.0, 26.0, 24.857142857142858)","(5.0, 5.7, 5.603756906077348)","(41.0, 60.0, 52.42424242424242)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.594444444444445)","(26.0, 30.0, 29.45)","(18.0, 27.0, 23.692307692307693)","(8.0, 8.8, 8.76842105263158)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.95238095238095)"
07-01-2023 17:03:00.553228,"(3.8, 4.5, 4.407940446650124)","(7.0, 9.0, 8.863636363636363)","(8.5, 10.0, 9.861538461538462)","(21.0, 26.0, 24.857142857142858)","(5.0, 5.7, 5.603756906077348)","(41.0, 60.0, 52.42424242424242)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.3625)","(26.0, 30.0, 29.45)","(18.0, 27.0, 23.692307692307693)","(8.0, 8.8, 8.761290322580646)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.95238095238095)"
07-01-2023 17:03:01.907435,"(3.8, 4.5, 4.403636363636364)","(7.0, 9.0, 8.95609756097561)","(8.5, 10.0, 9.861538461538462)","(21.0, 26.0, 25.05)","(5.0, 5.7, 5.603756906077348)","(41.0, 60.0, 52.42424242424242)","(91.0, 190.0, 162.5)","(8.5, 9.4, 9.3625)","(26.0, 30.0, 29.710526315789473)","(18.0, 27.0, 23.692307692307693)","(8.0, 8.8, 8.761290322580646)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.95238095238095)"
07-01-2023 17:03:03.254027,"(3.8, 4.5, 4.403636363636364)","(7.0, 9.0, 8.85818181818182)","(8.5, 10.0, 9.861538461538462)","(21.0, 26.0, 25.05)","(5.0, 5.7, 5.603756906077348)","(41.0, 60.0, 52.42424242424242)","(91.0, 190.0, 162.5)","(8.5, 9.4, 9.3625)","(26.0, 30.0, 29.710526315789473)","(18.0, 27.0, 23.692307692307693)","(8.0, 8.8, 8.761290322580646)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.95238095238095)"
07-01-2023 17:03:04.567947,"(3.8, 4.5, 4.403636363636364)","(7.0, 9.0, 8.85818181818182)","(8.5, 10.0, 9.861538461538462)","(21.0, 26.0, 25.05)","(5.0, 5.7, 5.603756906077348)","(41.0, 60.0, 52.42424242424242)","(91.0, 190.0, 162.5)","(8.5, 9.4, 9.350724637681159)","(26.0, 30.0, 29.710526315789473)","(18.0, 27.0, 23.692307692307693)","(8.0, 8.8, 8.761290322580646)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.95238095238095)"
07-01-2023 17:03:05.902921,"(3.8, 4.5, 4.403636363636364)","(7.0, 9.0, 8.85818181818182)","(8.5, 10.0, 9.861538461538462)","(21.0, 26.0, 25.05)","(5.0, 5.7, 5.603756906077348)","(41.0, 60.0, 52.42424242424242)","(91.0, 190.0, 162.5)","(8.5, 9.4, 9.350724637681159)","(26.0, 30.0, 29.710526315789473)","(18.0, 27.0, 23.692307692307693)","(8.0, 8.8, 8.761290322580646)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.95238095238095)"
07-01-2023 17:03:07.275076,"(3.8, 4.5, 4.4)","(7.0, 9.0, 8.85818181818182)","(8.5, 10.0, 9.861538461538462)","(21.0, 26.0, 25.073170731707318)","(5.0, 5.7, 5.603916161059018)","(41.0, 60.0, 52.42424242424242)","(91.0, 190.0, 162.5)","(8.5, 9.4, 9.350724637681159)","(26.0, 30.0, 29.710526315789473)","(18.0, 27.0, 23.692307692307693)","(8.0, 8.8, 8.778571428571428)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.95238095238095)"
07-01-2023 17:03:08.583240,"(3.8, 4.4, 4.399497487437186)","(7.0, 9.0, 8.85818181818182)","(8.5, 10.0, 9.861538461538462)","(21.0, 26.0, 25.073170731707318)","(5.0, 5.7, 5.603916161059018)","(41.0, 60.0, 52.42424242424242)","(91.0, 190.0, 161.07142857142858)","(8.5, 9.4, 9.343333333333334)","(26.0, 30.0, 29.710526315789473)","(18.0, 27.0, 23.692307692307693)","(8.0, 8.8, 8.761290322580646)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.95238095238095)"
07-01-2023 17:03:09.996001,"(3.8, 4.4, 4.399543378995435)","(7.0, 9.0, 8.85818181818182)","(8.5, 10.0, 9.861538461538462)","(21.0, 26.0, 25.073170731707318)","(5.0, 5.7, 5.603916161059018)","(41.0, 60.0, 52.42424242424242)","(91.0, 190.0, 161.07142857142858)","(8.5, 9.4, 9.343333333333334)","(26.0, 30.0, 29.710526315789473)","(18.0, 27.0, 24.133333333333333)","(8.0, 8.8, 8.761290322580646)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.95238095238095)"
07-01-2023 17:03:11.470381,"(3.8, 4.4, 4.397435897435898)","(7.0, 9.0, 8.85818181818182)","(8.5, 10.0, 9.828985507246378)","(21.0, 26.0, 25.095238095238095)","(5.0, 5.7, 5.604022038567493)","(41.0, 60.0, 52.64705882352941)","(91.0, 190.0, 162.85714285714286)","(8.5, 9.4, 9.343333333333334)","(26.0, 30.0, 29.710526315789473)","(18.0, 27.0, 25.045454545454547)","(8.0, 8.8, 8.778571428571428)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.95238095238095)"
07-01-2023 17:03:12.933233,"(3.8, 4.4, 4.397387173396675)","(7.0, 9.0, 8.85818181818182)","(8.5, 10.0, 9.828985507246378)","(21.0, 26.0, 25.095238095238095)","(5.0, 5.7, 5.604022038567493)","(41.0, 60.0, 52.64705882352941)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.4, 9.343333333333334)","(26.0, 30.0, 29.710526315789473)","(18.0, 27.0, 25.045454545454547)","(8.0, 8.8, 8.778571428571428)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.95238095238095)"
07-01-2023 17:03:14.258792,"(3.8, 4.4, 4.397387173396675)","(7.0, 9.0, 8.85818181818182)","(8.5, 10.0, 9.828985507246378)","(21.0, 26.0, 25.095238095238095)","(5.0, 5.7, 5.604022038567493)","(41.0, 60.0, 52.64705882352941)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.4, 9.343333333333334)","(26.0, 30.0, 29.710526315789473)","(18.0, 27.0, 24.084745762711865)","(8.0, 8.8, 8.511111111111111)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.96774193548387)"
07-01-2023 17:03:15.551908,"(3.8, 4.5, 4.402110817941953)","(7.0, 9.0, 8.85818181818182)","(8.5, 10.0, 9.828985507246378)","(21.0, 26.0, 25.05)","(5.0, 5.7, 5.601588235294117)","(41.0, 60.0, 52.42424242424242)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.4, 9.334615384615384)","(26.0, 30.0, 29.710526315789473)","(18.0, 27.0, 24.084745762711865)","(8.0, 8.6, 8.511111111111111)","(91.0, 170.0, 151.66666666666666)","(31.0, 38.0, 36.96774193548387)"
07-01-2023 17:03:16.899947,"(3.8, 4.5, 4.402110817941953)","(7.0, 9.0, 8.878048780487806)","(8.5, 10.0, 9.828985507246378)","(21.0, 26.0, 25.224489795918366)","(5.0, 5.7, 5.603517877739331)","(41.0, 60.0, 53.421052631578945)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.4, 9.12108843537415)","(26.0, 30.0, 29.710526315789473)","(18.0, 27.0, 24.470588235294116)","(8.0, 8.6, 8.511111111111111)","(91.0, 170.0, 146.42857142857142)","(31.0, 38.0, 36.96774193548387)"
07-01-2023 17:03:18.234465,"(3.8, 4.5, 4.413317757009346)","(7.0, 9.0, 8.878048780487806)","(8.5, 10.0, 9.833333333333334)","(21.0, 26.0, 25.333333333333332)","(5.0, 5.7, 5.60208830548926)","(41.0, 60.0, 53.125)","(91.0, 180.0, 163.33333333333334)","(8.5, 9.2, 9.188235294117646)","(26.0, 30.0, 29.84375)","(18.0, 27.0, 24.153846153846153)","(8.0, 8.6, 8.546666666666667)","(91.0, 170.0, 160.9090909090909)","(31.0, 38.0, 37.05263157894737)"
07-01-2023 17:03:19.548292,"(3.8, 4.5, 4.403886010362695)","(7.0, 9.0, 8.890140845070423)","(8.5, 10.0, 9.833333333333334)","(21.0, 26.0, 25.272727272727273)","(5.0, 5.7, 5.601322910402886)","(41.0, 60.0, 52.666666666666664)","(91.0, 180.0, 163.33333333333334)","(8.5, 9.2, 9.188235294117646)","(26.0, 30.0, 30.975609756097562)","(18.0, 27.0, 23.979591836734695)","(8.0, 8.6, 8.558974358974359)","(91.0, 170.0, 160.9090909090909)","(31.0, 38.0, 37.05263157894737)"
07-01-2023 17:03:20.826204,"(3.8, 4.5, 4.407940446650124)","(7.0, 9.0, 8.879012345679012)","(8.5, 10.0, 9.833333333333334)","(21.0, 26.0, 25.272727272727273)","(5.0, 5.7, 5.601322910402886)","(41.0, 60.0, 52.666666666666664)","(91.0, 180.0, 163.33333333333334)","(8.5, 9.2, 9.355080213903744)","(26.0, 32.0, 30.42105263157895)","(18.0, 27.0, 23.782608695652172)","(8.0, 8.6, 8.558974358974359)","(91.0, 170.0, 160.9090909090909)","(31.0, 38.0, 37.05263157894737)"
07-01-2023 17:03:22.307044,"(3.8, 4.5, 4.410169491525424)","(7.0, 9.0, 8.879012345679012)","(8.5, 10.0, 9.833333333333334)","(20.0, 26.0, 25.272727272727273)","(5.0, 5.7, 5.601322910402886)","(41.0, 60.0, 52.666666666666664)","(91.0, 180.0, 163.33333333333334)","(8.5, 9.4, 9.365217391304348)","(26.0, 32.0, 30.42105263157895)","(18.0, 27.0, 23.782608695652172)","(8.0, 8.6, 8.733333333333334)","(91.0, 170.0, 160.9090909090909)","(31.0, 38.0, 37.05263157894737)"
07-01-2023 17:03:23.718036,"(3.8, 4.5, 4.408395061728395)","(7.0, 9.0, 8.861261261261262)","(8.5, 10.0, 9.838983050847459)","(20.0, 26.0, 25.294117647058822)","(5.0, 5.7, 5.601618705035971)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 163.33333333333334)","(8.5, 9.4, 9.365775401069518)","(26.0, 32.0, 30.5)","(18.0, 27.0, 23.851063829787233)","(8.0, 8.8, 8.756043956043957)","(91.0, 170.0, 160.9090909090909)","(31.0, 38.0, 37.06896551724138)"
07-01-2023 17:03:25.085068,"(3.8, 4.5, 4.401329787234043)","(7.0, 9.0, 8.854716981132077)","(8.5, 10.0, 9.831858407079647)","(20.0, 26.0, 25.294117647058822)","(5.0, 5.7, 5.6015006002400956)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 163.33333333333334)","(8.5, 9.4, 9.343859649122807)","(26.0, 32.0, 30.5)","(18.0, 27.0, 23.851063829787233)","(8.0, 8.8, 8.756043956043957)","(91.0, 170.0, 160.9090909090909)","(31.0, 38.0, 37.06896551724138)"
07-01-2023 17:03:26.494841,"(3.8, 4.5, 4.401329787234043)","(7.0, 9.0, 8.854716981132077)","(8.5, 10.0, 9.831858407079647)","(20.0, 26.0, 25.294117647058822)","(5.0, 5.7, 5.6015006002400956)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 163.33333333333334)","(8.5, 9.4, 9.36888888888889)","(26.0, 32.0, 30.5)","(18.0, 27.0, 23.851063829787233)","(8.0, 8.8, 8.781176470588235)","(91.0, 170.0, 160.9090909090909)","(31.0, 38.0, 37.06896551724138)"
07-01-2023 17:03:27.855015,"(3.8, 4.5, 4.401329787234043)","(7.0, 9.0, 8.854716981132077)","(8.5, 10.0, 9.820754716981133)","(20.0, 26.0, 25.294117647058822)","(5.0, 5.7, 5.5659090909090905)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 163.33333333333334)","(8.5, 9.4, 9.36888888888889)","(26.0, 32.0, 30.5)","(18.0, 27.0, 23.851063829787233)","(8.0, 8.8, 8.781176470588235)","(91.0, 170.0, 160.9090909090909)","(31.0, 38.0, 37.06896551724138)"
07-01-2023 17:03:29.249871,"(3.8, 4.5, 4.401329787234043)","(7.0, 9.0, 8.854716981132077)","(8.5, 10.0, 9.820754716981133)","(20.0, 26.0, 25.384615384615383)","(5.0, 5.6, 5.5659090909090905)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 163.33333333333334)","(8.5, 9.4, 9.372)","(26.0, 32.0, 30.5)","(18.0, 27.0, 25.307692307692307)","(8.0, 8.8, 8.604645161290323)","(91.0, 170.0, 163.33333333333334)","(31.0, 38.0, 37.06896551724138)"
07-01-2023 17:03:30.642800,"(3.8, 4.5, 4.401483679525223)","(7.0, 9.0, 8.854716981132077)","(8.5, 10.0, 9.820754716981133)","(20.0, 26.0, 25.384615384615383)","(5.0, 5.6, 5.5659090909090905)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 163.33333333333334)","(8.5, 9.4, 9.369565217391305)","(26.0, 32.0, 30.5)","(18.0, 26.0, 25.307692307692307)","(8.0, 9.0, 8.604699738903394)","(91.0, 170.0, 163.33333333333334)","(31.0, 38.0, 37.06896551724138)"
07-01-2023 17:03:32.033861,"(3.8, 4.5, 4.401483679525223)","(7.0, 9.0, 8.854716981132077)","(8.5, 10.0, 9.820754716981133)","(20.0, 26.0, 25.384615384615383)","(5.0, 5.6, 5.5659090909090905)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 163.33333333333334)","(8.5, 9.4, 9.479012345679012)","(26.0, 32.0, 30.5)","(18.0, 26.0, 25.307692307692307)","(8.0, 9.0, 8.604699738903394)","(91.0, 170.0, 163.33333333333334)","(31.0, 38.0, 37.06896551724138)"
07-01-2023 17:03:33.359618,"(3.8, 4.5, 4.401483679525223)","(7.0, 9.0, 8.854716981132077)","(8.5, 10.0, 9.819469026548672)","(20.0, 26.0, 25.384615384615383)","(5.0, 5.6, 5.5659090909090905)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.6, 9.507547169811321)","(26.0, 32.0, 30.5)","(18.0, 26.0, 25.307692307692307)","(8.0, 9.0, 8.604699738903394)","(91.0, 170.0, 163.33333333333334)","(31.0, 38.0, 37.06896551724138)"
07-01-2023 17:03:34.695758,"(3.8, 4.4, 4.396888888888889)","(7.0, 9.0, 8.854716981132077)","(8.5, 10.0, 9.819469026548672)","(20.0, 26.0, 25.384615384615383)","(5.0, 5.6, 5.5659090909090905)","(41.0, 60.0, 53.125)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.6, 9.491111111111111)","(26.0, 32.0, 30.5)","(18.0, 26.0, 24.8)","(8.0, 9.0, 8.705882352941178)","(91.0, 170.0, 170.8695652173913)","(31.0, 38.0, 37.06896551724138)"
07-01-2023 17:03:36.076646,"(3.8, 4.4, 4.396846846846847)","(7.0, 9.0, 8.854716981132077)","(8.5, 10.0, 9.819469026548672)","(20.0, 26.0, 25.384615384615383)","(5.0, 5.6, 5.567032967032967)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.6, 9.491111111111111)","(26.0, 32.0, 30.5)","(18.0, 26.0, 24.157894736842106)","(8.0, 8.8, 8.705882352941178)","(91.0, 180.0, 170.8695652173913)","(31.0, 38.0, 36.911764705882355)"
07-01-2023 17:03:37.414508,"(3.8, 4.4, 4.396881959910914)","(7.0, 9.0, 8.854716981132077)","(8.5, 10.0, 9.819469026548672)","(20.0, 26.0, 25.384615384615383)","(5.0, 5.6, 5.567032967032967)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.6, 9.491111111111111)","(26.0, 32.0, 30.5)","(18.0, 27.0, 24.157894736842106)","(8.0, 8.8, 8.705882352941178)","(91.0, 180.0, 170.8695652173913)","(31.0, 38.0, 36.911764705882355)"
07-01-2023 17:03:38.840702,"(3.8, 4.4, 4.379234972677596)","(7.0, 9.0, 8.854716981132077)","(8.5, 10.0, 9.819469026548672)","(20.0, 26.0, 25.384615384615383)","(5.0, 5.6, 5.567032967032967)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.6, 9.491111111111111)","(26.0, 32.0, 30.5)","(18.0, 27.0, 24.23076923076923)","(8.0, 8.8, 8.705882352941178)","(91.0, 180.0, 170.8695652173913)","(31.0, 38.0, 36.911764705882355)"
07-01-2023 17:03:40.219795,"(3.8, 4.4, 4.368863261943987)","(7.0, 9.0, 8.854716981132077)","(8.5, 10.0, 9.819469026548672)","(20.0, 26.0, 25.384615384615383)","(5.0, 5.6, 5.5659090909090905)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.6, 9.491111111111111)","(26.0, 32.0, 30.5)","(18.0, 27.0, 23.869565217391305)","(8.0, 9.0, 8.613775510204082)","(91.0, 180.0, 165.0)","(31.0, 38.0, 36.911764705882355)"
07-01-2023 17:03:41.587214,"(3.8, 4.4, 4.368863261943987)","(7.0, 9.0, 8.854716981132077)","(8.5, 10.0, 9.819469026548672)","(20.0, 26.0, 25.384615384615383)","(5.0, 5.6, 5.5659090909090905)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.6, 9.491111111111111)","(26.0, 32.0, 30.5)","(18.0, 27.0, 23.869565217391305)","(8.0, 9.0, 8.815328467153286)","(91.0, 180.0, 165.0)","(31.0, 38.0, 36.911764705882355)"
07-01-2023 17:03:42.927115,"(3.8, 4.4, 4.368863261943987)","(7.0, 9.0, 8.854716981132077)","(8.5, 10.0, 9.819469026548672)","(20.0, 26.0, 25.384615384615383)","(5.0, 5.6, 5.5659090909090905)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.6, 9.491111111111111)","(26.0, 32.0, 30.5)","(18.0, 27.0, 23.869565217391305)","(8.0, 9.0, 8.81025)","(91.0, 180.0, 165.0)","(31.0, 38.0, 36.911764705882355)"
