,Aston Harrison,Exclusively Mine,Low Planes,Way Up North,Jupiter Town,Flying Bella,Birdbrook
09-01-2023 12:14:57.154938,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 8.185714285714287)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.2, 4.230769230769231)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:14:58.200187,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 8.185714285714287)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.2, 4.230769230769231)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:14:59.215916,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 8.185714285714287)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.2, 4.230769230769231)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:00.244895,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 8.185714285714287)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.2, 4.230769230769231)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:01.249577,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 8.185714285714287)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.2, 4.230769230769231)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:02.212254,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 8.185714285714287)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.2, 4.230769230769231)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:03.145322,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 8.185714285714287)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.2, 4.230769230769231)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:04.181004,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 8.185714285714287)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.2, 4.230769230769231)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:05.186832,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 8.185714285714287)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.2, 4.230769230769231)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:06.225470,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 8.185714285714287)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.2, 4.230769230769231)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:07.259096,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 8.185714285714287)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.2, 4.230769230769231)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:08.270559,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 8.185714285714287)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.2, 4.230769230769231)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:09.294219,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 8.185714285714287)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.2, 4.08)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:10.298120,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 8.185714285714287)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.08)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:11.223580,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 6.9399999999999995)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.08)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:12.187093,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 7.300000000000001)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.007142857142857)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:13.168656,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 7.1)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.007142857142857)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:14.217409,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 7.1)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.957692307692308)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:15.286388,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 7.194117647058824)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:16.364119,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 7.194117647058824)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.007142857142857)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:17.424145,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 6.779999999999999)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.007142857142857)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:18.451059,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 6.779999999999999)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.957692307692308)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:19.469427,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 6.779999999999999)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:20.468357,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 7.194117647058824)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:21.424645,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 6.779999999999999)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:22.383627,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 7.194117647058824)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.026923076923077)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:23.377441,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 6.779999999999999)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.026923076923077)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:24.339009,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 6.779999999999999)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.975)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:25.364667,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 6.779999999999999)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.007142857142857)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:26.397539,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 7.194117647058824)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.957692307692308)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:27.440073,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 7.0)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:28.475687,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 6.779999999999999)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:29.469890,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 6.779999999999999)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:30.453587,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 8.014285714285714)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.026923076923077)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:31.390614,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 7.9)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.975)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:32.416603,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 6.779999999999999)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.57)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:33.405613,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 7.194117647058824)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.007142857142857)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:34.463385,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 7.194117647058824)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:35.517293,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 6.779999999999999)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:36.550863,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 7.194117647058824)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:37.574171,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 7.9)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.007142857142857)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:38.606174,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 7.194117647058824)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.957692307692308)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:39.557054,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 7.194117647058824)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.957692307692308)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:40.489185,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 7.194117647058824)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.8625)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:41.471394,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 6.779999999999999)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:42.491068,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 6.779999999999999)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:43.475104,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.5, 5.86923076923077)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.026923076923077)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:44.560957,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 8.35)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.975)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:45.558003,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 8.028571428571428)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.007142857142857)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:46.585337,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 8.511111111111111)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.007142857142857)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:47.570191,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 8.511111111111111)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.8249999999999997)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:48.599652,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 7.914285714285715)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:49.581412,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 7.914285714285715)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.007142857142857)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:50.559597,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 8.028571428571428)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.007142857142857)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:51.549938,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 6.5200000000000005)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.957692307692308)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:52.599596,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 8.511111111111111)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:53.575374,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 8.511111111111111)","(12.0, 30.0, 22.708333333333332)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:54.572194,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 7.914285714285715)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.007142857142857)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:55.542484,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 7.914285714285715)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.957692307692308)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:56.523497,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 8.35)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.957692307692308)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:57.584241,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 8.028571428571428)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:58.501240,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 8.028571428571428)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:15:59.523642,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 8.028571428571428)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.026923076923077)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:00.514737,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 8.511111111111111)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.026923076923077)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:01.494655,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 8.511111111111111)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.975)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:02.554092,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 8.511111111111111)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.007142857142857)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:03.571488,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 8.25)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.007142857142857)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:04.579200,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 7.914285714285715)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.957692307692308)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:05.529919,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 8.511111111111111)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.957692307692308)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:06.573291,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 8.511111111111111)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:07.505058,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 8.25)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:08.492638,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 7.914285714285715)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:09.488103,"(4.2, 8.4, 6.026086956521739)","(5.5, 11.0, 7.914285714285715)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:10.481666,"(4.2, 8.2, 7.83)","(5.5, 11.0, 8.511111111111111)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:11.470934,"(4.2, 8.2, 7.83)","(5.5, 11.0, 8.25)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:12.465930,"(4.2, 8.2, 7.83)","(5.5, 11.0, 8.25)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.007142857142857)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:13.447451,"(4.2, 8.2, 6.866666666666666)","(5.5, 11.0, 7.914285714285715)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.957692307692308)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:14.415312,"(4.2, 8.2, 7.4399999999999995)","(5.5, 11.0, 9.276923076923076)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.957692307692308)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:15.433994,"(4.2, 8.2, 7.4399999999999995)","(5.5, 11.0, 9.276923076923076)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:16.361774,"(4.2, 8.2, 7.4399999999999995)","(5.5, 11.0, 9.276923076923076)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:17.314283,"(4.2, 8.2, 7.4399999999999995)","(5.5, 11.0, 9.276923076923076)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.007142857142857)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:18.276130,"(4.2, 8.2, 7.4399999999999995)","(5.5, 11.0, 9.276923076923076)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.957692307692308)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:19.321426,"(4.2, 8.2, 7.4399999999999995)","(5.5, 11.0, 9.276923076923076)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:20.339357,"(4.2, 8.2, 7.4399999999999995)","(5.5, 11.0, 9.276923076923076)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:21.351577,"(4.2, 8.2, 7.4399999999999995)","(5.5, 11.0, 9.276923076923076)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 4.026923076923077)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:22.341789,"(4.2, 8.2, 7.4399999999999995)","(5.5, 11.0, 9.276923076923076)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.9375)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:23.328703,"(4.2, 8.2, 7.4399999999999995)","(5.5, 11.0, 9.276923076923076)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.975)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:24.239068,"(4.2, 8.2, 7.4399999999999995)","(5.5, 11.0, 9.276923076923076)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 30.53333333333333)","(3.6, 5.1, 3.975)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:25.226088,"(4.2, 8.2, 7.4399999999999995)","(5.5, 11.0, 9.276923076923076)","(12.0, 30.0, 23.26923076923077)","(19.0, 46.0, 33.916666666666664)","(3.6, 5.1, 3.957692307692308)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
09-01-2023 12:16:26.159891,"(4.2, 8.2, 7.4399999999999995)","(5.5, 11.0, 9.276923076923076)","(12.0, 30.0, 20.27777777777778)","(19.0, 46.0, 29.88888888888889)","(3.6, 5.1, 3.957692307692308)","(17.0, 70.0, 38.4375)","(2.45, 3.2, 2.6333333333333333)"
