,Aston Harrison,Exclusively Mine,Low Planes,Way Up North,Jupiter Town,Flying Bella,Birdbrook
09-01-2023 11:56:33.874333,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 33.25)","(3.6, 5.8, 4.140322580645162)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:34.899883,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 33.25)","(3.6, 5.8, 4.140322580645162)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:35.896029,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 33.25)","(3.6, 5.8, 4.140322580645162)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:36.869164,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 33.25)","(3.6, 5.8, 4.140322580645162)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:37.804362,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 33.25)","(3.6, 5.8, 4.140322580645162)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:38.727724,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 33.25)","(3.6, 5.8, 4.140322580645162)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:39.734044,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 33.25)","(3.6, 5.8, 5.080821917808219)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:40.769261,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 33.25)","(3.6, 5.8, 5.080821917808219)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:41.808880,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 33.25)","(3.6, 5.8, 5.080821917808219)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:42.858127,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 33.25)","(3.6, 5.8, 5.080821917808219)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:43.935693,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 33.25)","(3.6, 5.8, 5.080821917808219)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:44.863311,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 33.25)","(3.6, 5.8, 5.080821917808219)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:45.822219,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 33.25)","(3.6, 5.8, 5.080821917808219)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:46.830520,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 5.080821917808219)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:47.808647,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 5.080821917808219)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:48.830635,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 5.080821917808219)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:49.879952,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 5.080821917808219)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:50.855135,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 5.080821917808219)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:51.836178,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 5.080821917808219)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:52.813251,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 5.080821917808219)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:53.808250,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 5.080821917808219)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:54.786628,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 5.080821917808219)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:55.785676,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 5.080821917808219)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:56.853127,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 5.080821917808219)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:57.887471,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 3.933333333333333)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:58.866957,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 3.933333333333333)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:56:59.827960,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 3.933333333333333)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:00.802421,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 3.933333333333333)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:01.746742,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 3.933333333333333)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:02.730482,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 3.933333333333333)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:03.734663,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 3.933333333333333)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:04.746820,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 3.933333333333333)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:05.767744,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 3.933333333333333)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:06.798244,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 3.933333333333333)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:07.794407,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 3.933333333333333)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:08.750694,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 3.933333333333333)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:09.690559,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:10.661509,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:11.620978,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:12.674557,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:13.693883,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:14.695619,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:15.694800,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:16.658824,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:17.604809,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:18.647203,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:19.671587,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:20.672017,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:21.742574,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:22.743540,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:23.717353,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:24.660150,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:25.596108,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:26.616194,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:27.640593,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:28.646845,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:29.646330,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:30.668415,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:31.692457,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:32.697840,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:33.694784,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:34.699374,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:35.760550,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:36.850743,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:37.888475,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:38.948275,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:40.001696,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:40.983289,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:41.960721,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:42.974126,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:44.011145,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:45.088344,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:46.153965,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:47.204868,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.411764705882355)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:48.240346,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:49.243407,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:50.244987,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:51.296621,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:52.352331,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:53.390399,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:54.384480,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:55.414053,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:56.432491,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:57.459878,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:58.426106,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:57:59.447886,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:58:00.454260,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
09-01-2023 11:58:01.461674,"(4.2, 8.4, 4.7250000000000005)","(5.5, 11.5, 6.010000000000001)","(12.0, 30.0, 24.0625)","(19.0, 50.0, 31.38888888888889)","(3.6, 5.8, 4.437837837837838)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.7796610169491527)"
