,Hearts And Minds,Kazio,Demando,Coastal Town,Rich Memories,Playing It Safe,Laureus,Longtimedreaming,Mahrez,Golwen
08-12-2022 14:24:39.491481,"(9.0, 16.0, 15.428571428571429)","(7.5, 8.8, 8.608)","(4.2, 5.0, 4.9653846153846155)","(7.0, 9.0, 8.972972972972974)","(21.0, 32.0, 29.613636363636363)","(8.0, 8.2, 7.9230769230769225)","(6.5, 9.2, 9.036363636363637)","(16.0, 22.0, 21.724137931034484)","(4.2, 5.4, 5.318235294117647)","(101.0, 650.0, 627.2727272727273)"
08-12-2022 14:24:40.791732,"(9.0, 16.0, 15.428571428571429)","(7.5, 8.8, 8.608)","(4.2, 5.0, 4.9653846153846155)","(7.0, 9.0, 8.972972972972974)","(21.0, 32.0, 29.613636363636363)","(8.0, 8.2, 8.066666666666666)","(6.5, 9.2, 9.0125)","(16.0, 22.0, 21.724137931034484)","(4.2, 5.4, 5.319555555555556)","(101.0, 650.0, 627.2727272727273)"
08-12-2022 14:24:42.087799,"(9.0, 16.0, 15.428571428571429)","(7.5, 8.8, 8.608)","(4.2, 5.0, 4.9653846153846155)","(7.0, 9.0, 8.972972972972974)","(21.0, 32.0, 29.613636363636363)","(8.0, 8.2, 8.072)","(6.5, 9.2, 9.0125)","(16.0, 22.0, 21.724137931034484)","(4.2, 5.4, 5.350301204819277)","(101.0, 650.0, 490.0)"
08-12-2022 14:24:43.581828,"(9.0, 15.5, 15.3)","(7.5, 8.8, 8.608)","(4.2, 5.0, 4.9653846153846155)","(7.0, 9.0, 8.96)","(21.0, 30.0, 29.5)","(8.0, 8.4, 8.141935483870967)","(6.5, 9.2, 9.0125)","(16.0, 22.0, 21.724137931034484)","(4.2, 5.4, 5.350301204819277)","(101.0, 650.0, 490.0)"
08-12-2022 14:24:45.159409,"(9.0, 15.5, 15.6)","(7.5, 8.8, 8.608)","(4.2, 5.0, 4.9653846153846155)","(7.0, 9.0, 8.96)","(21.0, 30.0, 29.5)","(8.0, 8.2, 8.118181818181817)","(6.5, 9.2, 9.0125)","(16.0, 22.0, 21.724137931034484)","(4.2, 5.4, 5.429885057471265)","(101.0, 650.0, 490.0)"
08-12-2022 14:24:46.480857,"(9.0, 16.0, 15.2)","(7.5, 8.8, 8.608)","(4.2, 5.0, 4.883333333333334)","(7.0, 9.0, 8.96)","(21.0, 30.0, 29.692307692307693)","(8.0, 8.2, 8.141935483870967)","(6.5, 9.2, 9.0125)","(16.0, 22.0, 21.724137931034484)","(4.2, 5.5, 5.518789808917197)","(101.0, 650.0, 486.6666666666667)"
08-12-2022 14:24:47.798095,"(9.0, 16.0, 15.2)","(7.5, 8.8, 8.608)","(4.2, 4.9, 4.883333333333334)","(7.0, 9.0, 9.05)","(21.0, 30.0, 29.613636363636363)","(8.0, 8.2, 7.872727272727273)","(6.5, 9.2, 9.05)","(16.0, 22.0, 21.724137931034484)","(4.2, 5.6, 5.515202702702703)","(101.0, 640.0, 483.3333333333333)"
08-12-2022 14:24:49.059906,"(9.0, 16.0, 15.2)","(7.5, 8.6, 8.510526315789473)","(4.2, 4.9, 4.86764705882353)","(7.0, 9.2, 9.022222222222222)","(21.0, 32.0, 29.613636363636363)","(8.0, 8.0, 7.724324324324324)","(6.5, 9.2, 9.05)","(16.0, 22.0, 21.724137931034484)","(4.2, 5.6, 5.515202702702703)","(101.0, 630.0, 575.0)"
08-12-2022 14:24:50.320287,"(9.0, 16.0, 15.2)","(7.5, 8.6, 8.334090909090909)","(4.2, 4.9, 4.86764705882353)","(7.0, 9.2, 9.0)","(21.0, 32.0, 29.613636363636363)","(8.0, 7.8, 7.724324324324324)","(6.5, 9.2, 9.05)","(16.0, 22.0, 21.724137931034484)","(4.2, 5.6, 5.515202702702703)","(101.0, 630.0, 575.0)"
08-12-2022 14:24:51.634297,"(9.0, 16.0, 15.466666666666667)","(7.5, 8.6, 8.334090909090909)","(4.2, 4.9, 4.897872340425532)","(7.0, 9.2, 8.9)","(21.0, 32.0, 29.613636363636363)","(8.0, 7.8, 7.674074074074074)","(6.5, 9.2, 9.05)","(16.0, 22.0, 20.675675675675677)","(4.2, 5.6, 5.509712230215827)","(101.0, 630.0, 575.0)"
