,Class Of Twenty,Rosdue Swagman,Roulette,Miners Light,Sweet Babe,Diaz Herrera,Rocking The Ares,Worthy Explosion
09-01-2023 13:21:05.828377,"(9.0, 14.5, 12.785714285714285)","(51.0, 270.0, 158.0)","(7.5, 13.5, 10.4375)","(7.0, 12.5, 12.0)","(14.0, 55.0, 36.25)","(1.3, 1.38, 1.3757894736842105)","(41.0, 350.0, 215.0)","(31.0, 130.0, 81.0)"
09-01-2023 13:21:06.949150,"(9.0, 14.5, 12.785714285714285)","(51.0, 270.0, 95.77777777777777)","(7.5, 13.5, 10.4375)","(7.0, 12.5, 12.0)","(14.0, 55.0, 36.25)","(1.3, 1.38, 1.3757894736842105)","(41.0, 350.0, 215.0)","(31.0, 130.0, 81.0)"
09-01-2023 13:21:08.078902,"(9.0, 14.5, 12.785714285714285)","(51.0, 270.0, 95.77777777777777)","(7.5, 13.5, 10.4375)","(7.0, 12.5, 12.0)","(14.0, 55.0, 36.25)","(1.3, 1.38, 1.3757894736842105)","(41.0, 350.0, 215.0)","(31.0, 130.0, 81.0)"
09-01-2023 13:21:09.310542,"(9.0, 14.5, 12.785714285714285)","(51.0, 270.0, 99.5)","(7.5, 13.5, 10.4375)","(7.0, 12.5, 12.0)","(14.0, 55.0, 30.666666666666664)","(1.3, 1.38, 1.3757894736842105)","(41.0, 350.0, 215.0)","(26.0, 130.0, 98.0)"
09-01-2023 13:21:10.564203,"(9.0, 14.5, 12.785714285714285)","(51.0, 260.0, 90.4)","(7.5, 13.5, 10.4375)","(7.0, 12.5, 12.0)","(14.0, 55.0, 30.666666666666664)","(1.3, 1.38, 1.3757894736842105)","(41.0, 350.0, 215.0)","(26.0, 130.0, 98.0)"
09-01-2023 13:21:11.811193,"(9.0, 14.5, 12.785714285714285)","(51.0, 260.0, 90.4)","(7.5, 13.5, 10.4375)","(7.0, 12.5, 12.0)","(14.0, 55.0, 30.666666666666664)","(1.3, 1.38, 1.3757894736842105)","(41.0, 350.0, 215.0)","(26.0, 130.0, 98.0)"
09-01-2023 13:21:13.056588,"(9.0, 14.5, 12.785714285714285)","(51.0, 260.0, 90.4)","(7.5, 13.5, 10.4375)","(7.0, 12.5, 12.0)","(14.0, 55.0, 30.666666666666664)","(1.3, 1.38, 1.3757894736842105)","(41.0, 350.0, 260.0)","(26.0, 130.0, 110.8)"
09-01-2023 13:21:14.243006,"(9.0, 14.5, 12.785714285714285)","(51.0, 260.0, 90.4)","(7.5, 13.5, 10.4375)","(7.0, 12.5, 12.0)","(14.0, 55.0, 30.666666666666664)","(1.3, 1.38, 1.3757894736842105)","(41.0, 350.0, 305.0)","(26.0, 130.0, 110.8)"
09-01-2023 13:21:15.417825,"(9.0, 14.5, 12.785714285714285)","(51.0, 270.0, 72.66666666666667)","(7.5, 13.5, 10.4375)","(7.0, 12.5, 12.0)","(14.0, 55.0, 30.666666666666664)","(1.3, 1.38, 1.3757894736842105)","(41.0, 350.0, 305.0)","(26.0, 130.0, 110.8)"
09-01-2023 13:21:16.478887,"(9.0, 14.5, 12.785714285714285)","(51.0, 260.0, 118.66666666666667)","(7.5, 13.5, 10.4375)","(7.0, 12.5, 12.0)","(14.0, 55.0, 30.666666666666664)","(1.3, 1.38, 1.3757894736842105)","(41.0, 350.0, 305.0)","(26.0, 130.0, 110.8)"
09-01-2023 13:21:17.632015,"(9.0, 14.5, 12.785714285714285)","(51.0, 260.0, 118.66666666666667)","(7.5, 13.5, 10.4375)","(7.0, 12.5, 12.0)","(14.0, 55.0, 30.666666666666664)","(1.3, 1.38, 1.3757894736842105)","(41.0, 350.0, 305.0)","(26.0, 130.0, 110.8)"
09-01-2023 13:21:18.799921,"(9.0, 14.5, 12.785714285714285)","(51.0, 260.0, 118.66666666666667)","(7.5, 13.5, 10.4375)","(7.0, 12.5, 12.0)","(14.0, 55.0, 36.75)","(1.3, 1.38, 1.3757894736842105)","(41.0, 350.0, 346.6666666666667)","(26.0, 130.0, 81.11111111111111)"
09-01-2023 13:21:20.033574,"(9.0, 14.5, 12.785714285714285)","(51.0, 260.0, 118.66666666666667)","(7.5, 13.5, 10.4375)","(7.0, 12.5, 12.0)","(14.0, 55.0, 36.75)","(1.3, 1.38, 1.3757894736842105)","(41.0, 400.0, 346.6666666666667)","(26.0, 140.0, 81.11111111111111)"
09-01-2023 13:21:21.234889,"(9.0, 14.5, 12.785714285714285)","(51.0, 260.0, 118.66666666666667)","(7.5, 13.5, 10.4375)","(7.0, 12.5, 12.0)","(14.0, 55.0, 36.75)","(1.3, 1.38, 1.3757894736842105)","(41.0, 400.0, 346.6666666666667)","(26.0, 140.0, 81.11111111111111)"
09-01-2023 13:21:22.499625,"(9.0, 14.5, 12.785714285714285)","(51.0, 260.0, 118.66666666666667)","(7.5, 13.5, 10.4375)","(7.0, 12.5, 12.0)","(14.0, 55.0, 36.75)","(1.3, 1.38, 1.3757894736842105)","(41.0, 400.0, 346.6666666666667)","(26.0, 140.0, 81.11111111111111)"
09-01-2023 13:21:23.702013,"(9.0, 14.5, 12.785714285714285)","(51.0, 260.0, 118.66666666666667)","(7.5, 13.5, 10.4375)","(7.0, 12.5, 11.6)","(14.0, 55.0, 36.75)","(1.3, 1.38, 1.3760975609756096)","(41.0, 400.0, 293.33333333333337)","(26.0, 140.0, 81.11111111111111)"
09-01-2023 13:21:24.863650,"(9.0, 14.5, 12.785714285714285)","(51.0, 260.0, 118.66666666666667)","(7.5, 13.5, 10.4375)","(7.0, 12.0, 11.6)","(14.0, 55.0, 36.75)","(1.3, 1.38, 1.3760975609756096)","(41.0, 400.0, 293.33333333333337)","(26.0, 140.0, 81.11111111111111)"
09-01-2023 13:21:26.331056,"(9.0, 14.5, 12.785714285714285)","(51.0, 260.0, 154.0)","(7.5, 13.5, 10.4375)","(7.0, 12.0, 11.6)","(14.0, 55.0, 36.75)","(1.3, 1.38, 1.3760975609756096)","(41.0, 400.0, 293.33333333333337)","(26.0, 140.0, 81.11111111111111)"
09-01-2023 13:21:27.731346,"(9.0, 14.5, 12.785714285714285)","(51.0, 260.0, 154.0)","(7.5, 13.5, 10.4375)","(7.0, 12.0, 11.6)","(14.0, 55.0, 36.75)","(1.3, 1.38, 1.3760975609756096)","(41.0, 400.0, 293.33333333333337)","(26.0, 140.0, 81.11111111111111)"
09-01-2023 13:21:29.013995,"(9.0, 14.5, 12.785714285714285)","(51.0, 260.0, 154.0)","(7.5, 13.5, 10.4375)","(7.0, 12.0, 11.6)","(14.0, 55.0, 36.75)","(1.3, 1.38, 1.3760975609756096)","(41.0, 400.0, 346.6666666666667)","(26.0, 140.0, 81.11111111111111)"
09-01-2023 13:21:30.316743,"(9.0, 14.5, 12.785714285714285)","(51.0, 260.0, 154.0)","(7.5, 13.5, 11.481818181818182)","(7.0, 12.0, 11.6)","(14.0, 55.0, 36.25)","(1.3, 1.64, 1.4325)","(41.0, 400.0, 346.6666666666667)","(26.0, 140.0, 81.11111111111111)"
09-01-2023 13:21:31.631990,"(9.0, 21.0, 19.0)","(51.0, 260.0, 118.66666666666667)","(7.5, 13.5, 11.55)","(7.0, 13.0, 13.357142857142858)","(14.0, 55.0, 30.333333333333336)","(1.3, 1.68, 1.6139999999999999)","(41.0, 400.0, 346.6666666666667)","(26.0, 140.0, 81.11111111111111)"
09-01-2023 13:21:32.917916,"(9.0, 21.0, 20.15714285714286)","(51.0, 260.0, 118.66666666666667)","(7.5, 13.5, 11.55)","(7.0, 15.5, 13.25)","(14.0, 55.0, 30.333333333333336)","(1.3, 1.67, 1.6139999999999999)","(41.0, 400.0, 346.6666666666667)","(26.0, 140.0, 81.11111111111111)"
09-01-2023 13:21:34.164615,"(9.0, 21.0, 20.03333333333333)","(51.0, 260.0, 118.66666666666667)","(7.5, 13.5, 11.55)","(7.0, 15.5, 13.25)","(14.0, 55.0, 45.5)","(1.3, 1.66, 1.5979999999999999)","(41.0, 350.0, 215.0)","(26.0, 140.0, 81.11111111111111)"
09-01-2023 13:21:35.382520,"(9.0, 21.0, 18.72)","(51.0, 260.0, 118.66666666666667)","(7.5, 13.5, 11.55)","(7.0, 15.5, 13.8125)","(14.0, 55.0, 45.5)","(1.3, 1.65, 1.604285714285714)","(41.0, 350.0, 215.0)","(26.0, 140.0, 81.11111111111111)"
09-01-2023 13:21:36.614421,"(9.0, 21.0, 20.03333333333333)","(51.0, 250.0, 90.66666666666666)","(7.5, 13.5, 11.55)","(7.0, 15.5, 13.8125)","(14.0, 55.0, 44.142857142857146)","(1.3, 1.64, 1.525)","(41.0, 350.0, 215.0)","(26.0, 140.0, 81.11111111111111)"
09-01-2023 13:21:37.825366,"(9.0, 21.0, 20.03333333333333)","(51.0, 240.0, 90.66666666666666)","(7.5, 13.5, 11.55)","(7.0, 15.5, 13.8125)","(14.0, 55.0, 44.142857142857146)","(1.3, 1.66, 1.5775)","(41.0, 350.0, 215.0)","(26.0, 140.0, 81.11111111111111)"
09-01-2023 13:21:39.037571,"(9.0, 21.0, 20.03333333333333)","(51.0, 240.0, 102.85714285714286)","(7.5, 13.5, 11.55)","(7.0, 15.5, 13.8125)","(14.0, 55.0, 44.142857142857146)","(1.3, 1.64, 1.5775)","(41.0, 350.0, 215.0)","(26.0, 140.0, 81.11111111111111)"
09-01-2023 13:21:40.263807,"(9.0, 21.0, 20.03333333333333)","(51.0, 240.0, 85.83333333333333)","(7.5, 13.5, 11.55)","(7.0, 15.5, 14.3)","(14.0, 55.0, 36.0)","(1.3, 1.64, 1.5775)","(41.0, 350.0, 215.0)","(26.0, 140.0, 81.11111111111111)"
09-01-2023 13:21:41.512228,"(9.0, 21.0, 18.15)","(51.0, 240.0, 85.83333333333333)","(7.5, 13.5, 11.55)","(7.0, 15.5, 14.3)","(14.0, 55.0, 44.142857142857146)","(1.3, 1.64, 1.5775)","(41.0, 350.0, 215.0)","(26.0, 140.0, 64.28571428571428)"
09-01-2023 13:21:42.793691,"(9.0, 21.0, 18.15)","(51.0, 240.0, 85.83333333333333)","(7.5, 13.5, 11.55)","(7.0, 15.5, 14.3)","(14.0, 55.0, 36.0)","(1.3, 1.64, 1.4080000000000001)","(41.0, 350.0, 215.0)","(26.0, 140.0, 64.28571428571428)"
09-01-2023 13:21:44.045592,"(9.0, 21.0, 18.15)","(51.0, 240.0, 85.83333333333333)","(7.5, 13.5, 11.55)","(7.0, 15.5, 14.0)","(14.0, 55.0, 45.888888888888886)","(1.3, 1.64, 1.4080000000000001)","(41.0, 350.0, 215.0)","(26.0, 140.0, 64.28571428571428)"
09-01-2023 13:21:45.343942,"(9.0, 21.0, 18.8)","(51.0, 240.0, 85.83333333333333)","(7.5, 13.5, 11.55)","(7.0, 15.5, 14.0)","(14.0, 55.0, 46.0)","(1.3, 1.64, 1.4080000000000001)","(41.0, 350.0, 215.0)","(26.0, 140.0, 64.28571428571428)"
09-01-2023 13:21:46.572015,"(9.0, 21.0, 18.8)","(51.0, 240.0, 85.83333333333333)","(7.5, 13.5, 11.733333333333333)","(7.0, 15.5, 14.333333333333334)","(14.0, 55.0, 46.0)","(1.3, 1.64, 1.4080000000000001)","(41.0, 350.0, 117.14285714285714)","(26.0, 140.0, 64.28571428571428)"
09-01-2023 13:21:47.821472,"(9.0, 21.0, 18.15)","(51.0, 240.0, 85.83333333333333)","(7.5, 16.0, 11.733333333333333)","(7.0, 15.5, 14.333333333333334)","(14.0, 55.0, 46.111111111111114)","(1.3, 1.64, 1.4080000000000001)","(41.0, 340.0, 132.0)","(26.0, 140.0, 64.28571428571428)"
09-01-2023 13:21:49.180447,"(9.0, 21.0, 18.375)","(51.0, 240.0, 85.83333333333333)","(7.5, 16.0, 11.733333333333333)","(7.0, 15.5, 14.333333333333334)","(14.0, 55.0, 46.111111111111114)","(1.3, 1.64, 1.4080000000000001)","(41.0, 340.0, 132.0)","(26.0, 140.0, 64.28571428571428)"
09-01-2023 13:21:50.489538,"(9.0, 21.0, 18.375)","(51.0, 240.0, 85.83333333333333)","(7.5, 16.0, 11.733333333333333)","(7.0, 15.5, 14.333333333333334)","(14.0, 55.0, 46.111111111111114)","(1.3, 1.64, 1.4080000000000001)","(41.0, 340.0, 163.33333333333331)","(26.0, 140.0, 64.28571428571428)"
09-01-2023 13:21:51.794546,"(9.0, 21.0, 18.375)","(51.0, 240.0, 85.83333333333333)","(7.5, 16.0, 11.733333333333333)","(7.0, 15.5, 14.333333333333334)","(14.0, 55.0, 46.111111111111114)","(1.3, 1.64, 1.38625)","(41.0, 330.0, 163.33333333333331)","(26.0, 140.0, 64.28571428571428)"
09-01-2023 13:21:52.990523,"(9.0, 21.0, 18.375)","(51.0, 240.0, 85.83333333333333)","(7.5, 16.0, 11.733333333333333)","(7.0, 15.5, 14.333333333333334)","(14.0, 55.0, 46.111111111111114)","(1.3, 1.64, 1.4080000000000001)","(41.0, 330.0, 200.0)","(26.0, 140.0, 64.28571428571428)"
09-01-2023 13:21:54.166769,"(9.0, 21.0, 18.375)","(51.0, 240.0, 85.83333333333333)","(7.5, 16.0, 11.733333333333333)","(7.0, 15.5, 14.333333333333334)","(14.0, 55.0, 46.111111111111114)","(1.3, 1.64, 1.4080000000000001)","(41.0, 320.0, 285.7142857142857)","(26.0, 140.0, 64.28571428571428)"
09-01-2023 13:21:55.373994,"(9.0, 21.0, 18.375)","(51.0, 240.0, 85.83333333333333)","(7.5, 16.0, 11.733333333333333)","(7.0, 15.5, 14.333333333333334)","(14.0, 55.0, 46.111111111111114)","(1.3, 1.64, 1.4080000000000001)","(41.0, 320.0, 280.0)","(26.0, 140.0, 64.28571428571428)"
09-01-2023 13:21:56.647619,"(9.0, 21.0, 18.375)","(51.0, 240.0, 85.83333333333333)","(7.5, 16.0, 11.733333333333333)","(7.0, 15.5, 14.333333333333334)","(14.0, 55.0, 46.111111111111114)","(1.3, 1.64, 1.4080000000000001)","(41.0, 320.0, 280.0)","(26.0, 140.0, 64.28571428571428)"
09-01-2023 13:21:57.975300,"(9.0, 21.0, 18.375)","(51.0, 240.0, 85.83333333333333)","(7.5, 16.0, 11.733333333333333)","(7.0, 15.5, 14.333333333333334)","(14.0, 55.0, 46.111111111111114)","(1.3, 1.64, 1.4080000000000001)","(41.0, 320.0, 280.0)","(26.0, 140.0, 64.28571428571428)"
09-01-2023 13:21:59.229235,"(9.0, 21.0, 18.375)","(51.0, 240.0, 85.83333333333333)","(7.5, 16.0, 11.733333333333333)","(7.0, 15.5, 14.333333333333334)","(14.0, 55.0, 46.111111111111114)","(1.3, 1.64, 1.4080000000000001)","(41.0, 320.0, 280.0)","(26.0, 140.0, 64.28571428571428)"
09-01-2023 13:22:00.479554,"(9.0, 21.0, 18.375)","(51.0, 240.0, 85.83333333333333)","(7.5, 16.0, 11.733333333333333)","(7.0, 15.5, 14.333333333333334)","(14.0, 55.0, 46.111111111111114)","(1.3, 1.64, 1.606153846153846)","(41.0, 320.0, 223.75)","(26.0, 140.0, 64.28571428571428)"
09-01-2023 13:22:01.774622,"(9.0, 21.0, 18.375)","(51.0, 240.0, 85.83333333333333)","(7.5, 16.0, 11.733333333333333)","(7.0, 15.5, 14.333333333333334)","(14.0, 55.0, 46.111111111111114)","(1.3, 1.64, 1.5588888888888888)","(41.0, 310.0, 71.25)","(26.0, 140.0, 64.28571428571428)"
09-01-2023 13:22:03.026554,"(9.0, 21.0, 18.375)","(51.0, 240.0, 85.83333333333333)","(7.5, 16.0, 11.5)","(7.0, 15.5, 14.333333333333334)","(14.0, 55.0, 25.375)","(1.3, 1.63, 1.5425)","(41.0, 290.0, 129.6923076923077)","(26.0, 140.0, 60.5)"
09-01-2023 13:22:04.292751,"(9.0, 21.0, 14.333333333333334)","(51.0, 240.0, 85.83333333333333)","(7.5, 16.0, 11.5)","(7.0, 15.5, 14.333333333333334)","(14.0, 55.0, 40.1875)","(1.3, 1.62, 1.5246153846153847)","(41.0, 270.0, 147.0)","(26.0, 140.0, 60.5)"
09-01-2023 13:22:05.483099,"(9.0, 19.5, 13.833333333333334)","(51.0, 240.0, 85.83333333333333)","(7.5, 16.0, 10.857142857142858)","(7.0, 15.5, 15.0)","(14.0, 55.0, 29.875)","(1.3, 1.62, 1.5377551020408164)","(41.0, 250.0, 59.84615384615385)","(26.0, 140.0, 60.5)"
09-01-2023 13:22:06.641818,"(9.0, 19.5, 13.318181818181818)","(51.0, 240.0, 85.83333333333333)","(7.5, 16.0, 10.95)","(7.0, 16.5, 15.0)","(14.0, 50.0, 29.041666666666668)","(1.3, 1.62, 1.5350000000000001)","(41.0, 250.0, 64.6)","(26.0, 140.0, 60.5)"
09-01-2023 13:22:07.744172,"(9.0, 18.5, 13.8125)","(51.0, 240.0, 85.83333333333333)","(7.5, 15.0, 10.95)","(7.0, 16.5, 15.0)","(14.0, 48.0, 29.041666666666668)","(1.3, 1.61, 1.4930508474576272)","(41.0, 250.0, 83.2)","(26.0, 140.0, 60.5)"
09-01-2023 13:22:08.898075,"(9.0, 18.0, 15.2)","(51.0, 240.0, 85.83333333333333)","(7.5, 15.0, 10.95)","(7.0, 16.5, 15.0)","(14.0, 48.0, 29.041666666666668)","(1.3, 1.61, 1.4930508474576272)","(41.0, 240.0, 83.2)","(26.0, 140.0, 60.5)"
09-01-2023 13:22:10.167647,"(9.0, 18.0, 15.2)","(51.0, 230.0, 70.9090909090909)","(7.5, 15.0, 10.95)","(7.0, 16.5, 15.0)","(14.0, 48.0, 29.041666666666668)","(1.3, 1.61, 1.4930508474576272)","(41.0, 230.0, 67.25)","(26.0, 140.0, 60.5)"
09-01-2023 13:22:11.412521,"(9.0, 18.0, 15.2)","(51.0, 220.0, 137.5)","(7.5, 15.0, 10.95)","(7.0, 16.5, 15.0)","(14.0, 48.0, 32.0625)","(1.3, 1.61, 1.4930508474576272)","(41.0, 230.0, 67.25)","(26.0, 140.0, 60.5)"
09-01-2023 13:22:12.654387,"(9.0, 17.5, 13.785714285714285)","(51.0, 220.0, 137.5)","(7.5, 15.0, 10.95)","(7.0, 16.5, 15.807692307692307)","(14.0, 42.0, 26.525)","(1.3, 1.61, 1.4891044776119404)","(41.0, 230.0, 145.66666666666669)","(26.0, 140.0, 53.333333333333336)"
09-01-2023 13:22:13.949072,"(9.0, 17.5, 13.394736842105264)","(51.0, 220.0, 199.375)","(7.5, 14.0, 10.5)","(7.0, 16.0, 13.647058823529411)","(14.0, 40.0, 28.15625)","(1.3, 1.61, 1.4891044776119404)","(41.0, 230.0, 169.2)","(26.0, 130.0, 62.0)"
09-01-2023 13:22:15.202052,"(9.0, 17.5, 13.394736842105264)","(51.0, 220.0, 160.0)","(7.5, 14.0, 10.444444444444445)","(7.0, 16.0, 13.647058823529411)","(14.0, 38.0, 32.150000000000006)","(1.3, 1.61, 1.558407643312102)","(41.0, 200.0, 130.9655172413793)","(26.0, 110.0, 51.0)"
09-01-2023 13:22:16.414520,"(9.0, 17.5, 13.394736842105264)","(51.0, 220.0, 160.0)","(7.5, 14.0, 10.444444444444445)","(7.0, 16.0, 12.785714285714286)","(14.0, 34.0, 32.150000000000006)","(1.3, 1.61, 1.5145121951219513)","(41.0, 200.0, 130.9655172413793)","(26.0, 95.0, 76.0)"
09-01-2023 13:22:17.617300,"(9.0, 16.5, 14.681818181818182)","(51.0, 220.0, 160.0)","(7.5, 14.0, 10.875)","(7.0, 16.0, 12.785714285714286)","(14.0, 34.0, 29.333333333333332)","(1.3, 1.61, 1.4954545454545456)","(41.0, 200.0, 181.52941176470588)","(26.0, 95.0, 73.0)"
09-01-2023 13:22:18.776667,"(9.0, 16.5, 12.5)","(51.0, 220.0, 160.0)","(7.5, 13.5, 10.375)","(7.0, 16.0, 12.785714285714286)","(14.0, 32.0, 29.75892857142857)","(1.3, 1.61, 1.5823728813559323)","(41.0, 190.0, 146.0)","(26.0, 95.0, 71.44444444444444)"
09-01-2023 13:22:19.917598,"(9.0, 16.0, 13.0)","(51.0, 210.0, 160.0)","(7.5, 13.0, 10.375)","(7.0, 16.0, 12.785714285714286)","(14.0, 30.0, 29.745098039215684)","(1.3, 1.6, 1.5523809523809524)","(41.0, 170.0, 72.5)","(26.0, 95.0, 78.6923076923077)"
09-01-2023 13:22:21.112557,"(9.0, 15.5, 14.166666666666666)","(51.0, 210.0, 185.0)","(7.5, 13.0, 10.375)","(7.0, 16.0, 12.785714285714286)","(14.0, 30.0, 26.0)","(1.3, 1.6, 1.5127272727272727)","(41.0, 160.0, 109.11764705882354)","(26.0, 95.0, 79.85714285714286)"
09-01-2023 13:22:22.339794,"(9.0, 14.0, 13.571428571428571)","(51.0, 210.0, 185.0)","(7.5, 13.0, 10.375)","(7.0, 16.0, 12.785714285714286)","(14.0, 30.0, 28.166666666666664)","(1.3, 1.6, 1.5127272727272727)","(41.0, 140.0, 124.58333333333334)","(26.0, 95.0, 78.0)"
09-01-2023 13:22:23.716369,"(9.0, 14.0, 13.0)","(51.0, 210.0, 185.0)","(7.5, 13.0, 10.375)","(7.0, 16.0, 12.785714285714286)","(14.0, 30.0, 28.166666666666664)","(1.3, 1.6, 1.5127272727272727)","(41.0, 130.0, 124.58333333333334)","(26.0, 95.0, 55.8)"
09-01-2023 13:22:24.970745,"(9.0, 14.0, 13.0)","(51.0, 210.0, 185.0)","(7.5, 13.0, 10.375)","(7.0, 16.0, 12.785714285714286)","(14.0, 30.0, 28.6875)","(1.3, 1.6, 1.4800000000000002)","(41.0, 130.0, 124.58333333333334)","(26.0, 95.0, 56.666666666666664)"
09-01-2023 13:22:26.154576,"(9.0, 14.0, 13.0)","(51.0, 210.0, 137.5)","(7.5, 13.0, 10.375)","(7.0, 16.0, 12.785714285714286)","(14.0, 30.0, 28.88888888888889)","(1.3, 1.6, 1.5210000000000001)","(41.0, 130.0, 112.66666666666666)","(26.0, 90.0, 85.55555555555556)"
09-01-2023 13:22:27.265689,"(9.0, 14.0, 13.0)","(51.0, 210.0, 137.5)","(7.5, 13.0, 10.375)","(7.0, 16.0, 12.785714285714286)","(14.0, 30.0, 28.88888888888889)","(1.3, 1.59, 1.5210000000000001)","(41.0, 130.0, 112.66666666666666)","(26.0, 90.0, 85.55555555555556)"
09-01-2023 13:22:28.469476,"(9.0, 14.0, 13.0)","(51.0, 210.0, 137.5)","(7.5, 13.0, 10.375)","(7.0, 16.0, 12.785714285714286)","(14.0, 30.0, 28.88888888888889)","(1.3, 1.59, 1.5210000000000001)","(41.0, 130.0, 112.66666666666666)","(26.0, 90.0, 85.55555555555556)"
09-01-2023 13:22:29.760149,"(9.0, 14.0, 13.0)","(51.0, 210.0, 137.5)","(7.5, 13.0, 10.375)","(7.0, 16.0, 13.0)","(14.0, 30.0, 29.18181818181818)","(1.3, 1.58, 1.558)","(41.0, 130.0, 112.66666666666666)","(26.0, 90.0, 83.33333333333334)"
09-01-2023 13:22:31.028260,"(9.0, 14.0, 13.0)","(51.0, 210.0, 96.0)","(7.5, 13.0, 10.375)","(7.0, 16.0, 13.0)","(14.0, 30.0, 29.18181818181818)","(1.3, 1.58, 1.558)","(41.0, 130.0, 112.66666666666666)","(26.0, 90.0, 83.33333333333334)"
09-01-2023 13:22:32.268021,"(9.0, 14.0, 13.0)","(51.0, 220.0, 96.0)","(7.5, 13.0, 10.375)","(7.0, 16.0, 13.0)","(14.0, 30.0, 29.18181818181818)","(1.3, 1.58, 1.4594736842105265)","(41.0, 130.0, 112.66666666666666)","(26.0, 90.0, 83.33333333333334)"
09-01-2023 13:22:33.651107,"(9.0, 14.0, 13.0)","(51.0, 210.0, 96.0)","(7.5, 13.0, 10.375)","(7.0, 16.0, 13.0)","(14.0, 30.0, 29.18181818181818)","(1.3, 1.57, 1.5142857142857142)","(41.0, 130.0, 112.66666666666666)","(26.0, 90.0, 68.75)"
09-01-2023 13:22:34.883995,"(9.0, 14.0, 13.0)","(51.0, 220.0, 96.0)","(7.5, 13.0, 10.375)","(7.0, 16.0, 13.0)","(14.0, 30.0, 29.18181818181818)","(1.3, 1.56, 1.5142857142857142)","(41.0, 130.0, 112.66666666666666)","(26.0, 95.0, 68.75)"
09-01-2023 13:22:36.052995,"(9.0, 14.0, 12.0)","(51.0, 220.0, 96.0)","(7.5, 13.0, 10.375)","(7.0, 16.0, 13.0)","(14.0, 30.0, 29.18181818181818)","(1.3, 1.55, 1.4725925925925927)","(41.0, 130.0, 112.66666666666666)","(26.0, 95.0, 68.75)"
09-01-2023 13:22:37.432997,"(9.0, 14.0, 12.0)","(51.0, 220.0, 96.0)","(7.5, 13.0, 10.375)","(7.0, 16.0, 13.0)","(14.0, 30.0, 29.18181818181818)","(1.3, 1.55, 1.4940425531914894)","(41.0, 130.0, 82.0)","(26.0, 95.0, 68.75)"
09-01-2023 13:22:38.846183,"(9.0, 14.0, 11.6)","(51.0, 220.0, 96.0)","(7.5, 13.0, 10.375)","(7.0, 16.0, 12.571428571428571)","(14.0, 30.0, 29.11111111111111)","(1.3, 1.54, 1.490344827586207)","(41.0, 130.0, 82.0)","(26.0, 95.0, 68.75)"
09-01-2023 13:22:40.146140,"(9.0, 14.0, 11.6)","(51.0, 220.0, 96.0)","(7.5, 13.0, 10.375)","(7.0, 16.0, 12.571428571428571)","(14.0, 30.0, 29.272727272727273)","(1.3, 1.54, 1.490344827586207)","(41.0, 130.0, 82.0)","(26.0, 95.0, 64.375)"
09-01-2023 13:22:41.446419,"(9.0, 14.0, 11.6)","(51.0, 220.0, 96.0)","(7.5, 13.0, 10.375)","(7.0, 16.0, 13.818181818181818)","(14.0, 30.0, 29.272727272727273)","(1.3, 1.54, 1.395263157894737)","(41.0, 130.0, 82.0)","(26.0, 95.0, 64.375)"
09-01-2023 13:22:42.789718,"(9.0, 14.0, 11.333333333333334)","(51.0, 220.0, 96.0)","(7.5, 13.0, 10.375)","(7.0, 16.0, 13.818181818181818)","(14.0, 30.0, 29.0)","(1.3, 1.53, 1.4704651162790698)","(41.0, 130.0, 82.0)","(26.0, 95.0, 64.375)"
09-01-2023 13:22:43.964130,"(9.0, 13.0, 12.833333333333332)","(51.0, 220.0, 96.0)","(7.5, 13.0, 10.375)","(7.0, 16.0, 13.818181818181818)","(14.0, 30.0, 29.0)","(1.3, 1.53, 1.4704651162790698)","(41.0, 130.0, 82.0)","(26.0, 95.0, 64.375)"
09-01-2023 13:22:45.138863,"(9.0, 13.0, 12.833333333333332)","(51.0, 220.0, 96.0)","(7.5, 13.0, 10.375)","(7.0, 16.0, 13.818181818181818)","(14.0, 30.0, 29.0)","(1.3, 1.53, 1.4704651162790698)","(41.0, 130.0, 82.0)","(26.0, 95.0, 64.375)"
09-01-2023 13:22:46.361658,"(9.0, 13.0, 12.833333333333332)","(51.0, 220.0, 96.0)","(7.5, 13.0, 10.375)","(7.0, 16.0, 13.818181818181818)","(14.0, 30.0, 29.0)","(1.3, 1.53, 1.4704651162790698)","(41.0, 130.0, 82.0)","(26.0, 95.0, 64.375)"
09-01-2023 13:22:47.648023,"(9.0, 13.0, 12.833333333333332)","(51.0, 220.0, 132.5)","(7.5, 13.0, 10.5)","(7.0, 16.0, 13.8125)","(14.0, 30.0, 29.333333333333332)","(1.3, 1.53, 1.456)","(41.0, 130.0, 82.0)","(26.0, 95.0, 64.375)"
09-01-2023 13:22:48.959370,"(9.0, 13.0, 12.642857142857142)","(51.0, 200.0, 132.5)","(7.5, 12.5, 10.208333333333334)","(7.0, 16.0, 13.25)","(14.0, 30.0, 28.8)","(1.3, 1.51, 1.457142857142857)","(41.0, 130.0, 100.0)","(26.0, 95.0, 64.375)"
09-01-2023 13:22:50.307604,"(9.0, 13.0, 12.166666666666666)","(51.0, 200.0, 85.76923076923077)","(7.5, 12.5, 10.2)","(7.0, 16.0, 14.38888888888889)","(14.0, 30.0, 28.8)","(1.3, 1.47, 1.4609999999999999)","(41.0, 120.0, 100.0)","(26.0, 95.0, 64.375)"
